orgId	locusId	sysName	geneName	desc	set1IT067 Plant=Tomato_cv_Moneymaker; PlantTreatment=None; Sample=Xylem_sap; GrowthSubstrate=calcine_clay; Collection=direct; 1dpi	set1IT070 Plant=Tomato_cv_Moneymaker; PlantTreatment=None; Sample=Xylem_sap; GrowthSubstrate=calcine_clay; Collection=direct; 1dpi	set2IT059 M63_quarter_strength	set2IT062 CPG	set2IT063 M63_quarter_strength	set4IT033 CPG	set4IT034 M63_quarter_strength
RalstoniaGMI1000	RS_RS01100	RS_RS01100		sigma 54-dependent transcriptional regulator	-0.132	-0.093	-0.179	0.092	0.224	-0.126	-0.143
RalstoniaGMI1000	RS_RS01105	RS_RS01105		hypothetical protein	0.031	0.042	-0.014	-0.015	0.053	0.053	-0.191
RalstoniaGMI1000	RS_RS01110	RS_RS01110		RtcB family protein	-0.007	-0.442	-0.037	-0.014	-0.063	-0.017	0.059
RalstoniaGMI1000	RS_RS01115	RS_RS01115		nucleotidyltransferase domain-containing protein	-0.019	-0.293	0.071	-0.055	0.075	-0.006	0.019
RalstoniaGMI1000	RS_RS01120	RS_RS01120		RNA 3'-terminal phosphate cyclase	-0.018	-0.873	0.124	-0.130	-0.241	-0.541	0.051
RalstoniaGMI1000	RS_RS01125	RS_RS01125		PLP-dependent aminotransferase family protein	0.023	0.280	-0.011	-0.088	0.043	0.249	0.127
RalstoniaGMI1000	RS_RS01130	RS_RS01130		membrane protein	0.022	0.299	0.054	0.067	0.115	-0.028	-0.101
RalstoniaGMI1000	RS_RS01135	RS_RS01135		LysE family translocator	-0.001	-0.315	-0.312	0.286	0.002	0.081	0.258
RalstoniaGMI1000	RS_RS01140	RS_RS01140		hypothetical protein	0.002	-0.412	0.170	0.148	0.098	-0.156	-0.186
RalstoniaGMI1000	RS_RS01145	RS_RS01145		EamA/RhaT family transporter	-0.093	-0.093	0.124	0.204	0.095	-0.224	-0.204
RalstoniaGMI1000	RS_RS01150	RS_RS01150		AraC family transcriptional regulator	-0.184	0.100	0.065	-0.291	-0.123	0.087	-0.126
RalstoniaGMI1000	RS_RS01155	RS_RS01155		DUF427 domain-containing protein	-0.193	0.082	0.092	0.148	-0.079	0.089	-0.013
RalstoniaGMI1000	RS_RS01160	RS_RS01160		hypothetical protein	-0.149	0.034	0.012	0.322	0.150	0.166	0.035
RalstoniaGMI1000	RS_RS01165	RS_RS01165		methylmalonyl-CoA mutase	-0.033	-0.294	0.033	0.218	0.086	-0.083	0.101
RalstoniaGMI1000	RS_RS01175	RS_RS01175		amidohydrolase	0.047	-0.184	-0.124	-0.021	0.124	-0.045	-0.034
RalstoniaGMI1000	RS_RS01180	RS_RS01180		DoxX family protein	0.084	0.275	0.304	0.137	0.031	0.160	-0.156
RalstoniaGMI1000	RS_RS01185	RS_RS01185		DUF1427 domain-containing protein	0.012	-0.216	-0.141	-0.252	-0.181	0.532	-0.141
RalstoniaGMI1000	RS_RS01190	RS_RS01190		hydrolase	-0.098	-0.186	-0.260	0.046	0.047	-0.017	-0.041
RalstoniaGMI1000	RS_RS01195	RS_RS01195		LysR family transcriptional regulator	-0.185	0.282	-0.039	0.055	-0.001	0.099	0.091
RalstoniaGMI1000	RS_RS01205	RS_RS01205		type III secretion system effector protein	0.044	0.310	-0.049	0.199	0.187	0.124	0.074
RalstoniaGMI1000	RS_RS01210	RS_RS01210		hypothetical protein	0.178	0.266	-0.693	0.097	0.155	-0.207	0.146
RalstoniaGMI1000	RS_RS01215	RS_RS01215		calcium-binding protein	-0.090	0.165	0.163	0.151	-0.019	-0.072	-0.048
RalstoniaGMI1000	RS_RS01240	RS_RS01240		PhzF family phenazine biosynthesis protein	-0.196	-0.120	0.132	0.102	0.139	0.323	0.218
RalstoniaGMI1000	RS_RS01245	RS_RS01245		DUF1254 domain-containing protein	-0.326	-0.213	0.543	0.213	-0.307	0.014	0.010
RalstoniaGMI1000	RS_RS01250	RS_RS01250		nitronate monooxygenase	-0.018	-0.255	-0.214	-0.042	-0.217	-0.019	-0.073
RalstoniaGMI1000	RS_RS01255	RS_RS01255		alpha/beta hydrolase	-0.003	0.089	-0.101	0.385	0.385	-0.003	0.057
RalstoniaGMI1000	RS_RS01260	RS_RS01260		hypothetical protein	-0.065	-0.208	-0.102	-0.016	-0.045	0.111	0.046
RalstoniaGMI1000	RS_RS01265	RS_RS01265		MBL fold metallo-hydrolase	-0.081	-1.042	-0.217	0.168	-0.024	-0.103	-0.036
RalstoniaGMI1000	RS_RS01275	RS_RS01275		YbaK/EbsC family protein	-0.234	0.840	-0.314	-0.301	-1.051	0.012	0.080
RalstoniaGMI1000	RS_RS01280	RS_RS01280		hydroxymethylglutaryl-CoA lyase	-0.089	0.152	-0.001	-0.172	0.168	0.083	0.101
RalstoniaGMI1000	RS_RS01285	RS_RS01285		glyoxylate/hydroxypyruvate reductase A	0.017	0.539	-0.351	0.522	0.049	0.482	0.416
RalstoniaGMI1000	RS_RS01290	RS_RS01290		type II toxin-antitoxin system RelE/ParE family toxin	-0.090	0.597	0.037	-0.175	-0.065	0.116	0.020
RalstoniaGMI1000	RS_RS01295	RS_RS01295		type II toxin-antitoxin system Phd/YefM family antitoxin	0.376	-0.928	-0.424	0.061	-0.129	0.460	0.479
RalstoniaGMI1000	RS_RS01300	RS_RS01300		acetyl/propionyl/methylcrotonyl-CoA carboxylase subunit alpha	0.093	-0.236	-0.147	-0.041	-0.036	-0.181	-0.045
RalstoniaGMI1000	RS_RS01305	RS_RS01305		biotin synthase	-0.411	-0.071	-0.148	-0.261	-0.090	-0.283	-0.157
RalstoniaGMI1000	RS_RS01310	RS_RS01310		enoyl-CoA hydratase	0.115	0.244	0.037	0.022	0.192	-0.048	0.006
RalstoniaGMI1000	RS_RS01315	RS_RS01315		dienelactone hydrolase family protein	-0.123	-0.477	-0.060	-0.197	-0.073	-0.223	-0.067
RalstoniaGMI1000	RS_RS01320	RS_RS01320		methylcrotonoyl-CoA carboxylase	-0.075	-0.111	0.027	0.143	0.015	-0.107	0.082
RalstoniaGMI1000	RS_RS01325	RS_RS01325		hypothetical protein	-0.158	0.291	-0.023	0.062	-0.038	-0.089	-0.067
RalstoniaGMI1000	RS_RS01330	RS_RS01330		HAD family phosphatase	0.207	-0.225	0.011	-0.142	-0.409	0.045	-0.369
RalstoniaGMI1000	RS_RS01340	RS_RS01340		2-hydroxychromene-2-carboxylate isomerase	0.129	-0.045	0.234	-0.068	-0.084	-0.025	-0.048
RalstoniaGMI1000	RS_RS01345	RS_RS01345		butyryl-CoA dehydrogenase	0.075	0.107	0.140	-0.053	-0.168	0.472	0.411
RalstoniaGMI1000	RS_RS01350	RS_RS01350		short chain dehydrogenase	0.146	0.405	0.062	0.023	-0.058	0.307	0.253
RalstoniaGMI1000	RS_RS01355	RS_RS01355		acetyl-CoA C-acyltransferase	0.167	0.126	0.183	-0.089	-0.275	0.009	0.137
RalstoniaGMI1000	RS_RS01360	RS_RS01360		carbonate dehydratase	-0.109	-1.157	-0.669	-0.725	-1.277	-0.462	-0.925
RalstoniaGMI1000	RS_RS01365	RS_RS01365		bifunctional isocitrate dehydrogenase kinase/phosphatase	-0.023	-0.041	-0.052	0.092	0.184	-0.193	-0.065
RalstoniaGMI1000	RS_RS01370	RS_RS01370		isovaleryl-CoA dehydrogenase	0.093	-0.035	0.246	0.066	-0.028	0.209	-0.186
RalstoniaGMI1000	RS_RS01375	RS_RS01375		MerR family DNA-binding transcriptional regulator	0.250	-0.128	0.456	-0.092	-0.188	0.004	-0.244
RalstoniaGMI1000	RS_RS01380	RS_RS01380		Zn-dependent hydrolase	0.097	-0.493	-0.015	-0.004	0.275	-0.024	-0.019
RalstoniaGMI1000	RS_RS01385	RS_RS01385		antibiotic biosynthesis monooxygenase	0.105	0.633	0.387	-0.132	-0.033	-0.155	-0.169
RalstoniaGMI1000	RS_RS01390	RS_RS01390		hypothetical protein	0.020	-0.007	-0.166	0.005	0.006	-0.052	-0.105
RalstoniaGMI1000	RS_RS01395	RS_RS01395		short-chain dehydrogenase	-0.132	-0.188	0.225	-0.006	0.035	0.140	0.145
RalstoniaGMI1000	RS_RS01400	RS_RS01400		thiol:disulfide interchange protein DsbA/DsbL	-2.774	-2.383	-1.781	-0.439	-0.070	-0.091	-0.429
RalstoniaGMI1000	RS_RS01405	RS_RS01405		SPOR domain-containing protein	-2.152	-0.584	-0.590	-0.152	-1.198	-1.317	-0.554
RalstoniaGMI1000	RS_RS01420	RS_RS01420		sensor histidine kinase	-1.638	-0.290	-0.379	0.487	-0.762	0.657	-0.332
RalstoniaGMI1000	RS_RS01430	RS_RS01430		response regulator	-0.635	-0.890	-1.106	-0.932	-0.304	-1.679	-1.257
RalstoniaGMI1000	RS_RS01435	RS_RS01435		DNA-binding response regulator	-1.834	-0.750	-0.717	0.602	-1.037	0.714	-0.725
RalstoniaGMI1000	RS_RS01440	RS_RS01440		hypothetical protein	-0.033	0.445	0.281	0.562	0.143	0.960	-0.259
RalstoniaGMI1000	RS_RS01445	RS_RS01445		methionine synthase	-1.093	-0.808	-0.195	-0.011	-0.081	-0.145	-0.299
RalstoniaGMI1000	RS_RS01450	RS_RS01450		5-methyltetrahydrofolate--homocysteine methyltransferase	-1.145	-0.857	-0.083	-0.114	-0.093	-0.296	-0.533
RalstoniaGMI1000	RS_RS01455	RS_RS01455		rhodanese-like domain-containing protein	-0.083	-0.042	0.015	-0.210	-0.093	-0.370	-0.273
RalstoniaGMI1000	RS_RS01460	RS_RS01460		DUF3567 domain-containing protein	-0.276	0.305	-0.204	0.076	0.333	0.101	-0.182
RalstoniaGMI1000	RS_RS01465	RS_RS01465		3-oxoadipate enol-lactonase	0.246	-0.435	0.177	-0.169	-0.109	0.139	0.286
RalstoniaGMI1000	RS_RS01470	RS_RS01470		DUF3108 domain-containing protein	0.104	0.171	0.243	-0.031	-0.049	-0.078	0.093
RalstoniaGMI1000	RS_RS01475	RS_RS01475		IclR family transcriptional regulator	0.046	-0.298	0.314	-0.249	0.019	0.077	-0.150
RalstoniaGMI1000	RS_RS01480	RS_RS01480		FAA hydrolase family protein	0.050	-0.028	0.281	0.148	-0.058	-0.030	0.056
RalstoniaGMI1000	RS_RS01485	RS_RS01485		IclR family transcriptional regulator	0.123	-0.001	-0.281	0.559	0.342	0.399	0.283
RalstoniaGMI1000	RS_RS01495	RS_RS01495		enoyl-CoA hydratase	0.176	-0.075	0.024	0.088	0.059	0.225	0.251
RalstoniaGMI1000	RS_RS01500	RS_RS01500		hypothetical protein	0.216	0.105	0.112	-0.358	-0.205	-0.155	-0.147
RalstoniaGMI1000	RS_RS01505	RS_RS01505		patatin	-0.022	0.036	0.052	-0.121	-0.074	0.239	0.079
RalstoniaGMI1000	RS_RS01510	RS_RS01510		glutathione peroxidase	0.130	0.111	0.160	-0.062	-0.045	0.048	-0.046
RalstoniaGMI1000	RS_RS01515	RS_RS01515		ferritin	-0.638	-0.616	-2.959	-0.925	-1.386	-1.570	-0.501
RalstoniaGMI1000	RS_RS01525	RS_RS01525		SPOR domain-containing protein	-0.183	0.576	-0.431	0.610	1.014	-0.669	0.328
RalstoniaGMI1000	RS_RS01540	RS_RS01540		ABC transporter permease	0.038	-0.028	-0.088	0.198	-0.075	-0.212	-0.165
RalstoniaGMI1000	RS_RS01545	RS_RS01545		ABC transporter ATP-binding protein	0.148	0.182	-0.248	0.273	0.173	-0.466	-0.439
RalstoniaGMI1000	RS_RS01550	RS_RS01550		MCE family protein	0.035	0.515	-0.109	0.160	0.192	-0.027	-0.082
RalstoniaGMI1000	RS_RS01555	RS_RS01555		hypothetical protein	-0.101	-0.945	0.031	-0.156	0.000	-0.384	-0.070
RalstoniaGMI1000	RS_RS01560	RS_RS01560		teicoplanin resistance protein VanZ	-0.206	-0.028	0.517	0.076	-0.261	0.232	0.387
RalstoniaGMI1000	RS_RS01570	RS_RS01570		phospholipase C, phosphocholine-specific	-0.011	-0.220	0.089	0.137	0.244	0.011	-0.069
RalstoniaGMI1000	RS_RS01575	RS_RS01575		hypothetical protein	-0.072	0.176	0.048	0.050	-0.117	0.166	-0.042
RalstoniaGMI1000	RS_RS01580	RS_RS01580		type III secretion system YopJ family effector RipAE	0.183	0.284	0.216	-0.059	0.001	0.001	0.048
RalstoniaGMI1000	RS_RS01595	RS_RS01595		DUF2917 domain-containing protein	-0.203	-0.076	-0.075	-0.003	0.267	-0.048	-0.185
RalstoniaGMI1000	RS_RS01600	RS_RS01600		transcriptional regulator GcvA	0.090	-0.021	-0.129	-0.060	-0.173	-0.198	-0.186
RalstoniaGMI1000	RS_RS01610	RS_RS01610		D-alanyl-D-alanine carboxypeptidase	-0.170	-0.260	-0.058	-0.177	-0.019	-0.186	0.079
RalstoniaGMI1000	RS_RS01620	RS_RS01620		ferredoxin	-0.320	-0.206	0.199	0.535	0.533	0.498	0.185
RalstoniaGMI1000	RS_RS01625	RS_RS01625		C4-dicarboxylate transporter 1	0.022	-0.548	-0.204	-0.264	-0.179	-0.191	0.008
RalstoniaGMI1000	RS_RS01630	RS_RS01630		sensor histidine kinase	-0.057	0.129	0.057	-0.186	0.185	-0.461	-0.297
RalstoniaGMI1000	RS_RS01635	RS_RS01635		sigma-54-dependent Fis family transcriptional regulator	-0.003	-0.374	0.670	-0.223	-0.593	0.009	-0.296
RalstoniaGMI1000	RS_RS01645	RS_RS01645		O-acetyl-ADP-ribose deacetylase	0.536	0.310	-0.416	0.529	0.150	-0.474	0.088
RalstoniaGMI1000	RS_RS01650	RS_RS01650		hypothetical protein	-0.042	0.577	0.050	-0.325	0.254	-0.243	-0.189
RalstoniaGMI1000	RS_RS01655	RS_RS01655		hypothetical protein	0.177	-0.121	0.420	-0.026	0.110	0.084	0.258
RalstoniaGMI1000	RS_RS01660	RS_RS01660		polyphenol oxidase	-0.033	0.240	0.090	-0.017	-0.081	0.005	-0.041
RalstoniaGMI1000	RS_RS01665	RS_RS01665		ATP-dependent protease	0.011	0.060	-0.240	0.007	0.032	0.012	0.079
RalstoniaGMI1000	RS_RS01680	RS_RS01680		hypothetical protein	0.184	-2.111	0.065	-0.742	-0.273	0.510	0.483
RalstoniaGMI1000	RS_RS01685	RS_RS01685		nitrogen regulatory protein P-II 1	0.110	-0.125	-0.193	0.479	-0.019	0.520	0.156
RalstoniaGMI1000	RS_RS01690	RS_RS01690		ammonium transporter	0.018	0.120	0.061	0.154	0.042	0.048	-0.069
RalstoniaGMI1000	RS_RS01700	RS_RS01700		glutathione synthetase	-0.225	0.010	-0.171	-0.028	0.213	-0.482	-0.656
RalstoniaGMI1000	RS_RS01705	RS_RS01705		PTS fructose transporter subunit IIA	-0.223	-0.032	-1.478	-1.204	-1.133	-0.595	-2.442
RalstoniaGMI1000	RS_RS01715	RS_RS01715		phosphoenolpyruvate--protein phosphotransferase	0.289	-0.482	1.029	0.598	0.403	0.472	0.591
RalstoniaGMI1000	RS_RS01725	RS_RS01725		bacterioferritin	-0.082	-0.683	0.016	0.044	0.075	0.134	-0.295
RalstoniaGMI1000	RS_RS01735	RS_RS01735		S41 family peptidase	0.336	0.201	-2.808	-0.638	-0.415	-1.087	-2.259
RalstoniaGMI1000	RS_RS01745	RS_RS01745		rhodanese-like domain-containing protein	-0.563	0.354	-0.118	0.051	0.003	-0.458	0.068
RalstoniaGMI1000	RS_RS01750	RS_RS01750		glutaredoxin 3	0.040	-0.379	-0.233	0.344	-0.259	-0.300	-0.479
RalstoniaGMI1000	RS_RS01755	RS_RS01755		protein-export protein SecB	-0.719	-0.454	-0.315	-0.092	0.496	-0.366	-0.146
RalstoniaGMI1000	RS_RS01765	RS_RS01765		tRNA (uridine(34)/cytosine(34)/5- carboxymethylaminomethyluridine(34)-2'-O)- methyltransferase TrmL	0.300	0.592	0.095	-1.196	-0.059	-0.044	-0.133
RalstoniaGMI1000	RS_RS01770	RS_RS01770		amidophosphoribosyltransferase	0.310	0.165	0.124	-0.580	-0.045	-0.237	-0.359
RalstoniaGMI1000	RS_RS01780	RS_RS01780		DUF2244 domain-containing protein	-0.270	0.071	-0.040	-0.203	0.541	0.140	0.146
RalstoniaGMI1000	RS_RS01785	RS_RS01785		cytochrome c oxidase subunit II	-0.112	-0.280	0.036	0.145	0.061	0.119	-0.176
RalstoniaGMI1000	RS_RS01790	RS_RS01790		cytochrome c oxidase subunit I	-0.061	-0.192	-0.268	-0.014	-0.054	0.062	-0.012
RalstoniaGMI1000	RS_RS01795	RS_RS01795		cytochrome c oxidase assembly protein	-0.293	-1.344	-0.085	0.269	-0.698	-0.196	-0.060
RalstoniaGMI1000	RS_RS01805	RS_RS01805		cytochrome c oxidase subunit 3	0.064	0.051	0.046	0.079	0.036	-0.166	-0.102
RalstoniaGMI1000	RS_RS01815	RS_RS01815		SURF1 family protein	-0.021	-0.133	-0.074	-0.064	-0.159	0.256	-0.206
RalstoniaGMI1000	RS_RS01820	RS_RS01820		cytochrome c oxidase subunit I	-0.171	-0.566	-0.026	-0.274	0.256	-0.423	-0.081
RalstoniaGMI1000	RS_RS01825	RS_RS01825		heme A synthase	-0.389	-0.169	-0.491	-0.046	0.213	0.007	0.433
RalstoniaGMI1000	RS_RS01830	RS_RS01830		protoheme IX farnesyltransferase	-0.751	-0.029	-0.624	-0.477	-0.090	-0.847	-0.740
RalstoniaGMI1000	RS_RS01835	RS_RS01835		SCO family protein	-0.056	0.176	-0.000	-0.199	-0.058	-0.011	-0.098
RalstoniaGMI1000	RS_RS01845	RS_RS01845		GGDEF domain-containing protein	0.104	-0.038	-0.015	-0.025	-0.127	0.009	-0.060
RalstoniaGMI1000	RS_RS01850	RS_RS01850		OsmC family peroxiredoxin	0.043	0.303	0.160	-0.276	-0.424	0.617	0.577
RalstoniaGMI1000	RS_RS01855	RS_RS01855		pirin family protein	0.119	-0.078	-0.155	0.028	0.192	0.117	-0.017
RalstoniaGMI1000	RS_RS01860	RS_RS01860		DNA-binding protein YbiB	-0.257	-0.233	-0.291	-0.258	-0.290	0.028	-0.223
RalstoniaGMI1000	RS_RS01865	RS_RS01865		ABC transporter ATP-binding protein	0.228	-0.294	0.371	0.260	0.067	0.073	-0.161
RalstoniaGMI1000	RS_RS01870	RS_RS01870		nitrate ABC transporter, permease protein	0.091	-0.315	-0.061	0.139	0.056	0.356	0.125
RalstoniaGMI1000	RS_RS01875	RS_RS01875		nitrate ABC transporter substrate-binding protein	0.140	0.096	0.145	0.300	0.003	-0.439	-0.025
RalstoniaGMI1000	RS_RS01885	RS_RS01885		response regulator	-0.041	0.056	0.266	0.067	-0.107	0.148	0.190
RalstoniaGMI1000	RS_RS01890	RS_RS01890		FAA hydrolase family protein	0.037	-0.729	-0.067	-0.464	-0.506	0.138	0.128
RalstoniaGMI1000	RS_RS01895	RS_RS01895		maleylacetoacetate isomerase	0.439	0.503	-2.068	-0.594	0.120	-0.435	-0.777
RalstoniaGMI1000	RS_RS01900	RS_RS01900		amino acid transporter	-0.139	-0.299	-0.629	-0.226	0.134	-0.250	0.453
RalstoniaGMI1000	RS_RS01910	RS_RS01910		insulinase family protein	0.030	0.390	-0.315	0.240	0.223	-0.067	-0.513
RalstoniaGMI1000	RS_RS01915	RS_RS01915		insulinase family protein	-0.069	0.016	0.240	-0.299	-0.093	-0.291	-0.432
RalstoniaGMI1000	RS_RS01920	RS_RS01920		16S rRNA (guanine(966)-N(2))-methyltransferase RsmD	0.485	1.059	-0.108	-0.128	-0.401	0.107	0.385
RalstoniaGMI1000	RS_RS01935	RS_RS01935		DUF4124 domain-containing protein	0.012	0.344	0.194	-0.036	0.089	-0.114	0.055
RalstoniaGMI1000	RS_RS01970	RS_RS01970		hypothetical protein	-0.073	0.107	0.224	-0.295	-0.010	-0.304	-0.024
RalstoniaGMI1000	RS_RS01975	RS_RS01975		formamidopyrimidine-DNA glycosylase	-0.026	0.528	-0.078	0.158	-0.061	0.151	0.054
RalstoniaGMI1000	RS_RS01980	RS_RS01980		GTPase	-0.254	-2.422	0.127	-0.775	-0.501	-0.444	-0.407
RalstoniaGMI1000	RS_RS01985	RS_RS01985		A/G-specific adenine glycosylase	0.073	0.073	0.063	0.029	-0.019	-0.108	-0.038
RalstoniaGMI1000	RS_RS01990	RS_RS01990		ATP-dependent protease	0.281	0.283	-0.673	-0.116	-0.032	-0.242	-0.016
RalstoniaGMI1000	RS_RS01995	RS_RS01995		RNase adaptor protein RapZ	-0.328	-0.747	-1.130	-0.312	-0.498	0.126	-0.800
RalstoniaGMI1000	RS_RS02000	RS_RS02000		hypothetical protein	-0.139	-0.206	0.658	-0.021	0.013	0.346	0.586
RalstoniaGMI1000	RS_RS02015	RS_RS02015		ribosomal subunit interface protein	0.253	-0.449	-0.531	-0.200	-0.639	0.045	-0.045
RalstoniaGMI1000	RS_RS02020	RS_RS02020		RNA polymerase sigma-54 factor	-0.265	-1.313	-0.605	-0.095	-0.995	-0.380	-0.649
RalstoniaGMI1000	RS_RS02040	RS_RS02040		3-deoxy-D-manno-octulosonate 8-phosphate phosphatase	0.300	-0.109	0.404	0.072	-0.068	0.097	0.166
RalstoniaGMI1000	RS_RS02050	RS_RS02050		potassium transporter	0.176	-0.164	-0.019	0.793	0.313	0.556	0.030
RalstoniaGMI1000	RS_RS02055	RS_RS02055		aryl-sulfate sulfotransferase	0.063	-1.263	0.130	0.526	0.459	0.283	1.029
RalstoniaGMI1000	RS_RS02060	RS_RS02060		protease	-0.154	-0.893	-0.391	0.001	-0.276	0.608	0.858
RalstoniaGMI1000	RS_RS02065	RS_RS02065		adenine phosphoribosyltransferase	-0.055	0.023	-0.017	0.206	-0.109	0.082	-0.300
RalstoniaGMI1000	RS_RS02070	RS_RS02070		LysE family translocator	0.060	-0.310	0.190	0.051	0.038	0.091	-0.081
RalstoniaGMI1000	RS_RS02075	RS_RS02075		membrane protein	-0.928	-0.828	0.360	-0.741	0.964	-1.577	-1.174
RalstoniaGMI1000	RS_RS02080	RS_RS02080		excinuclease ABC subunit UvrA	-0.100	-0.198	0.157	-0.048	-0.015	-0.117	0.080
RalstoniaGMI1000	RS_RS02085	RS_RS02085		MFS transporter	-0.448	0.193	-0.052	0.126	0.039	-0.049	-0.160
RalstoniaGMI1000	RS_RS02095	RS_RS02095		IS3 family transposase	-0.156	-0.103	-0.182	0.241	0.152	0.070	-0.050
RalstoniaGMI1000	RS_RS02105	RS_RS02105		hypothetical protein	0.290	-0.285	-0.644	0.590	-0.319	-0.325	-0.423
RalstoniaGMI1000	RS_RS02115	RS_RS02115		beta-ketoacyl-[acyl-carrier-protein] synthase II	-0.020	0.590	0.597	0.343	-0.264	-0.110	-0.074
RalstoniaGMI1000	RS_RS02120	RS_RS02120		polysaccharide deacetylase family protein	-0.017	-1.240	-0.284	0.018	-0.657	0.125	-0.002
RalstoniaGMI1000	RS_RS02125	RS_RS02125		membrane protein	-0.030	-0.226	0.024	0.253	0.186	0.203	-0.223
RalstoniaGMI1000	RS_RS02130	RS_RS02130		outer membrane lipoprotein carrier protein LolA	-0.231	0.254	-0.091	-0.221	-0.217	-0.007	0.695
RalstoniaGMI1000	RS_RS02135	RS_RS02135		acyl-CoA synthetase	0.228	0.524	0.354	-0.035	0.017	-0.606	-0.243
RalstoniaGMI1000	RS_RS02140	RS_RS02140		beta-hydroxyacyl-ACP dehydratase	-0.010	0.154	-0.009	0.211	-0.028	0.035	0.020
RalstoniaGMI1000	RS_RS02145	RS_RS02145		membrane protein	-0.190	0.439	-0.181	-0.286	-0.539	0.271	0.226
RalstoniaGMI1000	RS_RS02150	RS_RS02150		acyl carrier protein	-0.053	-0.267	0.133	0.139	0.262	-0.162	-0.153
RalstoniaGMI1000	RS_RS02160	RS_RS02160		glycosyltransferase family 2 protein	-0.197	0.223	0.332	0.216	0.336	0.576	0.195
RalstoniaGMI1000	RS_RS02170	RS_RS02170		hypothetical protein	-0.374	0.772	0.129	-0.135	-0.188	0.899	0.337
RalstoniaGMI1000	RS_RS02175	RS_RS02175		alpha/beta hydrolase	-0.513	0.202	-0.144	0.140	-0.253	0.197	0.164
RalstoniaGMI1000	RS_RS02180	RS_RS02180		hypothetical protein	-0.147	0.240	-0.460	0.193	0.248	-0.126	-0.269
RalstoniaGMI1000	RS_RS02185	RS_RS02185		gluconate kinase	0.459	-0.322	-1.415	-0.182	-0.981	0.721	-1.469
RalstoniaGMI1000	RS_RS02190	RS_RS02190		AMP-binding protein	-0.060	0.178	-0.301	0.255	0.274	0.092	0.017
RalstoniaGMI1000	RS_RS02195	RS_RS02195		hypothetical protein	0.036	-0.554	0.317	0.208	-0.074	0.395	0.480
RalstoniaGMI1000	RS_RS02200	RS_RS02200		hypothetical protein	0.757	0.856	-0.182	-0.163	0.144	0.673	0.279
RalstoniaGMI1000	RS_RS02205	RS_RS02205		peptidase C39	-0.483	-1.681	0.606	-0.063	0.599	0.139	-0.002
RalstoniaGMI1000	RS_RS02210	RS_RS02210		hypothetical protein	-0.048	0.045	0.032	-0.024	0.267	0.127	0.067
RalstoniaGMI1000	RS_RS02215	RS_RS02215		acetate kinase	0.142	-0.077	-0.130	0.378	0.078	0.281	0.125
RalstoniaGMI1000	RS_RS02220	RS_RS02220		NADPH-dependent 7-cyano-7-deazaguanine reductase QueF	-0.866	-0.401	0.146	-0.222	0.098	-0.158	0.163
RalstoniaGMI1000	RS_RS02230	RS_RS02230		potassium channel protein	-0.104	-0.337	-0.037	-0.086	-0.106	-0.177	0.305
RalstoniaGMI1000	RS_RS02235	RS_RS02235		hypothetical protein	-0.148	-0.238	0.319	-0.113	0.169	-0.076	-0.031
RalstoniaGMI1000	RS_RS02240	RS_RS02240		membrane protein	0.425	0.479	-0.570	0.056	-0.280	0.006	0.332
RalstoniaGMI1000	RS_RS02245	RS_RS02245		DedA family protein	-0.159	-0.030	-0.049	-0.046	-0.079	0.359	0.108
RalstoniaGMI1000	RS_RS02250	RS_RS02250		FAD-linked oxidase	-8.407	-7.125	-3.775	-0.109	-3.403	0.074	-3.346
RalstoniaGMI1000	RS_RS02260	RS_RS02260		ABC transporter ATP-binding protein/permease	0.028	-0.033	0.035	0.076	-0.106	-0.091	-0.143
RalstoniaGMI1000	RS_RS02265	RS_RS02265		DUF971 domain-containing protein	0.343	0.347	-0.056	0.337	0.278	-0.163	-0.038
RalstoniaGMI1000	RS_RS02275	RS_RS02275		membrane protein	0.118	0.183	0.522	-0.520	-0.303	0.171	0.158
RalstoniaGMI1000	RS_RS02290	RS_RS02290		methyltransferase domain-containing protein	-0.267	0.059	-0.109	0.363	0.263	0.270	0.038
RalstoniaGMI1000	RS_RS02295	RS_RS02295		sodium:solute symporter	-0.038	-0.018	-0.031	-0.031	-0.074	-0.089	-0.202
RalstoniaGMI1000	RS_RS02305	RS_RS02305		DUF502 domain-containing protein	-0.722	-2.268	0.230	-0.862	-0.093	0.141	0.038
RalstoniaGMI1000	RS_RS02325	RS_RS02325		EEP domain-containing protein	-0.006	0.275	-0.088	0.098	0.322	0.087	0.026
RalstoniaGMI1000	RS_RS02330	RS_RS02330		cardiolipin synthase ClsB	0.050	-0.204	-0.203	0.229	0.006	0.124	0.039
RalstoniaGMI1000	RS_RS02335	RS_RS02335		acyl CoA:acetate/3-ketoacid CoA transferase	0.134	-0.141	-0.175	0.133	-0.067	0.163	0.188
RalstoniaGMI1000	RS_RS02340	RS_RS02340		TetR/AcrR family transcriptional regulator	0.154	-0.037	0.048	-0.356	-0.133	-0.104	-0.171
RalstoniaGMI1000	RS_RS02345	RS_RS02345		acyl-CoA dehydrogenase	0.037	0.203	0.290	0.205	0.215	-0.176	-0.058
RalstoniaGMI1000	RS_RS02350	RS_RS02350		3-hydroxyacyl-CoA dehydrogenase	-0.095	0.168	0.567	0.075	0.455	0.022	0.542
