orgId	locusId	sysName	geneName	desc	set1IT067 Plant=Tomato_cv_Moneymaker; PlantTreatment=None; Sample=Xylem_sap; GrowthSubstrate=calcine_clay; Collection=direct; 1dpi	set1IT070 Plant=Tomato_cv_Moneymaker; PlantTreatment=None; Sample=Xylem_sap; GrowthSubstrate=calcine_clay; Collection=direct; 1dpi	set2IT059 M63_quarter_strength	set2IT062 CPG	set2IT063 M63_quarter_strength	set4IT033 CPG	set4IT034 M63_quarter_strength
RalstoniaGMI1000	RS_RS11860	RS_RS11860		membrane protein	0.070	0.563	-0.072	0.556	0.203	0.192	0.077
RalstoniaGMI1000	RS_RS11870	RS_RS11870		RNA 2',3'-cyclic phosphodiesterase	0.083	0.221	-0.645	-0.093	-0.079	0.024	0.022
RalstoniaGMI1000	RS_RS11885	RS_RS11885		sufurtransferase FdhD	0.045	-0.733	0.046	-0.144	-0.155	0.003	0.073
RalstoniaGMI1000	RS_RS11890	RS_RS11890		superoxide dismutase family protein	-0.438	-0.217	-0.158	-0.693	-0.288	0.573	0.472
RalstoniaGMI1000	RS_RS11900	RS_RS11900		formate dehydrogenase subunit gamma	-0.086	-0.061	0.214	-0.066	0.109	-0.147	-0.305
RalstoniaGMI1000	RS_RS11905	RS_RS11905		hypothetical protein	0.238	0.195	-0.335	-0.837	0.414	0.112	0.657
RalstoniaGMI1000	RS_RS11910	RS_RS11910		4Fe-4S dicluster domain-containing protein	0.255	-0.973	-0.881	-0.345	-0.203	0.050	-0.412
RalstoniaGMI1000	RS_RS11915	RS_RS11915		formate dehydrogenase	-0.066	-0.046	-0.009	-0.107	-0.113	-0.166	0.138
RalstoniaGMI1000	RS_RS11920	RS_RS11920		formate dehydrogenase	-1.245	0.373	-1.321	0.641	0.369	0.971	-0.183
RalstoniaGMI1000	RS_RS11925	RS_RS11925		molecular chaperone	0.111	0.045	-0.047	0.250	-0.045	-0.156	-0.197
RalstoniaGMI1000	RS_RS11930	RS_RS11930		4Fe-4S dicluster domain-containing protein	-0.086	-0.197	0.320	-0.035	-0.046	-0.133	-0.092
RalstoniaGMI1000	RS_RS11935	RS_RS11935		DUF3306 domain-containing protein	0.165	0.280	0.195	0.095	0.302	0.204	-0.293
RalstoniaGMI1000	RS_RS11940	RS_RS11940		DUF3305 domain-containing protein	0.037	-0.216	-0.106	-0.049	-0.203	0.040	-0.013
RalstoniaGMI1000	RS_RS11945	RS_RS11945		iron-sulfur cluster carrier protein ApbC	-0.344	-0.379	-2.453	-0.742	-1.104	-0.614	-1.347
RalstoniaGMI1000	RS_RS11950	RS_RS11950		OmpA family lipoprotein	-0.186	-1.724	0.393	0.325	0.086	0.513	0.265
RalstoniaGMI1000	RS_RS11965	RS_RS11965		translocation/assembly module TamB	-0.016	0.064	-0.041	-0.253	-0.055	0.136	-0.215
RalstoniaGMI1000	RS_RS11970	RS_RS11970		outer membrane protein assembly factor	-0.048	-0.100	-0.083	0.146	0.168	-0.048	-0.028
RalstoniaGMI1000	RS_RS11975	RS_RS11975		DUF3460 domain-containing protein	-0.257	-0.549	-0.365	-0.066	0.686	0.412	0.122
RalstoniaGMI1000	RS_RS11990	RS_RS11990		DUF2778 domain-containing protein	-0.102	-0.531	-0.278	-0.370	-0.289	-0.247	-0.333
RalstoniaGMI1000	RS_RS11995	RS_RS11995		ParA family protein	-0.160	0.302	-0.248	0.035	0.035	0.144	0.184
RalstoniaGMI1000	RS_RS12000	RS_RS12000		cobyric acid synthase	-0.372	-0.629	0.080	-0.230	-0.083	0.194	-0.039
RalstoniaGMI1000	RS_RS12005	RS_RS12005		bifunctional adenosylcobinamide kinase/adenosylcobinamide-phosphate guanylyltransferase	-0.287	0.018	0.077	0.229	-0.173	-0.083	-0.217
RalstoniaGMI1000	RS_RS12010	RS_RS12010		cobalamin biosynthesis protein	-0.097	-0.649	-0.034	0.246	0.116	0.099	-0.035
RalstoniaGMI1000	RS_RS12015	RS_RS12015		threonine-phosphate decarboxylase	-0.427	-0.038	-0.284	0.356	0.054	0.329	0.516
RalstoniaGMI1000	RS_RS12020	RS_RS12020		cobalamin-binding protein	0.173	0.495	0.109	0.055	0.107	0.127	-0.275
RalstoniaGMI1000	RS_RS12030	RS_RS12030		adenosylcobinamide-GDP ribazoletransferase	-0.021	-1.050	-0.219	-0.440	-0.479	-0.093	0.145
RalstoniaGMI1000	RS_RS12045	RS_RS12045		iron ABC transporter permease	0.152	-0.338	0.045	-0.282	0.000	-0.155	-0.328
RalstoniaGMI1000	RS_RS12050	RS_RS12050		TonB-dependent receptor	0.125	0.358	0.116	-0.156	0.074	0.062	0.099
RalstoniaGMI1000	RS_RS12060	RS_RS12060		cell division protein ZapA	-0.168	0.107	0.045	-0.196	0.220	0.117	0.062
RalstoniaGMI1000	RS_RS12065	RS_RS12065		EVE domain-containing protein	0.047	-0.585	-0.164	0.204	0.125	-0.242	-0.237
RalstoniaGMI1000	RS_RS12070	RS_RS12070		hypothetical protein	-0.107	-0.817	-0.363	0.197	-0.053	-0.408	-0.105
RalstoniaGMI1000	RS_RS12080	RS_RS12080		hypothetical protein	-0.025	1.164	-0.041	0.420	0.280	-0.276	0.044
RalstoniaGMI1000	RS_RS12100	RS_RS12100		LysR family transcriptional regulator	0.282	0.083	0.163	0.500	-0.125	0.246	-0.047
RalstoniaGMI1000	RS_RS12115	RS_RS12115		DNA polymerase III subunit chi	-0.988	-1.226	-2.357	-0.917	-0.173	-0.413	-0.809
RalstoniaGMI1000	RS_RS12120	RS_RS12120		cytosol aminopeptidase	-0.214	-0.855	0.800	-0.155	-0.408	0.011	-0.197
RalstoniaGMI1000	RS_RS12140	RS_RS12140		5-carboxymethyl-2-hydroxymuconate isomerase	-0.485	-0.407	0.147	0.307	0.326	-0.731	-0.363
RalstoniaGMI1000	RS_RS12145	RS_RS12145		uroporphyrinogen-III C-methyltransferase	-3.149	-3.467	-2.492	0.295	-2.761	0.020	-2.933
RalstoniaGMI1000	RS_RS12150	RS_RS12150		sulfate adenylyltransferase subunit 1	-3.155	-3.209	-2.055	0.350	-1.525	-0.128	-1.966
RalstoniaGMI1000	RS_RS12155	RS_RS12155		sulfate adenylyltransferase subunit CysD	-2.758	-3.909	-1.864	0.172	-1.569	0.099	-2.266
RalstoniaGMI1000	RS_RS12160	RS_RS12160		phosphoadenylyl-sulfate reductase	-3.058	-2.344	-1.258	-1.885	-1.928	-0.729	-0.986
RalstoniaGMI1000	RS_RS12170	RS_RS12170		nitrite/sulfite reductase	-3.465	-2.587	-3.196	-0.052	-3.461	0.033	-3.249
RalstoniaGMI1000	RS_RS12175	RS_RS12175		sulfite exporter TauE/SafE family protein	-0.608	-0.503	-0.627	-0.226	-0.871	-0.398	-1.097
RalstoniaGMI1000	RS_RS12180	RS_RS12180		CysB family HTH-type transcriptional regulator	-2.081	-2.848	-2.144	-0.098	-2.166	0.091	-2.000
RalstoniaGMI1000	RS_RS12185	RS_RS12185		branched-chain amino acid ABC transporter substrate-binding protein	0.009	0.211	0.184	0.004	-0.435	-0.104	-0.358
RalstoniaGMI1000	RS_RS12190	RS_RS12190		NAD(P)-dependent oxidoreductase	-0.034	1.085	0.061	0.384	0.209	-0.726	-0.516
RalstoniaGMI1000	RS_RS12205	RS_RS12205		CBS domain-containing protein	-0.406	-0.208	0.593	0.327	0.189	-0.504	0.004
RalstoniaGMI1000	RS_RS12210	RS_RS12210		GGDEF domain-containing protein	0.060	0.196	-0.007	0.257	-0.086	0.231	-0.061
RalstoniaGMI1000	RS_RS12215	RS_RS12215		NAD-dependent dehydratase	-0.311	-0.545	-0.072	0.228	-0.221	0.141	-0.265
RalstoniaGMI1000	RS_RS12230	RS_RS12230		N-acetyltransferase	0.469	0.469	-0.108	0.249	0.173	-0.287	-0.117
RalstoniaGMI1000	RS_RS12235	RS_RS12235		ABC transporter ATP-binding protein	-0.272	-0.523	0.164	0.570	0.472	-0.751	-0.352
RalstoniaGMI1000	RS_RS12240	RS_RS12240		ABC transporter ATP-binding protein	-0.242	0.218	-0.294	-0.175	-0.471	0.221	0.174
RalstoniaGMI1000	RS_RS12245	RS_RS12245		ABC transporter ATP-binding protein	0.033	0.221	-0.009	-0.122	-0.282	0.145	0.009
RalstoniaGMI1000	RS_RS12250	RS_RS12250		branched-chain amino acid ABC transporter permease	-0.067	-0.152	-0.052	0.232	-0.460	-0.318	-0.270
RalstoniaGMI1000	RS_RS12255	RS_RS12255		branched-chain amino acid ABC transporter substrate-binding protein	-0.035	-0.314	-0.068	-0.141	-0.100	-0.165	-0.264
RalstoniaGMI1000	RS_RS12270	RS_RS12270		JAB domain-containing protein	0.121	0.022	-0.316	0.093	-0.419	-0.026	0.147
RalstoniaGMI1000	RS_RS12285	RS_RS12285		L-aspartate oxidase	0.004	0.363	0.053	-0.004	-0.090	-0.069	-0.177
RalstoniaGMI1000	RS_RS12290	RS_RS12290		nicotinate-nucleotide diphosphorylase (carboxylating)	-0.550	-0.288	0.183	0.046	0.420	-0.176	-0.555
RalstoniaGMI1000	RS_RS12295	RS_RS12295		quinolinate synthase	-0.466	-0.309	0.385	0.002	0.059	-0.007	0.031
RalstoniaGMI1000	RS_RS12305	RS_RS12305		mechanosensitive ion channel family protein	-0.147	-0.196	-0.094	-0.021	0.032	-0.233	-0.128
RalstoniaGMI1000	RS_RS12310	RS_RS12310		phospholipase D family protein	0.080	0.037	-0.548	-0.237	-0.138	0.019	0.129
RalstoniaGMI1000	RS_RS12315	RS_RS12315		SAM-dependent methyltransferase	0.011	0.031	0.464	-0.000	-0.183	-0.017	-0.187
RalstoniaGMI1000	RS_RS12330	RS_RS12330		hybrid sensor histidine kinase/response regulator	0.110	0.386	-0.021	-0.572	-0.133	-0.349	-0.162
RalstoniaGMI1000	RS_RS12350	RS_RS12350		YdcF family protein	-0.214	0.681	0.718	-0.462	-0.217	-1.254	0.094
RalstoniaGMI1000	RS_RS12360	RS_RS12360		LLM class flavin-dependent oxidoreductase	0.069	-0.371	-0.012	-0.005	-0.059	0.208	-0.069
RalstoniaGMI1000	RS_RS12375	RS_RS12375		ATP-dependent Clp protease adaptor ClpS	0.134	0.365	-0.055	0.443	0.361	0.421	-0.043
RalstoniaGMI1000	RS_RS12400	RS_RS12400		RHS repeat protein	0.056	-0.003	-0.036	0.016	0.041	-0.015	-0.010
RalstoniaGMI1000	RS_RS12405	RS_RS12405		hypothetical protein	0.022	-0.274	-0.188	0.244	0.245	-0.307	-0.287
RalstoniaGMI1000	RS_RS12410	RS_RS12410		hypothetical protein	-0.071	-0.194	0.233	0.027	0.008	-0.247	-0.179
RalstoniaGMI1000	RS_RS12415	RS_RS12415		hypothetical protein	0.181	-0.161	0.117	0.084	0.056	-0.226	-0.154
RalstoniaGMI1000	RS_RS12420	RS_RS12420		hypothetical protein	0.062	-0.396	0.440	0.026	-0.007	-0.030	0.248
RalstoniaGMI1000	RS_RS12425	RS_RS12425		hypothetical protein	0.221	0.098	0.189	-0.725	-0.241	-0.008	0.211
RalstoniaGMI1000	RS_RS12430	RS_RS12430		hypothetical protein	-0.004	-1.129	-0.081	-0.188	-0.409	0.018	0.702
RalstoniaGMI1000	RS_RS12435	RS_RS12435		hypothetical protein	0.181	0.125	-0.028	-0.089	-0.041	-0.169	0.049
RalstoniaGMI1000	RS_RS12440	RS_RS12440		hypothetical protein	-0.409	-0.367	-0.503	-0.720	0.361	0.220	0.546
RalstoniaGMI1000	RS_RS12445	RS_RS12445		hypothetical protein	-0.004	0.251	-0.152	0.063	-0.015	0.278	0.261
RalstoniaGMI1000	RS_RS12450	RS_RS12450		hypothetical protein	0.128	0.126	-0.163	0.206	-0.012	0.057	0.224
RalstoniaGMI1000	RS_RS12455	RS_RS12455		DUF3631 domain-containing protein	0.062	-0.032	-0.214	0.029	0.173	-0.058	0.567
RalstoniaGMI1000	RS_RS12465	RS_RS12465		hypothetical protein	0.291	0.080	0.377	-0.786	-0.273	-0.370	-0.116
RalstoniaGMI1000	RS_RS12470	RS_RS12470		hypothetical protein	0.340	0.839	0.183	0.113	0.089	-0.379	-0.180
RalstoniaGMI1000	RS_RS12475	RS_RS12475		hypothetical protein	0.089	-0.054	-0.045	0.015	0.061	-0.130	-0.062
RalstoniaGMI1000	RS_RS12480	RS_RS12480		DUF4102 domain-containing protein	0.009	-0.038	0.012	0.046	0.003	-0.063	-0.159
RalstoniaGMI1000	RS_RS12495	RS_RS12495		ser/threonine protein phosphatase	0.164	-0.054	0.131	-0.084	-0.149	-0.030	-0.006
RalstoniaGMI1000	RS_RS12500	RS_RS12500		cytochrome b6	-0.052	-0.082	0.249	-0.088	0.088	0.132	0.050
RalstoniaGMI1000	RS_RS12505	RS_RS12505		DUF192 domain-containing protein	0.026	-0.287	0.060	0.147	0.396	0.199	0.163
RalstoniaGMI1000	RS_RS12510	RS_RS12510		MBL fold metallo-hydrolase	-0.345	0.187	0.070	0.207	-0.086	0.048	-0.059
RalstoniaGMI1000	RS_RS12515	RS_RS12515		hypothetical protein	0.326	0.091	0.088	-0.235	0.095	-0.033	0.157
RalstoniaGMI1000	RS_RS12520	RS_RS12520		LysR family transcriptional regulator	0.167	1.523	0.364	-0.165	0.094	0.039	-0.262
RalstoniaGMI1000	RS_RS12525	RS_RS12525		LysR family transcriptional regulator	-0.143	0.304	-1.162	0.075	0.084	-0.072	0.251
RalstoniaGMI1000	RS_RS12530	RS_RS12530		MFS transporter	0.098	-0.050	0.305	0.068	0.038	0.084	-0.098
RalstoniaGMI1000	RS_RS12535	RS_RS12535		DoxX family protein	-0.056	0.225	0.026	-0.295	-0.077	-0.058	-0.254
RalstoniaGMI1000	RS_RS12540	RS_RS12540		gamma-glutamyltransferase family protein	0.018	-0.089	-0.101	-0.027	-0.053	0.059	-0.142
RalstoniaGMI1000	RS_RS12545	RS_RS12545		hypothetical protein	0.050	0.410	0.214	0.044	0.016	-0.062	0.023
RalstoniaGMI1000	RS_RS12550	RS_RS12550		flagellar biosynthesis protein FlgM	0.237	0.129	-0.016	0.042	0.027	-0.136	-0.111
RalstoniaGMI1000	RS_RS12555	RS_RS12555		KR domain-containing protein	0.153	-0.005	-0.078	0.068	0.074	0.129	0.019
RalstoniaGMI1000	RS_RS12560	RS_RS12560		DNA-3-methyladenine glycosylase 2 family protein	0.180	0.600	0.164	0.109	0.048	0.003	0.261
RalstoniaGMI1000	RS_RS12565	RS_RS12565		methylated-DNA--[protein]-cysteine S-methyltransferase	0.317	-0.004	0.112	-0.119	-0.113	0.196	0.190
RalstoniaGMI1000	RS_RS12570	RS_RS12570		EamA/RhaT family transporter	0.043	0.009	0.190	0.184	0.192	-0.070	0.053
RalstoniaGMI1000	RS_RS12575	RS_RS12575		type II toxin-antitoxin system HipA family toxin	0.652	1.048	1.742	0.157	1.708	0.116	1.596
RalstoniaGMI1000	RS_RS12580	RS_RS12580		hypothetical protein	0.359	0.668	-0.694	-0.234	-0.148	0.271	0.211
RalstoniaGMI1000	RS_RS12585	RS_RS12585		signal peptidase	-0.003	0.202	-0.128	-0.042	0.164	-0.029	-0.128
RalstoniaGMI1000	RS_RS12590	RS_RS12590		hypothetical protein	0.217	0.492	-0.295	-0.261	-0.622	-0.029	0.520
RalstoniaGMI1000	RS_RS12595	RS_RS12595		arogenate dehydratase	0.188	-0.122	-0.113	0.082	0.134	0.172	0.139
RalstoniaGMI1000	RS_RS12600	RS_RS12600		hypothetical protein	0.155	0.357	0.514	0.069	-1.213	0.242	-0.116
RalstoniaGMI1000	RS_RS12605	RS_RS12605		hypothetical protein	-0.350	-0.315	0.434	-0.198	0.201	0.465	0.277
RalstoniaGMI1000	RS_RS12610	RS_RS12610		HD-GYP domain-containing protein	0.053	-0.385	0.054	0.187	0.225	0.127	0.094
RalstoniaGMI1000	RS_RS12615	RS_RS12615		ABC transporter permease	-0.027	0.010	-0.021	-0.075	-0.025	0.215	0.224
RalstoniaGMI1000	RS_RS12620	RS_RS12620		sulfite exporter TauE/SafE family protein	0.136	-0.542	-0.018	0.223	0.041	0.045	-0.318
RalstoniaGMI1000	RS_RS12625	RS_RS12625		GntP family permease	0.110	0.038	0.022	0.065	0.313	0.140	0.210
RalstoniaGMI1000	RS_RS12630	RS_RS12630		hypothetical protein	0.044	-0.190	-0.052	0.055	0.015	0.027	-0.086
RalstoniaGMI1000	RS_RS12635	RS_RS12635		oxidoreductase	-0.122	0.308	-0.212	0.330	-0.048	0.032	-0.048
RalstoniaGMI1000	RS_RS12645	RS_RS12645		hypothetical protein	-0.198	-0.238	0.127	-0.004	-0.179	-0.217	0.026
RalstoniaGMI1000	RS_RS12650	RS_RS12650		DUF2167 domain-containing protein	0.023	0.122	0.218	0.179	-0.027	-0.121	0.167
RalstoniaGMI1000	RS_RS12655	RS_RS12655		site-2 protease family protein	0.021	0.112	0.227	0.031	-0.026	0.023	0.067
RalstoniaGMI1000	RS_RS12660	RS_RS12660		hypothetical protein	-0.016	0.282	0.112	0.092	0.044	-0.127	0.081
RalstoniaGMI1000	RS_RS12670	RS_RS12670		exodeoxyribonuclease VII large subunit	-0.358	-0.062	-0.115	-0.092	-0.022	0.153	0.402
RalstoniaGMI1000	RS_RS12675	RS_RS12675		MotA/TolQ/ExbB proton channel family protein	-0.173	-0.377	-0.175	-0.252	-0.029	-0.400	-0.098
RalstoniaGMI1000	RS_RS12680	RS_RS12680		biopolymer transporter ExbD	-1.630	-1.264	-1.966	-0.201	2.970	0.530	-1.312
RalstoniaGMI1000	RS_RS12705	RS_RS12705		3-hydroxyacyl-CoA dehydrogenase	0.181	0.417	-0.238	0.667	0.422	-0.015	-0.029
RalstoniaGMI1000	RS_RS12710	RS_RS12710		LysR family transcriptional regulator	-0.070	-0.791	0.091	0.080	-0.276	0.146	-0.052
RalstoniaGMI1000	RS_RS12715	RS_RS12715		methylmalonate-semialdehyde dehydrogenase (CoA acylating)	0.045	0.302	-0.080	-0.062	-0.131	0.161	-0.039
RalstoniaGMI1000	RS_RS12720	RS_RS12720		LysR family transcriptional regulator	0.527	0.208	-0.025	0.068	0.043	0.029	0.090
RalstoniaGMI1000	RS_RS12725	RS_RS12725		bile acid:sodium symporter	0.068	0.038	0.072	-0.151	0.007	-0.246	-0.160
RalstoniaGMI1000	RS_RS12730	RS_RS12730		N-acetylmuramoyl-L-alanine amidase	0.095	-1.399	-0.224	-1.374	-0.193	-0.655	-0.490
RalstoniaGMI1000	RS_RS12740	RS_RS12740		tRNA epoxyqueuosine(34) reductase QueG	-0.283	-0.320	-0.414	0.056	-0.068	-0.219	-0.208
RalstoniaGMI1000	RS_RS12745	RS_RS12745		membrane protein	-0.078	-0.146	0.133	0.191	0.050	-0.071	-0.135
RalstoniaGMI1000	RS_RS12750	RS_RS12750		methylated-DNA--[protein]-cysteine S-methyltransferase	0.477	-0.174	-0.098	-0.020	-0.039	-0.200	0.098
RalstoniaGMI1000	RS_RS12760	RS_RS12760		Cys-tRNA(Pro) deacylase	0.045	-0.650	-0.154	-0.035	-0.158	-0.099	0.230
RalstoniaGMI1000	RS_RS12770	RS_RS12770		aculeacin A acylase	-0.015	-0.328	0.058	0.156	-0.044	0.161	0.081
RalstoniaGMI1000	RS_RS12775	RS_RS12775		nucleoside hydrolase	0.152	0.299	-0.048	-0.047	-0.192	-0.343	-0.553
RalstoniaGMI1000	RS_RS12780	RS_RS12780		nucleotide-binding protein	0.057	-0.051	0.329	-0.296	0.083	-0.781	0.249
RalstoniaGMI1000	RS_RS12790	RS_RS12790		alpha/beta hydrolase	-0.248	0.111	0.027	0.028	-0.003	0.067	0.045
RalstoniaGMI1000	RS_RS12795	RS_RS12795		hypothetical protein	-0.256	-0.649	0.091	-0.892	0.058	-0.356	-0.383
RalstoniaGMI1000	RS_RS12825	RS_RS12825		transglutaminase	-0.196	0.076	-0.237	-0.061	-0.222	-0.118	-0.357
RalstoniaGMI1000	RS_RS12830	RS_RS12830		membrane protein	-1.089	-1.861	-1.187	-1.754	-0.119	-1.710	0.040
RalstoniaGMI1000	RS_RS12835	RS_RS12835		TetR/AcrR family transcriptional regulator	0.017	0.892	-0.735	-0.503	0.043	0.126	-1.505
RalstoniaGMI1000	RS_RS12840	RS_RS12840		DUF3313 domain-containing protein	-0.232	0.019	-0.004	0.028	0.004	-0.167	0.048
RalstoniaGMI1000	RS_RS12845	RS_RS12845		MCE family protein	0.051	-0.308	0.180	-0.207	-0.032	0.016	0.116
RalstoniaGMI1000	RS_RS12850	RS_RS12850		DNA mismatch repair protein MutL	-0.133	-0.629	-0.045	0.374	0.447	0.315	0.329
RalstoniaGMI1000	RS_RS12855	RS_RS12855		tRNA (adenosine(37)-N6)-dimethylallyltransferase MiaA	-1.019	-0.970	0.142	-0.625	-1.098	-0.514	-0.900
RalstoniaGMI1000	RS_RS12860	RS_RS12860		N-acetyltransferase	0.068	-0.167	-0.056	-0.035	-0.091	0.346	0.208
RalstoniaGMI1000	RS_RS12870	RS_RS12870		prolyl 4-hydroxylase	-0.085	0.161	-0.135	-0.103	-0.070	0.062	0.108
RalstoniaGMI1000	RS_RS12875	RS_RS12875		DNA oxidative demethylase AlkB	-0.090	0.310	0.091	0.384	0.476	-0.567	-0.380
RalstoniaGMI1000	RS_RS12880	RS_RS12880		DNA-3-methyladenine glycosylase 2 family protein	-0.089	0.990	-0.762	0.784	0.416	-1.106	-0.588
RalstoniaGMI1000	RS_RS12885	RS_RS12885		bifunctional DNA-binding transcriptional regulator/O6-methylguanine-DNA methyltransferase Ada	0.059	0.234	0.102	0.160	-0.006	-0.261	0.199
RalstoniaGMI1000	RS_RS12890	RS_RS12890		metal-binding protein	0.141	-0.469	-0.191	-0.307	0.227	-0.368	-0.131
RalstoniaGMI1000	RS_RS12895	RS_RS12895		hypothetical protein	0.443	-1.803	0.286	0.152	0.065	0.083	0.454
RalstoniaGMI1000	RS_RS12905	RS_RS12905		DUF2274 domain-containing protein	-0.190	-0.702	-0.017	-0.531	0.089	-0.011	-0.102
RalstoniaGMI1000	RS_RS12910	RS_RS12910		conjugative transfer protein TrbI	-0.153	0.155	0.014	-0.062	-0.045	0.267	-0.121
RalstoniaGMI1000	RS_RS12915	RS_RS12915		P-type conjugative transfer protein TrbG	-0.036	-0.254	0.229	0.196	0.133	0.066	-0.022
RalstoniaGMI1000	RS_RS12920	RS_RS12920		conjugal transfer protein TrbF	-0.055	-0.503	-0.044	-0.228	-0.004	-0.094	0.014
RalstoniaGMI1000	RS_RS12925	RS_RS12925		P-type conjugative transfer protein TrbL	-0.028	-0.089	0.039	0.267	0.140	0.119	0.044
RalstoniaGMI1000	RS_RS12940	RS_RS12940		conjugal transfer protein TrbE	-0.051	-0.187	0.011	0.100	-0.143	0.123	-0.096
RalstoniaGMI1000	RS_RS12955	RS_RS12955		P-type conjugative transfer ATPase TrbB	-0.241	-2.058	0.614	0.177	-0.153	0.426	0.194
RalstoniaGMI1000	RS_RS12960	RS_RS12960		CopG family transcriptional regulator	-0.415	0.206	0.410	-0.276	-0.135	0.297	0.376
RalstoniaGMI1000	RS_RS12965	RS_RS12965		conjugal transfer protein TraG	-0.020	0.057	0.272	0.061	0.292	-0.125	0.158
RalstoniaGMI1000	RS_RS12970	RS_RS12970		hypothetical protein	-0.041	-0.133	0.439	0.305	-0.081	-0.407	-0.226
RalstoniaGMI1000	RS_RS12975	RS_RS12975		D-alanyl-D-alanine endopeptidase	-0.045	-0.038	-0.296	0.107	0.040	0.163	0.145
RalstoniaGMI1000	RS_RS12980	RS_RS12980		limonene-1,2-epoxide hydrolase	0.224	0.465	0.248	-0.156	-0.219	0.376	0.152
RalstoniaGMI1000	RS_RS12985	RS_RS12985		limonene-1,2-epoxide hydrolase	-0.016	0.072	-0.173	0.123	-0.038	-0.089	0.256
RalstoniaGMI1000	RS_RS12990	RS_RS12990		AraC family transcriptional regulator	-0.025	-0.201	-0.188	-0.077	-0.097	0.035	-0.164
RalstoniaGMI1000	RS_RS12995	RS_RS12995		hypothetical protein	-0.060	0.208	-0.131	-0.026	0.210	0.173	0.379
RalstoniaGMI1000	RS_RS13000	RS_RS13000		carboxylesterase/lipase family protein	-0.116	0.111	-0.014	0.025	0.007	-0.008	-0.144
RalstoniaGMI1000	RS_RS13005	RS_RS13005		glutathione S-transferase family protein	-0.954	0.421	0.406	0.168	-0.281	-0.002	-0.199
RalstoniaGMI1000	RS_RS13010	RS_RS13010		antibiotic biosynthesis monooxygenase	-0.327	0.211	0.017	-0.292	0.160	0.108	0.317
RalstoniaGMI1000	RS_RS13015	RS_RS13015		amidase	-0.043	-0.025	0.097	-0.009	-0.110	-0.035	-0.137
RalstoniaGMI1000	RS_RS13020	RS_RS13020		KR domain-containing protein	0.116	-0.124	-0.067	-0.082	0.014	-0.199	-0.177
RalstoniaGMI1000	RS_RS13025	RS_RS13025		AraC family transcriptional regulator	-0.114	-0.174	0.060	-0.131	-0.187	0.220	0.002
RalstoniaGMI1000	RS_RS13030	RS_RS13030		hypothetical protein	0.026	-0.470	0.003	0.221	0.022	-0.466	-0.415
RalstoniaGMI1000	RS_RS13035	RS_RS13035		transcriptional regulator	0.234	0.069	-0.020	-0.003	-0.001	-0.294	-0.042
RalstoniaGMI1000	RS_RS13040	RS_RS13040		DUF3363 domain-containing protein	0.069	0.223	0.046	0.228	0.084	0.049	-0.015
RalstoniaGMI1000	RS_RS13045	RS_RS13045		peptidase	0.363	-0.581	0.070	-0.272	0.078	0.054	0.174
RalstoniaGMI1000	RS_RS13050	RS_RS13050		DUF2840 domain-containing protein	-0.746	-1.314	-0.574	0.261	0.240	0.790	0.460
RalstoniaGMI1000	RS_RS13060	RS_RS13060		ATPase	0.168	0.245	2.187	-0.451	0.066	0.339	-0.130
RalstoniaGMI1000	RS_RS13065	RS_RS13065		RepA replication protein	-0.258	0.067	-0.128	-0.017	-0.089	0.245	0.072
RalstoniaGMI1000	RS_RS13070	RS_RS13070		DNA-binding protein	0.088	0.229	0.081	0.105	0.243	0.131	0.132
RalstoniaGMI1000	RS_RS13075	RS_RS13075		DUF2285 domain-containing protein	0.024	0.280	0.134	-0.087	0.013	0.174	0.288
RalstoniaGMI1000	RS_RS13080	RS_RS13080		DUF2958 domain-containing protein	-0.086	-0.302	-0.191	-0.041	-0.087	-0.072	-0.036
RalstoniaGMI1000	RS_RS13085	RS_RS13085		XRE family transcriptional regulator	0.000	-0.257	-0.148	-0.189	0.044	0.093	-0.076
RalstoniaGMI1000	RS_RS13090	RS_RS13090		hypothetical protein	0.068	-0.316	0.232	-0.044	0.138	-0.099	0.092
RalstoniaGMI1000	RS_RS13095	RS_RS13095		hypothetical protein	-0.038	-0.544	-0.095	0.096	-0.035	-0.130	-0.019
RalstoniaGMI1000	RS_RS13100	RS_RS13100		DUF736 domain-containing protein	0.019	0.015	0.214	-0.182	-0.369	-0.123	-0.097
RalstoniaGMI1000	RS_RS13110	RS_RS13110		hypothetical protein	-0.124	-0.029	0.101	0.106	-0.342	-0.263	-0.027
RalstoniaGMI1000	RS_RS13115	RS_RS13115		chromosome partitioning protein ParB	0.275	0.174	0.044	0.078	-0.069	-0.082	0.013
RalstoniaGMI1000	RS_RS13120	RS_RS13120		DUF945 domain-containing protein	-0.083	-0.416	-0.102	-0.036	0.033	-0.288	-0.194
RalstoniaGMI1000	RS_RS13125	RS_RS13125		hypothetical protein	-0.206	0.092	-0.139	0.070	0.258	-0.070	0.014
RalstoniaGMI1000	RS_RS13130	RS_RS13130		DNA repair protein RadC	0.194	0.201	0.291	-0.070	-0.304	-0.336	-0.064
RalstoniaGMI1000	RS_RS13135	RS_RS13135		DUF1016 domain-containing protein	0.047	-0.034	-0.073	-0.201	-0.066	-0.032	-0.142
RalstoniaGMI1000	RS_RS13140	RS_RS13140		DUF4102 domain-containing protein	-0.126	-0.011	-0.120	0.082	-0.028	-0.060	0.076
