otu_id,domain,phylum,class,order,family,genus
OTU_12384,Bacteria,Bdellovibrionota,Oligoflexia,Oligoflexales,Oligoflexales,Oligoflexus
OTU_12385,Bacteria,Patescibacteria,Microgenomatia,Candidatus_Daviesbacteria,Candidatus_Daviesbacteria,Candidatus_Daviesbacteria
OTU_12386,Bacteria,Proteobacteria,Alphaproteobacteria,Micavibrionales,,
OTU_12387,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella
OTU_12388,Bacteria,Patescibacteria,Parcubacteria,Candidatus_Azambacteria,Candidatus_Azambacteria,Candidatus_Azambacteria
OTU_12389,Bacteria,Verrucomicrobiota,Omnitrophia,Omnitrophales,Omnitrophaceae,Candidatus_Omnitrophus
OTU_1239,Bacteria,Bacteroidota,Kryptonia,Kryptoniales,BSV26,BSV26
OTU_12390,Bacteria,Cyanobacteria,Vampirivibrionia,Caenarcaniphilales,Caenarcaniphilales,Caenarcaniphilales
OTU_12391,Bacteria,Verrucomicrobiota,Chlamydiae,Chlamydiales,,
OTU_12392,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella
OTU_12393,Bacteria,Verrucomicrobiota,Chlamydiae,Chlamydiales,Simkaniaceae,
OTU_12394,Bacteria,Planctomycetota,Phycisphaerae,CCM11a,CCM11a,CCM11a
OTU_12395,Bacteria,Verrucomicrobiota,Chlamydiae,Chlamydiales,,
OTU_12396,Bacteria,Verrucomicrobiota,Chlamydiae,Chlamydiales,Simkaniaceae,
OTU_12397,Bacteria,Myxococcota,Polyangia,Nannocystales,Nannocystaceae,Nannocystis
OTU_12398,Bacteria,Dependentiae,Babeliae,Babeliales,,
OTU_12399,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella
OTU_124,Bacteria,Patescibacteria,Parcubacteria,Candidatus_Wolfebacteria,Candidatus_Wolfebacteria,Candidatus_Wolfebacteria
OTU_1240,Bacteria,Verrucomicrobiota,Omnitrophia,Omnitrophales,Omnitrophaceae,Candidatus_Omnitrophus
OTU_12400,Bacteria,Patescibacteria,,,,
OTU_12401,Bacteria,Bdellovibrionota,Oligoflexia,0319-6G20,0319-6G20,0319-6G20
OTU_12402,Bacteria,Elusimicrobiota,Elusimicrobia,MVP-88,MVP-88,MVP-88
OTU_12403,Bacteria,Patescibacteria,Microgenomatia,Candidatus_Woesebacteria,Candidatus_Woesebacteria,Candidatus_Woesebacteria
OTU_12404,Bacteria,Proteobacteria,Alphaproteobacteria,Paracaedibacterales,Paracaedibacteraceae,Candidatus_Paracaedibacter
OTU_12405,Bacteria,Acidobacteriota,Subgroup_18,Subgroup_18,Subgroup_18,Subgroup_18
OTU_12406,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella
OTU_12407,Bacteria,Patescibacteria,Parcubacteria,Parcubacteria,Parcubacteria,Parcubacteria
OTU_12408,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,
OTU_12409,Bacteria,Bdellovibrionota,Oligoflexia,Oligoflexales,,
OTU_1241,Bacteria,Verrucomicrobiota,Omnitrophia,Omnitrophales,Omnitrophaceae,Candidatus_Omnitrophus
OTU_12410,Bacteria,Patescibacteria,Parcubacteria,Parcubacteria,Parcubacteria,Parcubacteria
OTU_12411,Bacteria,Bdellovibrionota,Oligoflexia,,,
OTU_12412,Bacteria,Acidobacteriota,Acidobacteriae,Acidobacteriales,,
OTU_12413,Bacteria,SAR324_clade,SAR324_clade,SAR324_clade,SAR324_clade,SAR324_clade
OTU_12414,Bacteria,Verrucomicrobiota,Omnitrophia,Omnitrophales,Omnitrophaceae,Candidatus_Omnitrophus
OTU_12415,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,SM2D12,SM2D12
OTU_12416,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,Woesearchaeales,Woesearchaeales
OTU_12417,Bacteria,Firmicutes,,,,
OTU_12418,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,,
OTU_12419,Bacteria,Myxococcota,Polyangia,Polyangiales,Sandaracinaceae,
OTU_1242,Bacteria,Elusimicrobiota,Lineage_IIc,Lineage_IIc,Lineage_IIc,Lineage_IIc
OTU_12420,Bacteria,,,,,
OTU_12421,Bacteria,Desulfobacterota,Desulfobacteria,Desulfobacterales,Desulforegulaceae,Desulforegula
OTU_12422,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Anaerovoracaceae,Anaerovorax
OTU_12423,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,
OTU_12424,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,,
OTU_12425,Bacteria,Patescibacteria,Gracilibacteria,Absconditabacteriales_,Absconditabacteriales_,Absconditabacteriales_
OTU_12426,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,,
OTU_12427,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidetes_vadinHA17,Bacteroidetes_vadinHA17
OTU_12428,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Edaphobaculum
OTU_12429,Bacteria,Campilobacterota,Campylobacteria,Campylobacterales,Sulfurimonadaceae,Sulfurimonas
OTU_1243,Bacteria,Patescibacteria,Parcubacteria,Candidatus_Moranbacteria,Candidatus_Moranbacteria,Candidatus_Moranbacteria
OTU_12430,Bacteria,Bdellovibrionota,Oligoflexia,Silvanigrellales,Silvanigrellaceae,
OTU_12431,Bacteria,Firmicutes,,,,
OTU_12432,Bacteria,Acidobacteriota,Thermoanaerobaculia,Thermoanaerobaculales,Thermoanaerobaculaceae,Subgroup_10
OTU_12433,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,,
OTU_12434,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio
OTU_12435,Bacteria,Proteobacteria,Gammaproteobacteria,,,
OTU_12436,Bacteria,Myxococcota,Polyangia,Polyangiales,Polyangiaceae,
OTU_12437,Bacteria,Bdellovibrionota,Bdellovibrionia,Bacteriovoracales,Bacteriovoracaceae,Peredibacter
OTU_12438,Bacteria,Proteobacteria,Gammaproteobacteria,,,
OTU_12439,Bacteria,Armatimonadota,,,,
OTU_1244,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,Woesearchaeales,Woesearchaeales
OTU_12440,Archaea,Micrarchaeota,Micrarchaeia,Micrarchaeales,CG1-02-32-21,CG1-02-32-21
OTU_12441,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,Xiphinematobacteraceae,Candidatus_Xiphinematobacter
OTU_12442,Bacteria,,,,,
OTU_12443,Bacteria,Acidobacteriota,Acidobacteriae,Acidobacteriales,,
OTU_12444,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,,
OTU_12445,Bacteria,Chloroflexi,TK10,TK10,TK10,TK10
OTU_12446,Bacteria,Patescibacteria,ABY1,Candidatus_Buchananbacteria,Candidatus_Buchananbacteria,Candidatus_Buchananbacteria
OTU_12447,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio
OTU_12448,Bacteria,Cyanobacteria,Sericytochromatia,Sericytochromatia,Sericytochromatia,Sericytochromatia
OTU_12449,Bacteria,,,,,
OTU_1245,Bacteria,Proteobacteria,Alphaproteobacteria,,,
OTU_12450,Bacteria,Bdellovibrionota,Oligoflexia,0319-6G20,0319-6G20,0319-6G20
OTU_12451,Bacteria,Firmicutes,Sulfobacillia,Sulfobacillales,Sulfobacillaceae,
OTU_12452,Bacteria,Patescibacteria,Gracilibacteria,Absconditabacteriales_,Absconditabacteriales_,Absconditabacteriales_
OTU_12453,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Crocinitomicaceae,Fluviicola
OTU_12454,Bacteria,Proteobacteria,Alphaproteobacteria,Micavibrionales,,
OTU_12455,Bacteria,Patescibacteria,Parcubacteria,,,
OTU_12456,Bacteria,Cyanobacteria,Vampirivibrionia,Caenarcaniphilales,Caenarcaniphilales,Caenarcaniphilales
OTU_12457,Bacteria,Planctomycetota,Planctomycetes,Planctomycetales,Schlesneriaceae,Planctopirus
OTU_12458,Bacteria,Myxococcota,Polyangia,Blfdi19,Blfdi19,Blfdi19
OTU_12459,Bacteria,Fusobacteriota,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,
OTU_1246,Bacteria,Patescibacteria,Parcubacteria,,,
OTU_12460,Bacteria,Verrucomicrobiota,Omnitrophia,Omnitrophales,Omnitrophales,Omnitrophales
OTU_12461,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,KF-JG30-B3,KF-JG30-B3
OTU_12462,Bacteria,Verrucomicrobiota,Omnitrophia,Omnitrophales,Omnitrophales,Omnitrophales
OTU_12463,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,Pelolinea
OTU_12464,Bacteria,Patescibacteria,Microgenomatia,Candidatus_Woesebacteria,Candidatus_Woesebacteria,Candidatus_Woesebacteria
OTU_12465,Bacteria,Verrucomicrobiota,Chlamydiae,Chlamydiales,cvE6,cvE6
OTU_12466,Bacteria,Proteobacteria,Alphaproteobacteria,Micavibrionales,,
OTU_12467,Bacteria,Patescibacteria,Parcubacteria,,,
OTU_12468,Bacteria,Proteobacteria,Gammaproteobacteria,,,
OTU_12469,Bacteria,Chloroflexi,Dehalococcoidia,GIF9,GIF9,GIF9
OTU_1247,Bacteria,Chloroflexi,OLB14,OLB14,OLB14,OLB14
OTU_12470,Bacteria,,,,,
OTU_12471,Bacteria,,,,,
OTU_12472,Bacteria,Cloacimonadota,Cloacimonadia,Cloacimonadales,MSBL8,MSBL8
OTU_12473,Bacteria,Patescibacteria,ABY1,Candidatus_Magasanikbacteria,Candidatus_Magasanikbacteria,Candidatus_Magasanikbacteria
OTU_12474,Bacteria,Bdellovibrionota,Oligoflexia,Oligoflexales,,
OTU_12475,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,
OTU_12476,Bacteria,Verrucomicrobiota,Omnitrophia,Omnitrophales,Omnitrophaceae,Candidatus_Omnitrophus
OTU_12477,Bacteria,Patescibacteria,Gracilibacteria,Candidatus_Peribacteria,Candidatus_Peribacteria,Candidatus_Peribacteria
OTU_12478,Bacteria,Verrucomicrobiota,Lentisphaeria,Oligosphaerales,Lenti-02,Lenti-02
OTU_12479,Bacteria,Nitrospirota,Thermodesulfovibrionia,,,
OTU_1248,Bacteria,Patescibacteria,Microgenomatia,Candidatus_Pacebacteria,Candidatus_Pacebacteria,Candidatus_Pacebacteria
OTU_12480,Bacteria,Patescibacteria,Parcubacteria,Candidatus_Nomurabacteria,Candidatus_Nomurabacteria,Candidatus_Nomurabacteria
OTU_12481,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,OM27_clade
OTU_12482,Bacteria,Patescibacteria,Gracilibacteria,JGI_0000069-P22,JGI_0000069-P22,JGI_0000069-P22
OTU_12483,Bacteria,Verrucomicrobiota,Omnitrophia,Omnitrophales,Omnitrophales,Omnitrophales
OTU_12484,Bacteria,Desulfobacterota,Desulfovibrionia,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio
OTU_12485,Bacteria,Bacteroidota,Ignavibacteria,Ignavibacteriales,Ignavibacteriaceae,Ignavibacterium
OTU_12486,Bacteria,Elusimicrobiota,Rs-M47,Rs-M47,Rs-M47,Rs-M47
OTU_12487,Bacteria,Actinobacteriota,Thermoleophilia,Gaiellales,,
OTU_12488,Bacteria,WOR-1,WOR-1,WOR-1,WOR-1,WOR-1
OTU_12489,Bacteria,Campilobacterota,Campylobacteria,Campylobacterales,Sulfurimonadaceae,Sulfurimonas
OTU_1249,Bacteria,Proteobacteria,Gammaproteobacteria,Methylococcales,Methylococcaceae,
OTU_12490,Bacteria,Nitrospirota,Thermodesulfovibrionia,,,
OTU_12491,Bacteria,Elusimicrobiota,,,,
OTU_12492,Bacteria,Bdellovibrionota,Oligoflexia,0319-6G20,0319-6G20,0319-6G20
OTU_12493,Bacteria,Campilobacterota,Campylobacteria,Campylobacterales,Sulfurimonadaceae,Sulfurimonas
OTU_12494,Bacteria,Patescibacteria,,,,
OTU_12495,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Variovorax
OTU_12496,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,Duganella
OTU_12497,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiaceae,Prosthecobacter
OTU_12498,Bacteria,Bdellovibrionota,Bdellovibrionia,Bacteriovoracales,Bacteriovoracaceae,
OTU_12499,Bacteria,Verrucomicrobiota,Omnitrophia,Omnitrophales,Omnitrophaceae,Candidatus_Omnitrophus
OTU_125,Bacteria,,,,,
OTU_1250,Bacteria,Patescibacteria,ABY1,Candidatus_Falkowbacteria,Candidatus_Falkowbacteria,Candidatus_Falkowbacteria
OTU_12500,Bacteria,Planctomycetota,Pla4_lineage,Pla4_lineage,Pla4_lineage,Pla4_lineage
OTU_12501,Bacteria,Dependentiae,Babeliae,Babeliales,,
OTU_12502,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,Chloroplast,Chloroplast
OTU_12503,Bacteria,Actinobacteriota,,,,
OTU_12504,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,
OTU_12505,Bacteria,Actinobacteriota,Actinobacteria,,,
OTU_12506,Bacteria,Actinobacteriota,Actinobacteria,Frankiales,Sporichthyaceae,hgcI_clade
OTU_12507,Bacteria,Cyanobacteria,Cyanobacteriia,Synechococcales,Cyanobiaceae,Cyanobium_PCC-6307
OTU_12508,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,
OTU_12509,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Rubritaleaceae,Luteolibacter
OTU_1251,Bacteria,,,,,
OTU_12510,Bacteria,Acidobacteriota,Holophagae,Holophagales,Holophagaceae,
OTU_12511,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_Incertae_Sedis,Unknown_Family,Candidatus_Berkiella
OTU_12512,Bacteria,Bdellovibrionota,Bdellovibrionia,Bacteriovoracales,Bacteriovoracaceae,Bacteriovorax
OTU_12513,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,
OTU_12514,Bacteria,Proteobacteria,Alphaproteobacteria,Micavibrionales,,
OTU_12515,Bacteria,Nitrospirota,Thermodesulfovibrionia,,,
OTU_12516,Bacteria,Proteobacteria,Gammaproteobacteria,,,
OTU_12517,Bacteria,,,,,
OTU_12518,Bacteria,Patescibacteria,Parcubacteria,Candidatus_Kaiserbacteria,Candidatus_Kaiserbacteria,Candidatus_Kaiserbacteria
OTU_12519,Bacteria,Actinobacteriota,Acidimicrobiia,Actinomarinales,,
OTU_1252,Bacteria,Patescibacteria,Parcubacteria,Candidatus_Jorgensenbacteria,Candidatus_Jorgensenbacteria,Candidatus_Jorgensenbacteria
OTU_12520,Bacteria,Desulfobacterota,Syntrophobacteria,Syntrophobacterales,Syntrophobacteraceae,
OTU_12521,Bacteria,Proteobacteria,Gammaproteobacteria,,,
OTU_12522,Bacteria,Desulfobacterota,Desulfuromonadia,Geobacterales,Geobacteraceae,Geobacter
OTU_12523,Bacteria,Desulfobacterota,Desulfuromonadia,Geobacterales,Geobacteraceae,
OTU_12524,Bacteria,,,,,
OTU_12525,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Dechloromonas
OTU_12526,Bacteria,Proteobacteria,Gammaproteobacteria,,,
OTU_12527,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,,
OTU_12528,Bacteria,Desulfobacterota,Desulfuromonadia,Geobacterales,Geobacteraceae,
OTU_12529,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,,
OTU_1253,Bacteria,Verrucomicrobiota,Omnitrophia,Omnitrophales,Omnitrophaceae,Candidatus_Omnitrophus
OTU_12530,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas
OTU_12531,Bacteria,Proteobacteria,Gammaproteobacteria,,,
OTU_12532,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,Undibacterium
OTU_12533,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,,
OTU_12534,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,Saccharimonadales,Saccharimonadales
OTU_12535,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,
OTU_12536,Bacteria,Patescibacteria,Parcubacteria,,,
OTU_12537,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,,
OTU_12538,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas
OTU_12539,Bacteria,Desulfobacterota,Desulfuromonadia,Geobacterales,Geobacteraceae,
OTU_1254,Bacteria,,,,,
OTU_12540,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,
OTU_12541,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,,
OTU_12542,Bacteria,Desulfobacterota,Desulfuromonadia,Geobacterales,,
OTU_12543,Bacteria,Spirochaetota,Spirochaetia,Spirochaetales,Spirochaetaceae,
OTU_12544,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,Undibacterium
OTU_12545,Bacteria,Firmicutes,Clostridia,Oscillospirales,Oscillospiraceae,
OTU_12546,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,
OTU_12547,Bacteria,Firestonebacteria,Firestonebacteria,Firestonebacteria,Firestonebacteria,Firestonebacteria
OTU_12548,Bacteria,Proteobacteria,Gammaproteobacteria,,,
OTU_12549,Bacteria,Proteobacteria,Alphaproteobacteria,,,
OTU_1255,Bacteria,Desulfobacterota,,,,
OTU_12550,Bacteria,,,,,
OTU_12551,Bacteria,Proteobacteria,Gammaproteobacteria,,,
OTU_12552,Bacteria,Bdellovibrionota,Oligoflexia,0319-6G20,0319-6G20,0319-6G20
OTU_12553,Bacteria,Verrucomicrobiota,Chlamydiae,Chlamydiales,,
OTU_12554,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,,
OTU_12555,Bacteria,Patescibacteria,Parcubacteria,,,
OTU_12556,Bacteria,Verrucomicrobiota,Lentisphaeria,Oligosphaerales,Lenti-02,Lenti-02
OTU_12557,Bacteria,Dependentiae,Babeliae,Babeliales,Babeliaceae,Babeliaceae
OTU_12558,Bacteria,Myxococcota,bacteriap25,bacteriap25,bacteriap25,bacteriap25
OTU_12559,Bacteria,Cyanobacteria,Vampirivibrionia,Vampirovibrionales,Vampirovibrionaceae,Vampirovibrio
OTU_1256,Bacteria,,,,,
OTU_12560,Bacteria,Elusimicrobiota,Elusimicrobia,,,
OTU_12561,Bacteria,Patescibacteria,ABY1,Candidatus_Magasanikbacteria,Candidatus_Magasanikbacteria,Candidatus_Magasanikbacteria
OTU_12562,Bacteria,Actinobacteriota,Thermoleophilia,Gaiellales,,
OTU_12563,Bacteria,Bdellovibrionota,Oligoflexia,Silvanigrellales,Silvanigrellaceae,Silvanigrella
OTU_12564,Bacteria,Verrucomicrobiota,Omnitrophia,Omnitrophales,Omnitrophaceae,Candidatus_Omnitrophus
OTU_12565,Bacteria,Verrucomicrobiota,Lentisphaeria,,,
OTU_12566,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,SM2D12,SM2D12
OTU_12567,Bacteria,Bdellovibrionota,Bdellovibrionia,Bacteriovoracales,Bacteriovoracaceae,Peredibacter
OTU_12568,Bacteria,Patescibacteria,Berkelbacteria,Berkelbacteria,Berkelbacteria,Berkelbacteria
OTU_12569,Bacteria,Myxococcota,Polyangia,UASB-TL25,UASB-TL25,UASB-TL25
OTU_1257,Bacteria,Cyanobacteria,Vampirivibrionia,Obscuribacterales,Obscuribacteraceae,Obscuribacteraceae
OTU_12570,Bacteria,Patescibacteria,ABY1,,,
OTU_12571,Bacteria,Verrucomicrobiota,Kiritimatiellae,WCHB1-41,WCHB1-41,WCHB1-41
OTU_12572,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,KD3-93,KD3-93
OTU_12573,Bacteria,Cyanobacteria,Vampirivibrionia,Obscuribacterales,Obscuribacteraceae,Obscuribacteraceae
OTU_12574,Bacteria,Patescibacteria,Parcubacteria,Candidatus_Nomurabacteria,Candidatus_Nomurabacteria,Candidatus_Nomurabacteria
OTU_12575,Bacteria,Patescibacteria,Berkelbacteria,Berkelbacteria,Berkelbacteria,Berkelbacteria
OTU_12576,Bacteria,Verrucomicrobiota,Lentisphaeria,Victivallales,vadinBE97,vadinBE97
OTU_12577,Bacteria,Cyanobacteria,Vampirivibrionia,Obscuribacterales,Obscuribacteraceae,Obscuribacteraceae
OTU_12578,Bacteria,Patescibacteria,Gracilibacteria,Candidatus_Peribacteria,Candidatus_Peribacteria,Candidatus_Peribacteria
OTU_12579,Bacteria,Patescibacteria,ABY1,Candidatus_Magasanikbacteria,Candidatus_Magasanikbacteria,Candidatus_Magasanikbacteria
OTU_1258,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,Vicinamibacteraceae,Vicinamibacteraceae
OTU_12580,Bacteria,Desulfobacterota,Syntrophorhabdia,Syntrophorhabdales,Syntrophorhabdaceae,Syntrophorhabdus
OTU_12581,Bacteria,Margulisbacteria,Margulisbacteria,Margulisbacteria,Margulisbacteria,Margulisbacteria
OTU_12582,Bacteria,Desulfobacterota,Desulfovibrionia,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio
OTU_12583,Bacteria,Patescibacteria,Parcubacteria,Candidatus_Adlerbacteria,Candidatus_Adlerbacteria,Candidatus_Adlerbacteria
OTU_12584,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,,
OTU_12585,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Labraceae,Labrys
OTU_12586,Bacteria,Planctomycetota,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,CL500-3
OTU_12587,Bacteria,Patescibacteria,Parcubacteria,,,
OTU_12588,Bacteria,Armatimonadota,,,,
OTU_12589,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,,
OTU_1259,Bacteria,Patescibacteria,ABY1,,,
OTU_12590,Bacteria,Patescibacteria,ABY1,Candidatus_Magasanikbacteria,Candidatus_Magasanikbacteria,Candidatus_Magasanikbacteria
OTU_12591,Bacteria,Patescibacteria,ABY1,Candidatus_Falkowbacteria,Candidatus_Falkowbacteria,Candidatus_Falkowbacteria
OTU_12592,Bacteria,Acidobacteriota,Aminicenantia,Aminicenantales,Aminicenantales,Aminicenantales
OTU_12593,Bacteria,Proteobacteria,Gammaproteobacteria,Salinisphaerales,Solimonadaceae,Alkanibacter
OTU_12594,Bacteria,Patescibacteria,Parcubacteria,,,
OTU_12595,Bacteria,,,,,
OTU_12596,Bacteria,Patescibacteria,,,,
OTU_12597,Bacteria,Verrucomicrobiota,Chlamydiae,Chlamydiales,,
OTU_12598,Bacteria,Verrucomicrobiota,Omnitrophia,Omnitrophales,,
OTU_12599,Bacteria,Patescibacteria,Parcubacteria,Candidatus_Staskawiczbacteria,Candidatus_Staskawiczbacteria,Candidatus_Staskawiczbacteria
OTU_126,Bacteria,Patescibacteria,Parcubacteria,Candidatus_Moranbacteria,Candidatus_Moranbacteria,Candidatus_Moranbacteria
OTU_1260,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Solitalea
OTU_12600,Bacteria,Patescibacteria,Microgenomatia,Candidatus_Shapirobacteria,Candidatus_Shapirobacteria,Candidatus_Shapirobacteria
OTU_12601,Bacteria,Chloroflexi,Chloroflexia,Thermomicrobiales,JG30-KF-CM45,JG30-KF-CM45
OTU_12602,Bacteria,Patescibacteria,ABY1,Candidatus_Magasanikbacteria,Candidatus_Magasanikbacteria,Candidatus_Magasanikbacteria
OTU_12603,Bacteria,Bacteroidota,Bacteroidia,Bacteroidetes_VC2.1_Bac22,Bacteroidetes_VC2.1_Bac22,Bacteroidetes_VC2.1_Bac22
OTU_12604,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,
OTU_12605,Bacteria,Firmicutes,Negativicutes,Veillonellales-Selenomonadales,Sporomusaceae,Pelosinus
OTU_12606,Bacteria,,,,,
OTU_12607,Bacteria,,,,,
OTU_12608,Bacteria,,,,,
OTU_12609,Bacteria,Planctomycetota,Phycisphaerae,MSBL9,,
OTU_1261,Bacteria,Patescibacteria,Parcubacteria,Candidatus_Jorgensenbacteria,Candidatus_Jorgensenbacteria,Candidatus_Jorgensenbacteria
OTU_12610,Bacteria,Chloroflexi,Anaerolineae,SBR1031,SBR1031,SBR1031
OTU_12611,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,,
OTU_12612,Bacteria,,,,,
OTU_12613,Bacteria,Patescibacteria,Microgenomatia,Candidatus_Pacebacteria,Candidatus_Pacebacteria,Candidatus_Pacebacteria
OTU_12614,Bacteria,Acidobacteriota,,,,
OTU_12615,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Rhodovarius
OTU_12616,Bacteria,Chloroflexi,JG30-KF-CM66,JG30-KF-CM66,JG30-KF-CM66,JG30-KF-CM66
OTU_12617,Bacteria,Patescibacteria,ABY1,Candidatus_Komeilibacteria,Candidatus_Komeilibacteria,Candidatus_Komeilibacteria
OTU_12618,Bacteria,Verrucomicrobiota,Kiritimatiellae,WCHB1-41,WCHB1-41,WCHB1-41
OTU_12619,Bacteria,SAR324_clade,SAR324_clade,SAR324_clade,SAR324_clade,SAR324_clade
OTU_1262,Bacteria,Verrucomicrobiota,Omnitrophia,Omnitrophales,Omnitrophaceae,Candidatus_Omnitrophus
OTU_12620,Bacteria,Dependentiae,Babeliae,Babeliales,,
OTU_12621,Bacteria,Caldisericota,Caldisericia,Caldisericales,LF045,LF045
OTU_12622,Bacteria,Dependentiae,Babeliae,Babeliales,,
OTU_12623,Bacteria,Bdellovibrionota,Oligoflexia,0319-6G20,0319-6G20,0319-6G20
OTU_12624,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Hyphomonadaceae,SWB02
OTU_12625,Bacteria,Elusimicrobiota,Elusimicrobia,Lineage_IV,Lineage_IV,Lineage_IV
OTU_12626,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,
OTU_12627,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Magnetospirillaceae,Magnetospirillum
OTU_12628,Bacteria,,,,,
OTU_12629,Bacteria,Chloroflexi,Anaerolineae,RBG-13-54-9,RBG-13-54-9,RBG-13-54-9
OTU_1263,Bacteria,Verrucomicrobiota,Omnitrophia,Omnitrophales,Omnitrophaceae,Candidatus_Omnitrophus
OTU_12630,Bacteria,Dependentiae,Babeliae,Babeliales,,
OTU_12631,Bacteria,Desulfobacterota,Desulfobacteria,Desulfobacterales,Desulforegulaceae,Desulforegula
OTU_12632,Archaea,Halobacterota,Methanomicrobia,Methanomicrobiales,Methanospirillaceae,Methanospirillum
OTU_12633,Bacteria,Desulfobacterota,Desulfuromonadia,Geobacterales,Geobacteraceae,
