otu_id,domain,phylum,class,order,family,genus
OTU_18004,Bacteria,Proteobacteria,Alphaproteobacteria,,,
OTU_18005,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,,
OTU_18006,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas
OTU_18007,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,Woesearchaeales,Woesearchaeales
OTU_18008,Bacteria,Myxococcota,,,,
OTU_18009,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,,
OTU_1801,Bacteria,Patescibacteria,Parcubacteria,Candidatus_Jorgensenbacteria,Candidatus_Jorgensenbacteria,Candidatus_Jorgensenbacteria
OTU_18010,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,MND1
OTU_18011,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Nitrososphaeraceae
OTU_18012,Bacteria,Verrucomicrobiota,Omnitrophia,Omnitrophales,Omnitrophaceae,Candidatus_Omnitrophus
OTU_18013,Bacteria,Proteobacteria,Gammaproteobacteria,,,
OTU_18014,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Blastopirellula
OTU_18015,Bacteria,Patescibacteria,Parcubacteria,Candidatus_Brennerbacteria,Candidatus_Brennerbacteria,Candidatus_Brennerbacteria
OTU_18016,Bacteria,Patescibacteria,Parcubacteria,,,
OTU_18017,Bacteria,Proteobacteria,Gammaproteobacteria,,,
OTU_18018,Bacteria,Patescibacteria,Parcubacteria,,,
OTU_18019,Bacteria,,,,,
OTU_1802,Bacteria,Planctomycetota,Phycisphaerae,CCM11a,CCM11a,CCM11a
OTU_18020,Bacteria,Patescibacteria,ABY1,,,
OTU_18021,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Fictibacillus
OTU_18022,Bacteria,Dependentiae,Babeliae,Babeliales,Vermiphilaceae,Vermiphilaceae
OTU_18023,Bacteria,Dependentiae,Babeliae,Babeliales,,
OTU_18024,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,,
OTU_18025,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,B1-7BS,B1-7BS
OTU_18026,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,,
OTU_18027,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,,
OTU_18028,Archaea,Thermoplasmatota,Thermoplasmata,,,
OTU_18029,Bacteria,Patescibacteria,Parcubacteria,,,
OTU_1803,Bacteria,Patescibacteria,Parcubacteria,Candidatus_Yanofskybacteria,Candidatus_Yanofskybacteria,Candidatus_Yanofskybacteria
OTU_18030,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella
OTU_18031,Bacteria,,,,,
OTU_18032,Bacteria,Nitrospirota,4-29-1,4-29-1,4-29-1,4-29-1
OTU_18033,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,
OTU_18034,Bacteria,Acidobacteriota,Subgroup_18,Subgroup_18,Subgroup_18,Subgroup_18
OTU_18035,Bacteria,Verrucomicrobiota,Omnitrophia,Omnitrophales,Omnitrophales,Omnitrophales
OTU_18036,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Rhodanobacter
OTU_18037,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas
OTU_18038,Bacteria,Proteobacteria,Gammaproteobacteria,,,
OTU_18039,Bacteria,Dependentiae,Babeliae,Babeliales,Babeliales,Babeliales
OTU_1804,Bacteria,Patescibacteria,ABY1,Candidatus_Kerfeldbacteria,Candidatus_Kerfeldbacteria,Candidatus_Kerfeldbacteria
OTU_18040,Bacteria,Actinobacteriota,RBG-16-55-12,RBG-16-55-12,RBG-16-55-12,RBG-16-55-12
OTU_18041,Bacteria,Chloroflexi,TK10,TK10,TK10,TK10
OTU_18042,Bacteria,Bdellovibrionota,Oligoflexia,Oligoflexales,,
OTU_18043,Bacteria,WPS-2,WPS-2,WPS-2,WPS-2,WPS-2
OTU_18044,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,Woesearchaeales,Woesearchaeales
OTU_18045,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,,
OTU_18046,Bacteria,Verrucomicrobiota,Omnitrophia,Omnitrophales,,
OTU_18047,Bacteria,Patescibacteria,Parcubacteria,,,
OTU_18048,Bacteria,Proteobacteria,Alphaproteobacteria,Zavarziniales,,
OTU_18049,Bacteria,Bdellovibrionota,Oligoflexia,0319-6G20,0319-6G20,0319-6G20
OTU_1805,Bacteria,Actinobacteriota,Thermoleophilia,Gaiellales,,
OTU_18050,Bacteria,,,,,
OTU_18051,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,,
OTU_18052,Bacteria,,,,,
OTU_18053,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Gallionellaceae,
OTU_18054,Bacteria,Patescibacteria,Parcubacteria,Parcubacteria,Parcubacteria,Parcubacteria
OTU_18055,Bacteria,Chloroflexi,,,,
OTU_18056,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella
OTU_18057,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,,
OTU_18058,Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium
OTU_18059,Bacteria,Dependentiae,Babeliae,Babeliales,,
OTU_1806,Archaea,Thermoplasmatota,Thermoplasmata,Marine_Group_II,Marine_Group_II,Marine_Group_II
OTU_18060,Bacteria,Verrucomicrobiota,Chlamydiae,Chlamydiales,Simkaniaceae,
OTU_18061,Bacteria,,,,,
OTU_18062,Bacteria,Patescibacteria,ABY1,,,
OTU_18063,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Methylacidiphilales,Methylacidiphilaceae,
OTU_18064,Bacteria,Verrucomicrobiota,Omnitrophia,Omnitrophales,Omnitrophaceae,Candidatus_Omnitrophus
OTU_18065,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Gallionellaceae,
OTU_18066,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,
OTU_18067,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,,
OTU_18068,Bacteria,Elusimicrobiota,Elusimicrobia,Lineage_IV,Lineage_IV,Lineage_IV
OTU_18069,Bacteria,Acidobacteriota,Acidobacteriae,Solibacterales,Solibacteraceae,Candidatus_Solibacter
OTU_1807,Archaea,Micrarchaeota,Micrarchaeia,Micrarchaeales,CG1-02-32-21,CG1-02-32-21
OTU_18070,Bacteria,Proteobacteria,Gammaproteobacteria,Coxiellales,Coxiellaceae,Coxiella
OTU_18071,Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,67-14,67-14
OTU_18072,Bacteria,Patescibacteria,Gracilibacteria,Gracilibacteria,Gracilibacteria,Gracilibacteria
OTU_18073,Bacteria,Chloroflexi,OLB14,OLB14,OLB14,OLB14
OTU_18074,Bacteria,Verrucomicrobiota,Omnitrophia,Omnitrophales,Omnitrophaceae,Candidatus_Omnitrophus
OTU_18075,Bacteria,Verrucomicrobiota,Omnitrophia,Omnitrophales,Omnitrophaceae,Candidatus_Omnitrophus
OTU_18076,Bacteria,PAUC34f,PAUC34f,PAUC34f,PAUC34f,PAUC34f
OTU_18077,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Dyella
OTU_18078,Bacteria,Patescibacteria,ABY1,Candidatus_Falkowbacteria,Candidatus_Falkowbacteria,Candidatus_Falkowbacteria
OTU_18079,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,,
OTU_1808,Bacteria,Patescibacteria,ABY1,Candidatus_Magasanikbacteria,Candidatus_Magasanikbacteria,Candidatus_Magasanikbacteria
OTU_18080,Bacteria,Patescibacteria,Parcubacteria,,,
OTU_18081,Archaea,Micrarchaeota,Micrarchaeia,Micrarchaeales,Micrarchaeales,Micrarchaeales
OTU_18082,Bacteria,Methylomirabilota,Methylomirabilia,Rokubacteriales,Rokubacteriales,Rokubacteriales
OTU_18083,Bacteria,DTB120,DTB120,DTB120,DTB120,DTB120
OTU_18084,Bacteria,Verrucomicrobiota,Omnitrophia,Omnitrophales,Omnitrophaceae,Candidatus_Omnitrophus
OTU_18085,Bacteria,Verrucomicrobiota,Omnitrophia,Omnitrophales,Omnitrophales,Omnitrophales
OTU_18086,Bacteria,Methylomirabilota,Methylomirabilia,Methylomirabilales,Methylomirabilaceae,Candidatus_Methylomirabilis
OTU_18087,Bacteria,,,,,
OTU_18088,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,,
OTU_18089,Bacteria,Patescibacteria,Microgenomatia,,,
OTU_1809,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,Woesearchaeales,Woesearchaeales
OTU_18090,Bacteria,Verrucomicrobiota,Omnitrophia,Omnitrophales,Omnitrophaceae,Candidatus_Omnitrophus
OTU_18091,Bacteria,Verrucomicrobiota,Omnitrophia,Omnitrophales,Omnitrophaceae,Candidatus_Omnitrophus
OTU_18092,Bacteria,Patescibacteria,ABY1,,,
OTU_18093,Bacteria,Verrucomicrobiota,Chlamydiae,Chlamydiales,Parachlamydiaceae,
OTU_18094,Bacteria,Planctomycetota,vadinHA49,vadinHA49,vadinHA49,vadinHA49
OTU_18095,Bacteria,Bacteroidota,Kapabacteria,Kapabacteriales,Kapabacteriales,Kapabacteriales
OTU_18096,Bacteria,,,,,
OTU_18097,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Ralstonia
OTU_18098,Bacteria,Verrucomicrobiota,Omnitrophia,Omnitrophales,Omnitrophaceae,Candidatus_Omnitrophus
OTU_18099,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,,
OTU_181,Bacteria,Patescibacteria,Microgenomatia,Candidatus_Roizmanbacteria,Candidatus_Roizmanbacteria,Candidatus_Roizmanbacteria
OTU_1810,Bacteria,Chloroflexi,Anaerolineae,RBG-13-54-9,RBG-13-54-9,RBG-13-54-9
OTU_18100,Bacteria,Verrucomicrobiota,Omnitrophia,Omnitrophales,Omnitrophaceae,Candidatus_Omnitrophus
OTU_18101,Bacteria,,,,,
OTU_18102,Bacteria,Patescibacteria,Microgenomatia,Candidatus_Amesbacteria,Candidatus_Amesbacteria,Candidatus_Amesbacteria
OTU_18103,Bacteria,Verrucomicrobiota,Omnitrophia,Omnitrophales,,
OTU_18104,Bacteria,,,,,
OTU_18105,Bacteria,Bdellovibrionota,Bdellovibrionia,Bacteriovoracales,Bacteriovoracaceae,Peredibacter
OTU_18106,Bacteria,Planctomycetota,Pla4_lineage,Pla4_lineage,Pla4_lineage,Pla4_lineage
OTU_18107,Bacteria,Verrucomicrobiota,Omnitrophia,Omnitrophales,Omnitrophaceae,Candidatus_Omnitrophus
OTU_18108,Bacteria,Verrucomicrobiota,Omnitrophia,Omnitrophales,Omnitrophaceae,Candidatus_Omnitrophus
OTU_18109,Bacteria,,,,,
OTU_1811,Bacteria,Verrucomicrobiota,Chlamydiae,Chlamydiales,Simkaniaceae,
OTU_18110,Bacteria,,,,,
OTU_18111,Archaea,,,,,
OTU_18112,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,
OTU_18113,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,,
OTU_18114,Bacteria,Chloroflexi,TK10,TK10,TK10,TK10
OTU_18115,Bacteria,Methylomirabilota,Methylomirabilia,Methylomirabilales,Methylomirabilaceae,Candidatus_Methylomirabilis
OTU_18116,Bacteria,Verrucomicrobiota,Omnitrophia,Omnitrophales,Omnitrophaceae,Candidatus_Omnitrophus
OTU_18117,Bacteria,Patescibacteria,ABY1,Candidatus_Magasanikbacteria,Candidatus_Magasanikbacteria,Candidatus_Magasanikbacteria
OTU_18118,Bacteria,Verrucomicrobiota,Omnitrophia,Omnitrophales,Omnitrophaceae,Candidatus_Omnitrophus
OTU_18119,Bacteria,Acidobacteriota,Acidobacteriae,GOUTB8,GOUTB8,GOUTB8
OTU_1812,Bacteria,Verrucomicrobiota,Omnitrophia,Omnitrophales,Omnitrophaceae,Candidatus_Omnitrophus
OTU_18120,Bacteria,Verrucomicrobiota,Omnitrophia,Omnitrophales,Omnitrophaceae,Candidatus_Omnitrophus
OTU_18121,Bacteria,Chloroflexi,Anaerolineae,SBR1031,A4b,A4b
OTU_18122,Bacteria,Verrucomicrobiota,Omnitrophia,Omnitrophales,,
OTU_18123,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,Woesearchaeales,Woesearchaeales
OTU_18124,Bacteria,Planctomycetota,Pla4_lineage,Pla4_lineage,Pla4_lineage,Pla4_lineage
OTU_18125,Bacteria,,,,,
OTU_18126,Bacteria,Bdellovibrionota,Oligoflexia,0319-6G20,0319-6G20,0319-6G20
OTU_18127,Bacteria,Proteobacteria,Gammaproteobacteria,,,
OTU_18128,Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Nocardiaceae,
OTU_18129,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,,
OTU_1813,Bacteria,Proteobacteria,Gammaproteobacteria,Diplorickettsiales,Diplorickettsiaceae,
OTU_18130,Bacteria,,,,,
OTU_18131,Bacteria,Proteobacteria,Gammaproteobacteria,Diplorickettsiales,Diplorickettsiaceae,
OTU_18132,Bacteria,Elusimicrobiota,Lineage_IIc,Lineage_IIc,Lineage_IIc,Lineage_IIc
OTU_18133,Bacteria,Proteobacteria,Gammaproteobacteria,,,
OTU_18134,Bacteria,Verrucomicrobiota,Kiritimatiellae,WCHB1-41,WCHB1-41,WCHB1-41
OTU_18135,Bacteria,Nitrospirota,4-29-1,4-29-1,4-29-1,4-29-1
OTU_18136,Bacteria,Deinococcota,Deinococci,Deinococcales,Deinococcaceae,Deinococcus
OTU_18137,Bacteria,Nitrospirota,4-29-1,4-29-1,4-29-1,4-29-1
OTU_18138,Bacteria,Nitrospirota,4-29-1,4-29-1,4-29-1,4-29-1
OTU_18139,Bacteria,Proteobacteria,Alphaproteobacteria,Dongiales,Dongiaceae,Dongia
OTU_1814,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,SCGC_AAA011-D5,SCGC_AAA011-D5
OTU_18140,Bacteria,Verrucomicrobiota,Omnitrophia,Omnitrophales,Omnitrophaceae,Candidatus_Omnitrophus
OTU_18141,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Micrococcaceae,
OTU_18142,Bacteria,Planctomycetota,,,,
OTU_18143,Bacteria,Bdellovibrionota,Oligoflexia,0319-6G20,0319-6G20,0319-6G20
OTU_18144,Bacteria,,,,,
OTU_18145,Bacteria,Verrucomicrobiota,Omnitrophia,Omnitrophales,Omnitrophaceae,Candidatus_Omnitrophus
OTU_18146,Bacteria,Chloroflexi,Dehalococcoidia,,,
OTU_18147,Bacteria,Patescibacteria,ABY1,Candidatus_Falkowbacteria,Candidatus_Falkowbacteria,Candidatus_Falkowbacteria
OTU_18148,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,
OTU_18149,Bacteria,Myxococcota,Polyangia,Polyangiales,Polyangiaceae,Pajaroellobacter
OTU_1815,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,
OTU_18150,Bacteria,Verrucomicrobiota,Omnitrophia,Omnitrophales,Omnitrophaceae,Candidatus_Omnitrophus
OTU_18151,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,
OTU_18152,Bacteria,,,,,
OTU_18153,Bacteria,,,,,
OTU_18154,Bacteria,Verrucomicrobiota,Omnitrophia,Omnitrophales,Omnitrophaceae,Candidatus_Omnitrophus
OTU_18155,Bacteria,Spirochaetota,Leptospirae,Leptospirales,Leptospiraceae,RBG-16-49-21
OTU_18156,Bacteria,Verrucomicrobiota,Omnitrophia,Omnitrophales,Omnitrophaceae,Candidatus_Omnitrophus
OTU_18157,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Methylobacterium-Methylorubrum
OTU_18158,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,SM2D12,SM2D12
OTU_18159,Bacteria,Patescibacteria,Microgenomatia,,,
OTU_1816,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,SCGC_AAA011-D5,SCGC_AAA011-D5
OTU_18160,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,,
OTU_18161,Bacteria,Dependentiae,Babeliae,Babeliales,Vermiphilaceae,Vermiphilaceae
OTU_18162,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,
OTU_18163,Bacteria,Planctomycetota,Pla4_lineage,Pla4_lineage,Pla4_lineage,Pla4_lineage
OTU_18164,Bacteria,Verrucomicrobiota,Omnitrophia,Omnitrophales,Omnitrophaceae,Candidatus_Omnitrophus
OTU_18165,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,MND1
OTU_18166,Bacteria,,,,,
OTU_18167,Bacteria,Verrucomicrobiota,Omnitrophia,Omnitrophales,Omnitrophaceae,Candidatus_Omnitrophus
OTU_18168,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,
OTU_18169,Bacteria,Proteobacteria,Gammaproteobacteria,Diplorickettsiales,Diplorickettsiaceae,
OTU_1817,Bacteria,Verrucomicrobiota,Omnitrophia,Omnitrophales,Omnitrophaceae,Candidatus_Omnitrophus
OTU_18170,Bacteria,,,,,
OTU_18171,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,,
OTU_18172,Bacteria,Cyanobacteria,Vampirivibrionia,Obscuribacterales,Obscuribacteraceae,Obscuribacteraceae
OTU_18173,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas
OTU_18174,Bacteria,Verrucomicrobiota,Omnitrophia,Omnitrophales,Omnitrophaceae,Candidatus_Omnitrophus
OTU_18175,Bacteria,Proteobacteria,,,,
OTU_18176,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,,
OTU_18177,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Opitutales,Puniceicoccaceae,
OTU_18178,Bacteria,Proteobacteria,Gammaproteobacteria,,,
OTU_18179,Bacteria,Verrucomicrobiota,Omnitrophia,Omnitrophales,Omnitrophaceae,Candidatus_Omnitrophus
OTU_1818,Bacteria,Patescibacteria,ABY1,Candidatus_Kerfeldbacteria,Candidatus_Kerfeldbacteria,Candidatus_Kerfeldbacteria
OTU_18180,Bacteria,Proteobacteria,Gammaproteobacteria,,,
OTU_18181,Bacteria,,,,,
OTU_18182,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella
OTU_18183,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Rhodanobacter
OTU_18184,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,
OTU_18185,Bacteria,,,,,
OTU_18186,Bacteria,Verrucomicrobiota,Omnitrophia,Omnitrophales,Omnitrophaceae,Candidatus_Omnitrophus
OTU_18187,Bacteria,Bacteroidota,Kapabacteria,Kapabacteriales,Kapabacteriales,Kapabacteriales
OTU_18188,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria,Bacteria
OTU_18189,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio
OTU_1819,Bacteria,Patescibacteria,Gracilibacteria,Candidatus_Peregrinibacteria,Candidatus_Peregrinibacteria,Candidatus_Peregrinibacteria
OTU_18190,Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,Nitrospiraceae,Nitrospira
OTU_18191,Bacteria,Verrucomicrobiota,Omnitrophia,Omnitrophales,Omnitrophaceae,Candidatus_Omnitrophus
OTU_18192,Bacteria,Proteobacteria,Gammaproteobacteria,,,
OTU_18193,Bacteria,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,
OTU_18194,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Acidovorax
OTU_18195,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella
OTU_18196,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,,
OTU_18197,Bacteria,,,,,
OTU_18198,Bacteria,Proteobacteria,Gammaproteobacteria,,,
OTU_18199,Bacteria,Patescibacteria,Microgenomatia,Candidatus_Chisholmbacteria,Candidatus_Chisholmbacteria,Candidatus_Chisholmbacteria
OTU_182,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus
OTU_1820,Bacteria,,,,,
OTU_18200,Bacteria,Verrucomicrobiota,Chlamydiae,Chlamydiales,,
OTU_18201,Bacteria,Acidobacteriota,Acidobacteriae,Solibacterales,Solibacteraceae,Candidatus_Solibacter
OTU_18202,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium
OTU_18203,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,Woesearchaeales,Woesearchaeales
OTU_18204,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,Woesearchaeales,Woesearchaeales
OTU_18205,Bacteria,DTB120,DTB120,DTB120,DTB120,DTB120
OTU_18206,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Acidovorax
OTU_18207,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,,
OTU_18208,Bacteria,Elusimicrobiota,Elusimicrobia,MVP-88,MVP-88,MVP-88
OTU_18209,Bacteria,,,,,
OTU_1821,Bacteria,Bdellovibrionota,Oligoflexia,Oligoflexales,,
OTU_18210,Bacteria,Patescibacteria,Parcubacteria,,,
OTU_18211,Bacteria,Elusimicrobiota,Lineage_IIa,Lineage_IIa,Lineage_IIa,Lineage_IIa
OTU_18212,Bacteria,Patescibacteria,ABY1,,,
OTU_18213,Bacteria,,,,,
OTU_18214,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio
OTU_18215,Bacteria,Methylomirabilota,Methylomirabilia,Rokubacteriales,Rokubacteriales,Rokubacteriales
OTU_18216,Bacteria,Verrucomicrobiota,Omnitrophia,Omnitrophales,Omnitrophaceae,Candidatus_Omnitrophus
OTU_18217,Bacteria,Patescibacteria,ABY1,Candidatus_Magasanikbacteria,Candidatus_Magasanikbacteria,Candidatus_Magasanikbacteria
OTU_18218,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Caulobacter
OTU_18219,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,
OTU_1822,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Opitutales,Opitutaceae,Lacunisphaera
OTU_18220,Bacteria,Planctomycetota,Planctomycetes,Planctomycetales,,
OTU_18221,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Acidovorax
OTU_18222,Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Nocardiaceae,Nocardia
OTU_18223,Bacteria,Verrucomicrobiota,Omnitrophia,Omnitrophales,Omnitrophaceae,Candidatus_Omnitrophus
OTU_18224,Bacteria,Patescibacteria,Parcubacteria,Parcubacteria,Parcubacteria,Parcubacteria
OTU_18225,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Methylobacterium-Methylorubrum
OTU_18226,Bacteria,Elusimicrobiota,Lineage_IIc,Lineage_IIc,Lineage_IIc,Lineage_IIc
OTU_18227,Bacteria,Patescibacteria,Microgenomatia,Candidatus_Collierbacteria,Candidatus_Collierbacteria,Candidatus_Collierbacteria
OTU_18228,Bacteria,Patescibacteria,Parcubacteria,Parcubacteria,Parcubacteria,Parcubacteria
OTU_18229,Bacteria,Proteobacteria,Gammaproteobacteria,Diplorickettsiales,Diplorickettsiaceae,
OTU_1823,Bacteria,Desulfobacterota,Desulfobacteria,Desulfobacterales,Desulfosarcinaceae,
OTU_18230,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella
OTU_18231,Bacteria,,,,,
OTU_18232,Bacteria,Elusimicrobiota,Elusimicrobia,Lineage_IV,Lineage_IV,Lineage_IV
OTU_18233,Bacteria,Patescibacteria,Parcubacteria,Candidatus_Yanofskybacteria,Candidatus_Yanofskybacteria,Candidatus_Yanofskybacteria
OTU_18234,Bacteria,Verrucomicrobiota,Omnitrophia,Omnitrophales,Omnitrophales,Omnitrophales
OTU_18235,Bacteria,,,,,
OTU_18236,Bacteria,RCP2-54,RCP2-54,RCP2-54,RCP2-54,RCP2-54
OTU_18237,Bacteria,SAR324_clade,SAR324_clade,SAR324_clade,SAR324_clade,SAR324_clade
OTU_18238,Bacteria,Dependentiae,Babeliae,Babeliales,Babeliaceae,Babeliaceae
OTU_18239,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,,
OTU_1824,Bacteria,Nitrospirota,Thermodesulfovibrionia,,,
OTU_18240,Bacteria,,,,,
OTU_18241,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Opitutales,Opitutaceae,
OTU_18242,Bacteria,Proteobacteria,Gammaproteobacteria,Diplorickettsiales,Diplorickettsiaceae,Aquicella
OTU_18243,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Acidovorax
OTU_18244,Bacteria,Chloroflexi,Anaerolineae,RBG-13-54-9,RBG-13-54-9,RBG-13-54-9
OTU_18245,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Peptostreptococcales-Tissierellales,Anaerococcus
OTU_18246,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,Woesearchaeales,Woesearchaeales
OTU_18247,Bacteria,Nitrospirota,Thermodesulfovibrionia,Magnetobacteriales,Magnetobacteriaceae,Candidatus_Magnetobacterium
OTU_18248,Bacteria,Myxococcota,Myxococcia,Myxococcales,Myxococcaceae,
OTU_18249,Bacteria,Verrucomicrobiota,Kiritimatiellae,WCHB1-41,WCHB1-41,WCHB1-41
OTU_1825,Bacteria,Verrucomicrobiota,Omnitrophia,Omnitrophales,Omnitrophales,Omnitrophales
OTU_18250,Bacteria,Acidobacteriota,Thermoanaerobaculia,Thermoanaerobaculales,Thermoanaerobaculaceae,TPD-58
OTU_18251,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Alcaligenaceae,
OTU_18252,Bacteria,,,,,
OTU_18253,Bacteria,Myxococcota,Myxococcia,Myxococcales,Myxococcaceae,P3OB-42
OTU_18254,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium
OTU_18255,Bacteria,Patescibacteria,Parcubacteria,Candidatus_Yanofskybacteria,Candidatus_Yanofskybacteria,Candidatus_Yanofskybacteria
OTU_18256,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,
OTU_18257,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,
OTU_18258,Bacteria,Proteobacteria,Gammaproteobacteria,Methylococcales,Methylococcaceae,
OTU_18259,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Leeiaceae,Leeia
OTU_1826,Bacteria,Patescibacteria,Parcubacteria,,,
