otu_genus,n_otus,mean_levins_B_std,sd_levins_B_std,mean_n_envs,n_nitrifier_otus,nitrifier_role,is_nitrifier,kingdom,phylum,genus_lower,bac_rep_acc,arc_rep_acc,gtdb_genus_lower,n_species_with_amr,mean_n_metal_amr_clusters,mean_n_unique_metal_genes,mean_metal_core_fraction,mean_n_metal_types,mean_n_Hg,mean_n_As,mean_n_Cu,mean_n_Zn,mean_n_Cd,mean_n_Cr,mean_n_Ni,mean_n_metal_amr_clusters_z,mean_metal_core_fraction_z,mean_n_metal_types_z,mean_levins_B_std_filtered,n_otus_filtered
Hydrogenophaga,22,0.339626184939513,0.2077020691982729,8.454545454545455,0,,0,Bacteria,Proteobacteria,hydrogenophaga,GB_GCA_002840835.1,,hydrogenophaga,11.0,4.0,3.0,0.3636363636363636,1.0909090909090908,3.909090909090909,0.0,0.0,0.0,0.0,0.0,0.0,0.2631393478644931,-0.1295580006984647,-0.4570071548188912,0.28847765465266356,12.0
Hydrogenovibrio,12,0.3129144443211185,0.1247583658422819,5.166666666666667,0,,0,Bacteria,Proteobacteria,hydrogenovibrio,GB_GCA_002299585.1,,hydrogenovibrio,1.0,2.0,2.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1631260755350828,-1.0844772539736884,-0.6658412241973445,0.28311770826543914,10.0
Hymenobacter,76,0.4212803574581931,0.20289687534009,9.039473684210526,0,,0,Bacteria,Bacteroidetes,hymenobacter,GB_GCA_016427535.1,,hymenobacter,6.0,1.8333333333333333,1.0,0.3888888888888888,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1986481941517142,-0.0632441636654632,-0.6658412241973445,0.4346794149563362,16.0
Hyphomonas,17,0.2395952951906408,0.2344211689014802,7.352941176470588,0,,0,Bacteria,Proteobacteria,hyphomonas,GB_GCA_000961695.1,,hyphomonas,13.0,3.0,1.7692307692307692,0.2076923076923077,1.5384615384615383,2.230769230769231,0.0,0.0,0.0,0.0,0.0,0.0,0.0500066361647051,-0.5390714496991856,0.5710990328904176,0.16928153129903634,10.0
Idiomarina,7,0.325321726685517,0.1373238623236358,8.0,0,,0,Bacteria,Proteobacteria,idiomarina,GB_GCA_002685255.1,,idiomarina,9.0,4.111111111111111,2.555555555555556,0.2222222222222222,1.0,4.111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.2868207602755805,-0.500915488083274,-0.6658412241973445,0.285438267170643,4.0
Jannaschia,6,0.2792547865029837,0.2068083001619138,7.5,0,,0,Bacteria,Proteobacteria,jannaschia,GB_GCA_025141175.1,,jannaschia,1.0,2.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1631260755350828,-1.0844772539736884,1.6313335389656427,0.17264943705550634,2.0
Janthinobacterium,6,0.6081169067072417,0.1132212927061426,10.666666666666666,0,,0,Bacteria,Proteobacteria,janthinobacterium,GB_GCA_000242815.2,,janthinobacterium,18.0,3.1666666666666665,1.7222222222222223,0.8944444444444445,1.3333333333333333,0.2222222222222222,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0855287547813364,1.2643588537352304,0.0998836968569844,0.6680309731148858,3.0
Jeotgalibaca,8,0.170902831444392,0.0788774595937024,8.375,0,,0,Bacteria,Firmicutes,jeotgalibaca,RS_GCF_002005405.1,,jeotgalibaca,3.0,2.333333333333333,1.6666666666666667,0.3333333333333333,1.6666666666666667,0.6666666666666666,1.6666666666666667,0.0,0.0,0.0,0.0,0.0,-0.0920818383018202,-0.2091346051380667,0.8656086179113138,0.14904564404672005,4.0
Jeotgalicoccus,3,0.0879403735083274,0.0397187969117137,10.666666666666666,0,,0,Bacteria,Firmicutes,jeotgalicoccus,GB_GCA_003513765.1,,jeotgalicoccus,6.0,1.3333333333333333,1.3333333333333333,0.6666666666666666,1.1666666666666667,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,-0.3052145500016082,0.6662080436975552,-0.2829787636701797,0.07888788664018136,2.0
Jiangella,8,0.521125461813343,0.1666273314230616,8.5,0,,0,Bacteria,Actinobacteria,jiangella,RS_GCF_000515395.1,,jiangella,1.0,2.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1631260755350828,1.5415506925331772,-0.6658412241973445,0.5433382274166524,2.0
Kaistella,6,0.2745020084478569,0.0867974951752523,10.166666666666666,0,,0,Bacteria,Bacteroidetes,kaistella,GB_GCA_000023725.1,,kaistella,1.0,2.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1631260755350828,-1.0844772539736884,1.6313335389656427,0.32259420569115277,4.0
Kangiella,4,0.3812674135059251,0.2750607923525512,6.75,0,,0,Bacteria,Proteobacteria,kangiella,GB_GCA_003370465.1,,kangiella,2.0,5.0,4.0,0.75,1.5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.476272059564281,0.8850437059064608,0.4827461573841491,0.2568891039650402,3.0
Ketobacter,3,0.0808752589549284,0.0700636207198523,5.666666666666667,0,,0,Bacteria,Proteobacteria,ketobacter,GB_GCA_002471665.1,,ketobacter,2.0,3.5,3.0,0.0,2.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.1565729920145991,-1.0844772539736884,1.6313335389656427,0.1213128884323926,2.0
Klebsiella,35,0.3705052060597815,0.2876714524660805,4.828571428571428,0,,0,Bacteria,Proteobacteria,klebsiella,GB_GCA_002270295.1,,klebsiella,15.0,71.33333333333333,28.866666666666667,0.0798838410298343,3.533333333333333,24.33333333333333,16.733333333333334,0.0,0.0,0.0,0.0,0.0,14.614075268983548,-0.8747000549550318,5.153668175815556,0.3358156889867237,3.0
Kocuria,18,0.3843193526874395,0.2475884698713629,8.277777777777779,0,,0,Bacteria,Actinobacteria,kocuria,GB_GCA_014652975.1,,kocuria,13.0,2.3846153846153846,1.4615384615384617,0.1538461538461538,1.2307692307692308,2.1538461538461537,0.2307692307692307,0.0,0.0,0.0,0.0,0.0,-0.081151955650549,-0.6804729545110939,-0.1357239711597318,0.40419823019688167,3.0
Kordiimonas,13,0.1121033150267244,0.1238622799440967,4.846153846153846,0,,0,Bacteria,Proteobacteria,kordiimonas,GB_GCA_002401685.1,,kordiimonas,3.0,1.3333333333333333,1.3333333333333333,0.5,1.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,-0.3052145500016082,0.2285367192797442,0.0998836968569844,0.13381219108252182,9.0
Kroppenstedtia,3,0.5545362450076117,0.0193847192931907,11.333333333333334,0,,0,Bacteria,Firmicutes,kroppenstedtia,RS_GCF_013282215.1,,kroppenstedtia,1.0,3.0,2.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0500066361647051,-1.0844772539736884,-0.6658412241973445,0.5744535289247122,1.0
Kurthia,3,0.3836922856087932,0.1220800141209718,10.666666666666666,0,,0,Bacteria,Firmicutes,kurthia,GB_GCA_018065935.1,,kurthia,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.3762587872348708,-1.0844772539736884,-0.6658412241973445,0.3575459753458345,2.0
Labrys,7,0.5678426449751254,0.165825799669167,12.428571428571429,0,,0,Bacteria,Proteobacteria,labrys,RS_GCF_001676615.1,,labrys,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3762587872348708,1.5415506925331772,-0.6658412241973445,0.5123531097499157,2.0
Lachnoanaerobaculum,5,0.3397787198478771,0.2358578194407577,6.2,0,,0,Bacteria,Firmicutes,lachnoanaerobaculum,GB_GCA_000209465.1,,lachnoanaerobaculum,2.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.3762587872348708,-1.0844772539736884,-0.6658412241973445,0.4674150042980038,1.0
Lachnoclostridium,30,0.3937030650802521,0.2502485783872296,7.233333333333333,0,,0,Bacteria,Firmicutes,lachnoclostridium,GB_GCA_003526525.1,,lachnoclostridium,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.3762587872348708,1.5415506925331772,-0.6658412241973445,0.3891441782559017,12.0
Lacibacter,3,0.4794249410950825,0.0847422142031932,10.666666666666666,0,,0,Bacteria,Bacteroidetes,lacibacter,GB_GCA_002336115.1,,lacibacter,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3762587872348708,-1.0844772539736884,-0.6658412241973445,0.47942494109508255,3.0
Lacrimispora,27,0.3935472668230004,0.2366090768733327,6.888888888888889,0,,0,Bacteria,Firmicutes,lacrimispora,GB_GCA_000526575.1,,lacrimispora,13.0,1.1538461538461535,1.0769230769230769,0.6153846153846154,1.0769230769230769,0.0,1.0769230769230769,0.0,0.0,0.0,0.0,0.0,-0.3434691392810574,0.5315399438766905,-0.489135473184807,0.4712642075857262,2.0
Lacticaseibacillus,12,0.2688825572028782,0.181490406708514,7.666666666666667,0,,0,Bacteria,Firmicutes,lacticaseibacillus,GB_GCA_022651245.1,,lacticaseibacillus,3.0,2.0,1.3333333333333333,0.0,1.3333333333333333,0.3333333333333333,1.6666666666666667,0.0,0.0,0.0,0.0,0.0,-0.1631260755350828,-1.0844772539736884,0.0998836968569844,0.24002919966175873,7.0
Lactiplantibacillus,3,0.2034426054483961,0.1770234183111156,6.666666666666667,0,,0,Bacteria,Firmicutes,lactiplantibacillus,RS_GCF_000463075.2,,lactiplantibacillus,3.0,4.0,1.6666666666666667,0.0,1.6666666666666667,0.6666666666666666,3.0,0.0,0.0,0.0,0.0,0.0,0.2631393478644931,-1.0844772539736884,0.8656086179113138,0.2879702946248733,1.0
Lactococcus,23,0.2797002748116743,0.1910849564398996,8.478260869565217,0,,0,Bacteria,Firmicutes,lactococcus,GB_GCA_009779335.1,,lactococcus,7.0,1.5714285714285714,1.4285714285714286,0.1428571428571428,1.4285714285714286,0.2857142857142857,1.1428571428571428,0.0,0.0,0.0,0.0,0.0,-0.2544686662635634,-0.7093304044727079,0.3186622457296502,0.29415260930461157,7.0
Lautropia,10,0.4089643561481503,0.2339947725617052,9.4,0,,0,Bacteria,Proteobacteria,lautropia,GB_GCA_013813615.1,,lautropia,2.0,1.0,1.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,-0.3762587872348708,-1.0844772539736884,-0.6658412241973445,0.4686536630690104,2.0
Leadbetterella,8,0.3538103475032134,0.1842367201401055,6.375,0,,0,Bacteria,Bacteroidetes,leadbetterella,GB_GCA_016722655.1,,leadbetterella,3.0,1.3333333333333333,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3052145500016082,1.5415506925331772,-0.6658412241973445,0.43760282183945387,3.0
Leeuwenhoekiella,3,0.1657618802986886,0.1078282029252464,7.333333333333333,0,,0,Bacteria,Bacteroidetes,leeuwenhoekiella,GB_GCA_002708845.1,,leeuwenhoekiella,3.0,1.0,1.0,0.6666666666666666,1.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,-0.3762587872348708,0.6662080436975552,-0.6658412241973445,0.16576188029868869,3.0
Legionella,135,0.5612090937137718,0.2113014509337719,8.451851851851853,0,,0,Bacteria,Proteobacteria,legionella,GB_GCA_002352055.1,,legionella,11.0,1.0909090909090908,1.0909090909090908,0.6363636363636364,1.0909090909090908,0.3636363636363636,0.0,0.0,0.0,0.0,0.0,0.0,-0.3568830861712537,0.5866314392579532,-0.4570071548188912,0.5131420214299988,9.0
Lentilactobacillus,4,0.3547645361860622,0.1323457181625808,9.25,0,,0,Bacteria,Firmicutes,lentilactobacillus,GB_GCA_002418005.1,,lentilactobacillus,10.0,1.1,1.1,0.2,1.1,0.1,1.0,0.0,0.0,0.0,0.0,0.0,-0.354945516064892,-0.5592716646723154,-0.4361237478810455,0.3341178368835026,2.0
Lentimicrobium,9,0.3463855369538705,0.2536546472850944,7.666666666666667,0,,0,Bacteria,Bacteroidetes,lentimicrobium,GB_GCA_001603685.1,,lentimicrobium,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3762587872348708,-1.0844772539736884,-0.6658412241973445,0.27840540955528537,5.0
Lentzea,4,0.4296616291056494,0.2182770187239996,10.0,0,,0,Bacteria,Actinobacteria,lentzea,RS_GCF_000719115.1,,lentzea,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3762587872348708,-1.0844772539736884,-0.6658412241973445,0.6148805262234084,1.0
Leptospira,4,0.675608826157636,0.1450425567241263,8.25,0,,0,Bacteria,Spirochaetes,leptospira,RS_GCF_000243695.2,,leptospira,6.0,1.1666666666666667,1.1666666666666667,0.1666666666666666,1.1666666666666667,0.0,0.1666666666666666,0.0,0.0,0.0,0.0,0.0,-0.3407366686182395,-0.6468059295558778,-0.2829787636701797,0.6064290704835211,3.0
Leptospirillum,6,0.4187937875517313,0.1094960745650572,7.666666666666667,0,,0,Bacteria,Nitrospirae,leptospirillum,GB_GCA_021816465.1,,leptospirillum,1.0,3.0,2.0,0.3333333333333333,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0500066361647051,-0.2091346051380667,1.6313335389656427,0.40085001003306964,5.0
Leucobacter,17,0.4892068069531347,0.1609430587389269,9.0,0,,0,Bacteria,Actinobacteria,leucobacter,GB_GCA_002336855.1,,leucobacter,1.0,2.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1631260755350828,1.5415506925331772,-0.6658412241973445,0.6393939713114634,2.0
Leuconostoc,17,0.2498394162044689,0.1528886480217731,7.529411764705882,0,,0,Bacteria,Firmicutes,leuconostoc,GB_GCA_000166735.2,,leuconostoc,4.0,1.25,1.25,0.0,1.25,0.75,0.25,0.0,0.0,0.0,0.0,0.0,-0.3229756093099238,-1.0844772539736884,-0.0915475334065976,0.352334403068403,4.0
Levilactobacillus,5,0.3745841598563151,0.358877232819011,8.4,0,,0,Bacteria,Firmicutes,levilactobacillus,GB_GCA_003666485.1,,levilactobacillus,5.0,1.4,1.0,0.6,1.0,0.0,1.4,0.0,0.0,0.0,0.0,0.0,-0.2910057025549556,0.4911395139304308,-0.6658412241973445,0.26879725789497794,3.0
Lewinella,17,0.1878954279853558,0.2176795264708863,4.882352941176471,0,,0,Bacteria,Bacteroidetes,lewinella,GB_GCA_003045895.1,,lewinella,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3762587872348708,-1.0844772539736884,-0.6658412241973445,0.1641160658547117,12.0
Ligilactobacillus,22,0.3597637264307804,0.2060180481874792,8.5,0,,0,Bacteria,Firmicutes,ligilactobacillus,GB_GCA_019114385.1,,ligilactobacillus,2.0,2.0,1.0,0.0,1.0,0.5,1.5,0.0,0.0,0.0,0.0,0.0,-0.1631260755350828,-1.0844772539736884,-0.6658412241973445,0.31721411955654244,10.0
Limimaricola,3,0.2826028557498417,0.0652632487299372,8.0,0,,0,Bacteria,Proteobacteria,limimaricola,RS_GCF_000466965.1,,limimaricola,2.0,2.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1631260755350828,1.5415506925331772,1.6313335389656427,0.3348812901772314,1.0
Limnobacter,9,0.2392781885954104,0.198507576894471,6.111111111111111,0,,0,Bacteria,Proteobacteria,limnobacter,GB_GCA_001601825.1,,limnobacter,3.0,11.666666666666666,6.666666666666667,0.1999999999999999,2.0,9.666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,1.897156804229534,-0.5592716646723157,1.6313335389656427,0.520547900668548,2.0
Limosilactobacillus,28,0.3350970520711312,0.2269175741169036,7.571428571428571,0,,0,Bacteria,Firmicutes,limosilactobacillus,GB_GCA_002299975.1,,limosilactobacillus,2.0,1.5,1.0,0.0,1.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,-0.2696924313849768,-1.0844772539736884,-0.6658412241973445,0.3711180458925093,13.0
Liquorilactobacillus,4,0.4394902061292194,0.2452806376017947,9.0,0,,0,Bacteria,Firmicutes,liquorilactobacillus,RS_GCF_000255495.1,,liquorilactobacillus,4.0,1.5,1.0,0.0,1.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,-0.2696924313849768,-1.0844772539736884,-0.6658412241973445,0.3137840552192704,1.0
Listeria,8,0.4969550018731315,0.1291652516763584,6.625,0,,0,Bacteria,Firmicutes,listeria,GB_GCA_000183865.1,,listeria,8.0,11.25,6.0,0.125,2.375,1.25,6.625,0.0,0.0,2.25,0.0,0.0,1.808351507687956,-0.7562237606603304,2.492774075151763,0.4322200416432844,3.0
Loigolactobacillus,4,0.2712744159602001,0.1474194678197394,9.5,0,,0,Bacteria,Firmicutes,loigolactobacillus,RS_GCF_001434575.1,,loigolactobacillus,3.0,3.6666666666666665,1.0,0.3333333333333333,1.0,0.0,3.6666666666666665,0.0,0.0,0.0,0.0,0.0,0.1920951106312304,-0.2091346051380667,-0.6658412241973445,0.2232553767509963,3.0
Luminiphilus,10,0.1262072459657312,0.0948839002879116,7.0,0,,0,Bacteria,Proteobacteria,luminiphilus,GB_GCA_000169115.1,,luminiphilus,5.0,1.2,1.0,0.3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3336322448949132,-0.2966688700216288,-0.6658412241973445,0.14617168418156604,7.0
Luteococcus,5,0.4923234066599263,0.2533251821757066,5.8,0,,0,Bacteria,Actinobacteria,luteococcus,GB_GCA_002387005.1,,luteococcus,2.0,1.0,1.0,0.5,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.3762587872348708,0.2285367192797442,-0.6658412241973445,0.1682951571768523,1.0
Luteolibacter,40,0.4465859957246835,0.2199565106394835,9.35,0,,0,Bacteria,Verrucomicrobia,luteolibacter,GB_GCA_002307065.1,,luteolibacter,6.0,1.0,1.0,0.8333333333333334,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.3762587872348708,1.1038793681153662,-0.6658412241973445,0.45532574769661766,15.0
Lutibacter,18,0.0823509528587905,0.0735681322353405,4.111111111111111,0,,0,Bacteria,Bacteroidetes,lutibacter,GB_GCA_001800975.1,,lutibacter,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3762587872348708,-1.0844772539736884,-0.6658412241973445,0.13714075658275934,5.0
Lutimaribacter,4,0.0913189186494075,0.0703234157278179,4.75,0,,0,Bacteria,Proteobacteria,lutimaribacter,GB_GCA_021767525.1,,lutimaribacter,1.0,2.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1631260755350828,1.5415506925331772,1.6313335389656427,0.0818436346894385,2.0
Lysinibacillus,37,0.5327810865457808,0.2390233877842626,6.594594594594595,0,,0,Bacteria,Firmicutes,lysinibacillus,GB_GCA_001312325.1,,lysinibacillus,16.0,1.75,1.625,0.34375,1.5625,0.4375,1.0625,0.0,0.0,0.0,0.0,0.0,-0.2164092534600298,-0.1817801473619534,0.6263195800818359,0.41438161784991295,4.0
Lysobacter,51,0.5413331321240723,0.1252554879871672,9.901960784313726,0,,0,Bacteria,Proteobacteria,lysobacter,GB_GCA_004322525.1,,lysobacter,13.0,2.230769230769231,2.1538461538461537,0.7692307692307693,1.2307692307692308,0.3846153846153846,0.0,0.0,0.0,0.0,0.0,0.0,-0.1139416036043625,0.9355442433392852,-0.1357239711597318,0.546831056574624,20.0
Macellibacteroides,5,0.483483419272164,0.1719846726237157,7.4,0,,0,Bacteria,Bacteroidetes,macellibacteroides,GB_GCA_018054455.1,,macellibacteroides,2.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.3762587872348708,-1.0844772539736884,-0.6658412241973445,0.4729951020610743,4.0
Macrococcus,4,0.2181801052135527,0.3038936880785715,7.75,0,,0,Bacteria,Firmicutes,macrococcus,GB_GCA_002438305.1,,macrococcus,1.0,2.0,2.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,-0.1631260755350828,-1.0844772539736884,-0.6658412241973445,0.0742440494477279,1.0
Magnetospirillum,12,0.385763110407481,0.2535052493484566,9.75,0,,0,Bacteria,Proteobacteria,magnetospirillum,GB_GCA_001898825.1,,magnetospirillum,5.0,2.0,2.0,0.4666666666666667,1.4,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.1631260755350828,0.1410024543961821,0.2530286810678502,0.37529777508572243,5.0
Malikia,3,0.2400079930012666,0.1025600318136621,7.666666666666667,0,,0,Bacteria,Proteobacteria,malikia,RS_GCF_002980595.1,,malikia,1.0,10.0,7.0,0.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.541935618063221,-1.0844772539736884,-0.6658412241973445,0.19035296100083876,2.0
Maribacter,27,0.135065814518613,0.2004507772324293,4.814814814814815,0,,0,Bacteria,Bacteroidetes,maribacter,GB_GCA_011050675.1,,maribacter,4.0,1.25,1.25,0.75,1.25,0.75,0.0,0.0,0.0,0.0,0.0,0.0,-0.3229756093099238,0.8850437059064608,-0.0915475334065976,0.09837364683915335,14.0
Maricaulis,6,0.1590785914031716,0.1041609362727344,7.0,0,,0,Bacteria,Proteobacteria,maricaulis,GB_GCA_002694345.1,,maricaulis,3.0,2.333333333333333,2.0,0.6666666666666666,1.6666666666666667,1.6666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,-0.0920818383018202,0.6662080436975552,0.8656086179113138,0.12657247804697863,5.0
Mariniblastus,10,0.1071274561983951,0.0632062582347159,6.9,0,,0,Bacteria,Planctomycetes,mariniblastus,GB_GCA_011087765.1,,mariniblastus,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.3762587872348708,1.5415506925331772,-0.6658412241973445,0.06956987418320282,4.0
Marinicella,4,0.1903750926696196,0.1016112625741263,7.25,0,,0,Bacteria,Proteobacteria,marinicella,GB_GCA_008501575.1,,marinicella,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3762587872348708,1.5415506925331772,-0.6658412241973445,0.1944978248659797,2.0
Marinilabilia,4,0.3397596288572407,0.1454006696089706,6.0,0,,0,Bacteria,Bacteroidetes,marinilabilia,GB_GCA_002411085.1,,marinilabilia,2.0,1.0,1.0,0.5,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,-0.3762587872348708,0.2285367192797442,-0.6658412241973445,0.4119408178440822,3.0
Marinimicrobium,10,0.5287350804375998,0.1760009910578361,7.7,0,,0,Bacteria,Proteobacteria,marinimicrobium,RS_GCF_000423345.1,,marinimicrobium,1.0,7.0,3.0,0.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.902537482963857,-1.0844772539736884,1.6313335389656427,0.4657780091126849,7.0
Mariniphaga,6,0.5623555507104214,0.2277742199002775,7.0,0,,0,Bacteria,Bacteroidetes,mariniphaga,GB_GCA_019429205.1,,mariniphaga,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3762587872348708,1.5415506925331772,-0.6658412241973445,0.4413304447340969,4.0
Marinirhabdus,5,0.1374573628332845,0.1251423347652934,5.0,0,,0,Bacteria,Bacteroidetes,marinirhabdus,GB_GCA_002337605.1,,marinirhabdus,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3762587872348708,-1.0844772539736884,-0.6658412241973445,0.3395182645891084,1.0
Marinitoga,5,0.3080181428589431,0.4413797040142882,1.6,0,,0,Bacteria,Thermotogae,marinitoga,RS_GCF_000255135.1,,marinitoga,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3762587872348708,-1.0844772539736884,-0.6658412241973445,0.4770147638214874,2.0
Marinobacter,53,0.3513377770645615,0.2565143123335193,4.113207547169812,0,,0,Bacteria,Proteobacteria,marinobacter,GB_GCA_000831005.1,,marinobacter,26.0,5.653846153846154,3.423076923076923,0.3826173826173826,1.8461538461538465,4.1923076923076925,0.0,0.0,0.0,0.0,0.0,0.0,0.6156280633679887,-0.0797133144011316,1.2779220369405686,0.341626341752227,15.0
Marinobacterium,23,0.2790779708277455,0.2448112626347315,5.3478260869565215,0,,0,Bacteria,Proteobacteria,marinobacterium,GB_GCA_003250495.1,,marinobacterium,3.0,3.333333333333333,3.333333333333333,0.3333333333333333,1.3333333333333333,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1210508733979677,-0.2091346051380667,0.0998836968569844,0.2936049465199854,11.0
Marinomonas,24,0.2373520988659678,0.2009374026229574,6.791666666666667,0,,0,Bacteria,Proteobacteria,marinomonas,GB_GCA_002173415.2,,marinomonas,2.0,3.0,3.0,0.5,1.5,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0500066361647051,0.2285367192797442,0.4827461573841491,0.18487219197113686,18.0
Marinoscillum,8,0.391456107955152,0.1229512204074222,5.875,0,,0,Bacteria,Bacteroidetes,marinoscillum,GB_GCA_002729235.1,,marinoscillum,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3762587872348708,-1.0844772539736884,-0.6658412241973445,0.382360567954988,6.0
Maritimibacter,4,0.2216686073078161,0.119321347661755,7.75,0,,0,Bacteria,Proteobacteria,maritimibacter,GB_GCA_001626765.1,,maritimibacter,3.0,2.0,2.0,0.6666666666666666,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1631260755350828,0.6662080436975552,1.6313335389656427,0.1553059452507701,1.0
Marivita,3,0.0398381997673891,0.0415054338954263,4.666666666666667,0,,0,Bacteria,Proteobacteria,marivita,GB_GCA_003149565.1,,marivita,2.0,2.0,2.0,0.5,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1631260755350828,0.2285367192797442,1.6313335389656427,0.0828308650955009,1.0
Megamonas,6,0.1551333131946018,0.1602185282479837,7.166666666666667,0,,0,Bacteria,Firmicutes,megamonas,GB_GCA_002314325.1,,megamonas,1.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1631260755350828,-1.0844772539736884,-0.6658412241973445,0.21590152019211598,3.0
Megasphaera,18,0.2387671855796627,0.2208466038820182,6.833333333333333,0,,0,Bacteria,Firmicutes,megasphaera,GB_GCA_002319965.1,,megasphaera,8.0,1.5,1.0,0.5625,1.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,-0.2696924313849768,0.3926634659364234,-0.6658412241973445,0.24485413753532467,10.0
Meiothermus,10,0.3654053942076286,0.1728481851071357,7.2,0,,0,Bacteria,Deinococcus-Thermus,meiothermus,GB_GCA_000482765.1,,meiothermus,4.0,1.5,1.25,0.625,1.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,-0.2696924313849768,0.5567902125931025,-0.0915475334065976,0.4020537341445471,8.0
Mesobacillus,14,0.4708763509155816,0.1480801392356282,8.928571428571429,0,,0,Bacteria,Firmicutes,mesobacillus,GB_GCA_003457145.1,,mesobacillus,6.0,1.8333333333333333,1.6666666666666667,0.5833333333333334,1.3333333333333333,0.6666666666666666,0.8333333333333334,0.0,0.0,0.0,0.0,0.0,-0.1986481941517142,0.4473723814886499,0.0998836968569844,0.5998389995912748,2.0
Mesonia,7,0.3294177300467883,0.3250314731546749,5.857142857142857,0,,0,Bacteria,Bacteroidetes,mesonia,GB_GCA_012964435.1,,mesonia,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3762587872348708,-1.0844772539736884,-0.6658412241973445,0.16084158762562134,5.0
