genus	env_class	source	n_present	n_class	prevalence	mean_relab	mean_present	max_relab	n_compounds	pathways
Achromobacter	periphyton	NMDC	449	472	0.951271186440678	0.0003106852732091657	0.0003266001090305706	0.00417524962283107	3	Alkaloids,Shikimates and Phenylpropanoids
Achromobacter	soil	NMDC	983	2260	0.43495575221238936	8.736482747119343e-05	0.00020085911504058712	0.0013933359205403615	3	Alkaloids,Shikimates and Phenylpropanoids
Achromobacter	marine	PlanetMicrobe	43	302	0.1423841059602649	8.651894016958985e-05	8.651894016958985e-05	0.01384347	3	Alkaloids,Shikimates and Phenylpropanoids
Achromobacter	freshwater	NMDC	77	723	0.10650069156293222	3.8995469231867095e-05	0.00036615226304727153	0.003879338872396573	3	Alkaloids,Shikimates and Phenylpropanoids
Achromobacter	plant	NMDC	19	119	0.15966386554621848	3.427806152725545e-05	0.0002146889116707052	0.0014589028321719604	3	Alkaloids,Shikimates and Phenylpropanoids
Acidovorax	marine	PlanetMicrobe	119	302	0.39403973509933776	0.0023702417128590382	0.0023702417128590382	0.19561119999999999	5	Alkaloids,Shikimates and Phenylpropanoids
Acidovorax	periphyton	NMDC	451	472	0.9555084745762712	0.0020116009678541164	0.0021052675317675008	0.015977426038397864	5	Alkaloids,Shikimates and Phenylpropanoids
Acidovorax	freshwater	NMDC	86	723	0.11894882434301521	0.0001313925323842667	0.001104613964114242	0.007444950158772072	5	Alkaloids,Shikimates and Phenylpropanoids
Acidovorax	soil	NMDC	988	2260	0.43716814159292033	0.0001120361027679598	0.00025627691523845056	0.004866427645049939	5	Alkaloids,Shikimates and Phenylpropanoids
Acidovorax	plant	NMDC	19	119	0.15966386554621848	9.037762913168576e-05	0.0005660493614037161	0.0022632272544521673	5	Alkaloids,Shikimates and Phenylpropanoids
Afipia	soil	NMDC	1021	2260	0.4517699115044248	0.0013673782228443947	0.003026713793955271	0.02401619704731975	1	Alkaloids
Afipia	periphyton	NMDC	423	472	0.8961864406779662	0.0002745828004650928	0.000306390264348756	0.010805091157912412	1	Alkaloids
Afipia	plant	NMDC	19	119	0.15966386554621848	0.00019033166460860824	0.0011920772678118096	0.0038702819917176305	1	Alkaloids
Afipia	freshwater	NMDC	71	723	0.09820193637621023	5.008798438495056e-05	0.0005100508832439331	0.0021426822382702277	1	Alkaloids
Alcaligenes	periphyton	NMDC	374	472	0.7923728813559322	5.635659105997207e-05	7.112382615055299e-05	0.004456958010974862	3	Alkaloids,Shikimates and Phenylpropanoids
Alcaligenes	freshwater	NMDC	64	723	0.08852005532503458	1.9699813041908073e-05	0.00022254632545780527	0.006722708192478313	3	Alkaloids,Shikimates and Phenylpropanoids
Alcaligenes	marine	PlanetMicrobe	24	302	0.07947019867549669	1.848616355970188e-05	1.848616355970188e-05	0.00307493	3	Alkaloids,Shikimates and Phenylpropanoids
Alcaligenes	soil	NMDC	701	2260	0.3101769911504425	7.350350847325071e-06	2.3697279479250588e-05	0.0018582420670175408	3	Alkaloids,Shikimates and Phenylpropanoids
Alcaligenes	plant	NMDC	16	119	0.13445378151260504	9.797673578471591e-07	7.287019723988246e-06	1.895815582282855e-05	3	Alkaloids,Shikimates and Phenylpropanoids
Alteromonas	marine	PlanetMicrobe	240	302	0.7947019867549668	0.048279429408800374	0.048279429408800374	1.0	1	Shikimates and Phenylpropanoids
Alteromonas	periphyton	NMDC	420	472	0.8898305084745762	5.326352612210278e-05	5.985805792769646e-05	0.0004654997702705903	1	Shikimates and Phenylpropanoids
Alteromonas	soil	NMDC	895	2260	0.39601769911504425	2.306384908170188e-05	5.823944013926955e-05	0.0025114648442865067	1	Shikimates and Phenylpropanoids
Alteromonas	freshwater	NMDC	73	723	0.10096818810511757	9.517279928102552e-06	9.426018339750884e-05	0.0014951148637838431	1	Shikimates and Phenylpropanoids
Alteromonas	plant	NMDC	19	119	0.15966386554621848	4.327693724019868e-06	2.7105029113598118e-05	0.00010532886747726239	1	Shikimates and Phenylpropanoids
Aminobacter	periphyton	NMDC	428	472	0.9067796610169492	0.00020418876775496125	0.00022518013640266754	0.003988892182480822	1	Shikimates and Phenylpropanoids
Aminobacter	soil	NMDC	950	2260	0.42035398230088494	6.335537508822703e-05	0.0001507191028414664	0.0025389831505776613	1	Shikimates and Phenylpropanoids
Aminobacter	plant	NMDC	19	119	0.15966386554621848	1.5356225588732556e-05	9.617846552943022e-05	0.00031443728986205855	1	Shikimates and Phenylpropanoids
Aminobacter	freshwater	NMDC	67	723	0.09266943291839558	1.136430417976855e-05	0.0001226327152533233	0.0006097105705540904	1	Shikimates and Phenylpropanoids
Aminobacter	marine	PlanetMicrobe	9	302	0.029801324503311258	4.669020134264638e-06	4.669020134264638e-06	0.000376237	1	Shikimates and Phenylpropanoids
Arthrobacter	soil	NMDC	1025	2260	0.45353982300884954	0.0006430333086954625	0.0014178100269773126	0.025247300537109375	2	Shikimates and Phenylpropanoids
Arthrobacter	periphyton	NMDC	434	472	0.9194915254237288	0.00022199661823796694	0.00024143411015742025	0.002347981583749094	2	Shikimates and Phenylpropanoids
Arthrobacter	freshwater	NMDC	77	723	0.10650069156293222	8.63394195227543e-05	0.000810693510583784	0.0029556606358720878	2	Shikimates and Phenylpropanoids
Arthrobacter	plant	NMDC	19	119	0.15966386554621848	6.150887965055833e-05	0.0003852398251798128	0.0016078813676597482	2	Shikimates and Phenylpropanoids
Arthrobacter	marine	PlanetMicrobe	37	302	0.12251655629139073	5.213618628729814e-05	5.213618628729814e-05	0.00657562	2	Shikimates and Phenylpropanoids
Asticcacaulis	periphyton	NMDC	425	472	0.9004237288135594	0.00013635236227007793	0.00015143132939171008	0.004891880518411245	1	Shikimates and Phenylpropanoids
Asticcacaulis	soil	NMDC	944	2260	0.4176991150442478	6.116581909756855e-05	0.00014643511775477218	0.004182738760819338	1	Shikimates and Phenylpropanoids
Asticcacaulis	plant	NMDC	19	119	0.15966386554621848	2.269178329780273e-05	0.0001421222217072908	0.0007665613147606096	1	Shikimates and Phenylpropanoids
Asticcacaulis	freshwater	NMDC	72	723	0.0995850622406639	1.5059807612162654e-05	0.00015122556810546667	0.004761260225427033	1	Shikimates and Phenylpropanoids
Asticcacaulis	marine	PlanetMicrobe	8	302	0.026490066225165563	3.340531227403661e-16	3.340531227403661e-16	5.10367e-14	1	Shikimates and Phenylpropanoids
Azonexus	periphyton	NMDC	423	472	0.8961864406779662	0.00014738003283770943	0.00016445242434846066	0.0033491223562758235	1	Shikimates and Phenylpropanoids
Azonexus	soil	NMDC	843	2260	0.3730088495575221	2.619821794280079e-05	7.023484288342798e-05	0.0027848780761137795	1	Shikimates and Phenylpropanoids
Azonexus	freshwater	NMDC	70	723	0.09681881051175657	1.40447903217516e-05	0.0001450626200375201	0.0020235989669983912	1	Shikimates and Phenylpropanoids
Azonexus	plant	NMDC	18	119	0.15126050420168066	4.773721875893952e-06	3.155960573507668e-05	0.00013511557007347185	1	Shikimates and Phenylpropanoids
Bacillus	marine	PlanetMicrobe	57	302	0.18874172185430463	0.00017763246207969945	0.00017763246207969945	0.019862266200000242	2	Shikimates and Phenylpropanoids
Bernardetia	periphyton	NMDC	333	472	0.7055084745762712	2.920247913402531e-05	4.139210255633618e-05	0.0004023161845189195	1	Shikimates and Phenylpropanoids
Bernardetia	marine	PlanetMicrobe	8	302	0.026490066225165563	5.104155813953489e-06	5.104155813953489e-06	0.000789753	1	Shikimates and Phenylpropanoids
Bernardetia	freshwater	NMDC	48	723	0.06639004149377593	1.414258083272468e-06	2.130226237929155e-05	0.00015644030763807453	1	Shikimates and Phenylpropanoids
Bernardetia	soil	NMDC	384	2260	0.16991150442477876	1.2381711928611032e-06	7.287153374651284e-06	0.0003917698668357566	1	Shikimates and Phenylpropanoids
Bernardetia	plant	NMDC	12	119	0.10084033613445378	2.4875960629824513e-07	2.466866095790931e-06	6.3375744561230025e-06	1	Shikimates and Phenylpropanoids
Bosea	marine	PlanetMicrobe	23	302	0.076158940397351	3.072773645555198e-05	3.072773645555198e-05	0.00428046	3	Shikimates and Phenylpropanoids
Brevundimonas	marine	PlanetMicrobe	76	302	0.25165562913907286	0.001344550091073702	0.001344550091073702	0.0780316	1	Shikimates and Phenylpropanoids
Brevundimonas	periphyton	NMDC	437	472	0.9258474576271186	0.00033664783156552285	0.0003636104725375899	0.031204648300771614	1	Shikimates and Phenylpropanoids
Brevundimonas	soil	NMDC	985	2260	0.4358407079646018	9.550274994321513e-05	0.00021912306078341747	0.004058035153277806	1	Shikimates and Phenylpropanoids
Brevundimonas	freshwater	NMDC	75	723	0.1037344398340249	2.3377772854120535e-05	0.00022536173031372195	0.001038379968548265	1	Shikimates and Phenylpropanoids
Brevundimonas	plant	NMDC	19	119	0.15966386554621848	2.2957576854694255e-05	0.0001437869287215061	0.0004661579771660182	1	Shikimates and Phenylpropanoids
Burkholderia	periphyton	NMDC	455	472	0.9639830508474576	0.001168090293801242	0.0012117332278553544	0.02521202394225003	4	Alkaloids,Shikimates and Phenylpropanoids
Burkholderia	marine	PlanetMicrobe	104	302	0.3443708609271523	0.0008621462660556343	0.0008621462660556343	0.1854682	4	Alkaloids,Shikimates and Phenylpropanoids
Burkholderia	soil	NMDC	1039	2260	0.4597345132743363	0.000657718434577102	0.0014306483754997598	0.056124906688475834	4	Alkaloids,Shikimates and Phenylpropanoids
Burkholderia	freshwater	NMDC	85	723	0.11756569847856155	0.00031522775926477725	0.002681290234687458	0.09924386637027502	4	Alkaloids,Shikimates and Phenylpropanoids
Burkholderia	plant	NMDC	19	119	0.15966386554621848	8.065081795074892e-05	0.0005051288071652168	0.0013598882290600045	4	Alkaloids,Shikimates and Phenylpropanoids
Caballeronia	soil	NMDC	1033	2260	0.4570796460176991	0.00046469753037858504	0.0010166664265785113	0.009875407855008988	3	Alkaloids,Shikimates and Phenylpropanoids
Caballeronia	periphyton	NMDC	443	472	0.9385593220338984	0.0004346713200003034	0.0004631261016707521	0.02249173639401876	3	Alkaloids,Shikimates and Phenylpropanoids
Caballeronia	freshwater	NMDC	76	723	0.10511756569847856	5.219512864818895e-05	0.0004965405001663238	0.0020009192675703087	3	Alkaloids,Shikimates and Phenylpropanoids
Caballeronia	plant	NMDC	19	119	0.15966386554621848	2.8793421673889857e-05	0.00018033774627331016	0.0005680878005385157	3	Alkaloids,Shikimates and Phenylpropanoids
Calidifontibacillus	soil	NMDC	568	2260	0.2513274336283186	3.359663034410125e-06	1.3367673341138878e-05	0.00019561155688147452	1	Shikimates and Phenylpropanoids
Calidifontibacillus	periphyton	NMDC	132	472	0.2796610169491525	1.9013816179243478e-06	6.798879724699183e-06	8.396342484564737e-05	1	Shikimates and Phenylpropanoids
Calidifontibacillus	freshwater	NMDC	43	723	0.059474412171507604	1.3132742014012324e-06	2.2081331339839325e-05	0.00010335258515348573	1	Shikimates and Phenylpropanoids
Calidifontibacillus	plant	NMDC	11	119	0.09243697478991597	3.1993803866616714e-07	3.461147872843081e-06	1.2168739651534142e-05	1	Shikimates and Phenylpropanoids
Candidimonas	periphyton	NMDC	411	472	0.8707627118644068	5.935236604796087e-05	6.816135468281637e-05	0.0004928543366760749	1	Shikimates and Phenylpropanoids
Candidimonas	soil	NMDC	907	2260	0.4013274336283186	3.832590284120239e-05	9.549783949406549e-05	0.006152332518780233	1	Shikimates and Phenylpropanoids
Candidimonas	freshwater	NMDC	72	723	0.0995850622406639	1.2397723994181728e-05	0.0001244938117749082	0.0004883640130831793	1	Shikimates and Phenylpropanoids
Candidimonas	plant	NMDC	19	119	0.15966386554621848	6.3743637976721615e-06	3.992364694331512e-05	0.00013821691488327166	1	Shikimates and Phenylpropanoids
Castellaniella	marine	PlanetMicrobe	7	302	0.023178807947019868	0.00014231914249147637	0.00014231914249147637	0.0394548	1	Shikimates and Phenylpropanoids
Castellaniella	periphyton	NMDC	360	472	0.7627118644067796	1.8261282190137133e-05	2.3942569982624242e-05	0.00015766459686435296	1	Shikimates and Phenylpropanoids
Castellaniella	soil	NMDC	743	2260	0.32876106194690263	8.251295302737998e-06	2.5098152603213827e-05	0.001112670655954353	1	Shikimates and Phenylpropanoids
Castellaniella	freshwater	NMDC	57	723	0.07883817427385892	2.427787288484202e-06	3.079456508024699e-05	9.90481410493063e-05	1	Shikimates and Phenylpropanoids
Castellaniella	plant	NMDC	16	119	0.13445378151260504	9.474602369004901e-07	7.046735511947396e-06	2.3648906492719356e-05	1	Shikimates and Phenylpropanoids
Caulobacter	periphyton	NMDC	445	472	0.9427966101694916	0.0006237187936065859	0.0006615624058029406	0.008350369099851714	3	Alkaloids,Shikimates and Phenylpropanoids
Caulobacter	soil	NMDC	1021	2260	0.4517699115044248	0.0005600800001153587	0.001239746131499227	0.01890447194319746	3	Alkaloids,Shikimates and Phenylpropanoids
Caulobacter	plant	NMDC	19	119	0.15966386554621848	0.00047838910987912074	0.0029962265302955456	0.015176279698981264	3	Alkaloids,Shikimates and Phenylpropanoids
Caulobacter	freshwater	NMDC	82	723	0.11341632088520055	0.00017488629859177448	0.001541985291242109	0.06319127425250126	3	Alkaloids,Shikimates and Phenylpropanoids
Caulobacter	marine	PlanetMicrobe	47	302	0.15562913907284767	0.00015823084346937378	0.00015823084346937378	0.01227148	3	Alkaloids,Shikimates and Phenylpropanoids
Cellvibrio	periphyton	NMDC	432	472	0.9152542372881356	0.00035142638002450644	0.0003839658596564052	0.01803627144053305	1	Shikimates and Phenylpropanoids
Cellvibrio	freshwater	NMDC	80	723	0.11065006915629322	0.00015248314551915225	0.0013780664276293385	0.02289947350727562	1	Shikimates and Phenylpropanoids
Cellvibrio	marine	PlanetMicrobe	28	302	0.09271523178807947	3.694313758474053e-05	3.694313758474053e-05	0.00366526	1	Shikimates and Phenylpropanoids
Cellvibrio	soil	NMDC	919	2260	0.4066371681415929	3.330924463977953e-05	8.191392044167763e-05	0.0021789658028232295	1	Shikimates and Phenylpropanoids
Cellvibrio	plant	NMDC	19	119	0.15966386554621848	7.632331573007344e-06	4.7802497746730206e-05	0.00018469684046187878	1	Shikimates and Phenylpropanoids
Chitinophaga	periphyton	NMDC	449	472	0.951271186440678	0.0012030355475057964	0.001264660976442619	0.008520570463057126	1	Shikimates and Phenylpropanoids
Chitinophaga	soil	NMDC	1005	2260	0.4446902654867257	0.00020331662293622408	0.000457209520234693	0.011346979113098957	1	Shikimates and Phenylpropanoids
Chitinophaga	plant	NMDC	19	119	0.15966386554621848	0.00011612266997406938	0.0007272946172060135	0.005389411212886989	1	Shikimates and Phenylpropanoids
Chitinophaga	freshwater	NMDC	83	723	0.11479944674965421	8.620305712549307e-05	0.000750901328936524	0.00361390759208807	1	Shikimates and Phenylpropanoids
Chitinophaga	marine	PlanetMicrobe	3	302	0.009933774834437087	1.6619577881756756e-15	1.6619577881756756e-15	4.88309e-13	1	Shikimates and Phenylpropanoids
Citrobacter	marine	PlanetMicrobe	54	302	0.17880794701986755	8.497187734738181e-05	8.497187734738181e-05	0.00836929	1	Shikimates and Phenylpropanoids
Citrobacter	periphyton	NMDC	376	472	0.7966101694915254	4.9239910983160015e-05	6.18118031490732e-05	0.003557916064657321	1	Shikimates and Phenylpropanoids
Citrobacter	soil	NMDC	721	2260	0.31902654867256636	8.23892085066945e-06	2.582518879682796e-05	0.0009499636245543856	1	Shikimates and Phenylpropanoids
Citrobacter	freshwater	NMDC	65	723	0.08990318118948824	3.5898768485434767e-06	3.993047633072206e-05	0.00017493578019046446	1	Shikimates and Phenylpropanoids
Citrobacter	plant	NMDC	18	119	0.15126050420168066	1.0602983539383089e-06	7.009750228814375e-06	2.243608204953482e-05	1	Shikimates and Phenylpropanoids
Collimonas	periphyton	NMDC	441	472	0.934322033898305	0.00033830968684981147	0.000362091093408415	0.017070392275770396	3	Shikimates and Phenylpropanoids
Collimonas	soil	NMDC	978	2260	0.4327433628318584	0.00012749188987766838	0.0002946131606580067	0.007438043934416928	3	Shikimates and Phenylpropanoids
Collimonas	marine	PlanetMicrobe	23	302	0.076158940397351	2.148556900021801e-05	2.148556900021801e-05	0.00164911	3	Shikimates and Phenylpropanoids
Collimonas	freshwater	NMDC	72	723	0.0995850622406639	1.783865488210966e-05	0.00017912982610785117	0.0006085441286779669	3	Shikimates and Phenylpropanoids
Collimonas	plant	NMDC	19	119	0.15966386554621848	1.6999448510743e-05	0.00010647023014623248	0.00026328702145321	3	Shikimates and Phenylpropanoids
Comamonas	periphyton	NMDC	444	472	0.940677966101695	0.0004505722877425961	0.00047898675633897597	0.00387132866658927	3	Alkaloids,Shikimates and Phenylpropanoids
Comamonas	marine	PlanetMicrobe	68	302	0.2251655629139073	0.00020676481860053094	0.00020676481860053094	0.0190726	3	Alkaloids,Shikimates and Phenylpropanoids
Comamonas	freshwater	NMDC	82	723	0.11341632088520055	5.342416055771026e-05	0.0004710447327222502	0.002886476187305311	3	Alkaloids,Shikimates and Phenylpropanoids
Comamonas	soil	NMDC	938	2260	0.4150442477876106	4.291724834393041e-05	0.00010340403119113297	0.00251821338307535	3	Alkaloids,Shikimates and Phenylpropanoids
