orgId	locusId	sysName	geneName	desc	set1IT067 CPG	set1IT068 M63_quarter_strength	set1IT071 CPG	set1IT072 M63_quarter_strength	set2IT036 CPG	set2IT037 M63_quarter_strength
RalstoniaUW163	UW163_RS14710	UW163_RS14710		hypothetical protein	1.210	0.182	0.378	1.739	-0.051	0.466
RalstoniaUW163	UW163_RS14715	UW163_RS14715		DUF1800 domain-containing protein	0.049	-0.639	-0.213	-0.097	1.097	0.653
RalstoniaUW163	UW163_RS14730	UW163_RS14730		two-component sensor histidine kinase	1.459	1.326	-0.299	-1.297	0.633	-1.898
RalstoniaUW163	UW163_RS14735	UW163_RS14735		peroxiredoxin	0.346	-1.569	-1.770	-0.480	-1.309	-1.128
RalstoniaUW163	UW163_RS14740	UW163_RS14740		carboxymuconolactone decarboxylase family protein	-0.174	0.599	0.048	1.073	0.549	-2.296
RalstoniaUW163	UW163_RS14755	UW163_RS14755		transcription-repair coupling factor	-1.015	2.578	-1.018	0.594	-1.924	-0.025
RalstoniaUW163	UW163_RS14760	UW163_RS14760		acetylornithine deacetylase	1.402	1.304	0.791	2.404	0.816	-0.578
RalstoniaUW163	UW163_RS14770	UW163_RS14770		hypothetical protein	0.709	1.799	0.026	1.166	0.871	0.788
RalstoniaUW163	UW163_RS14775	UW163_RS14775		cystathionine beta-lyase	1.502	1.513	0.103	0.033	-0.193	-0.703
RalstoniaUW163	UW163_RS14780	UW163_RS14780		hypothetical protein	-0.581	-0.742	-0.830	-1.127	0.576	0.588
RalstoniaUW163	UW163_RS14785	UW163_RS14785		acetyl-CoA C-acyltransferase	-0.171	0.110	1.133	1.455	0.076	0.542
RalstoniaUW163	UW163_RS14790	UW163_RS14790		30S ribosomal protein S12 methylthiotransferase RimO	-0.747	-1.076	-0.726	0.048	0.002	0.511
RalstoniaUW163	UW163_RS14795	UW163_RS14795		dihydrouridine synthase	-0.246	1.176	0.240	-0.740	0.475	0.110
RalstoniaUW163	UW163_RS14800	UW163_RS14800		polyhydroxyalkanoate synthesis repressor PhaR	0.371	-4.292	0.790	-3.345	1.213	-5.384
RalstoniaUW163	UW163_RS14805	UW163_RS14805		beta-ketoacyl-ACP reductase	-3.527	-2.072	-3.113	-1.743	-2.813	-1.334
RalstoniaUW163	UW163_RS14810	UW163_RS14810		acetyl-CoA C-acetyltransferase	0.671	-0.484	1.235	0.768	-0.327	0.561
RalstoniaUW163	UW163_RS14815	UW163_RS14815		class I poly(R)-hydroxyalkanoic acid synthase	-8.624	-6.362	-5.943	-5.201	-5.352	-3.581
RalstoniaUW163	UW163_RS14820	UW163_RS14820		hypothetical protein	-1.632	-0.697	1.146	-1.015	1.299	-0.030
RalstoniaUW163	UW163_RS14825	UW163_RS14825		peptidoglycan editing factor PgeF	1.560	2.144	-0.829	0.511	0.660	1.330
RalstoniaUW163	UW163_RS14830	UW163_RS14830		RluA family pseudouridine synthase	-0.383	-1.017	1.087	-1.234	1.641	-0.564
RalstoniaUW163	UW163_RS14840	UW163_RS14840		ATP-dependent DNA helicase	1.141	-0.183	-0.872	0.432	0.502	0.697
RalstoniaUW163	UW163_RS14845	UW163_RS14845		DUF465 domain-containing protein	0.485	0.026	0.807	-1.046	3.102	0.147
RalstoniaUW163	UW163_RS14850	UW163_RS14850		hypothetical protein	0.584	-0.889	-0.400	0.404	-0.949	-1.561
RalstoniaUW163	UW163_RS14860	UW163_RS14860		hypothetical protein	0.369	1.738	0.125	0.154	-0.776	-1.060
RalstoniaUW163	UW163_RS14865	UW163_RS14865		hypothetical protein	1.256	0.475	-0.241	0.196	0.580	1.720
RalstoniaUW163	UW163_RS14890	UW163_RS14890		ADP-ribose pyrophosphatase	1.353	1.956	0.425	-0.056	1.513	0.997
RalstoniaUW163	UW163_RS14895	UW163_RS14895		leucyl/phenylalanyl-tRNA--protein transferase	1.892	1.136	1.209	0.466	1.172	1.359
RalstoniaUW163	UW163_RS14900	UW163_RS14900		arginyltransferase	1.683	0.052	-0.422	0.235	0.902	-0.172
RalstoniaUW163	UW163_RS14905	UW163_RS14905		NINE protein	-0.540	0.089	-0.240	-0.564	0.864	1.192
RalstoniaUW163	UW163_RS14915	UW163_RS14915		iron-sulfur cluster-binding protein	1.237	0.569	0.053	-1.367	1.205	1.491
RalstoniaUW163	UW163_RS14920	UW163_RS14920		(Fe-S)-binding protein	-1.389	0.469	-1.429	-0.091	0.752	-1.121
RalstoniaUW163	UW163_RS14925	UW163_RS14925		IclR family transcriptional regulator	-1.129	-3.354	-1.389	-1.700	0.217	0.662
RalstoniaUW163	UW163_RS14930	UW163_RS14930		D-alanyl-D-alanine endopeptidase	-1.661	-1.265	0.311	-1.309	-0.968	-2.156
RalstoniaUW163	UW163_RS14935	UW163_RS14935		nitroreductase	0.214	1.156	-0.925	0.133	-0.658	1.096
RalstoniaUW163	UW163_RS14940	UW163_RS14940		acyl-CoA thioesterase	0.734	0.629	-0.752	0.505	-0.600	-0.403
RalstoniaUW163	UW163_RS14945	UW163_RS14945		EamA/RhaT family transporter	1.782	1.856	0.931	0.069	1.572	1.317
RalstoniaUW163	UW163_RS14950	UW163_RS14950		histone deacetylase	1.193	0.793	0.774	2.279	0.051	2.325
RalstoniaUW163	UW163_RS14955	UW163_RS14955		phasin; polyhydroxyalkanoate synthesis and granule formation regulator/factor	2.777	1.558	1.563	0.308	2.371	1.095
RalstoniaUW163	UW163_RS14960	UW163_RS14960		hypothetical protein	1.542	1.708	2.238	1.224	0.069	-1.583
RalstoniaUW163	UW163_RS14970	UW163_RS14970		MFS transporter	0.283	1.030	-2.700	-0.631	-0.075	0.999
RalstoniaUW163	UW163_RS14985	UW163_RS14985		PAS domain-containing sensor histidine kinase	-0.931	-5.611	-2.546	-5.426	-1.776	-6.399
RalstoniaUW163	UW163_RS15000	UW163_RS15000		oligopeptidase A	0.105	3.015	1.600	1.561	-0.581	1.177
RalstoniaUW163	UW163_RS15005	UW163_RS15005		cytosine deaminase	0.029	2.102	1.211	0.374	1.972	2.263
RalstoniaUW163	UW163_RS15010	UW163_RS15010		exodeoxyribonuclease III	-1.646	-0.330	-1.898	-0.824	-1.502	0.777
RalstoniaUW163	UW163_RS15015	UW163_RS15015		homoprotocatechuate degradation operon regulator HpaR	0.267	-1.666	-1.725	0.669	0.571	-1.148
RalstoniaUW163	UW163_RS15020	UW163_RS15020		4-hydroxy-2-oxoheptanedioate aldolase	0.509	0.406	-0.329	-0.743	-0.084	0.945
RalstoniaUW163	UW163_RS15030	UW163_RS15030		DUF1223 domain-containing protein	2.379	-0.432	0.582	1.978	0.420	0.838
RalstoniaUW163	UW163_RS15035	UW163_RS15035		amino acid permease	0.849	1.012	-0.235	0.603	0.679	2.146
RalstoniaUW163	UW163_RS15040	UW163_RS15040		DNA polymerase IV	0.167	-0.632	-0.463	0.344	-0.060	1.020
RalstoniaUW163	UW163_RS15045	UW163_RS15045		hypothetical protein	0.780	0.187	-0.169	1.187	-0.001	0.434
RalstoniaUW163	UW163_RS15050	UW163_RS15050		aldose epimerase	-0.467	-1.230	-0.594	-1.120	0.160	-1.354
RalstoniaUW163	UW163_RS15055	UW163_RS15055		carboxymuconolactone decarboxylase family protein	-0.290	-0.027	-0.631	-0.010	-0.040	-0.056
RalstoniaUW163	UW163_RS15060	UW163_RS15060		AraC family transcriptional regulator	-1.041	-0.337	-0.833	0.520	1.767	2.293
RalstoniaUW163	UW163_RS15070	UW163_RS15070		MerR family transcriptional regulator	-0.966	-0.975	0.236	-0.361	0.346	-0.152
RalstoniaUW163	UW163_RS15115	UW163_RS15115		bifunctional (p)ppGpp synthetase/guanosine-3',5'-bis(diphosphate) 3'-pyrophosphohydrolase	3.147	4.762	3.113	3.410	2.842	3.584
RalstoniaUW163	UW163_RS15120	UW163_RS15120		RidA family protein	0.756	0.820	0.913	0.521	-0.714	-1.180
RalstoniaUW163	UW163_RS15125	UW163_RS15125		alpha/beta hydrolase	0.245	0.267	2.486	0.621	1.933	1.462
RalstoniaUW163	UW163_RS15130	UW163_RS15130		3-hydroxybutyrate dehydrogenase	1.212	-1.054	1.510	1.149	-0.417	0.263
RalstoniaUW163	UW163_RS15140	UW163_RS15140		CoA transferase subunit A	0.012	-2.800	-0.707	-0.318	-0.906	-2.713
RalstoniaUW163	UW163_RS15145	UW163_RS15145		LuxR family transcriptional regulator	-0.619	0.403	-0.394	1.129	-0.481	-0.444
RalstoniaUW163	UW163_RS15150	UW163_RS15150		NAD(P)-dependent oxidoreductase	-0.361	-0.898	-0.230	-0.333	0.108	-0.564
RalstoniaUW163	UW163_RS15160	UW163_RS15160		chorismate synthase	0.658	-4.758	-0.664	-6.148	-0.739	-7.366
RalstoniaUW163	UW163_RS15165	UW163_RS15165		peptidylprolyl isomerase	-1.170	-0.153	-1.102	-0.804	-0.557	-0.261
RalstoniaUW163	UW163_RS15170	UW163_RS15170		MFS transporter	0.482	-0.345	-0.450	0.140	-0.482	-0.282
RalstoniaUW163	UW163_RS15175	UW163_RS15175		CBS domain-containing protein	0.507	0.588	0.257	0.196	0.594	-0.205
RalstoniaUW163	UW163_RS15180	UW163_RS15180		O-acetylhomoserine aminocarboxypropyltransferase	-0.859	-0.668	-1.406	-1.377	-0.241	0.284
RalstoniaUW163	UW163_RS15185	UW163_RS15185		alpha/beta hydrolase	-0.120	0.441	0.337	-0.515	-1.001	-1.153
RalstoniaUW163	UW163_RS15190	UW163_RS15190		DUF962 domain-containing protein	-0.086	2.351	1.769	0.694	-0.498	-0.123
RalstoniaUW163	UW163_RS15195	UW163_RS15195		membrane protein	0.556	2.444	0.332	-0.057	0.201	0.726
RalstoniaUW163	UW163_RS15200	UW163_RS15200		NAD(P)H:quinone oxidoreductase	-0.219	0.377	-0.252	0.710	0.693	1.308
RalstoniaUW163	UW163_RS15205	UW163_RS15205		DUF2069 domain-containing protein	-0.937	-0.861	0.975	-0.496	0.013	-0.544
RalstoniaUW163	UW163_RS15210	UW163_RS15210		FAD-binding oxidoreductase	0.011	-1.066	1.007	-1.098	0.994	1.373
RalstoniaUW163	UW163_RS15215	UW163_RS15215		hypothetical protein	-0.221	0.306	0.978	1.962	1.305	1.020
RalstoniaUW163	UW163_RS15225	UW163_RS15225		hypothetical protein	0.329	1.355	0.474	0.342	-1.675	-1.627
RalstoniaUW163	UW163_RS15250	UW163_RS15250		hypothetical protein	0.073	0.773	-0.016	-0.733	-0.398	-0.324
RalstoniaUW163	UW163_RS15255	UW163_RS15255		TetR/AcrR family transcriptional regulator	0.275	-2.102	-0.731	-2.311	0.586	-2.184
RalstoniaUW163	UW163_RS15260	UW163_RS15260		outer membrane chanel lipoprotein	0.327	-0.311	-0.299	0.661	0.254	-1.202
RalstoniaUW163	UW163_RS15265	UW163_RS15265		efflux RND transporter periplasmic adaptor subunit	-0.094	0.105	-0.934	0.455	0.076	0.513
RalstoniaUW163	UW163_RS15270	UW163_RS15270		AcrB/AcrD/AcrF family protein	0.870	1.427	0.518	1.086	-0.124	-0.273
RalstoniaUW163	UW163_RS15275	UW163_RS15275		metallophosphoesterase	0.642	-0.168	1.075	-0.393	1.923	0.129
RalstoniaUW163	UW163_RS15280	UW163_RS15280		hypothetical protein	-0.282	0.957	-0.681	-0.260	-0.453	-0.329
RalstoniaUW163	UW163_RS15285	UW163_RS15285		hypothetical protein	0.941	1.362	-0.198	-0.720	1.110	0.354
RalstoniaUW163	UW163_RS15305	UW163_RS15305		hypothetical protein	-1.352	1.707	-0.159	0.093	1.016	0.653
RalstoniaUW163	UW163_RS15310	UW163_RS15310		TetR/AcrR family transcriptional regulator	-0.953	1.161	-1.094	-0.549	-0.410	-2.581
RalstoniaUW163	UW163_RS15315	UW163_RS15315		MCE family protein	-1.085	0.043	1.160	-0.156	-0.964	-1.528
RalstoniaUW163	UW163_RS15320	UW163_RS15320		DUF3313 domain-containing protein	-0.853	-0.681	-0.070	0.554	1.013	0.129
RalstoniaUW163	UW163_RS15325	UW163_RS15325		type III effector protein (Skwp 4)	-0.010	0.703	-0.262	0.389	0.420	-0.325
RalstoniaUW163	UW163_RS15330	UW163_RS15330		DNA-binding response regulator	0.783	0.620	0.821	-0.004	0.157	0.971
RalstoniaUW163	UW163_RS15335	UW163_RS15335		histidine kinase	-0.086	-0.015	0.068	-1.159	-1.094	-0.760
RalstoniaUW163	UW163_RS15340	UW163_RS15340		Crp/Fnr family transcriptional regulator	-0.380	0.784	0.935	0.062	0.915	-0.723
RalstoniaUW163	UW163_RS15345	UW163_RS15345		conjugal transfer protein TraR	-1.004	0.971	-0.228	-1.382	1.858	0.335
RalstoniaUW163	UW163_RS15350	UW163_RS15350		hypothetical protein	-0.882	-0.344	-1.389	-0.855	1.438	0.336
RalstoniaUW163	UW163_RS15355	UW163_RS15355		universal stress protein	0.740	1.614	1.707	2.820	0.631	-1.263
RalstoniaUW163	UW163_RS15375	UW163_RS15375		GGDEF-domain containing protein	-0.115	0.774	0.420	0.290	0.181	0.012
RalstoniaUW163	UW163_RS15380	UW163_RS15380		MBL fold metallo-hydrolase	-0.018	1.027	0.536	0.277	-1.018	-2.340
RalstoniaUW163	UW163_RS15385	UW163_RS15385		transcriptional regulator	-0.982	-0.437	0.763	-2.810	-0.251	-1.834
RalstoniaUW163	UW163_RS15390	UW163_RS15390		NAD(P)/FAD-dependent oxidoreductase	0.422	-1.006	0.043	-0.540	1.884	0.748
RalstoniaUW163	UW163_RS15395	UW163_RS15395		sulfite exporter TauE/SafE family protein	-0.193	-1.341	-0.657	-0.325	0.084	0.403
RalstoniaUW163	UW163_RS15400	UW163_RS15400		acyltransferase	0.166	0.280	-0.348	0.602	0.270	-0.083
RalstoniaUW163	UW163_RS15415	UW163_RS15415		GNAT family N-acetyltransferase	0.476	0.831	0.351	0.018	0.367	-0.923
RalstoniaUW163	UW163_RS15420	UW163_RS15420		exopolyphosphatase	0.315	-0.759	1.245	-0.190	1.481	0.009
RalstoniaUW163	UW163_RS15425	UW163_RS15425		polyphosphate kinase 1	0.288	3.059	1.010	2.549	2.053	2.066
RalstoniaUW163	UW163_RS15430	UW163_RS15430		phosphate regulon sensor histidine kinase PhoR	0.030	0.576	0.807	-1.774	-0.099	-0.572
RalstoniaUW163	UW163_RS15435	UW163_RS15435		phosphate regulon transcriptional regulatory protein PhoB	0.408	-1.312	0.554	0.096	-0.393	-1.627
RalstoniaUW163	UW163_RS15440	UW163_RS15440		phosphate transport system regulatory protein PhoU	-0.675	-0.019	-0.224	0.709	0.050	-0.133
RalstoniaUW163	UW163_RS15445	UW163_RS15445		phosphate ABC transporter ATP-binding protein PstB	-0.204	-0.068	0.589	-0.506	-0.269	-0.229
RalstoniaUW163	UW163_RS15450	UW163_RS15450		phosphate transporter permease subunit PtsA	0.760	0.499	-0.746	0.250	-0.451	-0.147
RalstoniaUW163	UW163_RS15455	UW163_RS15455		phosphate transporter permease subunit PstC	0.077	0.579	1.085	0.513	-0.888	-0.563
RalstoniaUW163	UW163_RS15460	UW163_RS15460		phosphate ABC transporter substrate-binding protein PstS	0.918	-0.991	-0.373	0.420	0.898	0.224
RalstoniaUW163	UW163_RS15485	UW163_RS15485		RNA-binding protein	0.683	1.840	1.304	0.049	0.194	-0.255
RalstoniaUW163	UW163_RS15490	UW163_RS15490		DUF4149 domain-containing protein	-0.535	-0.337	0.400	-0.611	-0.362	-0.013
RalstoniaUW163	UW163_RS15495	UW163_RS15495		transcription elongation factor GreA	-1.511	-0.564	-1.641	0.354	-1.667	-1.165
RalstoniaUW163	UW163_RS15505	UW163_RS15505		leucine efflux protein LeuE	0.057	0.658	0.457	0.083	-0.244	-0.735
RalstoniaUW163	UW163_RS15515	UW163_RS15515		propionate--CoA ligase	0.355	0.462	0.782	-0.332	0.575	-0.199
RalstoniaUW163	UW163_RS15520	UW163_RS15520		lytic transglycosylase	-0.143	-0.974	0.689	-0.667	-0.370	-0.864
RalstoniaUW163	UW163_RS15525	UW163_RS15525		hydroxyacylglutathione hydrolase	-0.173	0.172	-0.262	-1.086	-0.649	-1.017
RalstoniaUW163	UW163_RS15530	UW163_RS15530		SAM-dependent methyltransferase	-1.204	-2.576	0.491	-2.234	0.701	-0.317
RalstoniaUW163	UW163_RS15540	UW163_RS15540		DUF1488 domain-containing protein	0.871	2.046	-0.179	0.364	0.171	0.095
RalstoniaUW163	UW163_RS15545	UW163_RS15545		conjugal transfer protein TraR	-1.368	-0.412	-0.230	-0.752	0.360	-0.555
RalstoniaUW163	UW163_RS15550	UW163_RS15550		hypothetical protein	0.088	-0.380	-0.421	-0.787	-0.548	-0.936
RalstoniaUW163	UW163_RS15555	UW163_RS15555		DUF2892 domain-containing protein	0.695	-0.332	0.450	-1.340	-0.504	-1.354
RalstoniaUW163	UW163_RS15560	UW163_RS15560		zinc-binding alcohol dehydrogenase family protein	0.127	0.204	0.674	0.602	-0.510	0.274
RalstoniaUW163	UW163_RS15565	UW163_RS15565		universal stress protein	-0.119	0.112	-0.425	0.501	-0.134	-1.017
RalstoniaUW163	UW163_RS15570	UW163_RS15570		SCO family protein	-0.164	0.505	-0.376	0.027	0.201	-0.135
RalstoniaUW163	UW163_RS15575	UW163_RS15575		hypothetical protein	-0.816	-0.684	-0.455	-0.111	0.126	-0.102
RalstoniaUW163	UW163_RS15580	UW163_RS15580		tyrosinase	0.202	0.248	-0.792	0.370	-0.404	0.375
RalstoniaUW163	UW163_RS15595	UW163_RS15595		integrase	-0.409	-2.333	-1.228	-0.034	0.532	-1.010
RalstoniaUW163	UW163_RS15615	UW163_RS15615		site-specific integrase	-0.740	-1.215	0.187	0.377	0.168	-0.667
RalstoniaUW163	UW163_RS15620	UW163_RS15620		hypothetical protein	0.105	1.325	0.085	-0.493	-0.204	-0.727
RalstoniaUW163	UW163_RS15625	UW163_RS15625		hypothetical protein	-0.386	-0.257	-0.487	-1.395	0.149	0.244
RalstoniaUW163	UW163_RS15630	UW163_RS15630		hypothetical protein	-1.297	-0.694	-2.240	-0.518	-0.194	-0.690
RalstoniaUW163	UW163_RS15635	UW163_RS15635		hypothetical protein	-0.962	-1.208	-1.417	-0.320	-0.180	0.109
RalstoniaUW163	UW163_RS15640	UW163_RS15640		hypothetical protein	-0.834	-0.183	0.251	-1.035	-1.438	-0.411
RalstoniaUW163	UW163_RS15645	UW163_RS15645		hypothetical protein	-0.339	0.000	-0.478	-1.013	0.401	-0.287
RalstoniaUW163	UW163_RS15650	UW163_RS15650		hypothetical protein	-0.218	0.072	-0.015	-0.426	-0.034	0.076
RalstoniaUW163	UW163_RS15655	UW163_RS15655		hypothetical protein	-0.128	0.080	-0.516	-1.249	0.663	1.309
RalstoniaUW163	UW163_RS15660	UW163_RS15660		hypothetical protein	0.626	1.654	-0.256	0.765	-0.811	-0.060
RalstoniaUW163	UW163_RS15665	UW163_RS15665		hypothetical protein	0.297	0.112	1.704	-0.208	-1.025	-1.776
RalstoniaUW163	UW163_RS15670	UW163_RS15670		hypothetical protein	0.304	0.053	-1.120	-0.998	0.704	0.338
RalstoniaUW163	UW163_RS15675	UW163_RS15675		DNA-deoxyinosine glycosylase	-0.394	-0.079	-0.471	-1.187	0.128	-0.080
RalstoniaUW163	UW163_RS15680	UW163_RS15680		recombinase family protein	0.299	-0.009	0.659	-0.579	-0.178	0.083
RalstoniaUW163	UW163_RS15685	UW163_RS15685		uracil-DNA glycosylase	-0.017	-0.333	-0.871	-0.570	-0.952	-0.692
RalstoniaUW163	UW163_RS15690	UW163_RS15690		molecular chaperone HtpG	-0.294	1.173	0.355	0.561	0.200	0.412
RalstoniaUW163	UW163_RS15695	UW163_RS15695		PLP-dependent aminotransferase family protein	-0.362	-0.183	-0.180	0.680	1.578	0.260
RalstoniaUW163	UW163_RS15700	UW163_RS15700		alanyl-tRNA editing protein	0.731	0.667	-0.459	-1.095	1.008	1.106
RalstoniaUW163	UW163_RS15705	UW163_RS15705		EamA/RhaT family transporter	0.299	-0.110	-0.007	0.149	0.932	0.043
RalstoniaUW163	UW163_RS15710	UW163_RS15710		RidA family protein	-1.013	-2.194	-1.013	-2.025	0.030	-0.982
RalstoniaUW163	UW163_RS15715	UW163_RS15715		PLP-dependent aminotransferase family protein	-1.100	0.254	0.357	0.419	-0.340	-0.729
RalstoniaUW163	UW163_RS15720	UW163_RS15720		glutathione S-transferase	-1.650	-0.503	-1.011	-1.456	0.169	0.396
RalstoniaUW163	UW163_RS15730	UW163_RS15730		membrane protein	-1.210	0.629	0.008	-1.206	-1.192	-1.664
RalstoniaUW163	UW163_RS15735	UW163_RS15735		patatin	0.065	-0.757	0.284	-0.174	-0.519	-0.991
RalstoniaUW163	UW163_RS15740	UW163_RS15740		L-lactate permease	0.578	1.708	0.625	0.605	0.359	1.144
RalstoniaUW163	UW163_RS15745	UW163_RS15745		chromate transporter	0.241	-0.979	-0.970	-1.411	0.704	2.509
RalstoniaUW163	UW163_RS15750	UW163_RS15750		chromate transporter	1.591	1.021	0.181	0.344	1.097	-0.856
RalstoniaUW163	UW163_RS15760	UW163_RS15760		lytic transglycosylase domain-containing protein	-0.508	-0.026	0.014	0.371	0.214	-0.225
RalstoniaUW163	UW163_RS15770	UW163_RS15770		ABC transporter ATP-binding protein	-0.808	-0.499	-0.458	-0.941	-0.362	-0.782
RalstoniaUW163	UW163_RS15775	UW163_RS15775		hypothetical protein	-1.238	1.182	-0.714	-0.650	2.106	0.627
RalstoniaUW163	UW163_RS15780	UW163_RS15780		amino acid ABC transporter substrate-binding protein	-0.715	-0.707	-0.909	0.425	1.120	0.461
RalstoniaUW163	UW163_RS15785	UW163_RS15785		hypothetical protein	0.655	-0.684	0.106	-1.806	0.093	-1.223
RalstoniaUW163	UW163_RS15790	UW163_RS15790		hypothetical protein	1.790	1.817	1.114	2.132	0.333	2.271
RalstoniaUW163	UW163_RS15795	UW163_RS15795		voltage-gated chloride channel	1.895	-1.078	0.609	0.456	0.111	0.042
RalstoniaUW163	UW163_RS15800	UW163_RS15800		tRNA-Arg	-2.589	0.898	-3.419	-0.892	-1.825	0.858
RalstoniaUW163	UW163_RS15805	UW163_RS15805		hypothetical protein	0.511	0.599	1.139	-1.743	0.395	-0.786
RalstoniaUW163	UW163_RS15810	UW163_RS15810		ATP-dependent helicase	0.747	-0.343	0.167	-0.822	-0.843	-0.562
RalstoniaUW163	UW163_RS15815	UW163_RS15815		ergothioneine biosynthesis protein EgtB	-0.335	0.117	0.449	-1.907	0.789	-1.061
RalstoniaUW163	UW163_RS15820	UW163_RS15820		L-histidine N(alpha)-methyltransferase	1.446	-0.940	-0.649	0.771	-1.186	-0.447
RalstoniaUW163	UW163_RS15825	UW163_RS15825		membrane protein	-0.103	0.117	2.053	0.449	0.079	-0.222
RalstoniaUW163	UW163_RS15830	UW163_RS15830		serine/threonine dehydratase	-0.384	0.347	0.250	-0.768	0.776	-0.183
RalstoniaUW163	UW163_RS15845	UW163_RS15845		metalloprotease PmbA	-1.126	-0.912	-1.932	-1.552	0.383	0.034
RalstoniaUW163	UW163_RS15855	UW163_RS15855		molybdopterin adenylyltransferase	-1.140	-0.479	-0.093	-1.837	0.559	0.212
RalstoniaUW163	UW163_RS15865	UW163_RS15865		peptidase M48	-0.019	-0.985	-1.383	0.063	0.061	-1.212
RalstoniaUW163	UW163_RS15875	UW163_RS15875		hypothetical protein	-0.366	0.391	-0.504	-1.516	-0.362	0.039
RalstoniaUW163	UW163_RS15880	UW163_RS15880		cobalamin biosynthesis protein CobD	-2.042	-9.064	0.665	-8.721	-0.137	-9.216
RalstoniaUW163	UW163_RS15885	UW163_RS15885		CoA pyrophosphatase	-1.346	0.281	0.083	-0.223	-0.145	-0.740
RalstoniaUW163	UW163_RS15910	UW163_RS15910		sorbosone dehydrogenase	0.084	0.061	0.575	-0.070	1.105	-0.002
RalstoniaUW163	UW163_RS15920	UW163_RS15920		hypothetical protein	0.447	-1.493	0.945	0.019	-1.213	-0.907
RalstoniaUW163	UW163_RS15925	UW163_RS15925		NINE protein	0.002	0.995	0.239	-1.975	0.621	-1.467
RalstoniaUW163	UW163_RS15930	UW163_RS15930		radical SAM protein	0.314	-1.086	-1.144	-0.343	1.572	-0.937
RalstoniaUW163	UW163_RS15935	UW163_RS15935		AsnC family transcriptional regulator	-0.090	0.161	0.677	-0.267	-0.354	0.089
RalstoniaUW163	UW163_RS15940	UW163_RS15940		D-amino acid dehydrogenase small subunit	-0.937	-2.258	-0.926	-0.962	1.216	0.015
RalstoniaUW163	UW163_RS15945	UW163_RS15945		acyl-CoA dehydrogenase	-1.427	-0.774	-0.931	-0.851	-0.226	-1.270
RalstoniaUW163	UW163_RS15960	UW163_RS15960		MetQ/NlpA family lipoprotein	-0.745	0.967	-0.307	-1.198	-1.359	-1.707
RalstoniaUW163	UW163_RS15965	UW163_RS15965		ABC transporter permease	-1.737	-0.924	-0.820	-1.226	0.563	0.004
RalstoniaUW163	UW163_RS15970	UW163_RS15970		methionine ABC transporter ATP-binding protein	-0.863	-0.368	-0.186	0.183	-0.199	0.858
RalstoniaUW163	UW163_RS15975	UW163_RS15975		deacetylase	-0.031	-1.072	0.928	0.160	0.103	0.304
RalstoniaUW163	UW163_RS15980	UW163_RS15980		lytic murein transglycosylase B	-1.649	0.231	-0.440	-0.999	-0.469	-0.365
RalstoniaUW163	UW163_RS15990	UW163_RS15990		competence protein ComEA	1.995	2.555	0.578	0.162	-0.485	-0.379
RalstoniaUW163	UW163_RS15995	UW163_RS15995		ADP-glyceromanno-heptose 6-epimerase	-4.225	-2.729	-2.918	-2.249	-0.285	-1.990
RalstoniaUW163	UW163_RS16035	UW163_RS16035		3-phosphoshikimate 1-carboxyvinyltransferase	-1.098	-6.832	-1.013	-6.754	-0.228	-6.309
RalstoniaUW163	UW163_RS16040	UW163_RS16040		prephenate dehydrogenase/arogenate dehydrogenase family protein	0.133	-6.049	0.850	-2.524	0.680	-3.373
RalstoniaUW163	UW163_RS16045	UW163_RS16045		histidinol-phosphate transaminase	0.273	1.084	0.316	-0.226	-0.436	-0.922
RalstoniaUW163	UW163_RS16050	UW163_RS16050		chorismate mutase	-0.068	-9.550	0.787	-7.807	-0.743	-8.359
RalstoniaUW163	UW163_RS16075	UW163_RS16075		glycine zipper 2TM domain-containing protein	-1.489	0.364	-0.667	0.023	-2.048	0.498
RalstoniaUW163	UW163_RS16085	UW163_RS16085		phosphoglycolate phosphatase	-0.901	-0.207	-0.857	-0.537	-0.316	-1.605
RalstoniaUW163	UW163_RS16090	UW163_RS16090		DUF748 domain-containing protein	-1.641	-2.232	-1.915	-3.480	-0.506	-2.376
RalstoniaUW163	UW163_RS16100	UW163_RS16100		hypothetical protein	0.025	-1.665	-2.020	-1.033	-0.398	-1.880
RalstoniaUW163	UW163_RS16105	UW163_RS16105		recombinase	-0.573	-0.636	-1.082	-0.700	-1.041	-2.916
RalstoniaUW163	UW163_RS16110	UW163_RS16110		DUF2924 domain-containing protein	-0.943	-2.019	0.491	-1.359	-0.193	-0.510
RalstoniaUW163	UW163_RS16115	UW163_RS16115		hypothetical protein	-0.266	-0.081	-0.951	0.024	0.912	0.980
RalstoniaUW163	UW163_RS16120	UW163_RS16120		outer protein C	-1.208	0.061	-1.990	-1.672	0.057	-0.652
RalstoniaUW163	UW163_RS16125	UW163_RS16125		hypothetical protein	-0.658	-0.765	-1.807	-1.015	1.029	0.243
RalstoniaUW163	UW163_RS16130	UW163_RS16130		hypothetical protein	-1.222	-0.917	-1.517	-2.308	-0.606	-1.301
RalstoniaUW163	UW163_RS16135	UW163_RS16135		PAAR domain-containing protein	0.689	-0.800	1.574	0.425	-0.497	-0.439
RalstoniaUW163	UW163_RS16140	UW163_RS16140		sel1 repeat family protein	-0.898	-1.218	-1.298	-1.804	0.007	-1.794
RalstoniaUW163	UW163_RS16145	UW163_RS16145		phospholipase	-1.190	-0.816	-0.549	-1.384	-0.510	-1.472
