orgId	locusId	sysName	geneName	desc	set1IT067 CPG	set1IT068 M63_quarter_strength	set1IT071 CPG	set1IT072 M63_quarter_strength	set2IT036 CPG	set2IT037 M63_quarter_strength
RalstoniaUW163	UW163_RS00230	UW163_RS00230		LysR family transcriptional regulator	-1.647	0.234	-0.612	-0.171	0.115	-1.517
RalstoniaUW163	UW163_RS00235	UW163_RS00235		SDR family oxidoreductase	1.169	-1.058	0.026	-1.289	0.190	-0.734
RalstoniaUW163	UW163_RS00240	UW163_RS00240		alkene reductase	0.654	-0.845	0.853	1.512	-0.500	-0.400
RalstoniaUW163	UW163_RS00245	UW163_RS00245		pirin family protein	-0.145	-1.406	1.818	1.473	-0.943	-0.462
RalstoniaUW163	UW163_RS00250	UW163_RS00250		Type III effector protein (Skwp5)	0.093	0.161	0.457	0.787	-0.798	-0.349
RalstoniaUW163	UW163_RS00255	UW163_RS00255		endoglucanase	0.471	0.825	0.367	1.055	1.202	1.459
RalstoniaUW163	UW163_RS00260	UW163_RS00260		glutathione transferase GstA	0.435	0.427	0.953	-0.588	0.333	0.774
RalstoniaUW163	UW163_RS00265	UW163_RS00265		transcriptional regulator	-0.304	1.383	0.558	0.495	0.738	1.202
RalstoniaUW163	UW163_RS00270	UW163_RS00270		hypothetical protein	0.748	1.875	-0.482	-1.178	1.470	1.715
RalstoniaUW163	UW163_RS00275	UW163_RS00275		universal stress protein	-0.201	-0.618	-0.730	1.224	0.614	-0.222
RalstoniaUW163	UW163_RS00280	UW163_RS00280		LysE family translocator	0.675	0.028	0.394	0.853	0.314	-0.848
RalstoniaUW163	UW163_RS00285	UW163_RS00285		oxidase	-0.756	-0.380	0.844	0.399	1.103	1.561
RalstoniaUW163	UW163_RS00290	UW163_RS00290		sulfite:cytochrome C oxidoreductase subunit B	0.561	0.959	-0.071	-0.989	-0.261	0.845
RalstoniaUW163	UW163_RS00300	UW163_RS00300		NUDIX hydrolase	1.052	-0.864	-0.370	0.917	0.537	0.075
RalstoniaUW163	UW163_RS00305	UW163_RS00305		low specificity L-threonine aldolase	-0.808	-0.226	-0.950	-1.179	-1.344	-0.832
RalstoniaUW163	UW163_RS00315	UW163_RS00315		class II aldolase	-0.686	-0.077	0.387	0.788	1.166	-1.884
RalstoniaUW163	UW163_RS00320	UW163_RS00320		MFS transporter	-1.164	0.489	0.138	0.659	0.156	-0.041
RalstoniaUW163	UW163_RS00325	UW163_RS00325		LysR family transcriptional regulator	0.869	-0.623	-1.005	0.290	-0.376	-0.996
RalstoniaUW163	UW163_RS00330	UW163_RS00330		serine protease	0.520	0.068	-0.122	-0.272	0.210	0.180
RalstoniaUW163	UW163_RS00335	UW163_RS00335		membrane protein	-0.401	0.393	-1.432	1.040	-1.098	-0.170
RalstoniaUW163	UW163_RS00340	UW163_RS00340		hypothetical protein	-0.505	0.472	-0.668	-0.653	0.885	0.189
RalstoniaUW163	UW163_RS00345	UW163_RS00345		TonB-dependent siderophore receptor	0.411	-0.135	-0.177	0.702	1.325	-0.162
RalstoniaUW163	UW163_RS00350	UW163_RS00350		hypothetical protein	0.281	-0.444	-0.855	1.728	-0.057	-0.384
RalstoniaUW163	UW163_RS00355	UW163_RS00355		hypothetical protein	0.008	0.964	0.640	-0.079	1.460	-0.343
RalstoniaUW163	UW163_RS00365	UW163_RS00365		CoA transferase	-0.664	-1.125	-1.094	-0.471	1.322	-0.334
RalstoniaUW163	UW163_RS00370	UW163_RS00370		DUF2214 domain-containing protein	0.103	1.652	0.022	0.319	-1.047	-0.246
RalstoniaUW163	UW163_RS00380	UW163_RS00380		tripartite tricarboxylate transporter permease	1.641	0.966	0.872	2.165	1.043	0.964
RalstoniaUW163	UW163_RS00390	UW163_RS00390		polyisoprenoid-binding protein	0.553	-0.578	-0.896	-0.903	-0.194	-0.320
RalstoniaUW163	UW163_RS00400	UW163_RS00400		membrane protein	-0.505	0.714	-1.000	0.353	-0.196	0.049
RalstoniaUW163	UW163_RS00405	UW163_RS00405		DUF3999 domain-containing protein	0.926	0.224	0.256	0.589	-0.946	0.009
RalstoniaUW163	UW163_RS00410	UW163_RS00410		DUF2339 domain-containing protein	0.227	-0.882	0.826	-0.488	-0.529	0.003
RalstoniaUW163	UW163_RS00415	UW163_RS00415		hypothetical protein	0.267	1.247	0.476	0.451	-0.829	0.005
RalstoniaUW163	UW163_RS00420	UW163_RS00420		peptidyl-prolyl cis-trans isomerase	1.545	0.641	-0.020	0.615	-0.476	-0.231
RalstoniaUW163	UW163_RS00425	UW163_RS00425		tRNA-Cys	-0.262	0.159	2.668	1.704	1.279	-0.122
RalstoniaUW163	UW163_RS00430	UW163_RS00430		gamma-glutamylcyclotransferase	0.418	0.913	0.888	0.159	0.786	1.774
RalstoniaUW163	UW163_RS00435	UW163_RS00435		MFS transporter	0.721	-0.177	0.873	2.277	-0.546	0.532
RalstoniaUW163	UW163_RS00440	UW163_RS00440		long-chain-fatty-acid--CoA ligase	0.696	0.722	0.237	1.172	0.692	0.176
RalstoniaUW163	UW163_RS00445	UW163_RS00445		thioredoxin	0.618	-0.662	0.862	-0.011	0.707	-1.476
RalstoniaUW163	UW163_RS00450	UW163_RS00450		DsbA family protein	-0.449	-0.649	-0.448	-0.817	0.196	0.679
RalstoniaUW163	UW163_RS00460	UW163_RS00460		catalase/peroxidase HPI	0.151	-0.011	0.061	-0.326	0.420	-1.300
RalstoniaUW163	UW163_RS00465	UW163_RS00465		tRNA cyclic N6-threonylcarbamoyladenosine(37) synthase TcdA	-0.795	-0.493	-0.817	-0.298	-0.700	-1.010
RalstoniaUW163	UW163_RS00470	UW163_RS00470		AsmA family protein	0.896	0.823	-0.564	0.265	0.655	1.234
RalstoniaUW163	UW163_RS00475	UW163_RS00475		cytochrome C	-0.145	1.484	0.852	0.120	-0.871	-0.791
RalstoniaUW163	UW163_RS00480	UW163_RS00480		hydrolase	-0.544	1.020	-0.814	1.458	0.608	1.976
RalstoniaUW163	UW163_RS00485	UW163_RS00485		pyridoxamine 5'-phosphate oxidase	-0.634	-1.909	0.442	1.219	0.047	0.486
RalstoniaUW163	UW163_RS00490	UW163_RS00490		class I SAM-dependent methyltransferase	-0.629	-1.430	0.877	-1.427	0.707	-0.567
RalstoniaUW163	UW163_RS00495	UW163_RS00495		DUF72 domain-containing protein	-0.796	0.313	-1.614	0.142	-2.370	-0.726
RalstoniaUW163	UW163_RS00500	UW163_RS00500		peptide-methionine (S)-S-oxide reductase	1.053	-1.472	-0.935	-0.877	1.234	1.261
RalstoniaUW163	UW163_RS00505	UW163_RS00505		flavin reductase	-1.318	-1.891	-2.095	-0.464	0.559	1.977
RalstoniaUW163	UW163_RS00510	UW163_RS00510		DUF3079 domain-containing protein	0.602	0.534	-1.098	0.442	1.109	1.218
RalstoniaUW163	UW163_RS00515	UW163_RS00515		Lrp/AsnC family transcriptional regulator	0.095	-0.198	-0.482	0.202	0.225	-0.229
RalstoniaUW163	UW163_RS00520	UW163_RS00520		arylformamidase	1.905	0.422	1.409	2.054	-1.486	-0.950
RalstoniaUW163	UW163_RS00525	UW163_RS00525		kynureninase	1.171	0.480	1.687	-0.188	0.065	-0.682
RalstoniaUW163	UW163_RS00530	UW163_RS00530		tryptophan 2,3-dioxygenase	0.988	0.578	-0.085	-0.923	-0.014	-0.050
RalstoniaUW163	UW163_RS00535	UW163_RS00535		IclR family transcriptional regulator	-0.648	0.544	0.194	0.349	-0.457	0.832
RalstoniaUW163	UW163_RS00540	UW163_RS00540		acyl-CoA dehydrogenase	-1.677	-0.373	-0.806	-0.143	-0.369	0.898
RalstoniaUW163	UW163_RS00545	UW163_RS00545		NCS2 family permease	0.385	0.387	0.946	1.369	0.276	0.582
RalstoniaUW163	UW163_RS00550	UW163_RS00550		peroxiredoxin	0.593	-0.784	0.733	-0.397	2.211	0.301
RalstoniaUW163	UW163_RS00555	UW163_RS00555		DUF883 domain-containing protein	2.712	-1.202	1.947	-0.428	0.628	-0.967
RalstoniaUW163	UW163_RS00560	UW163_RS00560		membrane protein	1.443	-2.961	1.930	0.556	1.071	-3.154
RalstoniaUW163	UW163_RS00565	UW163_RS00565		DUF3318 domain-containing protein	0.103	1.129	1.049	-0.185	1.820	-1.032
RalstoniaUW163	UW163_RS00570	UW163_RS00570		hypothetical protein	0.297	-1.130	1.056	2.066	0.494	-0.192
RalstoniaUW163	UW163_RS00575	UW163_RS00575		ABC transporter ATP-binding protein	-0.214	-0.183	-0.256	-0.528	0.481	-0.337
RalstoniaUW163	UW163_RS00580	UW163_RS00580		iron export ABC transporter permease subunit FetB	-0.635	-0.351	-0.663	0.388	0.204	-0.834
RalstoniaUW163	UW163_RS00585	UW163_RS00585		NUDIX hydrolase	-0.800	-1.021	0.412	0.143	-0.370	-0.459
RalstoniaUW163	UW163_RS00590	UW163_RS00590		TauD/TfdA family dioxygenase	0.545	0.806	-0.105	0.417	0.950	-0.300
RalstoniaUW163	UW163_RS00595	UW163_RS00595		acyl-CoA dehydrogenase	1.202	-0.518	-0.900	-1.604	0.625	0.403
RalstoniaUW163	UW163_RS00600	UW163_RS00600		nucleoside 2-deoxyribosyltransferase	0.047	0.581	1.124	-0.793	-0.205	0.234
RalstoniaUW163	UW163_RS00605	UW163_RS00605		DNA/RNA non-specific endonuclease	1.316	1.405	-0.108	0.166	0.653	-0.128
RalstoniaUW163	UW163_RS00610	UW163_RS00610		3-deoxy-7-phosphoheptulonate synthase	0.729	-0.488	-0.771	-0.138	-0.283	-1.180
RalstoniaUW163	UW163_RS00620	UW163_RS00620		YeeE/YedE family protein	0.138	-0.232	0.105	-0.820	0.020	-0.693
RalstoniaUW163	UW163_RS00625	UW163_RS00625		7-cyano-7-deazaguanine synthase QueC	-2.394	-2.820	-2.419	-3.157	-1.826	-2.036
RalstoniaUW163	UW163_RS00630	UW163_RS00630		tol-pal system protein YbgF	-0.536	-0.522	-1.253	-2.355	-2.242	-2.406
RalstoniaUW163	UW163_RS00655	UW163_RS00655		protein TolQ	-2.454	-2.663	-2.505	-2.633	-1.322	-2.311
RalstoniaUW163	UW163_RS00660	UW163_RS00660		tol-pal system-associated acyl-CoA thioesterase	-0.879	-0.520	-0.871	-0.646	0.710	0.114
RalstoniaUW163	UW163_RS00665	UW163_RS00665		NAD(P)-dependent oxidoreductase	-0.627	1.343	-0.454	0.481	-1.910	-0.518
RalstoniaUW163	UW163_RS00675	UW163_RS00675		transcriptional regulator NrdR	0.031	-1.930	-0.484	-1.678	0.840	-1.448
RalstoniaUW163	UW163_RS00680	UW163_RS00680		type IV pilus modification protein PilV	0.180	-1.208	-0.882	-0.589	2.420	0.952
RalstoniaUW163	UW163_RS00685	UW163_RS00685		pilus assembly protein PilW	0.135	0.196	-0.192	-0.768	0.875	-0.256
RalstoniaUW163	UW163_RS00690	UW163_RS00690		pilus assembly protein PilX	1.229	0.268	-0.154	-0.824	-1.682	0.064
RalstoniaUW163	UW163_RS00695	UW163_RS00695		pilus assembly protein PilY	1.016	-0.413	0.501	-1.077	0.726	-0.181
RalstoniaUW163	UW163_RS00700	UW163_RS00700		type IV pilin protein	1.408	0.521	1.523	-1.823	1.277	0.060
RalstoniaUW163	UW163_RS00705	UW163_RS00705		general secretion pathway protein GspH	0.673	0.589	-1.172	-1.897	2.147	0.320
RalstoniaUW163	UW163_RS00710	UW163_RS00710		hypothetical protein	1.803	2.396	1.202	1.504	0.391	1.448
RalstoniaUW163	UW163_RS00715	UW163_RS00715		pilus assembly protein PilW	-0.522	-0.251	-0.105	0.312	0.070	0.256
RalstoniaUW163	UW163_RS00725	UW163_RS00725		pilus assembly protein PilY	-0.183	0.238	-0.770	-1.257	1.948	1.216
RalstoniaUW163	UW163_RS00730	UW163_RS00730		type IV pilin protein	0.041	0.452	-0.788	0.187	-1.091	0.207
RalstoniaUW163	UW163_RS00735	UW163_RS00735		pilus assembly protein	0.144	-1.121	1.165	-0.218	-1.159	-0.299
RalstoniaUW163	UW163_RS00765	UW163_RS00765		pyridoxal phosphate-dependent aminotransferase	0.323	-0.413	0.031	0.574	1.072	0.037
RalstoniaUW163	UW163_RS00770	UW163_RS00770		lytic transglycosylase	-1.249	-0.613	-1.633	0.672	0.433	-1.579
RalstoniaUW163	UW163_RS00780	UW163_RS00780		NAD-dependent succinate-semialdehyde dehydrogenase	0.134	0.720	-0.462	0.711	1.126	-0.042
RalstoniaUW163	UW163_RS00785	UW163_RS00785		hypothetical protein	-0.907	0.776	0.435	-0.126	-0.365	0.280
RalstoniaUW163	UW163_RS00790	UW163_RS00790		hypothetical protein	0.366	-0.882	0.394	0.963	0.333	0.030
RalstoniaUW163	UW163_RS00795	UW163_RS00795		DUF4337 domain-containing protein	0.445	0.351	1.206	0.140	0.938	1.035
RalstoniaUW163	UW163_RS00800	UW163_RS00800		carbon-nitrogen hydrolase family protein	0.057	1.221	0.022	0.568	1.407	-0.343
RalstoniaUW163	UW163_RS00805	UW163_RS00805		tRNA-Gly	-0.255	0.839	-0.868	1.651	0.516	1.458
RalstoniaUW163	UW163_RS00810	UW163_RS00810		tRNA (guanosine(46)-N7)-methyltransferase TrmB	0.791	-1.617	1.522	-3.996	0.824	-2.092
RalstoniaUW163	UW163_RS00815	UW163_RS00815		NADH:flavin oxidoreductase/NADH oxidase	0.140	-0.089	-1.348	0.774	-0.339	-0.792
RalstoniaUW163	UW163_RS00825	UW163_RS00825		DUF1439 domain-containing protein	0.211	-0.090	-0.888	0.959	-0.203	0.059
RalstoniaUW163	UW163_RS00835	UW163_RS00835		TetR/AcrR family transcriptional regulator	-0.263	0.731	0.028	0.937	-0.743	-0.482
RalstoniaUW163	UW163_RS00840	UW163_RS00840		protein-L-isoaspartate O-methyltransferase	0.172	-0.529	0.106	-0.289	0.626	-1.422
RalstoniaUW163	UW163_RS00855	UW163_RS00855		META domain-containing protein	-1.226	-0.846	1.556	0.123	0.276	-0.845
RalstoniaUW163	UW163_RS00875	UW163_RS00875		chain-length determining protein	-0.763	-0.722	-0.384	0.102	-0.136	0.850
RalstoniaUW163	UW163_RS00880	UW163_RS00880		glycosyl transferase	-4.203	-1.601	-3.640	-0.028	-0.463	0.039
RalstoniaUW163	UW163_RS00885	UW163_RS00885		glycosyltransferase family 2 protein	-4.715	0.932	-4.696	-2.296	-1.425	-0.965
RalstoniaUW163	UW163_RS00890	UW163_RS00890		EpsG family protein	-5.631	-3.872	-5.849	-0.818	-1.519	-1.277
RalstoniaUW163	UW163_RS00895	UW163_RS00895		glycosyltransferase family 2 protein	-2.061	-2.351	-3.678	-1.290	-1.060	-2.050
RalstoniaUW163	UW163_RS00910	UW163_RS00910		glucose-1-phosphate thymidylyltransferase	-2.164	-0.024	-0.163	0.154	0.218	0.524
RalstoniaUW163	UW163_RS00920	UW163_RS00920		dTDP-glucose 4,6-dehydratase	-0.941	-0.917	-1.307	-1.512	1.413	0.219
RalstoniaUW163	UW163_RS00925	UW163_RS00925		symmetrical bis(5'-nucleosyl)-tetraphosphatase	-2.164	-2.459	-1.042	-1.081	-1.358	-0.174
RalstoniaUW163	UW163_RS00930	UW163_RS00930		1-acyl-sn-glycerol-3-phosphate acyltransferase	-0.018	0.821	0.791	-0.204	1.204	-0.590
RalstoniaUW163	UW163_RS00945	UW163_RS00945		bifunctional pyr operon transcriptional regulator/uracil phosphoribosyltransferase PyrR	1.096	-1.489	-0.790	-0.530	0.006	-0.809
RalstoniaUW163	UW163_RS00955	UW163_RS00955		DUF179 domain-containing protein	0.324	-0.886	-0.573	-1.176	1.031	-2.500
RalstoniaUW163	UW163_RS00960	UW163_RS00960		16S rRNA pseudouridine(516) synthase	-0.083	1.202	0.636	0.533	0.695	1.112
RalstoniaUW163	UW163_RS00965	UW163_RS00965		deoxyribodipyrimidine photo-lyase	0.251	-0.038	1.179	-0.324	0.324	0.838
RalstoniaUW163	UW163_RS00970	UW163_RS00970		hybrid sensor histidine kinase/response regulator	-0.226	-0.517	-2.278	0.937	1.088	0.612
RalstoniaUW163	UW163_RS00975	UW163_RS00975		chemotaxis protein	-0.874	0.074	-1.178	1.613	-1.248	1.241
RalstoniaUW163	UW163_RS00985	UW163_RS00985		response regulator	-1.599	0.083	-2.692	-0.639	-0.838	0.248
RalstoniaUW163	UW163_RS00990	UW163_RS00990		response regulator	-0.251	0.933	-1.512	1.021	0.630	0.398
RalstoniaUW163	UW163_RS01005	UW163_RS01005		LemA family protein	1.891	0.679	1.794	1.026	1.504	-0.653
RalstoniaUW163	UW163_RS01010	UW163_RS01010		membrane protein	2.134	0.904	0.130	-1.039	0.861	-0.038
RalstoniaUW163	UW163_RS01015	UW163_RS01015		hypothetical protein	0.416	0.952	-0.410	-0.140	-0.823	0.038
RalstoniaUW163	UW163_RS01020	UW163_RS01020		Flp family type IVb pilin	0.711	-1.286	0.128	-1.673	-0.420	-0.250
RalstoniaUW163	UW163_RS01025	UW163_RS01025		Flp family type IVb pilin	0.433	0.121	-0.559	0.845	0.243	-2.314
RalstoniaUW163	UW163_RS01030	UW163_RS01030		precorrin-2 dehydrogenase	-0.604	0.669	-0.359	-0.739	1.015	-0.806
RalstoniaUW163	UW163_RS01035	UW163_RS01035		Flp pilus assembly protein CpaB	0.493	0.819	0.765	1.411	-0.371	-0.731
RalstoniaUW163	UW163_RS01040	UW163_RS01040		secretin	0.178	0.032	-0.859	-0.633	0.379	0.522
RalstoniaUW163	UW163_RS01050	UW163_RS01050		pilus assembly protein	-0.690	-0.908	-0.273	-0.710	-0.597	0.729
RalstoniaUW163	UW163_RS01055	UW163_RS01055		CpaF family protein	-0.934	0.023	1.474	-1.748	1.933	1.309
RalstoniaUW163	UW163_RS01060	UW163_RS01060		pilus assembly protein TadB	-0.970	0.801	-0.389	0.175	-0.235	0.634
RalstoniaUW163	UW163_RS01065	UW163_RS01065		type II secretion system protein	0.537	0.712	-0.406	-0.113	-0.918	0.110
RalstoniaUW163	UW163_RS01070	UW163_RS01070		membrane protein	-1.242	0.165	0.867	-0.568	-1.268	0.288
RalstoniaUW163	UW163_RS01075	UW163_RS01075		membrane protein	0.097	-0.176	0.389	-0.045	0.550	-0.707
RalstoniaUW163	UW163_RS01080	UW163_RS01080		DUF2029 domain-containing protein	0.541	-0.172	-0.156	-0.290	-0.383	-1.334
RalstoniaUW163	UW163_RS01085	UW163_RS01085		glycosyltransferase	0.935	0.270	-1.655	0.251	-1.213	-0.829
RalstoniaUW163	UW163_RS01090	UW163_RS01090		MFS transporter	-0.305	1.270	-0.184	-1.074	-0.769	0.054
RalstoniaUW163	UW163_RS01095	UW163_RS01095		membrane protein	-0.321	-0.372	-0.226	1.593	-0.194	0.189
RalstoniaUW163	UW163_RS01100	UW163_RS01100		hypothetical protein	0.224	-0.142	-0.676	0.265	0.576	0.522
RalstoniaUW163	UW163_RS01110	UW163_RS01110		peptidase M48	-0.500	0.028	-0.564	-0.682	1.585	1.035
RalstoniaUW163	UW163_RS01115	UW163_RS01115		DUF898 domain-containing protein	-0.775	0.012	-0.265	1.275	0.259	-0.341
RalstoniaUW163	UW163_RS01130	UW163_RS01130		hypothetical protein	0.577	0.479	0.394	-0.467	-0.478	0.067
RalstoniaUW163	UW163_RS01135	UW163_RS01135		Hsp70 family protein	0.841	0.938	-0.307	0.171	0.397	0.099
RalstoniaUW163	UW163_RS01140	UW163_RS01140		transposase	0.451	1.106	-0.817	-1.339	-0.258	-1.048
RalstoniaUW163	UW163_RS01145	UW163_RS01145		IS3 family transposase	-0.439	0.511	-0.773	0.598	-0.227	0.567
RalstoniaUW163	UW163_RS01150	UW163_RS01150		recombination-associated protein RdgC	-0.286	-0.894	0.121	0.363	0.812	0.950
RalstoniaUW163	UW163_RS01160	UW163_RS01160		HD domain-containing protein	0.536	-0.918	-0.216	-0.276	1.063	0.899
RalstoniaUW163	UW163_RS01165	UW163_RS01165		hypothetical protein	1.654	-0.632	-0.576	0.513	0.207	-1.400
RalstoniaUW163	UW163_RS01170	UW163_RS01170		hypothetical protein	0.582	0.530	0.796	-1.174	1.099	-0.183
RalstoniaUW163	UW163_RS01190	UW163_RS01190		hypothetical protein	-0.485	0.286	1.241	1.718	1.009	0.530
RalstoniaUW163	UW163_RS01195	UW163_RS01195		hypothetical protein	0.303	0.102	0.279	-0.353	-0.007	0.084
RalstoniaUW163	UW163_RS01200	UW163_RS01200		FAD:protein FMN transferase	-0.449	0.391	-0.743	-0.816	-0.605	-0.159
RalstoniaUW163	UW163_RS01205	UW163_RS01205		FMN-binding protein	-0.504	-0.071	-1.449	-0.334	1.219	0.123
RalstoniaUW163	UW163_RS01210	UW163_RS01210		hypothetical protein	-0.209	0.390	0.462	0.445	0.064	-0.510
RalstoniaUW163	UW163_RS01215	UW163_RS01215		hypothetical protein	-0.299	0.151	-0.508	0.072	0.573	0.205
RalstoniaUW163	UW163_RS01220	UW163_RS01220		type III effector protein	0.364	0.851	1.266	0.109	0.655	0.220
RalstoniaUW163	UW163_RS01235	UW163_RS01235		short-chain dehydrogenase	-0.953	-1.320	-0.271	0.140	-1.694	-0.247
RalstoniaUW163	UW163_RS01240	UW163_RS01240		membrane protein	1.204	1.472	0.590	0.568	0.255	0.032
RalstoniaUW163	UW163_RS01245	UW163_RS01245		TetR/AcrR family transcriptional regulator	-0.281	-0.138	-0.811	0.185	-0.718	-1.086
RalstoniaUW163	UW163_RS01250	UW163_RS01250		glutathione S-transferase family protein	0.667	1.074	1.465	0.434	0.296	-0.230
RalstoniaUW163	UW163_RS01255	UW163_RS01255		methyl-accepting chemotaxis protein	-0.431	0.657	0.385	2.127	-0.900	-1.853
RalstoniaUW163	UW163_RS01260	UW163_RS01260		S-(hydroxymethyl)glutathione dehydrogenase/class III alcohol dehydrogenase	-0.566	0.569	-0.146	0.638	-1.498	0.486
RalstoniaUW163	UW163_RS01265	UW163_RS01265		S-formylglutathione hydrolase	-0.298	-0.382	-1.835	0.027	-1.385	0.354
RalstoniaUW163	UW163_RS01275	UW163_RS01275		paraquat-inducible membrane protein A	0.418	0.276	1.848	-0.171	-0.528	0.207
RalstoniaUW163	UW163_RS01280	UW163_RS01280		paraquat-inducible protein A	-0.094	-1.238	1.247	1.783	1.622	1.342
RalstoniaUW163	UW163_RS01285	UW163_RS01285		MCE family protein	0.115	0.452	0.848	1.116	-1.413	0.109
RalstoniaUW163	UW163_RS01290	UW163_RS01290		hypothetical protein	-0.614	1.336	1.085	1.057	-0.029	-0.250
RalstoniaUW163	UW163_RS01295	UW163_RS01295		PLP-dependent aminotransferase family protein	0.339	0.154	0.429	-0.059	0.628	0.405
RalstoniaUW163	UW163_RS01310	UW163_RS01310		hypothetical protein	0.178	0.735	1.399	-0.069	-0.658	1.252
RalstoniaUW163	UW163_RS01315	UW163_RS01315		TonB-dependent receptor	-0.210	-0.003	-0.281	0.831	-0.096	-0.348
RalstoniaUW163	UW163_RS01325	UW163_RS01325		hypothetical protein	0.726	0.425	0.269	-0.310	-0.560	-0.179
RalstoniaUW163	UW163_RS01330	UW163_RS01330		HD-GYP domain-containing protein	0.049	1.005	-0.346	-0.482	0.084	-0.129
RalstoniaUW163	UW163_RS01335	UW163_RS01335		hypothetical protein	-0.066	-0.965	-0.358	-0.626	-0.407	-0.684
RalstoniaUW163	UW163_RS01340	UW163_RS01340		MarR family transcriptional regulator	0.463	-0.141	1.434	2.328	-0.656	0.246
RalstoniaUW163	UW163_RS01345	UW163_RS01345		flavin-dependent oxidoreductase	0.813	0.313	0.510	-0.099	0.557	0.395
RalstoniaUW163	UW163_RS01350	UW163_RS01350		amidase	0.013	0.570	0.927	-0.877	-0.919	-1.217
RalstoniaUW163	UW163_RS01355	UW163_RS01355		diguanylate cyclase	-0.509	-0.301	-0.670	0.580	-0.190	-1.056
RalstoniaUW163	UW163_RS01360	UW163_RS01360		alpha-D-ribose 1-methylphosphonate 5-triphosphate diphosphatase	-0.468	0.398	0.186	-0.550	-0.251	-1.200
RalstoniaUW163	UW163_RS01365	UW163_RS01365		DUF1045 domain-containing protein	0.490	0.136	1.471	-0.037	0.100	-0.987
RalstoniaUW163	UW163_RS01370	UW163_RS01370		hypothetical protein	-0.880	0.618	0.273	0.210	-1.119	0.382
RalstoniaUW163	UW163_RS01375	UW163_RS01375		hypothetical protein	-0.626	0.137	0.062	-0.873	-0.219	-0.556
RalstoniaUW163	UW163_RS01380	UW163_RS01380		MFS transporter	1.393	-0.838	-0.049	-1.246	-0.293	-0.552
RalstoniaUW163	UW163_RS01390	UW163_RS01390		D-alanyl-D-alanine carboxypeptidase/D-alanyl-D-alanine-endopeptidase	-0.129	-0.915	-0.612	-0.188	2.064	0.866
