orgId	locusId	sysName	geneName	desc	set1IT076 CPG	set1IT077 M63_quarter_strength	set1IT080 CPG	set3IT039 CPG	set3IT040 M63_quarter_strength	set4IT039 Plant=Tomato_cv_Moneymaker; PlantTreatment=None; Sample=Xylem_sap; GrowthSubstrate=calcine_clay; Collection=direct; 1 dpi	set4IT042 Plant=Tomato_cv_Moneymaker; PlantTreatment=None; Sample=Xylem_sap; GrowthSubstrate=calcine_clay; Collection=direct; 1 dpi	set4IT045 Plant=Tomato_cv_Moneymaker; PlantTreatment=None; Sample=Xylem_sap; GrowthSubstrate=calcine_clay; Collection=direct; 1 dpi
RalstoniaBSBF1503	RALBFv3_RS17985	RALBFv3_RS17985		aerotaxis receptor	0.431	0.673	0.239	-0.970	-0.587	-0.213	-0.020	0.092
RalstoniaBSBF1503	RALBFv3_RS17990	RALBFv3_RS17990		MFS transporter	0.963	-0.094	-0.458	0.137	0.882	-0.047	0.672	0.054
RalstoniaBSBF1503	RALBFv3_RS17995	RALBFv3_RS17995		nitrite reductase large subunit	1.647	0.127	-0.307	0.379	0.781	-0.902	-0.527	0.392
RalstoniaBSBF1503	RALBFv3_RS18000	RALBFv3_RS18000		nitrite reductase (NAD(P)H) small subunit	0.175	-0.733	0.670	-0.487	0.234	-1.995	-0.710	0.672
RalstoniaBSBF1503	RALBFv3_RS18005	RALBFv3_RS18005		NAD(P)/FAD-dependent oxidoreductase	-0.356	-1.057	-0.109	1.389	0.993	-1.114	-0.738	1.477
RalstoniaBSBF1503	RALBFv3_RS18010	RALBFv3_RS18010		nitrate reductase	-0.413	0.422	-0.756	-0.392	-1.239	2.081	-0.978	-0.441
RalstoniaBSBF1503	RALBFv3_RS18015	RALBFv3_RS18015		filamentous hemagglutinin	0.428	0.114	0.572	-0.148	0.345	0.378	0.139	0.232
RalstoniaBSBF1503	RALBFv3_RS18025	RALBFv3_RS18025		ShlB/FhaC/HecB family hemolysin secretion/activation protein	-0.412	1.531	-0.226	0.488	0.344	0.559	1.306	-0.576
RalstoniaBSBF1503	RALBFv3_RS18030	RALBFv3_RS18030		hypothetical protein	-0.421	-0.879	0.437	-0.027	0.477	-0.376	-0.366	-0.927
RalstoniaBSBF1503	RALBFv3_RS18040	RALBFv3_RS18040		MATE family efflux transporter	-0.512	-1.128	-0.698	1.442	0.974	0.099	-1.023	-0.048
RalstoniaBSBF1503	RALBFv3_RS18045	RALBFv3_RS18045		exopolysaccharide phosphotransferase	1.630	0.925	0.802	0.057	0.042	1.882	-0.823	0.812
RalstoniaBSBF1503	RALBFv3_RS18050	RALBFv3_RS18050		hypothetical protein	-1.565	-1.016	-0.456	-1.871	-1.593	-0.722	-0.290	0.604
RalstoniaBSBF1503	RALBFv3_RS18055	RALBFv3_RS18055		cardiolipin synthase	-0.305	-0.766	0.087	-0.804	-0.803	-0.843	0.455	-0.393
RalstoniaBSBF1503	RALBFv3_RS18070	RALBFv3_RS18070		methyl-accepting chemotaxis protein	1.024	-0.085	-0.834	-1.226	0.959	0.492	0.458	1.478
RalstoniaBSBF1503	RALBFv3_RS18075	RALBFv3_RS18075		GGDEF domain-containing protein	0.019	-1.157	-1.125	-0.677	-0.462	0.043	0.084	0.286
RalstoniaBSBF1503	RALBFv3_RS18080	RALBFv3_RS18080		cytochrome ubiquinol oxidase subunit I	0.083	0.719	-0.270	-0.184	0.161	-0.055	-1.472	0.843
RalstoniaBSBF1503	RALBFv3_RS18085	RALBFv3_RS18085		cytochrome d ubiquinol oxidase subunit II	-0.161	-0.864	-1.201	0.023	-0.246	-0.786	1.199	1.278
RalstoniaBSBF1503	RALBFv3_RS18090	RALBFv3_RS18090		flagellar brake protein	-1.550	0.569	-0.685	-4.046	-1.250	-0.605	-1.097	1.737
RalstoniaBSBF1503	RALBFv3_RS18100	RALBFv3_RS18100		GGDEF domain-containing protein	2.077	0.915	0.589	2.258	0.177	0.309	0.427	-0.277
RalstoniaBSBF1503	RALBFv3_RS18105	RALBFv3_RS18105		acyloxyacyl hydrolase	-0.330	0.781	0.035	0.612	0.868	0.652	0.592	1.489
RalstoniaBSBF1503	RALBFv3_RS18110	RALBFv3_RS18110		RND transporter	-0.624	-1.007	0.546	-0.393	-1.116	-0.902	-0.964	0.010
RalstoniaBSBF1503	RALBFv3_RS18115	RALBFv3_RS18115		nodulation protein	-0.346	-0.350	-0.253	-0.527	0.022	0.058	0.471	-0.178
RalstoniaBSBF1503	RALBFv3_RS18120	RALBFv3_RS18120		multidrug transporter subunit MdtB	1.050	0.979	0.709	-0.299	-0.203	-0.511	-0.056	-0.119
RalstoniaBSBF1503	RALBFv3_RS18125	RALBFv3_RS18125		multidrug transporter subunit MdtA	0.256	-0.720	-0.523	-0.640	-1.041	1.311	-0.494	1.146
RalstoniaBSBF1503	RALBFv3_RS18130	RALBFv3_RS18130		DNA-binding response regulator	-1.644	-0.853	-0.658	0.473	-0.796	0.382	0.601	0.176
RalstoniaBSBF1503	RALBFv3_RS18135	RALBFv3_RS18135		two-component sensor histidine kinase	-0.509	0.092	-1.113	-0.474	-0.291	-0.082	-0.895	-0.169
RalstoniaBSBF1503	RALBFv3_RS18145	RALBFv3_RS18145		phospholipid carrier-dependent glycosyltransferase	-1.280	0.648	-2.378	-3.103	-1.819	-0.300	-4.296	-1.625
RalstoniaBSBF1503	RALBFv3_RS18150	RALBFv3_RS18150		DNA-binding response regulator	0.370	0.406	0.062	1.269	0.898	-0.191	-0.664	1.072
RalstoniaBSBF1503	RALBFv3_RS18155	RALBFv3_RS18155		3,4-dihydroxy-2-butanone-4-phosphate synthase	1.718	0.608	-0.078	-0.803	-0.427	-0.736	0.372	1.555
RalstoniaBSBF1503	RALBFv3_RS18165	RALBFv3_RS18165		permease	-0.559	-1.605	-1.678	-0.261	-1.250	-0.026	0.424	-0.373
RalstoniaBSBF1503	RALBFv3_RS18175	RALBFv3_RS18175		D-aminoacylase	-1.064	-2.893	-2.122	-1.451	-2.725	-0.136	-0.665	-0.065
RalstoniaBSBF1503	RALBFv3_RS18180	RALBFv3_RS18180		MurR/RpiR family transcriptional regulator	0.937	-1.256	0.513	-1.100	-1.619	-1.488	0.717	0.046
RalstoniaBSBF1503	RALBFv3_RS18185	RALBFv3_RS18185		amino acid deaminase	-1.091	1.714	-0.903	1.294	0.129	1.383	0.237	0.686
RalstoniaBSBF1503	RALBFv3_RS18190	RALBFv3_RS18190		sugar kinase	-0.837	-0.952	0.553	0.671	-1.564	1.493	-0.488	1.513
RalstoniaBSBF1503	RALBFv3_RS18195	RALBFv3_RS18195		hybrid sensor histidine kinase/response regulator	0.352	0.964	-0.163	-0.799	0.018	-0.029	-1.003	1.348
RalstoniaBSBF1503	RALBFv3_RS18200	RALBFv3_RS18200		MFS transporter	1.207	-0.049	0.659	-1.132	-0.350	0.812	0.641	0.657
RalstoniaBSBF1503	RALBFv3_RS18205	RALBFv3_RS18205		hypothetical protein	-0.664	1.738	-0.181	-0.767	0.951	0.756	-0.876	1.169
RalstoniaBSBF1503	RALBFv3_RS18210	RALBFv3_RS18210		hypothetical protein	-0.759	-0.407	-0.257	0.476	0.714	-0.556	0.067	-0.214
RalstoniaBSBF1503	RALBFv3_RS18215	RALBFv3_RS18215		acid phosphatase	0.288	0.228	0.597	0.974	1.047	2.225	-0.142	0.124
RalstoniaBSBF1503	RALBFv3_RS18220	RALBFv3_RS18220		cytochrome-c peroxidase	-0.134	-0.033	-0.083	1.220	0.967	-0.483	2.069	0.781
RalstoniaBSBF1503	RALBFv3_RS18225	RALBFv3_RS18225		TerC family protein	-0.035	-0.279	0.463	0.591	0.848	-0.704	-0.070	-0.219
RalstoniaBSBF1503	RALBFv3_RS18230	RALBFv3_RS18230		DUF2145 domain-containing protein	-0.017	-0.047	-0.011	0.647	0.853	0.679	-0.422	0.528
RalstoniaBSBF1503	RALBFv3_RS18235	RALBFv3_RS18235		hypothetical protein	0.548	1.264	-0.141	1.012	-0.523	0.784	-0.397	0.058
RalstoniaBSBF1503	RALBFv3_RS18240	RALBFv3_RS18240		TetR family transcriptional regulator	-0.343	-0.856	2.172	-0.485	-1.142	-0.864	0.910	-0.681
RalstoniaBSBF1503	RALBFv3_RS18245	RALBFv3_RS18245		hypothetical protein	0.516	0.049	0.916	0.876	-0.279	-0.255	0.396	0.601
RalstoniaBSBF1503	RALBFv3_RS18250	RALBFv3_RS18250		two-component sensor histidine kinase	0.106	-0.042	0.532	1.019	-1.218	-0.682	1.036	0.769
RalstoniaBSBF1503	RALBFv3_RS18255	RALBFv3_RS18255		DNA-binding response regulator	-0.989	0.547	-1.898	1.137	0.536	-1.772	-2.755	-0.276
RalstoniaBSBF1503	RALBFv3_RS18260	RALBFv3_RS18260		hypothetical protein	-0.792	-0.682	0.231	-0.961	0.162	0.240	-0.911	0.928
RalstoniaBSBF1503	RALBFv3_RS18265	RALBFv3_RS18265		universal stress protein	-0.101	-0.684	-0.297	0.035	0.918	0.432	0.335	1.068
RalstoniaBSBF1503	RALBFv3_RS18270	RALBFv3_RS18270		DUF1272 domain-containing protein	-0.250	-1.142	0.898	-0.817	-0.571	1.875	-0.953	-0.064
RalstoniaBSBF1503	RALBFv3_RS18275	RALBFv3_RS18275		AraC family transcriptional regulator	0.271	-0.981	-0.511	1.059	-0.228	0.527	0.058	1.054
RalstoniaBSBF1503	RALBFv3_RS18285	RALBFv3_RS18285		hypothetical protein	0.445	0.622	0.798	-0.533	0.709	-0.164	0.269	1.527
RalstoniaBSBF1503	RALBFv3_RS18290	RALBFv3_RS18290		bifunctional diguanylate cyclase/phosphodiesterase	-1.248	1.299	-0.644	-3.208	1.710	-0.451	0.245	-0.266
RalstoniaBSBF1503	RALBFv3_RS18295	RALBFv3_RS18295		hypothetical protein	0.311	1.489	0.880	-0.965	-0.298	0.286	1.075	1.810
RalstoniaBSBF1503	RALBFv3_RS18305	RALBFv3_RS18305		ABC transporter ATP-binding protein	-1.916	0.205	-0.019	-2.109	-1.321	0.517	0.916	1.171
RalstoniaBSBF1503	RALBFv3_RS18310	RALBFv3_RS18310		molybdate ABC transporter permease subunit	-0.796	0.067	-0.482	-1.137	0.042	1.122	-1.066	0.069
RalstoniaBSBF1503	RALBFv3_RS18315	RALBFv3_RS18315		glutaminase	0.093	0.421	-0.607	0.032	-0.993	-1.003	0.214	1.018
RalstoniaBSBF1503	RALBFv3_RS18320	RALBFv3_RS18320		LuxR family transcriptional regulator	1.457	0.989	0.979	1.494	2.129	-1.803	-0.499	-0.904
RalstoniaBSBF1503	RALBFv3_RS18325	RALBFv3_RS18325		DNA-binding response regulator	-0.186	0.824	-0.229	0.433	0.738	-0.303	0.479	0.695
RalstoniaBSBF1503	RALBFv3_RS18330	RALBFv3_RS18330		amino acid ABC transporter substrate-binding protein	-1.609	-0.806	-1.434	0.794	2.046	-0.102	-0.268	0.567
RalstoniaBSBF1503	RALBFv3_RS18335	RALBFv3_RS18335		NUDIX hydrolase	0.106	-0.123	-1.212	-0.634	-0.746	-0.664	0.583	-0.259
RalstoniaBSBF1503	RALBFv3_RS18340	RALBFv3_RS18340		ArsR family transcriptional regulator	-0.130	-0.380	0.544	-0.387	0.033	-0.648	0.046	-0.952
RalstoniaBSBF1503	RALBFv3_RS18345	RALBFv3_RS18345		glyoxalase/bleomycin resistance/dioxygenase family protein	1.950	0.021	-1.116	0.899	0.444	0.067	-0.020	0.384
RalstoniaBSBF1503	RALBFv3_RS18350	RALBFv3_RS18350		arsenate reductase ArsC	-2.135	0.461	-0.450	0.213	0.297	-1.257	1.844	-0.054
RalstoniaBSBF1503	RALBFv3_RS18355	RALBFv3_RS18355		aquaporin family protein	-0.296	-0.628	-0.451	0.582	-0.947	0.044	0.340	0.817
RalstoniaBSBF1503	RALBFv3_RS18360	RALBFv3_RS18360		transcriptional regulator ArgP	0.295	-0.026	-1.009	-1.257	0.019	0.707	0.873	0.005
RalstoniaBSBF1503	RALBFv3_RS18365	RALBFv3_RS18365		amino acid transporter	-0.832	-0.040	0.820	0.251	1.136	0.001	-0.878	-0.380
RalstoniaBSBF1503	RALBFv3_RS18370	RALBFv3_RS18370		RND transporter	0.054	-0.910	-0.773	-0.528	-1.174	-1.778	0.147	-0.218
RalstoniaBSBF1503	RALBFv3_RS18375	RALBFv3_RS18375		multidrug efflux RND transporter permease subunit	0.603	1.344	2.001	1.113	0.547	-0.124	-0.560	-0.531
RalstoniaBSBF1503	RALBFv3_RS18380	RALBFv3_RS18380		MexE family multidrug efflux RND transporter periplasmic adaptor subunit	-1.214	-0.329	-0.753	0.157	-0.602	-0.948	0.053	-0.949
RalstoniaBSBF1503	RALBFv3_RS18385	RALBFv3_RS18385		alpha/beta hydrolase	-0.068	0.315	-0.964	-1.157	-0.694	-1.866	0.496	-0.976
RalstoniaBSBF1503	RALBFv3_RS18390	RALBFv3_RS18390		LysR family transcriptional regulator	1.031	1.214	1.494	1.850	0.544	0.171	-1.091	0.442
RalstoniaBSBF1503	RALBFv3_RS18395	RALBFv3_RS18395		lytic murein transglycosylase	0.235	0.350	0.315	-1.137	-0.504	-1.257	0.799	0.696
RalstoniaBSBF1503	RALBFv3_RS18400	RALBFv3_RS18400		hypothetical protein	1.814	3.355	1.115	0.061	-0.947	0.293	0.955	1.697
RalstoniaBSBF1503	RALBFv3_RS18405	RALBFv3_RS18405		alpha/beta hydrolase	0.350	-0.297	1.832	-0.774	0.359	1.650	-1.063	0.013
RalstoniaBSBF1503	RALBFv3_RS18415	RALBFv3_RS18415		MarR family transcriptional regulator	0.703	-1.093	-1.421	1.754	0.724	-0.756	-1.183	-0.285
RalstoniaBSBF1503	RALBFv3_RS18420	RALBFv3_RS18420		alpha,alpha-trehalose-phosphate synthase (UDP-forming)	0.780	-0.115	-0.597	1.221	0.774	0.135	-0.348	0.380
RalstoniaBSBF1503	RALBFv3_RS18430	RALBFv3_RS18430		integrase	1.283	0.386	-0.093	0.399	0.518	0.267	0.065	-0.545
RalstoniaBSBF1503	RALBFv3_RS18435	RALBFv3_RS18435		UDP-glucose 4-epimerase GalE	0.429	1.102	-1.449	0.609	1.313	-1.574	-2.284	-1.095
RalstoniaBSBF1503	RALBFv3_RS18440	RALBFv3_RS18440		sensor histidine kinase	2.075	0.530	2.240	1.588	0.256	-1.082	-0.134	0.507
RalstoniaBSBF1503	RALBFv3_RS18445	RALBFv3_RS18445		membrane protein	1.177	0.441	0.972	-0.983	0.467	-0.319	-0.722	-0.279
RalstoniaBSBF1503	RALBFv3_RS18455	RALBFv3_RS18455		phosphodiesterase	1.499	-0.210	0.840	0.213	-0.527	0.447	-0.088	0.207
RalstoniaBSBF1503	RALBFv3_RS18460	RALBFv3_RS18460		helix-turn-helix transcriptional regulator	-2.890	2.695	-3.299	-3.781	2.908	0.333	-0.883	-0.474
RalstoniaBSBF1503	RALBFv3_RS18465	RALBFv3_RS18465		ShlB/FhaC/HecB family hemolysin secretion/activation protein	-0.211	-1.916	1.143	-1.191	0.092	-0.163	0.932	0.841
RalstoniaBSBF1503	RALBFv3_RS18470	RALBFv3_RS18470		hemagglutinin	1.364	0.406	0.525	-0.300	-0.705	-0.189	-0.546	3.180
RalstoniaBSBF1503	RALBFv3_RS18475	RALBFv3_RS18475		membrane protein	-1.732	0.512	0.497	1.694	1.110	-0.648	0.411	-0.975
RalstoniaBSBF1503	RALBFv3_RS18480	RALBFv3_RS18480		Flp family type IVb pilin	-0.927	1.032	0.746	0.930	0.597	0.373	-0.896	0.761
RalstoniaBSBF1503	RALBFv3_RS18485	RALBFv3_RS18485		prepilin peptidase	1.168	1.185	0.721	0.835	0.974	-0.881	0.498	0.174
RalstoniaBSBF1503	RALBFv3_RS18490	RALBFv3_RS18490		pilus assembly protein	-0.182	-0.649	0.820	0.763	-0.113	1.046	1.371	0.134
RalstoniaBSBF1503	RALBFv3_RS18495	RALBFv3_RS18495		Flp pilus assembly protein CpaB	-0.668	-0.220	-0.216	-1.530	-1.456	-0.224	0.550	-0.125
RalstoniaBSBF1503	RALBFv3_RS18500	RALBFv3_RS18500		membrane protein	0.045	0.062	0.574	0.419	0.724	-0.933	0.016	0.802
RalstoniaBSBF1503	RALBFv3_RS18505	RALBFv3_RS18505		pilus assembly protein	0.181	-0.511	0.610	1.120	1.705	-0.157	0.136	0.326
RalstoniaBSBF1503	RALBFv3_RS18510	RALBFv3_RS18510		CpaF family protein	-0.522	-1.681	-0.039	-1.060	0.004	0.617	-0.546	0.509
RalstoniaBSBF1503	RALBFv3_RS18515	RALBFv3_RS18515		membrane protein	0.330	0.606	-1.656	-1.001	-1.861	1.829	-1.185	1.019
RalstoniaBSBF1503	RALBFv3_RS18520	RALBFv3_RS18520		pilus assembly protein TadC	0.624	0.602	-0.073	-0.019	0.381	-0.330	0.168	1.146
RalstoniaBSBF1503	RALBFv3_RS18525	RALBFv3_RS18525		lipoprotein	-0.090	0.710	0.426	-0.141	2.015	-0.202	0.743	-0.807
RalstoniaBSBF1503	RALBFv3_RS18530	RALBFv3_RS18530		hypothetical protein	2.872	3.190	0.809	0.878	0.045	-0.368	0.190	-0.101
RalstoniaBSBF1503	RALBFv3_RS18535	RALBFv3_RS18535		membrane protein	1.029	0.780	0.162	-0.414	0.172	-0.197	-0.010	0.666
RalstoniaBSBF1503	RALBFv3_RS18540	RALBFv3_RS18540		sigma-54-dependent Fis family transcriptional regulator	1.170	-1.019	-0.694	-0.954	-0.011	0.454	0.975	1.027
RalstoniaBSBF1503	RALBFv3_RS18545	RALBFv3_RS18545		DUF2968 domain-containing protein	0.321	-0.331	0.054	-0.412	1.176	-0.431	0.151	-0.093
RalstoniaBSBF1503	RALBFv3_RS18550	RALBFv3_RS18550		hypothetical protein	-1.363	-1.413	0.175	0.035	-0.540	-2.001	1.608	0.544
RalstoniaBSBF1503	RALBFv3_RS18555	RALBFv3_RS18555		gfo/Idh/MocA family oxidoreductase	0.101	-0.407	0.077	0.254	-1.001	0.286	-1.111	-0.176
RalstoniaBSBF1503	RALBFv3_RS18565	RALBFv3_RS18565		cytochrome P450	1.135	0.454	1.345	2.222	1.791	0.425	0.356	0.001
RalstoniaBSBF1503	RALBFv3_RS18570	RALBFv3_RS18570		ArsR family transcriptional regulator	0.991	-0.222	0.004	0.123	2.096	-0.215	0.755	-1.309
RalstoniaBSBF1503	RALBFv3_RS18575	RALBFv3_RS18575		ShlB/FhaC/HecB family hemolysin secretion/activation protein	-0.353	-0.045	0.891	-0.200	0.208	-0.726	1.255	0.068
RalstoniaBSBF1503	RALBFv3_RS18580	RALBFv3_RS18580		toxin-activating lysine-acyltransferase	-0.605	-0.372	-0.374	-0.380	-0.408	-0.360	0.128	-0.552
RalstoniaBSBF1503	RALBFv3_RS18585	RALBFv3_RS18585		hemagglutinin	-0.387	0.310	-0.100	0.128	0.058	-0.546	0.526	-0.850
RalstoniaBSBF1503	RALBFv3_RS18595	RALBFv3_RS18595		hemagglutinin-related protein	0.282	-0.267	1.722	-1.001	0.339	0.056	-0.258	0.822
RalstoniaBSBF1503	RALBFv3_RS18620	RALBFv3_RS18620		alpha/beta hydrolase	0.602	-0.174	0.804	0.428	0.176	-1.442	-0.480	-0.425
RalstoniaBSBF1503	RALBFv3_RS18625	RALBFv3_RS18625		heavy metal-responsive transcriptional regulator	0.616	-0.041	0.279	-0.137	0.772	-1.486	-1.014	-1.502
RalstoniaBSBF1503	RALBFv3_RS18640	RALBFv3_RS18640		IS5/IS1182 family transposase	-0.405	0.013	-0.168	-1.726	-0.544	-0.705	0.297	0.638
RalstoniaBSBF1503	RALBFv3_RS18650	RALBFv3_RS18650		LacI family transcriptional regulator	-0.464	0.410	-0.107	0.797	0.165	0.208	-0.237	-0.856
RalstoniaBSBF1503	RALBFv3_RS18655	RALBFv3_RS18655		PTS sugar transporter	-0.850	0.909	0.222	-0.731	-0.731	0.139	0.558	-0.642
RalstoniaBSBF1503	RALBFv3_RS18660	RALBFv3_RS18660		fructosidase	-0.755	1.933	-0.531	0.030	1.835	-4.665	-4.668	-4.569
RalstoniaBSBF1503	RALBFv3_RS18665	RALBFv3_RS18665		porin LamB	-1.173	0.169	-0.134	-0.302	1.131	0.381	0.955	1.096
RalstoniaBSBF1503	RALBFv3_RS18670	RALBFv3_RS18670		phosphoenolpyruvate--protein phosphotransferase	-1.280	-0.305	0.610	1.176	-0.208	-0.204	-0.588	-0.328
RalstoniaBSBF1503	RALBFv3_RS18675	RALBFv3_RS18675		type III effector protein	-0.458	0.027	-0.738	0.515	0.220	0.201	0.295	1.132
RalstoniaBSBF1503	RALBFv3_RS18680	RALBFv3_RS18680		carbohydrate kinase	0.389	-0.134	-0.322	0.567	0.188	-2.242	-0.656	0.619
RalstoniaBSBF1503	RALBFv3_RS18685	RALBFv3_RS18685		TonB-dependent siderophore receptor	-0.560	-0.591	-0.454	-1.110	1.050	-0.038	-0.292	-0.443
RalstoniaBSBF1503	RALBFv3_RS18690	RALBFv3_RS18690		oxidoreductase	-0.470	0.611	0.592	0.742	0.214	0.111	-0.773	-0.926
RalstoniaBSBF1503	RALBFv3_RS18695	RALBFv3_RS18695		type III effector protein	0.732	1.477	1.144	1.500	0.591	-0.703	-0.661	0.461
RalstoniaBSBF1503	RALBFv3_RS18700	RALBFv3_RS18700		membrane protein	-0.470	1.373	0.869	-0.097	1.187	-0.060	-0.355	-0.208
RalstoniaBSBF1503	RALBFv3_RS18705	RALBFv3_RS18705		3-hydroxybutyrate dehydrogenase	0.635	1.586	0.385	1.507	-0.361	2.032	-0.923	-0.037
RalstoniaBSBF1503	RALBFv3_RS18710	RALBFv3_RS18710		acetoacetate decarboxylase	1.254	1.366	1.642	1.577	-1.318	0.303	0.915	1.438
RalstoniaBSBF1503	RALBFv3_RS18715	RALBFv3_RS18715		PLP-dependent aminotransferase family protein	-0.341	0.336	0.502	-0.215	0.651	-0.433	0.464	0.330
RalstoniaBSBF1503	RALBFv3_RS18720	RALBFv3_RS18720		aspartate aminotransferase family protein	-0.404	-0.393	-0.367	-0.078	-0.463	0.232	0.176	0.636
RalstoniaBSBF1503	RALBFv3_RS18725	RALBFv3_RS18725		methylmalonate-semialdehyde dehydrogenase (CoA acylating)	-2.524	-1.952	-0.192	1.429	0.717	-0.642	-1.302	-0.393
RalstoniaBSBF1503	RALBFv3_RS18735	RALBFv3_RS18735		cold-shock protein	1.623	0.202	-0.694	1.245	-0.635	2.097	-0.290	0.069
RalstoniaBSBF1503	RALBFv3_RS18740	RALBFv3_RS18740		potassium transporter Kup	0.270	-2.530	0.093	-0.688	-0.052	0.142	0.374	-0.123
RalstoniaBSBF1503	RALBFv3_RS18745	RALBFv3_RS18745		histidine kinase	-0.327	0.463	0.025	0.434	-0.070	0.504	-0.687	1.071
RalstoniaBSBF1503	RALBFv3_RS18760	RALBFv3_RS18760		formate dehydrogenase	-1.873	2.415	0.302	-0.876	-1.013	0.775	0.411	-0.361
RalstoniaBSBF1503	RALBFv3_RS18765	RALBFv3_RS18765		MFS transporter	0.698	-0.120	0.305	-0.208	0.432	0.281	-0.692	-0.194
RalstoniaBSBF1503	RALBFv3_RS18770	RALBFv3_RS18770		APC family permease	-0.080	-1.764	0.290	0.196	-0.988	-0.386	-0.092	0.653
RalstoniaBSBF1503	RALBFv3_RS18780	RALBFv3_RS18780		CusA/CzcA family heavy metal efflux RND transporter	-0.249	-1.511	-1.321	0.748	0.064	1.240	0.362	-0.023
RalstoniaBSBF1503	RALBFv3_RS18785	RALBFv3_RS18785		efflux RND transporter periplasmic adaptor subunit	0.493	1.227	0.125	0.805	1.391	0.938	0.619	-0.398
RalstoniaBSBF1503	RALBFv3_RS18790	RALBFv3_RS18790		TolC family protein	-0.455	0.093	0.301	0.724	1.383	-0.448	-0.262	0.220
RalstoniaBSBF1503	RALBFv3_RS18795	RALBFv3_RS18795		BON domain-containing protein	-0.425	-0.288	0.876	-0.365	-0.547	-0.084	0.306	-0.956
RalstoniaBSBF1503	RALBFv3_RS18800	RALBFv3_RS18800		DoxX family protein	-2.124	-2.641	-0.795	-0.308	-0.162	-0.663	0.126	-2.162
RalstoniaBSBF1503	RALBFv3_RS18805	RALBFv3_RS18805		DUF2063 domain-containing protein	-0.007	-0.501	1.162	-0.670	0.632	0.376	-0.846	-0.339
RalstoniaBSBF1503	RALBFv3_RS18810	RALBFv3_RS18810		DUF692 domain-containing protein	-0.493	0.695	-1.547	-0.510	-0.272	-0.439	-0.753	-0.101
RalstoniaBSBF1503	RALBFv3_RS18820	RALBFv3_RS18820		DNA-binding protein	-0.826	-0.092	-0.690	-0.572	0.883	0.381	-0.027	0.886
RalstoniaBSBF1503	RALBFv3_RS18830	RALBFv3_RS18830		DUF4865 domain-containing protein	-0.747	-1.050	-0.030	-1.425	-0.826	-0.146	2.186	-0.204
RalstoniaBSBF1503	RALBFv3_RS18835	RALBFv3_RS18835		hypothetical protein	-0.090	-0.699	0.374	-0.901	0.181	0.137	0.382	-0.361
RalstoniaBSBF1503	RALBFv3_RS18840	RALBFv3_RS18840		IMP dehydrogenase	0.174	1.077	0.767	0.485	0.410	-0.705	0.755	-0.996
RalstoniaBSBF1503	RALBFv3_RS18845	RALBFv3_RS18845		hypothetical protein	-1.577	1.181	-0.461	0.479	2.539	-0.784	-1.074	0.832
RalstoniaBSBF1503	RALBFv3_RS18850	RALBFv3_RS18850		transglutaminase family protein	-0.816	-0.028	0.047	0.292	0.585	-0.742	1.019	-0.537
RalstoniaBSBF1503	RALBFv3_RS18855	RALBFv3_RS18855		2-haloalkanoic acid dehalogenase	-0.007	-0.760	-0.573	1.203	1.005	0.473	0.245	-0.335
RalstoniaBSBF1503	RALBFv3_RS18860	RALBFv3_RS18860		amidohydrolase	-1.548	-0.886	-0.520	-0.557	-0.867	-0.752	1.123	0.348
RalstoniaBSBF1503	RALBFv3_RS18865	RALBFv3_RS18865		DUF861 domain-containing protein	0.321	-0.190	0.699	-0.048	-1.417	-0.768	0.072	0.700
RalstoniaBSBF1503	RALBFv3_RS18870	RALBFv3_RS18870		FAD-binding oxidoreductase	-0.057	0.060	-0.548	-0.314	-0.763	-0.518	-1.087	1.637
RalstoniaBSBF1503	RALBFv3_RS18875	RALBFv3_RS18875		NAD(P)/FAD-dependent oxidoreductase	0.282	0.714	-0.793	1.841	1.382	0.004	0.121	1.876
RalstoniaBSBF1503	RALBFv3_RS18880	RALBFv3_RS18880		hypothetical protein	0.148	-0.434	-1.002	-0.373	-1.333	-0.073	-0.322	-1.443
RalstoniaBSBF1503	RALBFv3_RS18885	RALBFv3_RS18885		Lrp/AsnC family transcriptional regulator	-0.924	0.613	1.556	0.706	-0.179	1.707	0.510	-0.604
RalstoniaBSBF1503	RALBFv3_RS18890	RALBFv3_RS18890		aspartate aminotransferase family protein	-0.618	-0.576	0.796	-0.844	-0.754	0.106	2.430	0.555
RalstoniaBSBF1503	RALBFv3_RS18895	RALBFv3_RS18895		glyoxylate/hydroxypyruvate reductase A	0.039	-0.658	-0.722	0.000	0.184	0.515	-0.032	-0.277
RalstoniaBSBF1503	RALBFv3_RS18910	RALBFv3_RS18910		haloacid dehalogenase type II	-1.368	0.505	-0.376	0.843	0.976	0.660	0.093	0.176
RalstoniaBSBF1503	RALBFv3_RS18915	RALBFv3_RS18915		FAD-binding oxidoreductase	-0.526	-1.106	-0.287	1.083	-0.033	-0.192	0.531	0.833
RalstoniaBSBF1503	RALBFv3_RS18920	RALBFv3_RS18920		ABC transporter substrate-binding protein	-1.938	-1.202	0.466	0.151	-1.900	0.239	-0.454	-0.589
RalstoniaBSBF1503	RALBFv3_RS18925	RALBFv3_RS18925		ABC transporter permease	1.396	-0.244	0.433	-0.920	-2.121	-2.288	0.031	1.141
RalstoniaBSBF1503	RALBFv3_RS18930	RALBFv3_RS18930		ABC transporter permease	-1.188	-0.700	-1.500	1.065	-0.248	0.316	0.065	0.903
