orgId	locusId	sysName	geneName	desc	set1IT085 CPG	set1IT086 M63_quarter_strength	set1IT089 CPG	set1IT090 M63_quarter_strength	set2IT016 Plant=Tomato_MoneyMaker; PlantTreatment=exvivo_xylem_sap_from_healthy_plant; Sample=xylem_sap; Collection=25hr_after_growth_in_xylem_sap	set2IT019 Plant=Tomato_MoneyMaker; PlantTreatment=exvivo_xylem_sap_from_healthy_plant; Sample=xylem_sap; Collection=25hr_after_growth_in_xylem_sap	set2IT022 Plant=Tomato_MoneyMaker; PlantTreatment=exvivo_xylem_sap_from_healthy_plant; Sample=xylem_sap; Collection=25hr_after_growth_in_xylem_sap	set3IT043 M63_quarter_strength
RalstoniaPSI07	RPSI07_RS00080	RPSI07_RS00080		ABC transporter ATP-binding protein	0.171	-0.630	0.008	-0.094	0.386	-0.149	-0.410	-0.184
RalstoniaPSI07	RPSI07_RS00085	RPSI07_RS00085		ABC transporter ATP-binding protein	0.337	0.134	0.232	0.257	-0.107	0.194	0.003	0.255
RalstoniaPSI07	RPSI07_RS00090	RPSI07_RS00090		LysR family transcriptional regulator	-0.094	-0.388	-0.072	0.370	-0.490	-0.514	0.117	-0.166
RalstoniaPSI07	RPSI07_RS00095	RPSI07_RS00095		hypothetical protein	0.091	0.299	-0.486	-0.014	-0.125	-0.085	-0.472	0.303
RalstoniaPSI07	RPSI07_RS00100	RPSI07_RS00100		hypothetical protein	-1.181	-0.676	-0.217	0.187	-0.192	0.021	-0.078	-0.002
RalstoniaPSI07	RPSI07_RS00105	RPSI07_RS00105		chloride channel protein	-0.047	-0.018	0.071	-0.113	-0.020	-0.014	-0.072	0.166
RalstoniaPSI07	RPSI07_RS00110	RPSI07_RS00110		hypothetical protein	-0.186	0.027	-0.022	-0.005	-0.118	-0.169	-0.204	0.020
RalstoniaPSI07	RPSI07_RS00115	RPSI07_RS00115		serine dehydratase	-0.076	0.305	-0.175	0.101	-0.246	0.179	0.061	0.338
RalstoniaPSI07	RPSI07_RS00120	RPSI07_RS00120		LysR family transcriptional regulator	-0.392	0.411	0.031	0.408	-0.218	-0.099	-0.396	0.096
RalstoniaPSI07	RPSI07_RS00125	RPSI07_RS00125		YbhB/YbcL family Raf kinase inhibitor-like protein	0.044	0.093	-0.234	-0.199	-0.130	-0.143	0.191	0.149
RalstoniaPSI07	RPSI07_RS00130	RPSI07_RS00130		carbohydrate porin	0.010	-0.072	-0.027	-0.107	-0.259	0.237	-0.042	-0.007
RalstoniaPSI07	RPSI07_RS00135	RPSI07_RS00135		hypothetical protein	-0.746	-0.013	-0.318	-0.406	0.247	-0.320	-0.623	0.279
RalstoniaPSI07	RPSI07_RS00140	RPSI07_RS00140		divalent metal cation transporter	0.109	0.084	0.048	0.068	-0.048	-0.271	-0.122	0.048
RalstoniaPSI07	RPSI07_RS00145	RPSI07_RS00145		HAMP domain-containing protein	-0.107	-0.115	-0.047	0.012	0.028	0.132	-0.300	0.535
RalstoniaPSI07	RPSI07_RS00150	RPSI07_RS00150		DNA-binding response regulator	-0.378	-0.432	-0.161	-0.074	-0.040	-0.689	0.322	-0.482
RalstoniaPSI07	RPSI07_RS00155	RPSI07_RS00155		CusA/CzcA family heavy metal efflux RND transporter	0.094	0.052	-0.117	-0.060	-0.200	-0.260	-0.070	-0.036
RalstoniaPSI07	RPSI07_RS00160	RPSI07_RS00160		efflux RND transporter periplasmic adaptor subunit	0.270	0.080	0.143	-0.094	-0.266	-0.174	0.175	0.330
RalstoniaPSI07	RPSI07_RS00165	RPSI07_RS00165		histidine kinase	-0.360	-0.193	-0.181	-0.159	-0.102	0.006	0.100	0.280
RalstoniaPSI07	RPSI07_RS00170	RPSI07_RS00170		GALA protein	-0.239	-0.218	-0.333	-0.104	-0.001	-0.297	-0.071	0.065
RalstoniaPSI07	RPSI07_RS00175	RPSI07_RS00175		protein phosphatase CheZ	0.008	-0.122	0.013	-0.113	-0.325	-0.157	-0.215	-0.035
RalstoniaPSI07	RPSI07_RS00180	RPSI07_RS00180		chemotaxis protein CheY	-1.298	-1.001	0.051	-0.839	-0.465	0.726	0.146	-0.205
RalstoniaPSI07	RPSI07_RS00190	RPSI07_RS00190		DNA-binding protein	-0.397	-0.534	0.106	-0.159	-0.788	0.020	-0.522	-0.728
RalstoniaPSI07	RPSI07_RS00200	RPSI07_RS00200		hypothetical protein	-0.267	0.007	-0.076	0.018	-0.144	-0.107	-0.073	-0.170
RalstoniaPSI07	RPSI07_RS00205	RPSI07_RS00205		class D beta-lactamase	0.003	-0.145	0.173	-0.357	0.007	-0.070	-0.257	-0.034
RalstoniaPSI07	RPSI07_RS00215	RPSI07_RS00215		bifunctional salicylyl-CoA 5-hydroxylase/oxidoreductase	0.053	-0.054	-0.009	-0.075	-0.360	-0.410	0.003	-0.143
RalstoniaPSI07	RPSI07_RS00220	RPSI07_RS00220		NAD(P)-dependent oxidoreductase	-0.207	-0.030	-0.397	-0.441	0.058	0.032	-0.065	0.124
RalstoniaPSI07	RPSI07_RS00225	RPSI07_RS00225		MarR family transcriptional regulator	0.296	0.545	0.025	0.716	-0.429	0.023	0.258	-0.033
RalstoniaPSI07	RPSI07_RS00230	RPSI07_RS00230		enoyl-CoA hydratase	0.053	-0.241	-0.288	-0.868	0.270	0.086	0.307	1.332
RalstoniaPSI07	RPSI07_RS00235	RPSI07_RS00235		acyl-CoA dehydrogenase	0.219	-0.126	0.246	-0.066	-0.027	-0.034	0.177	0.567
RalstoniaPSI07	RPSI07_RS00240	RPSI07_RS00240		2-aminobenzoate-CoA ligase	-0.077	-0.182	0.127	0.168	-0.086	-0.065	-0.124	-0.216
RalstoniaPSI07	RPSI07_RS00245	RPSI07_RS00245		acyl-CoA thioesterase	-0.254	-0.873	-0.328	-0.679	0.074	0.427	-0.666	0.082
RalstoniaPSI07	RPSI07_RS00255	RPSI07_RS00255		hypothetical protein	-0.114	-0.381	-0.214	0.037	0.094	-0.425	-0.146	0.384
RalstoniaPSI07	RPSI07_RS00260	RPSI07_RS00260		hypothetical protein	-0.128	0.030	-0.012	-0.022	0.135	-0.050	-0.071	0.140
RalstoniaPSI07	RPSI07_RS00265	RPSI07_RS00265		MFS transporter	-0.006	0.120	-0.028	-0.137	-0.087	-0.114	0.074	-0.050
RalstoniaPSI07	RPSI07_RS00270	RPSI07_RS00270		putative addiction module antidote protein	-0.132	-0.006	-0.215	-0.151	-0.341	-0.408	0.182	-0.034
RalstoniaPSI07	RPSI07_RS00275	RPSI07_RS00275		type II toxin-antitoxin system RelE/ParE family toxin	0.560	-0.203	0.501	0.154	0.104	-0.156	-0.265	0.394
RalstoniaPSI07	RPSI07_RS00280	RPSI07_RS00280		MFS transporter	-0.272	-0.252	0.370	0.140	0.005	-0.301	-0.092	0.090
RalstoniaPSI07	RPSI07_RS00285	RPSI07_RS00285		GntR family transcriptional regulator	-0.586	-0.126	-0.024	-0.351	-0.220	-0.760	0.197	-0.155
RalstoniaPSI07	RPSI07_RS00290	RPSI07_RS00290		transcriptional regulator	0.487	-2.168	0.507	-0.911	0.332	-0.774	0.001	-0.594
RalstoniaPSI07	RPSI07_RS00295	RPSI07_RS00295		GNAT family N-acetyltransferase	0.453	0.046	0.293	0.394	-0.012	0.248	-0.044	0.361
RalstoniaPSI07	RPSI07_RS00300	RPSI07_RS00300		glyoxalase	0.725	-0.034	0.353	0.548	-0.278	-0.677	0.252	0.535
RalstoniaPSI07	RPSI07_RS00305	RPSI07_RS00305		LysR family transcriptional regulator	-0.458	-0.480	-0.029	0.048	0.253	-0.341	-0.406	0.591
RalstoniaPSI07	RPSI07_RS00310	RPSI07_RS00310		hypothetical protein	0.166	0.142	0.102	0.168	-0.195	-0.131	-0.237	-0.193
RalstoniaPSI07	RPSI07_RS00315	RPSI07_RS00315		TonB-dependent receptor	0.041	0.084	0.133	-0.018	0.019	-0.082	-0.106	0.130
RalstoniaPSI07	RPSI07_RS00320	RPSI07_RS00320		hypothetical protein	-0.066	-0.100	0.001	0.032	-0.075	-0.343	-0.015	-0.191
RalstoniaPSI07	RPSI07_RS00330	RPSI07_RS00330		molybdate ABC transporter substrate-binding protein	0.128	0.142	-0.218	0.124	-0.063	0.210	-0.567	0.359
RalstoniaPSI07	RPSI07_RS00335	RPSI07_RS00335		MFS transporter	-0.179	0.006	-0.191	-0.035	-0.143	-0.107	-0.101	0.090
RalstoniaPSI07	RPSI07_RS00340	RPSI07_RS00340		TetR/AcrR family transcriptional regulator	-0.265	0.084	0.155	0.239	-0.123	0.256	-0.253	-0.380
RalstoniaPSI07	RPSI07_RS00345	RPSI07_RS00345		MoxR family ATPase	0.104	-0.136	0.067	-0.157	-0.055	0.052	-0.095	0.135
RalstoniaPSI07	RPSI07_RS00350	RPSI07_RS00350		DUF58 domain-containing protein	-0.167	0.170	-0.180	-0.082	0.138	-0.180	-0.071	0.200
RalstoniaPSI07	RPSI07_RS00355	RPSI07_RS00355		DUF3488 domain-containing protein	0.072	0.013	-0.046	-0.036	-0.234	-0.066	0.270	0.213
RalstoniaPSI07	RPSI07_RS00360	RPSI07_RS00360		carbonic anhydrase	0.126	0.521	-0.079	-0.589	0.107	-0.155	-0.196	-0.246
RalstoniaPSI07	RPSI07_RS00365	RPSI07_RS00365		SulP family inorganic anion transporter	0.444	0.314	0.274	-0.219	0.114	0.423	-0.050	0.154
RalstoniaPSI07	RPSI07_RS00370	RPSI07_RS00370		membrane protein	-0.051	-0.183	-0.304	-0.096	-0.310	-0.198	0.038	-0.148
RalstoniaPSI07	RPSI07_RS00380	RPSI07_RS00380		hypothetical protein	0.008	-0.353	0.162	0.310	0.140	0.374	-0.418	0.860
RalstoniaPSI07	RPSI07_RS00385	RPSI07_RS00385		2-methylaconitate cis-trans isomerase PrpF	0.467	0.801	0.241	0.748	-0.361	0.030	-0.137	0.710
RalstoniaPSI07	RPSI07_RS00390	RPSI07_RS00390		Fe/S-dependent 2-methylisocitrate dehydratase AcnD	0.322	0.740	0.122	0.468	-0.113	0.072	0.005	0.698
RalstoniaPSI07	RPSI07_RS00395	RPSI07_RS00395		2-methylcitrate synthase	0.313	0.545	-0.877	1.203	0.047	-1.010	0.157	2.017
RalstoniaPSI07	RPSI07_RS00400	RPSI07_RS00400		methylisocitrate lyase	0.076	0.262	-0.161	0.237	0.070	0.059	-0.484	-0.097
RalstoniaPSI07	RPSI07_RS00405	RPSI07_RS00405		propionate catabolism operon regulatory protein PrpR	0.212	0.321	0.065	0.117	0.028	0.029	-0.029	0.186
RalstoniaPSI07	RPSI07_RS00410	RPSI07_RS00410		DUF2242 domain-containing protein	-0.250	-0.141	0.043	0.074	0.035	0.057	0.144	0.112
RalstoniaPSI07	RPSI07_RS00415	RPSI07_RS00415		DNA helicase II	-0.188	-0.096	-0.094	-0.146	0.044	-0.060	0.083	-0.033
RalstoniaPSI07	RPSI07_RS00420	RPSI07_RS00420		type VI secretion system tip protein VgrG	-0.186	0.031	-0.169	-0.094	-0.077	0.030	0.061	0.091
RalstoniaPSI07	RPSI07_RS00425	RPSI07_RS00425		hypothetical protein	0.151	-0.014	-0.028	0.067	0.049	0.130	0.132	0.098
RalstoniaPSI07	RPSI07_RS00430	RPSI07_RS00430		DUF1911 domain-containing protein	-0.078	-0.070	-0.257	-0.083	-0.215	-0.279	-0.083	-0.002
RalstoniaPSI07	RPSI07_RS00435	RPSI07_RS00435		GGDEF domain-containing protein	-0.183	-0.020	-0.254	-0.403	-0.225	-0.146	0.024	0.170
RalstoniaPSI07	RPSI07_RS00440	RPSI07_RS00440		EamA/RhaT family transporter	-0.391	0.010	-0.216	0.108	-0.056	0.023	-0.207	0.443
RalstoniaPSI07	RPSI07_RS00445	RPSI07_RS00445		FUSC family protein	0.025	-0.124	-0.119	-0.002	0.025	0.204	-0.490	0.012
RalstoniaPSI07	RPSI07_RS00450	RPSI07_RS00450		membrane protein	-0.075	0.093	-0.179	0.153	0.097	-0.144	-0.439	-0.182
RalstoniaPSI07	RPSI07_RS00455	RPSI07_RS00455		cytochrome C signal peptide protein	-0.284	0.351	0.276	0.122	0.076	-0.118	0.110	-0.001
RalstoniaPSI07	RPSI07_RS00460	RPSI07_RS00460		hypothetical protein	0.023	1.128	0.353	0.121	0.248	0.519	-0.075	1.155
RalstoniaPSI07	RPSI07_RS00465	RPSI07_RS00465		acyl-CoA thioesterase	-0.015	0.138	-0.116	0.067	0.012	-0.047	0.076	0.027
RalstoniaPSI07	RPSI07_RS00470	RPSI07_RS00470		GNAT family N-acetyltransferase	0.006	1.059	0.089	0.871	0.101	-0.237	-0.009	0.795
RalstoniaPSI07	RPSI07_RS00475	RPSI07_RS00475		hypothetical protein	0.208	0.012	0.059	0.020	-0.028	-0.180	-0.134	0.045
RalstoniaPSI07	RPSI07_RS00480	RPSI07_RS00480		PhoPQ-regulated protein	0.047	0.015	-0.062	0.047	-0.108	-0.006	-0.047	-0.321
RalstoniaPSI07	RPSI07_RS00485	RPSI07_RS00485		drug:proton antiporter	0.049	-0.086	-0.032	-0.167	0.063	-0.121	0.126	-0.093
RalstoniaPSI07	RPSI07_RS00490	RPSI07_RS00490		4'-phosphopantetheinyl transferase	0.050	-0.151	-0.095	-0.218	-0.139	-0.256	-0.302	-0.568
RalstoniaPSI07	RPSI07_RS00495	RPSI07_RS00495		MATE family efflux transporter	-0.176	-0.084	-0.181	-0.045	-0.065	0.140	-0.036	0.217
RalstoniaPSI07	RPSI07_RS00500	RPSI07_RS00500		MbtH family protein	0.302	0.397	0.244	0.493	0.130	0.061	0.514	-0.270
RalstoniaPSI07	RPSI07_RS00505	RPSI07_RS00505		non-ribosomal peptide synthetase	-0.027	-0.038	-0.104	0.014	-0.065	-0.057	-0.008	-0.023
RalstoniaPSI07	RPSI07_RS00510	RPSI07_RS00510		adenylyl-sulfate kinase	-0.128	-0.456	0.052	0.203	-0.053	0.224	-0.015	-0.189
RalstoniaPSI07	RPSI07_RS00515	RPSI07_RS00515		sulfotransferase	-0.067	-0.627	-0.077	0.137	-0.064	-0.141	0.020	-0.039
RalstoniaPSI07	RPSI07_RS00520	RPSI07_RS00520		hypothetical protein	-0.079	-0.124	0.233	0.015	0.036	-0.201	0.098	0.009
RalstoniaPSI07	RPSI07_RS00525	RPSI07_RS00525		hypothetical protein	0.270	0.471	-0.638	0.155	0.167	-1.056	-0.532	0.078
RalstoniaPSI07	RPSI07_RS00530	RPSI07_RS00530		hypothetical protein	0.408	0.556	0.247	-0.219	0.082	0.529	-0.024	-0.116
RalstoniaPSI07	RPSI07_RS00535	RPSI07_RS00535		hypothetical protein	-0.074	0.013	0.188	-0.119	-0.027	0.116	0.071	0.169
RalstoniaPSI07	RPSI07_RS00540	RPSI07_RS00540		type VI secretion protein	0.451	0.673	0.196	0.770	0.068	1.189	0.505	0.872
RalstoniaPSI07	RPSI07_RS00550	RPSI07_RS00550		DUF3304 domain-containing protein	-0.230	-0.157	-0.176	-0.082	-0.035	-0.210	-0.154	-0.129
RalstoniaPSI07	RPSI07_RS00555	RPSI07_RS00555		DUF2235 domain-containing protein	-0.190	0.092	-0.222	-0.105	0.017	0.003	-0.056	-0.242
RalstoniaPSI07	RPSI07_RS00560	RPSI07_RS00560		hypothetical protein	-0.026	0.048	-0.066	-0.041	-0.037	-0.232	0.028	0.213
RalstoniaPSI07	RPSI07_RS00565	RPSI07_RS00565		hypothetical protein	-0.139	-0.118	-0.221	-0.070	-0.116	-0.094	0.028	-0.054
RalstoniaPSI07	RPSI07_RS00570	RPSI07_RS00570		conjugal transfer protein	-0.180	-0.094	-0.327	-0.204	-0.456	-0.123	-0.055	0.215
RalstoniaPSI07	RPSI07_RS00575	RPSI07_RS00575		DUF4259 domain-containing protein	0.598	0.381	-0.945	-0.518	-0.068	-0.825	-0.915	-0.644
RalstoniaPSI07	RPSI07_RS00595	RPSI07_RS00595		aconitate hydratase AcnA	-0.060	0.143	-0.075	-0.005	-0.030	0.030	0.085	-0.074
RalstoniaPSI07	RPSI07_RS00600	RPSI07_RS00600		FCD domain-containing protein	-0.211	-0.076	-0.419	0.489	-0.256	0.966	0.460	-0.355
RalstoniaPSI07	RPSI07_RS00605	RPSI07_RS00605		ABC transporter substrate-binding protein	-0.067	0.422	0.019	0.021	0.141	-0.036	-0.145	-0.065
RalstoniaPSI07	RPSI07_RS00610	RPSI07_RS00610		hypothetical protein	0.212	0.184	-0.299	-0.104	-0.039	-0.098	0.037	-0.122
RalstoniaPSI07	RPSI07_RS00615	RPSI07_RS00615		MFS transporter	-0.243	0.071	-0.289	0.187	-0.045	0.009	0.032	-0.108
RalstoniaPSI07	RPSI07_RS00620	RPSI07_RS00620		aldo/keto reductase	-0.218	-0.295	0.035	0.000	-0.221	-0.754	-0.057	0.239
RalstoniaPSI07	RPSI07_RS00625	RPSI07_RS00625		LysR family transcriptional regulator	0.063	0.302	-0.550	0.321	0.069	-0.223	-0.286	-0.472
RalstoniaPSI07	RPSI07_RS00630	RPSI07_RS00630		pilus assembly protein	0.111	-0.317	0.062	-0.191	0.111	0.122	0.188	-0.234
RalstoniaPSI07	RPSI07_RS00635	RPSI07_RS00635		sulfite exporter TauE/SafE family protein	-0.187	-0.284	-0.126	-0.248	0.084	0.145	-0.006	-0.110
RalstoniaPSI07	RPSI07_RS00640	RPSI07_RS00640		hypothetical protein	-0.093	0.048	-0.169	-0.115	0.011	-0.020	0.192	-0.206
RalstoniaPSI07	RPSI07_RS00645	RPSI07_RS00645		beta-ketoacyl-ACP synthase III	0.213	0.400	0.022	0.130	0.055	0.471	-0.254	-0.205
RalstoniaPSI07	RPSI07_RS00650	RPSI07_RS00650		hypothetical protein	0.072	-0.194	-0.069	-0.128	0.293	-0.034	-0.481	-0.099
RalstoniaPSI07	RPSI07_RS00655	RPSI07_RS00655		prolyl aminopeptidase	-0.006	-0.057	0.061	-0.076	-0.101	-0.080	-0.256	-0.134
RalstoniaPSI07	RPSI07_RS00660	RPSI07_RS00660		gamma subclass chorismate mutase AroQ	-0.357	-0.203	-0.418	0.056	-0.267	-0.122	-0.145	-0.260
RalstoniaPSI07	RPSI07_RS00665	RPSI07_RS00665		disulfide bond formation protein B	-0.032	-0.077	0.077	0.172	0.027	0.081	0.089	0.161
RalstoniaPSI07	RPSI07_RS00670	RPSI07_RS00670		acyl-CoA thioesterase	-0.269	-0.068	-0.202	-0.143	0.110	-0.139	-0.172	-0.357
RalstoniaPSI07	RPSI07_RS00675	RPSI07_RS00675		phytanoyl-CoA dioxygenase	-0.130	0.001	-0.023	0.093	-0.097	-0.099	0.010	0.368
RalstoniaPSI07	RPSI07_RS00685	RPSI07_RS00685		DUF2141 domain-containing protein	0.027	0.161	0.161	-0.323	-0.265	0.164	0.231	0.043
RalstoniaPSI07	RPSI07_RS00690	RPSI07_RS00690		carotenoid oxygenase	-0.172	0.083	0.023	0.260	-0.014	-0.142	0.012	-0.111
RalstoniaPSI07	RPSI07_RS00695	RPSI07_RS00695		AMP nucleosidase	0.000	0.069	-0.128	0.034	0.324	0.408	0.388	0.083
RalstoniaPSI07	RPSI07_RS00700	RPSI07_RS00700		hypothetical protein	-0.053	-0.252	-0.244	-0.084	-0.004	0.020	0.092	-0.058
RalstoniaPSI07	RPSI07_RS00705	RPSI07_RS00705		hypothetical protein	-0.255	-0.018	-0.203	0.059	0.091	-0.160	0.125	0.590
RalstoniaPSI07	RPSI07_RS00710	RPSI07_RS00710		hypothetical protein	0.057	-0.009	-0.101	0.099	0.180	0.031	-0.068	0.245
RalstoniaPSI07	RPSI07_RS00715	RPSI07_RS00715		DUF2235 domain-containing protein	0.048	0.030	-0.007	-0.113	-0.025	-0.056	0.060	-0.041
RalstoniaPSI07	RPSI07_RS00720	RPSI07_RS00720		DUF3304 domain-containing protein	-0.391	-0.185	-0.401	0.006	-0.323	-0.306	-0.226	0.319
RalstoniaPSI07	RPSI07_RS00725	RPSI07_RS00725		DUF3304 domain-containing protein	-0.164	-0.105	-0.038	0.020	-0.078	0.063	-0.036	-0.146
RalstoniaPSI07	RPSI07_RS00730	RPSI07_RS00730		DUF3304 domain-containing protein	0.199	-0.047	0.050	-0.113	0.067	-0.038	0.092	0.006
RalstoniaPSI07	RPSI07_RS00735	RPSI07_RS00735		DUF3304 domain-containing protein	0.179	0.134	-0.284	-0.228	-0.030	-0.276	0.051	0.042
RalstoniaPSI07	RPSI07_RS00740	RPSI07_RS00740		DUF4123 domain-containing protein	-0.130	0.025	-0.343	0.128	-0.208	-0.227	-0.032	-0.593
RalstoniaPSI07	RPSI07_RS00745	RPSI07_RS00745		DUF2345 domain-containing protein	0.040	-0.380	0.259	-0.019	0.592	0.285	-0.565	0.042
RalstoniaPSI07	RPSI07_RS00750	RPSI07_RS00750		ATP-binding protein	-0.087	0.248	0.030	0.296	0.028	0.059	0.023	0.254
RalstoniaPSI07	RPSI07_RS00755	RPSI07_RS00755		LysR family transcriptional regulator	-0.183	-0.151	-0.157	-0.057	0.073	-0.210	-0.003	0.147
RalstoniaPSI07	RPSI07_RS00760	RPSI07_RS00760		aromatic ring-hydroxylating dioxygenase subunit alpha	0.207	0.069	-0.026	0.077	0.072	0.038	-0.025	0.433
RalstoniaPSI07	RPSI07_RS00765	RPSI07_RS00765		oxidoreductase	-0.414	-0.431	-0.274	-0.308	-0.241	-0.124	-0.077	-0.079
RalstoniaPSI07	RPSI07_RS00770	RPSI07_RS00770		LacI family DNA-binding transcriptional regulator	0.093	-0.005	-0.065	0.034	0.080	0.152	-0.103	0.050
RalstoniaPSI07	RPSI07_RS00775	RPSI07_RS00775		phytanoyl-CoA dioxygenase	0.151	-0.105	-0.214	0.081	-0.026	-0.084	0.147	-0.037
RalstoniaPSI07	RPSI07_RS00780	RPSI07_RS00780		MarR family transcriptional regulator	0.053	2.150	0.549	1.589	0.446	1.342	0.438	2.142
RalstoniaPSI07	RPSI07_RS00785	RPSI07_RS00785		crotonase	0.182	0.109	0.140	-0.169	-0.025	0.066	-0.060	-0.053
RalstoniaPSI07	RPSI07_RS00790	RPSI07_RS00790		salicylaldehyde dehydrogenase	0.271	0.178	-0.042	-0.070	0.072	0.035	0.326	0.065
RalstoniaPSI07	RPSI07_RS00795	RPSI07_RS00795		feruloyl-CoA synthase	0.063	-0.103	0.094	0.023	-0.046	-0.090	0.200	0.035
RalstoniaPSI07	RPSI07_RS00800	RPSI07_RS00800		sigma-54-dependent Fis family transcriptional regulator	-0.011	-0.047	-0.103	0.111	0.008	0.250	-0.084	-0.042
RalstoniaPSI07	RPSI07_RS00805	RPSI07_RS00805		benzaldehyde dehydrogenase	0.384	-0.120	0.197	-0.108	-0.498	0.207	0.455	-0.319
RalstoniaPSI07	RPSI07_RS00810	RPSI07_RS00810		3-alpha-hydroxysteroid dehydrogenase	-0.083	-0.018	0.061	-0.208	0.158	0.155	0.212	0.041
RalstoniaPSI07	RPSI07_RS00815	RPSI07_RS00815		hypothetical protein	0.009	-0.041	-0.167	0.196	0.068	-0.207	-0.081	-0.044
RalstoniaPSI07	RPSI07_RS00820	RPSI07_RS00820		esterase	-0.114	-0.171	0.063	-0.043	0.027	-0.098	-0.014	-0.148
RalstoniaPSI07	RPSI07_RS00835	RPSI07_RS00835		hypothetical protein	0.027	-0.109	-0.408	-0.053	0.502	-0.658	-0.248	-0.524
RalstoniaPSI07	RPSI07_RS00840	RPSI07_RS00840		DUF1911 domain-containing protein	-0.127	-0.174	-0.077	-0.229	0.069	-0.169	-0.051	-0.056
RalstoniaPSI07	RPSI07_RS00845	RPSI07_RS00845		hypothetical protein	0.092	-0.128	0.039	-0.153	0.099	-0.011	-0.050	-0.036
RalstoniaPSI07	RPSI07_RS00850	RPSI07_RS00850		DUF1911 domain-containing protein	-0.073	-0.116	-0.195	-0.158	-0.018	-0.028	0.009	-0.057
RalstoniaPSI07	RPSI07_RS00855	RPSI07_RS00855		membrane protein	-0.089	0.083	-0.214	-0.138	0.091	0.318	0.049	0.146
RalstoniaPSI07	RPSI07_RS00860	RPSI07_RS00860		MFS transporter	-0.206	-0.129	-0.063	-0.222	-0.172	-0.114	0.187	-0.181
RalstoniaPSI07	RPSI07_RS00865	RPSI07_RS00865		malto-oligosyltrehalose synthase	-0.222	0.021	-0.152	-0.066	-0.100	-0.066	0.059	0.007
RalstoniaPSI07	RPSI07_RS00870	RPSI07_RS00870		4-alpha-glucanotransferase	-0.133	-0.163	-0.096	0.002	0.228	0.059	0.026	-0.418
RalstoniaPSI07	RPSI07_RS00875	RPSI07_RS00875		malto-oligosyltrehalose trehalohydrolase	0.115	-0.089	0.024	0.097	-0.030	0.010	-0.015	-0.193
RalstoniaPSI07	RPSI07_RS00880	RPSI07_RS00880		glycogen debranching enzyme GlgX	-0.075	0.092	-0.023	0.083	-0.060	-0.156	-0.055	-0.078
RalstoniaPSI07	RPSI07_RS00885	RPSI07_RS00885		1,4-alpha-glucan branching protein GlgB	-0.108	0.092	-0.139	0.004	-0.040	-0.110	0.103	0.053
RalstoniaPSI07	RPSI07_RS00890	RPSI07_RS00890		maltose alpha-D-glucosyltransferase	-0.113	-0.165	-0.141	-0.108	0.017	-0.096	0.032	-0.011
