orgId	expName	expGroup	condition_1	concentration_1	units_1	condition_2	media
azobra	set1IT067	carbon source	D-Fructose	20	mM		RCH2_defined_noCarbon
azobra	set1IT069	carbon source	a-Ketoglutaric acid disodium salt hydrate	20	mM		RCH2_defined_noCarbon
azobra	set1IT070	carbon source	D-Fructose	20	mM		RCH2_defined_noCarbon
azobra	set1IT072	carbon source	a-Ketoglutaric acid disodium salt hydrate	20	mM		RCH2_defined_noCarbon
azobra	set2IT001	carbon source	D-Gluconic Acid sodium salt	20	mM		RCH2_defined_noCarbon
azobra	set2IT002	carbon source	Sodium D-Lactate	20	mM		RCH2_defined_noCarbon
azobra	set2IT003	carbon source	Sodium L-Lactate	20	mM		RCH2_defined_noCarbon
azobra	set2IT004	carbon source	Sodium D,L-Lactate	20	mM		RCH2_defined_noCarbon
azobra	set2IT005	carbon source	Sodium pyruvate	20	mM		RCH2_defined_noCarbon
azobra	set2IT006	carbon source	Sodium succinate dibasic hexahydrate	20	mM		RCH2_defined_noCarbon
azobra	set2IT007	carbon source	Ethanol	20	mM		RCH2_defined_noCarbon
azobra	set2IT008	carbon source	Glycerol	20	mM		RCH2_defined_noCarbon
azobra	set2IT009	carbon source	L-Malic acid disodium salt monohydrate	20	mM		RCH2_defined_noCarbon
azobra	set2IT010	carbon source	L-Glutamine	20	mM		RCH2_defined_noCarbon
azobra	set2IT011	carbon source	L-Proline	20	mM		RCH2_defined_noCarbon
azobra	set2IT014	carbon source	Sodium butyrate	4	mM		RCH2_defined_noCarbon
azobra	set3IT049	carbon source	D-Gluconic Acid sodium salt	20	mM		RCH2_defined_noCarbon
azobra	set3IT050	carbon source	Sodium D-Lactate	20	mM		RCH2_defined_noCarbon
azobra	set3IT051	carbon source	Sodium L-Lactate	20	mM		RCH2_defined_noCarbon
azobra	set3IT052	carbon source	Sodium D,L-Lactate	20	mM		RCH2_defined_noCarbon
azobra	set3IT053	carbon source	Sodium pyruvate	20	mM		RCH2_defined_noCarbon
azobra	set3IT054	carbon source	Sodium succinate dibasic hexahydrate	20	mM		RCH2_defined_noCarbon
azobra	set3IT055	carbon source	Ethanol	20	mM		RCH2_defined_noCarbon
azobra	set3IT056	carbon source	Glycerol	20	mM		RCH2_defined_noCarbon
azobra	set3IT057	carbon source	L-Malic acid disodium salt monohydrate	20	mM		RCH2_defined_noCarbon
azobra	set3IT058	carbon source	L-Glutamine	20	mM		RCH2_defined_noCarbon
azobra	set3IT059	carbon source	L-Proline	20	mM		RCH2_defined_noCarbon
azobra	set3IT061	carbon source	L-Leucine	20	mM		RCH2_defined_noCarbon
azobra	set3IT062	carbon source	Sodium butyrate	4	mM		RCH2_defined_noCarbon
Btheta	set1IT071	carbon source	D-Glucose	20	mM		Varel_Bryant_medium
Btheta	set1IT072	carbon source	D-Glucose	20	mM		Varel_Bryant_medium
Btheta	set1IT073	carbon source	D-Glucose	20	mM		Varel_Bryant_medium
Btheta	set1IT074	carbon source	D-Arabinose	20	mM		Varel_Bryant_medium
Btheta	set1IT075	carbon source	D-Raffinose pentahydrate	20	mM		Varel_Bryant_medium
Btheta	set1IT076	carbon source	L-Fucose	20	mM		Varel_Bryant_medium
Btheta	set1IT077	carbon source	D-Trehalose dihydrate	20	mM		Varel_Bryant_medium
Btheta	set1IT078	carbon source	Beta-Lactose	20	mM		Varel_Bryant_medium
Btheta	set1IT079	carbon source	D-Fructose	20	mM		Varel_Bryant_medium
Btheta	set1IT080	carbon source	D-Maltose monohydrate	20	mM		Varel_Bryant_medium
Btheta	set1IT081	carbon source	L-Rhamnose monohydrate	20	mM		Varel_Bryant_medium
Btheta	set1IT083	carbon source	D-Glucose	20	mM		Varel_Bryant_medium
Btheta	set1IT084	carbon source	D-Mannose	20	mM		Varel_Bryant_medium
Btheta	set1IT086	carbon source	D-Xylose	20	mM		Varel_Bryant_medium
Btheta	set1IT087	carbon source	a-Cyclodextrin	20	mM		Varel_Bryant_medium
Btheta	set1IT088	carbon source	D-Galacturonic Acid monohydrate	20	mM		Varel_Bryant_medium
Btheta	set1IT089	carbon source	N-Acetyl-D-Glucosamine	20	mM		Varel_Bryant_medium
Btheta	set1IT091	carbon source	L-Arabinose	20	mM		Varel_Bryant_medium
Btheta	set1IT092	carbon source	D-Galactose	20	mM		Varel_Bryant_medium
Btheta	set1IT094	carbon source	L-Fucose	20	mM		Varel_Bryant_medium
Btheta	set1IT095	carbon source	D-Glucosamine Hydrochloride	20	mM		Varel_Bryant_medium
Btheta	set1IT096	carbon source	D-Galacturonic Acid monohydrate	20	mM		Varel_Bryant_medium
Btheta	set2IT004	carbon source	D-Arabinose	20	mM		Varel_Bryant_medium
Btheta	set2IT005	carbon source	D-Raffinose pentahydrate	20	mM		Varel_Bryant_medium
Btheta	set2IT006	carbon source	D-Trehalose dihydrate	20	mM		Varel_Bryant_medium
Btheta	set2IT007	carbon source	Beta-Lactose	20	mM		Varel_Bryant_medium
Btheta	set2IT008	carbon source	D-Fructose	20	mM		Varel_Bryant_medium
Btheta	set2IT009	carbon source	D-Maltose monohydrate	20	mM		Varel_Bryant_medium
Btheta	set2IT010	carbon source	L-Rhamnose monohydrate	20	mM		Varel_Bryant_medium
Btheta	set2IT012	carbon source	D-Mannose	20	mM		Varel_Bryant_medium
Btheta	set2IT014	carbon source	D-Xylose	20	mM		Varel_Bryant_medium
Btheta	set2IT015	carbon source	a-Cyclodextrin	20	mM		Varel_Bryant_medium
Btheta	set2IT016	carbon source	N-Acetyl-D-Glucosamine	20	mM		Varel_Bryant_medium
Btheta	set2IT018	carbon source	L-Arabinose	20	mM		Varel_Bryant_medium
Btheta	set2IT019	carbon source	D-Galactose	20	mM		Varel_Bryant_medium
Btheta	set2IT020	carbon source	D-Ribose	20	mM		Varel_Bryant_medium
Btheta	set3IT007	carbon source	(+)-Arabinogalactan	5	mg/ml		Varel_Bryant_medium
Btheta	set3IT008	carbon source	Chondroitin sulfate A sodium salt from bovine trachea	5	mg/ml		Varel_Bryant_medium
Btheta	set3IT009	carbon source	dextran, Mw ~200,000	5	mg/ml		Varel_Bryant_medium
Btheta	set3IT012	carbon source	Mannan from Saccharomyces cerevisiae	5	mg/ml		Varel_Bryant_medium
Btheta	set3IT014	carbon source	Hyaluronic acid sodium salt from Streptococcus equi	5	mg/ml		Varel_Bryant_medium
Btheta	set3IT015	carbon source	Levan - from Erwinia herbicola	5	mg/ml		Varel_Bryant_medium
Btheta	set3IT017	carbon source	polygalacturonic acid	5	mg/ml		Varel_Bryant_medium
Btheta	set3IT018	carbon source	Pectin	5	mg/ml		Varel_Bryant_medium
Btheta	set3IT019	carbon source	Red Arabinan from sugar-beet	5	mg/ml		Varel_Bryant_medium
Btheta	set3IT023	carbon source	(+)-Arabinogalactan	5	mg/ml		Varel_Bryant_medium
Btheta	set3IT024	carbon source	Chondroitin sulfate A sodium salt from bovine trachea	5	mg/ml		Varel_Bryant_medium
Btheta	set3IT025	carbon source	dextran, Mw ~200,000	5	mg/ml		Varel_Bryant_medium
Btheta	set3IT028	carbon source	Mannan from Saccharomyces cerevisiae	5	mg/ml		Varel_Bryant_medium
Btheta	set3IT030	carbon source	Hyaluronic acid sodium salt from Streptococcus equi	5	mg/ml		Varel_Bryant_medium
Btheta	set3IT031	carbon source	Levan - from Erwinia herbicola	5	mg/ml		Varel_Bryant_medium
Btheta	set3IT034	carbon source	Pectin	5	mg/ml		Varel_Bryant_medium
Btheta	set3IT035	carbon source	Red Arabinan from sugar-beet	5	mg/ml		Varel_Bryant_medium
Btheta	set3IT039	carbon source	amylopectin from maize	5	mg/ml		Varel_Bryant_medium
Btheta	set3IT040	carbon source	Hyaluronic acid sodium salt from Streptococcus equi	5	mg/ml		Varel_Bryant_medium
Btheta	set3IT043	carbon source	polygalacturonic acid	5	mg/ml		Varel_Bryant_medium
Btheta	set3IT044	carbon source	Pectin	5	mg/ml		Varel_Bryant_medium
Btheta	set3IT045	carbon source	Red Arabinan from sugar-beet	5	mg/ml		Varel_Bryant_medium
Btheta	set3IT047	carbon source	Amylose from potato	5	mg/ml		Varel_Bryant_medium
Btheta	set3IT049	carbon source	amylopectin from maize	5	mg/ml		Varel_Bryant_medium
Btheta	set3IT050	carbon source	Hyaluronic acid sodium salt from Streptococcus equi	5	mg/ml		Varel_Bryant_medium
Btheta	set3IT051	carbon source	Levan - from Erwinia herbicola	5	mg/ml		Varel_Bryant_medium
Btheta	set3IT056	carbon source	Starch	5	mg/ml		Varel_Bryant_medium
Btheta	set3IT057	carbon source	Amylose from potato	5	mg/ml		Varel_Bryant_medium
Btheta	set4IT038	carbon source	Heparin sodium salt from porcine intestinal mucosa	5	mg/ml		Varel_Bryant_medium
Btheta	set4IT039	carbon source	Heparin sodium salt from porcine intestinal mucosa	5	mg/ml		Varel_Bryant_medium
Btheta	set4IT042	carbon source	amylopectin from maize	5	mg/ml		Varel_Bryant_medium
Btheta	set4IT043	carbon source	amylopectin from maize	5	mg/ml		Varel_Bryant_medium
Btheta	set4IT044	carbon source	Starch	5	mg/ml		Varel_Bryant_medium
Btheta	set4IT045	carbon source	Starch	5	mg/ml		Varel_Bryant_medium
Btheta	set4IT047	carbon source	D-Glucose	20	mM		Varel_Bryant_medium
Btheta	set4IT048	carbon source	D-Glucose	20	mM		Varel_Bryant_medium
Btheta	set4IT049	carbon source	D-Glucose	20	mM		Varel_Bryant_medium
Btheta	set4IT050	carbon source	D-Glucose	20	mM		Varel_Bryant_medium
Btheta	set4IT053	carbon source	D-Glucose	20	mM	L-Arginine	Varel_Bryant_medium
Btheta	set4IT055	carbon source	D-Glucose	20	mM	L-Threonine	Varel_Bryant_medium
Btheta	set4IT056	carbon source	D-Glucose	20	mM	20AA_mix	Varel_Bryant_medium
Btheta	set4IT057	carbon source	D-Glucose	20	mM	20AA_mix	Varel_Bryant_medium
Btheta	set11IT053	carbon source	Isomaltose	20	mM		Varel_Bryant_medium
Btheta	set11IT054	carbon source	6-O-Acetyl-D-glucose	20	mM		Varel_Bryant_medium
Btheta	set11IT055	carbon source	Maltotetraose	10	mM		Varel_Bryant_medium
Btheta	set11IT056	carbon source	Maltohexaose	10	mM		Varel_Bryant_medium
Btheta	set11IT058	carbon source	Laminaribiose	20	mM		Varel_Bryant_medium
Btheta	set11IT059	carbon source	1,4-B-D-Galactobiose	10	mM		Varel_Bryant_medium
Btheta	set11IT061	carbon source	Rhamnogalacturonan - from potato	5	mg/ml		Varel_Bryant_medium
Btheta	set11IT062	carbon source	D-Leucrose	20	mM		Varel_Bryant_medium
Btheta	set11IT063	carbon source	Stachyose - 70%	20	mM		Varel_Bryant_medium
Btheta	set11IT065	carbon source	Fructooligosaccharides (FOS)	5	mg/ml		Varel_Bryant_medium
Btheta	set11IT066	carbon source	palatinose hydrate	20	mM		Varel_Bryant_medium
Btheta	set11IT067	carbon source	Melibiose	20	mM		Varel_Bryant_medium
Btheta	set11IT069	carbon source	6-O-Acetyl-D-glucose	20	mM		Varel_Bryant_medium
Btheta	set11IT070	carbon source	Maltotetraose	10	mM		Varel_Bryant_medium
Btheta	set11IT071	carbon source	Maltohexaose	10	mM		Varel_Bryant_medium
Btheta	set11IT073	carbon source	Laminaribiose	20	mM		Varel_Bryant_medium
Btheta	set11IT074	carbon source	1,4-B-D-Galactobiose	10	mM		Varel_Bryant_medium
Btheta	set11IT076	carbon source	Rhamnogalacturonan - from potato	5	mg/ml		Varel_Bryant_medium
Btheta	set11IT077	carbon source	D-Leucrose	20	mM		Varel_Bryant_medium
Btheta	set11IT078	carbon source	Stachyose - 70%	20	mM		Varel_Bryant_medium
Btheta	set11IT080	carbon source	Fructooligosaccharides (FOS)	5	mg/ml		Varel_Bryant_medium
Btheta	set11IT081	carbon source	palatinose hydrate	20	mM		Varel_Bryant_medium
Btheta	set11IT082	carbon source	Melibiose	20	mM		Varel_Bryant_medium
Btheta	set16IT038	carbon source	D-Glucose	20	mM		Varel_Bryant_medium
Btheta	set16IT039	carbon source	Lactulose	20	mM		Varel_Bryant_medium
Btheta	set16IT040	carbon source	Maltitol	20	mM		Varel_Bryant_medium
Btheta	set16IT041	carbon source	D-Trehalose dihydrate	20	mM		Varel_Bryant_medium
Btheta	set16IT042	carbon source	Agro_defined_trehalose	1	x		Varel_Bryant_medium
Btheta	set16IT043	carbon source	Supernatant; Agrobacterium rhizogenes K599 grown in Agro_defined_trehalose (~7.5 mM 3-keto-trehalose)	0.5	x		Varel_Bryant_medium
Btheta	set16IT044	carbon source	D-Glucose	20	mM		Varel_Bryant_medium
Btheta	set16IT045	carbon source	Lactulose	20	mM		Varel_Bryant_medium
Btheta	set16IT046	carbon source	Maltitol	20	mM		Varel_Bryant_medium
Btheta	set16IT047	carbon source	D-Trehalose dihydrate	20	mM		Varel_Bryant_medium
Btheta	set16IT049	carbon source	Supernatant; Agrobacterium rhizogenes K599 grown in Agro_defined_trehalose (~7.5 mM 3-keto-trehalose)	0.5	x		Varel_Bryant_medium
Cup4G11	set1IT031	carbon source	a-Ketoglutaric acid disodium salt hydrate	20	mM		RCH2_defined_noCarbon
Cup4G11	set1IT033	carbon source	Trisodium citrate dihydrate	20	mM		RCH2_defined_noCarbon
Cup4G11	set1IT034	carbon source	Sodium D-Lactate	20	mM		RCH2_defined_noCarbon
Cup4G11	set1IT035	carbon source	Sodium L-Lactate	20	mM		RCH2_defined_noCarbon
Cup4G11	set1IT036	carbon source	Sodium D,L-Lactate	20	mM		RCH2_defined_noCarbon
Cup4G11	set1IT037	carbon source	Sodium pyruvate	20	mM		RCH2_defined_noCarbon
Cup4G11	set1IT038	carbon source	Sodium succinate dibasic hexahydrate	20	mM		RCH2_defined_noCarbon
Cup4G11	set1IT039	carbon source	Sodium propionate	20	mM		RCH2_defined_noCarbon
Cup4G11	set1IT040	carbon source	4-Hydroxybenzoic Acid	20	mM		RCH2_defined_noCarbon
Cup4G11	set1IT041	carbon source	Ethanol	20	mM		RCH2_defined_noCarbon
Cup4G11	set1IT042	carbon source	L-Malic acid disodium salt monohydrate	20	mM		RCH2_defined_noCarbon
Cup4G11	set1IT043	carbon source	L-Histidine	20	mM		RCH2_defined_noCarbon
Cup4G11	set1IT044	carbon source	L-Threonine	20	mM		RCH2_defined_noCarbon
Cup4G11	set1IT045	carbon source	L-Asparagine	20	mM		RCH2_defined_noCarbon
Cup4G11	set1IT046	carbon source	L-Glutamine	20	mM		RCH2_defined_noCarbon
Cup4G11	set2IT049	carbon source	L-Proline	20	mM		RCH2_defined_noCarbon
Cup4G11	set2IT050	carbon source	L-Alanine	20	mM		RCH2_defined_noCarbon
Cup4G11	set2IT051	carbon source	L-Leucine	20	mM		RCH2_defined_noCarbon
Cup4G11	set2IT052	carbon source	L-Phenylalanine	20	mM		RCH2_defined_noCarbon
Cup4G11	set2IT053	carbon source	L-Tryptophan	12.5	mM		RCH2_defined_noCarbon
Cup4G11	set2IT056	carbon source	Sodium butyrate	10	mM		RCH2_defined_noCarbon
Cup4G11	set2IT057	carbon source	D-Fructose	20	mM		RCH2_defined_noCarbon
Cup4G11	set2IT059	carbon source	a-Ketoglutaric acid disodium salt hydrate	20	mM		RCH2_defined_noCarbon
Cup4G11	set2IT060	carbon source	D-Gluconic Acid sodium salt	20	mM		RCH2_defined_noCarbon
Cup4G11	set2IT063	carbon source	Sodium D-Lactate	20	mM		RCH2_defined_noCarbon
Cup4G11	set2IT064	carbon source	Sodium L-Lactate	20	mM		RCH2_defined_noCarbon
Cup4G11	set2IT065	carbon source	Sodium D,L-Lactate	20	mM		RCH2_defined_noCarbon
Cup4G11	set2IT066	carbon source	Sodium pyruvate	20	mM		RCH2_defined_noCarbon
Cup4G11	set2IT067	carbon source	Sodium succinate dibasic hexahydrate	20	mM		RCH2_defined_noCarbon
Cup4G11	set2IT068	carbon source	Sodium propionate	20	mM		RCH2_defined_noCarbon
Cup4G11	set2IT069	carbon source	4-Hydroxybenzoic Acid	20	mM		RCH2_defined_noCarbon
Cup4G11	set2IT070	carbon source	Ethanol	20	mM		RCH2_defined_noCarbon
Cup4G11	set2IT071	carbon source	L-Malic acid disodium salt monohydrate	20	mM		RCH2_defined_noCarbon
Cup4G11	set2IT072	carbon source	L-Histidine	20	mM		RCH2_defined_noCarbon
Cup4G11	set2IT074	carbon source	L-Asparagine	20	mM		RCH2_defined_noCarbon
Cup4G11	set2IT075	carbon source	L-Glutamine	20	mM		RCH2_defined_noCarbon
Cup4G11	set2IT077	carbon source	L-Alanine	20	mM		RCH2_defined_noCarbon
Cup4G11	set2IT078	carbon source	L-Leucine	20	mM		RCH2_defined_noCarbon
Cup4G11	set2IT080	carbon source	L-Tryptophan	12.5	mM		RCH2_defined_noCarbon
Cup4G11	set12IT059	carbon source	Phenylacetic acid	2.5	mM		RCH2_defined_noCarbon
Cup4G11	set12IT060	carbon source	Sodium D,L-Lactate	10	mM		RCH2_defined_noCarbon
Cup4G11	set12IT062	carbon source	Phenylacetic acid	2.5	mM		RCH2_defined_noCarbon
Dino	setAH23	carbon source	L-Malic acid disodium salt monohydrate	4	mM		DinoMM_noCarbon
Dino	set3H5	carbon source	D-Glucose	20	mM		DinoMM_noCarbon_HighNutrient
Dino	set3H7	carbon source	D-Maltose monohydrate	20	mM		DinoMM_noCarbon_HighNutrient
Dino	set3H8	carbon source	L-Rhamnose monohydrate	20	mM		DinoMM_noCarbon_HighNutrient
Dino	set3H9	carbon source	a-Ketoglutaric acid disodium salt hydrate	20	mM		DinoMM_noCarbon_HighNutrient
Dino	set3H10	carbon source	Sodium Fumarate dibasic	20	mM		DinoMM_noCarbon_HighNutrient
Dino	set3H11	carbon source	Trisodium citrate dihydrate	20	mM		DinoMM_noCarbon_HighNutrient
Dino	set3H12	carbon source	Sodium D-Lactate	20	mM		DinoMM_noCarbon_HighNutrient
Dino	set3H13	carbon source	Sodium L-Lactate	20	mM		DinoMM_noCarbon_HighNutrient
Dino	set3H14	carbon source	Sodium D,L-Lactate	20	mM		DinoMM_noCarbon_HighNutrient
Dino	set3H15	carbon source	Sodium pyruvate	20	mM		DinoMM_noCarbon_HighNutrient
Dino	set3H16	carbon source	Sodium succinate dibasic hexahydrate	20	mM		DinoMM_noCarbon_HighNutrient
Dino	set3H17	carbon source	Sodium propionate	20	mM		DinoMM_noCarbon_HighNutrient
Dino	set3H18	carbon source	Xylitol	20	mM		DinoMM_noCarbon_HighNutrient
Dino	set3H20	carbon source	Glycerol	20	mM		DinoMM_noCarbon_HighNutrient
Dino	set3H21	carbon source	L-Malic acid disodium salt monohydrate	20	mM		DinoMM_noCarbon_HighNutrient
Dino	set3H22	carbon source	D-Trehalose dihydrate	20	mM		DinoMM_noCarbon_HighNutrient
Dino	set3H23	carbon source	L-Glutamic acid monopotassium salt monohydrate	20	mM		DinoMM_noCarbon_HighNutrient
Dino	set3H24	carbon source	L-Glutamine	20	mM		DinoMM_noCarbon_HighNutrient
Dino	set3H25	carbon source	casamino acids	0.5	mg/ml		DinoMM_noCarbon_HighNutrient
Dino	set3H26	carbon source	D-Glucose	20	mM		DinoMM_noCarbon_HighNutrient
Dino	set3H28	carbon source	D-Maltose monohydrate	20	mM		DinoMM_noCarbon_HighNutrient
Dino	set3H29	carbon source	L-Rhamnose monohydrate	20	mM		DinoMM_noCarbon_HighNutrient
Dino	set3H30	carbon source	a-Ketoglutaric acid disodium salt hydrate	20	mM		DinoMM_noCarbon_HighNutrient
Dino	set3H31	carbon source	Sodium Fumarate dibasic	20	mM		DinoMM_noCarbon_HighNutrient
Dino	set3H32	carbon source	Trisodium citrate dihydrate	20	mM		DinoMM_noCarbon_HighNutrient
Dino	set3H33	carbon source	Sodium D-Lactate	20	mM		DinoMM_noCarbon_HighNutrient
Dino	set3H34	carbon source	Sodium L-Lactate	20	mM		DinoMM_noCarbon_HighNutrient
Dino	set3H35	carbon source	Sodium D,L-Lactate	20	mM		DinoMM_noCarbon_HighNutrient
Dino	set3H36	carbon source	Sodium pyruvate	20	mM		DinoMM_noCarbon_HighNutrient
Dino	set3H37	carbon source	Sodium succinate dibasic hexahydrate	20	mM		DinoMM_noCarbon_HighNutrient
Dino	set3H38	carbon source	Sodium propionate	20	mM		DinoMM_noCarbon_HighNutrient
Dino	set3H39	carbon source	Xylitol	20	mM		DinoMM_noCarbon_HighNutrient
Dino	set3H41	carbon source	Glycerol	20	mM		DinoMM_noCarbon_HighNutrient
Dino	set3H42	carbon source	L-Malic acid disodium salt monohydrate	20	mM		DinoMM_noCarbon_HighNutrient
Dino	set3H43	carbon source	D-Trehalose dihydrate	20	mM		DinoMM_noCarbon_HighNutrient
Dino	set3H44	carbon source	L-Glutamic acid monopotassium salt monohydrate	20	mM		DinoMM_noCarbon_HighNutrient
Dino	set3H45	carbon source	L-Glutamine	20	mM		DinoMM_noCarbon_HighNutrient
Dino	set3H46	carbon source	casamino acids	0.5	mg/ml		DinoMM_noCarbon_HighNutrient
Dino	set9IT036	carbon source	Sucrose	10	mM		DinoMM_noCarbon_HighNutrient
Dino	set9IT038	carbon source	Sucrose	2.5	mM		DinoMM_noCarbon_HighNutrient
Dino	set9IT040	carbon source	Sucrose	10	mM		DinoMM_noCarbon_HighNutrient
Dino	set9IT042	carbon source	Sucrose	2.5	mM		DinoMM_noCarbon_HighNutrient
Dyella79	set1IT088	carbon source	D-Glucose	20	mM		RCH2_defined_noCarbon
Dyella79	set1IT089	carbon source	D-Fructose	20	mM		RCH2_defined_noCarbon
Dyella79	set1IT091	carbon source	D-Maltose monohydrate	20	mM		RCH2_defined_noCarbon
Dyella79	set1IT093	carbon source	a-Cyclodextrin	20	mM		RCH2_defined_noCarbon
Dyella79	set1IT094	carbon source	D-Cellobiose	20	mM		RCH2_defined_noCarbon
Dyella79	set1IT095	carbon source	Sodium pyruvate	20	mM		RCH2_defined_noCarbon
Dyella79	set2IT003	carbon source	L-Proline	20	mM		RCH2_defined_noCarbon
Dyella79	set2IT004	carbon source	L-Alanine	20	mM		RCH2_defined_noCarbon
Dyella79	set2IT005	carbon source	N-Acetyl-D-Glucosamine	20	mM		RCH2_defined_noCarbon
Dyella79	set2IT006	carbon source	D-Glucose	20	mM		RCH2_defined_noCarbon
Dyella79	set2IT007	carbon source	D-Fructose	20	mM		RCH2_defined_noCarbon
Dyella79	set2IT009	carbon source	D-Maltose monohydrate	20	mM		RCH2_defined_noCarbon
Dyella79	set2IT010	carbon source	D-Galactose	20	mM		RCH2_defined_noCarbon
Dyella79	set2IT011	carbon source	a-Cyclodextrin	20	mM		RCH2_defined_noCarbon
Dyella79	set2IT012	carbon source	D-Cellobiose	20	mM		RCH2_defined_noCarbon
Dyella79	set2IT013	carbon source	Sodium pyruvate	20	mM		RCH2_defined_noCarbon
Dyella79	set2IT015	carbon source	L-Proline	20	mM		RCH2_defined_noCarbon
Dyella79	set2IT016	carbon source	L-Alanine	20	mM		RCH2_defined_noCarbon
Dyella79	set2IT017	carbon source	N-Acetyl-D-Glucosamine	20	mM		RCH2_defined_noCarbon
HerbieS	set1IT001	carbon source	D-Glucose	20	mM		RCH2_defined_noCarbon
HerbieS	set1IT003	carbon source	L-Arabinose	20	mM		RCH2_defined_noCarbon
HerbieS	set1IT005	carbon source	D-Galactose	20	mM		RCH2_defined_noCarbon
HerbieS	set1IT006	carbon source	L-Rhamnose monohydrate	20	mM		RCH2_defined_noCarbon
HerbieS	set1IT007	carbon source	D-Ribose	20	mM		RCH2_defined_noCarbon
HerbieS	set1IT008	carbon source	L-Fucose	20	mM		RCH2_defined_noCarbon
HerbieS	set1IT009	carbon source	a-Ketoglutaric acid disodium salt hydrate	20	mM		RCH2_defined_noCarbon
HerbieS	set1IT010	carbon source	D-Gluconic Acid sodium salt	20	mM		RCH2_defined_noCarbon
HerbieS	set1IT011	carbon source	D-Glucose-6-Phosphate sodium salt	20	mM		RCH2_defined_noCarbon
HerbieS	set1IT012	carbon source	Sodium D-Lactate	20	mM		RCH2_defined_noCarbon
HerbieS	set1IT013	carbon source	Sodium L-Lactate	20	mM		RCH2_defined_noCarbon
HerbieS	set1IT014	carbon source	Sodium D,L-Lactate	20	mM		RCH2_defined_noCarbon
HerbieS	set1IT015	carbon source	Sodium pyruvate	20	mM		RCH2_defined_noCarbon
HerbieS	set1IT016	carbon source	Sodium succinate dibasic hexahydrate	20	mM		RCH2_defined_noCarbon
HerbieS	set1IT017	carbon source	Xylitol	20	mM		RCH2_defined_noCarbon
HerbieS	set1IT019	carbon source	m-Inositol	20	mM		RCH2_defined_noCarbon
HerbieS	set1IT020	carbon source	D-Galacturonic Acid monohydrate	20	mM		RCH2_defined_noCarbon
HerbieS	set1IT021	carbon source	Glycerol	20	mM		RCH2_defined_noCarbon
HerbieS	set1IT022	carbon source	D-Sorbitol	20	mM		RCH2_defined_noCarbon
HerbieS	set1IT023	carbon source	L-Malic acid disodium salt monohydrate	20	mM		RCH2_defined_noCarbon
HerbieS	set1IT024	carbon source	L-Asparagine	20	mM		RCH2_defined_noCarbon
HerbieS	set1IT025	carbon source	L-Glutamine	20	mM		RCH2_defined_noCarbon
HerbieS	set1IT026	carbon source	L-Proline	20	mM		RCH2_defined_noCarbon
HerbieS	set1IT028	carbon source	D-Mannose	20	mM		RCH2_defined_noCarbon
HerbieS	set1IT029	carbon source	D-Glucose	20	mM		RCH2_defined_noCarbon
HerbieS	set1IT031	carbon source	L-Arabinose	20	mM		RCH2_defined_noCarbon
HerbieS	set1IT032	carbon source	D-Xylose	20	mM		RCH2_defined_noCarbon
HerbieS	set1IT033	carbon source	D-Galactose	20	mM		RCH2_defined_noCarbon
HerbieS	set1IT034	carbon source	L-Rhamnose monohydrate	20	mM		RCH2_defined_noCarbon
HerbieS	set1IT035	carbon source	D-Ribose	20	mM		RCH2_defined_noCarbon
HerbieS	set1IT036	carbon source	L-Fucose	20	mM		RCH2_defined_noCarbon
HerbieS	set1IT037	carbon source	a-Ketoglutaric acid disodium salt hydrate	20	mM		RCH2_defined_noCarbon
HerbieS	set1IT038	carbon source	D-Gluconic Acid sodium salt	20	mM		RCH2_defined_noCarbon
HerbieS	set1IT039	carbon source	D-Glucose-6-Phosphate sodium salt	20	mM		RCH2_defined_noCarbon
HerbieS	set1IT040	carbon source	Sodium D-Lactate	20	mM		RCH2_defined_noCarbon
HerbieS	set1IT041	carbon source	Sodium L-Lactate	20	mM		RCH2_defined_noCarbon
HerbieS	set1IT042	carbon source	Sodium D,L-Lactate	20	mM		RCH2_defined_noCarbon
HerbieS	set1IT043	carbon source	Sodium pyruvate	20	mM		RCH2_defined_noCarbon
HerbieS	set1IT044	carbon source	Sodium succinate dibasic hexahydrate	20	mM		RCH2_defined_noCarbon
HerbieS	set1IT045	carbon source	Xylitol	20	mM		RCH2_defined_noCarbon
HerbieS	set2IT051	carbon source	m-Inositol	20	mM		RCH2_defined_noCarbon
HerbieS	set2IT052	carbon source	D-Galacturonic Acid monohydrate	20	mM		RCH2_defined_noCarbon
HerbieS	set2IT053	carbon source	Glycerol	20	mM		RCH2_defined_noCarbon
HerbieS	set2IT055	carbon source	L-Malic acid disodium salt monohydrate	20	mM		RCH2_defined_noCarbon
HerbieS	set2IT056	carbon source	L-Asparagine	20	mM		RCH2_defined_noCarbon
HerbieS	set2IT057	carbon source	L-Glutamine	20	mM		RCH2_defined_noCarbon
HerbieS	set2IT058	carbon source	L-Proline	20	mM		RCH2_defined_noCarbon
HerbieS	set2IT060	carbon source	D-Mannose	20	mM		RCH2_defined_noCarbon
HerbieS	set6IT086	carbon source	D-Glucose	20	mM		RCH2_defined_noCarbon
HerbieS	set6IT087	carbon source	Phenylacetic acid	5	mM		RCH2_defined_noCarbon
HerbieS	set6IT093	carbon source	D-Glucose	20	mM		RCH2_defined_noCarbon
HerbieS	set6IT094	carbon source	Phenylacetic acid	5	mM		RCH2_defined_noCarbon
