ko_id,description,kegg_l1_code,kegg_l1_name,kegg_l2_code,kegg_l2_name,broad_category,simplified_category,in_mgnify,in_spire,in_nb15,in_nb15b,in_cme_pangenome,in_cme_levinsb
K18691,mltF; peptidoglycan lytic transglycosylase F [EC:4.2.2.29],09180,Brite Hierarchies,09181,Protein families: metabolism,Membrane / cell envelope,Membrane / cell envelope,True,False,True,True,False,False
K18697,pgpC; phosphatidylglycerophosphatase C [EC:3.1.3.27],09100,Metabolism,09103,Lipid metabolism,Lipid metabolism,Metabolism,True,True,True,True,False,False
K18700,flK; fluoroacetyl-CoA thioesterase [EC:3.1.2.29],09190,Not Included in Pathway or Brite,09191,Unclassified: metabolism,Unclassified: metabolism,Metabolism,True,True,True,True,False,False
K18701,arsC; arsenate-mycothiol transferase [EC:2.8.4.2],09190,Not Included in Pathway or Brite,09191,Unclassified: metabolism,Metal resistance,Metal resistance,True,True,True,True,False,False
K18702,uctC; CoA:oxalate CoA-transferase [EC:2.8.3.19],09190,Not Included in Pathway or Brite,09191,Unclassified: metabolism,Unclassified: metabolism,Metabolism,True,True,True,True,False,False
K18703,SUGCT; succinate---hydroxymethylglutarate CoA-transferase [EC:2.8.3.13],09190,Not Included in Pathway or Brite,09191,Unclassified: metabolism,Unclassified: metabolism,Metabolism,False,True,False,False,False,False
K18704,tarL; CDP-ribitol ribitolphosphotransferase / teichoic acid ribitol-phosphate polymerase [EC:2.7.8.14 2.7.8.47],09100,Metabolism,09107,Glycan biosynthesis and metabolism,Glycan biosynthesis / metabolism,Metabolism,True,True,True,True,False,False
K18707,,,,,,Uncharacterized,Uncharacterized,True,True,True,True,False,False
K18765,csrD; RNase E specificity factor CsrD,09180,Brite Hierarchies,09182,Protein families: genetic information processing,Protein families: genetic information processing,Other,True,False,False,False,False,False
K18767,blaCTX-M; beta-lactamase class A CTX-M [EC:3.5.2.6],09160,Human Diseases,09175,Drug resistance: antimicrobial,Human diseases,Other,True,False,True,True,False,False
K18768,blaKPC; beta-lactamase class A KPC [EC:3.5.2.6],09160,Human Diseases,09175,Drug resistance: antimicrobial,Human diseases,Other,True,False,True,True,False,False
K18778,zapD; cell division protein ZapD,09180,Brite Hierarchies,09182,Protein families: genetic information processing,Protein families: genetic information processing,Other,True,False,True,True,False,False
K18785,"mp2; beta-1,4-mannooligosaccharide/beta-1,4-mannosyl-N-acetylglucosamine phosphorylase [EC:2.4.1.319 2.4.1.320]",09190,Not Included in Pathway or Brite,09191,Unclassified: metabolism,Unclassified: metabolism,Metabolism,True,True,True,True,False,False
K18786,E2.4.1.321; cellobionic acid phosphorylase [EC:2.4.1.321],09190,Not Included in Pathway or Brite,09191,Unclassified: metabolism,Unclassified: metabolism,Metabolism,True,False,True,True,False,False
K18793,blaOXA-23; beta-lactamase class D OXA-23 [EC:3.5.2.6],09160,Human Diseases,09175,Drug resistance: antimicrobial,Human diseases,Other,True,False,True,True,False,False
K18794,blaOXA-51; beta-lactamase class D OXA-51 [EC:3.5.2.6],09160,Human Diseases,09175,Drug resistance: antimicrobial,Human diseases,Other,True,False,True,True,False,False
K18800,ubiI; 2-polyprenylphenol 6-hydroxylase [EC:1.14.13.240],09100,Metabolism,09108,Metabolism of cofactors and vitamins,Cofactor biosynthesis,Cofactor biosynthesis,True,False,True,True,False,False
K18814,ictB; putative inorganic carbon (hco3(-)) transporter,09180,Brite Hierarchies,09183,Protein families: signaling and cellular processes,Transport,Transport,True,True,True,True,False,False
K18815,aac6-I; aminoglycoside 6'-N-acetyltransferase I [EC:2.3.1.82],09180,Brite Hierarchies,09183,Protein families: signaling and cellular processes,Protein families: signaling and cellular processes,Other,True,True,True,True,False,False
K18816,"aac6-I, aacA7; aminoglycoside 6'-N-acetyltransferase I [EC:2.3.1.82]",09180,Brite Hierarchies,09183,Protein families: signaling and cellular processes,Protein families: signaling and cellular processes,Other,True,True,True,True,True,False
K18817,hph; hygromycin-B 4-O-kinase [EC:2.7.1.163],09180,Brite Hierarchies,09183,Protein families: signaling and cellular processes,Protein families: signaling and cellular processes,Other,True,True,True,True,False,False
K18820,agd31B; oligosaccharide 4-alpha-D-glucosyltransferase [EC:2.4.1.161],09190,Not Included in Pathway or Brite,09191,Unclassified: metabolism,Unclassified: metabolism,Metabolism,True,False,False,False,False,False
K18824,sul2; dihydropteroate synthase type 2 [EC:2.5.1.15],09100,Metabolism,09108,Metabolism of cofactors and vitamins,Cofactor biosynthesis,Cofactor biosynthesis,True,True,True,True,False,False
K18827,wbdD; O-antigen chain-terminating bifunctional methyltransferase/kinase [EC:2.1.1.- 2.1.1.294 2.7.1.181],09180,Brite Hierarchies,09181,Protein families: metabolism,Protein families: metabolism,Metabolism,True,True,True,True,False,False
K18828,"mvpA, vapC; tRNA(fMet)-specific endonuclease VapC [EC:3.1.-.-]",09180,Brite Hierarchies,09182,Protein families: genetic information processing,Protein families: genetic information processing,Other,True,True,True,True,False,False
K18829,"mvpT, vapB; antitoxin VapB",09180,Brite Hierarchies,09183,Protein families: signaling and cellular processes,Protein families: signaling and cellular processes,Other,True,True,True,True,False,False
K18831,higA; HTH-type transcriptional regulator / antitoxin HigA,09180,Brite Hierarchies,09182,Protein families: genetic information processing,Transcription / Regulation,Transcription / Regulation,True,True,True,True,False,False
K18833,"cmr; MFS transporter, DHA3 family, multidrug efflux protein",09180,Brite Hierarchies,09183,Protein families: signaling and cellular processes,Transport,Transport,True,True,True,True,False,False
K18841,"chpB, chpBK; mRNA interferase ChpB [EC:3.1.-.-]",09180,Brite Hierarchies,09183,Protein families: signaling and cellular processes,Protein families: signaling and cellular processes,Other,True,False,True,True,False,False
K18842,"chpS, chpBI; antitoxin ChpS",09180,Brite Hierarchies,09183,Protein families: signaling and cellular processes,Protein families: signaling and cellular processes,Other,True,False,True,True,False,False
K18843,hicB; antitoxin HicB,09180,Brite Hierarchies,09183,Protein families: signaling and cellular processes,Protein families: signaling and cellular processes,Other,True,False,True,True,False,False
K18844,"aph, spcN; spectinomycin phosphotransferase",09180,Brite Hierarchies,09183,Protein families: signaling and cellular processes,Protein families: signaling and cellular processes,Other,True,True,True,True,False,True
K18845,"rmt, armA; 16S rRNA (guanine(1405)-N(7))-methyltransferase [EC:2.1.1.179]",09180,Brite Hierarchies,09182,Protein families: genetic information processing,Protein families: genetic information processing,Other,True,True,True,True,False,False
K18846,npmA; 16S rRNA (adenine(1408)-N(1))-methyltransferase [EC:2.1.1.180],09180,Brite Hierarchies,09182,Protein families: genetic information processing,Protein families: genetic information processing,Other,True,True,True,True,False,False
K18847,E2.2.1.8; fluorothreonine transaldolase [EC:2.2.1.8],09190,Not Included in Pathway or Brite,09191,Unclassified: metabolism,Unclassified: metabolism,Metabolism,True,True,True,True,False,False
K18850,ycfD; 50S ribosomal protein L16 3-hydroxylase [EC:1.14.11.47],09180,Brite Hierarchies,09182,Protein families: genetic information processing,Protein families: genetic information processing,Other,True,False,True,True,False,False
K18851,fbp; diacylglycerol O-acyltransferase / trehalose O-mycolyltransferase / mycolyltransferase Ag85 [EC:2.3.1.20 2.3.1.122 2.3.1.-],09100,Metabolism,09103,Lipid metabolism,Lipid metabolism,Metabolism,True,True,False,False,False,False
K18855,E1.1.1.374; UDP-N-acetylglucosamine 3-dehydrogenase [EC:1.1.1.374],09190,Not Included in Pathway or Brite,09191,Unclassified: metabolism,Unclassified: metabolism,Metabolism,False,True,False,False,False,False
K18857,ADH1; alcohol dehydrogenase class-P [EC:1.1.1.1],09100,Metabolism,09101,Carbohydrate metabolism,Carbohydrate metabolism,Metabolism,False,True,False,False,False,False
K18889,"mdlA, smdA; ATP-binding cassette, subfamily B, multidrug efflux pump",09130,Environmental Information Processing,09131,Membrane transport,Transport,Transport,True,True,True,True,False,False
K18890,"mdlB, smdB; ATP-binding cassette, subfamily B, multidrug efflux pump",09130,Environmental Information Processing,09131,Membrane transport,Transport,Transport,True,True,True,True,False,False
K18892,"patB, rscB, lmrC, satB; ATP-binding cassette, subfamily B, multidrug efflux pump",09130,Environmental Information Processing,09131,Membrane transport,Transport,Transport,False,False,False,False,True,False
K18893,"vcaM; ATP-binding cassette, subfamily B, multidrug efflux pump",09130,Environmental Information Processing,09131,Membrane transport,Transport,Transport,True,True,True,True,True,False
K18894,"K18894; ATP-binding cassette, subfamily B, multidrug efflux pump",09130,Environmental Information Processing,09131,Membrane transport,Transport,Transport,False,True,False,False,False,False
K18896,gsmt; glycine/sarcosine N-methyltransferase [EC:2.1.1.156],09100,Metabolism,09105,Amino acid metabolism,Amino acid metabolism,Metabolism,True,True,True,True,False,False
K18897,sdmt; sarcosine/dimethylglycine N-methyltransferase [EC:2.1.1.157],09100,Metabolism,09105,Amino acid metabolism,Amino acid metabolism,Metabolism,True,True,True,True,False,False
K18900,"bpeT; LysR family transcriptional regulator, regulator for bpeEF and oprC",09180,Brite Hierarchies,09182,Protein families: genetic information processing,Transcription / Regulation,Transcription / Regulation,True,False,True,True,False,False
K18901,"bpeE; membrane fusion protein, multidrug efflux system",09180,Brite Hierarchies,09183,Protein families: signaling and cellular processes,Protein families: signaling and cellular processes,Other,True,False,True,True,False,False
K18902,bpeF; multidrug efflux pump,09180,Brite Hierarchies,09183,Protein families: signaling and cellular processes,Transport,Transport,True,False,True,True,False,True
K18903,"oprC, opcM; outer membrane protein, multidrug efflux system",09180,Brite Hierarchies,09183,Protein families: signaling and cellular processes,Membrane / cell envelope,Membrane / cell envelope,True,False,True,True,False,False
K18907,"norG; GntR family transcriptional regulator, regulator for abcA and norABC",09180,Brite Hierarchies,09182,Protein families: genetic information processing,Transcription / Regulation,Transcription / Regulation,True,True,True,True,False,False
K18908,"mepA; MATE family, multidrug efflux pump",09180,Brite Hierarchies,09183,Protein families: signaling and cellular processes,Transport,Transport,False,False,False,False,True,False
K18910,"dpe, lre; D-psicose/D-tagatose/L-ribulose 3-epimerase [EC:5.1.3.30 5.1.3.31]",09190,Not Included in Pathway or Brite,09191,Unclassified: metabolism,Unclassified: metabolism,Metabolism,True,True,True,True,False,False
K18911,egtD; L-histidine Nalpha-methyltransferase [EC:2.1.1.44],09100,Metabolism,09105,Amino acid metabolism,Amino acid metabolism,Metabolism,True,True,True,True,False,False
K18912,egtB; gamma-glutamyl hercynylcysteine S-oxide synthase [EC:1.14.99.50],09100,Metabolism,09105,Amino acid metabolism,Amino acid metabolism,Metabolism,True,True,True,True,False,False
K18913,egtE; hercynylcysteine S-oxide lyase [EC:4.4.1.36],09100,Metabolism,09105,Amino acid metabolism,Amino acid metabolism,Metabolism,True,True,False,False,False,False
K18914,FDXR; adrenodoxin-NADP+ reductase [EC:1.18.1.6],09180,Brite Hierarchies,09182,Protein families: genetic information processing,Protein families: genetic information processing,Other,False,True,False,False,False,False
K18916,ptxD; phosphonate dehydrogenase [EC:1.20.1.1],09190,Not Included in Pathway or Brite,09191,Unclassified: metabolism,Unclassified: metabolism,Metabolism,True,False,True,True,False,False
K18917,mrx1; mycoredoxin [EC:1.20.4.3],09190,Not Included in Pathway or Brite,09191,Unclassified: metabolism,Unclassified: metabolism,Metabolism,True,True,True,True,False,False
K18918,"relB; RHH-type transcriptional regulator, rel operon repressor / antitoxin RelB",09180,Brite Hierarchies,09182,Protein families: genetic information processing,Transcription / Regulation,Transcription / Regulation,True,True,True,True,False,False
K18923,stbD; antitoxin StbD,09180,Brite Hierarchies,09183,Protein families: signaling and cellular processes,Protein families: signaling and cellular processes,Other,True,False,True,True,True,False
K18925,ykkD; paired small multidrug resistance pump,09180,Brite Hierarchies,09183,Protein families: signaling and cellular processes,Protein families: signaling and cellular processes,Other,True,False,True,True,False,False
K18926,"lmrB; MFS transporter, DHA2 family, lincomycin resistance protein",09180,Brite Hierarchies,09183,Protein families: signaling and cellular processes,Transport,Transport,True,True,True,True,False,False
K18928,lldE; L-lactate dehydrogenase complex protein LldE,09190,Not Included in Pathway or Brite,09191,Unclassified: metabolism,Unclassified: metabolism,Metabolism,True,True,True,True,False,False
K18929,lldF; L-lactate dehydrogenase complex protein LldF,09190,Not Included in Pathway or Brite,09191,Unclassified: metabolism,Unclassified: metabolism,Metabolism,True,True,True,True,False,False
K18930,dld; D-lactate dehydrogenase,09100,Metabolism,09101,Carbohydrate metabolism,Carbohydrate metabolism,Metabolism,True,True,True,True,False,False
K18933,"mfnA, adc; tyrosine decarboxylase / aspartate 1-decarboxylase [EC:4.1.1.25 4.1.1.11]",09100,Metabolism,09102,Energy metabolism,Energy metabolism,Metabolism,True,True,True,True,False,False
K18939,"lmrA, yxaF; TetR/AcrR family transcriptional regulator, lmrAB and yxaGH operons repressor",09180,Brite Hierarchies,09182,Protein families: genetic information processing,Transcription / Regulation,Transcription / Regulation,True,True,True,True,False,False
K18941,"arlR; two-component system, OmpR family, response regulator ArlR",09130,Environmental Information Processing,09132,Signal transduction,Signal transduction,Transcription / Regulation,False,True,False,False,False,False
K18954,"pobR; AraC family transcriptional regulator, transcriptional activator of pobA",09180,Brite Hierarchies,09182,Protein families: genetic information processing,Transcription / Regulation,Transcription / Regulation,True,False,True,True,False,False
K18955,"whiB1_2_3_4; WhiB family transcriptional regulator, redox-sensing transcriptional regulator",09180,Brite Hierarchies,09182,Protein families: genetic information processing,Transcription / Regulation,Transcription / Regulation,True,True,True,True,True,False
K18956,"whiB5; WhiB family transcriptional regulator, redox-sensing transcriptional regulator",09180,Brite Hierarchies,09182,Protein families: genetic information processing,Transcription / Regulation,Transcription / Regulation,False,True,False,False,False,False
K18958,"whiB7; WhiB family transcriptional regulator, redox-sensing transcriptional regulator",09180,Brite Hierarchies,09182,Protein families: genetic information processing,Transcription / Regulation,Transcription / Regulation,True,True,True,True,False,False
K18967,dge1; diguanylate cyclase [EC:2.7.7.65],09190,Not Included in Pathway or Brite,09191,Unclassified: metabolism,Unclassified: metabolism,Metabolism,True,True,True,True,False,False
K18968,adrA; diguanylate cyclase [EC:2.7.7.65],09140,Cellular Processes,09145,Cellular community - prokaryotes,Cellular community,Other,True,False,True,True,False,False
K18973,blaOXA-50; beta-lactamase class D OXA-50 [EC:3.5.2.6],09160,Human Diseases,09175,Drug resistance: antimicrobial,Human diseases,Other,True,False,True,True,False,False
K18974,sul1; dihydropteroate synthase type 1 [EC:2.5.1.15],09100,Metabolism,09108,Metabolism of cofactors and vitamins,Cofactor biosynthesis,Cofactor biosynthesis,True,False,True,True,False,False
K18976,blaOXA-48; beta-lactamase class D OXA-48 [EC:3.5.2.6],09160,Human Diseases,09175,Drug resistance: antimicrobial,Human diseases,Other,True,False,True,True,False,False
K18979,queG; epoxyqueuosine reductase [EC:1.17.99.6],09180,Brite Hierarchies,09182,Protein families: genetic information processing,Protein families: genetic information processing,Other,True,True,True,True,False,False
K18981,udh; uronate dehydrogenase [EC:1.1.1.203],09100,Metabolism,09101,Carbohydrate metabolism,Carbohydrate metabolism,Metabolism,True,True,True,True,False,False
K18983,gci; D-galactarolactone cycloisomerase [EC:5.5.1.27],09100,Metabolism,09101,Carbohydrate metabolism,Carbohydrate metabolism,Metabolism,True,True,True,True,False,False
K18988,ampH; serine-type D-Ala-D-Ala carboxypeptidase/endopeptidase [EC:3.4.16.4 3.4.21.-],09180,Brite Hierarchies,09181,Protein families: metabolism,Protein families: metabolism,Metabolism,True,False,True,True,False,False
K18989,vexF; multidrug efflux pump,09180,Brite Hierarchies,09183,Protein families: signaling and cellular processes,Transport,Transport,True,False,True,True,False,True
K18990,"vexE; membrane fusion protein, multidrug efflux system",09180,Brite Hierarchies,09183,Protein families: signaling and cellular processes,Protein families: signaling and cellular processes,Other,True,False,True,True,False,True
K18991,"mtrA; AraC family transcriptional regulator, activator of mtrCDE",09180,Brite Hierarchies,09182,Protein families: genetic information processing,Transcription / Regulation,Transcription / Regulation,True,False,True,True,True,False
K18996,repC; replication initiation protein RepC,09180,Brite Hierarchies,09182,Protein families: genetic information processing,Protein families: genetic information processing,Other,True,True,True,True,False,False
K18997,cbpM; chaperone modulatory protein CbpM,09180,Brite Hierarchies,09182,Protein families: genetic information processing,Protein families: genetic information processing,Other,True,False,True,True,False,False
K19000,rof; Rho-binding antiterminator,09180,Brite Hierarchies,09182,Protein families: genetic information processing,Protein families: genetic information processing,Other,True,False,True,True,False,False
K19002,"mgs, bgsB; 1,2-diacylglycerol 3-alpha-glucosyltransferase [EC:2.4.1.337]",09100,Metabolism,09103,Lipid metabolism,Lipid metabolism,Metabolism,True,True,True,True,False,False
K19003,"mgdA; 1,2-diacylglycerol 3-beta-glucosyltransferase [EC:2.4.1.336]",09100,Metabolism,09103,Lipid metabolism,Lipid metabolism,Metabolism,True,True,True,True,False,False
K19033,"PSRP4, RPS31, rpsU; 30S ribosomal protein S31/Thx",09120,Genetic Information Processing,09122,Translation,Translation,Metabolism,True,False,True,True,False,False
K19046,"casB, cse2; CRISPR system Cascade subunit CasB",09180,Brite Hierarchies,09183,Protein families: signaling and cellular processes,Protein families: signaling and cellular processes,Other,True,True,True,True,False,False
K19047,"tetC; TetR/AcrR family transcriptional regulator, repressor of tetCD",09180,Brite Hierarchies,09182,Protein families: genetic information processing,Transcription / Regulation,Transcription / Regulation,False,False,False,False,True,False
K19048,symE; toxic protein SymE,09180,Brite Hierarchies,09183,Protein families: signaling and cellular processes,Protein families: signaling and cellular processes,Other,True,False,True,True,False,False
K19049,cslA; chondroitin AC lyase [EC:4.2.2.5],09190,Not Included in Pathway or Brite,09191,Unclassified: metabolism,Unclassified: metabolism,Metabolism,True,False,True,True,False,False
K19051,hepB; heparin/heparan-sulfate lyase [EC:4.2.2.7 4.2.2.8],09190,Not Included in Pathway or Brite,09191,Unclassified: metabolism,Unclassified: metabolism,Metabolism,True,False,True,True,False,False
K19054,FXN; frataxin [EC:1.16.3.1],09100,Metabolism,09108,Metabolism of cofactors and vitamins,Cofactor biosynthesis,Cofactor biosynthesis,True,False,True,True,False,False
K19055,"prdX, proX; Ala-tRNA(Pro) deacylase [EC:3.1.1.-]",09180,Brite Hierarchies,09182,Protein families: genetic information processing,Protein families: genetic information processing,Other,True,True,True,True,False,False
K19057,"merD; MerR family transcriptional regulator, mercuric resistance operon regulatory protein",09180,Brite Hierarchies,09182,Protein families: genetic information processing,Metal resistance,Metal resistance,False,False,False,False,False,True
K19058,merC; mercuric ion transport protein,09180,Brite Hierarchies,09183,Protein families: signaling and cellular processes,Metal resistance,Metal resistance,True,False,True,True,True,False
K19059,merE; mercuric ion transport protein,09180,Brite Hierarchies,09183,Protein families: signaling and cellular processes,Transport,Transport,False,False,False,False,False,True
K19062,arr; rifampin ADP-ribosylating transferase,09180,Brite Hierarchies,09183,Protein families: signaling and cellular processes,Protein families: signaling and cellular processes,Other,True,True,True,True,False,False
K19064,lysDH; lysine 6-dehydrogenase [EC:1.4.1.18],09100,Metabolism,09110,Biosynthesis of other secondary metabolites,Secondary metabolites,Metabolism,True,False,True,True,False,False
K19068,"wbjC; UDP-2-acetamido-2,6-beta-L-arabino-hexul-4-ose reductase [EC:1.1.1.367]",09100,Metabolism,09107,Glycan biosynthesis and metabolism,Glycan biosynthesis / metabolism,Metabolism,True,True,True,True,False,False
K19070,oorA; oxalate oxidoreductase subunit alpha [EC:1.2.7.10],09190,Not Included in Pathway or Brite,09191,Unclassified: metabolism,Unclassified: metabolism,Metabolism,True,True,True,True,False,False
K19071,oorB; oxalate oxidoreductase subunit beta [EC:1.2.7.10],09190,Not Included in Pathway or Brite,09191,Unclassified: metabolism,Unclassified: metabolism,Metabolism,True,True,True,True,False,False
K19072,oorD; oxalate oxidoreductase subunit delta [EC:1.2.7.10],09190,Not Included in Pathway or Brite,09191,Unclassified: metabolism,Unclassified: metabolism,Metabolism,True,True,True,True,False,False
K19073,DVR; divinyl chlorophyllide a 8-vinyl-reductase [EC:1.3.1.75],09100,Metabolism,09108,Metabolism of cofactors and vitamins,Cofactor biosynthesis,Cofactor biosynthesis,True,False,True,True,False,False
K19075,"cst2, cas7; CRISPR-associated protein Cst2",09180,Brite Hierarchies,09183,Protein families: signaling and cellular processes,Protein families: signaling and cellular processes,Other,True,False,True,True,False,False
K19076,"cmr2, cas10; CRISPR-associated protein Cmr2",09180,Brite Hierarchies,09183,Protein families: signaling and cellular processes,Protein families: signaling and cellular processes,Other,True,False,True,True,False,False
K19078,"graR; two-component system, OmpR family, response regulator protein GraR",09130,Environmental Information Processing,09132,Signal transduction,Signal transduction,Transcription / Regulation,False,False,False,False,True,False
K19091,cas6; CRISPR-associated endoribonuclease Cas6 [EC:3.1.-.-],09180,Brite Hierarchies,09183,Protein families: signaling and cellular processes,Protein families: signaling and cellular processes,Other,True,False,True,True,False,False
K19092,parE1_3_4; toxin ParE1/3/4,09180,Brite Hierarchies,09183,Protein families: signaling and cellular processes,Protein families: signaling and cellular processes,Other,True,True,True,True,True,False
K19100,blaDHA; beta-lactamase class C DHA [EC:3.5.2.6],09160,Human Diseases,09175,Drug resistance: antimicrobial,Human diseases,Other,True,False,True,True,False,False
K19101,blaFOX; beta-lactamase class C FOX [EC:3.5.2.6],09160,Human Diseases,09175,Drug resistance: antimicrobial,Human diseases,Other,True,False,True,True,False,False
K19103,nocB; nocardicin nonribosomal peptide synthetase NocB,09100,Metabolism,09110,Biosynthesis of other secondary metabolites,Secondary metabolites,Metabolism,True,False,True,True,False,False
K19117,"csd1, cas8c; CRISPR-associated protein Csd1",09180,Brite Hierarchies,09183,Protein families: signaling and cellular processes,Protein families: signaling and cellular processes,Other,True,False,True,True,False,False
K19118,"csd2, cas7; CRISPR-associated protein Csd2",09180,Brite Hierarchies,09183,Protein families: signaling and cellular processes,Protein families: signaling and cellular processes,Other,True,False,True,True,False,False
K19119,cas5d; CRISPR-associated protein Cas5d,09180,Brite Hierarchies,09183,Protein families: signaling and cellular processes,Protein families: signaling and cellular processes,Other,True,False,True,True,False,False
K19123,"casA, cse1; CRISPR system Cascade subunit CasA",09180,Brite Hierarchies,09183,Protein families: signaling and cellular processes,Protein families: signaling and cellular processes,Other,True,True,True,True,True,False
K19124,"casC, cse4; CRISPR system Cascade subunit CasC",09180,Brite Hierarchies,09183,Protein families: signaling and cellular processes,Protein families: signaling and cellular processes,Other,True,True,True,True,True,False
K19125,"casD, cse5; CRISPR system Cascade subunit CasD",09180,Brite Hierarchies,09183,Protein families: signaling and cellular processes,Protein families: signaling and cellular processes,Other,True,True,True,True,True,False
K19126,"casE, cse3; CRISPR system Cascade subunit CasE",09180,Brite Hierarchies,09183,Protein families: signaling and cellular processes,Protein families: signaling and cellular processes,Other,True,True,True,True,False,False
K19131,csb1; CRISPR-associated protein Csb1,09180,Brite Hierarchies,09183,Protein families: signaling and cellular processes,Protein families: signaling and cellular processes,Other,True,True,True,True,False,False
K19132,csb2; CRISPR-associated protein Csb2,09180,Brite Hierarchies,09183,Protein families: signaling and cellular processes,Protein families: signaling and cellular processes,Other,True,True,True,True,False,False
K19134,csx10; CRISPR-associated protein Csx10,09180,Brite Hierarchies,09183,Protein families: signaling and cellular processes,Protein families: signaling and cellular processes,Other,True,False,True,True,False,False
K19135,csx14; CRISPR-associated protein Csx14,09180,Brite Hierarchies,09183,Protein families: signaling and cellular processes,Protein families: signaling and cellular processes,Other,True,False,True,True,False,False
K19136,csx17; CRISPR-associated protein Csx17,09180,Brite Hierarchies,09183,Protein families: signaling and cellular processes,Protein families: signaling and cellular processes,Other,False,True,False,False,False,False
K19139,csm4; CRISPR-associated protein Csm4,09180,Brite Hierarchies,09183,Protein families: signaling and cellular processes,Protein families: signaling and cellular processes,Other,True,False,True,True,False,False
K19140,csm5; CRISPR-associated protein Csm5,09180,Brite Hierarchies,09183,Protein families: signaling and cellular processes,Protein families: signaling and cellular processes,Other,True,False,True,True,False,False
K19142,cmr6; CRISPR-associated protein Cmr6,09180,Brite Hierarchies,09183,Protein families: signaling and cellular processes,Protein families: signaling and cellular processes,Other,True,False,True,True,False,False
K19147,mcrC; 5-methylcytosine-specific restriction enzyme subunit McrC,09180,Brite Hierarchies,09183,Protein families: signaling and cellular processes,Protein families: signaling and cellular processes,Other,True,True,True,True,False,False
K19155,yhaV; toxin YhaV [EC:3.1.-.-],09180,Brite Hierarchies,09183,Protein families: signaling and cellular processes,Protein families: signaling and cellular processes,Other,True,False,True,True,False,False
K19156,"prlF, sohA; antitoxin PrlF",09180,Brite Hierarchies,09183,Protein families: signaling and cellular processes,Protein families: signaling and cellular processes,Other,True,True,True,True,False,False
K19157,yafQ; mRNA interferase YafQ [EC:3.1.-.-],09180,Brite Hierarchies,09183,Protein families: signaling and cellular processes,Protein families: signaling and cellular processes,Other,True,False,True,True,False,False
K19158,yoeB; toxin YoeB [EC:3.1.-.-],09180,Brite Hierarchies,09183,Protein families: signaling and cellular processes,Protein families: signaling and cellular processes,Other,True,True,True,True,False,False
K19159,yefM; antitoxin YefM,09180,Brite Hierarchies,09183,Protein families: signaling and cellular processes,Protein families: signaling and cellular processes,Other,True,True,True,True,False,False
K19163,ccdB; toxin CcdB,09180,Brite Hierarchies,09183,Protein families: signaling and cellular processes,Protein families: signaling and cellular processes,Other,True,False,True,True,False,False
K19164,ccdA; antitoxin CcdA,09180,Brite Hierarchies,09183,Protein families: signaling and cellular processes,Protein families: signaling and cellular processes,Other,True,False,True,True,False,False
K19166,higB; mRNA interferase HigB [EC:3.1.-.-],09180,Brite Hierarchies,09183,Protein families: signaling and cellular processes,Protein families: signaling and cellular processes,Other,True,False,True,True,False,False
K19168,cptA; toxin CptA,09180,Brite Hierarchies,09183,Protein families: signaling and cellular processes,Protein families: signaling and cellular processes,Other,True,True,True,True,False,False
K19169,dndB; DNA sulfur modification protein DndB,09180,Brite Hierarchies,09183,Protein families: signaling and cellular processes,Protein families: signaling and cellular processes,Other,True,False,True,True,False,False
K19170,dndC; DNA sulfur modification protein DndC,09180,Brite Hierarchies,09183,Protein families: signaling and cellular processes,Protein families: signaling and cellular processes,Other,True,False,True,True,False,False
K19171,dndD; DNA sulfur modification protein DndD,09180,Brite Hierarchies,09183,Protein families: signaling and cellular processes,Protein families: signaling and cellular processes,Other,True,True,True,True,False,False
K19172,dndE; DNA sulfur modification protein DndE,09180,Brite Hierarchies,09183,Protein families: signaling and cellular processes,Protein families: signaling and cellular processes,Other,True,True,True,True,False,False
K19176,FAAH2; fatty acid amide hydrolase 2 [EC:3.5.1.99],09190,Not Included in Pathway or Brite,09191,Unclassified: metabolism,Unclassified: metabolism,Metabolism,False,True,False,False,False,False
K19180,tll; dTDP-6-deoxy-L-talose 4-dehydrogenase (NAD+) [EC:1.1.1.339],09100,Metabolism,09107,Glycan biosynthesis and metabolism,Glycan biosynthesis / metabolism,Metabolism,True,True,True,True,False,False
K19181,"afr; 1,5-anhydro-D-fructose reductase (1,5-anhydro-D-mannitol-forming) [EC:1.1.1.292]",09190,Not Included in Pathway or Brite,09191,Unclassified: metabolism,Unclassified: metabolism,Metabolism,True,True,True,True,False,False
K19186,kdhB; 6-hydroxypseudooxynicotine dehydrogenase subunit beta [EC:1.5.99.14],09100,Metabolism,09108,Metabolism of cofactors and vitamins,Cofactor biosynthesis,Cofactor biosynthesis,True,True,True,True,False,False
K19187,kdhL; 6-hydroxypseudooxynicotine dehydrogenase subunit gamma [EC:1.5.99.14],09100,Metabolism,09108,Metabolism of cofactors and vitamins,Cofactor biosynthesis,Cofactor biosynthesis,False,True,False,False,False,False
K19188,"dhponh; 2,6-dihydroxypseudooxynicotine hydrolase [EC:3.7.1.19]",09100,Metabolism,09108,Metabolism of cofactors and vitamins,Cofactor biosynthesis,Cofactor biosynthesis,True,True,False,False,False,False
K19189,"dhpH; 2,6-dihydroxypyridine 3-monooxygenase [EC:1.14.13.10]",09100,Metabolism,09108,Metabolism of cofactors and vitamins,Cofactor biosynthesis,Cofactor biosynthesis,True,True,True,True,False,False
