orgId	locusId	sysName	geneName	desc	set1IT006 KB	set1IT008 KB with Dimethyl Sulfoxide 0.42 vol%	set1IT012 KB with Acriflavine 1.25 ug/ml	set1IT014 KB with Ampicillin 0.775 ug/ml	set1IT016 KB with Berberine 15.6 ug/ml	set1IT018 KB with Carbenicillin 3.1 ug/ml	set1IT020 KB with Chloramphenicol 1.55 ug/ml	set1IT022 KB with Erythromycin 6.25 ug/ml	set1IT030 KB with Nalidixic 0.775 ug/ml	set1IT034 KB with Nitrofurantoin 31.25 ug/ml	set1IT038 KB with Phloretin 125 ug/ml	set1IT046 KB with Trimethoprim 15.6 ug/ml	set3IT010 KB with Acridine orange 3.125 ug/ml	set3IT020 KB with Mitomycin C 0.05 ug/ml	set4IT014 KB	set4IT016 KB with Dimethyl Sulfoxide 1.25 vol%	set4IT018 KB with Rifampicin 0.1 mg/ml	set4IT020 KB with capsaicin 0.25 mg/ml	set4IT022 KB with capsaicin 0.125 mg/ml	set4IT026 KB with Flavone 0.125 mg/ml	set4IT028 KB with Rotenone 0.25 mg/ml	set4IT030 KB with Rotenone 0.125 mg/ml	set4IT032 KB with Nitrofurantoin 0.0625 mg/ml
SyringaeB728a_mexBdelta	Psyr_4907	Psyr_4907		PAS	0.387	0.774	-0.760	0.227	-0.041	-0.905	-0.164	-0.013	0.193	0.316	0.553	-0.471	0.161	-0.154	-0.003	-1.370	-1.364	-0.714	-1.220	-0.432	-1.240	-0.753	-0.684
SyringaeB728a_mexBdelta	Psyr_4908	Psyr_4908		conserved hypothetical protein	0.023	0.083	-0.544	-0.481	1.016	2.191	1.410	1.400	0.933	-0.254	1.537	0.561	-0.168	-0.481	-0.825	-0.482	-0.212	-0.486	-1.351	-1.490	-0.628	-2.316	-0.399
SyringaeB728a_mexBdelta	Psyr_4909	Psyr_4909		gamma-aminobutyrate:proton symporter, AAT family	-0.843	-0.905	-2.258	-2.101	-2.888	0.830	-1.659	-2.324	-1.386	-1.547	-1.788	-0.445	0.858	1.023	0.131	0.006	-0.552	-0.116	-0.315	-0.088	-0.403	0.201	1.104
SyringaeB728a_mexBdelta	Psyr_4910	Psyr_4910		hypothetical protein	2.091	0.556	0.135	-1.455	-2.094	2.412	-0.451	0.230	0.397	0.831	0.275	1.651	-0.197	-0.221	-0.712	1.117	0.320	1.695	0.858	-0.535	0.831	0.334	-0.094
SyringaeB728a_mexBdelta	Psyr_4911	Psyr_4911		amino acid ABC transporter ATP-binding protein, PAAT family	0.236	0.448	-0.943	-1.042	0.164	-0.398	0.595	-0.274	-0.255	-0.746	-1.203	0.532	-1.874	-1.291	-0.010	0.689	0.314	-0.230	0.909	0.597	-0.475	0.324	-0.230
SyringaeB728a_mexBdelta	Psyr_4912	Psyr_4912		amino acid ABC transporter substrate-binding protein, PAAT family	0.072	-0.525	0.057	-0.332	-0.376	1.016	-0.841	-0.952	-0.732	-0.824	-0.864	-1.605	-1.235	0.060	-0.024	-0.638	-0.656	-1.260	0.041	0.080	-1.980	-0.614	-0.480
SyringaeB728a_mexBdelta	Psyr_4913	Psyr_4913		amino acid ABC transporter membrane protein 1, PAAT family	0.355	-0.438	-1.087	0.429	0.422	1.630	1.677	-0.749	-0.540	-0.306	-1.751	-1.055	1.738	2.802	-0.316	0.565	0.048	0.205	1.115	0.095	-0.335	0.071	0.179
SyringaeB728a_mexBdelta	Psyr_4914	Psyr_4914		amino acid ABC transporter membrane protein 2, PAAT family	-0.345	0.446	0.070	-0.947	-0.752	-0.911	1.268	0.230	-0.390	-1.328	-0.724	-0.432	0.965	0.269	-0.780	-0.596	-0.338	0.027	0.352	-0.718	-0.622	-1.354	-0.529
SyringaeB728a_mexBdelta	Psyr_4915	Psyr_4915		conserved hypothetical protein	-0.391	-1.218	-0.290	-0.747	-2.079	1.478	0.135	-0.319	-0.537	0.508	0.110	0.585	-0.965	0.820	0.713	-0.614	-0.333	-0.040	-0.792	0.296	-0.775	-1.263	0.046
SyringaeB728a_mexBdelta	Psyr_4916	Psyr_4916		conserved hypothetical protein	0.493	0.032	0.509	0.190	-0.287	0.977	0.124	-0.506	0.273	-0.032	0.044	0.635	-0.494	1.710	0.581	-0.051	-0.791	0.321	0.083	-1.030	1.181	-0.535	-0.502
SyringaeB728a_mexBdelta	Psyr_4917	Psyr_4917		Heat shock protein DnaJ, N-terminal	-0.272	0.839	0.013	-0.847	-0.740	-0.715	-0.254	-0.584	-0.168	-0.548	0.334	-0.059	0.390	1.080	0.230	0.310	-0.623	-0.558	-0.454	-0.533	-0.289	-0.424	-0.730
SyringaeB728a_mexBdelta	Psyr_4918	Psyr_4918		hypothetical protein	-0.796	-1.645	0.090	0.058	-0.234	-0.311	0.298	0.438	0.052	-0.430	-1.047	-0.504	-0.818	-0.243	-1.187	-0.680	-1.595	-1.915	-0.366	-2.282	-0.393	-1.130	-1.308
SyringaeB728a_mexBdelta	Psyr_4919	Psyr_4919		type III effector protein AvrPto1	-0.383	0.206	-0.229	-1.181	-0.859	-1.503	-1.670	-0.782	0.666	-0.464	-0.257	0.357	0.633	1.311	-0.037	-0.418	0.834	0.298	0.412	0.310	-0.119	-0.985	-0.062
SyringaeB728a_mexBdelta	Psyr_4920	Psyr_4920		conserved hypothetical bacteriophage protein	-0.433	1.403	-0.766	0.847	-0.270	0.064	-0.191	-1.845	-0.656	0.608	-0.083	-1.159	-1.379	-0.518	0.783	1.479	0.683	1.421	-0.783	1.934	1.640	0.460	-0.413
SyringaeB728a_mexBdelta	Psyr_4921	Psyr_4921		hypothetical protein	-0.718	1.074	0.467	0.962	1.357	0.384	2.435	1.286	0.239	0.989	-0.289	1.132	-0.796	-0.787	0.397	1.267	0.139	0.819	-0.208	0.731	-0.054	-0.045	1.018
SyringaeB728a_mexBdelta	Psyr_4922	Psyr_4922		Short-chain dehydrogenase/reductase SDR	0.561	-1.208	0.297	-0.123	-0.575	0.682	0.498	0.181	-0.219	0.641	0.032	0.156	-0.529	0.961	-1.025	0.110	-0.739	-1.144	-0.367	-0.770	-1.179	-1.007	-1.147
SyringaeB728a_mexBdelta	Psyr_4923	Psyr_4923		transcriptional regulator, LysR family	-2.232	-1.626	-1.344	-2.184	-1.413	-4.350	-0.562	-2.599	-1.017	-1.824	-1.994	-1.011	-0.426	-0.292	-0.473	-0.205	-0.620	-0.454	-0.145	-0.164	-0.407	-0.104	-0.952
SyringaeB728a_mexBdelta	Psyr_4924	Psyr_4924		Protein of unknown function DUF450	-0.621	-0.163	-1.644	-0.519	-0.304	-2.541	-0.514	-0.568	0.179	-1.182	-0.337	-0.802	1.726	-0.400	-1.954	-1.256	-0.468	-0.760	-1.485	-1.121	-0.654	0.035	-1.168
SyringaeB728a_mexBdelta	Psyr_4925	Psyr_4925		conserved hypothetical protein	0.317	-0.230	0.351	0.556	-0.873	-1.198	-1.274	0.109	-0.689	0.983	-0.656	-0.400	0.188	-0.641	-1.221	-1.246	-0.429	-1.405	-2.231	-3.117	-0.782	-0.538	-1.421
SyringaeB728a_mexBdelta	Psyr_4926	Psyr_4926		GCN5-related N-acetyltransferase	0.103	0.300	-0.553	-0.833	-1.396	-1.114	0.274	-1.250	-0.175	-0.006	-0.813	-1.503	1.664	0.468	-1.216	-1.351	-1.130	-0.373	-0.978	-0.993	-1.271	-0.709	-0.925
SyringaeB728a_mexBdelta	Psyr_4927	Psyr_4927		ATP-dependent DNA helicase recG	-0.214	-0.488	-0.903	-1.229	0.149	-3.724	1.334	-1.109	0.288	0.064	-0.446	0.598	-1.143	-2.229	-1.095	-0.649	-0.381	0.073	-1.115	-0.569	-1.631	-0.558	-1.293
SyringaeB728a_mexBdelta	Psyr_4928	Psyr_4928		conserved hypothetical protein	1.481	1.092	-0.320	-0.268	-0.374	-0.984	0.602	0.710	1.025	0.614	0.450	1.023	0.103	-1.154	-1.197	0.454	-1.312	-0.783	-0.063	-1.439	-1.758	-2.255	0.067
SyringaeB728a_mexBdelta	Psyr_4929	Psyr_4929		conserved hypothetical protein	0.106	0.570	0.465	1.708	-0.565	1.947	0.508	0.529	0.486	0.207	-0.040	-0.047	-0.884	-1.058	-0.463	-0.672	-0.900	0.260	-1.366	-0.156	-0.691	0.035	-0.694
SyringaeB728a_mexBdelta	Psyr_4930	Psyr_4930		outer membrane porin	-0.550	0.418	0.248	0.116	0.109	2.072	0.610	0.304	0.122	-0.880	-3.688	0.375	0.304	0.756	-0.211	-1.019	0.147	-0.601	-0.582	0.802	-0.213	0.190	-1.183
SyringaeB728a_mexBdelta	Psyr_4932	Psyr_4932		agmatine deiminase	-1.498	-3.032	-2.119	-2.575	3.559	-3.210	-4.196	-7.458	-0.806	-1.955	-2.156	-1.723	-1.624	-3.637	-1.599	-2.481	-2.419	-0.872	0.032	-0.385	-1.863	-1.496	-2.633
SyringaeB728a_mexBdelta	Psyr_4933	Psyr_4933		Nitrilase/cyanide hydratase and apolipoprotein N-acyltransferase	0.618	0.207	2.095	0.556	4.968	-2.128	-3.123	-4.245	0.467	-0.629	-1.665	-1.558	-1.108	-0.853	-2.125	-1.168	-0.774	-0.424	0.636	-0.483	-2.167	-1.777	-1.296
SyringaeB728a_mexBdelta	Psyr_4934	Psyr_4934		Aminoglycoside phosphotransferase:Aminotransferase class-III	-0.327	-0.348	-0.165	0.165	0.018	1.811	0.083	-0.141	-0.714	0.048	0.382	0.004	0.907	1.951	-0.525	-0.013	0.122	0.200	0.190	0.009	-1.185	-0.371	-0.552
SyringaeB728a_mexBdelta	Psyr_4935	Psyr_4935		dTDP-glucose 4,6-dehydratase	-0.091	-0.186	0.005	-0.865	0.271	1.758	-0.254	0.376	-0.663	-0.311	-0.095	0.977	-0.624	0.201	0.009	0.261	0.032	-0.697	-0.040	-0.726	-1.546	-1.016	-0.328
SyringaeB728a_mexBdelta	Psyr_4937	Psyr_4937		ATP-binding region, ATPase-like:Histidine kinase A, N-terminal	0.549	0.400	-0.428	-0.278	-0.944	2.184	1.422	-0.336	-0.263	-0.217	-0.044	-0.464	-0.100	0.379	-0.032	0.982	-0.362	-0.181	-0.767	-2.308	-0.145	-0.348	-0.506
SyringaeB728a_mexBdelta	Psyr_4938	Psyr_4938		Helix-turn-helix, Fis-type	0.424	-0.127	0.742	-0.210	0.923	3.083	0.829	1.239	-0.124	-0.374	0.671	-0.492	-0.239	0.550	0.466	-0.483	-0.341	-0.832	-0.176	0.546	-0.376	1.253	0.910
SyringaeB728a_mexBdelta	Psyr_4939	Psyr_4939		conserved hypothetical protein	-0.855	0.625	-0.765	-0.428	0.278	-0.597	0.612	-0.974	-1.150	0.595	-0.409	-0.461	-0.201	-0.551	-0.413	-0.792	-1.568	-0.201	-1.107	-1.127	0.178	0.082	-2.300
SyringaeB728a_mexBdelta	Psyr_4941	Psyr_4941		NUDIX hydrolase	-0.394	-0.229	-0.091	0.103	-1.010	0.666	0.032	0.950	-0.445	0.772	0.027	-0.048	-1.534	0.878	-0.360	1.793	-0.642	-0.548	-0.141	0.505	0.942	0.809	0.395
SyringaeB728a_mexBdelta	Psyr_4942	Psyr_4942		HAD-superfamily hydrolase, subfamily IA, variant 3	1.217	-2.030	0.073	0.099	-0.776	-0.416	-0.936	-2.437	-0.044	-1.581	0.618	0.839	0.669	-0.144	0.961	2.348	0.090	-1.159	-0.180	-0.229	1.085	1.042	0.628
SyringaeB728a_mexBdelta	Psyr_4943	Psyr_4943		Peptidoglycan-binding LysM:Transport-associated	0.302	-0.323	-0.271	-0.116	-0.541	-1.091	-2.117	-0.697	0.720	-0.806	0.891	-0.437	1.840	1.718	-0.107	1.454	-0.448	0.317	-1.106	-0.944	0.768	-0.089	-0.421
SyringaeB728a_mexBdelta	Psyr_4944	Psyr_4944		transcriptional regulator, LysR family	0.237	-0.166	1.907	0.867	0.115	2.046	1.695	1.742	-1.031	-1.572	0.481	0.286	1.379	-0.675	-0.115	1.068	1.709	1.012	0.938	0.783	0.594	-0.656	2.522
SyringaeB728a_mexBdelta	Psyr_4945	Psyr_4945		Formate dehydrogenase, subunit FdhD	-0.532	-0.776	0.223	-0.673	0.487	1.031	-1.130	1.562	-1.258	0.418	0.565	-0.839	-0.869	-0.305	0.369	-0.179	1.086	0.677	-0.446	-1.628	0.457	0.135	0.875
SyringaeB728a_mexBdelta	Psyr_4946	Psyr_4946		Oxidoreductase alpha (molybdopterin) subunit	-0.415	-0.721	1.861	-0.621	0.343	5.184	1.268	2.693	-1.275	0.483	0.234	-0.918	1.064	0.496	-0.386	0.564	-0.175	-1.092	-1.421	0.634	-0.549	-0.734	-0.777
SyringaeB728a_mexBdelta	Psyr_4947	Psyr_4947		conserved hypothetical protein	1.431	0.010	0.752	0.738	0.847	4.034	0.820	1.167	-0.816	0.659	0.498	1.058	-0.753	-0.709	0.909	1.410	1.199	0.246	0.901	-0.008	0.329	0.939	1.493
SyringaeB728a_mexBdelta	Psyr_4948	Psyr_4948		ATP-dependent DNA helicase, RecQ-like protein	0.437	1.140	0.275	-1.409	-0.929	1.274	1.379	-0.300	1.228	0.461	0.449	-0.247	-0.042	0.047	0.489	-0.050	-1.723	-1.190	-0.464	0.081	-0.862	-0.110	0.585
SyringaeB728a_mexBdelta	Psyr_4949	Psyr_4949		conserved hypothetical protein	-0.329	0.652	1.396	0.797	0.757	0.667	1.310	-0.267	0.320	0.194	0.416	0.555	0.333	0.474	0.044	0.197	-1.185	0.333	0.249	0.157	-0.754	-0.037	-0.613
SyringaeB728a_mexBdelta	Psyr_4950	Psyr_4950		Peptidase M48, Ste24p	0.203	1.029	-1.392	0.272	-1.011	-0.012	-0.293	-0.495	-0.031	0.399	-0.112	0.263	0.802	1.961	0.117	0.191	-0.153	0.749	-0.858	0.960	0.931	0.057	0.749
SyringaeB728a_mexBdelta	Psyr_4951	Psyr_4951		hypothetical protein	-1.166	-0.241	-1.343	-2.964	-0.461	-1.078	-0.808	-0.662	-0.848	-2.470	-0.813	-0.374	-0.760	-1.092	1.036	0.718	-0.951	-0.470	0.036	-2.130	0.132	0.412	1.322
SyringaeB728a_mexBdelta	Psyr_4952	Psyr_4952		hypothetical protein	-1.060	-1.093	-0.196	-0.949	0.720	0.213	-1.809	-0.529	-0.999	-0.614	-1.140	-0.793	-0.868	-0.900	-0.728	-0.408	-0.994	0.288	0.460	-0.025	-0.199	-0.368	-0.113
SyringaeB728a_mexBdelta	Psyr_4953	Psyr_4953		Uncharacterized conserved protein UCP028301	-0.110	-1.769	0.258	-1.855	0.176	-0.383	-0.755	-0.783	0.792	0.451	-0.657	-0.106	-0.099	-0.880	-0.836	-0.362	0.169	-0.799	0.327	-0.585	-0.315	0.497	-0.860
SyringaeB728a_mexBdelta	Psyr_4954	Psyr_4954		Protein of unknown function DUF877	0.304	-0.163	-0.927	-0.157	-0.111	-1.652	-0.157	0.448	-0.223	0.159	-1.375	0.426	-1.492	-0.078	-0.285	0.134	-0.088	0.036	-1.525	-0.494	-0.975	-0.667	-1.537
SyringaeB728a_mexBdelta	Psyr_4955	Psyr_4955		Protein of unknown function DUF1316	-1.577	-0.222	-0.418	1.012	0.674	0.653	-1.090	1.149	-1.193	-0.321	1.186	1.377	0.869	-0.001	0.380	-0.081	0.103	0.938	0.352	1.402	0.584	0.615	0.639
SyringaeB728a_mexBdelta	Psyr_4956	Psyr_4956		protein of unknown function DUF879	0.195	-0.357	0.569	-0.893	-1.928	0.125	-0.332	-0.460	0.710	0.666	-0.474	0.370	-0.887	-0.243	1.084	0.142	0.398	0.206	0.036	0.054	0.111	-0.295	0.492
SyringaeB728a_mexBdelta	Psyr_4957	Psyr_4957		Protein of unknown function DUF1305	0.060	-0.149	0.596	0.544	0.621	2.236	0.564	-0.256	0.375	-0.196	0.735	0.858	0.468	0.023	0.520	-0.228	-0.433	0.951	0.570	0.567	-0.809	0.544	0.048
SyringaeB728a_mexBdelta	Psyr_4958	Psyr_4958		AAA ATPase, central region:Clp, N terminal:Clp, N terminal	-0.523	-1.382	-0.839	-1.346	-1.313	-0.427	-1.296	0.804	0.412	-0.432	-0.877	-1.540	-0.479	-0.921	1.929	1.418	1.143	2.018	1.148	1.460	0.476	2.617	0.790
SyringaeB728a_mexBdelta	Psyr_4959	Psyr_4959		conserved hypothetical protein	-1.134	-1.063	-2.448	0.476	-1.928	-1.237	0.203	0.319	-0.390	-0.399	-2.541	-1.060	-0.842	-1.313	-0.630	-0.005	-0.733	-1.250	-1.115	-0.778	0.571	-0.076	-0.324
SyringaeB728a_mexBdelta	Psyr_4960	Psyr_4960		protein of unknown function DUF876	-0.007	0.204	-0.765	0.855	-0.828	-0.838	0.536	0.212	1.027	1.362	0.230	0.119	0.526	-0.301	0.886	1.642	0.207	0.321	1.745	0.814	0.391	0.030	0.874
SyringaeB728a_mexBdelta	Psyr_4961	Psyr_4961		conserved hypothetical protein	0.189	0.414	-1.113	-0.302	-0.988	-0.947	-0.466	-0.750	-0.865	-2.063	0.234	0.406	-0.028	-1.579	0.383	-0.326	-0.883	-1.262	0.359	-0.748	1.045	0.755	0.783
SyringaeB728a_mexBdelta	Psyr_4962	Psyr_4962		ImcF-related:Protein of unknown function DUF1215	0.136	-0.050	-1.532	-0.113	-0.523	0.603	-1.225	1.123	0.229	-0.286	-0.921	0.313	0.732	1.346	0.206	0.553	0.261	0.402	0.402	-0.356	0.794	0.973	1.235
SyringaeB728a_mexBdelta	Psyr_4963	Psyr_4963		hypothetical protein	0.642	0.345	-1.691	0.462	-0.027	-2.235	0.333	-1.307	-1.683	-0.590	0.217	-0.820	-0.755	-0.655	0.938	0.290	1.089	1.111	0.686	0.827	0.072	1.428	1.343
SyringaeB728a_mexBdelta	Psyr_4964	Psyr_4964		OmpA/MotB	0.173	0.445	0.852	0.534	1.253	2.188	-0.164	-0.408	0.117	0.355	-0.178	-0.465	-0.190	0.541	1.995	1.443	1.067	1.627	1.235	1.232	0.739	0.737	1.787
SyringaeB728a_mexBdelta	Psyr_4965	Psyr_4965		Protein of unknown function DUF796	0.735	0.237	0.288	0.797	0.258	0.411	-2.018	1.084	0.585	-0.130	-0.556	0.412	-1.283	-1.048	-1.262	-1.090	-1.050	-0.292	-0.052	-1.273	-0.351	-0.887	0.988
SyringaeB728a_mexBdelta	Psyr_4966	Psyr_4966		ImpA, N-terminal	0.821	0.779	-0.735	-1.396	-0.210	-2.488	1.137	-0.930	-0.010	1.270	-0.773	-0.727	-0.217	0.115	0.162	-0.649	0.166	-0.242	-0.319	-0.025	0.753	0.541	0.218
SyringaeB728a_mexBdelta	Psyr_4967	Psyr_4967		conserved hypothetical protein	1.073	-0.035	-0.106	-1.665	-1.166	-1.328	0.076	-1.675	-0.588	0.161	0.441	0.275	-1.818	-2.496	0.204	0.896	0.196	0.450	0.237	0.288	0.587	0.289	-0.888
SyringaeB728a_mexBdelta	Psyr_4968	Psyr_4968		hypothetical protein	0.353	-0.389	-0.594	-0.089	0.921	-1.501	0.719	-1.097	0.686	1.673	0.981	0.341	-0.549	-2.597	0.818	0.439	0.136	0.058	1.337	2.045	0.048	0.544	0.537
SyringaeB728a_mexBdelta	Psyr_4969	Psyr_4969		PAAR	-0.108	-0.281	0.085	-0.619	0.374	-1.710	1.852	0.080	0.770	0.251	-0.294	-1.070	-0.406	0.751	-0.356	0.139	-0.410	-0.576	-0.076	0.183	-0.363	-0.258	-0.039
SyringaeB728a_mexBdelta	Psyr_4970	Psyr_4970		Phospholipase D/Transphosphatidylase	-0.839	-0.116	-1.858	-1.546	-0.074	-2.994	-0.409	-1.681	-0.185	0.075	-1.168	-0.012	-0.629	-2.724	0.284	1.105	1.446	0.425	-0.486	0.185	0.373	0.652	0.742
SyringaeB728a_mexBdelta	Psyr_4971	Psyr_4971		Sel1-like repeat protein	-1.597	-2.134	-2.817	-0.761	-1.752	-2.503	-0.018	-2.518	-1.338	-0.947	-2.722	-0.781	-0.753	-2.810	-0.475	-0.105	-1.483	-1.175	0.069	-0.041	0.220	-0.966	0.309
SyringaeB728a_mexBdelta	Psyr_4972	Psyr_4972		Sel1-like repeat protein	0.030	-1.681	-2.185	-1.437	-0.191	-4.752	-1.419	-1.762	-0.374	-0.695	-2.793	-1.038	-0.445	-3.469	0.362	0.654	-0.014	0.948	1.909	-0.456	1.003	-0.511	0.155
SyringaeB728a_mexBdelta	Psyr_4973	Psyr_4973		hypothetical protein	1.562	0.111	0.177	-1.184	0.123	-0.667	-0.397	0.090	-0.594	0.589	-1.588	0.479	0.245	-0.122	1.219	0.044	0.384	0.790	-0.217	0.438	-0.509	0.764	0.696
SyringaeB728a_mexBdelta	Psyr_4974	Psyr_4974		Rhs element Vgr protein	0.124	-0.430	-1.660	-0.053	-0.773	-1.645	0.666	-0.403	-1.066	-0.833	-0.276	-0.543	-0.335	-0.342	0.731	1.208	0.513	0.892	1.196	1.282	0.604	0.864	1.494
SyringaeB728a_mexBdelta	Psyr_4975	Psyr_4975		hypothetical protein	-0.383	-0.183	-0.616	-0.913	0.579	-4.556	0.062	-1.122	-0.356	-0.549	-1.745	-0.708	-0.970	-2.292	-0.393	0.462	-1.142	0.130	-0.324	-0.378	-0.394	-0.395	0.110
SyringaeB728a_mexBdelta	Psyr_4976	Psyr_4976		conserved hypothetical protein	-1.051	0.152	0.214	0.005	-0.529	1.002	1.300	1.115	-0.493	0.179	0.735	0.096	-0.470	-0.495	0.318	-1.080	-0.256	-0.492	-0.831	-0.783	0.241	-0.158	-0.946
SyringaeB728a_mexBdelta	Psyr_4977	Psyr_4977		ADP-ribosylglycohydrolase	-1.979	-0.633	-1.434	-1.075	-0.774	-1.450	0.456	-1.822	-0.943	-0.929	-0.688	-2.214	-0.369	-2.761	0.219	0.644	-0.695	0.674	0.239	-0.470	-0.241	0.051	-0.285
SyringaeB728a_mexBdelta	Psyr_4979	Psyr_4979		hypothetical protein	-1.353	-1.063	-1.561	-1.292	-0.432	-2.356	0.191	-2.956	1.240	-1.038	-1.720	-0.921	-1.047	-3.693	-0.348	1.270	0.002	2.045	-0.228	-0.093	-0.431	0.828	0.524
SyringaeB728a_mexBdelta	Psyr_4980	Psyr_4980		conserved hypothetical protein	-0.905	1.726	-0.736	-0.321	0.518	1.031	-1.172	-1.780	1.246	-1.097	-1.064	-1.393	0.798	-1.248	-0.102	0.177	-1.039	0.946	-0.855	1.101	-1.220	0.732	-1.858
SyringaeB728a_mexBdelta	Psyr_4981	Psyr_4981		conserved hypothetical protein	-0.539	-0.419	-2.023	-0.655	-0.103	-2.159	-0.588	-1.758	0.789	-0.884	-0.780	-0.243	0.123	-2.236	0.420	1.043	0.495	-0.463	-0.396	0.948	0.403	0.617	-0.942
SyringaeB728a_mexBdelta	Psyr_4982	Psyr_4982		hypothetical protein	1.378	0.405	0.132	0.577	0.464	0.598	-0.161	0.794	-0.085	-2.125	-1.185	0.818	0.344	-0.508	2.389	0.315	0.305	0.988	2.349	0.731	-0.209	1.139	0.081
SyringaeB728a_mexBdelta	Psyr_4983	Psyr_4983		Rhs element Vgr protein	0.097	-0.340	-1.497	0.204	-0.119	-3.317	-0.356	-1.042	0.854	-0.672	-1.604	0.363	-0.429	-2.288	-0.335	0.716	0.273	0.761	0.360	0.112	-0.434	-0.148	0.602
SyringaeB728a_mexBdelta	Psyr_4984	Psyr_4984		conserved hypothetical protein	-0.185	0.426	0.046	0.536	1.195	-0.294	-1.325	-1.268	0.729	-0.863	-0.805	0.990	-1.919	-4.110	0.476	0.925	-0.341	0.598	-0.382	0.202	-0.912	-0.106	0.453
SyringaeB728a_mexBdelta	Psyr_4985	Psyr_4985		conserved hypothetical protein	0.480	1.288	-0.706	0.625	-0.726	-2.590	-0.773	-1.222	-0.113	-0.612	-0.863	-0.900	-0.892	-0.712	-0.006	0.026	0.147	0.154	-0.019	-0.013	0.315	0.333	0.985
SyringaeB728a_mexBdelta	Psyr_4986	Psyr_4986		YD repeat protein	-0.174	-0.837	-1.229	-0.076	-0.781	-0.047	-0.144	0.377	-1.248	0.252	-1.341	0.185	0.797	-0.208	0.937	0.232	1.704	0.869	0.979	0.510	-0.063	1.322	0.570
SyringaeB728a_mexBdelta	Psyr_4988	Psyr_4988		YD repeat protein	-0.831	-0.048	-1.565	1.354	0.431	-1.850	-0.371	0.069	0.598	-0.316	-1.093	-0.215	-0.845	-0.270	1.120	0.885	-0.023	1.274	0.810	0.294	0.728	1.415	1.662
SyringaeB728a_mexBdelta	Psyr_4989	Psyr_4989		hypothetical protein	-0.910	-1.593	-1.073	0.774	-0.207	-1.251	0.026	-0.467	0.506	-0.834	-2.059	-1.395	-2.246	-1.361	-0.813	-1.265	-0.974	-1.465	-0.091	-0.105	-0.753	-0.362	-0.057
SyringaeB728a_mexBdelta	Psyr_4990	Psyr_4990		YD repeat protein	0.205	0.326	-0.884	0.545	0.850	-0.545	0.475	0.008	-0.318	0.012	-0.121	0.237	-1.132	-3.440	0.037	0.700	0.182	1.261	0.389	0.297	0.587	0.080	0.516
SyringaeB728a_mexBdelta	Psyr_4991	Psyr_4991		hypothetical protein	-1.527	-1.204	-1.666	-0.193	-1.036	-0.523	0.471	-1.619	-1.984	-1.078	-1.205	0.959	-0.762	0.214	-1.038	-2.626	-1.754	-2.763	-1.760	-2.481	-2.363	-1.538	-2.769
SyringaeB728a_mexBdelta	Psyr_4992	Psyr_4992		YD repeat protein	-0.039	0.141	-0.587	0.868	0.781	-0.814	0.574	-0.624	0.617	-0.509	-0.109	-0.221	0.524	-0.579	1.289	0.051	0.784	0.912	1.867	-0.846	-1.611	0.425	1.038
SyringaeB728a_mexBdelta	Psyr_4993	Psyr_4993		hypothetical protein	-1.203	-1.618	-3.794	-0.569	-0.969	-2.787	-1.088	-3.679	-0.448	-1.232	-2.175	-1.853	-0.087	-1.470	-0.657	-0.166	-0.159	0.557	-0.108	0.936	-0.975	0.616	0.227
SyringaeB728a_mexBdelta	Psyr_4995	Psyr_4995		RHS protein	0.419	-0.340	-0.852	-1.653	-0.827	-2.804	-2.951	-0.459	-0.372	-1.450	-0.132	-1.021	2.785	2.315	0.011	-1.870	-0.775	-0.431	0.853	-0.214	-1.869	-0.981	-0.278
SyringaeB728a_mexBdelta	Psyr_4996	Psyr_4996		hypothetical protein	-3.574	-2.642	-4.461	-1.545	-2.391	-3.400	-1.288	-3.002	-2.344	-1.944	-2.737	-3.062	-2.223	-4.054	0.203	-0.256	-0.087	0.595	-0.695	-0.179	-0.967	0.537	0.630
SyringaeB728a_mexBdelta	Psyr_4997	Psyr_4997		YD repeat protein	0.859	0.240	-0.769	-0.067	1.596	0.064	0.950	1.593	-0.396	0.920	0.447	1.121	1.814	1.592	0.428	2.318	1.389	2.611	1.693	0.270	1.095	1.062	1.757
SyringaeB728a_mexBdelta	Psyr_4998	Psyr_4998		hypothetical protein	-1.726	-0.548	-1.872	0.974	-0.525	-2.526	-1.732	-2.617	-1.507	0.179	-1.974	-1.263	-1.161	-2.799	-0.487	0.662	-1.240	0.053	0.839	-0.164	-0.614	0.372	0.079
SyringaeB728a_mexBdelta	Psyr_4999	Psyr_4999		hypothetical protein	0.565	0.450	0.349	0.633	1.167	0.513	-0.684	1.906	-0.426	0.907	-1.081	0.719	0.896	0.609	1.638	2.313	2.317	2.220	0.623	1.313	0.735	1.772	0.437
SyringaeB728a_mexBdelta	Psyr_5000	Psyr_5000		conserved hypothetical protein	0.972	0.872	0.443	0.623	0.580	3.387	-0.178	1.061	0.289	0.976	1.456	1.516	-0.252	0.454	1.197	2.041	1.964	1.384	1.887	1.065	1.107	1.059	0.888
SyringaeB728a_mexBdelta	Psyr_5001	Psyr_5001		conserved hypothetical protein	2.033	1.908	2.161	0.576	1.375	2.738	0.532	0.791	-0.295	1.296	1.177	1.486	1.427	1.399	0.631	0.450	-0.173	1.163	1.058	1.934	-0.378	0.995	0.886
