orgId	locusId	sysName	geneName	desc	set1IT005 KB	set1IT007 KB with Dimethyl Sulfoxide 1 vol%	set1IT011 KB with Acriflavine 7.75 ug/ml	set1IT013 KB with Ampicillin 15.6 ug/ml	set1IT015 KB with Berberine 250 ug/ml	set1IT017 KB with Carbenicillin 250 ug/ml	set1IT019 KB with Chloramphenicol 12.5 ug/ml	set1IT021 KB with Erythromycin 25 ug/ml	set1IT029 KB with Nalidixic 12.5 ug/ml	set1IT033 KB with Nitrofurantoin 125 ug/ml	set1IT037 KB with Phloretin 250 ug/ml	set1IT045 KB with Trimethoprim 125 ug/ml	set1IT049 Green bean; epiphytic	set1IT050 Green bean; epiphytic	set2IT076 apoplastic, grinding recovery; Green bean	set2IT077 apoplastic, grinding recovery; Green bean	set2IT080 epiphytic; Green bean	set2IT081 epiphytic; Green bean	set2IT095 apoplastic, chopping recovery; Green bean	set3IT009 KB with Acridine orange 62.5 ug/ml	set3IT019 KB with Mitomycin C 0.625 ug/ml	set3IT031 epiphytic; Green bean	set3IT032 epiphytic; Green bean	set3IT039 apoplastic; Lima bean	set3IT040 apoplastic; Lima bean	set4IT013 KB	set4IT015 KB with Dimethyl Sulfoxide 1.25 vol%	set4IT017 KB with Rifampicin 0.1 mg/ml	set4IT019 KB with capsaicin 0.25 mg/ml	set4IT021 KB with capsaicin 0.125 mg/ml	set4IT025 KB with Flavone 0.125 mg/ml	set4IT027 KB with Rotenone 0.25 mg/ml	set4IT029 KB with Rotenone 0.125 mg/ml	set4IT031 KB with Nitrofurantoin 0.25 mg/ml	set5IT059 apoplastic; Lima bean	set5IT060 apoplastic; Lima bean	set6IT083 apoplastic; Green bean; 6 days	set6IT084 apoplastic; Green bean; 6 days	set7IT014 apoplastic; Lima bean	set7IT015 apoplastic; Lima bean	set7IT018 apoplastic; Pepper	set7IT019 apoplastic; Pepper	set7IT026 apoplastic; Pepper	set7IT027 apoplastic; Pepper	set7IT030 apoplastic; Pepper	set7IT031 apoplastic; Pepper
SyringaeB728a	Psyr_3711	Psyr_3711		Dienelactone hydrolase	0.711	1.335	-0.455	-0.222	0.095	1.313	1.156	2.601	1.830	1.414	0.513	-0.345	0.649	0.475	-0.571	-0.589	-0.935	-0.176	0.749	1.199	0.994	-0.319	0.754	0.837	1.408	-0.715	-0.216	-0.413	0.235	-0.720	-0.451	-0.053	-0.174	0.302	-0.496	-0.633	2.928	2.094	-2.084	-2.270	0.387	0.896	-0.299	0.507	-0.064	-0.476
SyringaeB728a	Psyr_3712	Psyr_3712		conserved hypothetical protein	0.852	1.480	1.257	1.833	0.774	-0.405	1.136	-0.442	0.518	1.305	1.055	0.758	0.249	0.616	1.413	0.586	0.380	-0.030	-1.507	-0.810	0.844	0.038	0.934	0.922	0.823	-0.166	-0.043	0.611	-0.648	0.525	-0.335	0.217	-1.264	-1.140	0.781	-0.138	0.915	0.996	1.691	0.723	3.141	3.219	0.599	0.006	-0.151	-0.251
SyringaeB728a	Psyr_3714	Psyr_3714		Ferric iron reductase	0.730	-0.842	-0.243	-0.493	-2.146	-0.552	0.188	0.622	-0.157	-0.192	-0.034	0.801	0.370	0.957	2.277	-0.452	-0.722	0.057	-0.756	-0.587	-1.115	0.854	-0.756	1.762	1.726	-1.342	-0.444	-1.367	-0.923	-0.248	0.372	-0.729	-0.791	-1.440	-0.658	-0.824	-0.532	-1.047	0.228	0.951	0.317	0.025	0.921	0.417	0.097	0.201
SyringaeB728a	Psyr_3715	Psyr_3715		ATP-binding region, ATPase-like:Histidine kinase, HAMP region:Histidine kinase A, N-terminal	-0.352	0.005	-1.026	-0.124	-0.449	0.407	0.397	0.245	-0.862	-1.033	0.651	0.509	-0.151	0.154	0.486	0.480	0.877	0.686	0.061	-0.150	-1.021	0.207	0.956	1.054	0.488	1.421	1.163	1.193	1.791	1.822	0.776	1.600	0.204	0.949	1.394	2.118	-0.625	-1.745	-1.051	-0.606	1.671	2.084	0.017	0.302	-0.592	-0.156
SyringaeB728a	Psyr_3716	Psyr_3716		Response regulator receiver:Transcriptional regulatory protein, C-terminal	0.296	0.758	0.001	0.074	-0.837	1.107	1.737	0.367	-0.167	-0.395	-0.435	-0.776	0.788	0.983	0.120	0.071	-0.561	-0.809	0.372	1.504	2.285	1.510	0.445	0.752	0.924	1.071	-0.790	0.587	-0.287	-1.032	0.013	0.338	0.236	1.561	-0.224	-0.721	-0.654	-0.107	1.613	1.061	-0.950	-0.726	0.686	-1.160	-0.688	0.053
SyringaeB728a	Psyr_3718	Psyr_3718		hypothetical protein	1.944	-0.486	0.658	-0.445	-0.461	1.123	-0.271	-0.249	1.221	0.851	1.040	-0.041	0.725	0.300	0.613	-0.121	-0.857	-1.511	-1.123	-1.180	-1.436	-0.398	-0.933	0.771	2.405	-0.119	-0.699	-0.347	-0.945	-0.944	-1.872	-0.762	-1.835	-0.245	0.715	-0.430	0.731	1.401	-0.421	-0.963	-2.615	-1.201	-0.499	-0.535	0.907	0.046
SyringaeB728a	Psyr_3719	Psyr_3719		hypothetical protein	-0.287	-0.107	0.916	-0.125	0.890	-0.183	1.159	-0.969	-1.003	-0.316	-0.326	-1.107	-0.250	-0.648	-0.888	-0.872	1.125	-0.400	-0.149	-0.534	-0.407	0.444	-0.226	0.788	0.558	1.325	1.215	1.800	1.320	1.054	0.711	0.307	-0.082	1.323	0.459	0.361	0.617	-0.188	-0.362	0.121	-1.308	-0.998	-1.373	-0.909	0.942	0.332
SyringaeB728a	Psyr_3720	Psyr_3720		Filamentation induced by cAMP protein Fic	-3.348	-2.988	-3.222	-2.872	-2.535	-2.973	-2.307	-2.327	-4.303	-2.147	-4.299	-3.259	-0.254	-1.425	-1.175	1.024	0.815	0.867	0.429	-1.031	-1.591	0.837	0.948	-0.515	-0.747	-0.553	-0.542	-0.998	-0.118	-0.074	-0.263	-1.415	-1.804	-0.234	-0.360	-0.250	1.416	1.811	0.309	-0.296	2.309	1.722	0.812	-0.188	1.801	1.271
SyringaeB728a	Psyr_3722	Psyr_3722		Amino acid adenylation	-0.150	-0.201	-0.856	0.481	-1.140	0.538	-0.152	0.158	-1.039	-0.273	-0.353	-0.368	0.119	0.341	-0.506	0.695	1.153	1.306	-0.627	0.469	-0.135	-0.233	0.400	0.182	0.037	0.979	0.439	-0.097	0.288	0.200	0.431	0.565	0.326	-0.126	0.361	0.384	0.768	-0.537	0.388	-0.132	0.616	0.074	1.506	1.120	0.634	1.129
SyringaeB728a	Psyr_3723	Psyr_3723		CDS	0.711	-0.797	0.357	-0.694	-1.939	1.419	-0.596	-2.011	-0.132	0.190	-0.037	0.896	-0.554	-0.274	-0.716	-0.296	1.598	2.340	-0.338	1.844	0.717	-0.185	-1.048	-0.238	-0.316	1.127	1.315	0.385	0.421	0.010	1.585	1.415	1.211	0.899	1.381	-0.957	-0.416	-0.278	-1.162	-0.582	1.191	1.033	1.431	1.275	1.280	1.444
SyringaeB728a	Psyr_3724	Psyr_3724		conserved hypothetical protein	-1.119	-0.675	-0.563	-0.155	-1.091	-0.478	-1.192	-1.493	-2.688	-0.081	0.110	-1.216	-0.193	-0.437	1.243	0.157	0.098	0.935	1.986	-0.366	-1.438	-0.534	-0.241	-0.713	-0.580	-0.454	-0.030	-0.056	-0.387	0.137	0.148	-0.170	-0.906	-0.531	1.224	1.319	0.578	-0.369	0.348	0.905	-0.375	-0.134	-0.834	-0.954	0.566	1.255
SyringaeB728a	Psyr_3725	Psyr_3725		ATPase	-0.377	-0.570	0.098	-0.551	0.084	-1.218	0.284	0.532	-1.103	-0.146	0.098	-1.262	-0.733	-0.708	-0.269	1.074	-0.357	0.837	-0.346	-0.869	-0.855	0.606	0.259	-0.243	0.080	-0.377	-0.790	-0.765	-0.986	-0.608	-0.822	-0.631	-1.404	-1.584	-0.481	-0.619	0.287	0.275	-0.774	0.422	-0.864	-1.302	0.535	-0.214	0.291	0.897
SyringaeB728a	Psyr_3726	Psyr_3726		conserved hypothetical protein	0.085	0.012	1.267	0.462	0.242	2.196	0.586	0.049	-0.115	0.811	0.172	-0.445	0.237	0.328	1.341	1.225	0.314	-0.626	-1.287	0.914	1.520	-0.723	-0.548	0.172	0.794	-0.530	-1.342	0.183	0.342	-0.715	-0.038	-1.114	-1.076	-0.688	1.667	1.600	-0.617	-0.695	-0.720	-0.846	-1.045	-0.466	1.253	1.394	0.678	0.433
SyringaeB728a	Psyr_3727	Psyr_3727		conserved hypothetical protein	-0.687	-0.981	0.429	0.176	-0.364	-0.589	-0.010	-3.103	-2.004	-0.545	-0.207	-0.079	-1.049	-0.756	1.231	1.428	-0.464	-0.039	-0.269	-1.915	-2.063	0.509	-0.167	-0.902	-1.409	1.874	1.196	1.583	1.759	0.670	0.752	1.524	0.910	1.741	-1.035	-0.821	-0.826	-0.565	-0.929	0.803	-0.988	-1.215	0.473	-1.048	0.516	0.978
SyringaeB728a	Psyr_3728	Psyr_3728		hypothetical protein	-2.645	-3.073	-1.592	-1.557	0.458	-3.890	-1.205	-2.382	-3.116	-3.982	-2.253	-4.283	1.221	-0.367	1.370	1.270	-2.063	-2.255	0.500	-1.574	-2.452	1.408	-0.791	-0.015	-0.715	-1.492	-1.730	-3.608	-2.094	-2.054	-2.462	-0.945	-1.778	-0.376	1.831	1.245	-0.730	-1.243	0.193	-0.881	1.215	0.566	0.082	1.523	-2.344	-2.605
SyringaeB728a	Psyr_3729	Psyr_3729		hypothetical protein	-1.647	-2.196	0.409	0.163	-0.716	-0.496	-1.008	-1.178	-1.526	-0.144	-0.065	-0.411	-1.841	-1.577	-0.300	1.086	-0.059	0.275	0.939	2.037	-0.576	1.123	-1.531	0.398	0.146	0.149	0.020	0.425	-0.001	-1.999	0.637	-0.801	0.507	1.100	-0.191	0.276	-0.656	0.702	-0.277	-0.857	-0.536	-0.274	0.841	-0.742	0.737	0.791
SyringaeB728a	Psyr_3731	Psyr_3731		conserved hypothetical protein	-0.007	-1.058	-0.235	-0.936	-0.427	-1.548	-0.311	-1.673	-1.506	-0.170	-1.195	-0.683	0.671	0.874	-0.331	0.965	1.274	1.958	-0.529	-1.550	-3.463	0.499	-0.560	0.359	0.257	-0.338	0.174	-0.608	-0.309	0.658	-0.331	-0.588	-0.818	-0.011	0.611	1.068	-0.412	-0.172	-1.288	-0.312	-1.228	-0.897	-0.790	-0.149	0.602	0.241
SyringaeB728a	Psyr_3733	Psyr_3733		Outer membrane autotransporter barrel	0.714	0.915	0.700	0.198	0.255	0.538	1.377	1.365	0.793	1.879	1.226	0.785	1.490	0.231	-0.712	0.447	0.301	0.206	1.220	-1.466	-0.579	0.276	1.292	0.619	1.169	0.198	0.998	0.380	0.569	0.639	-0.106	0.984	0.876	0.214	-2.221	-0.923	0.503	-0.353	-1.266	-0.121	-0.183	-1.037	-1.288	-1.437	-1.645	0.223
SyringaeB728a	Psyr_3734	Psyr_3734		Outer membrane autotransporter barrel	0.902	0.617	0.716	0.102	0.980	0.195	-0.281	0.464	0.813	1.035	-0.377	0.310	0.555	0.454	1.180	0.634	0.341	-0.184	1.135	-1.569	-0.627	-0.420	-0.658	0.576	0.564	0.398	-0.345	-0.026	0.659	0.424	-0.638	0.646	-0.191	-0.104	1.347	-0.923	-0.421	0.351	0.475	1.273	1.136	0.235	0.859	-0.587	1.014	0.130
SyringaeB728a	Psyr_3735	Psyr_3735		PAS	-0.028	0.862	0.284	0.962	1.311	0.405	0.829	-0.167	1.216	0.946	0.792	1.428	1.403	-0.186	2.020	0.003	1.685	1.292	-1.073	-0.723	-0.280	-0.928	-0.722	0.221	0.819	0.400	0.165	-0.010	-0.077	-1.146	-0.776	0.002	-0.058	-0.607	-0.541	-0.658	-2.275	-1.945	1.285	0.589	1.447	0.844	0.476	1.318	-0.657	-0.511
SyringaeB728a	Psyr_3736	Psyr_3736		Peptidoglycan-binding LysM	-1.017	-2.145	-0.019	-1.954	-0.060	-1.235	0.280	2.472	0.540	-2.137	-0.814	-1.045	-0.367	-0.343	-1.140	1.069	1.844	0.600	1.239	-1.618	-0.821	0.380	0.978	-0.107	0.995	-0.152	-0.253	-0.500	-0.237	-1.474	0.950	-0.721	0.240	0.220	0.141	0.671	0.469	1.581	1.470	1.695	2.150	2.267	-0.237	-0.009	-1.537	0.173
SyringaeB728a	Psyr_3737	Psyr_3737		transcriptional regulator, MarR family	0.327	-0.819	1.747	-0.396	2.353	0.125	1.320	0.044	7.808	0.946	0.008	0.019	0.103	-1.428	-1.010	-1.060	0.842	1.249	-0.504	2.218	1.291	-1.206	-3.056	0.323	0.555	-0.394	0.193	0.063	-0.685	-0.430	-0.303	0.714	-0.240	1.305	1.612	0.541	-1.289	0.065	0.517	0.541	-1.346	-1.040	0.265	0.520	0.717	1.205
SyringaeB728a	Psyr_3738	Psyr_3738		ATP-dependent DNA helicase RecQ	-2.645	-0.606	-1.458	-2.416	-0.975	0.229	1.095	-1.269	2.368	-4.913	-0.835	-0.864	-2.812	-2.918	-0.388	0.068	-0.443	-1.985	0.536	-0.287	-2.716	-0.181	0.170	-1.410	-0.825	0.202	-0.065	-1.160	-1.219	-0.958	-0.457	-0.884	-0.340	-3.085	-0.077	-0.148	1.906	0.630	1.048	0.935	0.649	0.031	-0.601	-1.414	-1.309	-0.928
SyringaeB728a	Psyr_3739	Psyr_3739		conserved hypothetical protein	-1.034	-1.691	-1.922	-1.070	-1.285	-0.271	-1.431	-0.058	1.320	-1.918	-0.311	-0.355	-0.680	0.054	1.091	-0.515	-0.665	-1.494	1.057	0.817	-0.499	-0.308	-0.587	-1.168	-0.803	-0.882	-0.998	-1.321	-0.670	-1.090	-0.083	-1.504	-0.892	-0.401	0.849	1.751	-1.525	-0.306	-0.902	-1.243	-1.666	-2.938	0.491	0.642	-0.580	-0.188
SyringaeB728a	Psyr_3740	Psyr_3740		Protein of unknown function DUF454	-0.503	-0.599	0.089	-0.309	-1.577	-1.945	0.594	-2.124	-4.172	-1.256	-1.518	-3.155	-0.720	-0.488	-0.341	-1.210	-1.784	-0.393	-1.326	-0.328	-0.329	-0.136	-0.771	0.106	-0.304	0.710	0.193	0.254	-1.982	-0.094	0.741	-0.604	-0.438	-1.404	-0.525	0.206	-0.336	-1.639	0.247	0.816	0.608	0.790	0.123	-0.200	0.276	1.647
SyringaeB728a	Psyr_3741	Psyr_3741		Polyphosphate:AMP phosphotransferase	0.827	1.035	1.636	1.396	0.485	1.366	0.976	2.072	1.638	1.362	0.958	0.704	-0.960	-0.913	-0.553	-1.670	0.031	1.329	-1.329	2.236	2.556	-2.257	1.613	-0.652	-0.730	-1.825	-0.038	0.455	-1.440	-2.322	-0.518	-0.433	-0.069	0.074	-1.207	0.850	-0.207	-0.857	1.127	-0.112	0.912	1.129	0.162	-0.088	-0.108	0.433
SyringaeB728a	Psyr_3742	Psyr_3742		FAD dependent oxidoreductase:Protein of unknown function DUF752	-0.805	-1.190	-0.086	-1.630	-0.535	-0.628	-1.116	-0.627	-0.279	-0.849	-1.036	-0.022	-0.236	0.030	1.347	-0.782	0.849	0.669	1.377	0.485	0.575	1.482	1.783	-0.259	-0.873	0.979	-0.261	0.497	0.325	0.135	-0.583	1.006	1.346	1.693	1.131	1.456	0.579	0.349	0.945	0.037	0.657	0.454	2.404	1.527	1.860	1.035
SyringaeB728a	Psyr_3744	Psyr_3744		Protein of unknown function DUF214	0.643	0.690	0.401	-0.290	0.152	0.045	-0.459	1.205	0.169	-0.743	0.433	0.048	1.046	1.246	0.667	1.003	-0.681	-0.507	0.413	-0.730	-0.109	0.637	1.251	-0.181	-0.461	0.773	0.311	0.300	0.457	0.776	0.413	0.659	0.501	-0.129	1.384	1.009	1.100	0.642	0.300	-0.398	-0.232	-0.621	0.417	0.269	0.458	-0.299
SyringaeB728a	Psyr_3745	Psyr_3745		conserved hypothetical protein	0.350	-0.118	0.936	0.261	1.829	1.332	-0.146	0.038	-1.035	1.784	-1.871	1.051	0.155	-0.079	1.136	0.601	1.397	1.954	0.274	1.449	-0.760	-0.554	-0.110	-0.473	-0.262	0.930	0.670	0.396	-0.597	0.345	0.412	0.044	0.967	0.372	0.703	0.848	0.355	1.276	1.759	0.677	-0.735	-0.976	-1.026	-1.965	-0.189	0.295
SyringaeB728a	Psyr_3746	Psyr_3746		hypothetical protein	-0.054	0.004	1.077	0.355	-0.537	-0.129	0.705	-0.765	-0.769	-0.309	0.132	0.780	-1.201	-1.472	-2.032	-2.076	0.063	0.325	-1.604	-1.983	-0.865	0.926	0.373	0.095	-0.091	-0.041	0.912	0.346	0.384	0.312	0.747	0.033	-0.537	0.782	1.605	1.610	-0.882	-2.678	0.659	0.606	0.882	1.241	-0.533	-0.029	-1.073	0.010
SyringaeB728a	Psyr_3747	Psyr_3747		asparagine synthase (glutamine-hydrolysing)	-0.604	1.417	1.471	0.901	-0.544	2.426	1.670	0.057	0.433	-0.395	1.285	1.307	-0.626	0.543	-1.345	-0.841	0.152	0.676	1.108	0.111	0.126	-0.868	-0.912	0.424	0.519	0.611	-1.296	1.029	0.971	-0.563	1.165	-0.485	0.889	0.202	-0.083	0.240	-1.173	-0.882	0.086	-1.567	-0.700	-0.391	0.818	0.694	-0.088	0.441
SyringaeB728a	Psyr_3748	Psyr_3748		GCN5-related N-acetyltransferase	0.421	1.060	1.814	1.315	1.183	1.180	-0.086	2.413	1.110	0.068	1.600	1.056	-2.278	-1.274	-2.596	-0.391	-0.477	-2.063	-0.678	0.982	1.265	0.397	1.085	-0.412	-0.324	-0.198	0.514	-0.567	-0.649	0.253	-0.359	0.083	-0.110	0.529	-0.254	-1.603	0.792	0.573	-0.482	-1.173	1.308	1.411	0.431	0.012	0.140	-0.339
SyringaeB728a	Psyr_3749	Psyr_3749		Peptidase M42	0.357	0.192	1.170	1.598	0.768	0.689	0.587	0.456	1.660	0.173	0.328	-0.309	0.311	0.060	1.903	1.968	1.317	1.124	-0.596	0.876	2.917	0.203	-0.497	-0.281	-0.793	0.813	-0.843	-0.695	-1.050	-0.864	-0.208	0.165	-0.790	-0.573	-0.592	-0.538	-1.242	-0.699	1.358	0.800	1.453	0.659	1.226	0.318	-0.175	-0.294
SyringaeB728a	Psyr_3751	Psyr_3751		Carbon storage regulator	-0.004	-0.148	0.533	-0.856	1.188	1.048	-0.087	0.644	-0.765	-0.054	0.114	-0.238	-1.530	-0.103	-0.091	0.322	-1.097	-0.353	0.679	-4.226	-2.037	0.471	-1.473	-0.721	-0.059	0.538	-0.499	-0.169	0.187	-1.363	0.989	-0.606	0.839	0.404	1.370	2.167	0.131	0.509	1.288	1.792	0.194	0.629	1.156	1.086	0.721	1.046
SyringaeB728a	Psyr_3752	Psyr_3752		Protein of unknown function UPF0060	0.014	-0.128	0.195	0.580	-1.140	-0.350	0.099	1.150	-0.664	-1.838	0.318	0.108	0.373	0.298	0.587	1.606	0.345	-0.263	1.901	1.501	0.591	-1.474	-0.730	0.033	0.437	1.074	1.182	0.687	1.192	1.002	1.828	0.926	1.513	0.745	-0.122	0.464	-0.222	-0.764	-0.411	-0.427	0.981	-0.038	0.624	1.119	-0.230	0.411
SyringaeB728a	Psyr_3753	Psyr_3753		Short-chain dehydrogenase/reductase SDR	0.843	-1.236	1.428	1.126	0.121	-0.100	-1.220	1.364	-0.656	-0.346	0.044	1.139	0.382	0.829	0.145	1.434	-1.573	0.401	0.101	-0.421	-0.424	-0.283	-0.963	-1.261	-1.160	0.471	-1.201	-1.957	-0.835	-1.018	0.001	-1.140	0.008	-0.350	0.018	-0.581	1.731	0.692	-1.767	-2.108	1.423	1.135	0.483	0.226	-1.659	-1.489
SyringaeB728a	Psyr_3754	Psyr_3754		conserved hypothetical protein	0.213	0.079	-0.018	0.392	-0.721	-0.925	0.102	-0.511	0.889	0.754	0.530	0.539	0.796	-0.286	-0.810	-0.457	-1.405	-1.851	-1.142	-0.095	-0.643	0.764	-0.268	-0.179	-0.224	-1.237	-1.456	0.047	-1.120	-1.103	0.485	-0.750	-0.632	-0.088	-0.123	0.094	-1.121	-0.847	-0.342	-0.203	0.859	0.299	-0.780	0.390	-1.130	-0.327
SyringaeB728a	Psyr_3755	Psyr_3755		conserved hypothetical protein	0.155	1.243	0.971	0.156	1.552	0.462	0.393	0.674	2.601	0.626	1.020	-0.170	1.630	1.733	-1.521	-1.532	1.977	2.188	-0.207	-0.945	-0.906	1.244	0.987	-0.375	-0.282	0.569	-0.109	0.894	0.857	1.156	1.059	0.374	0.511	1.028	-2.181	-2.187	-0.672	0.261	-0.508	-0.618	0.825	-0.747	-0.002	0.200	0.276	0.103
SyringaeB728a	Psyr_3756	Psyr_3756		Na+/solute symporter	0.569	0.978	1.477	0.590	-0.043	0.537	-0.682	0.064	0.994	0.224	0.452	1.056	0.227	0.733	1.278	0.806	-0.399	0.340	-0.211	-1.310	-0.939	0.784	0.240	0.483	0.309	0.891	0.512	0.109	-0.358	-0.460	1.442	1.365	0.647	0.166	-0.515	-0.401	-0.330	-0.196	-0.873	-1.338	-0.519	-0.551	1.781	1.053	0.790	1.201
SyringaeB728a	Psyr_3757	Psyr_3757		Protein of unknown function DUF485	0.781	0.385	-0.085	-1.096	0.303	-0.992	-0.694	0.429	-0.917	-0.055	0.100	0.227	0.848	0.077	0.040	1.915	-0.608	1.228	0.061	-0.990	-1.091	0.940	0.891	0.150	0.083	0.778	0.694	0.434	0.547	1.091	0.838	0.831	0.822	0.867	-0.651	0.239	-0.201	-0.921	-1.011	-0.605	-1.102	-2.080	0.913	0.822	-1.077	-0.191
SyringaeB728a	Psyr_3758	Psyr_3758		Substrate-binding region of ABC-type glycine betaine transport system	1.059	-1.664	1.089	-0.010	-1.287	-0.537	-0.449	-1.391	-1.015	-0.829	-2.447	-0.133	0.951	0.703	1.590	1.516	0.748	0.340	-0.362	0.553	0.357	-0.027	-2.636	0.349	0.691	-0.574	0.291	-0.400	-0.224	0.286	-0.797	-0.241	-1.264	-0.348	0.459	-0.119	1.778	0.262	1.118	1.547	0.071	-0.365	-0.669	0.205	0.324	-0.096
SyringaeB728a	Psyr_3759	Psyr_3759		conserved hypothetical protein	-1.572	-2.768	-0.128	-0.742	0.091	-1.700	-0.826	-0.922	-4.848	-1.146	-1.127	-2.615	0.747	0.538	0.750	2.125	2.098	1.792	0.240	0.081	0.779	0.253	0.331	0.160	-0.091	-2.172	-2.432	-2.262	-1.540	-1.179	-0.505	-1.900	-2.714	-1.139	0.092	-0.404	0.704	0.499	-0.300	-1.015	1.735	1.502	-1.313	-1.093	-2.510	-1.632
SyringaeB728a	Psyr_3760	Psyr_3760		VacJ-like lipoprotein	1.484	0.308	1.395	0.286	1.307	0.738	0.817	1.328	0.084	0.236	-0.263	-0.787	-2.142	-0.264	0.412	1.634	1.216	0.968	-0.858	0.447	1.076	-0.130	0.728	-0.710	-0.400	-1.404	-0.750	-1.352	-0.502	0.125	0.143	-1.399	-1.247	-1.082	0.932	1.501	1.244	0.498	-0.460	-0.403	0.229	0.283	2.133	0.439	-1.508	-0.547
SyringaeB728a	Psyr_3761	Psyr_3761		conserved hypothetical protein	0.917	1.602	0.434	0.271	0.893	1.726	0.729	0.324	1.166	1.626	0.603	0.559	-0.048	1.045	0.261	0.762	0.169	-0.369	-0.116	-1.005	-0.353	-1.624	-0.740	1.278	0.644	0.831	0.457	0.275	0.656	0.454	0.514	-0.145	0.668	0.812	0.024	-1.169	-0.619	-1.944	-1.100	-0.215	-0.183	-0.741	-0.415	-1.433	-0.180	0.468
SyringaeB728a	Psyr_3762	Psyr_3762		General substrate transporter:Major facilitator superfamily	-0.671	0.229	0.777	-0.986	-0.190	-0.273	-1.071	-0.699	-0.303	-0.086	0.032	0.635	-0.571	-0.747	-2.358	1.616	1.578	1.260	0.809	-1.423	0.101	0.253	0.318	-0.592	-0.603	-0.142	-0.574	-0.162	-0.897	-0.942	-1.401	-0.477	-1.537	-0.576	0.263	-0.175	0.048	-1.032	1.053	0.511	-0.561	-0.465	1.028	0.244	-0.448	-0.154
SyringaeB728a	Psyr_3763	Psyr_3763		GGDEF domain protein	-0.810	-0.496	-0.146	-0.478	0.646	-0.238	-0.074	-1.179	-0.303	0.318	-0.389	0.074	-1.835	-0.678	-0.132	-0.676	-0.989	-0.862	-0.313	-0.176	-1.139	0.806	0.960	0.869	0.131	-0.738	-0.640	-1.450	-1.306	-1.282	0.232	0.024	-1.018	-1.282	1.913	1.271	-0.256	0.392	0.453	0.760	-0.279	-0.169	0.042	-0.231	-0.181	-1.390
SyringaeB728a	Psyr_3764	Psyr_3764		conserved hypothetical protein	-1.862	-1.341	-0.451	-0.662	-0.735	-0.894	-0.758	-0.166	-1.944	-0.932	-0.970	-0.965	1.981	1.102	0.164	0.284	1.267	0.751	0.507	-0.345	-0.404	0.570	-0.517	0.328	0.351	1.042	0.361	1.224	0.774	0.393	1.762	0.143	1.015	0.625	-0.148	-1.833	-1.474	-1.300	-0.453	0.577	2.147	1.245	0.997	0.516	-0.108	0.775
SyringaeB728a	Psyr_3765	Psyr_3765		hypothetical protein	1.490	2.173	2.310	1.948	1.911	0.820	3.228	0.993	0.560	1.651	2.113	0.623	-0.380	-1.363	-0.787	-0.198	0.568	1.582	0.671	-0.451	-0.698	-0.193	-0.004	-0.643	-1.069	-0.056	-0.763	-0.342	0.812	-0.094	-0.061	-0.008	0.977	-0.101	1.477	1.903	-2.349	-0.539	-0.510	-0.789	0.468	0.087	-0.530	0.298	-0.294	0.283
SyringaeB728a	Psyr_3766	Psyr_3766		hypothetical protein	-1.535	-0.738	-0.901	-0.841	-0.589	-0.516	0.476	0.401	0.156	0.282	0.325	0.033	-0.642	1.177	0.351	2.269	0.490	-0.615	-1.416	0.666	-0.300	1.105	1.507	1.087	0.609	0.151	0.289	0.211	1.181	-0.070	0.166	0.576	-0.216	0.896	-0.021	-0.149	0.816	0.655	0.269	-1.377	-1.186	-1.332	-0.379	-0.269	0.382	-0.187
SyringaeB728a	Psyr_3767	Psyr_3767		regulatory protein, LuxR	-0.299	-0.299	-0.517	1.031	-1.780	0.644	0.797	0.269	-0.566	-0.116	0.594	1.170	-3.631	-1.530	-1.113	0.751	-1.201	0.163	-2.678	-1.295	-1.436	0.363	-0.324	-0.542	-0.261	1.574	0.695	1.086	0.666	0.965	0.946	-1.229	-0.233	-0.042	0.671	1.115	1.536	-1.017	1.816	0.798	-0.028	-0.501	-0.806	-0.581	-0.938	-0.038
SyringaeB728a	Psyr_3768	Psyr_3768		General substrate transporter:Major facilitator superfamily	-1.458	-2.430	4.223	-0.950	1.354	0.557	-0.023	0.564	-1.776	-2.045	0.693	-1.477	1.081	1.086	0.572	0.292	-0.053	0.042	1.310	1.295	2.506	0.498	0.248	1.340	0.799	-1.709	-1.677	-0.454	-2.036	-0.942	-1.524	-1.463	-1.909	-2.184	1.511	0.088	0.590	-0.723	0.018	0.460	-0.617	-0.241	0.267	-0.777	0.670	0.490
SyringaeB728a	Psyr_3769	Psyr_3769		TonB-dependent siderophore receptor	0.658	0.439	-0.048	1.429	0.569	0.611	0.942	1.204	1.625	0.175	1.085	0.931	-1.094	-0.226	-0.604	0.377	-0.203	-0.554	-1.163	1.428	1.609	-0.426	1.265	1.239	0.987	0.257	0.464	0.336	0.847	1.145	-0.269	0.153	-0.327	0.280	1.445	0.240	0.025	0.178	0.499	1.242	1.185	1.198	-0.414	-0.043	0.566	0.304
SyringaeB728a	Psyr_3770	Psyr_3770		Propeptide, PepSY amd peptidase M4	1.016	1.186	-1.442	-0.816	1.083	0.803	0.572	-2.245	-0.308	0.643	0.738	0.645	-0.388	1.476	1.273	-1.044	-0.460	0.439	-0.896	2.995	4.832	-1.799	-1.648	0.298	-0.968	0.183	0.464	1.599	0.953	1.252	2.591	1.747	0.202	1.334	-1.739	-0.057	-2.784	-1.599	1.802	1.560	-1.082	-1.530	-0.933	-0.763	0.398	-0.020
