genus_lower,phylum,kingdom,n_samples,median_temp_range_C,median_soil_ph,median_soil_moisture,median_cmmi_nearest_km,ko_per_mb_primary,mean_genome_mb,ko_per_mb_z,genome_mb_z,mean_levins_B_std
alloprevotella,Bacteroidetes,Bacteria,31,70.0,77.0,122.29900360107422,32.04,14.508142889455764,2.412438329749104,1.4595500090486195,-0.8487436491184114,0.1838827139964205
amaricoccus,Proteobacteria,Bacteria,25052,80.0,59.0,558.260986328125,17.65,12.176342665011768,3.695691,0.8604207594103483,-0.06888212225997978,0.3804202892607659
athalassotoga,Thermotogae,Bacteria,56,75.0,63.0,248.1009979248047,52.81,10.029742830893056,1.794662166666667,0.3088766200766101,-1.2241801262574126,0.2030862583244566
aureibaculum,Bacteroidetes,Bacteria,3373,63.0,62.0,304.0379943847656,20.39,4.4148675078193325,2.491581,-1.1338010175103495,-0.8006468673291711,0.0434075275846169
aureispira,Bacteroidetes,Bacteria,5596,63.0,63.0,365.4549865722656,25.2,2.0507813000679027,6.8266665,-1.7412257792383963,1.8338821505850127,0.0451082981368007
bradymonas,Proteobacteria,Bacteria,1050,78.0,59.0,164.38900756835938,57.35,5.571155897456508,5.025887,-0.8367060142649697,0.7395079225299962,0.2826491987258178
chiayiivirga,Proteobacteria,Bacteria,33512,84.0,70.0,279.6650085449219,53.45,4.84847635957001,3.7125065,-1.0223902099880882,-0.05866296448310649,0.5165303228564856
chromohalobacter,Proteobacteria,Bacteria,52,98.0,76.0,140.51699829101562,20.39,9.029480831658452,3.543946833333333,0.0518708033857733,-0.16110046729205366,0.2141548712021378
denitratisoma,Proteobacteria,Bacteria,34904,82.0,66.0,280.3710021972656,42.78,6.636551733046603,4.2190585,-0.5629648074267923,0.24918008569029054,0.2891089335243325
donghicola,Proteobacteria,Bacteria,45,79.0,68.0,313.35699462890625,,10.413061908197143,4.22546225,0.40736604843747776,0.25307178867941654,0.0124882943326548
erythrobacter,Proteobacteria,Bacteria,13275,91.0,69.0,315.66900634765625,17.65,9.589780001702058,3.024052688888889,0.1958332311281481,-0.47705183890457586,0.4127499753033588
facklamia,Firmicutes,Bacteria,1107,79.0,59.0,277.4840087890625,64.77,20.54182429547805,1.995927888888889,3.00983505296077,-1.101866417449155,0.0922561326319369
ferrovum,Proteobacteria,Bacteria,1166,68.0,60.0,361.5750122070313,40.63,9.31100425194214,2.2553958125,0.12420500842702387,-0.9441819210369358,0.3392885602246816
filimonas,Bacteroidetes,Bacteria,1503,84.0,63.0,248.1009979248047,36.88,2.0541685531316154,7.7890395,-1.74035546352047,2.418737880548615,0.4516950383508461
fructobacillus,Firmicutes,Bacteria,16,99.0,66.0,144.09300231933594,,13.03847508171564,1.457225625,1.0819357684981374,-1.4292479065181347,0.0377749582353092
hahella,Proteobacteria,Bacteria,4360,57.0,55.0,450.9219970703125,43.14,4.1732061886920935,6.9490935,-1.1958931141134455,1.908283793661298,0.2659837061057272
harryflintia,Firmicutes,Bacteria,31,122.0,55.0,356.5710144042969,50.76,4.606739972420511,2.8219522,-1.0845015944561465,-0.599872854202295,0.0175646511073588
isoptericola,Actinobacteria,Bacteria,122,79.0,59.0,277.4840087890625,17.65,5.757886467420398,3.6471716,-0.788727741900892,-0.09836845355189673,0.3872014443350777
methylocella,Proteobacteria,Bacteria,3288,75.0,63.0,353.89898681640625,40.63,7.754574972048695,4.12659625,-0.275701594549629,0.1929886955350941,0.4950405592109281
muriicola,Bacteroidetes,Bacteria,2375,57.0,62.0,416.53900146484375,20.39,7.462701005778619,2.411995333333333,-0.35069525334046003,-0.8490128680097528,0.0436614025137089
mycoplasma,Tenericutes,Bacteria,638,63.0,70.0,353.89898681640625,32.86,1.91123552127014,1.0464435061728397,-1.7770804621845855,-1.6788894446355318,0.1204306205530421
neorhizobium,Proteobacteria,Bacteria,4302,80.0,63.0,277.4840087890625,17.65,8.26785320790415,6.047519076923077,-0.1438206550591713,1.3603767271442955,0.3697240893656888
parabacteroides,Bacteroidetes,Bacteria,4568,122.0,55.0,356.5710144042969,53.45,8.32379987952937,4.805497558677686,-0.12944580122769897,0.605572299252086,0.2040863271850836
petrocella,Firmicutes,Bacteria,806,63.0,59.0,277.4840087890625,19.79,8.012742040453665,3.369633,-0.20936853550222995,-0.2670349066798173,0.1646203956321607
pseudomonas,Proteobacteria,Bacteria,60443,79.0,63.0,277.4840087890625,17.65,9.759396394448476,6.660247967484395,0.23941421248633582,1.7327458631851316,0.2734325873134264
pseudooceanicola,Proteobacteria,Bacteria,2874,57.0,69.0,318.0260009765625,53.82,11.349749983397036,4.49349105263158,0.6480372765112474,0.4159589239319257,0.0823141763627375
quasibacillus,Firmicutes,Bacteria,42,80.0,57.0,558.260986328125,17.65,6.527633867627419,3.8298716666666666,-0.5909500002819641,0.012662488561745273,0.3245352518940579
roseitalea,Proteobacteria,Bacteria,300,132.0,79.0,14.423999786376951,32.22,9.818613390870407,3.768352875,0.25462933866232,-0.02472386559271141,0.1268917988247765
ruminococcus,Firmicutes,Bacteria,11318,99.0,61.0,233.7469940185547,64.77,12.063026626696177,2.6527339274193547,0.8313055066128279,-0.7027106066468598,0.1807840009650335
saccharibacillus,Firmicutes,Bacteria,2286,79.0,59.0,277.4840087890625,64.77,6.126399503254201,5.386524333333333,-0.6940425556115419,0.9586753460121527,0.3469527715895031
sphingopyxis,Proteobacteria,Bacteria,3647,80.0,59.0,353.89898681640625,17.65,9.039254116978787,4.093258085365854,0.054381936646286426,0.17272834262333256,0.3587214452142629
staphylococcus,Firmicutes,Bacteria,4533,122.0,55.0,356.5710144042969,53.45,22.43177807876604,2.7639360456534345,3.49543694121959,-0.6351305768317137,0.1106901575534684
stigmatella,Proteobacteria,Bacteria,13546,91.0,60.0,334.0929870605469,17.65,2.4582759511549788,9.76293975,-1.6365247152372453,3.61832148439981,0.4785714079969944
sulfobacillus,Firmicutes,Bacteria,250,72.0,63.0,361.5750122070313,17.99,8.22678375182003,3.6466255714285714,-0.15437297946020265,-0.09870028740293361,0.1749935952754952
thalassobacillus,Firmicutes,Bacteria,49,95.0,79.0,162.90899658203125,45.15,6.905166741691852,4.054934666666666,-0.4939472702964063,0.14943833862486833,0.2860407760343957
xanthobacter,Proteobacteria,Bacteria,2380,57.0,57.0,335.697998046875,53.45,9.853336398430391,5.07442332,0.26355101610557435,0.7690045364866919,0.3276050748884244
acetobacterium,Firmicutes,Bacteria,2348,57.0,56.0,309.7279968261719,53.45,7.901859762209951,3.6700221052631576,-0.23785846163995414,-0.08448168726094597,0.2306819880934687
acidipila,Acidobacteria,Bacteria,22851,80.0,57.0,365.4580078125,17.65,6.372080755872842,3.609496,-0.6309175833310823,-0.12126476354793433,0.6073347278385826
algiphilus,Proteobacteria,Bacteria,93,105.0,79.0,148.3489990234375,38.05,6.930114987932937,2.885955,-0.4875371053545207,-0.5609769122819435,0.0898408298399888
alloiococcus,Firmicutes,Bacteria,549,122.0,55.0,356.5710144042969,64.77,13.081835984490631,1.758163,1.0930768537724613,-1.2463614912415681,0.1376655000968269
dethiosulfovibrio,Synergistetes,Bacteria,484,53.0,57.0,388.6099853515625,53.45,7.464118118176397,2.679486,-0.3503311426080598,-0.6864527700936808,0.1076668061645564
duncaniella,Bacteroidetes,Bacteria,1872,122.0,61.0,356.5710144042969,32.86,8.71990871602552,2.7523223902439025,-0.027670191337441342,-0.6421884565852891,0.2173323941870655
eisenbergiella,Firmicutes,Bacteria,621,122.0,55.0,356.5710144042969,64.77,6.909372313077944,4.631390313043478,-0.49286669709702324,0.4997634078582636,0.138702467210808
erysipelothrix,Firmicutes,Bacteria,1691,72.0,59.0,309.7279968261719,17.65,14.982000800294298,1.868909258064516,1.5813023493991076,-1.1790584979104377,0.1430459773705398
luminiphilus,Proteobacteria,Bacteria,21027,65.0,63.0,254.96600341796875,42.4,15.33609360800999,2.282197859154929,1.6722824239205418,-0.9278937141141659,0.0790861978810891
marinicella,Proteobacteria,Bacteria,1048,57.0,66.0,216.41900634765625,20.39,5.08136004693981,3.345561,-0.9625534249135298,-0.28166400281165366,0.0942762386962488
peptoclostridium,Firmicutes,Bacteria,2558,69.0,62.0,241.97300720214844,53.45,6.3614676814722255,3.301125,-0.63364449073736,-0.30866876002809956,0.2312414368861911
sandarakinorhabdus,Proteobacteria,Bacteria,11933,89.0,65.0,283.8729858398437,40.63,7.421661578911498,2.694814333333333,-0.36123986207954967,-0.6771373969683001,0.3304484993501911
traorella,Firmicutes,Bacteria,103,99.0,67.0,233.7469940185547,64.77,2.8903082596339136,2.421887,-1.5255189823768354,-0.8430014795679636,0.1223364827617742
trichormus,Cyanobacteria,Bacteria,5067,91.0,66.0,283.8729858398437,44.82,5.897716443151705,6.951843208333333,-0.7528000378211775,1.9099548532966768,0.1421829209963783
acetatifactor,Firmicutes,Bacteria,36,77.0,62.0,277.8420104980469,32.04,8.814370937038127,3.290081641350211,-0.0033992100581841283,-0.3153800576064524,0.1149463366264452
aquisediminimonas,Proteobacteria,Bacteria,5417,78.0,62.0,338.14801025390625,18.36,7.847186505716512,3.058421,-0.2519061260988618,-0.45616544279568133,0.2536235758541754
geothrix,Acidobacteria,Bacteria,27566,68.0,61.0,371.6130065917969,52.03,11.914263321221036,3.525186481751825,0.7930824861976539,-0.17250155514320578,0.2753563020226816
levilactobacillus,Firmicutes,Bacteria,385,80.0,64.0,260.2439880371094,64.77,13.244615084939646,2.5670810198675498,1.1349010715105248,-0.7547638061544475,0.1592930614319859
ligilactobacillus,Firmicutes,Bacteria,3980,122.0,55.0,356.5710144042969,21.64,22.267762151333603,2.0208586607929515,3.4532949350128823,-1.0867154263048622,0.2097919694967962
marinilabilia,Bacteroidetes,Bacteria,285,61.0,69.0,347.3320007324219,27.29,4.625447826305988,4.9724915,-1.0796948265592865,0.7070582755331755,0.1587770542072361
metallibacterium,Proteobacteria,Bacteria,2160,79.0,59.0,277.4840087890625,17.65,7.151222046331053,3.076397272727273,-0.43072618965123566,-0.44524085730966506,0.3630920552686733
mitsuokella,Firmicutes,Bacteria,517,93.0,63.0,280.3710021972656,64.77,10.978735956310622,2.2771291794871797,0.5527094892834377,-0.9309740648170982,0.1274172934499785
oleibacter,Proteobacteria,Bacteria,1843,63.0,62.0,360.6780090332031,29.99,11.343014095135882,3.2619196,0.6463065674919897,-0.33249476391174426,0.0284591890916847
paenarthrobacter,Actinobacteria,Bacteria,2896,80.0,57.0,558.260986328125,17.65,8.259691934734697,4.721725738461538,-0.14591760033726564,0.5546622788515814,0.2665827110834236
planktotalea,Proteobacteria,Bacteria,1575,79.0,69.0,347.3320007324219,47.92,8.180214647274209,3.667385428571429,-0.16633837528201523,-0.08608405502398486,0.0386673237963598
povalibacter,Proteobacteria,Bacteria,91876,80.0,65.0,283.8729858398437,32.04,4.4950512295369816,5.339205,-1.1131987324079222,0.9299183222406445,0.5192526317397278
propionimicrobium,Actinobacteria,Bacteria,60,78.0,61.0,334.3210144042969,,12.795464655451312,2.1101226666666664,1.0194970343322465,-1.0324676810805606,0.259915987111106
pseudobutyrivibrio,Firmicutes,Bacteria,24,58.0,56.0,560.8510131835938,,5.659252030743208,3.0039305384615385,-0.8140707260105143,-0.489280522561147,0.1450231667488225
rhizobium,Proteobacteria,Bacteria,31865,90.0,68.0,260.2439880371094,17.65,8.928634210093863,7.055950385869566,0.025959423811670344,1.973223127980613,0.4331864249652429
roseiflexus,Chloroflexi,Bacteria,284,72.0,55.0,573.8049926757812,18.28,6.8901384291448045,4.789453846153846,-0.49780862236475903,0.5958221740932786,0.101106942629679
viridibacillus,Firmicutes,Bacteria,1187,99.0,70.0,245.125,34.31,7.531538316701186,4.51435,-0.3330082979967674,0.42863537567093957,0.6399218751274653
aliiroseovarius,Proteobacteria,Bacteria,1650,65.0,69.0,273.6789855957031,29.53,11.266726141402184,3.372763260869565,0.6267052551678142,-0.26513257670397006,0.0424661196691209
endozoicomonas,Proteobacteria,Bacteria,3601,88.0,55.0,457.7330017089844,25.0,6.075123073450326,5.5965944375,-0.7072174445194672,1.0863396758675476,0.0622214133260804
frondihabitans,Actinobacteria,Bacteria,525,118.0,78.0,88.05599975585938,47.54,5.521108058781857,3.62246125,-0.8495652308122669,-0.1133854893445738,0.1520145496617582
idiomarina,Proteobacteria,Bacteria,5061,79.0,59.0,277.4840087890625,32.06,12.336206576404123,2.593990283950617,0.9014959528478903,-0.7384104407877076,0.1786640407306956
mariniphaga,Bacteroidetes,Bacteria,3208,61.0,69.0,347.3320007324219,57.35,5.19401372604694,4.620704,-0.9336083576968309,0.49326909493005083,0.2741105437292584
ohtaekwangia,Bacteroidetes,Bacteria,14207,80.0,63.0,353.89898681640625,17.65,4.899647312158112,4.89831175,-1.0092424222376624,0.6619775720691679,0.3781923340687406
psychrilyobacter,Fusobacteria,Bacteria,829,57.0,62.0,416.53900146484375,20.39,5.089495281738492,3.340213333333333,-0.9604631698953378,-0.2849139001923321,0.058100491623745
spiribacter,Proteobacteria,Bacteria,1167,61.0,69.0,347.3320007324219,14.33,14.14501728906886,1.9794956363636365,1.3662490623364596,-1.1118526671107756,0.15433232093703
aminivibrio,Synergistetes,Bacteria,2501,53.0,57.0,388.6099853515625,53.45,9.261032003718736,2.6994831666666665,0.11136521397680893,-0.6743000418811923,0.1483435825471376
anabaena,Cyanobacteria,Bacteria,6056,91.0,62.0,283.8729858398437,44.82,6.185297326991074,6.628622333333333,-0.6789094371861787,1.7135262535878333,0.1251106309504119
arenimonas,Proteobacteria,Bacteria,38485,63.0,70.0,353.89898681640625,17.65,12.611196760964248,2.2202492380952377,0.97215151810871,-0.965541285263922,0.4315760179143287
cellulomonas,Actinobacteria,Bacteria,4716,91.0,66.0,277.4840087890625,17.65,11.98476823203148,3.7547659770114943,0.8111979121534716,-0.03298092926865473,0.2990458512818353
coprothermobacter,Coprothermobacterota,Bacteria,1131,64.0,64.0,352.4700012207031,53.45,14.758150803704297,1.2874241666666668,1.5237866672739477,-1.5324400740689967,0.1727156427068278
coxiella,Proteobacteria,Bacteria,5878,61.0,69.0,347.3320007324219,40.63,4.079590472860126,1.9609811458333333,-1.2199465956221929,-1.1231043396680944,0.1864366538252503
duodenibacillus,Proteobacteria,Bacteria,3357,122.0,55.0,356.5710144042969,64.77,21.95256273899261,1.9587690289855075,3.372308071120067,-1.1244486928594246,0.2123438712733117
olsenella,Actinobacteria,Bacteria,9379,91.0,61.0,280.3710021972656,64.77,5.204463499299574,2.1135704,-0.9309234086424009,-1.0303724159438759,0.1879604770417558
thalassospira,Proteobacteria,Bacteria,9443,163.0,83.0,80.5999984741211,41.21,11.495750707137232,4.436421883116883,0.6855504833220777,0.3812767052963919,0.1622171770647713
thermomonospora,Actinobacteria,Bacteria,428,80.0,66.0,245.48699951171875,17.65,3.6395327631134937,6.3194925,-1.3330143630382039,1.5256610970137259,0.3314734685562764
dickeya,Proteobacteria,Bacteria,328,57.0,64.0,216.41900634765625,49.5,11.004798225185144,4.816081032608695,0.5594058895286116,0.6120041145372933,0.1129221596160301
aminobacter,Proteobacteria,Bacteria,3077,91.0,66.0,339.3699951171875,29.53,7.050365855234837,6.240810888888889,-0.45664002800643116,1.477844511239706,0.614039667581298
ancylomarina,Bacteroidetes,Bacteria,7139,57.0,60.0,416.53900146484375,21.83,5.254046272385521,4.3775785,-0.9181836853494024,0.34551625712676093,0.0343048747185671
blattabacterium,Bacteroidetes,Bacteria,29,170.0,81.0,176.44400024414062,,6.378978154041096,0.62705968,-0.6291453761987204,-1.9337584338852767,0.1514406130916948
brachymonas,Proteobacteria,Bacteria,3975,116.0,63.0,280.3710021972656,21.64,13.07410007700645,1.529742,1.0910892013150673,-1.3851780734752925,0.1769143033314449
cupriavidus,Proteobacteria,Bacteria,7071,91.0,60.0,283.8729858398437,48.73,7.344702933474352,6.807627272727273,-0.3810135009233015,1.822311583700308,0.430233832196798
fluviicola,Bacteroidetes,Bacteria,32739,91.0,70.0,283.8729858398437,32.6,5.680009927968868,3.8732326666666665,-0.8087372230549413,0.039013944085696736,0.2717919781590914
gallibacterium,Proteobacteria,Bacteria,364,99.0,62.0,233.7469940185547,64.77,12.857847326543649,2.488752525,1.0355255442063693,-0.8023657952404993,0.268601141786204
lacrimispora,Firmicutes,Bacteria,3841,122.0,55.0,356.5710144042969,64.77,8.263395670902863,4.84062504,-0.1449659679255222,0.626920060183185,0.1985569603431581
mogibacterium,Firmicutes,Bacteria,3202,53.0,57.0,353.89898681640625,53.45,8.280001366837148,1.57004805,-0.1406993253373041,-1.3606831798169088,0.205699154278129
moritella,Proteobacteria,Bacteria,475,43.0,58.0,416.53900146484375,20.39,10.572910682584295,4.918229384615385,0.4484373525956234,0.6740819668642516,0.0310589513209675
planococcus,Firmicutes,Bacteria,4103,80.0,57.0,558.260986328125,17.65,10.575950492676943,3.5930576666666667,0.4492183968380758,-0.13125470865347208,0.199052219660709
smithella,Proteobacteria,Bacteria,66,153.0,70.0,182.2830047607422,29.99,14.178096289761156,2.8212532333333336,1.3747483311227828,-0.6002976319756256,0.213500812567025
thermotoga,Thermotogae,Bacteria,432,80.0,66.0,232.61099243164065,28.69,8.737399395867081,1.7167579642857145,-0.02317616231244777,-1.271524263250807,0.2237344921163814
burkholderia,Proteobacteria,Bacteria,57256,80.0,63.0,248.1009979248047,35.12,7.729159597230047,7.374669817974451,-0.282231782807074,2.166916099538717,0.4346008483552928
comamonas,Proteobacteria,Bacteria,13673,80.0,59.0,283.8729858398437,17.65,9.322023706496989,5.363642227722773,0.12703633054015362,0.9447693754789306,0.2351354241730011
gimesia,Planctomycetes,Bacteria,3426,69.0,83.0,80.5999984741211,25.0,5.705286903620057,7.536869,-0.8022425948718461,2.2654881926908024,0.1366303083114989
hydrogenophaga,Proteobacteria,Bacteria,30247,63.0,59.0,334.0929870605469,53.45,9.593162463665085,4.690841020408163,0.19670231582785522,0.5358929406409013,0.2364599048893557
slackia,Actinobacteria,Bacteria,275,63.0,70.0,353.89898681640625,53.45,7.474613010809714,2.4081514285714287,-0.3476346006476812,-0.8513488954392776,0.1342323972650737
sterolibacterium,Proteobacteria,Bacteria,4541,91.0,61.0,283.8729858398437,40.63,9.820988835354395,2.749214,0.25523968180249557,-0.6440774952897306,0.2974654801749889
thermoflavifilum,Bacteroidetes,Bacteria,665,61.0,69.0,347.3320007324219,28.49,4.330086069481644,2.7713075,-1.1555846330199604,-0.630650778133336,0.5283508424873828
dysgonomonas,Bacteroidetes,Bacteria,5216,99.0,63.0,280.3710021972656,53.45,6.40097552148424,4.218107054054054,-0.623493405625911,0.24860187057698524,0.1451514158571757
synechocystis,Cyanobacteria,Bacteria,6354,91.0,66.0,283.8729858398437,34.31,10.311887328881747,3.782042875,0.38137040389114674,-0.01640414450410886,0.09938482869488
thiocapsa,Proteobacteria,Bacteria,188,72.0,59.0,297.5849914550781,19.19,7.597076162738536,4.738665142857143,-0.31616910220818784,0.5649567361180884,0.1597950805044697
aromatoleum,Proteobacteria,Bacteria,1563,57.0,55.0,457.7330017089844,57.35,7.158730698475728,5.028824454545454,-0.4287969278396641,0.741293079763643,0.217213665434828
desulfobulbus,Proteobacteria,Bacteria,11587,65.0,62.0,309.7279968261719,53.45,8.064488256376993,2.604009,-0.19607294045392076,-0.7323218415768403,0.1200072080591014
