genus_lower,phylum,kingdom,n_samples,median_temp_range_C,median_soil_ph,median_soil_moisture,median_cmmi_nearest_km,ko_per_mb_primary,mean_genome_mb,ko_per_mb_z,genome_mb_z,mean_levins_B_std
acholeplasma,Tenericutes,Bacteria,91,139.0,67.0,176.44400024414062,,10.126890256401287,1.4812049523809525,0.3338375337684829,-1.4146751296224578,0.1590991255640901
actinomyces,Actinobacteria,Bacteria,5301,79.0,59.0,277.4840087890625,53.45,14.623089887968478,2.9405549941520466,1.4890843183111186,-0.5277952670822095,0.2403403045841251
amycolatopsis,Actinobacteria,Bacteria,12722,88.0,63.0,248.1009979248047,17.65,5.580340254721958,9.139227658536583,-0.8343461992948984,3.2392776099977216,0.4040973705765786
brevibacillus,Firmicutes,Bacteria,6410,78.0,59.0,334.0929870605469,17.65,8.162313624332864,5.758171293478261,-0.17093783724714254,1.1845335674754685,0.3189882444859792
corallincola,Proteobacteria,Bacteria,1242,57.0,62.0,308.3269958496094,20.39,6.06948155733559,4.283726666666667,-0.7086669672020762,0.288480385907817,0.0780070013168683
desulforhopalus,Proteobacteria,Bacteria,9897,61.0,67.0,393.3469848632813,20.39,7.894136449425622,4.9403757142857145,-0.23984287803407311,0.6875407898002183,0.0946481432694044
ehrlichia,Proteobacteria,Bacteria,88,57.0,59.0,416.53900146484375,43.69,5.070318235231619,1.3805839545454546,-0.9653904914400814,-1.4758247744470177,0.2650102702466416
eubacterium,Firmicutes,Bacteria,9128,99.0,61.0,309.7279968261719,64.77,5.336496105790917,4.309944117647059,-0.8969991489113575,0.30441332088305206,0.1477864053016989
flavitalea,Bacteroidetes,Bacteria,64022,99.0,64.0,280.3710021972656,17.65,3.033657980242089,3.2963505,-1.4886869203315927,-0.3115703311265314,0.4670311839899574
glycocaulis,Proteobacteria,Bacteria,1959,61.0,69.0,347.3320007324219,32.22,5.581489617600808,2.86661825,-0.8340508837219994,-0.5727282904236553,0.1113891782989489
gramella,Bacteroidetes,Bacteria,994,69.0,65.0,314.0660095214844,29.87,4.9805776494710265,3.614038625,-0.988448302844857,-0.11850410810526718,0.1018730333029849
ketobacter,Proteobacteria,Bacteria,1342,70.0,64.0,314.0660095214844,32.04,7.8121264318447805,5.120244833333333,-0.2609144088543202,0.7968513013362908,0.0473792402302025
laribacter,Proteobacteria,Bacteria,20,57.0,56.0,309.7279968261719,30.23,8.835476850128744,3.16904231372549,0.002023711571359411,-0.38893838095120503,0.2806664365655924
leptospira,Spirochaetes,Bacteria,17,91.0,74.0,182.1959991455078,,6.982325810937622,4.439781362170088,-0.4741221348601026,0.383318336320911,0.3841556389459667
maridesulfovibrio,Proteobacteria,Bacteria,219,83.0,74.0,64.48500061035156,55.42,9.99496649885328,3.701863333333333,0.29994124152155804,-0.06513105638713731,0.0434907931942123
methylobacillus,Proteobacteria,Bacteria,32567,91.0,66.0,283.8729858398437,39.37,7.481396402638552,2.9406275,-0.3458916861330455,-0.5277512036466897,0.3456417341122065
methylobacter,Proteobacteria,Bacteria,15671,84.0,62.0,371.6130065917969,39.37,5.082496370419925,4.918842666666667,-0.9622614596641699,0.6744546721685112,0.139305028910594
polymorphobacter,Proteobacteria,Bacteria,24206,78.0,60.0,291.7300109863281,40.63,7.92869754016916,3.153103,-0.23096280325459945,-0.3986250606107968,0.4162494579782052
rectinema,Spirochaetes,Bacteria,4491,53.0,57.0,388.6099853515625,53.45,12.30625605321604,2.1127465483870966,0.8938005103756569,-1.0308730891095261,0.1292341050565808
rhodocyclus,Proteobacteria,Bacteria,7560,76.0,70.0,192.9320068359375,42.56,9.80544025634392,3.3654786666666667,0.25124465324994916,-0.2695595885382845,0.1997636052849695
rhodothermus,Bacteroidetes,Bacteria,188,113.0,67.0,176.44400024414062,5.66,9.549838481425349,3.2461282,0.18557071686044202,-0.34209155307161,0.1227200482883658
roseiarcus,Proteobacteria,Bacteria,17235,80.0,54.0,558.260986328125,40.63,7.096894124412675,4.368108,-0.4446851243627743,0.33976082114651185,0.288645953505201
spiroplasma,Tenericutes,Bacteria,701,163.0,83.0,80.5999984741211,23.99,3.152940455661734,1.585821258064516,-1.4580386601401742,-1.3510974463056402,0.2096431403136377
spirosoma,Bacteroidetes,Bacteria,7823,79.0,59.0,277.4840087890625,17.65,3.8949248864431176,7.1888421,-1.2673942942132737,2.053984413338649,0.2644446383044672
tagaea,Proteobacteria,Bacteria,8210,118.0,79.0,80.5999984741211,53.45,7.803449916683828,4.35704725,-0.2631437396363327,0.3330389544532493,0.4493757576672298
thermomonas,Proteobacteria,Bacteria,22699,82.0,65.0,353.89898681640625,52.59,10.377280130032045,2.6018378285714285,0.3981723320641592,-0.7336413113154274,0.4819630984230763
yeosuana,Bacteroidetes,Bacteria,802,57.0,83.0,416.53900146484375,53.82,5.91232576293861,3.0444871818181816,-0.7490463411237079,-0.4646333376804168,0.1289682867520158
acetivibrio,Firmicutes,Bacteria,6296,80.0,57.0,558.260986328125,17.65,3.635392902216129,4.676248333333333,-1.3340780526832445,0.5270246363022714,0.2407723000954286
acidithiobacillus,Proteobacteria,Bacteria,1324,79.0,59.0,277.4840087890625,48.35,11.25905245343472,3.019792308510638,0.6247335892996536,-0.4796409679387906,0.2543910273276485
ancylobacter,Proteobacteria,Bacteria,23397,80.0,65.0,353.89898681640625,17.65,10.425739231827365,4.795823,0.4106233409423736,0.5996928522211389,0.5917050850705313
iodidimonas,Proteobacteria,Bacteria,1165,163.0,83.0,80.5999984741211,28.69,8.425608727762292,2.9671446666666665,-0.10328718857773594,-0.5116361247039101,0.2661697186833268
labilithrix,Proteobacteria,Bacteria,74653,91.0,63.0,296.0050048828125,17.65,3.4515007340910624,8.69187125,-1.3813270303392942,2.967409052932468,0.4620079702073633
nakamurella,Actinobacteria,Bacteria,27472,92.0,64.0,277.4840087890625,17.65,4.680840772619578,4.4863735,-1.0654622460782432,0.41163342701971295,0.4316802172124949
rhodoluna,Actinobacteria,Bacteria,7743,91.0,70.0,283.8729858398437,34.31,20.09208761869191,1.194500066666667,2.89428038628175,-1.5889121408629638,0.1345866693254966
schwartzia,Firmicutes,Bacteria,38,76.0,71.0,189.6820068359375,54.35,9.272405501524238,1.9412438333333333,0.11428750343134314,-1.1350991486555735,0.071448319199258
vagococcus,Firmicutes,Bacteria,867,122.0,55.0,356.5710144042969,53.45,11.765454618471097,2.7198269032258064,0.7548478014748345,-0.6619366953456152,0.2934428362668546
zobellella,Proteobacteria,Bacteria,1904,91.0,70.0,283.8729858398437,48.73,7.050882205165841,4.1129605,-0.45650735783019974,0.1847019433923682,0.1923946024103524
acetilactobacillus,Firmicutes,Bacteria,13,70.0,68.0,204.6080017089844,,6.784660130160621,1.6213045,-0.5249100581829084,-1.3295334816436508,0.1723200789498224
agarivorans,Proteobacteria,Bacteria,2078,63.0,55.0,457.7330017089844,20.39,5.415195726521925,4.801303833333333,-0.8767781864888032,0.6030236779820186,0.0748788797945281
amylibacter,Proteobacteria,Bacteria,8157,63.0,63.0,363.1029968261719,29.21,18.990764509874182,2.0009726296296297,2.6113080797872743,-1.0988006149709026,0.0504864335761149
asticcacaulis,Proteobacteria,Bacteria,20781,79.0,59.0,277.4840087890625,31.15,3.9483192875745576,4.3056295,-1.253675216931517,0.301791230639992,0.6676675192226199
aureimonas,Proteobacteria,Bacteria,2695,79.0,59.0,277.4840087890625,17.65,9.78231969058219,4.702361142857143,0.24530408978708207,0.5428939783094229,0.34961286424902
blastochloris,Proteobacteria,Bacteria,228,101.0,79.0,217.08399963378903,25.2,11.812405047727038,3.724897666666666,0.7669111742952975,-0.051132573640955095,0.4894314383656025
fermentimonas,Bacteroidetes,Bacteria,1905,80.0,66.0,260.2439880371094,53.45,7.425679500481575,2.5586884,-0.3602075033422313,-0.759864190120896,0.2983093594170452
gemmata,Planctomycetes,Bacteria,5910,91.0,66.0,260.2439880371094,32.06,3.717213074370636,7.263506142857143,-1.313055300461882,2.0993594324707816,0.3315550453812717
gryllotalpicola,Actinobacteria,Bacteria,339,79.0,59.0,277.4840087890625,47.54,5.0239552954103655,2.786649,-0.9773029156070169,-0.6213274033283106,0.2267792592542121
haematobacter,Proteobacteria,Bacteria,9799,63.0,63.0,353.89898681640625,53.45,8.649627173438072,4.1620291,-0.04572822539731818,0.21452203588383673,0.2005629972467938
ignavigranum,Firmicutes,Bacteria,204,84.0,68.0,178.0070037841797,25.48,15.098494246258872,1.9207213333333333,1.6112340005486712,-1.1475711337571695,0.0252391929436147
intestinibacter,Firmicutes,Bacteria,2409,57.0,56.0,335.697998046875,53.45,7.2046264773023205,3.053593419354838,-0.4170045353174887,-0.45909927219673924,0.1159693927526538
lacticaseibacillus,Firmicutes,Bacteria,3720,83.0,61.0,277.4840087890625,64.77,15.324064874743527,2.936557654109589,1.6691917792501763,-0.5302245405847333,0.1785199451155759
meiothermus,Deinococcus-Thermus,Bacteria,906,63.0,70.0,353.89898681640625,18.28,9.542306969607491,3.0390973684210527,0.1836355815187552,-0.46790884857769405,0.1951987873547681
methylomonas,Proteobacteria,Bacteria,14195,91.0,62.0,283.8729858398437,42.56,9.15447329445223,4.041739902439024,0.08398617916241455,0.14141958346023314,0.0646533198866627
parvimonas,Firmicutes,Bacteria,752,75.0,66.0,205.00799560546875,64.77,13.685404501960845,1.607552045454545,1.2481568426953709,-1.3378911577650436,0.1754955869939074
prevotella,Bacteroidetes,Bacteria,6180,99.0,61.0,233.7469940185547,64.77,19.482781996052854,2.925660206614641,2.7377263141681483,-0.5368471646706103,0.1831900228717883
rubellimicrobium,Proteobacteria,Bacteria,20397,92.0,65.0,248.1009979248047,17.65,5.049862451626983,4.5545795,-0.970646369775341,0.4530837481715922,0.2859560354470342
ruminiclostridium,Firmicutes,Bacteria,5863,81.0,60.0,434.52099609375,17.65,7.429673275894747,4.710839723404256,-0.3591813486822246,0.5480466025153564,0.2252638563094411
sharpea,Firmicutes,Bacteria,184,99.0,61.0,233.7469940185547,64.77,9.641386733795352,1.970670871794872,0.2090929874105333,-1.1172156751374156,0.1391876797062744
thiomicrorhabdus,Proteobacteria,Bacteria,2515,57.0,63.0,416.53900146484375,50.65,14.807857946872543,2.2285465,1.536558346029213,-0.9604988524774567,0.0806103766148898
victivallis,Lentisphaerae,Bacteria,1423,116.0,57.0,356.5710144042969,53.45,6.045993500324449,4.3003685,-0.714701953314963,0.2985940025430499,0.2029098798990133
aequorivita,Bacteroidetes,Bacteria,3568,163.0,83.0,80.5999984741211,57.35,8.344793350630235,3.115715261904762,-0.12405177027422674,-0.4213464304490803,0.3162774529269461
bartonella,Proteobacteria,Bacteria,1930,79.0,59.0,277.4840087890625,17.65,13.099217342660149,1.8321705314285717,1.0975427938511317,-1.2013854488791353,0.3641372698674635
chlorobaculum,Chlorobi,Bacteria,782,81.0,63.0,532.343994140625,29.99,12.040244517299072,2.242479375,0.8254519056202648,-0.9520315307855385,0.1625188521612019
cronobacter,Proteobacteria,Bacteria,216,122.0,55.0,356.5710144042969,34.31,11.357958645274495,4.49024350174216,0.6501463977728466,0.41398531417144263,0.2285854369213915
dehalobacter,Firmicutes,Bacteria,1790,76.0,66.0,346.6440124511719,17.65,8.426509962389947,3.085500416666666,-0.1030556267052588,-0.43970867187466467,0.1949582069797232
desulfurobacterium,Aquificae,Bacteria,16,116.0,52.0,318.26300048828125,,11.001719504042486,1.545213,0.558614847539375,-1.3757759986059155,0.0008309234292446
ferrovibrio,Proteobacteria,Bacteria,7487,101.0,70.0,192.9320068359375,17.65,6.861872451743596,4.3719845,-0.5050712401710148,0.34211665743577147,0.5391727206524924
flectobacillus,Bacteroidetes,Bacteria,6895,91.0,66.0,283.8729858398437,35.35,2.9625898960871595,6.75085,-1.5069470472012199,1.7878067573115255,0.2813904634939416
fusicatenibacter,Firmicutes,Bacteria,2032,122.0,55.0,356.5710144042969,64.77,7.719645658502658,3.2384906129032256,-0.2846762799432746,-0.3467330866315129,0.1261229170726467
lactiplantibacillus,Firmicutes,Bacteria,3931,99.0,61.0,309.7279968261719,64.77,12.377622546513695,3.312429333333333,0.912137310042504,-0.30179886226141417,0.212575765466479
lentilactobacillus,Firmicutes,Bacteria,76,79.0,59.0,277.4840087890625,63.61,16.586936848219484,2.6526899090909093,1.9936722085452137,-0.7027373575756729,0.2352400328297431
limnobacter,Proteobacteria,Bacteria,1916,78.0,62.0,239.19900512695312,21.64,8.649755062923333,3.2370858823529414,-0.04569536566493713,-0.3475867729998843,0.1507716944962384
loigolactobacillus,Firmicutes,Bacteria,816,122.0,55.0,356.5710144042969,64.77,10.823643768592984,2.864100173913044,0.5128603353645238,-0.5742585819301093,0.1809260926749271
luteibacter,Proteobacteria,Bacteria,225,75.0,63.0,248.1009979248047,50.18,6.0887978094941,4.598608933333334,-0.7037038783661486,0.47984142567506605,0.6710911864717002
meridianimaribacter,Bacteroidetes,Bacteria,330,95.0,72.0,117.16300201416016,32.06,6.693227964347001,3.286904333333333,-0.5484025016274483,-0.31731097919250084,0.0029371410441129
methylocaldum,Proteobacteria,Bacteria,2596,64.0,62.0,371.6130065917969,36.6,6.007506556133258,5.659586,-0.7245907309865736,1.1246210660016072,0.2911146873267851
methylomicrobium,Proteobacteria,Bacteria,4221,76.0,66.0,346.6440124511719,42.56,4.656569671429118,4.5097575,-1.0716984263872156,0.42584441006835305,0.1560746424274528
nonlabens,Bacteroidetes,Bacteria,4190,63.0,55.0,374.2590026855469,38.04,8.581435965733462,3.146326571428572,-0.06324917194998951,-0.4027432487547792,0.086108193867861
paenalcaligenes,Proteobacteria,Bacteria,294,122.0,55.0,356.5710144042969,49.69,11.446866792238794,2.6208045,0.6729903236027922,-0.7221148382500597,0.132146188560554
peptoniphilus,Firmicutes,Bacteria,2057,99.0,57.0,309.7279968261719,64.77,4.425451880125572,2.25965625,-1.1310814847771191,-0.9415927572885486,0.188500981208716
phascolarctobacterium,Firmicutes,Bacteria,4247,122.0,55.0,356.5710144042969,64.77,8.85823127792359,2.257787065217391,0.0078702000945882,-0.9427287029462817,0.1868778545393424
piscibacillus,Firmicutes,Bacteria,77,77.0,66.0,178.0070037841797,3.6,5.0113950771729785,2.9931785,-0.980530119228053,-0.4958147783050424,0.2496105261724099
polynucleobacter,Proteobacteria,Bacteria,11745,91.0,62.0,283.8729858398437,34.31,17.80694008106694,1.9655257916666669,2.3071380079691117,-1.1203424561195323,0.1023659418434681
pseudobacter,Bacteroidetes,Bacteria,31561,80.0,59.0,334.0929870605469,17.65,2.183761051838056,7.7847345,-1.7070581614210798,2.416121635166114,0.5021187690297275
pusillimonas,Proteobacteria,Bacteria,3784,163.0,83.0,80.5999984741211,64.77,8.705563163183303,4.13528675,-0.03135611615205663,0.19827010796171898,0.3224627271266965
salirhabdus,Firmicutes,Bacteria,196,91.0,66.0,334.0929870605469,27.59,7.406052570012655,3.7806915,-0.3652504173969079,-0.01722540550382476,0.1642573555085167
silvanigrella,Proteobacteria,Bacteria,1753,65.0,66.0,283.8729858398437,21.64,4.155028547123633,3.6100835,-1.2005636500534194,-0.12090772657645489,0.1753254471730236
syntrophus,Proteobacteria,Bacteria,16171,53.0,57.0,371.6130065917969,53.45,7.818687017366371,2.8137716666666663,-0.2592287418578366,-0.604844348408968,0.1585372943803732
thermoflexus,Chloroflexi,Bacteria,32,83.0,55.0,573.8049926757812,18.28,10.49859429997967,3.2385288,0.429342612798025,-0.34670987947341597,0.1315506583511158
bifidobacterium,Actinobacteria,Bacteria,1392,65.0,57.0,309.7279968261719,64.77,26.39955482499431,2.2348861710403,4.514911542765595,-0.9566460917142144,0.2320278387287608
centipeda,Firmicutes,Bacteria,90,70.0,77.0,122.29900360107422,65.75,13.313205267604385,2.1782883548387098,1.1525245300905906,-0.991041858333734,0.007291176513979
chelatococcus,Proteobacteria,Bacteria,28325,72.0,68.0,347.3320007324219,17.65,6.083942002671222,6.73905175,-0.7049515220826564,1.780636695271087,0.4902855983690348
corynebacterium,Actinobacteria,Bacteria,10397,122.0,55.0,356.5710144042969,53.45,24.0746616948328,2.5337843070539416,3.917556991564721,-0.7749989678620092,0.1360036418950682
flavihumibacter,Bacteroidetes,Bacteria,888,72.0,65.0,295.40399169921875,53.45,3.612725296844437,3.5983915,-1.3399022331833885,-0.12801321810077493,0.4021921590028121
hydrogenophilus,Proteobacteria,Bacteria,3131,75.0,69.0,277.4840087890625,18.28,10.208911602006715,2.0570263333333334,0.354911975194364,-1.064735517761408,0.3136468339911857
jeotgalicoccus,Firmicutes,Bacteria,773,122.0,55.0,356.5710144042969,17.65,15.730183958589723,2.1614496111111112,1.7735394070691808,-1.0012751418469608,0.0705972615046082
lebetimonas,Proteobacteria,Bacteria,12,,,,,12.865426855369993,1.7100093333333333,1.0374730169661432,-1.275625558156119,0.0844561715200348
leminorella,Proteobacteria,Bacteria,223,118.0,64.0,145.98300170898438,68.34,6.604734698421916,4.239383,-0.5711398285459145,0.26153174173596644,0.2164530471223081
methylotuvimicrobium,Proteobacteria,Bacteria,6977,71.0,66.0,347.3320007324219,39.37,4.172396675315118,5.0330785,-1.1961011092654468,0.7438783589221575,0.143373550166434
nocardiopsis,Actinobacteria,Bacteria,482,122.0,55.0,356.5710144042969,48.32,6.633510823277863,6.331488878048781,-0.5637461342183692,1.53295156592821,0.2105163313963832
oceanobacter,Proteobacteria,Bacteria,468,80.0,72.0,239.9969940185547,53.82,6.478196222310288,3.550371,-0.6036524346638795,-0.1571963566351239,0.016525138797163
oscillibacter,Firmicutes,Bacteria,11128,122.0,55.0,356.5710144042969,64.77,8.61413781832931,2.4378528,-0.05484680702946839,-0.8332987036032877,0.1517047370899953
romboutsia,Firmicutes,Bacteria,8535,71.0,57.0,388.6099853515625,17.65,9.848091666280393,2.4370203703703703,0.26220344249929267,-0.8338045898227477,0.1914733406695916
roseimaritima,Planctomycetes,Bacteria,420,61.0,69.0,347.3320007324219,31.67,5.536490083391285,5.960455,-0.8456129964975276,1.3074659282519183,0.2206280444735676
rubrivirga,Rhodothermaeota,Bacteria,7022,63.0,70.0,353.89898681640625,17.65,5.662306341258815,4.768375,-0.8132859560511521,0.5830120849136176,0.3184257512269591
sinomicrobium,Bacteroidetes,Bacteria,499,57.0,76.0,182.71299743652344,44.68,3.1699760750717463,5.3628165,-1.4536615536594175,0.9442675621590917,0.3027565015026778
actinoalloteichus,Actinobacteria,Bacteria,2408,75.0,63.0,248.1009979248047,17.65,4.280715894695612,6.540962,-1.1682697316248887,1.6602530962564044,0.4298603188883119
anaeromyxobacter,Proteobacteria,Bacteria,44206,78.0,64.0,353.89898681640625,36.12,7.515200732250328,5.189482142857143,-0.3372060524228689,0.8389283724950451,0.1752071643827183
desulfacinum,Proteobacteria,Bacteria,82,79.0,59.0,277.4840087890625,23.99,9.730595940617787,3.596902,0.23201426710853798,-0.12891842077144497,0.2444278436151969
desulfosalsimonas,Proteobacteria,Bacteria,521,61.0,69.0,347.3320007324219,57.35,10.842162241573677,2.76697575,0.5176184440159692,-0.633283280092836,0.0694736498402955
halioglobus,Proteobacteria,Bacteria,3443,85.0,66.0,310.7950134277344,25.0,9.819087486179328,4.0736983,0.2547511519993773,0.16084142087045966,0.0468193423019382
mobilitalea,Firmicutes,Bacteria,1800,76.0,64.0,527.198974609375,17.65,8.716014838923515,4.359790650000001,-0.028670678275323918,0.33470618037249544,0.2250031704373745
prochlorothrix,Cyanobacteria,Bacteria,1400,91.0,66.0,283.8729858398437,35.41,5.907725622307286,5.585906,-0.7502282943527128,1.079844071859296,0.1174995158994424
pseudoclavibacter,Actinobacteria,Bacteria,6906,63.0,65.0,334.0929870605469,42.15,10.651231275719802,3.943206086956522,0.46856092823670953,0.08153836632288888,0.3906014684135453
saccharofermentans,Firmicutes,Bacteria,4265,57.0,57.0,335.697998046875,53.45,11.939189662344608,2.3452177904761906,0.7994870228715255,-0.8895950836089953,0.1735227553335353
thermopolyspora,Actinobacteria,Bacteria,2020,80.0,57.0,380.5329895019531,17.65,4.126659916711967,5.8158415,-1.2078526433701002,1.2195810498263069,0.2766267612955284
alkalibaculum,Firmicutes,Bacteria,4263,81.0,57.0,603.760986328125,17.65,6.119113372678159,3.105025,-0.6959146430652737,-0.4278431431891632,0.4694021160585988
alkalimarinus,Proteobacteria,Bacteria,1867,63.0,59.0,416.53900146484375,20.39,5.391810420627573,4.822128,-0.8827867718839716,0.6156789927058496,0.0550930447903117
anaerobutyricum,Firmicutes,Bacteria,4077,99.0,61.0,233.7469940185547,64.77,8.993465781557097,3.1133714943820223,0.04261715047129405,-0.42277079071830753,0.1040638147659401
arcanobacterium,Actinobacteria,Bacteria,273,99.0,61.0,233.7469940185547,64.77,16.930907444678287,1.9490981276595745,2.082051497299734,-1.130325917235404,0.1175324174571517
blautia,Firmicutes,Bacteria,5051,122.0,55.0,356.5710144042969,64.77,7.697036243722306,4.15744437037037,-0.2904855090402237,0.21173579251019364,0.1020787283372555
calditerrivibrio,Deferribacteres,Bacteria,130,100.0,70.0,296.2569885253906,52.81,12.203160935060426,1.4750276666666668,0.8673114054624474,-1.4184292051686571,0.1036867100755602
chitinophaga,Bacteroidetes,Bacteria,18575,96.0,66.0,231.21099853515625,17.65,3.851783949084105,7.00973895652174,-1.2784788619037841,1.9451394023940844,0.400578205283389
enterocloster,Firmicutes,Bacteria,1232,122.0,56.0,356.5710144042969,40.14,7.683876204723824,4.945420642857143,-0.29386682970728506,0.6906067064274065,0.2172223340346623
lacibacter,Bacteroidetes,Bacteria,5621,79.0,59.0,309.7279968261719,17.65,3.880538724103814,3.6077465,-1.2710906531711157,-0.12232797406981227,0.3887696847044024
lentzea,Actinobacteria,Bacteria,3105,99.0,74.0,120.12100219726562,17.65,4.008889633639774,9.4789339375,-1.2381123631295639,3.445724760693313,0.3611272358367471
leucobacter,Actinobacteria,Bacteria,6823,72.0,57.0,335.697998046875,53.45,11.389151765947924,3.3365083529411765,0.6581611113778268,-0.2871655001559173,0.3407597598745197
marinicauda,Proteobacteria,Bacteria,3141,61.0,60.0,294.32598876953125,57.35,6.506315424777584,3.22763325,-0.5964275289888342,-0.35333135040891095,0.3706487538068413
marinobacter,Proteobacteria,Bacteria,3253,69.0,59.0,277.4840087890625,47.68,13.684572461370982,4.019124467005077,1.2479430594351038,0.1276756743946571,0.1025147739995352
niveispirillum,Proteobacteria,Bacteria,608,106.0,55.0,457.7330017089844,42.56,6.74052445636951,6.08261275,-0.5362502119591835,1.381703942043828,0.265524233571206
nodularia,Cyanobacteria,Bacteria,2235,42.0,62.0,371.6130065917969,38.28,7.600914777625924,4.867835133333334,-0.3151828142607804,0.643456246255368,0.2922952748567264
ornithinimicrobium,Actinobacteria,Bacteria,1649,79.0,59.0,277.4840087890625,17.65,6.789944599031365,3.6819151666666654,-0.5235522746832431,-0.07725400619689858,0.2686339160414247
phaeodactylibacter,Bacteroidetes,Bacteria,184,136.0,79.0,64.48500061035156,35.45,3.646355552221004,6.8561608,-1.3312613258459214,1.8518065004537905,0.0297945147618793
priestia,Firmicutes,Bacteria,17017,99.0,66.0,245.48699951171875,17.65,7.511172925704559,5.458534959259261,-0.3382409509910041,1.0024378239609775,0.3050944111160189
proteiniclasticum,Firmicutes,Bacteria,1957,63.0,57.0,335.697998046875,53.45,5.919398956765128,2.8719132000000003,-0.7472289653187811,-0.5695104301476803,0.3527512139613846
psychroserpens,Bacteroidetes,Bacteria,496,57.0,63.0,342.3429870605469,27.55,6.370057593283216,3.767626846153846,-0.6314374116900952,-0.025165089661541382,0.0212836802096112
qipengyuania,Proteobacteria,Bacteria,10333,91.0,66.0,334.0929870605469,47.54,14.72997278305676,2.9192178854166664,1.5165466489439576,-0.540762308244777,0.3614153398352179
rhodopila,Proteobacteria,Bacteria,16492,89.0,63.0,271.9849853515625,18.81,5.54062999170926,6.858425857142858,-0.8445492946683064,1.853183026653814,0.5203131196751969
roseinatronobacter,Proteobacteria,Bacteria,73,110.0,79.0,181.5829925537109,27.29,14.85427997476064,3.096750571428572,1.5484859521953518,-0.432871699645105,0.2985563865342542
salisediminibacterium,Firmicutes,Bacteria,54,61.0,69.0,347.3320007324219,29.45,9.395558220852456,2.873698333333333,0.14593017828339702,-0.5684255644472205,0.394941618999111
schlegelella,Proteobacteria,Bacteria,1278,57.0,57.0,416.53900146484375,17.65,5.912983253017453,3.8897455,-0.7488774066097422,0.04904916451783072,0.4022624745745935
sphaerisporangium,Actinobacteria,Bacteria,5571,118.0,78.0,190.4459991455078,17.65,2.571538947223644,8.555188333333334,-1.6074230910350338,2.884343768473493,0.3293810562032038
sporosarcina,Firmicutes,Bacteria,7939,91.0,63.0,269.4070129394531,17.65,11.541482243999427,3.46575935,0.6973006757604481,-0.20861676049534753,0.3925413689798017
syntrophotalea,Proteobacteria,Bacteria,14592,63.0,64.0,353.89898681640625,48.74,6.580584268141887,3.191206,-0.5773450038522876,-0.37546901001627353,0.1661529716982084
thermoactinomyces,Firmicutes,Bacteria,1481,150.0,80.0,134.43099975585938,17.65,5.724654062335377,2.6202456666666665,-0.7972664261816224,-0.7224544538430729,0.4263530738764222
thermodesulfobacterium,Thermodesulfobacteria,Bacteria,135,83.0,57.0,573.8049926757812,18.28,15.153064589816264,1.4518515294117649,1.6252552227122632,-1.4325138653492235,0.1138607425944511
thermodesulfobium,Firmicutes,Bacteria,26,51.0,55.0,335.697998046875,,7.712045089756958,1.5560075,-0.2866291586683467,-1.3692159380295152,0.0459774305154868
aminobacterium,Synergistetes,Bacteria,631,69.0,65.0,314.0660095214844,53.45,12.803815734070534,2.03064465625,1.0216427479377068,-1.0807682566352512,0.1901767110874188
emticicia,Bacteroidetes,Bacteria,4475,91.0,70.0,283.8729858398437,34.31,3.082371959713655,5.190807666666667,-1.4761704235658148,0.8397339231445371,0.2279346218022907
fimbriimonas,Armatimonadetes,Bacteria,19085,84.0,65.0,264.81500244140625,36.93,7.1022316022184135,4.78722772,-0.4433137208269179,0.5944693071314056,0.4410007835078773
longicatena,Firmicutes,Bacteria,145,65.0,60.0,216.41900634765625,67.54,3.170563771130808,3.1540132045454548,-1.4535105519161335,-0.39807190882469307,0.2213815047208354
muricauda,Bacteroidetes,Bacteria,3536,163.0,83.0,80.5999984741211,43.29,6.091124896255997,3.940158904761905,-0.7031059601865021,0.07968652512746369,0.0913079740441699
permianibacter,Proteobacteria,Bacteria,8229,63.0,70.0,353.89898681640625,17.65,6.380772605216281,4.2314625,-0.6286843126072383,0.2567182756379185,0.3898653143374013
prosthecobacter,Verrucomicrobia,Bacteria,19523,91.0,70.0,283.8729858398437,34.59,5.284773074921943,6.055132272727272,-0.9102887868266015,1.3650034375667808,0.3600710647625774
xanthomonas,Proteobacteria,Bacteria,13550,76.0,63.0,248.1009979248047,17.65,9.303308667642796,4.944477458862507,0.12222771654821639,0.6900335122878445,0.3065065602941069
bosea,Proteobacteria,Bacteria,77372,79.0,64.0,283.8729858398437,40.63,10.31681611074004,5.3311020967741936,0.3826367977037188,0.9249940055973541,0.4653771471694413
nocardioides,Actinobacteria,Bacteria,73699,91.0,65.0,277.4840087890625,17.65,10.693574968769331,4.488676625,0.47944065317100454,0.4130330879132256,0.3916372147727358
echinicola,Bacteroidetes,Bacteria,43,94.0,73.0,217.38400268554688,40.63,4.348427304296855,5.749205,-1.1508720636767196,1.1790845491454693,0.1989113777374757
neptuniibacter,Proteobacteria,Bacteria,978,79.0,68.0,313.35699462890625,7.37,10.65208713631532,3.567376,0.46878083177347585,-0.14686203544362034,0.0682075246950974
nitrincola,Proteobacteria,Bacteria,38,139.0,67.0,152.25900268554688,,6.001862828175295,3.9987585,-0.7260408219768613,0.11529881791679575,0.2818744963327554
microcoleus,Cyanobacteria,Bacteria,11280,92.0,77.0,245.48699951171875,17.65,7.297723948308741,6.98848029347826,-0.39308421085633233,1.9322200344438778,0.2260312237025557
