"response","model","predictor","n","lambda","beta","SE","t","p"
"georoc_Cr_sd","GeoROC_Cr ~ resist + cofactor + genome","genome_mb_z",1573,0.333402221421182,4.76317689452883,4.50346788558204,1.05766867124294,0.290369333449659
"georoc_Pb_sd","GeoROC_Pb ~ resist + cofactor + genome","ko_per_mb_tier1_z",1570,0.130915831935986,0.517444446650866,0.16546488028715,3.12721615458752,0.00179717158225539
"georoc_Pb_sd","GeoROC_Pb ~ resist + cofactor + genome","ko_per_mb_tier2_z",1570,0.130915831935986,-0.116353295043024,0.172299617942714,-0.67529630322053,0.499587227691736
"georoc_Pb_sd","GeoROC_Pb ~ resist + cofactor + genome","genome_mb_z",1570,0.130915831935986,0.675029197213165,0.155090206211828,4.3524940336412,1.43312140639329e-05
"georoc_As_sd","GeoROC_As ~ resist + cofactor + genome","ko_per_mb_tier1_z",1520,0.7390705616652,-0.944659694251369,0.837094984930309,-1.12849761527363,0.259288374728172
"georoc_As_sd","GeoROC_As ~ resist + cofactor + genome","ko_per_mb_tier2_z",1520,0.7390705616652,0.316876309271302,0.911762689184719,0.347542527271704,0.728232019049733
"georoc_As_sd","GeoROC_As ~ resist + cofactor + genome","genome_mb_z",1520,0.7390705616652,-1.24021532341339,0.893553648626667,-1.3879584346385,0.165353644351426
"georoc_Cd_sd","GeoROC_Cd ~ resist + cofactor + genome","ko_per_mb_tier1_z",1512,0.200113895503708,0.0392057309562917,0.00703127319893594,5.57590778327669,2.91334006815877e-08
"georoc_Cd_sd","GeoROC_Cd ~ resist + cofactor + genome","ko_per_mb_tier2_z",1512,0.200113895503708,-0.00678362534617588,0.00737593370005546,-0.919697169474947,0.35787812049671
"georoc_Cd_sd","GeoROC_Cd ~ resist + cofactor + genome","genome_mb_z",1512,0.200113895503708,0.0133400510061816,0.00667313843011855,1.99906702758819,0.0457802900953397
"georoc_Hg_sd","GeoROC_Hg ~ resist + cofactor + genome","ko_per_mb_tier1_z",1169,0.180444622094359,0.0986538797484936,0.0345362942971153,2.85652765463994,0.00435911249938109
"georoc_Hg_sd","GeoROC_Hg ~ resist + cofactor + genome","ko_per_mb_tier2_z",1169,0.180444622094359,-0.0444708775520405,0.0366746948980133,-1.21257661926588,0.225537565038841
"georoc_Hg_sd","GeoROC_Hg ~ resist + cofactor + genome","genome_mb_z",1169,0.180444622094359,0.193319728664108,0.0319130422944966,6.05770289401225,1.86083322740796e-09
"PF1_As_sd","CSU_As ~ resist + cofactor + genome","ko_per_mb_tier1_z",1574,0.462086363411928,-0.000705602577392706,0.00023908221604692,-2.95129679262397,0.0032113619597964
"PF1_As_sd","CSU_As ~ resist + cofactor + genome","ko_per_mb_tier2_z",1574,0.462086363411928,0.000570554264168773,0.000256084176033309,2.22799500151294,0.0260220501315679
"PF1_As_sd","CSU_As ~ resist + cofactor + genome","genome_mb_z",1574,0.462086363411928,-0.000347508318253256,0.000244877235707855,-1.41911238604409,0.156064748556019
"PF1_Cd_sd","CSU_Cd ~ resist + cofactor + genome","ko_per_mb_tier1_z",1574,0.338082786238846,0.000705757931567078,0.000153659341226108,4.59300375711336,4.71785608070528e-06
"PF1_Cd_sd","CSU_Cd ~ resist + cofactor + genome","ko_per_mb_tier2_z",1574,0.338082786238846,-0.000371543189401809,0.000163323625711909,-2.274889427554,0.0230469003129488
"PF1_Cd_sd","CSU_Cd ~ resist + cofactor + genome","genome_mb_z",1574,0.338082786238846,0.000330768480891184,0.000153279071165464,2.15794940807099,0.0310829971345343
"PF1_Cr_sd","CSU_Cr ~ resist + cofactor + genome","ko_per_mb_tier1_z",1574,0.521565991836992,-0.000163100637977804,0.000250133542895444,-0.652054243064793,0.514461626400494
"PF1_Cr_sd","CSU_Cr ~ resist + cofactor + genome","ko_per_mb_tier2_z",1574,0.521565991836992,0.000383409828462554,0.000268863769443837,1.42603754033377,0.15405630609591
"PF1_Cr_sd","CSU_Cr ~ resist + cofactor + genome","genome_mb_z",1574,0.521565991836992,-0.000600969140005269,0.000259256543679347,-2.31804810585054,0.0205746697148031
"PF1_Cu_sd","CSU_Cu ~ resist + cofactor + genome","ko_per_mb_tier1_z",1574,0.509333947833463,-0.000345603159499624,0.000237304291964043,-1.45637129711919,0.145489952711839
"PF1_Cu_sd","CSU_Cu ~ resist + cofactor + genome","ko_per_mb_tier2_z",1574,0.509333947833463,0.000302497926186506,0.000254890155609687,1.18677759626669,0.235494902674391
"PF1_Cu_sd","CSU_Cu ~ resist + cofactor + genome","genome_mb_z",1574,0.509333947833463,-0.000457403341134177,0.000245364935538728,-1.86417566197832,0.0624835531134082
"PF1_Hg_sd","CSU_Hg ~ resist + cofactor + genome","ko_per_mb_tier1_z",1574,0.421115581512313,0.000303628332399596,9.85648675273294e-05,3.0804924717766,0.00210246246056896
"PF1_Hg_sd","CSU_Hg ~ resist + cofactor + genome","ko_per_mb_tier2_z",1574,0.421115581512313,0.000130460726570035,0.00010531490779806,1.23876789428703,0.215616638299669
"PF1_Hg_sd","CSU_Hg ~ resist + cofactor + genome","genome_mb_z",1574,0.421115581512313,-0.000113091296337286,0.00010010890725211,-1.12968265703352,0.258782531840029
"PF1_Pb_sd","CSU_Pb ~ resist + cofactor + genome","ko_per_mb_tier1_z",1574,0.353622608409135,2.6296084346315e-05,8.07444696493384e-05,0.325670407651633,0.744717133868067
"PF1_Pb_sd","CSU_Pb ~ resist + cofactor + genome","ko_per_mb_tier2_z",1574,0.353622608409135,0.000104855967526937,8.59103674866422e-05,1.22052751716188,0.222448245481093
"PF1_Pb_sd","CSU_Pb ~ resist + cofactor + genome","genome_mb_z",1574,0.353622608409135,0.000479407263256572,8.08273008207643e-05,5.93125414789818,3.69077393424904e-09
"Cu_ICP_MS_mg_kg_0_2_sd","NGSA_ICP_Cu ~ resist + cofactor + genome","ko_per_mb_tier1_z",1530,0.249002860733118,0.0862325346925316,0.0782509576256227,1.10199973660508,0.270635559928653
"Cu_ICP_MS_mg_kg_0_2_sd","NGSA_ICP_Cu ~ resist + cofactor + genome","ko_per_mb_tier2_z",1530,0.249002860733118,0.0336547425916836,0.0825910272133861,0.407486669281055,0.68370773849909
"Cu_ICP_MS_mg_kg_0_2_sd","NGSA_ICP_Cu ~ resist + cofactor + genome","genome_mb_z",1530,0.249002860733118,0.356706165353735,0.0752836950844802,4.73815963673747,2.35730962597504e-06
"Ni_ICP_MS_mg_kg_0_5_sd","NGSA_ICP_Ni ~ resist + cofactor + genome","ko_per_mb_tier1_z",1530,0.226361630468541,0.387531937261888,0.0980642033203106,3.9518185447964,8.11025611927512e-05
"Ni_ICP_MS_mg_kg_0_5_sd","NGSA_ICP_Ni ~ resist + cofactor + genome","ko_per_mb_tier2_z",1530,0.226361630468541,-0.0208676940142224,0.103327926824575,-0.201955992494174,0.839978046608036
"Ni_ICP_MS_mg_kg_0_5_sd","NGSA_ICP_Ni ~ resist + cofactor + genome","genome_mb_z",1530,0.226361630468541,0.574326843309455,0.0937598223510331,6.12551121480583,1.14791174089002e-09
"Zn_ICP_MS_mg_kg_0_9_sd","NGSA_ICP_Zn ~ resist + cofactor + genome","ko_per_mb_tier1_z",1526,0.379650432423939,0.574962149659723,0.222965066191569,2.57870956863584,0.0100102033663069
"Zn_ICP_MS_mg_kg_0_9_sd","NGSA_ICP_Zn ~ resist + cofactor + genome","ko_per_mb_tier2_z",1526,0.379650432423939,0.0455653682856603,0.237152052034322,0.192135669477849,0.847661566107537
"Zn_ICP_MS_mg_kg_0_9_sd","NGSA_ICP_Zn ~ resist + cofactor + genome","genome_mb_z",1526,0.379650432423939,1.00650598505046,0.221551928384166,4.54298002455299,5.98415582654626e-06
"Pb_ICP_MS_mg_kg_0_1_sd","NGSA_ICP_Pb ~ resist + cofactor + genome","ko_per_mb_tier1_z",1530,0.335475250636775,0.215380245626436,0.169382815567832,1.27155901207808,0.203723610338932
"Pb_ICP_MS_mg_kg_0_1_sd","NGSA_ICP_Pb ~ resist + cofactor + genome","ko_per_mb_tier2_z",1530,0.335475250636775,0.0855209184237858,0.179829486074026,0.475566717621499,0.634451157523843
"Pb_ICP_MS_mg_kg_0_1_sd","NGSA_ICP_Pb ~ resist + cofactor + genome","genome_mb_z",1530,0.335475250636775,1.25620667776228,0.166511979140232,7.54424206743906,7.77559783709078e-14
"As_ICP_MS_mg_kg_0_4_sd","NGSA_ICP_As ~ resist + cofactor + genome","ko_per_mb_tier1_z",1527,0.291947475490574,0.626465713832577,0.2569217878853,2.43835183846788,0.0148680426695473
"As_ICP_MS_mg_kg_0_4_sd","NGSA_ICP_As ~ resist + cofactor + genome","ko_per_mb_tier2_z",1527,0.291947475490574,-0.0109492213840677,0.272077164292969,-0.040243073734324,0.967904612117988
"As_ICP_MS_mg_kg_0_4_sd","NGSA_ICP_As ~ resist + cofactor + genome","genome_mb_z",1527,0.291947475490574,2.15913982493795,0.249902459951773,8.63993025660741,1.3968772544692e-17
"Co_ICP_MS_mg_kg_0_1_sd","NGSA_ICP_Co ~ resist + cofactor + genome","ko_per_mb_tier1_z",1529,0.111321257782695,-0.0391559876289394,0.0615545647071946,-0.636118341754155,0.524794746061492
"Co_ICP_MS_mg_kg_0_1_sd","NGSA_ICP_Co ~ resist + cofactor + genome","ko_per_mb_tier2_z",1529,0.111321257782695,-0.0349498743288924,0.0641242440062804,-0.545033705589876,0.585810033226548
"Co_ICP_MS_mg_kg_0_1_sd","NGSA_ICP_Co ~ resist + cofactor + genome","genome_mb_z",1529,0.111321257782695,-0.0790499613310262,0.0567052749170017,-1.39404952090842,0.163505730739125
"Cr_ICP_MS_mg_kg_0_5_sd","NGSA_ICP_Cr ~ resist + cofactor + genome","ko_per_mb_tier1_z",1530,0.1795896528323,2.09438624727247,0.418245035888123,5.00755793269641,6.1530063659519e-07
"Cr_ICP_MS_mg_kg_0_5_sd","NGSA_ICP_Cr ~ resist + cofactor + genome","ko_per_mb_tier2_z",1530,0.1795896528323,-0.0327820059098297,0.43901839314004,-0.0746711445854452,0.940486153776607
"Cr_ICP_MS_mg_kg_0_5_sd","NGSA_ICP_Cr ~ resist + cofactor + genome","genome_mb_z",1530,0.1795896528323,4.04704898491456,0.394345962341087,10.262686502199,6.09887624875311e-24
"Hg_AR_mg_kg_0_01_sd","NGSA_ICP_Hg ~ resist + cofactor + genome","ko_per_mb_tier1_z",1511,0.720283953038737,0.00964558456264389,0.00338426342305892,2.85012818355776,0.00442963025497017
"Hg_AR_mg_kg_0_01_sd","NGSA_ICP_Hg ~ resist + cofactor + genome","ko_per_mb_tier2_z",1511,0.720283953038737,-0.00182436153663754,0.0036776634218794,-0.49606538917725,0.619920616235438
"Hg_AR_mg_kg_0_01_sd","NGSA_ICP_Hg ~ resist + cofactor + genome","genome_mb_z",1511,0.720283953038737,0.016017228407969,0.00360177828427037,4.44703342177368,9.34443308893884e-06
"Cu_MMI_ME_mg_kg_0_01_sd","NGSA_MMI_Cu ~ resist + cofactor + genome","ko_per_mb_tier1_z",1530,0.608657760154569,0.0705233955946661,0.0167596206727891,4.20793507034249,2.72729581694872e-05
"Cu_MMI_ME_mg_kg_0_01_sd","NGSA_MMI_Cu ~ resist + cofactor + genome","ko_per_mb_tier2_z",1530,0.608657760154569,-0.00653945713771463,0.0180821570815213,-0.361652490255019,0.717661802241728
"Cu_MMI_ME_mg_kg_0_01_sd","NGSA_MMI_Cu ~ resist + cofactor + genome","genome_mb_z",1530,0.608657760154569,0.127273204204761,0.0174527305031066,7.29245227170074,4.86889002846273e-13
"Ni_MMI_ME_mg_kg_0_005_sd","NGSA_MMI_Ni ~ resist + cofactor + genome","ko_per_mb_tier1_z",1530,0.360591738306873,0.0579643324587015,0.0103615326268486,5.59418519886772,2.62290539775005e-08
"Ni_MMI_ME_mg_kg_0_005_sd","NGSA_MMI_Ni ~ resist + cofactor + genome","ko_per_mb_tier2_z",1530,0.360591738306873,-0.00549174660463838,0.0110179358722621,-0.498436972978212,0.618247913316095
"Ni_MMI_ME_mg_kg_0_005_sd","NGSA_MMI_Ni ~ resist + cofactor + genome","genome_mb_z",1530,0.360591738306873,0.0304030172759866,0.0102448916561732,2.96762701806288,0.0030478182208748
"Zn_MMI_ME_mg_kg_0_02_sd","NGSA_MMI_Zn ~ resist + cofactor + genome","ko_per_mb_tier1_z",1530,0.461959606721257,0.09216488002284,0.0245234974608728,3.75822739680132,0.000177568931004126
"Zn_MMI_ME_mg_kg_0_02_sd","NGSA_MMI_Zn ~ resist + cofactor + genome","ko_per_mb_tier2_z",1530,0.461959606721257,0.000550319449120771,0.0262349604906282,0.0209765686255697,0.983267089422089
"Zn_MMI_ME_mg_kg_0_02_sd","NGSA_MMI_Zn ~ resist + cofactor + genome","genome_mb_z",1530,0.461959606721257,0.0428819373909585,0.0247848361498753,1.73016828239852,0.0838023935095222
"Pb_MMI_ME_mg_kg_0_01_sd","NGSA_MMI_Pb ~ resist + cofactor + genome","ko_per_mb_tier1_z",1525,0.314949186862285,0.0187614733441256,0.0107523054083406,1.74487913350863,0.0812078721608074
"Pb_MMI_ME_mg_kg_0_01_sd","NGSA_MMI_Pb ~ resist + cofactor + genome","ko_per_mb_tier2_z",1525,0.314949186862285,0.0152908362025878,0.0113802712744055,1.34362668814207,0.179269544217195
"Pb_MMI_ME_mg_kg_0_01_sd","NGSA_MMI_Pb ~ resist + cofactor + genome","genome_mb_z",1525,0.314949186862285,0.0725777579020685,0.0105106304169914,6.9051764758791,7.34196196378694e-12
"As_MMI_ME_mg_kg_0_01_sd","NGSA_MMI_As ~ resist + cofactor + genome","ko_per_mb_tier1_z",1470,0.177481377812742,0.0166573059851297,0.00405132290156153,4.11157204445722,4.14770472901364e-05
"As_MMI_ME_mg_kg_0_01_sd","NGSA_MMI_As ~ resist + cofactor + genome","ko_per_mb_tier2_z",1470,0.177481377812742,-0.000559910806924394,0.00426233009803743,-0.131362610132473,0.895506489610343
"As_MMI_ME_mg_kg_0_01_sd","NGSA_MMI_As ~ resist + cofactor + genome","genome_mb_z",1470,0.177481377812742,0.0167907399516442,0.00381251544226042,4.40411067336926,1.13925905392737e-05
"Co_MMI_ME_mg_kg_0_005_sd","NGSA_MMI_Co ~ resist + cofactor + genome","ko_per_mb_tier1_z",1529,0.369416418227606,1.32518461527995e-05,0.00309858516007462,0.00427674098603131,0.996588224159066
"Co_MMI_ME_mg_kg_0_005_sd","NGSA_MMI_Co ~ resist + cofactor + genome","ko_per_mb_tier2_z",1529,0.369416418227606,0.00436200244141214,0.00329308017617577,1.3245964896238,0.185503481620555
"Co_MMI_ME_mg_kg_0_005_sd","NGSA_MMI_Co ~ resist + cofactor + genome","genome_mb_z",1529,0.369416418227606,0.00257631504584561,0.00307047261448392,0.839061398461172,0.401566360692081
"Cr_MMI_ME_mg_kg_0_001_sd","NGSA_MMI_Cr ~ resist + cofactor + genome","ko_per_mb_tier1_z",1530,0.214661264445871,0.00855736514064052,0.00121280685381724,7.05583507687702,2.59385315585577e-12
"Cr_MMI_ME_mg_kg_0_001_sd","NGSA_MMI_Cr ~ resist + cofactor + genome","ko_per_mb_tier2_z",1530,0.214661264445871,-0.00252184417984674,0.00127674286991987,-1.97521696753632,0.0484234970774672
"Cr_MMI_ME_mg_kg_0_001_sd","NGSA_MMI_Cr ~ resist + cofactor + genome","genome_mb_z",1530,0.214661264445871,0.00875412243518203,0.00115570369781056,7.57471179833238,6.20412364447833e-14
"Hg_MMI_ME_mg_kg_0_001_sd","NGSA_MMI_Hg ~ resist + cofactor + genome","ko_per_mb_tier1_z",1072,0.275574209320612,0.00185354337471791,0.000776291606059353,2.3876895747037,0.0171277207880162
"Hg_MMI_ME_mg_kg_0_001_sd","NGSA_MMI_Hg ~ resist + cofactor + genome","ko_per_mb_tier2_z",1072,0.275574209320612,0.000413269434619687,0.000834770063069927,0.495069783767591,0.62065269618966
"Hg_MMI_ME_mg_kg_0_001_sd","NGSA_MMI_Hg ~ resist + cofactor + genome","genome_mb_z",1072,0.275574209320612,0.00217349688205532,0.000726043710468007,2.99361712072994,0.00282036920271687
