genus_lower,ko_per_mb_primary,mean_genome_mb,predictor_z,genome_mb_z,pH_sd,pH_n,temp_sd,temp_n,georoc_Cu_sd,georoc_Cu_n,georoc_Ni_sd,georoc_Ni_n,georoc_Zn_sd,georoc_Zn_n,georoc_Co_sd,georoc_Co_n,georoc_Cr_sd,georoc_Cr_n,georoc_Pb_sd,georoc_Pb_n,georoc_As_sd,georoc_As_n,georoc_Cd_sd,georoc_Cd_n,georoc_Hg_sd,georoc_Hg_n,total_n,PF1_As_sd,PF1_Cd_sd,PF1_Cr_sd,PF1_Cu_sd,PF1_Hg_sd,PF1_Pb_sd,PF1_As_n,PF1_Cd_n,PF1_Cr_n,PF1_Cu_n,PF1_Hg_n,PF1_Pb_n,Cu_ICP_MS_mg_kg_0_2_sd,Ni_ICP_MS_mg_kg_0_5_sd,Zn_ICP_MS_mg_kg_0_9_sd,Pb_ICP_MS_mg_kg_0_1_sd,As_ICP_MS_mg_kg_0_4_sd,Co_ICP_MS_mg_kg_0_1_sd,Cr_ICP_MS_mg_kg_0_5_sd,Hg_AR_mg_kg_0_01_sd,Cu_MMI_ME_mg_kg_0_01_sd,Ni_MMI_ME_mg_kg_0_005_sd,Zn_MMI_ME_mg_kg_0_02_sd,Pb_MMI_ME_mg_kg_0_01_sd,As_MMI_ME_mg_kg_0_01_sd,Co_MMI_ME_mg_kg_0_005_sd,Cr_MMI_ME_mg_kg_0_001_sd,Hg_MMI_ME_mg_kg_0_001_sd,Cu_ICP_MS_mg_kg_0_2_n,Ni_ICP_MS_mg_kg_0_5_n,Zn_ICP_MS_mg_kg_0_9_n,Pb_ICP_MS_mg_kg_0_1_n,As_ICP_MS_mg_kg_0_4_n,Co_ICP_MS_mg_kg_0_1_n,Cr_ICP_MS_mg_kg_0_5_n,Hg_AR_mg_kg_0_01_n
veillonella,24.31785149325489,1.9327365336134448,4.102696490971403,-1.1036440668348744,0.836227056955339,63869,5.492223773677078,75767,95.54121745907892,12098,214.4919561159656,20596,103.64615139034233,14668,31.12900506073773,14550,451.0017736373284,21843,11.59262603485214,41507,4.368906790147671,2083,0.3249701239058659,380,0.4846608194295366,14,87689,0.0354089795056869,0.0565116466706817,0.0429072115001366,0.0336704776671708,0.0549627000043103,0.02242292401569,9939,9939,9939,9939,9939,9939,9.108174505522392,13.027773319156385,28.61743605770507,7.730240444047093,3.4268951257292497,7.269030209474455,37.96042583010158,0.0207988793884401,1.1175489560102,1.3630126938311815,2.141905366686608,0.439852592296116,0.1527559817781462,0.249346450164946,0.131245242032153,0.0198298596397789,420.0,422.0,408.0,422.0,418.0,415.0,422.0,308.0
trueperella,13.838095473335777,2.2401926666666667,1.3662979018395307,-0.9152777056678252,0.5504093535974791,8859,5.063397144236983,9684,301.35564295381835,1350,252.5096236320931,3338,89.75556540154226,2089,51.20227952963403,1611,439.3287350268726,2967,21.28989928595903,2425,1.4470839009868786,284,0.143199413574111,56,0.0100747208398049,6,12794,0.0328737445246959,0.0609423052650132,0.0405475622324086,0.0321105243830801,0.0582084155582683,0.0218288704738206,1788,1788,1788,1788,1788,1788,8.774088195129679,8.743787963862644,28.742244956879937,9.207329467004996,5.666022101228771,7.082251024207804,27.664470440100292,0.0168897352819615,1.3697722124420888,0.8788128135674413,2.774715523537348,0.5070223002030835,0.0164171803158706,0.2072107129708608,0.087275413774226,,31.0,31.0,31.0,31.0,31.0,31.0,31.0,20.0
geoalkalibacter,7.051469722164258,3.828989,-0.4057770486816074,0.0581157374018082,0.8744803972166061,4858,8.10261520221995,7604,155.05497916110204,1740,116.37459709610414,2896,347.46808177889125,2482,29.789616067756853,1342,218.28807639608343,2801,19.32200442049453,2666,10.810627291488837,118,0.6778586440913893,107,,1,10083,0.0479597287029713,0.0547394625787958,0.0586505121105975,0.0498113842815329,0.0490820967705613,0.02284938322408,1852,1852,1852,1852,1852,1852,10.016004768687187,11.346416828149444,26.92615024595105,10.784111990115653,2.6032801679516253,5.883020142278078,37.77960075381268,0.0205213000400628,1.0521342126744624,1.3732468763295078,1.2722298269789738,0.6256749688669562,0.0097496125592222,0.4460909182084388,0.0676679053976592,,47.0,47.0,47.0,47.0,46.0,47.0,47.0,38.0
polaribacter,10.463088001580164,3.153944609375,0.4850402020927329,-0.3554575884106536,0.8966064639874964,20840,6.167016017278655,163648,37.24660974077125,48661,120.3021922208969,66946,60.18856495539389,87700,56.32368345929802,22890,232.18177933223632,61001,14.456016329984282,73996,14.911699225525537,929,0.2883567766519179,343,0.6105423013920742,172,174455,0.0367216862772589,0.0592227938040641,0.0474581078860666,0.0357996450432951,0.052374525015536,0.0229862539755424,10874,10874,10874,10874,10874,10874,10.641993351512872,14.412057000026197,33.96065342377852,9.798974620215064,3.673379815481688,6.745987211585218,42.049382332488,0.0212159336483064,1.00205385994833,1.5677604807401335,3.086019736175494,0.6288262452764352,0.1158814136719323,0.2354980911400729,0.1055458871793513,0.0233166970204174,1744.0,1747.0,1591.0,1749.0,1732.0,1602.0,1749.0,1246.0
haloferula,3.569342302441568,3.08180025,-1.3150051395260465,-0.3996576188970977,0.9110993651201996,162497,5.234827005359907,279242,113.08671239119866,76872,148.861525341039,86603,56.66074280487776,181659,31.701290458818328,114133,236.81483458207595,166301,13.888069051051716,93329,1.5565090524128549,77419,0.4397609590158401,544,0.8048406676795583,76,290547,0.0398204533336838,0.0595300034073525,0.0503498217216118,0.0395446316296259,0.0535104012427624,0.0241799936969556,10624,10624,10624,10624,10624,10624,9.3841545743564,12.159133433090084,27.51711815034592,10.176840675061127,4.196707937155593,6.373082862757202,40.58197360514391,0.017023187605081,1.3561470617864453,1.184446678667504,2.943557143707051,1.1040981789779185,0.2787400658666122,0.3054146121801809,0.0979801293266793,0.0531863301449321,513.0,513.0,496.0,513.0,512.0,497.0,513.0,328.0
crateriforma,4.786464385519861,7.10336425,-0.997198966881734,2.064197531292,0.1349992776238509,55890,2.7779340302928537,73513,17.21255066904254,30663,171.5181968407811,34475,101.6424879068866,29314,24.063258256240623,16098,398.04535892020505,34464,8.468948068020225,20808,4.749077313798528,55,0.4373618215929351,154,,1,77005,0.0432691616935198,0.0583642986573909,0.0578227993095382,0.0463848061361366,0.0509490294321916,0.0243747822910573,1505,1505,1505,1505,1505,1505,10.405084169605576,11.280708718391288,25.589385671725623,10.502073500972074,4.854123166104432,6.530304605024086,35.147622169133214,0.0136682736812794,0.7079201359750398,1.0195608399238891,2.1742389618124003,1.3907454205855485,0.0184083241160387,0.3086805406558764,0.0823864941262487,,75.0,75.0,73.0,75.0,75.0,73.0,75.0,43.0
nitrosococcus,6.520913846536813,3.527113,-0.5443119865907602,-0.1268318942456016,0.3276651819221812,103494,2.5598528216660457,105802,30.82152956202132,14113,129.5612997661955,10969,34.35239568210305,98754,19.01748071623405,92341,99.83291642028144,102169,11.617263489864763,18714,0.0335835121636897,83564,0.8681481683227594,75,0.0097590007294853,7,107628,0.0340793400698122,0.0482378809580362,0.0461145359162639,0.0350167914570905,0.044490694415739,0.0224045352924724,1530,1530,1530,1530,1530,1530,10.770590769371363,15.305471484671177,39.89208020856191,9.51581188995622,3.265897801843844,9.109607997902977,36.24904485494415,0.0192001703984648,0.5768554013948418,1.5048508478664335,2.725409411797879,0.6717214239523439,0.0374841463086702,0.2593526591949691,0.0807830080243171,0.0,110.0,112.0,101.0,112.0,111.0,105.0,112.0,79.0
tropicibacter,8.081831235200147,4.454436,-0.1367364541097361,0.4413026796263559,0.9725761764030344,2767,6.907251078519469,21789,38.30184698747963,7962,98.760574875775,14016,65.94416319303521,12486,23.528265045170265,2917,153.989302406284,13772,13.56482946809671,8208,1.6454350363650556,327,0.3258727845487617,275,0.049564033397146,14,23613,0.0380812372901322,0.0576235799581911,0.0521540841440098,0.0454640878416742,0.0498064869897854,0.0226245942181577,2734,2734,2734,2734,2734,2734,10.505000449999038,15.213098444854356,31.44226950243497,9.42306673245026,3.604040235752685,6.916057739340777,50.35656914414713,0.0189952843885041,0.8788732670840673,1.6573134451153122,2.412271002605016,0.6670563675725827,0.1475167457413476,0.2411648280670204,0.113329037854463,0.0323187252223846,853.0,853.0,769.0,853.0,850.0,786.0,853.0,636.0
zoogloea,8.365960579593748,4.303152,-0.0625466413267076,0.3486168831200195,0.7347993018140211,79207,5.847455943359303,102363,162.68375419594608,25892,205.68149065550529,48124,54.05787133772683,35780,46.39904799748806,26167,414.0750760394269,47273,15.904175158831316,49339,13.245825820507212,2866,0.2521621524637231,739,0.8213680461757253,37,117577,0.0300103031449812,0.0573289973807517,0.0356924315698634,0.0279166101177684,0.0547358424345967,0.0210839540791828,17335,17335,17335,17335,17335,17335,8.573690075152612,11.075295708522484,18.81943162468725,10.303953726473846,10.88367848845935,5.1039373925923615,44.618018598299415,0.0152866732765078,0.8225964241994617,1.3254360206004854,1.7630126675328597,0.7000256323556991,0.0988320415967961,0.2755787320147692,0.1111618029041193,0.019441747309888,954.0,956.0,942.0,956.0,955.0,946.0,956.0,875.0
afifella,10.508646364104868,3.9967088571428566,0.4969360743533849,0.1608711414710725,1.1043365954817284,17554,8.397714812802501,27837,81.32574229337246,5208,245.201379810706,12356,41.58289599397114,12015,76.61848599849894,11834,420.0079921364717,15046,10.41955387319166,11398,2.395929556457653,4355,0.2286902404646656,319,0.1513164223204657,85,30667,0.0376630226223299,0.0579520049347424,0.0498235683092522,0.0372557232843161,0.0522939373843236,0.0248707680631299,3659,3659,3659,3659,3659,3659,11.737877834901,15.301627045616012,39.41512484881461,18.1430985100912,11.447318455409905,6.799359861215833,82.05374496477206,0.1775376615499217,1.8324517302134216,0.8756465215046656,2.544267628278493,1.048866646009937,0.009964863644962,0.3388366401002736,0.1508708231846396,0.0005773502691896,433.0,435.0,421.0,436.0,415.0,423.0,436.0,298.0
dehalococcoides,12.816032196373564,1.404490853658537,1.0994240830438446,-1.427279557684216,0.496465485529568,3262,4.898737130123792,3768,97.1176623695816,831,162.6282936404613,1111,47.66925466623651,863,26.202655995712504,921,428.15143623786577,1047,36.8904164819156,977,1.790583721769122,201,0.1035622656045282,7,,0,4323,0.0293406076235379,0.0557384141419104,0.0310213698774254,0.0266935348977302,0.046471358534287,0.0221504694516546,634,634,634,634,634,634,10.36530537685965,10.573262925364569,25.023064915748787,3.2417820887763438,1.5074813431681338,6.554184414046749,35.54214399835778,0.0117851130197757,0.2682225444166343,1.2025021552302235,3.335736467075566,0.8081364021280346,0.0070710678118654,0.3414134020672169,0.0738338224212544,,10.0,10.0,10.0,10.0,9.0,10.0,10.0,10.0
chroococcidiopsis,5.743039532387714,7.13907675,-0.747424938048188,2.0860771848424906,0.8217401025043786,7169,4.658260952800796,8761,566.7557916810332,1570,242.3844550451873,6833,52.16483741238882,2310,43.84093926421312,2960,448.80123009448886,5670,16.250597358528918,4052,1.8729022374560256,336,0.5125359013858932,70,0.095,4,10464,0.0340720723531649,0.0540255307630044,0.0410688289111523,0.0296898555039533,0.0478088581790543,0.0209860054404023,1753,1753,1753,1753,1753,1753,10.369165412228403,11.71287437358012,28.612136427773763,8.531953674839977,4.195178638571164,7.827693073067815,33.23146533726038,0.0396762799183678,1.0077350365280318,1.2885426663035322,1.6944201413417554,0.7671261401366483,0.358351910772111,0.282549015489076,0.3473444117653476,0.0442854377871552,65.0,64.0,65.0,65.0,64.0,65.0,65.0,44.0
tindallia,9.466723520154304,2.0070302,0.2248766681275716,-1.0581272399105874,0.3897721382688222,6807,5.585058346567252,9833,251.7637114030692,3215,175.95724751727818,3414,334.8756134458973,4716,22.46157117596304,3413,413.2751642889404,3180,18.57260412132312,5332,1.9482290006072247,29,0.202413873170031,34,,0,10591,0.0623555809978481,0.0606932086572566,0.0704801877224252,0.0534991272627986,0.0499262233201039,0.0269502533970956,854,854,854,854,854,854,16.091690402192057,15.604913756036376,35.10976834633537,17.332126240020294,4.533118867475975,6.64981202741852,51.82023414330224,0.0057735026918962,0.253311402559511,0.6641453154242677,3.5740581509912044,2.085929049608352,0.0070710678118654,0.4538908642687872,0.0493853892023406,,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0
lederbergia,6.5744963529721785,5.1714988,-0.530320907530027,0.880619043307007,0.6624434125730239,44424,5.607290651008839,45171,172.37936812671077,5723,288.4768555961511,11327,80.09509557342875,7212,36.89508859612835,8797,541.1342876567267,12161,9.52024772693527,32474,7.10122214917137,1898,0.5953742653924005,354,0.1204332456868395,6,50570,0.0321801318075991,0.0552995100424576,0.0340638741531664,0.0280262190930148,0.0494614062543682,0.027156237038147,5217,5217,5217,5217,5217,5217,11.061561956264155,12.9175237726913,31.05249970184189,18.188034118485074,19.86069486125781,6.1581348296186285,62.33697555631125,0.0203757245687488,1.9814533668378695,0.8185100015730207,2.013082950185387,0.8520707880421745,0.0120428457295369,0.2660352382578397,0.1065871875444902,0.0,408.0,409.0,417.0,418.0,394.0,418.0,418.0,271.0
rothia,20.467399749115387,2.345192872,3.09729419914734,-0.8509481819597735,0.7644873787818576,279781,6.525942431078345,337105,133.53901866707233,38438,215.7447959161284,73994,152.16871248463315,67393,51.90877405169953,57354,437.97539724864174,78068,17.301295040332278,111332,5.70403057466692,14701,0.3766724993850039,2250,0.1086022377547759,124,364404,0.0362461571724504,0.0605147283130178,0.0461038468568244,0.0345937592088253,0.0529065031681776,0.0262250546035004,28184,28184,28184,28184,28184,28184,10.30215887894891,11.53870281101593,31.45369526454821,14.044345737084122,10.557447492693282,6.9849626171634345,34.11339053738391,0.0230728033521592,1.7400469347412693,1.0495352084127276,2.3852159164240443,0.8034838026564102,0.0932720614641831,0.2745764876810797,0.1124765545399803,0.0159505815765939,1083.0,1084.0,1054.0,1090.0,1025.0,1066.0,1090.0,696.0
gordonibacter,4.945796170374189,3.4372625588235297,-0.9555953961067524,-0.1818797493187544,0.6174738164908823,16618,5.113177336165499,17633,122.82812204178174,3824,75.30622505697832,8271,30.010592764723963,4539,21.970256887919696,1695,124.99694124405724,7611,10.014878729581596,12025,15.870547271301543,61,0.1479358187172728,45,,1,20106,0.037209927982784,0.0552950092843537,0.0400254736469723,0.0340288739738815,0.0580206220741611,0.0193937743133521,1787,1787,1787,1787,1787,1787,8.930209473631502,12.650472847954584,32.30020110657863,6.3646610057028274,4.061163382898903,6.978243833920517,33.889099792496154,0.015,0.8677761694273407,1.3118795214552132,1.58999346194868,0.3162332181726994,0.0137740088630036,0.1610364383090884,0.0610604845080808,0.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,49.0
glaesserella,9.72065079132786,2.2632229541284405,0.2911803325698266,-0.901167948276664,0.695394779894642,2821,5.176110364041192,2917,45.543154519970976,599,85.8827286687186,1316,32.22738262769612,620,18.577365617013363,1357,144.45495014466883,1325,17.006401814770364,1242,5.754917814040152,16,0.0992356751941744,21,,0,4026,0.0425629446663287,0.0549149425837287,0.0464913795615728,0.0421046443044312,0.0495278907457628,0.0282126358661677,601,601,601,601,601,601,11.007328997838972,10.3605159942286,34.52378648603501,11.719627909337964,4.567598749160584,11.454109524533106,28.67454663983373,0.0129241234531772,0.4488981881600029,0.9141344540055364,2.752417119551468,0.1759533555614479,0.0033333333333333,0.3239606907738447,0.0507893935777933,,16.0,16.0,16.0,16.0,16.0,16.0,16.0,14.0
ottowia,15.512174188941408,3.1588092941176478,1.803421306885587,-0.3524771861200974,0.6583800558280918,241814,5.360669516524288,309853,123.02597241982733,54521,177.81443501655255,110682,84.99460269931703,64785,30.48125442470704,54943,417.3978055107256,94822,13.1651734810709,103127,20.59955161141397,4852,0.2525527614652052,1349,0.0680712391656725,128,330098,0.0341787499196969,0.0609973123027594,0.0392509632521786,0.0311781179847859,0.0542765195922204,0.0226883302772057,21520,21520,21520,21520,21520,21520,9.139767632999703,12.803756075592814,29.840183144293125,11.38904535702185,3.759052825227441,6.8818163373223165,42.26691686785849,0.0203398539010897,1.50933758313233,1.284841026137482,1.985408241793386,0.7115994933418188,0.0930453080449035,0.3069425720769627,0.1024355297502648,0.0187406061124051,918.0,920.0,922.0,941.0,921.0,926.0,941.0,739.0
desulfonatronospira,9.743684695634164,2.3605033125,0.297194780151065,-0.8415680732066644,0.5904431079141366,84,5.020101237848747,236,26.566258559421467,88,43.01109363372115,109,58.30874004154581,93,15.77310759186427,19,115.05598525874436,97,20.28832582975123,86,,0,,1,,0,329,0.0855124982848001,0.0554209476465678,0.0738731082236716,0.0594000869821659,0.0487206215834774,0.026946789258419,91,91,91,91,91,91,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
quisquiliibacterium,7.3979579965422895,4.1903455,-0.3153045201841262,0.2795047476424278,0.938524064069568,241671,4.471606308061123,359450,159.38819056192065,94486,182.3696776331694,151337,43.07480104085834,125659,36.81594800866527,85068,318.2533143250166,175659,13.349595184835266,134985,6.528696184234651,26288,0.3013671691146626,1365,0.2591843072781913,90,382391,0.0339409860006454,0.0555776948270485,0.0395799063906669,0.0310046583670524,0.0536954275176674,0.0234122509549853,28086,28086,28086,28086,28086,28086,8.680616006091055,13.253137761091256,27.637449730159155,7.86697013373879,4.096054829945119,6.982644183086152,44.62481697971507,0.1397429961288417,1.0972484839060066,1.3556085300154754,1.9653923594164655,0.855436383087843,0.1232317410366458,0.2869059747305111,0.1054584883790619,0.0255807905915872,1200.0,1202.0,1196.0,1208.0,1185.0,1202.0,1208.0,953.0
pleomorphomonas,8.482286245093594,4.8336025,-0.0321725194150355,0.6736031810740942,0.6418839195906979,83649,4.903161568968726,94752,110.53179748173396,20765,210.56016509913871,36929,54.40321738269396,23293,28.19666310732078,26034,426.215066388679,35899,16.957314942016495,32452,9.085885531375126,2759,0.5394395157369963,966,0.0396796148238171,134,106763,0.0338838959139168,0.0549156469689934,0.0434675839875799,0.0306354937647529,0.0540321412730254,0.0237016022302137,10895,10895,10895,10895,10895,10895,11.791660936993,13.965910396834476,31.93460928930108,18.33725219957523,20.943395300520223,6.897944080543389,61.76636608430798,0.1168381299094413,1.7846276561000227,1.0822375630088854,2.059082631905772,0.9407744414727948,0.0156037927070938,0.317483829012587,0.125681263676398,0.0005008703226778,985.0,988.0,968.0,988.0,952.0,975.0,988.0,697.0
cryptobacterium,9.105545960405834,1.5375245,0.1305685789847257,-1.345775039868051,0.9394333637469436,1555,4.477505586951384,1567,97.85769476938768,115,64.13178087853908,161,259.1113411838974,127,48.24818480271925,133,102.17727427713928,145,11.418632594699496,140,2.8692537964249314,3,,0,,0,1675,0.0309575933600285,0.0479186945377641,0.0278448783201411,0.021136604262839,0.0484990689750433,0.0223575981677953,217,217,217,217,217,217,8.768124086713188,38.18376618407357,28.21356056934324,11.667261889578034,2.121320343559643,15.273506473629428,77.28677118368964,,0.3323401871576772,2.5809397513308983,0.8485281374238571,,,0.4864894654563447,0.0353553390593273,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0
microbacterium,16.144025088226364,3.406833159600997,1.9684056735119395,-0.2005226534206401,0.9781832467375708,740211,4.10376227954584,798448,81.89723571711193,80720,166.4851431258442,142424,69.73456019896629,224741,31.23064687083286,205739,232.099374216728,259956,16.233484858534165,186222,3.773616057922408,120638,0.4171720921495138,2670,0.6911051989265368,189,841949,0.0340769395096355,0.0594175192980522,0.0409619123978968,0.0304260827511203,0.0528267489124305,0.025787071417514,45513,45513,45513,45513,45513,45513,10.183284195553789,13.524517340539743,31.580980109354822,14.419281168889146,13.859512759350942,7.037330757388852,46.12873845742328,0.139571395675335,1.6083763569572112,1.1964076648646296,2.210675584535758,0.7364749105781617,0.1904636172133637,0.2695457078726905,0.1150002374037307,0.0346072248540563,2048.0,2057.0,2046.0,2070.0,1982.0,2056.0,2070.0,1454.0
bulleidia,16.267937162061738,2.1514713052631578,2.000760703855684,-0.9696338176744532,0.941497599454433,1484,5.538239546207748,1600,28.016557153420724,483,70.09582515175826,577,31.166409427195028,491,32.56599004221898,419,107.1169211379834,377,25.684216341388257,435,,0,0.0,3,,0,1741,0.0341955360634504,0.046807022402768,0.0412417394611768,0.0277068332089021,0.0495113483678303,0.0235508683645506,168,168,168,168,168,168,5.95727846140053,7.053308916151815,20.518203300159268,2.8329651721591405,1.8518009252256755,5.48270006474912,18.43102004773474,0.0141421356237309,3.693119729081814,0.6224987282450195,1.5830850682554407,0.6690976510694583,0.0,0.061304567529671,0.1732019534146964,,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0
streptosporangium,4.094240098802063,9.525577166666666,-1.1779475986186798,3.548192755434577,0.8424261494943676,460373,5.08531086764719,494245,161.1263074765605,87437,199.59054841934469,177610,114.03189474444429,95238,35.79343928680981,81778,335.628727713718,174765,15.518025703123005,145688,7.925725527961079,10288,0.267065279167863,2575,2.83655212649073,247,545054,0.0331515011828242,0.0585489408352851,0.038000069895781,0.0293674240254984,0.0521989152131244,0.0267240775835632,55771,55771,55771,55771,55771,55771,11.143530702737182,13.757006835669554,33.41574265465724,15.973816251735805,16.10093986797297,7.379970112595101,53.97583745664162,0.1568594781470433,1.8447314364418197,1.028153422165981,2.218742810059388,0.8602837110976459,0.1122710290275495,0.307850448020819,0.1148588377648912,0.0249329923250337,2117.0,2119.0,2177.0,2191.0,2063.0,2187.0,2191.0,1527.0
hippea,10.884276956473975,1.6537616666666668,0.5950180355211729,-1.2745610689514983,0.8142383723358455,126,6.586176788806433,218,473.33537775322816,69,82.61469259689407,83,43.06683479866975,67,32.25359634075874,64,156.5951244733918,80,11.763714014226444,55,,1,0.0290509215681025,14,,0,247,0.0249081410539545,0.0653045239465719,0.0313532512413942,0.0184649312660018,0.0546354798604732,0.027781215774662,60,60,60,60,60,60,16.08035723760168,9.709537121362228,50.42650207094589,20.6208308917625,3.9616014078003503,7.8426469454586,38.34640501765163,0.027588242262078,1.8370495668628843,0.9499801167509888,2.949556652184264,0.9528926720488748,0.0057735026918962,0.7059553338089694,0.0422800189214716,,10.0,10.0,10.0,10.0,8.0,10.0,10.0,10.0
coraliomargarita,9.748729073583409,1.948972,0.2985119318745517,-1.0936972308595587,0.3363287469550935,83091,5.990163176148424,170715,48.53395912783041,56954,178.62270674239207,71310,162.6359073526195,66775,27.09013145191461,30518,389.2810115407985,70220,16.46935705053706,51196,9.921481663202924,629,0.5236799587720432,416,0.9859395840579483,75,182266,0.0443632082718564,0.059292549667975,0.0592019799832379,0.0489810293098759,0.0519922676563938,0.0236607754894479,10619,10619,10619,10619,10619,10619,11.442583136148722,13.672983095994589,34.30567804071184,11.401254649675428,8.698141682619735,6.776582136549127,35.403940658179046,0.0225031890011928,1.0275519817058367,1.4648817808301178,2.982189350920397,0.875488113241847,0.1603728929315241,0.2439435500504252,0.0970526437114813,0.029359228288807,1666.0,1671.0,1504.0,1672.0,1659.0,1531.0,1672.0,1125.0
desulfosporosinus,10.00347842040448,4.198539571428572,0.3650302508028231,0.2845249350845036,0.6386854608128174,15869,7.670451531987239,17821,176.08017032960848,2589,221.34527214865568,5820,56.13797991848002,3095,32.23791411295206,4064,385.8211552883926,5410,16.563569208871424,9296,22.03797537376381,353,0.7350295827906296,204,0.1304080135574497,9,21408,0.0328548201171028,0.0577528043041623,0.0380073410125787,0.0296918911357652,0.0520858723024466,0.0241227226855582,3099,3099,3099,3099,3099,3099,13.483081436872585,11.427666419515214,38.39786165040516,24.529593500048623,27.96875694807775,6.380937587376687,35.73788267640728,0.2200784952382163,2.021750600380879,0.9285329988010076,2.7413112699143043,1.2341739707857964,0.0097496125592222,0.3383309323046671,0.1015192115768942,0.0,266.0,266.0,264.0,266.0,264.0,265.0,266.0,192.0
roseibium,9.246333114853286,6.272756916666667,0.1673299091211949,1.5553168679435696,0.9492698705667716,3261,6.86031519315224,9883,60.84138759183888,2220,119.18534697449272,6391,60.30663947222091,3967,24.287873584753516,2310,167.99296902746158,6305,16.20930576768114,4304,3.6171254011809855,286,0.3713967472175658,279,,1,11419,0.0460075700887802,0.0582558307384211,0.0585984451911683,0.0523660665886346,0.0485408132654106,0.0235449245920343,2258,2258,2258,2258,2258,2258,10.249527890428553,12.72770234559869,31.257728963167867,9.130107522377036,4.59832448733811,6.938579673598684,34.270349781639574,0.0204407983565321,1.3868482912468527,1.4309945248895837,2.8221916364843995,0.7829896552905902,0.2820008204230943,0.2307224335721121,0.1034370892394278,0.0577350269189625,181.0,181.0,163.0,181.0,181.0,167.0,181.0,108.0
rhodopseudomonas,8.596189741139725,5.35120808,-0.0024308569865025,0.9907198983635906,0.9639477618411484,852734,6.120427975622715,943982,143.6472625041441,175538,205.7558760032605,301137,95.5165970766142,287059,35.15855174015605,227151,335.0729145434561,380871,14.32402934685556,303313,5.197011250166548,96528,0.2581580932586422,6693,1.6638357220879954,594,1037864,0.0341732899873242,0.0597292299607268,0.0422782099244281,0.031109816816821,0.0526175831907375,0.0252433653756323,92396,92396,92396,92396,92396,92396,11.048556833522031,14.038486297027944,33.220549352566195,15.430622133552362,14.978797367651875,7.081410321621303,53.78764582410533,0.144973652029689,1.7989236071389636,1.166005032591058,2.4053560554955498,0.8171277549600441,0.0599420673440018,0.3082052093194748,0.1163705958198164,0.0126757825457868,4943.0,4955.0,4919.0,5028.0,4841.0,4951.0,5028.0,3585.0
geopsychrobacter,7.255027300194577,3.1702155,-0.3526255565790685,-0.3454890493883802,0.5525407339609372,11082,5.883360346866965,86279,34.66693688630948,21301,104.84248472307584,27308,74.9677966719332,46091,54.13526612434408,21892,211.05931097617827,23805,12.459249627079178,53873,25.774577239073103,129,0.308765229029243,76,0.9992997548283498,25,90108,0.0351590670154719,0.0610612939286227,0.0503585199916252,0.0360687074200252,0.0499134113239523,0.0195019415938895,3868,3868,3868,3868,3868,3868,9.04348238305381,11.153569445054584,25.318962606221326,8.486525327112929,4.894130783188997,6.766217878605187,35.41748962346431,0.0176487286381545,0.5985739633982049,1.3265363286616234,2.4224485113948546,1.1636209663596986,0.2091245372985042,0.3231849781971789,0.0756420843757076,,293.0,293.0,293.0,293.0,292.0,293.0,293.0,206.0
laceyella,7.409952588900351,3.37384075,-0.3121725784153077,-0.2207358138509021,0.9458262138332704,78658,5.909581239490895,87002,190.6581575771604,14384,194.7044384860404,31190,65.63814736143678,20451,37.25313495015416,28631,289.4853799140892,38575,15.3654913251926,45811,2.1385726313118973,9262,0.1084277573161447,575,0.1780444275505925,44,95025,0.0320057593066679,0.0538647867261971,0.0360538239574268,0.0284872704937442,0.0527419807014413,0.023671419572371,8559,8559,8559,8559,8559,8559,8.860379301821723,12.80964930526416,31.38346965516681,10.07324682865328,2.767520705301292,8.193006359670443,32.75259040586826,0.244859201353842,1.2895607480500029,1.0163587587701766,2.5189239115672564,0.5351538814625431,0.0171162797642195,0.3057410713952622,0.0865178861086523,0.0004082482904638,211.0,211.0,213.0,216.0,200.0,214.0,216.0,155.0
psychrobacillus,8.699801987180361,4.023080071428572,0.0246236281888661,0.1770277542054712,0.8317278758357529,265527,6.26637357703333,285026,101.68062511575766,50777,196.83219397594337,79713,120.4257729242084,67742,39.02444792066343,55197,347.1152332921878,84054,15.47716523079719,109069,5.297305185332582,10980,0.205484492786404,2705,1.315058128742988,232,310905,0.0356342136715535,0.0629155521802299,0.0422668441327256,0.0325257826861945,0.053035697684762,0.0261339217948988,32375,32375,32375,32375,32375,32375,11.097598281362828,12.552033583644388,33.59125486594009,16.905039273627466,16.772407975171113,6.951728286287128,47.85845304262179,0.137943723305137,1.9087988906674864,0.9660448164385348,2.286577996677139,0.9090994447571892,0.0127206865440494,0.2912064906760263,0.1012178141800395,0.0001924500897298,2208.0,2215.0,2204.0,2234.0,2106.0,2217.0,2234.0,1490.0
