genus_lower,phylum,kingdom,n_samples,median_temp_range_C,median_soil_ph,median_soil_moisture,env_gradient_breadth,ko_per_mb_primary,mean_genome_mb,ko_per_mb_z,genome_mb_z,mean_levins_B_std
hylemonella,Proteobacteria,Bacteria,1491,99.0,65.0,334.0929870605469,0.3391649528506675,11.778591883379471,2.801693133333333,0.753706890935667,-0.6220902735602916,0.6396194838178585
jonesia,Actinobacteria,Bacteria,528,57.0,56.0,309.7279968261719,0.8253949627275815,11.94535299637981,2.678866,0.7963288172382701,-0.6965118235909664,0.2057291464099264
lamprocystis,Proteobacteria,Bacteria,1365,73.0,64.0,231.01600646972656,0.356693957068988,4.91821320164672,6.709753857142857,-0.999714811042105,1.745822489579777,0.1660161162767292
lautropia,Proteobacteria,Bacteria,23408,91.0,62.0,283.8729858398437,0.21034728235903447,13.096353895888129,3.2833566000000003,1.0905093646718529,-0.3302480656565944,0.3135512945171012
leuconostoc,Firmicutes,Bacteria,1221,63.0,57.0,335.697998046875,0.7713827169826941,17.34049830213647,1.903059498349835,2.1752563230371034,-1.1665767091728234,0.1366239588258045
lutibacter,Bacteroidetes,Bacteria,5945,63.0,63.0,353.89898681640625,0.5336165344813809,6.433583577160507,2.953253,-0.6124062634782305,-0.5302594223983945,0.0268978230451219
mariniflexile,Bacteroidetes,Bacteria,2394,163.0,83.0,80.5999984741211,2.5686160298453236,5.724650212967892,3.6683464,-0.7936002184622839,-0.09698089671401351,0.2025170872214462
marinobacterium,Proteobacteria,Bacteria,7413,69.0,66.0,273.6789855957031,0.364025290646332,14.575055263946007,2.950246103448276,1.468445800804856,-0.5320813154613377,0.118406696403228
parasutterella,Proteobacteria,Bacteria,3351,122.0,55.0,356.5710144042969,1.1204624390741047,13.339050482948736,2.4739392089552243,1.1525393899066294,-0.8206779505571945,0.2230774212918617
polycyclovorans,Proteobacteria,Bacteria,747,91.0,65.0,283.8729858398437,0.14201018036692328,8.230613487742506,2.7944454,-0.15310927850162218,-0.6264817099981334,0.1354060142887634
pseudidiomarina,Proteobacteria,Bacteria,3649,57.0,55.0,416.53900146484375,1.1824718891603305,10.311742151741234,2.618374238095238,0.3787995757107389,-0.7331640726735982,0.1763679391284404
roseovarius,Proteobacteria,Bacteria,8786,61.0,69.0,347.3320007324219,0.7151635189689701,13.703572398000912,3.940578298245614,1.2457063514332414,0.06796571797452944,0.1039933091213772
ruegeria,Proteobacteria,Bacteria,1867,77.0,66.0,178.0070037841797,0.5329551080497513,10.46185239656228,4.301341511450382,0.4171657611895762,0.2865538816165406,0.0387840387466043
sphingobium,Proteobacteria,Bacteria,24992,99.0,65.0,248.1009979248047,0.3529517797501424,10.021840160970756,4.4901933454545455,0.3047044760601863,0.4009801149031509,0.479771604083453
sulfurisoma,Proteobacteria,Bacteria,2664,79.0,63.0,283.8729858398437,0.17166166728019325,8.109308285734397,3.082877,-0.1841132774980878,-0.45171961820874307,0.1936457737480075
turicibacter,Firmicutes,Bacteria,4950,53.0,57.0,388.6099853515625,1.0587489499263214,7.298550604292201,2.603256595744681,-0.3913321759928963,-0.7423239247844875,0.5104327277354656
advenella,Proteobacteria,Bacteria,1709,64.0,70.0,353.89898681640625,0.7422011176538174,9.749526758648186,3.6924869166666663,0.23510478608342245,-0.08235404171773968,0.4449243582286812
citricoccus,Actinobacteria,Bacteria,1108,72.0,66.0,277.4840087890625,0.3126934447068146,9.071652446851456,3.307005,0.06184911250340019,-0.3159193865123114,0.4088685772922755
cocleimonas,Proteobacteria,Bacteria,4486,63.0,63.0,284.6809997558594,0.38444852705629406,7.678440091987713,2.7349305,-0.2942374669424788,-0.6625420737607598,0.0473166534328528
cytophaga,Bacteroidetes,Bacteria,5521,116.0,63.0,280.3710021972656,0.5082016428470509,5.221933300472993,4.404499,-0.9220879864432168,0.3490574993986121,0.5437912605697192
flexilinea,Chloroflexi,Bacteria,3102,53.0,57.0,388.6099853515625,1.0587489499263214,11.249190008099818,3.111335125,0.6183988007780814,-0.4344767035856436,0.0641127409424356
gemmobacter,Proteobacteria,Bacteria,1058,74.0,57.0,309.7279968261719,0.5484333588358187,11.393593746831158,4.388431,0.6553064790688529,0.33932182102331604,0.2604814386818739
lancefieldella,Actinobacteria,Bacteria,463,79.0,59.0,277.4840087890625,0.383703604330731,23.0336992269563,1.345854163265306,3.6303628876178324,-1.5041900979817486,0.241777305118985
litoribacter,Bacteroidetes,Bacteria,494,99.0,74.0,235.2030029296875,0.8257770389845068,5.466194498370301,4.2076805,-0.8596580674527899,0.22980422492088456,0.4007630990827013
marinimicrobium,Proteobacteria,Bacteria,1690,152.0,69.0,237.27099609375,1.2904198799878677,10.284968523776843,3.7919416,0.3719565918914283,-0.02209397140094778,0.3017373960898321
mediterraneibacter,Firmicutes,Bacteria,7614,122.0,55.0,356.5710144042969,1.1204624390741047,10.349242442590612,2.8021374666666667,0.3883841521395681,-0.6218210498594726,0.1217458088798027
micrococcus,Actinobacteria,Bacteria,17293,91.0,65.0,277.4840087890625,0.16047424356545828,15.636982914837432,2.4940872681388013,1.73986040856715,-0.8084701447258698,0.2772391363815261
mycobacterium,Actinobacteria,Bacteria,9992,80.0,59.0,402.5469970703125,0.6392194097477605,15.17575065399532,4.678516510898776,1.6219755667338178,0.51508602537008,0.4555625266464975
nitrosospira,Proteobacteria,Bacteria,15999,79.0,59.0,277.4840087890625,0.383703604330731,10.715111042548724,3.266415052631579,0.4818953084474509,-0.34051303057810217,0.2600816195809464
rhodobacter,Proteobacteria,Bacteria,10845,57.0,60.0,353.89898681640625,0.7594706935511226,11.419846438254469,3.765374625,0.6620163184250285,-0.0381910291557721,0.259864690990559
schnuerera,Firmicutes,Bacteria,1040,76.0,59.0,346.6440124511719,0.531440990829607,8.557930134643183,3.1549685,-0.06945148951944256,-0.40803903210016546,0.2606916816250539
sulfitobacter,Proteobacteria,Bacteria,4833,57.0,60.0,363.1029968261719,0.786070166541792,13.048630808410248,3.908456047904192,1.0783119771585497,0.048502692208110744,0.0324145576319462
undibacterium,Proteobacteria,Bacteria,5999,91.0,59.0,283.8729858398437,0.3555306877480366,7.974801125181294,3.887244272727273,-0.2184915218088887,0.03565037574734645,0.3858622846581956
aerococcus,Firmicutes,Bacteria,10221,99.0,59.0,350.82598876953125,0.6010436243948694,21.000211617517067,1.9999798461538465,3.1106304543940317,-1.1078522049257704,0.1114528208175875
akkermansia,Verrucomicrobia,Bacteria,1449,76.0,61.0,346.6440124511719,0.4346520539036057,18.680073567721983,2.8372479266666666,2.5176339746330094,-0.600547453508422,0.1720260721796463
eggerthella,Actinobacteria,Bacteria,36,63.0,70.0,353.89898681640625,0.7556462432672738,4.600296741593661,3.478036504761905,-1.080970037077556,-0.21229057630539383,0.2405084951195732
ethanoligenens,Firmicutes,Bacteria,2192,72.0,59.0,632.9990234375,1.4127838679866358,6.621483429472858,3.0204712,-0.5643815560783063,-0.4895315921664868,0.272793268175793
floricoccus,Firmicutes,Bacteria,355,61.0,56.0,309.7279968261719,0.7716144602737551,8.553407356738148,2.1044245,-0.07060745150052516,-1.0445686875082179,0.007182375408225
lentimicrobium,Bacteroidetes,Bacteria,11470,57.0,62.0,371.6130065917969,0.7138750506428103,7.897228625558433,3.798801,-0.23831802273915995,-0.01793782799495421,0.201802736682595
leptolinea,Chloroflexi,Bacteria,3378,78.0,55.0,416.53900146484375,0.9001242512777421,7.064955412006652,3.53859275,-0.45103600556746143,-0.1755992564613797,0.2129675117723479
maritalea,Proteobacteria,Bacteria,627,69.0,66.0,178.0070037841797,0.6405161129574041,10.216935924348284,3.621438,0.3545683627842464,-0.12540292157707786,0.1067665535518025
methylotenera,Proteobacteria,Bacteria,52919,75.0,63.0,283.8729858398437,0.22544216973401962,20.35909164532104,1.5717793582089552,2.9467687020080877,-1.3673009372369553,0.2497309122842347
paeniglutamicibacter,Actinobacteria,Bacteria,861,69.0,60.0,353.89898681640625,0.5981291861896435,7.684869960214653,4.424277857142857,-0.29259407799661874,0.3610416039401712,0.4665071623286808
polaromonas,Proteobacteria,Bacteria,14829,91.0,59.0,283.8729858398437,0.3555306877480366,11.116891219209752,3.7780346296296297,0.5845849869425706,-0.030520271544132428,0.2816091839454802
propioniciclava,Actinobacteria,Bacteria,1269,78.0,62.0,280.3710021972656,0.2436219499712529,6.712999791225707,2.979294,-0.5409911891280427,-0.5144810554223508,0.0956096118888646
rathayibacter,Actinobacteria,Bacteria,10618,79.0,59.0,277.4840087890625,0.383703604330731,8.430745057583309,3.321177405882353,-0.10195830650875953,-0.30733225771751826,0.4872805529200331
roseivirga,Bacteroidetes,Bacteria,4800,57.0,55.0,457.7330017089844,1.3015220309690694,6.032091450366925,4.1444995,-0.7150223202518298,0.19152255355982187,0.0596422181929121
thalassococcus,Proteobacteria,Bacteria,1474,69.0,72.0,117.16300201416016,1.106721322434313,8.885259289505921,3.8265625,0.014209496331764831,-0.0011170018052747265,0.0236784611584742
cellulophaga,Bacteroidetes,Bacteria,639,57.0,55.0,457.7330017089844,1.3015220309690694,5.252438473107001,4.3789185,-0.9142912693521511,0.3335581515843693,0.0620912475969461
extensimonas,Proteobacteria,Bacteria,132,91.0,63.0,283.8729858398437,0.16195281389603378,8.474029245025719,3.1862056666666665,-0.0908954429067716,-0.389112282783376,0.2480456175991592
fischerella,Cyanobacteria,Bacteria,247,57.0,57.0,365.4580078125,0.9380595240165807,7.727468934273149,5.56456458974359,-0.281706345837599,1.051946812069215,0.1600367462588136
geoalkalibacter,Proteobacteria,Bacteria,961,97.0,67.0,152.25900268554688,0.6998326244248948,7.051469722164258,3.828989,-0.45448276883415367,0.0003532261993091531,0.3543103122419314
gulosibacter,Actinobacteria,Bacteria,5945,79.0,64.0,277.4840087890625,0.14173126201572753,16.13527025623736,2.293113125,1.8672160369900934,-0.9302413433411297,0.3228445574843577
halobacillus,Firmicutes,Bacteria,928,91.0,74.0,162.90899658203125,0.9271448017760903,9.735539929041364,3.9032247083333336,0.23152993814685466,0.04533299843577856,0.3271256113608173
peribacillus,Firmicutes,Bacteria,3675,91.0,66.0,277.65399169921875,0.2083774635592831,8.793202906324318,5.572485989690722,-0.009318892925522623,1.0567464263440072,0.4400790400931588
rhodoblastus,Proteobacteria,Bacteria,714,80.0,57.0,558.260986328125,1.186019814190413,9.511457426127755,4.731136142857142,0.17425742567047633,0.5469685131080115,0.5750626298841353
rhodonellum,Bacteroidetes,Bacteria,694,116.0,83.0,80.5999984741211,1.9366951260128633,3.280711999416419,5.181802,-1.4182383763156339,0.8200291205183797,0.3590460995653083
runella,Bacteroidetes,Bacteria,2953,82.0,63.0,283.8729858398437,0.13132629043982344,2.982900405058936,7.040127777777778,-1.4943550656228077,1.945997634892637,0.1931968370937106
trueperella,Actinobacteria,Bacteria,1016,69.0,61.0,309.7279968261719,0.42208111305109886,13.838095473335777,2.2401926666666667,1.2800886633509514,-0.9623061032245358,0.05858466969363
turneriella,Spirochaetes,Bacteria,2539,80.0,57.0,549.9719848632812,1.1620647043687382,4.690170427216517,4.0510255,-1.057999516335392,0.134886208000176,0.5542307203605537
veillonella,Firmicutes,Bacteria,6503,79.0,65.0,277.4840087890625,0.17018309694961772,24.31785149325489,1.9327365336134448,3.9585751564780653,-1.1485952509665243,0.1526102860278374
wenyingzhuangia,Bacteroidetes,Bacteria,799,65.0,63.0,216.41900634765625,0.5548345769225161,6.779587893505001,3.245035,-0.5239721543128188,-0.3534673071568889,0.0401430822651644
afifella,Proteobacteria,Bacteria,54,152.0,55.0,457.7330017089844,1.8161730765097175,10.508646364104868,3.9967088571428566,0.4291256779838621,0.1019754932078593,0.3485948735089769
caecibacter,Firmicutes,Bacteria,479,122.0,55.0,356.5710144042969,1.1204624390741047,8.535392366555477,2.343184606060606,-0.07521184379614601,-0.8999027924710298,0.1609930868061017
chroococcidiopsis,Cyanobacteria,Bacteria,495,74.0,65.0,267.57501220703125,0.2660456003211126,5.743039532387714,7.13907675,-0.7889001525838253,2.005951292418254,0.2490858263623661
commensalibacter,Proteobacteria,Bacteria,516,79.0,59.0,277.4840087890625,0.383703604330731,10.40950662709378,2.017386678571429,0.40378687753739684,-1.0973053215581918,0.1602229566998221
coraliomargarita,Verrucomicrobia,Bacteria,11812,61.0,69.0,347.3320007324219,0.7151635189689701,9.748729073583409,1.948972,0.2349009083721749,-1.1387581039032666,0.0845390396146673
crateriforma,Planctomycetes,Bacteria,1055,61.0,69.0,347.3320007324219,0.7151635189689701,4.786464385519861,7.10336425,-1.0333880591416351,1.9843129171395797,0.1553426079927388
desulfosporosinus,Firmicutes,Bacteria,1881,80.0,57.0,448.1780090332031,0.8678813964592359,10.00347842040448,4.198539571428572,0.3000114589705143,0.22426569239518288,0.1519436066279177
desulfurivibrio,Proteobacteria,Bacteria,269,104.0,68.0,176.44400024414062,0.7724486338820835,9.798971380198727,1.8369275,0.24774217484793024,-1.2066464046078231,0.1403044897596554
glaesserella,Proteobacteria,Bacteria,112,90.0,72.0,323.8489990234375,0.5273151051808677,9.72065079132786,2.2632229541284405,0.2277244722386665,-0.948351941435985,0.0472108100376566
gordonibacter,Actinobacteria,Bacteria,163,56.0,57.0,365.6669921875,0.9521086118413328,4.945796170374189,3.4372625588235297,-0.9926649704698202,-0.23699570598847292,0.1566413072036978
haloferula,Verrucomicrobia,Bacteria,5186,61.0,69.0,347.3320007324219,0.7151635189689701,3.569342302441568,3.08180025,-1.3444683031678801,-0.45237202620541955,0.1916736466178843
hippea,Proteobacteria,Bacteria,36,83.0,58.0,437.25201416015625,0.7475755636011535,10.884276956473975,1.6537616666666668,0.5251318699365787,-1.3176274627778717,0.1309519938803399
laceyella,Firmicutes,Bacteria,208,67.0,55.0,486.0010070800781,1.2487649542813655,7.409952588900351,3.37384075,-0.3628593078733207,-0.2754232845723274,0.2958470878148797
lacinutrix,Bacteroidetes,Bacteria,1629,57.0,55.0,432.3789978027344,1.2282492790496267,6.787487718889409,3.09392825,-0.5219530638349507,-0.4450236127541137,0.032600259119758
lederbergia,Firmicutes,Bacteria,1184,80.0,59.0,470.0069885253906,0.8341779352987161,6.5744963529721785,5.1714988,-0.5763908289582651,0.8137863621516667,0.239060080756001
microbacterium,Actinobacteria,Bacteria,3378,80.0,60.0,277.4840087890625,0.32186401025427375,16.144025088226364,3.406833159600997,1.8694536558036972,-0.2554330251311197,0.3231795495852764
nitrosococcus,Proteobacteria,Bacteria,896,163.0,83.0,80.5999984741211,2.5686160298453236,6.520913846536813,3.527113,-0.5900858061583287,-0.18255489212411302,0.2545549669779844
ottowia,Proteobacteria,Bacteria,16759,91.0,63.0,280.3710021972656,0.17207350251063616,15.512174188941408,3.1588092941176478,1.7079609553831738,-0.4057118764967831,0.3099448960471577
pleomorphomonas,Proteobacteria,Bacteria,2944,116.0,63.0,280.3710021972656,0.5082016428470509,8.482286245093594,4.8336025,-0.08878506332221676,0.6090533710511927,0.2264476775526691
polaribacter,Bacteroidetes,Bacteria,6766,57.0,60.0,374.2590026855469,0.8183108829496778,10.463088001580164,3.153944609375,0.4174815654263306,-0.4086594123476437,0.0326699440124849
pseudobacteriovorax,Proteobacteria,Bacteria,6526,84.0,64.0,274.7470092773437,0.08241552806092323,3.849742355992825,7.273214,-1.2728017725080412,2.0872256964602403,0.0811294217188896
quisquiliibacterium,Proteobacteria,Bacteria,23682,91.0,66.0,283.8729858398437,0.19040464882992394,7.3979579965422895,4.1903455,-0.36592496642115035,0.21930086516013333,0.3238073296509128
rhodopseudomonas,Proteobacteria,Bacteria,51820,91.0,64.0,260.2439880371094,0.18184585144221266,8.596189741139725,5.35120808,-0.05967284209305553,0.922673078055074,0.5161550741313182
roseibium,Proteobacteria,Bacteria,488,83.0,63.0,136.30599975585938,0.5443478957937082,9.246333114853286,6.272756916666667,0.10649517191203663,1.481043944430138,0.1051064633979658
rothia,Actinobacteria,Bacteria,2822,79.0,59.0,277.4840087890625,0.383703604330731,20.467399749115387,2.345192872,2.9744508152708358,-0.8986859744925632,0.2038119406592938
streptosporangium,Actinobacteria,Bacteria,838,117.0,66.0,209.6739959716797,0.7544120608573311,4.094240098802063,9.525577166666666,-1.2103113957788638,3.451943357340815,0.5467040444797556
tindallia,Firmicutes,Bacteria,48,139.0,71.0,176.44400024414062,1.3882114357420663,9.466723520154304,2.0070302,0.1628240332606754,-1.1035803616672328,0.1327539808960451
tropicibacter,Proteobacteria,Bacteria,209,91.0,68.0,230.42100524902344,0.4416691363599295,8.081831235200147,4.454436,-0.19113604678652088,0.37931456754817255,0.0549588079434756
zoogloea,Proteobacteria,Bacteria,6665,75.0,63.0,280.3710021972656,0.235562858348622,8.365960579593748,4.303152,-0.11851635890325293,0.2876508653246083,0.1652591270874301
enterovibrio,Proteobacteria,Bacteria,1088,71.0,68.0,432.3789978027344,0.7781025446171203,9.600914542929484,4.3745832558139535,0.19712147695297694,0.3309314063096792,0.0705242777632624
psychrobacillus,Firmicutes,Bacteria,3154,80.0,57.0,558.260986328125,1.186019814190413,8.699801987180361,4.023080071428572,-0.033190927722633864,0.11795393860565144,0.3639395059101648
rhodoferax,Proteobacteria,Bacteria,11783,63.0,60.0,295.0249938964844,0.5086548419332063,15.182050594708103,3.688566287581699,1.6235857479321794,-0.08472956971127153,0.2331905756009081
leadbetterella,Bacteroidetes,Bacteria,1247,63.0,65.0,353.89898681640625,0.5136739009522704,4.838653990625276,4.960057083333333,-1.0200490890271792,0.6856728104596664,0.2058741160493059
raoultibacter,Actinobacteria,Bacteria,901,98.0,63.0,280.3710021972656,0.2661893818048323,3.378569608227825,3.8477822,-1.3932272708134763,0.011740116343857809,0.2630849110508032
vicingus,Bacteroidetes,Bacteria,12129,69.0,83.0,114.02400207519533,1.6481321458107752,6.298086715351014,2.6992324444444447,-0.6470374622893496,-0.6841716970811682,0.117701806446933
algoriphagus,Bacteroidetes,Bacteria,12758,91.0,70.0,283.8729858398437,0.38398252268192673,6.204709052445152,4.351533612903226,-0.6709035531007899,0.31696551696164227,0.2224078543907995
arenibacter,Bacteroidetes,Bacteria,6318,163.0,83.0,80.5999984741211,2.5686160298453236,4.871850632177601,5.131520214285715,-1.011564468216725,0.7895631450485129,0.1106855583178714
atopobium,Actinobacteria,Bacteria,672,57.0,59.0,348.76300048828125,0.7930222262208703,10.001267807772102,1.6997845,0.29944645573321493,-1.2897420070115553,0.2452157488847923
azonexus,Proteobacteria,Bacteria,11739,79.0,63.0,280.3710021972656,0.18178235589479563,15.677476428203311,3.380646129032258,1.7502100129285125,-0.2712998727301539,0.2248963446181064
capnocytophaga,Bacteroidetes,Bacteria,1212,70.0,77.0,122.29900360107422,1.3204055592448987,7.049457597708973,2.695242823529412,-0.4549970411288261,-0.6865890275559073,0.1639363362128944
croceitalea,Bacteroidetes,Bacteria,536,65.0,68.0,230.42100524902344,0.6396097483324813,6.32333958029689,2.6884528,-0.6405831653055524,-0.6907031354251536,0.0350781733907767
dokdonella,Proteobacteria,Bacteria,56628,90.0,63.0,248.1009979248047,0.2518882827581435,7.624451880742842,3.5412381666666666,-0.3080361369050832,-0.1739963857969962,0.5239057813979295
gordonia,Actinobacteria,Bacteria,1346,80.0,57.0,558.260986328125,1.186019814190413,9.695841467304536,5.053712992857143,0.22138353842553388,0.7424193758735078,0.3411914262045533
janibacter,Actinobacteria,Bacteria,1865,79.0,60.0,277.4840087890625,0.3353091358677303,9.576305255233056,3.237156625,0.19083166976900479,-0.35824085240956327,0.3017182672878343
noviherbaspirillum,Proteobacteria,Bacteria,42245,91.0,66.0,277.4840087890625,0.20886871202845894,5.69997470636224,5.61406,-0.7999069503202282,1.0819363188721602,0.4064214901708094
photobacterium,Proteobacteria,Bacteria,5750,69.0,60.0,313.35699462890625,0.4809633394516304,12.685682065680874,4.729741742647059,0.9855470975897597,0.546123639323358,0.1201534899427817
poseidonibacter,Proteobacteria,Bacteria,10480,63.0,55.0,416.53900146484375,1.101801135479591,9.531244150348297,3.0426248181818183,0.17931464966187607,-0.4761086085053412,0.0342585092221812
pseudaminobacter,Proteobacteria,Bacteria,8466,118.0,78.0,190.4459991455078,1.4041594766505563,6.452148500929324,6.0444982000000005,-0.6076613154597656,1.342740891665363,0.3194927922038352
pseudoclostridium,Firmicutes,Bacteria,1251,76.0,66.0,346.6440124511719,0.3663149519114944,3.145056757042119,4.45143,-1.4529100550962104,0.3774932177102251,0.2244515785890212
sulfurovum,Proteobacteria,Bacteria,7312,78.0,63.0,280.3710021972656,0.1952274815082522,22.6713411019067,1.72023348,3.5377489620860327,-1.277351871812224,0.027727173366086
thalassobius,Proteobacteria,Bacteria,5646,85.0,63.0,310.7950134277344,0.11325383084772096,12.661837136661848,3.7119416,0.9794526503349154,-0.0705663556443914,0.0498720046491256
aliikangiella,Proteobacteria,Bacteria,3575,57.0,63.0,313.35699462890625,0.49712144142410725,5.969431003020532,4.355524,-0.7310374986158688,0.3193833116695787,0.0375606521019079
aquimonas,Proteobacteria,Bacteria,5044,63.0,70.0,309.7279968261719,0.6279926385917299,5.946130385454455,3.868061833333333,-0.7369928270904662,0.024027643584475997,0.4103423250967428
caldanaerobacter,Firmicutes,Bacteria,270,107.0,72.0,199.1959991455078,0.9406088943431832,10.085959529699466,2.577841,0.32109253535863275,-0.7577233563183903,0.1671996863536357
cephaloticoccus,Verrucomicrobia,Bacteria,1838,57.0,55.0,453.2210083007813,1.2884824268543154,5.9807801648622,3.344045333333333,-0.7281368035382887,-0.2934764706393297,0.2391360778904633
chryseobacterium,Bacteroidetes,Bacteria,3147,79.0,59.0,277.4840087890625,0.383703604330731,7.2336177176451075,4.7002760343642604,-0.40792815966975066,0.528270225149745,0.3325231485430568
collimonas,Proteobacteria,Bacteria,6340,79.0,59.0,277.4840087890625,0.383703604330731,7.700521958490619,4.545146444444444,-0.2885936350575905,0.43427646152323013,0.6215467514287653
deinococcus,Deinococcus-Thermus,Bacteria,11835,79.0,59.0,277.4840087890625,0.383703604330731,15.367704983663918,3.7090769285714287,1.671036544712442,-0.07230207382210285,0.2463872207437447
desulfovibrio,Proteobacteria,Bacteria,17506,91.0,62.0,346.6440124511719,0.3362133552160757,15.63606112471281,2.81400793006993,1.7396248112504182,-0.6146286790690886,0.1616850662643563
faecalibaculum,Firmicutes,Bacteria,134,90.0,66.0,319.7309875488281,0.22504729311343438,2.9441884908727705,2.3775651666666664,-1.5042493168891213,-0.8790714456685053,0.2554597309371289
marinirhabdus,Bacteroidetes,Bacteria,1354,69.0,66.0,183.7429962158203,0.6239391670829183,8.3102081863411,3.249016076923077,-0.13276593036301695,-0.35105515352791283,0.0541481329004318
maritimibacter,Proteobacteria,Bacteria,3141,57.0,62.0,416.53900146484375,0.8437106099193256,11.166468815643896,4.298583625,0.5972563623217453,0.28488286497000664,0.1204595984202187
parasphingorhabdus,Proteobacteria,Bacteria,456,48.0,63.0,342.3429870605469,0.7018967249529943,7.018746600554697,3.276938363636364,-0.46284636423442543,-0.33413690589638717,0.1787119047951312
pelagimonas,Proteobacteria,Bacteria,3740,69.0,55.0,416.53900146484375,1.0211303817988515,6.920637226221626,4.912842400000001,-0.48792181766108944,0.6570652070538439,0.0551217865171799
salinibacter,Bacteroidetes,Bacteria,718,136.0,77.0,64.48500061035156,1.9618029683390432,7.615968512393629,3.8077888521739127,-0.31020437321672995,-0.012492045193739679,0.0256894818252204
sutterella,Proteobacteria,Bacteria,1161,65.0,70.0,240.4980010986328,0.7072762941871589,17.589099921331442,2.558402658536585,2.2387955960810193,-0.7695011407742641,0.2453431630099448
terribacillus,Firmicutes,Bacteria,3387,79.0,59.0,277.4840087890625,0.383703604330731,7.706601320559165,3.6332488,-0.2870398308319501,-0.11824670112929699,0.4257345201148091
terrisporobacter,Firmicutes,Bacteria,310,53.0,57.0,388.6099853515625,1.0587489499263214,9.60950758856869,3.434098958333333,0.19931774532369942,-0.23891254672039255,0.1638590207006765
thermoanaerobacter,Firmicutes,Bacteria,341,88.0,63.0,278.1610107421875,0.13812497313746705,12.393538195670615,2.3399290454545456,0.9108790033721997,-0.9018753522788395,0.2517530934065602
thermoanaerobacterium,Firmicutes,Bacteria,137,157.0,65.0,245.48699951171875,1.1403234878174275,8.794743225623055,2.7289028666666666,-0.008925207764443634,-0.6661942457484088,0.3728820284648496
acidobacterium,Acidobacteria,Bacteria,25373,78.0,57.0,416.53900146484375,0.8033353143517408,4.680242737094631,4.0596185,-1.0605369021150683,0.14009274797272506,0.4013811468140469
alistipes,Bacteroidetes,Bacteria,14681,99.0,57.0,356.5710144042969,0.7144356130386016,16.666660162625675,2.5800010068259382,2.003032241502856,-0.7564145978079484,0.2009096287669859
brevundimonas,Proteobacteria,Bacteria,69642,91.0,66.0,283.8729858398437,0.19040464882992394,14.230274645302538,3.09199935326087,1.3803244525241094,-0.4461923405529266,0.3779455716750405
cobetia,Proteobacteria,Bacteria,6457,57.0,59.0,342.3429870605469,0.7744684682838878,7.206244794337756,4.0242873823529415,-0.4149243154215437,0.11868545409349342,0.1287588304551903
ensifer,Proteobacteria,Bacteria,2642,79.0,60.0,487.947998046875,0.8510778839738147,7.16962633526343,7.392295988888889,-0.42428350735724174,2.159378045483936,0.3099592115144908
geovibrio,Deferribacteres,Bacteria,245,139.0,67.0,152.25900268554688,1.2645279001900718,12.251793030766624,2.6118626000000003,0.8746508212523314,-0.7371095054711807,0.3779030318139847
megasphaera,Firmicutes,Bacteria,4149,116.0,63.0,280.3710021972656,0.5082016428470509,12.759141674312223,2.272880162337662,1.0043223981917475,-0.9425005925980309,0.128204256427651
moraxella,Proteobacteria,Bacteria,7280,79.0,59.0,277.4840087890625,0.383703604330731,19.849146900238747,2.0151999580152675,2.8164335959857802,-1.098630266046083,0.1169747872078199
neochlamydia,Chlamydiae,Bacteria,2341,84.0,65.0,260.2439880371094,0.15278091169297933,6.866239316381956,2.621522375,-0.5018252011447275,-0.7312566014023657,0.7028867876978135
phytoactinopolyspora,Actinobacteria,Bacteria,285,126.0,76.0,190.30099487304688,1.4153506051530853,5.720577222022604,5.0694185,-0.7946412208685275,0.7519354180855917,0.4039238024490361
pyruvatibacter,Proteobacteria,Bacteria,593,80.0,63.0,309.7279968261719,0.17739579437707495,5.711721022710704,3.326493,-0.7969047478239527,-0.3041115137106085,0.0561757512865159
rubripirellula,Planctomycetes,Bacteria,2195,61.0,69.0,347.3320007324219,0.7151635189689701,4.702700941175788,6.80460025,-1.054796883342023,1.8032903745632272,0.0295711080845108
ruthenibacterium,Firmicutes,Bacteria,2060,122.0,55.0,356.5710144042969,1.1204624390741047,11.738667316079354,3.1519762,0.7435027016344992,-0.4098520810423111,0.1825097296857698
simonsiella,Proteobacteria,Bacteria,36,79.0,59.0,277.4840087890625,0.383703604330731,8.123260646895861,2.33896225,-0.1805472392384964,-0.902461138288309,0.1017647586523518
sphingosinicella,Proteobacteria,Bacteria,10515,80.0,68.0,283.8729858398437,0.2834573135266282,5.74977719613365,4.000155,-0.7871780951900825,0.10406352771697518,0.3738161429543976
sporosalibacterium,Firmicutes,Bacteria,984,61.0,69.0,347.3320007324219,0.7151635189689701,6.09401232818694,4.1023875,-0.699196166039056,0.16600669049407293,0.2265821961960702
succinimonas,Proteobacteria,Bacteria,121,99.0,61.0,233.7469940185547,0.51116624068529,4.951140014550527,3.4335526666666665,-0.9912991548515471,-0.23924354746508805,0.1178125746794801
sulfuriferula,Proteobacteria,Bacteria,425,68.0,63.0,361.5750122070313,0.4885745231025835,7.312798215911244,3.418664,-0.3876906756365528,-0.24826466210932807,0.2571438770725295
thermoleophilum,Actinobacteria,Bacteria,525,69.0,67.0,325.6449890136719,0.44813838644678367,13.161787710783974,1.8234605,1.1072333789579847,-1.2148061245904038,0.5390323583664588
