"response","model","predictor","n","lambda","beta","SE","t","p"
"georoc_Cr_sd","GeoROC_Cr ~ resist + cofactor + genome","ko_per_mb_tier2_z",386,0.406380498456459,-3.84353285773814,6.20627156833762,-0.619298207533585,0.5360890934185
"georoc_Cr_sd","GeoROC_Cr ~ resist + cofactor + genome","genome_mb_z",386,0.406380498456459,4.09875459725155,4.74772171463928,0.863309781745067,0.388508867769488
"georoc_Pb_sd","GeoROC_Pb ~ resist + cofactor + genome","ko_per_mb_tier1_z",386,0.148109382291588,-0.26412257546028,0.338300834443546,-0.780732852446911,0.435443167416404
"georoc_Pb_sd","GeoROC_Pb ~ resist + cofactor + genome","ko_per_mb_tier2_z",386,0.148109382291588,0.193332960562457,0.292833774943811,0.660214009123619,0.509514393232273
"georoc_Pb_sd","GeoROC_Pb ~ resist + cofactor + genome","genome_mb_z",386,0.148109382291588,0.380234494556982,0.215217474694085,1.76674545176898,0.0780693806737172
"georoc_As_sd","GeoROC_As ~ resist + cofactor + genome","ko_per_mb_tier1_z",385,0.368546392425093,-1.9943002686178,0.769051597507132,-2.59319436443834,0.00987520058496259
"georoc_As_sd","GeoROC_As ~ resist + cofactor + genome","ko_per_mb_tier2_z",385,0.368546392425093,0.290928019619664,0.661425999265554,0.439849688313901,0.660295374119507
"georoc_As_sd","GeoROC_As ~ resist + cofactor + genome","genome_mb_z",385,0.368546392425093,-1.23617351874126,0.503243050105788,-2.45641448695895,0.014478448148447
"georoc_Cd_sd","GeoROC_Cd ~ resist + cofactor + genome","ko_per_mb_tier1_z",385,0.340087351173408,0.0212733862845354,0.012137266838454,1.75273284897518,0.0804521817106483
"georoc_Cd_sd","GeoROC_Cd ~ resist + cofactor + genome","ko_per_mb_tier2_z",385,0.340087351173408,0.0122745581684279,0.0104153172147991,1.17851025708435,0.239328748797794
"georoc_Cd_sd","GeoROC_Cd ~ resist + cofactor + genome","genome_mb_z",385,0.340087351173408,-0.00447987597125838,0.00789387094309421,-0.567513201514589,0.570699801604432
"georoc_Hg_sd","GeoROC_Hg ~ resist + cofactor + genome","ko_per_mb_tier1_z",371,0.121718650297717,-0.104917967514297,0.0702484871078338,-1.49352636382395,0.136158669186719
"georoc_Hg_sd","GeoROC_Hg ~ resist + cofactor + genome","ko_per_mb_tier2_z",371,0.121718650297717,0.0963588825184011,0.0608328785106447,1.58399347322583,0.11405649999764
"georoc_Hg_sd","GeoROC_Hg ~ resist + cofactor + genome","genome_mb_z",371,0.121718650297717,0.129545483847302,0.0444668023706308,2.91330783732864,0.00379517062573996
"PF1_As_sd","CSU_As ~ resist + cofactor + genome","ko_per_mb_tier1_z",386,0.611755795989973,-6.13476313577245e-05,0.000318104759337283,-0.192853547634848,0.847176155512338
"PF1_As_sd","CSU_As ~ resist + cofactor + genome","ko_per_mb_tier2_z",386,0.611755795989973,0.000132411864434233,0.000278274950095877,0.475831059851459,0.63446674016994
"PF1_As_sd","CSU_As ~ resist + cofactor + genome","genome_mb_z",386,0.611755795989973,-0.000207188260661724,0.00021888740288128,-0.946551779291285,0.344465583870972
"PF1_Cd_sd","CSU_Cd ~ resist + cofactor + genome","ko_per_mb_tier1_z",386,0.123302067473572,-3.58974073583911e-05,0.000242795243227597,-0.147850538096172,0.882538731993896
"PF1_Cd_sd","CSU_Cd ~ resist + cofactor + genome","ko_per_mb_tier2_z",386,0.123302067473572,-0.000234606185669159,0.000211298109220773,-1.1103089683781,0.267564319901211
"PF1_Cd_sd","CSU_Cd ~ resist + cofactor + genome","genome_mb_z",386,0.123302067473572,-0.000225638638578725,0.00015466309955886,-1.45890415504607,0.145413240356706
"PF1_Cr_sd","CSU_Cr ~ resist + cofactor + genome","ko_per_mb_tier1_z",386,0.449015407754266,-0.00030710362236629,0.000406145994511757,-0.756140960433379,0.450030722545297
"PF1_Cr_sd","CSU_Cr ~ resist + cofactor + genome","ko_per_mb_tier2_z",386,0.449015407754266,0.000300501193753834,0.000350347842338434,0.857722404534038,0.391583575889075
"PF1_Cr_sd","CSU_Cr ~ resist + cofactor + genome","genome_mb_z",386,0.449015407754266,-0.000903523663329679,0.000269618521079473,-3.351118683213,0.000885127640646594
"PF1_Cu_sd","CSU_Cu ~ resist + cofactor + genome","ko_per_mb_tier1_z",386,0.744831862671704,-0.0001649586248079,0.000348291540615623,-0.473622254839515,0.636039860823176
"PF1_Cu_sd","CSU_Cu ~ resist + cofactor + genome","ko_per_mb_tier2_z",386,0.744831862671704,0.000227999178064513,0.000310509234922547,0.734275030890417,0.463231594741652
"PF1_Cu_sd","CSU_Cu ~ resist + cofactor + genome","genome_mb_z",386,0.744831862671704,-0.000660411104713435,0.000248421923409074,-2.65842521324474,0.00818062231074789
"PF1_Hg_sd","CSU_Hg ~ resist + cofactor + genome","ko_per_mb_tier1_z",386,0,0.000175468028368105,9.93727890722121e-05,1.76575529384202,0.0782356928458858
"PF1_Hg_sd","CSU_Hg ~ resist + cofactor + genome","ko_per_mb_tier2_z",386,0,-0.000169859954063596,0.000104449754023629,-1.62623603713964,0.104724067653785
"PF1_Hg_sd","CSU_Hg ~ resist + cofactor + genome","genome_mb_z",386,0,-0.000465093890812159,7.70843637392564e-05,-6.03356982208965,3.79316021258754e-09
"PF1_Pb_sd","CSU_Pb ~ resist + cofactor + genome","ko_per_mb_tier1_z",386,0.551418076156733,-6.53558378501754e-05,0.000134279053779108,-0.486716550428535,0.62673834720321
"PF1_Pb_sd","CSU_Pb ~ resist + cofactor + genome","ko_per_mb_tier2_z",386,0.551418076156733,9.30909892056772e-05,0.000116748831717228,0.797361205559199,0.425736619562261
"PF1_Pb_sd","CSU_Pb ~ resist + cofactor + genome","genome_mb_z",386,0.551418076156733,0.000534185576914105,9.1104795371764e-05,5.86341887640817,9.81862352903514e-09
"Cu_ICP_MS_mg_kg_0_2_sd","NGSA_ICP_Cu ~ resist + cofactor + genome","ko_per_mb_tier1_z",386,0.408545858143094,-0.0497320967668155,0.11092908480553,-0.44832333065761,0.654174041473801
"Cu_ICP_MS_mg_kg_0_2_sd","NGSA_ICP_Cu ~ resist + cofactor + genome","ko_per_mb_tier2_z",386,0.408545858143094,0.0270429679237567,0.0954700858739958,0.283261166848104,0.777130086381582
"Cu_ICP_MS_mg_kg_0_2_sd","NGSA_ICP_Cu ~ resist + cofactor + genome","genome_mb_z",386,0.408545858143094,0.218759683443975,0.0730558582109477,2.99441672168589,0.00292872953403872
"Ni_ICP_MS_mg_kg_0_5_sd","NGSA_ICP_Ni ~ resist + cofactor + genome","ko_per_mb_tier1_z",386,-0.0845342349781214,0.253558055879406,0.0544173028172745,4.65951163972271,4.38437079424805e-06
"Ni_ICP_MS_mg_kg_0_5_sd","NGSA_ICP_Ni ~ resist + cofactor + genome","ko_per_mb_tier2_z",386,-0.0845342349781214,0.0661269904946217,0.0732050525224747,0.903311837312323,0.366929679530936
"Ni_ICP_MS_mg_kg_0_5_sd","NGSA_ICP_Ni ~ resist + cofactor + genome","genome_mb_z",386,-0.0845342349781214,0.296426451110929,0.0691124072786436,4.28904827342815,2.27583350209667e-05
"Zn_ICP_MS_mg_kg_0_9_sd","NGSA_ICP_Zn ~ resist + cofactor + genome","ko_per_mb_tier1_z",386,0.308390970369982,-0.172765240990057,0.306635895842441,-0.563421449779739,0.573478504056748
"Zn_ICP_MS_mg_kg_0_9_sd","NGSA_ICP_Zn ~ resist + cofactor + genome","ko_per_mb_tier2_z",386,0.308390970369982,0.423206943835576,0.263038815543033,1.60891442185779,0.108461137361033
"Zn_ICP_MS_mg_kg_0_9_sd","NGSA_ICP_Zn ~ resist + cofactor + genome","genome_mb_z",386,0.308390970369982,0.636461382469365,0.198358024620224,3.20864952999977,0.00144624261206937
"Pb_ICP_MS_mg_kg_0_1_sd","NGSA_ICP_Pb ~ resist + cofactor + genome","ko_per_mb_tier1_z",386,0.381409173104644,-0.230115591151445,0.307023488283791,-0.749504842244324,0.454014291623371
"Pb_ICP_MS_mg_kg_0_1_sd","NGSA_ICP_Pb ~ resist + cofactor + genome","ko_per_mb_tier2_z",386,0.381409173104644,-0.0978809866193532,0.263905841070621,-0.37089359683085,0.710922378682237
"Pb_ICP_MS_mg_kg_0_1_sd","NGSA_ICP_Pb ~ resist + cofactor + genome","genome_mb_z",386,0.381409173104644,0.847150805330369,0.201166046225635,4.21120174713866,3.17128919132499e-05
"As_ICP_MS_mg_kg_0_4_sd","NGSA_ICP_As ~ resist + cofactor + genome","ko_per_mb_tier1_z",386,0.172715297401629,-0.30830046179583,0.514954696564148,-0.598694339235771,0.549731573524103
"As_ICP_MS_mg_kg_0_4_sd","NGSA_ICP_As ~ resist + cofactor + genome","ko_per_mb_tier2_z",386,0.172715297401629,-0.250199222566155,0.444130440581847,-0.563346259802353,0.573529641760993
"As_ICP_MS_mg_kg_0_4_sd","NGSA_ICP_As ~ resist + cofactor + genome","genome_mb_z",386,0.172715297401629,1.22710433265453,0.327750852829046,3.74401568161467,0.000208972957514818
"Co_ICP_MS_mg_kg_0_1_sd","NGSA_ICP_Co ~ resist + cofactor + genome","ko_per_mb_tier1_z",386,0.271799587280588,0.0757233148799503,0.0695408588080049,1.08890393615953,0.276882728139851
"Co_ICP_MS_mg_kg_0_1_sd","NGSA_ICP_Co ~ resist + cofactor + genome","ko_per_mb_tier2_z",386,0.271799587280588,-0.00846550733436213,0.0596496063735338,-0.141920590076488,0.88721754808941
"Co_ICP_MS_mg_kg_0_1_sd","NGSA_ICP_Co ~ resist + cofactor + genome","genome_mb_z",386,0.271799587280588,0.0348220728475938,0.0447298786449913,0.778496922023129,0.436758064584383
"Cr_ICP_MS_mg_kg_0_5_sd","NGSA_ICP_Cr ~ resist + cofactor + genome","ko_per_mb_tier1_z",386,0.400071423839626,-1.37929599512884,0.843066601174942,-1.63604630192512,0.102653505131634
"Cr_ICP_MS_mg_kg_0_5_sd","NGSA_ICP_Cr ~ resist + cofactor + genome","ko_per_mb_tier2_z",386,0.400071423839626,0.292661758229042,0.725274899014543,0.40351838816798,0.68679268468437
"Cr_ICP_MS_mg_kg_0_5_sd","NGSA_ICP_Cr ~ resist + cofactor + genome","genome_mb_z",386,0.400071423839626,1.48509411916172,0.55432944133679,2.67908216381282,0.00770152751100943
"Hg_AR_mg_kg_0_01_sd","NGSA_ICP_Hg ~ resist + cofactor + genome","ko_per_mb_tier1_z",386,0.200261372109467,-0.00433965336999051,0.00699656611844994,-0.620254750190504,0.535459916748921
"Hg_AR_mg_kg_0_01_sd","NGSA_ICP_Hg ~ resist + cofactor + genome","ko_per_mb_tier2_z",386,0.200261372109467,0.00473271205223237,0.0060181133981691,0.786411245370054,0.43211416457743
"Hg_AR_mg_kg_0_01_sd","NGSA_ICP_Hg ~ resist + cofactor + genome","genome_mb_z",386,0.200261372109467,0.00972112472317762,0.00446141863635793,2.17893130314116,0.0299473115395326
"Cu_MMI_ME_mg_kg_0_01_sd","NGSA_MMI_Cu ~ resist + cofactor + genome","ko_per_mb_tier1_z",386,0.553947900296151,-0.0505135317204611,0.0307831946535706,-1.64094507697894,0.101631874248541
"Cu_MMI_ME_mg_kg_0_01_sd","NGSA_MMI_Cu ~ resist + cofactor + genome","ko_per_mb_tier2_z",386,0.553947900296151,-0.036219481730107,0.0267706726419557,-1.35295374212387,0.176870588540244
"Cu_MMI_ME_mg_kg_0_01_sd","NGSA_MMI_Cu ~ resist + cofactor + genome","genome_mb_z",386,0.553947900296151,0.0761705110471546,0.0208974982971798,3.64495835644758,0.000304440629361122
"Ni_MMI_ME_mg_kg_0_005_sd","NGSA_MMI_Ni ~ resist + cofactor + genome","ko_per_mb_tier1_z",386,0.525508815872504,0.0175846614723932,0.0154605769305793,1.13738714611695,0.256089390666283
"Ni_MMI_ME_mg_kg_0_005_sd","NGSA_MMI_Ni ~ resist + cofactor + genome","ko_per_mb_tier2_z",386,0.525508815872504,0.0223737060644224,0.0134115808187403,1.66823779887,0.0960879492491079
"Ni_MMI_ME_mg_kg_0_005_sd","NGSA_MMI_Ni ~ resist + cofactor + genome","genome_mb_z",386,0.525508815872504,-0.0161103127235649,0.0104294863133536,-1.54468899421611,0.123249505089322
"Zn_MMI_ME_mg_kg_0_02_sd","NGSA_MMI_Zn ~ resist + cofactor + genome","ko_per_mb_tier1_z",386,0.30503975540829,0.0226460948241674,0.0274692661771616,0.824415718938852,0.410217847672005
"Zn_MMI_ME_mg_kg_0_02_sd","NGSA_MMI_Zn ~ resist + cofactor + genome","ko_per_mb_tier2_z",386,0.30503975540829,0.0526023288843217,0.0235628518349446,2.23242624673769,0.0261658250485624
"Zn_MMI_ME_mg_kg_0_02_sd","NGSA_MMI_Zn ~ resist + cofactor + genome","genome_mb_z",386,0.30503975540829,-0.0129992713098995,0.0177597657356825,-0.731950606971222,0.46464752254693
"Pb_MMI_ME_mg_kg_0_01_sd","NGSA_MMI_Pb ~ resist + cofactor + genome","ko_per_mb_tier1_z",386,0.318623140296506,-0.0177468891287232,0.0149519736920866,-1.18692618741804,0.23599433251157
"Pb_MMI_ME_mg_kg_0_01_sd","NGSA_MMI_Pb ~ resist + cofactor + genome","ko_per_mb_tier2_z",386,0.318623140296506,0.0013711510908174,0.0128280102184057,0.106887277720599,0.914934517759888
"Pb_MMI_ME_mg_kg_0_01_sd","NGSA_MMI_Pb ~ resist + cofactor + genome","genome_mb_z",386,0.318623140296506,0.0212092345102633,0.00968855875330433,2.18910108823253,0.0291941001963986
"As_MMI_ME_mg_kg_0_01_sd","NGSA_MMI_As ~ resist + cofactor + genome","ko_per_mb_tier1_z",384,-0.0834556207229946,0.005351310617913,0.00305300401170773,1.75280169871761,0.0804424578765484
"As_MMI_ME_mg_kg_0_01_sd","NGSA_MMI_As ~ resist + cofactor + genome","ko_per_mb_tier2_z",384,-0.0834556207229946,0.0137477244649909,0.00427961886389361,3.21237121860967,0.00142872837048717
"As_MMI_ME_mg_kg_0_01_sd","NGSA_MMI_As ~ resist + cofactor + genome","genome_mb_z",384,-0.0834556207229946,0.00114387062949718,0.00387936727929554,0.294860101440277,0.76826177447026
"Co_MMI_ME_mg_kg_0_005_sd","NGSA_MMI_Co ~ resist + cofactor + genome","ko_per_mb_tier1_z",386,0.41934809260766,-0.00395029074250944,0.00322850820867605,-1.22356533952546,0.221870434334296
"Co_MMI_ME_mg_kg_0_005_sd","NGSA_MMI_Co ~ resist + cofactor + genome","ko_per_mb_tier2_z",386,0.41934809260766,-0.00409418548562648,0.00278015296013913,-1.47264756447846,0.14166952470646
"Co_MMI_ME_mg_kg_0_005_sd","NGSA_MMI_Co ~ resist + cofactor + genome","genome_mb_z",386,0.41934809260766,0.000406254470663266,0.00213068287949348,0.19066866992419,0.848886475464639
"Cr_MMI_ME_mg_kg_0_001_sd","NGSA_MMI_Cr ~ resist + cofactor + genome","ko_per_mb_tier1_z",386,0,0.00164399922655245,0.00166905061655722,0.984990634941652,0.32525212070229
"Cr_MMI_ME_mg_kg_0_001_sd","NGSA_MMI_Cr ~ resist + cofactor + genome","ko_per_mb_tier2_z",386,0,0.00156513877324078,0.00175432256636879,0.892161340933104,0.372868095653691
"Cr_MMI_ME_mg_kg_0_001_sd","NGSA_MMI_Cr ~ resist + cofactor + genome","genome_mb_z",386,0,0.00533318390941554,0.00129469753266595,4.1192508480601,4.6627227333977e-05
"Hg_MMI_ME_mg_kg_0_001_sd","NGSA_MMI_Hg ~ resist + cofactor + genome","ko_per_mb_tier1_z",350,0.0876613525543664,-7.09784670818227e-05,0.00129539926804486,-0.0547927336634596,0.95633521357211
"Hg_MMI_ME_mg_kg_0_001_sd","NGSA_MMI_Hg ~ resist + cofactor + genome","ko_per_mb_tier2_z",350,0.0876613525543664,0.00183152571049015,0.00111747843761092,1.63898080611364,0.102126173371844
"Hg_MMI_ME_mg_kg_0_001_sd","NGSA_MMI_Hg ~ resist + cofactor + genome","genome_mb_z",350,0.0876613525543664,-0.000126479508728775,0.000824758702287672,-0.15335334853449,0.878209029666017
