feature	mean_abs_shap	level	ko_id	kegg_ko	ko_desc
L2_2313	0.0	L2	2831.0	K04091	ssuD; alkanesulfonate monooxygenase [EC:1.14.14.5]
L2_2264	0.0	L2	2768.0	K05895	cobK-cbiJ; precorrin-6A/cobalt-precorrin-6A reductase [EC:1.3.1.54 1.3.1.106]
L2_2265	0.0	L2	2769.0	K05934	E2.1.1.131, cobJ, cbiH; precorrin-3B C17-methyltransferase [EC:2.1.1.131]
L2_2266	0.0	L2	2770.0	K13541	cbiGH-cobJ; cobalt-precorrin 5A hydrolase / precorrin-3B C17-methyltransferase [EC:3.7.1.12 2.1.1.131]
L2_2267	0.0	L2	2771.0	K03394	cobI-cbiL; precorrin-2/cobalt-factor-2 C20-methyltransferase [EC:2.1.1.130 2.1.1.151]
L2_2268	0.0	L2	2772.0	K06042	cobH-cbiC; precorrin-8X/cobalt-precorrin-8 methylmutase [EC:5.4.99.61 5.4.99.60]
L2_2269	0.0	L2	2773.0	K02229	cobG; precorrin-3B synthase [EC:1.14.13.83]
L2_2270	0.0	L2	2774.0	K02234	cobW; cobalamin biosynthesis protein CobW
L2_2271	0.0	L2	2775.0	K02225	cobC1, cobC; cobalamin biosynthetic protein CobC
L2_2272	0.0	L2	2776.0	K18334	fucD; L-fuconate dehydratase [EC:4.2.1.68]
L2_2273	0.0	L2	2777.0	K03534	rhaM; L-rhamnose mutarotase [EC:5.1.3.32]
L2_2274	0.0	L2	2778.0	K00041	uxaB; tagaturonate reductase [EC:1.1.1.58]
L2_2275	0.0	L2	2779.0	K00008	SORD, gutB; L-iditol 2-dehydrogenase [EC:1.1.1.14]
L2_2276	0.0	L2	2780.0	K07046	K07046; L-fuconolactonase [EC:3.1.1.-]
L2_2277	0.0	L2	2781.0	K00064	E1.1.1.122; D-threo-aldose 1-dehydrogenase [EC:1.1.1.122]
L2_2279	0.0	L2	2783.0	K22293	rspR; GntR family transcriptional regulator, rspAB operon transcriptional repressor
L2_2297	0.0	L2	2813.0	K11606	sitD; manganese/iron transport system permease protein
L2_2296	0.0	L2	2812.0	K11604	sitA; manganese/iron transport system substrate-binding protein
L2_2295	0.0	L2	2811.0	K02077	ABC.ZM.S; zinc/manganese transport system substrate-binding protein
L2_2294	0.0	L2	2810.0	K02075	ABC.ZM.P; zinc/manganese transport system permease protein
L2_2293	0.0	L2	2808.0	K21621	fk; tagatose kinase [EC:2.7.1.101]
L2_2292	0.0	L2	2807.0	K21620	sorbD; galactitol 2-dehydrogenase [EC:1.1.1.16]
L2_2291	0.0	L2	2805.0	K10188	lacE, araN; lactose/L-arabinose transport system substrate-binding protein
L2_2290	0.0	L2	2804.0	K10189	lacF, araP; lactose/L-arabinose transport system permease protein
L2_2280	0.0	L2	2787.0	K02471	bacA; vitamin B12/bleomycin/antimicrobial peptide transport system ATP-binding/permease protein
L2_2288	0.0	L2	2801.0	K00065	kduD; 2-dehydro-3-deoxy-D-gluconate 5-dehydrogenase [EC:1.1.1.127]
L2_2287	0.0	L2	2799.0	K18982	gli; D-galactarolactone isomerase [EC:5.4.1.4]
L2_2286	0.0	L2	2796.0	K01184	E3.2.1.15; polygalacturonase [EC:3.2.1.15]
L2_2285	0.0	L2	2795.0	K15532	yteR, yesR; unsaturated rhamnogalacturonyl hydrolase [EC:3.2.1.172]
L2_2284	0.0	L2	2792.0	K01209	abfA; alpha-N-arabinofuranosidase [EC:3.2.1.55]
L2_2283	0.0	L2	2791.0	K10191	lacK; lactose/L-arabinose transport system ATP-binding protein
L2_2282	0.0	L2	2790.0	K16841	hpxA; allantoin racemase [EC:5.1.99.3]
L2_2281	0.0	L2	2788.0	K07048	PTER, php; phosphotriesterase-related protein
L2_2289	0.0	L2	2802.0	K01815	kduI; 4-deoxy-L-threo-5-hexosulose-uronate ketol-isomerase [EC:5.3.1.17]
L2_2648	0.0	L2	3232.0	K11312	K11312; cupin 2 domain-containing protein
L2_2649	0.0	L2	3233.0	K01766	csdA; cysteine sulfinate desulfinase [EC:4.4.1.-]
L2_2650	0.0	L2	3235.0	K07184	ygiM; SH3 domain protein
L2_2651	0.0	L2	3236.0	K18446	ygiF; triphosphatase [EC:3.6.1.25]
L2_2652	0.0	L2	3237.0	K10716	kch, trkA, mthK, pch; voltage-gated potassium channel
L2_2653	0.0	L2	3238.0	K03969	pspA; phage shock protein A
L2_2654	0.0	L2	3239.0	K19235	ybiS; L,D-transpeptidase YbiS
L2_2655	0.0	L2	3240.0	K19236	ycfS; L,D-transpeptidase YcfS
L2_2656	0.0	L2	3241.0	K03272	gmhC, hldE, waaE, rfaE; D-beta-D-heptose 7-phosphate kinase / D-beta-D-heptose 1-phosphate adenosyltransferase [EC:2.7.1.167 2.7.7.70]
L2_2657	0.0	L2	3242.0	K21344	rfaE1; D-glycero-beta-D-manno-heptose-7-phosphate kinase [EC:2.7.1.167]
L2_2658	0.0	L2	3243.0	K02304	MET8; precorrin-2 dehydrogenase / sirohydrochlorin ferrochelatase [EC:1.3.1.76 4.99.1.4]
L2_2659	0.0	L2	3244.0	K10009	ABC.CYST.P; cystine transport system permease protein
L2_2660	0.0	L2	3246.0	K10036	glnH; glutamine transport system substrate-binding protein
L2_2661	0.0	L2	3248.0	K06518	cidA; holin-like protein
L2_6	0.0	L2	11.0	K00666	K00666; fatty-acyl-CoA synthase [EC:6.2.1.-]
L2_2463	0.0	L2	3010.0	K02570	napD; periplasmic nitrate reductase NapD
L2_2664	0.0	L2	3251.0	K03834	tyrP; tyrosine-specific transport protein
L2_2665	0.0	L2	3252.0	K11391	rlmG; 23S rRNA (guanine1835-N2)-methyltransferase [EC:2.1.1.174]
L2_2666	0.0	L2	3253.0	K16091	fecA; Fe(3+) dicitrate transport protein
L2_2667	0.0	L2	3261.0	K01270	pepD; dipeptidase D [EC:3.4.13.-]
L2_2668	0.0	L2	3262.0	K07504	K07504; predicted type IV restriction endonuclease
L2_2669	0.0	L2	3263.0	K02344	holD; DNA polymerase III subunit psi [EC:2.7.7.7]
L2_2670	0.0	L2	3264.0	K09939	K09939; uncharacterized protein
L2_2671	0.0	L2	3265.0	K05803	nlpI; lipoprotein NlpI
L2_2672	0.0	L2	3266.0	K03317	TC.CNT; concentrative nucleoside transporter, CNT family
L2_2673	0.0	L2	3267.0	K05517	tsx; nucleoside-specific channel-forming protein
L2_2674	0.0	L2	3268.0	K07186	smp; membrane protein
L2_2675	0.0	L2	3270.0	K11930	torT; periplasmic protein TorT
L2_2676	0.0	L2	3271.0	K07647	torS; two-component system, OmpR family, sensor histidine kinase TorS [EC:2.7.13.3]
L2_2677	0.0	L2	3274.0	K03532	torC; trimethylamine-N-oxide reductase (cytochrome c), cytochrome c-type subunit TorC
L2_2678	0.0	L2	3275.0	K04767	acuB; acetoin utilization protein AcuB
L2_2663	0.0	L2	3250.0	K07004	K07004; uncharacterized protein
L2_2613	0.0	L2	3183.0	K07080	K07080; uncharacterized protein
L2_2615	0.0	L2	3189.0	K05368	fre, ubiB; aquacobalamin reductase / NAD(P)H-flavin reductase [EC:1.16.1.3 1.5.1.41]
L2_2616	0.0	L2	3190.0	K08156	araJ; MFS transporter, DHA1 family, arabinose polymer utilization protein
L2_2617	0.0	L2	3191.0	K18567	pbuE; MFS transporter, DHA1 family, purine base/nucleoside efflux pump
L2_2618	0.0	L2	3192.0	K18219	txr; sigma-54 dependent transcriptional regulator, tetracycline resistant transcriptional regulator
L2_2619	0.0	L2	3193.0	K06080	rcsF; RcsF protein
L2_2620	0.0	L2	3195.0	K06219	smtA; S-adenosylmethionine-dependent methyltransferase
L2_2621	0.0	L2	3196.0	K01938	fhs; formate--tetrahydrofolate ligase [EC:6.3.4.3]
L2_2622	0.0	L2	3197.0	K09893	rraB; regulator of ribonuclease activity B
L2_2623	0.0	L2	3198.0	K22051	mscM, bspA; miniconductance mechanosensitive channel
L2_2625	0.0	L2	3200.0	K14731	mlhB, chnC; epsilon-lactone hydrolase [EC:3.1.1.83]
L2_2626	0.0	L2	3201.0	K00840	astC; succinylornithine aminotransferase [EC:2.6.1.81]
L2_2627	0.0	L2	3202.0	K00673	astA; arginine N-succinyltransferase [EC:2.3.1.109]
L2_2628	0.0	L2	3203.0	K06447	astD; succinylglutamic semialdehyde dehydrogenase [EC:1.2.1.71]
L2_2629	0.0	L2	3206.0	K21307	soeA; sulfite dehydrogenase (quinone) subunit SoeA [EC:1.8.5.6]
L2_2647	0.0	L2	3231.0	K03718	asnC; Lrp/AsnC family transcriptional regulator, regulator for asnA, asnC and gidA
L2_2646	0.0	L2	3230.0	K07286	yajG; uncharacterized lipoprotein
L2_2645	0.0	L2	3228.0	K08981	K08981; putative membrane protein
L2_2644	0.0	L2	3227.0	K00027	ME2, sfcA, maeA; malate dehydrogenase (oxaloacetate-decarboxylating) [EC:1.1.1.38]
L2_2643	0.0	L2	3226.0	K07216	K07216; hemerythrin
L2_2642	0.0	L2	3223.0	K00534	E1.12.7.2S; ferredoxin hydrogenase small subunit [EC:1.12.7.2]
L2_2641	0.0	L2	3222.0	K03150	thiH; 2-iminoacetate synthase [EC:4.1.99.19]
L2_2640	0.0	L2	3220.0	K08070	E1.3.1.74; 2-alkenal reductase [EC:1.3.1.74]
L2_2630	0.0	L2	3207.0	K08359	ttrC; tetrathionate reductase subunit C
L2_2638	0.0	L2	3218.0	K12216	icmN, lphA, dotK; intracellular multiplication protein IcmN
L2_2637	0.0	L2	3215.0	K07674	narQ; two-component system, NarL family, nitrate/nitrite sensor histidine kinase NarQ [EC:2.7.13.3]
L2_2636	0.0	L2	3214.0	K07673	narX; two-component system, NarL family, nitrate/nitrite sensor histidine kinase NarX [EC:2.7.13.3]
L2_2635	0.0	L2	3213.0	K07685	narP; two-component system, NarL family, nitrate/nitrite response regulator NarP
L2_2634	0.0	L2	3211.0	K07773	arcA; two-component system, OmpR family, aerobic respiration control protein ArcA
L2_2633	0.0	L2	3210.0	K01278	DPP4, CD26; dipeptidyl-peptidase 4 [EC:3.4.14.5]
L2_2632	0.0	L2	3209.0	K13040	ttrS; two-component system, LuxR family, sensor histidine kinase TtrS [EC:2.7.13.3]
L2_2631	0.0	L2	3208.0	K08358	ttrB; tetrathionate reductase subunit B
L2_2639	0.0	L2	3219.0	K08485	PTS-HPR.PTSO, ptsO, npr; phosphocarrier protein NPr
L2_2717	0.0	L2	3323.0	K00865	glxK, garK; glycerate 2-kinase [EC:2.7.1.165]
L2_2718	0.0	L2	3324.0	K03312	gltS; glutamate:Na+ symporter, ESS family
L2_2719	0.0	L2	3325.0	K07589	folX; D-erythro-7,8-dihydroneopterin triphosphate epimerase [EC:5.1.99.7]
L2_2720	0.0	L2	3326.0	K11744	tqsA; AI-2 transport protein TqsA
L2_2722	0.0	L2	3328.0	K09899	K09899; uncharacterized protein
L2_2723	0.0	L2	3329.0	K00656	E2.3.1.54, pflD; formate C-acetyltransferase [EC:2.3.1.54]
L2_2724	0.0	L2	3330.0	K06212	focA; formate transporter
L2_2725	0.0	L2	3331.0	K16872	E2.3.1.207; beta-ketodecanoyl-[acyl-carrier-protein] synthase [EC:2.3.1.207]
L2_2726	0.0	L2	3332.0	K07182	K07182; CBS domain-containing protein
L2_2727	0.0	L2	3333.0	K09909	K09909; uncharacterized protein
L2_2728	0.0	L2	3334.0	K03812	rmf; ribosome modulation factor
L2_2731	0.0	L2	3337.0	K11916	stk1; serine/threonine-protein kinase Stk1 [EC:2.7.11.-]
L2_2733	0.0	L2	3339.0	K03314	nhaB; Na+:H+ antiporter, NhaB family
L2_2736	0.0	L2	3342.0	K09994	phnO; aminoalkylphosphonate N-acetyltransferase [EC:2.3.1.-]
L2_2737	0.0	L2	3344.0	K02548	menA; 1,4-dihydroxy-2-naphthoate octaprenyltransferase [EC:2.5.1.74 2.5.1.-]
L2_2679	0.0	L2	3276.0	K22041	comR; TetR/AcrR family transcriptional regulator, copper-responsive repressor
L2_2739	0.0	L2	3347.0	K01484	astB; succinylarginine dihydrolase [EC:3.5.3.23]
L2_2740	0.0	L2	3348.0	K12152	nudJ; phosphatase NudJ [EC:3.6.1.-]
L2_2741	0.0	L2	3349.0	K00855	PRK, prkB; phosphoribulokinase [EC:2.7.1.19]
L2_2742	0.0	L2	3350.0	K00876	udk, UCK; uridine kinase [EC:2.7.1.48]
L2_2743	0.0	L2	3352.0	K06374	spmB; spore maturation protein B
L2_2744	0.0	L2	3353.0	K09918	K09918; uncharacterized protein
L2_2745	0.0	L2	3354.0	K18657	zapC; cell division protein ZapC
L2_2746	0.0	L2	3355.0	K04072	adhE; acetaldehyde dehydrogenase / alcohol dehydrogenase [EC:1.2.1.10 1.1.1.1]
L2_2747	0.0	L2	3357.0	K09978	K09978; uncharacterized protein
L2_2750	0.0	L2	3360.0	K04651	hypA, hybF; hydrogenase nickel incorporation protein HypA/HybF
L2_2751	0.0	L2	3361.0	K04655	hypE; hydrogenase expression/formation protein HypE
L2_2752	0.0	L2	3362.0	K04654	hypD; hydrogenase expression/formation protein HypD
L2_2753	0.0	L2	3363.0	K04653	hypC; hydrogenase expression/formation protein HypC
L2_2754	0.0	L2	3364.0	K04652	hypB; hydrogenase nickel incorporation protein HypB
L2_2755	0.0	L2	3365.0	K04656	hypF; hydrogenase maturation protein HypF
L2_2738	0.0	L2	3346.0	K14067	mtkA; malate-CoA ligase subunit beta [EC:6.2.1.9]
L2_2680	0.0	L2	3277.0	K01498	ribD1; diaminohydroxyphosphoribosylaminopyrimidine deaminase [EC:3.5.4.26]
L2_2681	0.0	L2	3278.0	K14055	uspE; universal stress protein E
L2_2682	0.0	L2	3280.0	K09891	K09891; uncharacterized protein
L2_2684	0.0	L2	3282.0	K03087	rpoS; RNA polymerase nonessential primary-like sigma factor
L2_2685	0.0	L2	3283.0	K05809	raiA; ribosome-associated inhibitor A
L2_2686	0.0	L2	3284.0	K03720	trpR; TrpR family transcriptional regulator, trp operon repressor
L2_2687	0.0	L2	3285.0	K12525	metL; bifunctional aspartokinase / homoserine dehydrogenase 2 [EC:2.7.2.4 1.1.1.3]
L2_2688	0.0	L2	3286.0	K08676	tri; tricorn protease [EC:3.4.21.-]
L2_2690	0.0	L2	3288.0	K04770	lonH; Lon-like ATP-dependent protease [EC:3.4.21.-]
L2_2691	0.0	L2	3290.0	K21972	bluR; MerR family transcriptional regulator, repressor of blue light- and temperature-responsive genes
L2_2692	0.0	L2	3291.0	K22491	litR; MerR family transcriptional regulator, light-induced transcriptional regulator
L2_2693	0.0	L2	3292.0	K09923	K09923; uncharacterized protein
L2_2694	0.0	L2	3293.0	K20801	ltaA; L-allo-threonine aldolase [EC:4.1.2.49]
L2_2695	0.0	L2	3294.0	K11444	wspR; two-component system, chemotaxis family, response regulator WspR [EC:2.7.7.65]
L2_2696	0.0	L2	3295.0	K18691	mltF; membrane-bound lytic murein transglycosylase F [EC:4.2.2.-]
L2_2716	0.0	L2	3322.0	K03897	iucD; lysine N6-hydroxylase [EC:1.14.13.59]
L2_2715	0.0	L2	3321.0	K03895	iucC; aerobactin synthase [EC:6.3.2.39]
L2_2714	0.0	L2	3320.0	K13255	fhuF; ferric iron reductase protein FhuF
L2_2712	0.0	L2	3318.0	K11914	sfa2; sigma-54 dependent transcriptional regulator
L2_2711	0.0	L2	3317.0	K03310	TC.AGCS; alanine or glycine:cation symporter, AGCS family
L2_2710	0.0	L2	3316.0	K03473	pdxB; erythronate-4-phosphate dehydrogenase [EC:1.1.1.290]
L2_2709	0.0	L2	3315.0	K05820	hcaT; MFS transporter, PPP family, 3-phenylpropionic acid transporter
L2_2708	0.0	L2	3314.0	K11928	putP; sodium/proline symporter
L2_2697	0.0	L2	3296.0	K21602	yiaJ; IclR family transcriptional regulator, carbohydrate utilization repressor
L2_2705	0.0	L2	3305.0	K21303	wecP; UDP-GalNAc:undecaprenyl-phosphate GalNAc-1-phosphate transferase [EC:2.7.8.40]
L2_2704	0.0	L2	3304.0	K05785	rfaH; transcriptional antiterminator RfaH
L2_2703	0.0	L2	3303.0	K10943	flrC, fleR; two-component system, response regulator FlrC
L2_2702	0.0	L2	3302.0	K10942	flrB, fleS; two-component system, sensor histidine kinase FlrB [EC:2.7.13.3]
L2_2701	0.0	L2	3301.0	K06603	flaG; flagellar protein FlaG
L2_2700	0.0	L2	3299.0	K17716	capD; UDP-glucose 4-epimerase [EC:5.1.3.2]
L2_2699	0.0	L2	3298.0	K15894	pseB; UDP-N-acetylglucosamine 4,6-dehydratase [EC:4.2.1.115]
L2_2698	0.0	L2	3297.0	K09794	K09794; uncharacterized protein
L2_2706	0.0	L2	3310.0	K07862	sstT; serine/threonine transporter
L2_2499	0.0	L2	3047.0	K00126	fdsD; formate dehydrogenase subunit delta [EC:1.17.1.9]
L2_2500	0.0	L2	3048.0	K07222	K07222; putative flavoprotein involved in K+ transport
L2_2501	0.0	L2	3049.0	K03435	fruR1, fruR; LacI family transcriptional regulator, fructose operon transcriptional repressor
L2_2502	0.0	L2	3050.0	K18910	dpe, lre; D-psicose/D-tagatose/L-ribulose 3-epimerase [EC:5.1.3.30 5.1.3.31]
L2_2503	0.0	L2	3051.0	K06987	K06987; uncharacterized protein
L2_2504	0.0	L2	3052.0	K15784	doeB; N2-acetyl-L-2,4-diaminobutanoate deacetylase [EC:3.5.1.125]
L2_2505	0.0	L2	3053.0	K15785	doeD; L-2,4-diaminobutyrate transaminase [EC:2.6.1.76]
L2_2506	0.0	L2	3054.0	K15786	doeC; aspartate-semialdehyde dehydrogenase [EC:1.2.1.-]
L2_2507	0.0	L2	3056.0	K04335	csgB; minor curlin subunit
L2_2508	0.0	L2	3057.0	K01569	oxdD; oxalate decarboxylase [EC:4.1.1.2]
L2_2509	0.0	L2	3058.0	K11081	phnS; 2-aminoethylphosphonate transport system substrate-binding protein
L2_2510	0.0	L2	3059.0	K01711	gmd, GMDS; GDPmannose 4,6-dehydratase [EC:4.2.1.47]
L2_2511	0.0	L2	3060.0	K02377	TSTA3, fcl; GDP-L-fucose synthase [EC:1.1.1.271]
L2_2512	0.0	L2	3061.0	K03818	wcaF; putative colanic acid biosynthesis acetyltransferase WcaF [EC:2.3.1.-]
L2_2514	0.0	L2	3063.0	K01178	SGA1; glucoamylase [EC:3.2.1.3]
L2_2612	0.0	L2	3181.0	K13638	zntR; MerR family transcriptional regulator, Zn(II)-responsive regulator of zntA
L2_2517	0.0	L2	3066.0	K07076	K07076; uncharacterized protein
L2_2518	0.0	L2	3067.0	K03205	virD4, lvhD4; type IV secretion system protein VirD4
L2_2519	0.0	L2	3068.0	K22129	dtnK, denK; D-threonate/D-erythronate kinase [EC:2.7.1.219 2.7.1.220]
L2_2520	0.0	L2	3069.0	K08482	kaiC; circadian clock protein KaiC
L2_2521	0.0	L2	3070.0	K07670	mtrA; two-component system, OmpR family, response regulator MtrA
L2_2522	0.0	L2	3075.0	K13075	ahlD, aiiA, attM, blcC; N-acyl homoserine lactone hydrolase [EC:3.1.1.81]
L2_2523	0.0	L2	3076.0	K03194	virB1; type IV secretion system protein VirB1
L2_2525	0.0	L2	3078.0	K03198	virB3, lvhB3; type IV secretion system protein VirB3
L2_2527	0.0	L2	3080.0	K03200	virB5, lvhB5; type IV secretion system protein VirB5
L2_2528	0.0	L2	3081.0	K03201	virB6, lvhB6; type IV secretion system protein VirB6
L2_2529	0.0	L2	3083.0	K03203	virB8, lvhB8; type IV secretion system protein VirB8
L2_2530	0.0	L2	3084.0	K03204	virB9, lvhB9; type IV secretion system protein VirB9
L2_2531	0.0	L2	3085.0	K03195	virB10, lvhB10; type IV secretion system protein VirB10
L2_2533	0.0	L2	3087.0	K13888	macA; membrane fusion protein, macrolide-specific efflux system
L2_2534	0.0	L2	3088.0	K01303	APEH; acylaminoacyl-peptidase [EC:3.4.19.1]
L2_2515	0.0	L2	3064.0	K00886	ppgK; polyphosphate glucokinase [EC:2.7.1.63]
L2_2464	0.0	L2	3011.0	K02568	napB; cytochrome c-type protein NapB
L2_2465	0.0	L2	3012.0	K02569	napC; cytochrome c-type protein NapC
L2_2466	0.0	L2	3013.0	K02362	entD; enterobactin synthetase component D [EC:6.3.2.14 2.7.8.-]
L2_2467	0.0	L2	3014.0	K00853	araB; L-ribulokinase [EC:2.7.1.16]
L2_2468	0.0	L2	3015.0	K06203	cysZ; CysZ protein
L2_2469	0.0	L2	3016.0	K18335	K18335; 2-keto-3-deoxy-L-fuconate dehydrogenase [EC:1.1.1.-]
L2_2470	0.0	L2	3017.0	K11708	troC, mntC, znuB; manganese/zinc/iron transport system permease protein
L2_2471	0.0	L2	3018.0	K11709	troD, mntD, znuB; manganese/zinc/iron transport system permease protein
L2_2472	0.0	L2	3019.0	K11605	sitC; manganese/iron transport system permease protein
L2_2473	0.0	L2	3020.0	K11607	sitB; manganese/iron transport system ATP-binding protein
L2_2474	0.0	L2	3021.0	K01805	xylA; xylose isomerase [EC:5.3.1.5]
L2_2475	0.0	L2	3022.0	K10679	nfnB, nfsB; nitroreductase / dihydropteridine reductase [EC:1.-.-.- 1.5.1.34]
L2_2476	0.0	L2	3023.0	K08970	rcnA; nickel/cobalt exporter
L2_2477	0.0	L2	3024.0	K03291	MFS.SET; MFS transporter, SET family, sugar efflux transporter
L2_2478	0.0	L2	3025.0	K03337	iolB; 5-deoxy-glucuronate isomerase [EC:5.3.1.30]
L2_2498	0.0	L2	3046.0	K09123	K09123; uncharacterized protein
L2_2497	0.0	L2	3045.0	K13609	dpkA, lhpD; delta1-piperideine-2-carboxylate reductase [EC:1.5.1.21]
L2_2496	0.0	L2	3044.0	K07406	melA; alpha-galactosidase [EC:3.2.1.22]
L2_2495	0.0	L2	3043.0	K01133	betC; choline-sulfatase [EC:3.1.6.6]
L2_2494	0.0	L2	3042.0	K10979	ku; DNA end-binding protein Ku
L2_2493	0.0	L2	3040.0	K01442	E3.5.1.24; choloylglycine hydrolase [EC:3.5.1.24]
L2_2492	0.0	L2	3039.0	K16048	hsaB; 3-hydroxy-9,10-secoandrosta-1,3,5(10)-triene-9,17-dione monooxygenase reductase component [EC:1.5.1.-]
L2_2491	0.0	L2	3038.0	K06606	iolI; 2-keto-myo-inositol isomerase [EC:5.3.99.11]
L2_2479	0.0	L2	3026.0	K03335	iolE; inosose dehydratase [EC:4.2.1.44]
L2_2488	0.0	L2	3035.0	K02623	pcaQ; LysR family transcriptional regulator, pca operon transcriptional activator
L2_2487	0.0	L2	3034.0	K14727	pcaL; 3-oxoadipate enol-lactonase / 4-carboxymuconolactone decarboxylase [EC:3.1.1.24 4.1.1.44]
L2_2485	0.0	L2	3032.0	K00448	pcaG; protocatechuate 3,4-dioxygenase, alpha subunit [EC:1.13.11.3]
L2_2484	0.0	L2	3031.0	K01857	pcaB; 3-carboxy-cis,cis-muconate cycloisomerase [EC:5.5.1.2]
L2_2483	0.0	L2	3030.0	K15585	nikB; nickel transport system permease protein
L2_2482	0.0	L2	3029.0	K13653	K13653; AraC family transcriptional regulator
L2_2481	0.0	L2	3028.0	K03338	iolC; 5-dehydro-2-deoxygluconokinase [EC:2.7.1.92]
L2_2480	0.0	L2	3027.0	K03336	iolD; 3D-(3,5/4)-trihydroxycyclohexane-1,2-dione acylhydrolase (decyclizing) [EC:3.7.1.22]
L2_8	0.0	L2	15.0	K03841	FBP, fbp; fructose-1,6-bisphosphatase I [EC:3.1.3.11]
L2_2579	0.0	L2	3144.0	K02380	fdhE; FdhE protein
L2_2580	0.0	L2	3145.0	K16053	ybdG, mscM; miniconductance mechanosensitive channel
L2_2581	0.0	L2	3147.0	K03181	ubiC; chorismate--pyruvate lyase [EC:4.1.3.40]
L2_2582	0.0	L2	3148.0	K06970	rlmF; 23S rRNA (adenine1618-N6)-methyltransferase [EC:2.1.1.181]
L2_2583	0.0	L2	3149.0	K09712	K09712; uncharacterized protein
L2_2584	0.0	L2	3150.0	K03148	thiF; sulfur carrier protein ThiS adenylyltransferase [EC:2.7.7.73]
L2_2585	0.0	L2	3151.0	K02217	ftnA, ftn; ferritin [EC:1.16.3.2]
L2_2586	0.0	L2	3152.0	K12942	abgT; aminobenzoyl-glutamate transport protein
L2_2587	0.0	L2	3153.0	K20881	yrfG; 5'-nucleotidase [EC:3.1.3.5]
L2_2588	0.0	L2	3154.0	K11005	hlyA; hemolysin A
L2_2589	0.0	L2	3155.0	K22105	fabR; TetR/AcrR family transcriptional regulator, fatty acid biosynthesis regulator
L2_7	0.0	L2	13.0	K07979	ytrA; GntR family transcriptional regulator
L2_2591	0.0	L2	3158.0	K07640	cpxA; two-component system, OmpR family, sensor histidine kinase CpxA [EC:2.7.13.3]
L2_2592	0.0	L2	3159.0	K07662	cpxR; two-component system, OmpR family, response regulator CpxR
L2_2593	0.0	L2	3160.0	K19610	pfeR, pirR; two-component system, OmpR family, response regulator PfeR
L2_2535	0.0	L2	3089.0	K00055	E1.1.1.90; aryl-alcohol dehydrogenase [EC:1.1.1.90]
L2_2596	0.0	L2	3163.0	K21472	lytH; peptidoglycan LD-endopeptidase LytH [EC:3.4.-.-]
L2_2597	0.0	L2	3164.0	K07792	dcuB; anaerobic C4-dicarboxylate transporter DcuB
L2_2598	0.0	L2	3165.0	K19981	prnB; monodechloroaminopyrrolnitrin synthase
L2_2599	0.0	L2	3166.0	K02521	ilvY; LysR family transcriptional regulator, positive regulator for ilvC
L2_2600	0.0	L2	3167.0	K11258	ilvM; acetolactate synthase II small subunit [EC:2.2.1.6]
L2_2601	0.0	L2	3169.0	K18765	csrD; RNase E specificity factor CsrD
L2_2602	0.0	L2	3170.0	K12549	lapA; surface adhesion protein
L2_2603	0.0	L2	3171.0	K05851	cyaA; adenylate cyclase, class 1 [EC:4.6.1.1]
L2_2604	0.0	L2	3172.0	K00246	frdC; fumarate reductase subunit C
L2_2606	0.0	L2	3174.0	K00245	frdB; fumarate reductase iron-sulfur subunit [EC:1.3.5.4]
L2_2607	0.0	L2	3175.0	K02464	gspO; general secretion pathway protein O [EC:3.4.23.43 2.1.1.-]
L2_2608	0.0	L2	3176.0	K11474	glcC; GntR family transcriptional regulator, glc operon transcriptional activator
L2_2609	0.0	L2	3177.0	K01415	ECE; endothelin-converting enzyme [EC:3.4.24.71]
L2_2610	0.0	L2	3178.0	K07740	rsd; regulator of sigma D
L2_2611	0.0	L2	3180.0	K13713	purCD; fusion protein PurCD [EC:6.3.2.6 6.3.4.13]
L2_2595	0.0	L2	3162.0	K13283	fieF; ferrous-iron efflux pump FieF
L2_2536	0.0	L2	3090.0	K07078	K07078; uncharacterized protein
L2_2537	0.0	L2	3091.0	K09684	pucR; purine catabolism regulatory protein
L2_2538	0.0	L2	3092.0	K11070	potC; spermidine/putrescine transport system permease protein
L2_2539	0.0	L2	3093.0	K11071	potB; spermidine/putrescine transport system permease protein
L2_2540	0.0	L2	3094.0	K14657	nodD; LysR family transcriptional regulator, nod-box dependent transcriptional activator
L2_2541	0.0	L2	3095.0	K02480	K02480; two-component system, NarL family, sensor kinase [EC:2.7.13.3]
L2_2549	0.0	L2	3103.0	K13483	yagT; xanthine dehydrogenase YagT iron-sulfur-binding subunit
L2_2550	0.0	L2	3104.0	K11178	yagS; xanthine dehydrogenase YagS FAD-binding subunit [EC:1.17.1.4]
L2_2551	0.0	L2	3105.0	K11177	yagR; xanthine dehydrogenase YagR molybdenum-binding subunit [EC:1.17.1.4]
L2_2552	0.0	L2	3106.0	K00466	iaaM; tryptophan 2-monooxygenase [EC:1.13.12.3]
L2_2553	0.0	L2	3108.0	K21801	iaaH; indoleacetamide hydrolase [EC:3.5.1.-]
L2_2554	0.0	L2	3109.0	K01473	hyuA; N-methylhydantoinase A [EC:3.5.2.14]
L2_2555	0.0	L2	3110.0	K01474	hyuB; N-methylhydantoinase B [EC:3.5.2.14]
L2_2556	0.0	L2	3111.0	K10019	occM, nocM; octopine/nopaline transport system permease protein
