metabolite	KO	r	p	ko_desc
2,3-dihydroxybenzoate	K00370	-0.7071067811865476	0.11611652351681565	nitrate reductase 1, alpha subunit 
2,3-dihydroxybenzoate	K00371	-0.7071067811865476	0.11611652351681565	nitrate reductase 1, beta subunit 
2,3-dihydroxybenzoate	K00373	-0.7071067811865476	0.11611652351681565	nitrate reductase 1, delta subunit 
2,3-dihydroxybenzoate	K00374	-0.7071067811865476	0.11611652351681565	nitrate reductase 1, gamma subunit 
2,3-dihydroxybenzoate	K00721	-0.7071067811865476	0.11611652351681565	dolichol-phosphate mannosyltransferase 
2,3-dihydroxybenzoate	K00831	-0.7071067811865477	0.11611652351681548	phosphoserine aminotransferase 
2,3-dihydroxybenzoate	K01141	1.0	0.0	exodeoxyribonuclease I 
2,3-dihydroxybenzoate	K01153	0.7071067811865476	0.11611652351681565	type I restriction enzyme, R subunit 
2,3-dihydroxybenzoate	K01654	0.7071067811865477	0.11611652351681548	N-acetylneuraminate synthase 
2,3-dihydroxybenzoate	K01706	-0.7071067811865477	0.11611652351681548	glucarate dehydratase 
2,3-dihydroxybenzoate	K01712	0.7071067811865477	0.11611652351681548	urocanate hydratase 
2,3-dihydroxybenzoate	K02026	-0.7071067811865476	0.11611652351681565	multiple sugar transport system permease protein
2,3-dihydroxybenzoate	K02038	-0.7071067811865477	0.11611652351681548	phosphate transport system permease protein
2,3-dihydroxybenzoate	K02305	-0.7071067811865476	0.11611652351681565	nitric oxide reductase, cytochrome c-containing subunit II
2,3-dihydroxybenzoate	K02445	-0.7071067811865477	0.11611652351681548	MFS transporter, OPA family, glycerol-3-phosphate transporter
2,3-dihydroxybenzoate	K02652	-1.0	0.0	type IV pilus assembly protein PilB
2,3-dihydroxybenzoate	K02668	-0.7071067811865477	0.11611652351681548	two-component system, NtrC family, sensor histidine kinase PilS 
2,3-dihydroxybenzoate	K06986	-0.7071067811865477	0.11611652351681548	
2,3-dihydroxybenzoate	K06991	-0.7071067811865477	0.11611652351681548	
2,3-dihydroxybenzoate	K07025	0.7071067811865476	0.11611652351681565	putative hydrolase of the HAD superfamily
2,3-dihydroxybenzoate	K07218	-0.7071067811865476	0.11611652351681565	nitrous oxidase accessory protein
2,3-dihydroxybenzoate	K07230	-1.0	0.0	
2,3-dihydroxybenzoate	K07491	-0.7071067811865476	0.11611652351681565	putative transposase
2,3-dihydroxybenzoate	K07673	-0.7071067811865476	0.11611652351681565	two-component system, NarL family, nitrate/nitrite sensor histidine kinase NarX 
2,3-dihydroxybenzoate	K08482	0.7071067811865477	0.11611652351681548	circadian clock protein KaiC
2,3-dihydroxybenzoate	K09943	-0.7071067811865476	0.11611652351681565	hypothetical protein
2,3-dihydroxybenzoate	K11901	-0.7071067811865477	0.11611652351681548	type VI secretion system protein ImpB
2,3-dihydroxybenzoate	K14335	-0.7071067811865477	0.11611652351681548	alpha-1,6-mannosyltransferase 
3-hydroxy-3-methylglutarate	K00370	-0.9999999999999999	0.0	nitrate reductase 1, alpha subunit 
3-hydroxy-3-methylglutarate	K00371	-0.9999999999999999	0.0	nitrate reductase 1, beta subunit 
3-hydroxy-3-methylglutarate	K00373	-0.9999999999999999	0.0	nitrate reductase 1, delta subunit 
3-hydroxy-3-methylglutarate	K00374	-0.9999999999999999	0.0	nitrate reductase 1, gamma subunit 
3-hydroxy-3-methylglutarate	K01141	0.7071067811865476	0.11611652351681565	exodeoxyribonuclease I 
3-hydroxy-3-methylglutarate	K01153	0.9999999999999997	2.958228394578794e-31	type I restriction enzyme, R subunit 
3-hydroxy-3-methylglutarate	K02305	-0.9999999999999999	0.0	nitric oxide reductase, cytochrome c-containing subunit II
3-hydroxy-3-methylglutarate	K02616	0.7071067811865476	0.11611652351681565	phenylacetic acid degradation operon negative regulatory protein
3-hydroxy-3-methylglutarate	K02652	-0.7071067811865476	0.11611652351681565	type IV pilus assembly protein PilB
3-hydroxy-3-methylglutarate	K03427	0.7071067811865476	0.11611652351681565	type I restriction enzyme M protein 
3-hydroxy-3-methylglutarate	K07025	0.9999999999999997	2.958228394578794e-31	putative hydrolase of the HAD superfamily
3-hydroxy-3-methylglutarate	K07230	-0.7071067811865476	0.11611652351681565	
3-hydroxy-3-methylglutarate	K07673	-0.9999999999999999	0.0	two-component system, NarL family, nitrate/nitrite sensor histidine kinase NarX 
3-hydroxy-3-methylglutarate	K09943	-0.9999999999999999	0.0	hypothetical protein
3-hydroxy-3-methylglutarate	K12988	0.7071067811865476	0.11611652351681565	alpha-1,3-rhamnosyltransferase 
3-hydroxybenzoate	K02666	1.0	0.0	type IV pilus assembly protein PilQ
3-hydroxybenzoate	K08167	-1.0	0.0	MFS transporter, DHA2 family, methyl viologen resistance protein SmvA
3-hydroxybenzoate	K09709	-1.0	0.0	mesaconyl-C4 CoA hydratase
3-hydroxybenzoate	K11690	-1.0	0.0	C4-dicarboxylate transporter, DctM subunit
4-acetamidobutanoate	K00831	0.7071067811865477	0.11611652351681548	phosphoserine aminotransferase 
4-acetamidobutanoate	K01003	-0.7071067811865477	0.11611652351681548	carboxyvinyl-carboxyphosphonate phosphorylmutase 
4-acetamidobutanoate	K01187	-0.7071067811865477	0.11611652351681548	alpha-glucosidase 
4-acetamidobutanoate	K01654	-0.7071067811865477	0.11611652351681548	N-acetylneuraminate synthase 
4-acetamidobutanoate	K01706	0.7071067811865477	0.11611652351681548	glucarate dehydratase 
4-acetamidobutanoate	K01711	1.0	0.0	GDPmannose 4,6-dehydratase 
4-acetamidobutanoate	K02026	0.7071067811865476	0.11611652351681565	multiple sugar transport system permease protein
4-acetamidobutanoate	K02038	0.7071067811865477	0.11611652351681548	phosphate transport system permease protein
4-acetamidobutanoate	K02445	0.7071067811865477	0.11611652351681548	MFS transporter, OPA family, glycerol-3-phosphate transporter
4-acetamidobutanoate	K02668	0.7071067811865477	0.11611652351681548	two-component system, NtrC family, sensor histidine kinase PilS 
4-acetamidobutanoate	K03495	0.7071067811865476	0.11611652351681565	glucose inhibited division protein A
4-acetamidobutanoate	K04047	-0.7071067811865477	0.11611652351681548	starvation-inducible DNA-binding protein
4-acetamidobutanoate	K06986	0.7071067811865477	0.11611652351681548	
4-acetamidobutanoate	K06991	0.7071067811865477	0.11611652351681548	
4-acetamidobutanoate	K07184	1.0	0.0	SH3 domain protein
4-acetamidobutanoate	K07264	-0.7071067811865477	0.11611652351681548	4-amino-4-deoxy-L-arabinose transferase 
4-acetamidobutanoate	K07403	1.0	0.0	membrane-bound serine protease (ClpP class)
4-acetamidobutanoate	K07806	-0.7071067811865477	0.11611652351681548	UDP-4-amino-4-deoxy-L-arabinose-oxoglutarate aminotransferase 
4-acetamidobutanoate	K14335	0.7071067811865477	0.11611652351681548	alpha-1,6-mannosyltransferase 
4-guanidinobutanoate	K00023	-0.9999999999999999	0.0	acetoacetyl-CoA reductase 
4-guanidinobutanoate	K00162	-0.9999999999999999	0.0	pyruvate dehydrogenase E1 component subunit beta 
4-guanidinobutanoate	K00274	0.9999999999999999	0.0	monoamine oxidase 
4-guanidinobutanoate	K00836	0.9999999999999999	0.0	diaminobutyrate-2-oxoglutarate transaminase 
4-guanidinobutanoate	K01834	-0.9999999999999999	0.0	phosphoglycerate mutase 
4-guanidinobutanoate	K02429	-0.9999999999999999	0.0	MFS transporter, FHS family, L-fucose permease
4-guanidinobutanoate	K03897	-0.9999999999999999	0.0	lysine N6-hydroxylase 
4-guanidinobutanoate	K05375	0.9999999999999999	0.0	MbtH protein
4-guanidinobutanoate	K05685	0.9999999999999999	0.0	macrolide transport system ATP-binding/permease protein 
4-guanidinobutanoate	K06160	0.9999999999999999	0.0	putative ATP-binding cassette transporter
4-guanidinobutanoate	K06985	0.9999999999999999	0.0	aspartyl protease family protein
4-guanidinobutanoate	K08160	-0.9999999999999999	0.0	MFS transporter, DHA1 family, multidrug/chloramphenicol efflux transport protein
4-guanidinobutanoate	K09815	0.9999999999999999	0.0	zinc transport system substrate-binding protein
4-guanidinobutanoate	K10531	0.9999999999999999	0.0	L-ornithine N5-oxygenase 
4-guanidinobutanoate	K11208	0.9999999999999999	0.0	GST-like protein
4-guanidinobutanoate	K13888	0.9999999999999999	0.0	macrolide-specific efflux protein MacA
4-guanidinobutanoate	K14155	0.9999999999999999	0.0	cystathione beta-lyase 
4-hydroxy-2-quinolinecarboxylic acid	K00661	0.7071067811865477	0.11611652351681548	maltose O-acetyltransferase 
4-hydroxy-2-quinolinecarboxylic acid	K00721	-1.0	0.0	dolichol-phosphate mannosyltransferase 
4-hydroxy-2-quinolinecarboxylic acid	K01141	0.7071067811865477	0.11611652351681548	exodeoxyribonuclease I 
4-hydroxy-2-quinolinecarboxylic acid	K01712	1.0	0.0	urocanate hydratase 
4-hydroxy-2-quinolinecarboxylic acid	K02363	0.7071067811865477	0.11611652351681548	enterobactin 2,3-dihydroxybenzoate-AMP ligase / S-dihydroxybenzoyltransferase 
4-hydroxy-2-quinolinecarboxylic acid	K02652	-0.7071067811865477	0.11611652351681548	type IV pilus assembly protein PilB
4-hydroxy-2-quinolinecarboxylic acid	K03427	0.7071067811865477	0.11611652351681548	type I restriction enzyme M protein 
4-hydroxy-2-quinolinecarboxylic acid	K03760	-0.7071067811865477	0.11611652351681548	phosphoethanolamine transferase
4-hydroxy-2-quinolinecarboxylic acid	K07089	0.7071067811865477	0.11611652351681548	
4-hydroxy-2-quinolinecarboxylic acid	K07218	-1.0	0.0	nitrous oxidase accessory protein
4-hydroxy-2-quinolinecarboxylic acid	K07230	-0.7071067811865477	0.11611652351681548	
4-hydroxy-2-quinolinecarboxylic acid	K07491	-1.0	0.0	putative transposase
4-hydroxy-2-quinolinecarboxylic acid	K07677	0.7071067811865477	0.11611652351681548	two-component system, NarL family, capsular synthesis sensor histidine kinase RcsC 
4-hydroxyphenylacetate	K00023	-0.9999999999999999	0.0	acetoacetyl-CoA reductase 
4-hydroxyphenylacetate	K00162	-0.9999999999999999	0.0	pyruvate dehydrogenase E1 component subunit beta 
4-hydroxyphenylacetate	K00274	0.9999999999999999	0.0	monoamine oxidase 
4-hydroxyphenylacetate	K00836	0.9999999999999999	0.0	diaminobutyrate-2-oxoglutarate transaminase 
4-hydroxyphenylacetate	K01834	-0.9999999999999999	0.0	phosphoglycerate mutase 
4-hydroxyphenylacetate	K02429	-0.9999999999999999	0.0	MFS transporter, FHS family, L-fucose permease
4-hydroxyphenylacetate	K03897	-0.9999999999999999	0.0	lysine N6-hydroxylase 
4-hydroxyphenylacetate	K05375	0.9999999999999999	0.0	MbtH protein
4-hydroxyphenylacetate	K05685	0.9999999999999999	0.0	macrolide transport system ATP-binding/permease protein 
4-hydroxyphenylacetate	K06160	0.9999999999999999	0.0	putative ATP-binding cassette transporter
4-hydroxyphenylacetate	K06985	0.9999999999999999	0.0	aspartyl protease family protein
4-hydroxyphenylacetate	K08160	-0.9999999999999999	0.0	MFS transporter, DHA1 family, multidrug/chloramphenicol efflux transport protein
4-hydroxyphenylacetate	K09815	0.9999999999999999	0.0	zinc transport system substrate-binding protein
4-hydroxyphenylacetate	K10531	0.9999999999999999	0.0	L-ornithine N5-oxygenase 
4-hydroxyphenylacetate	K11208	0.9999999999999999	0.0	GST-like protein
4-hydroxyphenylacetate	K13888	0.9999999999999999	0.0	macrolide-specific efflux protein MacA
4-hydroxyphenylacetate	K14155	0.9999999999999999	0.0	cystathione beta-lyase 
5-aminopentanoate	K00370	1.0	0.0	nitrate reductase 1, alpha subunit 
5-aminopentanoate	K00371	1.0	0.0	nitrate reductase 1, beta subunit 
5-aminopentanoate	K00373	1.0	0.0	nitrate reductase 1, delta subunit 
5-aminopentanoate	K00374	1.0	0.0	nitrate reductase 1, gamma subunit 
5-aminopentanoate	K01141	-0.7071067811865476	0.11611652351681565	exodeoxyribonuclease I 
5-aminopentanoate	K01153	-0.9999999999999999	0.0	type I restriction enzyme, R subunit 
5-aminopentanoate	K02305	1.0	0.0	nitric oxide reductase, cytochrome c-containing subunit II
5-aminopentanoate	K02616	-0.7071067811865476	0.11611652351681565	phenylacetic acid degradation operon negative regulatory protein
5-aminopentanoate	K02652	0.7071067811865476	0.11611652351681565	type IV pilus assembly protein PilB
5-aminopentanoate	K03427	-0.7071067811865476	0.11611652351681565	type I restriction enzyme M protein 
5-aminopentanoate	K07025	-0.9999999999999999	0.0	putative hydrolase of the HAD superfamily
5-aminopentanoate	K07230	0.7071067811865476	0.11611652351681565	
5-aminopentanoate	K07673	1.0	0.0	two-component system, NarL family, nitrate/nitrite sensor histidine kinase NarX 
5-aminopentanoate	K09943	1.0	0.0	hypothetical protein
5-aminopentanoate	K12988	-0.7071067811865476	0.11611652351681565	alpha-1,3-rhamnosyltransferase 
Hypoxanthine	K01187	-0.7071067811865477	0.11611652351681548	alpha-glucosidase 
Hypoxanthine	K01971	0.7071067811865476	0.11611652351681565	DNA ligase (ATP) 
Hypoxanthine	K02361	-0.7071067811865476	0.11611652351681565	isochorismate synthase 
Hypoxanthine	K03495	0.7071067811865476	0.11611652351681565	glucose inhibited division protein A
Hypoxanthine	K07264	-0.7071067811865477	0.11611652351681548	4-amino-4-deoxy-L-arabinose transferase 
Hypoxanthine	K07334	-1.0	0.0	proteic killer suppression protein
Hypoxanthine	K07806	-0.7071067811865477	0.11611652351681548	UDP-4-amino-4-deoxy-L-arabinose-oxoglutarate aminotransferase 
Hypoxanthine	K08482	0.7071067811865476	0.11611652351681565	circadian clock protein KaiC
Hypoxanthine	K11740	0.7071067811865477	0.11611652351681548	bacteriophage N4 adsorption protein B
Hypoxanthine	K11901	-0.7071067811865477	0.11611652351681548	type VI secretion system protein ImpB
Hypoxanthine	K11916	-1.0	0.0	serine/threonine-protein kinase Stk1 
N-acetyl-aspartic acid	K00370	-0.7071067811865476	0.11611652351681565	nitrate reductase 1, alpha subunit 
N-acetyl-aspartic acid	K00371	-0.7071067811865476	0.11611652351681565	nitrate reductase 1, beta subunit 
N-acetyl-aspartic acid	K00373	-0.7071067811865476	0.11611652351681565	nitrate reductase 1, delta subunit 
N-acetyl-aspartic acid	K00374	-0.7071067811865476	0.11611652351681565	nitrate reductase 1, gamma subunit 
N-acetyl-aspartic acid	K01153	0.7071067811865476	0.11611652351681565	type I restriction enzyme, R subunit 
N-acetyl-aspartic acid	K01187	-0.7071067811865477	0.11611652351681548	alpha-glucosidase 
N-acetyl-aspartic acid	K02057	0.7071067811865477	0.11611652351681548	simple sugar transport system permease protein
N-acetyl-aspartic acid	K02305	-0.7071067811865476	0.11611652351681565	nitric oxide reductase, cytochrome c-containing subunit II
N-acetyl-aspartic acid	K03495	0.7071067811865476	0.11611652351681565	glucose inhibited division protein A
N-acetyl-aspartic acid	K07025	0.7071067811865476	0.11611652351681565	putative hydrolase of the HAD superfamily
N-acetyl-aspartic acid	K07264	-0.7071067811865477	0.11611652351681548	4-amino-4-deoxy-L-arabinose transferase 
N-acetyl-aspartic acid	K07673	-0.7071067811865476	0.11611652351681565	two-component system, NarL family, nitrate/nitrite sensor histidine kinase NarX 
N-acetyl-aspartic acid	K07806	-0.7071067811865477	0.11611652351681548	UDP-4-amino-4-deoxy-L-arabinose-oxoglutarate aminotransferase 
N-acetyl-aspartic acid	K08482	0.7071067811865476	0.11611652351681565	circadian clock protein KaiC
N-acetyl-aspartic acid	K09943	-0.7071067811865476	0.11611652351681565	hypothetical protein
N-acetyl-aspartic acid	K11688	0.7071067811865476	0.11611652351681565	C4-dicarboxylate-binding protein DctP
N-acetyl-aspartic acid	K12988	1.0	0.0	alpha-1,3-rhamnosyltransferase 
N-acetyl-aspartic acid	K13016	0.7071067811865476	0.11611652351681565	UDP-D-GlcNAcA oxidase 
N-acetyl-aspartic acid	K13017	0.7071067811865476	0.11611652351681565	UDP-3-keto-D-GlcNAcA aminotransferase 
N-acetyl-aspartic acid	K13018	0.7071067811865476	0.11611652351681565	UDP-D-GlcNAc3NA acetyltransferase 
N-acetyl-aspartic acid	K13655	0.7071067811865476	0.11611652351681565	HTH-type transcriptional regulator / antitoxin for MqsR toxin
N-acetyl-glutamic acid	K02666	1.0	0.0	type IV pilus assembly protein PilQ
N-acetyl-glutamic acid	K08167	-1.0	0.0	MFS transporter, DHA2 family, methyl viologen resistance protein SmvA
N-acetyl-glutamic acid	K09709	-1.0	0.0	mesaconyl-C4 CoA hydratase
N-acetyl-glutamic acid	K11690	-1.0	0.0	C4-dicarboxylate transporter, DctM subunit
N-acetyl-leucine	K00023	0.9999999999999999	0.0	acetoacetyl-CoA reductase 
N-acetyl-leucine	K00162	0.9999999999999999	0.0	pyruvate dehydrogenase E1 component subunit beta 
N-acetyl-leucine	K00274	-0.9999999999999999	0.0	monoamine oxidase 
N-acetyl-leucine	K00836	-0.9999999999999999	0.0	diaminobutyrate-2-oxoglutarate transaminase 
N-acetyl-leucine	K01834	0.9999999999999999	0.0	phosphoglycerate mutase 
N-acetyl-leucine	K02429	0.9999999999999999	0.0	MFS transporter, FHS family, L-fucose permease
N-acetyl-leucine	K03897	0.9999999999999999	0.0	lysine N6-hydroxylase 
N-acetyl-leucine	K05375	-0.9999999999999999	0.0	MbtH protein
N-acetyl-leucine	K05685	-0.9999999999999999	0.0	macrolide transport system ATP-binding/permease protein 
N-acetyl-leucine	K06160	-0.9999999999999999	0.0	putative ATP-binding cassette transporter
N-acetyl-leucine	K06985	-0.9999999999999999	0.0	aspartyl protease family protein
N-acetyl-leucine	K08160	0.9999999999999999	0.0	MFS transporter, DHA1 family, multidrug/chloramphenicol efflux transport protein
N-acetyl-leucine	K09815	-0.9999999999999999	0.0	zinc transport system substrate-binding protein
N-acetyl-leucine	K10531	-0.9999999999999999	0.0	L-ornithine N5-oxygenase 
N-acetyl-leucine	K11208	-0.9999999999999999	0.0	GST-like protein
N-acetyl-leucine	K13888	-0.9999999999999999	0.0	macrolide-specific efflux protein MacA
N-acetyl-leucine	K14155	-0.9999999999999999	0.0	cystathione beta-lyase 
N-acetylputrescine	K00023	-0.9999999999999999	0.0	acetoacetyl-CoA reductase 
N-acetylputrescine	K00162	-0.9999999999999999	0.0	pyruvate dehydrogenase E1 component subunit beta 
N-acetylputrescine	K00274	0.9999999999999999	0.0	monoamine oxidase 
N-acetylputrescine	K00836	0.9999999999999999	0.0	diaminobutyrate-2-oxoglutarate transaminase 
N-acetylputrescine	K01834	-0.9999999999999999	0.0	phosphoglycerate mutase 
N-acetylputrescine	K02429	-0.9999999999999999	0.0	MFS transporter, FHS family, L-fucose permease
N-acetylputrescine	K03897	-0.9999999999999999	0.0	lysine N6-hydroxylase 
N-acetylputrescine	K05375	0.9999999999999999	0.0	MbtH protein
N-acetylputrescine	K05685	0.9999999999999999	0.0	macrolide transport system ATP-binding/permease protein 
N-acetylputrescine	K06160	0.9999999999999999	0.0	putative ATP-binding cassette transporter
N-acetylputrescine	K06985	0.9999999999999999	0.0	aspartyl protease family protein
N-acetylputrescine	K08160	-0.9999999999999999	0.0	MFS transporter, DHA1 family, multidrug/chloramphenicol efflux transport protein
N-acetylputrescine	K09815	0.9999999999999999	0.0	zinc transport system substrate-binding protein
N-acetylputrescine	K10531	0.9999999999999999	0.0	L-ornithine N5-oxygenase 
N-acetylputrescine	K11208	0.9999999999999999	0.0	GST-like protein
N-acetylputrescine	K13888	0.9999999999999999	0.0	macrolide-specific efflux protein MacA
N-acetylputrescine	K14155	0.9999999999999999	0.0	cystathione beta-lyase 
N-alpha-acetyl-asparagine	K00661	0.7071067811865477	0.11611652351681548	maltose O-acetyltransferase 
N-alpha-acetyl-asparagine	K01711	0.7071067811865477	0.11611652351681548	GDPmannose 4,6-dehydratase 
N-alpha-acetyl-asparagine	K02616	-0.7071067811865477	0.11611652351681548	phenylacetic acid degradation operon negative regulatory protein
N-alpha-acetyl-asparagine	K07184	0.7071067811865477	0.11611652351681548	SH3 domain protein
N-alpha-acetyl-asparagine	K07334	-0.7071067811865477	0.11611652351681548	proteic killer suppression protein
N-alpha-acetyl-asparagine	K07403	0.7071067811865477	0.11611652351681548	membrane-bound serine protease (ClpP class)
N-alpha-acetyl-asparagine	K11916	-0.7071067811865477	0.11611652351681548	serine/threonine-protein kinase Stk1 
N-alpha-acetyl-lysine	K00023	-0.9999999999999999	0.0	acetoacetyl-CoA reductase 
N-alpha-acetyl-lysine	K00162	-0.9999999999999999	0.0	pyruvate dehydrogenase E1 component subunit beta 
N-alpha-acetyl-lysine	K00274	0.9999999999999999	0.0	monoamine oxidase 
N-alpha-acetyl-lysine	K00836	0.9999999999999999	0.0	diaminobutyrate-2-oxoglutarate transaminase 
N-alpha-acetyl-lysine	K01834	-0.9999999999999999	0.0	phosphoglycerate mutase 
N-alpha-acetyl-lysine	K02429	-0.9999999999999999	0.0	MFS transporter, FHS family, L-fucose permease
N-alpha-acetyl-lysine	K03897	-0.9999999999999999	0.0	lysine N6-hydroxylase 
N-alpha-acetyl-lysine	K05375	0.9999999999999999	0.0	MbtH protein
N-alpha-acetyl-lysine	K05685	0.9999999999999999	0.0	macrolide transport system ATP-binding/permease protein 
N-alpha-acetyl-lysine	K06160	0.9999999999999999	0.0	putative ATP-binding cassette transporter
N-alpha-acetyl-lysine	K06985	0.9999999999999999	0.0	aspartyl protease family protein
N-alpha-acetyl-lysine	K08160	-0.9999999999999999	0.0	MFS transporter, DHA1 family, multidrug/chloramphenicol efflux transport protein
N-alpha-acetyl-lysine	K09815	0.9999999999999999	0.0	zinc transport system substrate-binding protein
N-alpha-acetyl-lysine	K10531	0.9999999999999999	0.0	L-ornithine N5-oxygenase 
N-alpha-acetyl-lysine	K11208	0.9999999999999999	0.0	GST-like protein
N-alpha-acetyl-lysine	K13888	0.9999999999999999	0.0	macrolide-specific efflux protein MacA
N-alpha-acetyl-lysine	K14155	0.9999999999999999	0.0	cystathione beta-lyase 
Xanthine	K01187	1.0	0.0	alpha-glucosidase 
Xanthine	K01711	-0.7071067811865477	0.11611652351681548	GDPmannose 4,6-dehydratase 
Xanthine	K02363	0.7071067811865477	0.11611652351681548	enterobactin 2,3-dihydroxybenzoate-AMP ligase / S-dihydroxybenzoyltransferase 
Xanthine	K03495	-1.0	0.0	glucose inhibited division protein A
Xanthine	K03760	-0.7071067811865477	0.11611652351681548	phosphoethanolamine transferase
Xanthine	K07089	0.7071067811865477	0.11611652351681548	
Xanthine	K07184	-0.7071067811865477	0.11611652351681548	SH3 domain protein
Xanthine	K07264	1.0	0.0	4-amino-4-deoxy-L-arabinose transferase 
Xanthine	K07334	0.7071067811865477	0.11611652351681548	proteic killer suppression protein
Xanthine	K07403	-0.7071067811865477	0.11611652351681548	membrane-bound serine protease (ClpP class)
Xanthine	K07677	0.7071067811865477	0.11611652351681548	two-component system, NarL family, capsular synthesis sensor histidine kinase RcsC 
Xanthine	K07806	1.0	0.0	UDP-4-amino-4-deoxy-L-arabinose-oxoglutarate aminotransferase 
Xanthine	K11916	0.7071067811865477	0.11611652351681548	serine/threonine-protein kinase Stk1 
Xanthine	K12988	-0.7071067811865477	0.11611652351681548	alpha-1,3-rhamnosyltransferase 
alpha-aminoadipate	K00023	-0.9999999999999999	0.0	acetoacetyl-CoA reductase 
alpha-aminoadipate	K00162	-0.9999999999999999	0.0	pyruvate dehydrogenase E1 component subunit beta 
alpha-aminoadipate	K00274	0.9999999999999999	0.0	monoamine oxidase 
alpha-aminoadipate	K00836	0.9999999999999999	0.0	diaminobutyrate-2-oxoglutarate transaminase 
alpha-aminoadipate	K01834	-0.9999999999999999	0.0	phosphoglycerate mutase 
alpha-aminoadipate	K02429	-0.9999999999999999	0.0	MFS transporter, FHS family, L-fucose permease
alpha-aminoadipate	K03897	-0.9999999999999999	0.0	lysine N6-hydroxylase 
alpha-aminoadipate	K05375	0.9999999999999999	0.0	MbtH protein
alpha-aminoadipate	K05685	0.9999999999999999	0.0	macrolide transport system ATP-binding/permease protein 
alpha-aminoadipate	K06160	0.9999999999999999	0.0	putative ATP-binding cassette transporter
alpha-aminoadipate	K06985	0.9999999999999999	0.0	aspartyl protease family protein
alpha-aminoadipate	K08160	-0.9999999999999999	0.0	MFS transporter, DHA1 family, multidrug/chloramphenicol efflux transport protein
alpha-aminoadipate	K09815	0.9999999999999999	0.0	zinc transport system substrate-binding protein
alpha-aminoadipate	K10531	0.9999999999999999	0.0	L-ornithine N5-oxygenase 
alpha-aminoadipate	K11208	0.9999999999999999	0.0	GST-like protein
alpha-aminoadipate	K13888	0.9999999999999999	0.0	macrolide-specific efflux protein MacA
alpha-aminoadipate	K14155	0.9999999999999999	0.0	cystathione beta-lyase 
anthranilate	K00370	-0.7071067811865476	0.11611652351681565	nitrate reductase 1, alpha subunit 
anthranilate	K00371	-0.7071067811865476	0.11611652351681565	nitrate reductase 1, beta subunit 
anthranilate	K00373	-0.7071067811865476	0.11611652351681565	nitrate reductase 1, delta subunit 
anthranilate	K00374	-0.7071067811865476	0.11611652351681565	nitrate reductase 1, gamma subunit 
anthranilate	K00721	-0.7071067811865476	0.11611652351681565	dolichol-phosphate mannosyltransferase 
anthranilate	K00831	-0.7071067811865477	0.11611652351681548	phosphoserine aminotransferase 
anthranilate	K01141	1.0	0.0	exodeoxyribonuclease I 
anthranilate	K01153	0.7071067811865476	0.11611652351681565	type I restriction enzyme, R subunit 
anthranilate	K01654	0.7071067811865477	0.11611652351681548	N-acetylneuraminate synthase 
anthranilate	K01706	-0.7071067811865477	0.11611652351681548	glucarate dehydratase 
anthranilate	K01712	0.7071067811865477	0.11611652351681548	urocanate hydratase 
anthranilate	K02026	-0.7071067811865476	0.11611652351681565	multiple sugar transport system permease protein
anthranilate	K02038	-0.7071067811865477	0.11611652351681548	phosphate transport system permease protein
anthranilate	K02305	-0.7071067811865476	0.11611652351681565	nitric oxide reductase, cytochrome c-containing subunit II
anthranilate	K02445	-0.7071067811865477	0.11611652351681548	MFS transporter, OPA family, glycerol-3-phosphate transporter
anthranilate	K02652	-1.0	0.0	type IV pilus assembly protein PilB
anthranilate	K02668	-0.7071067811865477	0.11611652351681548	two-component system, NtrC family, sensor histidine kinase PilS 
anthranilate	K06986	-0.7071067811865477	0.11611652351681548	
anthranilate	K06991	-0.7071067811865477	0.11611652351681548	
anthranilate	K07025	0.7071067811865476	0.11611652351681565	putative hydrolase of the HAD superfamily
anthranilate	K07218	-0.7071067811865476	0.11611652351681565	nitrous oxidase accessory protein
anthranilate	K07230	-1.0	0.0	
anthranilate	K07491	-0.7071067811865476	0.11611652351681565	putative transposase
anthranilate	K07673	-0.7071067811865476	0.11611652351681565	two-component system, NarL family, nitrate/nitrite sensor histidine kinase NarX 
anthranilate	K08482	0.7071067811865477	0.11611652351681548	circadian clock protein KaiC
anthranilate	K09943	-0.7071067811865476	0.11611652351681565	hypothetical protein
anthranilate	K11901	-0.7071067811865477	0.11611652351681548	type VI secretion system protein ImpB
