feature	mean_abs_shap	ko_desc	level
K02439	0.0	glpE; thiosulfate sulfurtransferase [EC:2.8.1.1]	KO
K02570	0.0	napD; periplasmic nitrate reductase NapD	KO
K22314	0.0	GGP; glucosinolate gamma-glutamyl hydrolase [EC:3.4.19.16]	KO
K07150	0.0	K07150; uncharacterized protein	KO
K16148	0.0	glgM; alpha-maltose-1-phosphate synthase [EC:2.4.1.342]	KO
K16147	0.0	glgE; starch synthase (maltosyl-transferring) [EC:2.4.99.16]	KO
K16146	0.0	pep2; maltokinase [EC:2.7.1.175]	KO
K16091	0.0	fecA; Fe(3+) dicitrate transport protein	KO
K16088	0.0	TC.FEV.OM1, fhuE, fpvA, fptA; outer-membrane receptor for ferric coprogen and ferric-rhodotorulic acid	KO
K16087	0.0	TC.FEV.OM3, tbpA, hemR, lbpA, hpuB, bhuR, hugA, hmbR; hemoglobin/transferrin/lactoferrin receptor protein	KO
K07320	0.0	prmB; ribosomal protein L3 glutamine methyltransferase [EC:2.1.1.298]	KO
K00406	0.0	ccoP; cytochrome c oxidase cbb3-type subunit III	KO
K15548	0.0	aaeA; p-hydroxybenzoic acid efflux pump subunit AaeA	KO
K07322	0.0	ytfE, scdA; regulator of cell morphogenesis and NO signaling	KO
K02189	0.0	cbiG; cobalt-precorrin 5A hydrolase [EC:3.7.1.12]	KO
K02188	0.0	cbiD; cobalt-precorrin-5B (C1)-methyltransferase [EC:2.1.1.195]	KO
K07337	0.0	K07337; penicillin-binding protein activator	KO
K02168	0.0	betT, betS; choline/glycine/proline betaine transport protein	KO
K07182	0.0	K07182; CBS domain-containing protein	KO
K02160	0.0	accB, bccP; acetyl-CoA carboxylase biotin carboxyl carrier protein	KO
K02110	0.0	ATPF0C, atpE; F-type H+-transporting ATPase subunit c	KO
K07399	0.0	resB, ccs1; cytochrome c biogenesis protein	KO
K02191	0.0	cbiT; cobalt-precorrin-6B (C15)-methyltransferase [EC:2.1.1.196]	KO
K02062	0.0	thiQ; thiamine transport system ATP-binding protein	KO
K07175	0.0	phoH2; PhoH-like ATPase	KO
K07177	0.0	K07177; Lon-like protease	KO
K02048	0.0	cysP, sbp; sulfate transport system substrate-binding protein	KO
K07307	0.0	dmsB; anaerobic dimethyl sulfoxide reductase subunit B (DMSO reductase iron- sulfur subunit)	KO
K02279	0.0	cpaB, rcpC; pilus assembly protein CpaB	KO
K02276	0.0	coxC; cytochrome c oxidase subunit III [EC:1.9.3.1]	KO
K02275	0.0	coxB; cytochrome c oxidase subunit II [EC:1.9.3.1]	KO
K02259	0.0	COX15; cytochrome c oxidase assembly protein subunit 15	KO
K02281	0.0	cpaD; pilus assembly protein CpaD	KO
K02237	0.0	comEA; competence protein ComEA	KO
K02230	0.0	cobN; cobaltochelatase CobN [EC:6.6.1.2]	KO
K16080	0.0	mnoP; high affinity Mn2+ porin	KO
K16077	0.0	scrY; sucrose porin	KO
K16066	0.0	ydfG; 3-hydroxy acid dehydrogenase / malonic semialdehyde reductase [EC:1.1.1.381 1.1.1.-]	KO
K15987	0.0	hppA; K(+)-stimulated pyrophosphate-energized sodium pump [EC:3.6.1.1]	KO
K02302	0.0	cysG; uroporphyrin-III C-methyltransferase / precorrin-2 dehydrogenase / sirohydrochlorin ferrochelatase [EC:2.1.1.107 1.3.1.76 4.99.1.4]	KO
K02298	0.0	cyoB; cytochrome o ubiquinol oxidase subunit I [EC:1.10.3.10]	KO
K02297	0.0	cyoA; cytochrome o ubiquinol oxidase subunit II [EC:1.10.3.10]	KO
K02257	0.0	COX10, ctaB, cyoE; heme o synthase [EC:2.5.1.141]	KO
K02393	0.0	flgH; flagellar L-ring protein precursor FlgH	KO
K02228	0.0	cobF; precorrin-6A synthase [EC:2.1.1.152]	KO
K07277	0.0	SAM50, TOB55, bamA; outer membrane protein insertion porin family	KO
K22104	0.0	nanR; GntR family transcriptional regulator, sialic acid-inducible nan operon repressor	KO
K00161	0.0	PDHA, pdhA; pyruvate dehydrogenase E1 component alpha subunit [EC:1.2.4.1]	KO
K00164	0.0	OGDH, sucA; 2-oxoglutarate dehydrogenase E1 component [EC:1.2.4.2]	KO
K00200	0.0	fwdA, fmdA; formylmethanofuran dehydrogenase subunit A [EC:1.2.7.12]	KO
K00202	0.0	fwdC, fmdC; formylmethanofuran dehydrogenase subunit C [EC:1.2.7.12]	KO
K15866	0.0	paaG; 2-(1,2-epoxy-1,2-dihydrophenyl)acetyl-CoA isomerase [EC:5.3.3.18]	KO
K02427	0.0	rlmE, rrmJ, ftsJ; 23S rRNA (uridine2552-2'-O)-methyltransferase [EC:2.1.1.166]	KO
K15778	0.0	pmm-pgm; phosphomannomutase / phosphoglucomutase [EC:5.4.2.8 5.4.2.2]	KO
K02471	0.0	bacA; vitamin B12/bleomycin/antimicrobial peptide transport system ATP-binding/permease protein	KO
K02470	0.0	gyrB; DNA gyrase subunit B [EC:5.99.1.3]	KO
K22345	0.0	E4.3.1.9; glucosaminate ammonia-lyase [EC:4.3.1.9]	KO
K02464	0.0	gspO; general secretion pathway protein O [EC:3.4.23.43 2.1.1.-]	KO
K02460	0.0	gspK; general secretion pathway protein K	KO
K02458	0.0	gspI; general secretion pathway protein I	KO
K02456	0.0	gspG; general secretion pathway protein G	KO
K21990	0.0	yfdC; formate-nitrite transporter family protein	KO
K15785	0.0	doeD; L-2,4-diaminobutyrate transaminase [EC:2.6.1.76]	KO
K02422	0.0	fliS; flagellar protein FliS	KO
K02415	0.0	fliL; flagellar FliL protein	KO
K07400	0.0	nfuA; Fe/S biogenesis protein NfuA	KO
K02392	0.0	flgG; flagellar basal-body rod protein FlgG	KO
K02386	0.0	flgA; flagella basal body P-ring formation protein FlgA	KO
K02385	0.0	flbD; flagellar protein FlbD	KO
K02347	0.0	polX, dpx; DNA polymerase (family X)	KO
K02345	0.0	holE; DNA polymerase III subunit theta [EC:2.7.7.7]	KO
K02344	0.0	holD; DNA polymerase III subunit psi [EC:2.7.7.7]	KO
K02394	0.0	flgI; flagellar P-ring protein precursor FlgI	KO
K02315	0.0	dnaC; DNA replication protein DnaC	KO
K15771	0.0	ganP; arabinogalactan oligomer / maltooligosaccharide transport system permease protein	KO
K15770	0.0	cycB, ganO; arabinogalactan oligomer / maltooligosaccharide transport system substrate-binding protein	KO
K07137	0.0	K07137; uncharacterized protein	KO
K07442	0.0	TRM61, GCD14; tRNA (adenine57-N1/adenine58-N1)-methyltransferase catalytic subunit [EC:2.1.1.219 2.1.1.220]	KO
K22478	0.0	K22478; bifunctional N-acetylglutamate synthase/kinase [EC:2.3.1.1 2.7.2.8]	KO
K15735	0.0	csiR; GntR family transcriptional regulator, carbon starvation induced regulator	KO
K15723	0.0	syd; SecY interacting protein Syd	KO
K02396	0.0	flgK; flagellar hook-associated protein 1 FlgK	KO
K02339	0.0	holC; DNA polymerase III subunit chi [EC:2.7.7.7]	KO
K01004	0.0	pcs; phosphatidylcholine synthase [EC:2.7.8.24]	KO
K00121	0.0	frmA, ADH5, adhC; S-(hydroxymethyl)glutathione dehydrogenase / alcohol dehydrogenase [EC:1.1.1.284 1.1.1.1]	KO
K20978	0.0	hsbA; HptB-dependent secretion and biofilm anti anti-sigma factor	KO
K01002	0.0	mdoB; phosphoglycerol transferase [EC:2.7.8.20]	KO
K00998	0.0	pssA; CDP-diacylglycerol---serine O-phosphatidyltransferase [EC:2.7.8.8]	KO
K01150	0.0	endA; deoxyribonuclease I [EC:3.1.21.1]	KO
K01147	0.0	rnb; exoribonuclease II [EC:3.1.13.1]	KO
K01146	0.0	xni; protein Xni	KO
K18096	0.0	bjaI, rpaI, braI, rhiI; acyl-homoserine lactone synthase [EC:2.3.1.228 2.3.1.229 2.3.1.-]	KO
K01133	0.0	betC; choline-sulfatase [EC:3.1.6.6]	KO
K21011	0.0	pelF; polysaccharide biosynthesis protein PelF	KO
K01267	0.0	DNPEP; aspartyl aminopeptidase [EC:3.4.11.21]	KO
K01266	0.0	dmpA, dap; D-aminopeptidase [EC:3.4.11.19]	KO
K00137	0.0	prr; aminobutyraldehyde dehydrogenase [EC:1.2.1.19]	KO
K19033	0.0	PSRP4; RPS31; 30S ribosomal protein S31	KO
K19005	0.0	ltaS; lipoteichoic acid synthase [EC:2.7.8.20]	KO
K01176	0.0	AMY, amyA, malS; alpha-amylase [EC:3.2.1.1]	KO
K01159	0.0	ruvC; crossover junction endodeoxyribonuclease RuvC [EC:3.1.22.4]	KO
K00127	0.0	fdoI; formate dehydrogenase subunit gamma	KO
K21135	0.0	mexM; membrane fusion protein, multidrug efflux system	KO
K01085	0.0	agp; glucose-1-phosphatase [EC:3.1.3.10]	KO
K01075	0.0	E3.1.2.23; 4-hydroxybenzoyl-CoA thioesterase [EC:3.1.2.23]	KO
K21136	0.0	triA; membrane fusion protein, multidrug efflux system	KO
K19303	0.0	mepH; murein DD-endopeptidase [EC:3.4.-.-]	KO
K19300	0.0	aph3-II; aminoglycoside 3'-phosphotransferase II [EC:2.7.1.95]	KO
K19295	0.0	algJ; alginate O-acetyltransferase complex protein AlgJ	KO
K21137	0.0	triB; membrane fusion protein, multidrug efflux system	KO
K19292	0.0	algK; alginate biosynthesis protein AlgK	KO
K00112	0.0	glpB; glycerol-3-phosphate dehydrogenase subunit B [EC:1.1.5.3]	KO
K19236	0.0	ycfS; L,D-transpeptidase YcfS	KO
K19235	0.0	ybiS; L,D-transpeptidase YbiS	KO
K00573	0.0	E2.1.1.77, pcm; protein-L-isoaspartate(D-aspartate) O-methyltransferase [EC:2.1.1.77]	KO
K00990	0.0	glnD; [protein-PII] uridylyltransferase [EC:2.7.7.59]	KO
K00575	0.0	cheR; chemotaxis protein methyltransferase CheR [EC:2.1.1.80]	KO
K00979	0.0	kdsB; 3-deoxy-manno-octulosonate cytidylyltransferase (CMP-KDO synthetase) [EC:2.7.7.38]	KO
K19341	0.0	nosY; Cu-processing system permease protein	KO
K19339	0.0	nosR; NosR/NirI family transcriptional regulator, nitrous oxide reductase regulator	KO
K01032	0.0	pcaJ; 3-oxoadipate CoA-transferase, beta subunit [EC:2.8.3.6]	KO
K19290	0.0	alg8; mannuronan synthase [EC:2.4.1.33]	KO
K00648	0.0	fabH; 3-oxoacyl-[acyl-carrier-protein] synthase III [EC:2.3.1.180]	KO
K00651	0.0	metA; homoserine O-succinyltransferase [EC:2.3.1.46]	KO
K01421	0.0	yhgE; putative membrane protein	KO
K01419	0.0	hslV, clpQ; ATP-dependent HslUV protease, peptidase subunit HslV [EC:3.4.25.2]	KO
K01414	0.0	prlC; oligopeptidase A [EC:3.4.24.70]	KO
K18955	0.0	whiB1_2_3_4; WhiB family transcriptional regulator, redox-sensing transcriptional regulator	KO
K18930	0.0	dld; D-lactate dehydrogenase	KO
K18928	0.0	lldE; L-lactate dehydrogenase complex protein LldE	KO
K18926	0.0	lmrB; MFS transporter, DHA2 family, lincomycin resistance protein	KO
K07286	0.0	yajG; uncharacterized lipoprotein	KO
K18889	0.0	mdlA, smdA; ATP-binding cassette, subfamily B, multidrug efflux pump	KO
K00220	0.0	tyrC; cyclohexadieny/prephenate dehydrogenase [EC:1.3.1.43 1.3.1.12]	KO
K01209	0.0	abfA; alpha-N-arabinofuranosidase [EC:3.2.1.55]	KO
K01205	0.0	NAGLU; alpha-N-acetylglucosaminidase [EC:3.2.1.50]	KO
K00500	0.0	phhA, PAH; phenylalanine-4-hydroxylase [EC:1.14.16.1]	KO
K19000	0.0	rof; Rho-binding antiterminator	KO
K18996	0.0	repC; replication initiation protein RepC	KO
K00528	0.0	fpr; ferredoxin/flavodoxin---NADP+ reductase [EC:1.18.1.2 1.19.1.1]	KO
K18988	0.0	ampH; serine-type D-Ala-D-Ala carboxypeptidase/endopeptidase [EC:3.4.16.4 3.4.21.-]	KO
K18903	0.0	oprC, opcM; outer membrane protein, multidrug efflux system	KO
K01151	0.0	nfo; deoxyribonuclease IV [EC:3.1.21.2]	KO
K19226	0.0	sapA; cationic peptide transport system substrate-binding protein	KO
K21021	0.0	tpbB; diguanylate cyclase [EC:2.7.7.65]	KO
K19162	0.0	tomB; hha toxicity modulator TomB	KO
K19155	0.0	yhaV; toxin YhaV [EC:3.1.-.-]	KO
K19126	0.0	casE, cse3; CRISPR system Cascade subunit CasE	KO
K19125	0.0	casD, cse5; CRISPR system Cascade subunit CasD	KO
K19124	0.0	casC, cse4; CRISPR system Cascade subunit CasC	KO
K22107	0.0	kstR; TetR/AcrR family transcriptional regulator, cholesterol catabolism regulator	KO
K22110	0.0	kdgM, kdgN, nanC, ompL; oligogalacturonate-specific porin family protein	KO
K01066	0.0	aes; acetyl esterase [EC:3.1.1.-]	KO
K01060	0.0	cah; cephalosporin-C deacetylase [EC:3.1.1.41]	KO
K22108	0.0	kstR2; TetR/AcrR family transcriptional regulator, cholesterol catabolism regulator	KO
K00646	0.0	pksF; malonyl-ACP decarboxylase	KO
K19228	0.0	sapC; cationic peptide transport system permease protein	KO
K19227	0.0	sapB; cationic peptide transport system permease protein	KO
K18850	0.0	ycfD; 50S ribosomal protein L16 3-hydroxylase [EC:1.14.11.47]	KO
K01430	0.0	ureA; urease subunit gamma [EC:3.5.1.5]	KO
K01429	0.0	ureB; urease subunit beta [EC:3.5.1.5]	KO
K01073	0.0	E3.1.2.20; acyl-CoA hydrolase [EC:3.1.2.20]	KO
K22297	0.0	furA; Fur family transcriptional regulator, stress-responsive regulator	KO
K00673	0.0	astA; arginine N-succinyltransferase [EC:2.3.1.109]	KO
K00892	0.0	gsk; inosine kinase [EC:2.7.1.73]	KO
K00677	0.0	lpxA; UDP-N-acetylglucosamine acyltransferase [EC:2.3.1.129]	KO
K00867	0.0	coaA; type I pantothenate kinase [EC:2.7.1.33]	KO
K00748	0.0	lpxB; lipid-A-disaccharide synthase [EC:2.4.1.182]	KO
K00754	0.0	bshA; L-malate glycosyltransferase [EC:2.4.1.-]	KO
K00758	0.0	deoA, TYMP; thymidine phosphorylase [EC:2.4.2.4]	KO
K01096	0.0	pgpB; phosphatidylglycerophosphatase B [EC:3.1.3.27 3.1.3.81 3.1.3.4 3.6.1.27]	KO
K00823	0.0	puuE; 4-aminobutyrate aminotransferase [EC:2.6.1.19]	KO
K00813	0.0	aspC; aspartate aminotransferase [EC:2.6.1.1]	KO
K00803	0.0	AGPS, agpS; alkyldihydroxyacetonephosphate synthase [EC:2.5.1.26]	KO
K00799	0.0	GST, gst; glutathione S-transferase [EC:2.5.1.18]	KO
K00411	0.0	UQCRFS1, RIP1, petA; ubiquinol-cytochrome c reductase iron-sulfur subunit [EC:1.10.2.2]	KO
K19954	0.0	adh1; alcohol dehydrogenase [EC:1.1.1.-]	KO
K19837	0.0	atzE; biuret amidohydrolase [EC:3.5.1.84]	KO
K19810	0.0	epmB; L-lysine 2,3-aminomutase [EC:5.4.3.-]	KO
K19804	0.0	lapB; lipopolysaccharide assembly protein B	KO
K00824	0.0	dat; D-alanine transaminase [EC:2.6.1.21]	KO
K20542	0.0	bcsZ; endoglucanase [EC:3.2.1.4]	KO
K20539	0.0	blcR; IclR family transcriptional regulator, blcABC operon repressor	KO
K22250	0.0	phaZ; poly(3-hydroxyoctanoate) depolymerase [EC:3.1.1.76]	KO
K22230	0.0	iolU; scyllo-inositol 2-dehydrogenase (NADP+) [EC:1.1.1.-]	KO
K20977	0.0	hsbR; two-component system, HptB-dependent secretion and biofilm response regulator	KO
K20976	0.0	hptB; histidine phosphotransfer protein HptB	KO
K20975	0.0	K20975; two-component system, sensor histidine kinase [EC:2.7.13.3]	KO
K00007	0.0	dalD; D-arabinitol 4-dehydrogenase [EC:1.1.1.11]	KO
K20973	0.0	sagS; two-component system, sensor histidine kinase SagS [EC:2.7.13.3]	KO
K20810	0.0	mqnX; aminodeoxyfutalosine deaminase [EC:3.5.4.40]	KO
K20881	0.0	yrfG; 5'-nucleotidase [EC:3.1.3.5]	KO
K20862	0.0	yigB; FMN hydrolase / 5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase [EC:3.1.3.102 3.1.3.104]	KO
K22292	0.0	mupP; N-acetyl-D-muramate 6-phosphate phosphatase [EC:3.1.3.105]	KO
K00631	0.0	plsB; glycerol-3-phosphate O-acyltransferase [EC:2.3.1.15]	KO
K00625	0.0	E2.3.1.8, pta; phosphate acetyltransferase [EC:2.3.1.8]	KO
K00620	0.0	argJ; glutamate N-acetyltransferase / amino-acid N-acetyltransferase [EC:2.3.1.35 2.3.1.1]	KO
K22293	0.0	rspR; GntR family transcriptional regulator, rspAB operon transcriptional repressor	KO
K00610	0.0	pyrI; aspartate carbamoyltransferase regulatory subunit	KO
K00598	0.0	tam; trans-aconitate 2-methyltransferase [EC:2.1.1.144]	KO
K20972	0.0	retS; two-component system, sensor histidine kinase RetS	KO
K19734	0.0	expR; LuxR family transcriptional regulator, quorum-sensing system regulator ExpR	KO
K22214	0.0	scpC; propionyl-CoA:succinyl-CoA transferase [EC:2.8.3.-]	KO
K19710	0.0	E2.7.7.53; ATP adenylyltransferase [EC:2.7.7.53]	KO
K19707	0.0	rsbQ; sigma-B regulation protein RsbQ	KO
K21061	0.0	lhpB; D-hydroxyproline dehydrogenase [EC:1.5.99.-]	KO
K19686	0.0	vapC; ribonuclease VapC [EC:3.1.-.-]	KO
K19670	0.0	phnA; phosphonoacetate hydrolase [EC:3.11.1.2]	KO
K00865	0.0	glxK, garK; glycerate 2-kinase [EC:2.7.1.165]	KO
K22215	0.0	galD; galactose dehydrogenase [EC:1.1.1.48 1.1.1.120]	KO
K19803	0.0	lpxT; Kdo2-lipid A phosphotransferase [EC:2.7.4.29]	KO
K19775	0.0	exuR; GntR family transcriptional regulator, hexuronate regulon transcriptional repressor	KO
K19744	0.0	dauB; L-arginine dehydrogenase [EC:1.4.1.25]	KO
K19743	0.0	lhpI; 1-piperideine-2-carboxylate/1-pyrroline-2-carboxylate reductase [NAD(P)H] [EC:1.5.1.1]	KO
K19234	0.0	ynhG; L,D-transpeptidase YnhG	KO
K19230	0.0	sapF; cationic peptide transport system ATP-binding protein	KO
K19229	0.0	sapD; cationic peptide transport system ATP-binding protein	KO
K22217	0.0	K22217; sugar lactone lactonase	KO
K21086	0.0	yhjH; c-di-GMP phosphodiesterase [EC:3.1.4.52]	KO
K21088	0.0	ydaM; diguanylate cyclase [EC:2.7.7.65]	KO
K19784	0.0	chrR, NQR; chromate reductase, NAD(P)H dehydrogenase (quinone)	KO
K00412	0.0	CYTB, petB; ubiquinol-cytochrome c reductase cytochrome b subunit	KO
K19789	0.0	radD; DNA repair protein RadD	KO
K00835	0.0	avtA; valine--pyruvate aminotransferase [EC:2.6.1.66]	KO
K00672	0.0	ftr; formylmethanofuran--tetrahydromethanopterin N-formyltransferase [EC:2.3.1.101]	KO
K20469	0.0	K20469; putative heme transporter	KO
K20455	0.0	acnD; 2-methylcitrate dehydratase (2-methyl-trans-aconitate forming) [EC:4.2.1.117]	KO
K00427	0.0	lldP, lctP; L-lactate permease	KO
K00446	0.0	dmpB, xylE; catechol 2,3-dioxygenase [EC:1.13.11.2]	KO
K22136	0.0	bshC; bacillithiol synthase	KO
K21053	0.0	ade; adenine deaminase [EC:3.5.4.2]	KO
K00928	0.0	lysC; aspartate kinase [EC:2.7.2.4]	KO
K00926	0.0	arcC; carbamate kinase [EC:2.7.2.2]	KO
K00912	0.0	lpxK; tetraacyldisaccharide 4'-kinase [EC:2.7.1.130]	KO
K00895	0.0	pfp, PFP; diphosphate-dependent phosphofructokinase [EC:2.7.1.90]	KO
K22186	0.0	xylD; xylonate dehydratase [EC:4.2.1.82]	KO
K19609	0.0	pfeS, pirS; two-component system, OmpR family, sensor histidine kinase PfeS [EC:2.7.13.3]	KO
K21025	0.0	fimX; multidomain signaling protein FimX	KO
K19416	0.0	yccA; modulator of FtsH protease	KO
K00969	0.0	nadD; nicotinate-nucleotide adenylyltransferase [EC:2.7.7.18]	KO
K00449	0.0	pcaH; protocatechuate 3,4-dioxygenase, beta subunit [EC:1.13.11.3]	KO
K21834	0.0	dgcB; dimethylglycine catabolism B	KO
K00287	0.0	DHFR, folA; dihydrofolate reductase [EC:1.5.1.3]	KO
K18300	0.0	oprN; outer membrane protein, multidrug efflux system	KO
K07664	0.0	baeR, smeR; two-component system, OmpR family, response regulator BaeR	KO
K17760	0.0	qheDH, qbdA; quinohemoprotein ethanol dehydrogenase [EC:1.1.9.1]	KO
K17736	0.0	cdhR; AraC family transcriptional regulator, carnitine catabolism transcriptional activator	KO
K17735	0.0	lcdH, cdhA; carnitine 3-dehydrogenase [EC:1.1.1.108]	KO
K17723	0.0	preA; dihydropyrimidine dehydrogenase (NAD+) subunit PreA [EC:1.3.1.1]	KO
K00569	0.0	TPMT, tpmT; thiopurine S-methyltransferase [EC:2.1.1.67]	KO
K01795	0.0	algG; mannuronan 5-epimerase [EC:5.1.3.37]	KO
K18068	0.0	pht3; phthalate 4,5-dioxygenase [EC:1.14.12.7]	KO
K18030	0.0	nicB; nicotinate dehydrogenase subunit B [EC:1.17.2.1]	KO
K18029	0.0	nicA; nicotinate dehydrogenase subunit A [EC:1.17.2.1]	KO
K17989	0.0	SDS, SDH, CHA1; L-serine/L-threonine ammonia-lyase [EC:4.3.1.17 4.3.1.19]	KO
K17938	0.0	sbmA, bacA; peptide/bleomycin uptake transporter	KO
K00297	0.0	metF, MTHFR; methylenetetrahydrofolate reductase (NADPH) [EC:1.5.1.20]	KO
K07560	0.0	dtd, DTD1; D-tyrosyl-tRNA(Tyr) deacylase [EC:3.1.-.-]	KO
K17763	0.0	rsbR; rsbT co-antagonist protein RsbR	KO
K01801	0.0	nagL; maleylpyruvate isomerase [EC:5.2.1.4]	KO
K01626	0.0	E2.5.1.54, aroF, aroG, aroH; 3-deoxy-7-phosphoheptulonate synthase [EC:2.5.1.54]	KO
K07659	0.0	ompR; two-component system, OmpR family, phosphate regulon response regulator OmpR	KO
K18195	0.0	RGL4, rhiE; rhamnogalacturonan endolyase [EC:4.2.2.23]	KO
K18164	0.0	NDUFAF7; NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 7	KO
K18162	0.0	NDUFAF5; NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 5 [EC:2.1.1.-]	KO
K07660	0.0	phoP; two-component system, OmpR family, response regulator PhoP	KO
K18138	0.0	acrB, mexB, adeJ, smeE, mtrD, cmeB; multidrug efflux pump	KO
K01682	0.0	acnB; aconitate hydratase 2 / 2-methylisocitrate dehydratase [EC:4.2.1.3 4.2.1.99]	KO
K18297	0.0	mexT; LysR family transcriptional regulator, mexEF-oprN operon transcriptional activator	KO
K21833	0.0	dgcA; dimethylglycine catabolism A	KO
K18285	0.0	mqnE; aminodeoxyfutalosine synthase [EC:2.5.1.120]	KO
K00335	0.0	nuoF; NADH-quinone oxidoreductase subunit F [EC:1.6.5.3]	KO
K18243	0.0	nagH; salicylate 5-hydroxylase small subunit [EC:1.14.13.172]	KO
K00337	0.0	nuoH; NADH-quinone oxidoreductase subunit H [EC:1.6.5.3]	KO
K18234	0.0	vat; virginiamycin A acetyltransferase [EC:2.3.1.-]	KO
K00338	0.0	nuoI; NADH-quinone oxidoreductase subunit I [EC:1.6.5.3]	KO
K00274	0.0	MAO, aofH; monoamine oxidase [EC:1.4.3.4]	KO
K01569	0.0	oxdD; oxalate decarboxylase [EC:4.1.1.2]	KO
K00340	0.0	nuoK; NADH-quinone oxidoreductase subunit K [EC:1.6.5.3]	KO
K07661	0.0	rstA; two-component system, OmpR family, response regulator RstA	KO
K01826	0.0	hpaF, hpcD; 5-carboxymethyl-2-hydroxymuconate isomerase [EC:5.3.3.10]	KO
K01825	0.0	fadB; 3-hydroxyacyl-CoA dehydrogenase / enoyl-CoA hydratase / 3-hydroxybutyryl-CoA epimerase / enoyl-CoA isomerase [EC:1.1.1.35 4.2.1.17 5.1.2.3 5.3.3.8]	KO
K01822	0.0	E5.3.3.1; steroid Delta-isomerase [EC:5.3.3.1]	KO
K01821	0.0	praC, xylH; 4-oxalocrotonate tautomerase [EC:5.3.2.6]	KO
K21832	0.0	gbcB; glycine betaine catabolism B	KO
K00376	0.0	nosZ; nitrous-oxide reductase [EC:1.7.2.4]	KO
K01820	0.0	rhaA; L-rhamnose isomerase / sugar isomerase [EC:5.3.1.14 5.3.1.-]	KO
K01814	0.0	hisA; phosphoribosylformimino-5-aminoimidazole carboxamide ribotide isomerase [EC:5.3.1.16]	KO
K00382	0.0	DLD, lpd, pdhD; dihydrolipoamide dehydrogenase [EC:1.8.1.4]	KO
K07395	0.0	K07395; putative proteasome-type protease	KO
K00404	0.0	ccoN; cytochrome c oxidase cbb3-type subunit I [EC:1.9.3.1]	KO
K07643	0.0	basS; two-component system, OmpR family, sensor histidine kinase BasS [EC:2.7.13.3]	KO
K17325	0.0	K17325, glpT; glycerol transport system ATP-binding protein	KO
K17247	0.0	msrQ; methionine sulfoxide reductase heme-binding subunit	KO
K17227	0.0	soxZ; sulfur-oxidizing protein SoxZ	KO
K17224	0.0	soxB; sulfur-oxidizing protein SoxB	KO
K01858	0.0	INO1, ISYNA1; myo-inositol-1-phosphate synthase [EC:5.5.1.4]	KO
K07186	0.0	smp; membrane protein	KO
K07218	0.0	nosD; nitrous oxidase accessory protein	KO
K00392	0.0	sir; sulfite reductase (ferredoxin) [EC:1.8.7.1]	KO
K18100	0.0	rhlA; rhamnosyltransferase subunit A [EC:2.4.1.-]	KO
K18098	0.0	bjaR1, rpaR, rhiR; LuxR family transcriptional regulator, quorum-sensing system regulator BjaR1	KO
K18093	0.0	oprD; imipenem/basic amino acid-specific outer membrane pore [EC:3.4.21.-]	KO
K18073	0.0	parR; two-component system, OmpR family, response regulator ParR	KO
K00305	0.0	soxG; sarcosine oxidase, subunit gamma [EC:1.5.3.1]	KO
K07574	0.0	yhbY; RNA-binding protein	KO
K01716	0.0	fabA; 3-hydroxyacyl-[acyl-carrier protein] dehydratase / trans-2-decenoyl-[acyl-carrier protein] isomerase [EC:4.2.1.59 5.3.3.14]	KO
K07589	0.0	folX; D-erythro-7,8-dihydroneopterin triphosphate epimerase [EC:5.1.99.7]	KO
K21711	0.0	pycR; LysR family transcriptional regulator, putative pyruvate carboxylase regulator	KO
K01839	0.0	deoB; phosphopentomutase [EC:5.4.2.7]	KO
K07390	0.0	grxD, GLRX5; monothiol glutaredoxin	KO
K21756	0.0	catM; LysR family transcriptional regulator, cis,cis-muconate-responsive activator of cat and ben genes	KO
K01952	0.0	purL, PFAS; phosphoribosylformylglycinamidine synthase [EC:6.3.5.3]	KO
K21825	0.0	argR; AraC family transcriptional regulator, L-arginine-responsive activator	KO
K01929	0.0	murF; UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase [EC:6.3.2.10]	KO
K01926	0.0	rex; redox-sensing transcriptional repressor	KO
K21826	0.0	gbdR; AraC family transcriptional regulator, glycine betaine-responsive activator	KO
K01920	0.0	gshB; glutathione synthase [EC:6.3.2.3]	KO
K21830	0.0	pchP; phosphorylcholine phosphatase	KO
K07639	0.0	rstB; two-component system, OmpR family, sensor histidine kinase RstB [EC:2.7.13.3]	KO
K21613	0.0	yxeP; uncharacterized hydrolase [EC:3.-.-.-]	KO
K18588	0.0	COQ10; coenzyme Q-binding protein COQ10	KO
K18567	0.0	pbuE; MFS transporter, DHA1 family, purine base/nucleoside efflux pump	KO
K07648	0.0	arcB; two-component system, OmpR family, aerobic respiration control sensor histidine kinase ArcB [EC:2.7.13.3]	KO
K01271	0.0	pepQ; Xaa-Pro dipeptidase [EC:3.4.13.9]	KO
K18833	0.0	cmr; MFS transporter, DHA3 family, multidrug efflux protein	KO
K18778	0.0	zapD; cell division protein ZapD	KO
K18765	0.0	csrD; RNase E specificity factor CsrD	KO
