normalized	enigma_name	enigma_chebi	fb_condition	fb_n_experiments	fb_n_orgIds	csp_name	wom_compound	in_enigma	in_fb	in_csp	in_wom	n_datasets
oxytetracyclinehydrochloride			Oxytetracycline hydrochloride	10	1			False	True	False	False	1
pantothenicacid				0	0		pantothenic acid	False	False	False	True	1
paraquatdichloride			Paraquat dichloride	66	28			False	True	False	False	1
pcoumaricacid			p-Coumaric acid	4	1			False	True	False	False	1
pentahexose5hex				0	0		Pentahexose (5Hex)	False	False	False	True	1
perchloratemono			Sodium perchlorate monohydrate	71	25			False	True	False	False	1
peroxynitrite			peroxynitrite	3	1			False	True	False	False	1
persulfate			Sodium Persulfate	3	1			False	True	False	False	1
phba				0	0	Phba		False	False	True	False	1
phenazineethosulfate			Phenazine ethosulfate	3	1			False	True	False	False	1
phenylaceticacid			Phenylacetic acid	10	5			False	True	False	False	1
phloretin			Phloretin	2	2			False	True	False	False	1
phosphomycindi			Phosphomycin disodium salt	31	13			False	True	False	False	1
phydroxyphenylaceticacid				0	0	p-Hydroxy-Phenylacetic-Acid		False	False	True	False	1
pipecolicacid				0	0		Pipecolic acid	False	False	False	True	1
piperacillin			Piperacillin sodium salt	4	1			False	True	False	False	1
plant=tomatocvmoneymaker;planttreatment=none;sample=xylemsap;growthsubstrate=calcineclay;collection=direct			Plant=Tomato_cv_Moneymaker; PlantTreatment=None; Sample=Xylem_sap; GrowthSubstrate=calcine_clay; Collection=direct	5	2			False	True	False	False	1
plant=tomatomoneymaker;planttreatment=exvivoxylemsapfromhealthyplant;sample=xylemsap;collection=25hraftergrowthinxylemsap			Plant=Tomato_MoneyMaker; PlantTreatment=exvivo_xylem_sap_from_healthy_plant; Sample=xylem_sap; Collection=25hr_after_growth_in_xylem_sap	3	1			False	True	False	False	1
polyethyleneglycol			Polyethylene glycol	6	1			False	True	False	False	1
polygalacturonicacid			polygalacturonic acid	2	1			False	True	False	False	1
polymyxinbsulfate			Polymyxin B sulfate	52	19			False	True	False	False	1
polysulfide			potassium (poly)sulfide	6	1			False	True	False	False	1
porphyran				0	0	Porphyran		False	False	True	False	1
propandiamine			Propandiamine	2	1			False	True	False	False	1
propanol				0	0	Propanol		False	False	True	False	1
propionicacid				0	0	Propionic-Acid		False	False	True	False	1
protocatechuicacid			Protocatechuic Acid	2	1			False	True	False	False	1
psicose				0	0	Psicose		False	False	True	False	1
pullulan				0	0	Pullulan		False	False	True	False	1
putrescine				0	0	Putrescine		False	False	True	False	1
putrescinedihydrochloride			Putrescine Dihydrochloride	44	16			False	True	False	False	1
pyridoxine				0	0		pyridoxine	False	False	False	True	1
pyroglutamicacid				0	0	Pyroglutamic-Acid		False	False	True	False	1
quinicacid				0	0	Quinic-Acid		False	False	True	False	1
raffinose				0	0	Raffinose		False	False	True	False	1
ramoplanin			Ramoplanin	5	1			False	True	False	False	1
redarabinanfromsugarbeet			Red Arabinan from sugar-beet	3	1			False	True	False	False	1
rhamnogalacturonanfrompotato			Rhamnogalacturonan - from potato	2	1			False	True	False	False	1
riboflavin				0	0		riboflavin	False	False	False	True	1
ribono14lactone				0	0	Ribono-1,4-Lactone		False	False	True	False	1
ribose				0	0	Ribose		False	False	True	False	1
rifampicin			Rifampicin	21	12			False	True	False	False	1
rotenone			Rotenone	6	3			False	True	False	False	1
rubidiumchloride			rubidium chloride	6	1			False	True	False	False	1
saccharicacid				0	0	Saccharic-Acid		False	False	True	False	1
sadenosylhomocysteine			S-adenosyl Homocysteine	9	1			False	True	False	False	1
sebacicacid				0	0	Sebacic-Acid		False	False	True	False	1
secbutylamine				0	0	Sec-Butylamine		False	False	True	False	1
sedoheptulosan				0	0	Sedoheptulosan		False	False	True	False	1
selenate			Sodium selenate	3	1			False	True	False	False	1
sisomicinsulfate			Sisomicin sulfate salt	34	20			False	True	False	False	1
snglycero3phosphocholine				0	0		sn-glycero-3-phosphocholine	False	False	False	True	1
sorbicacid				0	0	Sorbic-Acid		False	False	True	False	1
sorbitol				0	0	Sorbitol		False	False	True	False	1
sorbose				0	0	Sorbose		False	False	True	False	1
spectinomycindihydrochloridepenta			Spectinomycin dihydrochloride pentahydrate	51	23			False	True	False	False	1
spermidine			spermidine	7	2			False	True	False	False	1
spiramycin			Spiramycin	3	1			False	True	False	False	1
stachyose70%			Stachyose - 70%	2	1			False	True	False	False	1
succinamicacid				0	0	Succinamic-Acid		False	False	True	False	1
succite				0	0	Succite		False	False	True	False	1
sucrosetreatment			sucrose treatment	6	1			False	True	False	False	1
sulfamethizole			Sulfamethizole	6	1			False	True	False	False	1
sulfamonomethoxine			Sulfamonomethoxine	6	1			False	True	False	False	1
sulfaquinoxaline			Sulfaquinoxaline sodium salt	10	1			False	True	False	False	1
sulfate			Sodium sulfate	5	2			False	True	False	False	1
sulfidenona			Sodium sulfide nonahydrate	8	1			False	True	False	False	1
sulfite			sodium sulfite	2	1			False	True	False	False	1
supernatant;agrobacteriumrhizogenesk599growninagrodefinedtrehalose~7.5mm3ketotrehalose			Supernatant; Agrobacterium rhizogenes K599 grown in Agro_defined_trehalose (~7.5 mM 3-keto-trehalose)	2	1			False	True	False	False	1
supernatant;trichodermaatrovirideimigrowninvogelsfungalmediafiltered			Supernatant; Trichoderma atroviride IMI grown in Vogels_fungal_media, filtered	15	4			False	True	False	False	1
supernatant;trichodermaatrovirideimitmk3mutantgrowninvogelsfungalmediafiltered			Supernatant; Trichoderma atroviride IMI tmk3mutant grown in Vogels_fungal_media, filtered	11	4			False	True	False	False	1
syringaldehyde			syringaldehyde	24	13			False	True	False	False	1
tagatose				0	0	Tagatose		False	False	True	False	1
tartaricacid				0	0	Tartaric-Acid		False	False	True	False	1
tetrazoliumviolet			Tetrazolium violet	2	1			False	True	False	False	1
thalliumiacetate			Thallium(I) acetate	77	29			False	True	False	False	1
thiamine				0	0		thiamine	False	False	False	True	1
thioridazinehydrochloride			Thioridazine hydrochloride	9	1			False	True	False	False	1
thiosulfate			Sodium thiosulfate	3	1			False	True	False	False	1
thrala				0	0		Thr-Ala	False	False	False	True	1
threonine/homoserine				0	0		threonine/homoserine	False	False	False	True	1
threonineisomerscoeluters:threoninehomoserineallothreonine				0	0		threonine isomers (coeluters: threonine, homoserine, allothreonine)	False	False	False	True	1
thrser				0	0		Thr-Ser	False	False	False	True	1
trans4hydroxyproline				0	0		trans-4-hydroxyproline	False	False	False	True	1
transaconitate				0	0		trans-aconitate	False	False	False	True	1
tricarballylicacid				0	0	Tricarballylic-Acid		False	False	True	False	1
tricitratedi			Trisodium citrate dihydrate	22	11			False	True	False	False	1
trigonelline				0	0		trigonelline	False	False	False	True	1
trihexose				0	0		Trihexose	False	False	False	True	1
trimethoprim			Trimethoprim	8	3			False	True	False	False	1
trimethyllysine				0	0		trimethyllysine	False	False	False	True	1
tungstatedi			Sodium tungstate dihydrate	5	1			False	True	False	False	1
turanose				0	0	Turanose		False	False	True	False	1
tween40				0	0	Tween-40		False	False	True	False	1
tween80				0	0	Tween-80		False	False	True	False	1
ulvan				0	0	Ulvan		False	False	True	False	1
unk0p213.963n7.4rbbiocrustexp				0	0		Unk_0p_213.963n_7.4_RB_BiocrustExp	False	False	False	True	1
unk0p297.1528n6.7rbbiocrustexp				0	0		Unk_0p_297.1528n_6.7_RB_BiocrustExp	False	False	False	True	1
unk0p426.9698n4.5rbbiocrustexp				0	0		Unk_0p_426.9698n_4.5_RB_BiocrustExp	False	False	False	True	1
unk0p565.1012n20.1rbbiocrustexp				0	0		Unk_0p_565.1012n_20.1_RB_BiocrustExp	False	False	False	True	1
unk103.954p0n13rbbiocrustexp				0	0		Unk_103.954p_0n_13_RB_BiocrustExp	False	False	False	True	1
unk1044.137p0n4.2rbbiocrustexp				0	0		Unk_1044.137p_0n_4.2_RB_BiocrustExp	False	False	False	True	1
unk112.0769p0n20.5rbbiocrustexp				0	0		Unk_112.0769p_0n_20.5_RB_BiocrustExp	False	False	False	True	1
unk114.0454p0n4.7rbbiocrustexp				0	0		Unk_114.0454p_0n_4.7_RB_BiocrustExp	False	False	False	True	1
unk1152.645p0n14.6rbbiocrustexp				0	0		Unk_1152.645p_0n_14.6_RB_BiocrustExp	False	False	False	True	1
unk116.0679p0n15.3rbbiocrustexp				0	0		Unk_116.0679p_0n_15.3_RB_BiocrustExp	False	False	False	True	1
unk116.0709p0n9.7rbbiocrustexp				0	0		Unk_116.0709p_0n_9.7_RB_BiocrustExp	False	False	False	True	1
unk117.1036p0n22.6rbbiocrustexp				0	0		Unk_117.1036p_0n_22.6_RB_BiocrustExp	False	False	False	True	1
unk118.1224p0n17rbbiocrustexp				0	0		Unk_118.1224p_0n_17_RB_BiocrustExp	False	False	False	True	1
unk120.0649p0n17.7rbbiocrustexp				0	0		Unk_120.0649p_0n_17.7_RB_BiocrustExp	False	False	False	True	1
unk123.0545p0n7.6rbbiocrustexp				0	0		Unk_123.0545p_0n_7.6_RB_BiocrustExp	False	False	False	True	1
unk129.0623p0n14.3rbbiocrustexp				0	0		Unk_129.0623p_0n_14.3_RB_BiocrustExp	False	False	False	True	1
unk129.0648p0n23.8rbbiocrustexp				0	0		Unk_129.0648p_0n_23.8_RB_BiocrustExp	False	False	False	True	1
unk130.1592p0n13.4rbbiocrustexp				0	0		Unk_130.1592p_0n_13.4_RB_BiocrustExp	False	False	False	True	1
unk131.0701p0n15rbbiocrustexp				0	0		Unk_131.0701p_0n_15_RB_BiocrustExp	False	False	False	True	1
unk134.0296p0n17.7rbbiocrustexp				0	0		Unk_134.0296p_0n_17.7_RB_BiocrustExp	False	False	False	True	1
unk138.0549p0n14.3rbbiocrustexp				0	0		Unk_138.0549p_0n_14.3_RB_BiocrustExp	False	False	False	True	1
unk138.0909p0n7.9rbbiocrustexp				0	0		Unk_138.0909p_0n_7.9_RB_BiocrustExp	False	False	False	True	1
unk141.0544p0n15.7rbbiocrustexp				0	0		Unk_141.0544p_0n_15.7_RB_BiocrustExp	False	False	False	True	1
unk141.0579p0n12rbbiocrustexp				0	0		Unk_141.0579p_0n_12_RB_BiocrustExp	False	False	False	True	1
unk141.1142p0n21.5rbbiocrustexp				0	0		Unk_141.1142p_0n_21.5_RB_BiocrustExp	False	False	False	True	1
unk142.0865p0n15.1rbbiocrustexp				0	0		Unk_142.0865p_0n_15.1_RB_BiocrustExp	False	False	False	True	1
unk144.0798p0n15.8rbbiocrustexp				0	0		Unk_144.0798p_0n_15.8_RB_BiocrustExp	False	False	False	True	1
unk149.0292p0n4rbbiocrustexp				0	0		Unk_149.0292p_0n_4_RB_BiocrustExp	False	False	False	True	1
unk149.0895p0n19.3rbbiocrustexp				0	0		Unk_149.0895p_0n_19.3_RB_BiocrustExp	False	False	False	True	1
unk158.1507p0n16.3rbbiocrustexp				0	0		Unk_158.1507p_0n_16.3_RB_BiocrustExp	False	False	False	True	1
unk159.0618p0n12.1rbbiocrustexp				0	0		Unk_159.0618p_0n_12.1_RB_BiocrustExp	False	False	False	True	1
unk159.0791p0n17.5rbbiocrustexp				0	0		Unk_159.0791p_0n_17.5_RB_BiocrustExp	False	False	False	True	1
unk160.1138p0n6.7rbbiocrustexp				0	0		Unk_160.1138p_0n_6.7_RB_BiocrustExp	False	False	False	True	1
unk163.1074p0n8rbbiocrustexp				0	0		Unk_163.1074p_0n_8_RB_BiocrustExp	False	False	False	True	1
unk164.054p0n14.4rbbiocrustexp				0	0		Unk_164.054p_0n_14.4_RB_BiocrustExp	False	False	False	True	1
unk166.0716p0n14.5rbbiocrustexp				0	0		Unk_166.0716p_0n_14.5_RB_BiocrustExp	False	False	False	True	1
unk167.0515p0n17.5rbbiocrustexp				0	0		Unk_167.0515p_0n_17.5_RB_BiocrustExp	False	False	False	True	1
unk167.0917p0n9.4rbbiocrustexp				0	0		Unk_167.0917p_0n_9.4_RB_BiocrustExp	False	False	False	True	1
unk168.0624p0n15.2rbbiocrustexp				0	0		Unk_168.0624p_0n_15.2_RB_BiocrustExp	False	False	False	True	1
unk174.1221p0n20.1rbbiocrustexp				0	0		Unk_174.1221p_0n_20.1_RB_BiocrustExp	False	False	False	True	1
unk177.0887p0n15.8rbbiocrustexp				0	0		Unk_177.0887p_0n_15.8_RB_BiocrustExp	False	False	False	True	1
unk178.0751p0n12.8rbbiocrustexp				0	0		Unk_178.0751p_0n_12.8_RB_BiocrustExp	False	False	False	True	1
unk179.0794p0n7.8rbbiocrustexp				0	0		Unk_179.0794p_0n_7.8_RB_BiocrustExp	False	False	False	True	1
unk180.1021p0n15.2rbbiocrustexp				0	0		Unk_180.1021p_0n_15.2_RB_BiocrustExp	False	False	False	True	1
unk181.0244p0n7.7rbbiocrustexp				0	0		Unk_181.0244p_0n_7.7_RB_BiocrustExp	False	False	False	True	1
unk181.0595p0n13.8rbbiocrustexp				0	0		Unk_181.0595p_0n_13.8_RB_BiocrustExp	False	False	False	True	1
unk181.0945p0n6.1rbbiocrustexp				0	0		Unk_181.0945p_0n_6.1_RB_BiocrustExp	False	False	False	True	1
unk182.0645p0n14.1rbbiocrustexp				0	0		Unk_182.0645p_0n_14.1_RB_BiocrustExp	False	False	False	True	1
unk183.0975p0n14.5rbbiocrustexp				0	0		Unk_183.0975p_0n_14.5_RB_BiocrustExp	False	False	False	True	1
unk186.0703p0n15.2rbbiocrustexp				0	0		Unk_186.0703p_0n_15.2_RB_BiocrustExp	False	False	False	True	1
unk186.0767p0n4.3rbbiocrustexp				0	0		Unk_186.0767p_0n_4.3_RB_BiocrustExp	False	False	False	True	1
unk186.2228p0n11rbbiocrustexp				0	0		Unk_186.2228p_0n_11_RB_BiocrustExp	False	False	False	True	1
unk187.1102p0n4.3rbbiocrustexp				0	0		Unk_187.1102p_0n_4.3_RB_BiocrustExp	False	False	False	True	1
unk188.1754p0n4.7rbbiocrustexp				0	0		Unk_188.1754p_0n_4.7_RB_BiocrustExp	False	False	False	True	1
unk189.1215p0n20.5rbbiocrustexp				0	0		Unk_189.1215p_0n_20.5_RB_BiocrustExp	False	False	False	True	1
unk195.0251p0n15.8rbbiocrustexp				0	0		Unk_195.0251p_0n_15.8_RB_BiocrustExp	False	False	False	True	1
unk195.0719p0n7.6rbbiocrustexp				0	0		Unk_195.0719p_0n_7.6_RB_BiocrustExp	False	False	False	True	1
unk197.1192p0n4.4rbbiocrustexp				0	0		Unk_197.1192p_0n_4.4_RB_BiocrustExp	False	False	False	True	1
unk198.1135p0n7rbbiocrustexp				0	0		Unk_198.1135p_0n_7_RB_BiocrustExp	False	False	False	True	1
unk199.1315p0n4.4rbbiocrustexp				0	0		Unk_199.1315p_0n_4.4_RB_BiocrustExp	False	False	False	True	1
unk199.1804p0n16.4rbbiocrustexp				0	0		Unk_199.1804p_0n_16.4_RB_BiocrustExp	False	False	False	True	1
unk201.0189p0n8.5rbbiocrustexp				0	0		Unk_201.0189p_0n_8.5_RB_BiocrustExp	False	False	False	True	1
unk202.2159p0n12.5rbbiocrustexp				0	0		Unk_202.2159p_0n_12.5_RB_BiocrustExp	False	False	False	True	1
unk202.2174p0n11.4rbbiocrustexp				0	0		Unk_202.2174p_0n_11.4_RB_BiocrustExp	False	False	False	True	1
unk203.0569p0n22rbbiocrustexp				0	0		Unk_203.0569p_0n_22_RB_BiocrustExp	False	False	False	True	1
unk204.0431p0n19.4rbbiocrustexp				0	0		Unk_204.0431p_0n_19.4_RB_BiocrustExp	False	False	False	True	1
unk204.0869p0n16.9rbbiocrustexp				0	0		Unk_204.0869p_0n_16.9_RB_BiocrustExp	False	False	False	True	1
unk205.1196p0n20.9rbbiocrustexp				0	0		Unk_205.1196p_0n_20.9_RB_BiocrustExp	False	False	False	True	1
unk207.1583p0n4.5rbbiocrustexp				0	0		Unk_207.1583p_0n_4.5_RB_BiocrustExp	False	False	False	True	1
unk209.1103p0n16.4rbbiocrustexp				0	0		Unk_209.1103p_0n_16.4_RB_BiocrustExp	False	False	False	True	1
unk212.094p0n17.4rbbiocrustexp				0	0		Unk_212.094p_0n_17.4_RB_BiocrustExp	False	False	False	True	1
unk215.0154p0n20.6rbbiocrustexp				0	0		Unk_215.0154p_0n_20.6_RB_BiocrustExp	False	False	False	True	1
unk216.125p0n23.2rbbiocrustexp				0	0		Unk_216.125p_0n_23.2_RB_BiocrustExp	False	False	False	True	1
unk217.1045p0n6.3rbbiocrustexp				0	0		Unk_217.1045p_0n_6.3_RB_BiocrustExp	False	False	False	True	1
unk217.1173p0n19.6rbbiocrustexp				0	0		Unk_217.1173p_0n_19.6_RB_BiocrustExp	False	False	False	True	1
unk218.1134p0n19.9rbbiocrustexp				0	0		Unk_218.1134p_0n_19.9_RB_BiocrustExp	False	False	False	True	1
unk220.1148p0n16.4rbbiocrustexp				0	0		Unk_220.1148p_0n_16.4_RB_BiocrustExp	False	False	False	True	1
unk220.1185p0n14.8rbbiocrustexp				0	0		Unk_220.1185p_0n_14.8_RB_BiocrustExp	False	False	False	True	1
unk222.0989p0n9.7rbbiocrustexp				0	0		Unk_222.0989p_0n_9.7_RB_BiocrustExp	False	False	False	True	1
unk228.1772p0n4.3rbbiocrustexp				0	0		Unk_228.1772p_0n_4.3_RB_BiocrustExp	False	False	False	True	1
unk230.0959p0n19.8rbbiocrustexp				0	0		Unk_230.0959p_0n_19.8_RB_BiocrustExp	False	False	False	True	1
unk231.1424p0n20.1rbbiocrustexp				0	0		Unk_231.1424p_0n_20.1_RB_BiocrustExp	False	False	False	True	1
unk233.0618p0n18.5rbbiocrustexp				0	0		Unk_233.0618p_0n_18.5_RB_BiocrustExp	False	False	False	True	1
unk234.1266p0n15.2rbbiocrustexp				0	0		Unk_234.1266p_0n_15.2_RB_BiocrustExp	False	False	False	True	1
unk239.146p0n4.7rbbiocrustexp				0	0		Unk_239.146p_0n_4.7_RB_BiocrustExp	False	False	False	True	1
unk239.2059p0n16.1rbbiocrustexp				0	0		Unk_239.2059p_0n_16.1_RB_BiocrustExp	False	False	False	True	1
unk240.1709p0n4.5rbbiocrustexp				0	0		Unk_240.1709p_0n_4.5_RB_BiocrustExp	False	False	False	True	1
unk242.1024p0n13.3rbbiocrustexp				0	0		Unk_242.1024p_0n_13.3_RB_BiocrustExp	False	False	False	True	1
unk242.2861p0n13.1rbbiocrustexp				0	0		Unk_242.2861p_0n_13.1_RB_BiocrustExp	False	False	False	True	1
unk244.1113p0n19.3rbbiocrustexp				0	0		Unk_244.1113p_0n_19.3_RB_BiocrustExp	False	False	False	True	1
unk244.1893p0n6rbbiocrustexp				0	0		Unk_244.1893p_0n_6_RB_BiocrustExp	False	False	False	True	1
unk244.1911p0n6rbbiocrustexp				0	0		Unk_244.1911p_0n_6_RB_BiocrustExp	False	False	False	True	1
unk251.1647p249.1486n6.8rbbiocrustexp				0	0		Unk_251.1647p_249.1486n_6.8_RB_BiocrustExp	False	False	False	True	1
unk253.0869p0n16.8rbbiocrustexp				0	0		Unk_253.0869p_0n_16.8_RB_BiocrustExp	False	False	False	True	1
unk254.0832p0n20.4rbbiocrustexp				0	0		Unk_254.0832p_0n_20.4_RB_BiocrustExp	False	False	False	True	1
unk255.1013p253.0852n20rbbiocrustexp				0	0		Unk_255.1013p_253.0852n_20_RB_BiocrustExp	False	False	False	True	1
unk256.1155p0n6rbbiocrustexp				0	0		Unk_256.1155p_0n_6_RB_BiocrustExp	False	False	False	True	1
unk257.0965p0n24.6rbbiocrustexp				0	0		Unk_257.0965p_0n_24.6_RB_BiocrustExp	False	False	False	True	1
unk257.1855p0n11.1rbbiocrustexp				0	0		Unk_257.1855p_0n_11.1_RB_BiocrustExp	False	False	False	True	1
unk258.1483p0n22.6rbbiocrustexp				0	0		Unk_258.1483p_0n_22.6_RB_BiocrustExp	False	False	False	True	1
unk259.1094p0n15.4rbbiocrustexp				0	0		Unk_259.1094p_0n_15.4_RB_BiocrustExp	False	False	False	True	1
unk260.186p0n5.2rbbiocrustexp				0	0		Unk_260.186p_0n_5.2_RB_BiocrustExp	False	False	False	True	1
unk263.1019p0n24.4rbbiocrustexp				0	0		Unk_263.1019p_0n_24.4_RB_BiocrustExp	False	False	False	True	1
unk263.2126p0n15.7rbbiocrustexp				0	0		Unk_263.2126p_0n_15.7_RB_BiocrustExp	False	False	False	True	1
unk266.1233p0n7.6rbbiocrustexp				0	0		Unk_266.1233p_0n_7.6_RB_BiocrustExp	False	False	False	True	1
unk268.9986p0n43.8rbbiocrustexp				0	0		Unk_268.9986p_0n_43.8_RB_BiocrustExp	False	False	False	True	1
unk270.3165p0n12.9rbbiocrustexp				0	0		Unk_270.3165p_0n_12.9_RB_BiocrustExp	False	False	False	True	1
unk271.1234p0n16.3rbbiocrustexp				0	0		Unk_271.1234p_0n_16.3_RB_BiocrustExp	False	False	False	True	1
unk271.1657p0n10.1rbbiocrustexp				0	0		Unk_271.1657p_0n_10.1_RB_BiocrustExp	False	False	False	True	1
unk272.1864p0n13.4rbbiocrustexp				0	0		Unk_272.1864p_0n_13.4_RB_BiocrustExp	False	False	False	True	1
unk274.1535p0n22.1rbbiocrustexp				0	0		Unk_274.1535p_0n_22.1_RB_BiocrustExp	False	False	False	True	1
unk275.0227p0n20.6rbbiocrustexp				0	0		Unk_275.0227p_0n_20.6_RB_BiocrustExp	False	False	False	True	1
unk275.1354p0n21.8rbbiocrustexp				0	0		Unk_275.1354p_0n_21.8_RB_BiocrustExp	False	False	False	True	1
unk276.1001p0n18.5rbbiocrustexp				0	0		Unk_276.1001p_0n_18.5_RB_BiocrustExp	False	False	False	True	1
unk276.1031p0n15.3rbbiocrustexp				0	0		Unk_276.1031p_0n_15.3_RB_BiocrustExp	False	False	False	True	1
unk276.1059p0n17.2rbbiocrustexp				0	0		Unk_276.1059p_0n_17.2_RB_BiocrustExp	False	False	False	True	1
unk276.107p0n14.9rbbiocrustexp				0	0		Unk_276.107p_0n_14.9_RB_BiocrustExp	False	False	False	True	1
unk281.1501p0n16rbbiocrustexp				0	0		Unk_281.1501p_0n_16_RB_BiocrustExp	False	False	False	True	1
unk281.1949p0n4.2rbbiocrustexp				0	0		Unk_281.1949p_0n_4.2_RB_BiocrustExp	False	False	False	True	1
unk282.2799p0n4.1rbbiocrustexp				0	0		Unk_282.2799p_0n_4.1_RB_BiocrustExp	False	False	False	True	1
unk283.228p0n4rbbiocrustexp				0	0		Unk_283.228p_0n_4_RB_BiocrustExp	False	False	False	True	1
unk284.2019p0n4.6rbbiocrustexp				0	0		Unk_284.2019p_0n_4.6_RB_BiocrustExp	False	False	False	True	1
unk285.2229p0n4.1rbbiocrustexp				0	0		Unk_285.2229p_0n_4.1_RB_BiocrustExp	False	False	False	True	1
unk286.1223p0n18.5rbbiocrustexp				0	0		Unk_286.1223p_0n_18.5_RB_BiocrustExp	False	False	False	True	1
unk287.1359p0n23.2rbbiocrustexp				0	0		Unk_287.1359p_0n_23.2_RB_BiocrustExp	False	False	False	True	1
unk287.234p0n23.9rbbiocrustexp				0	0		Unk_287.234p_0n_23.9_RB_BiocrustExp	False	False	False	True	1
unk288.1902p0n25.8rbbiocrustexp				0	0		Unk_288.1902p_0n_25.8_RB_BiocrustExp	False	False	False	True	1
unk288.1924p0n22.1rbbiocrustexp				0	0		Unk_288.1924p_0n_22.1_RB_BiocrustExp	False	False	False	True	1
unk288.2915p0n12.1rbbiocrustexp				0	0		Unk_288.2915p_0n_12.1_RB_BiocrustExp	False	False	False	True	1
unk288.2928p0n9.9rbbiocrustexp				0	0		Unk_288.2928p_0n_9.9_RB_BiocrustExp	False	False	False	True	1
unk289.1337p0n27.7rbbiocrustexp				0	0		Unk_289.1337p_0n_27.7_RB_BiocrustExp	False	False	False	True	1
unk290.2663p0n8rbbiocrustexp				0	0		Unk_290.2663p_0n_8_RB_BiocrustExp	False	False	False	True	1
unk290.2675p0n13.9rbbiocrustexp				0	0		Unk_290.2675p_0n_13.9_RB_BiocrustExp	False	False	False	True	1
unk291.0469p0n14.8rbbiocrustexp				0	0		Unk_291.0469p_0n_14.8_RB_BiocrustExp	False	False	False	True	1
unk291.0684p0n19.6rbbiocrustexp				0	0		Unk_291.0684p_0n_19.6_RB_BiocrustExp	False	False	False	True	1
unk293.2106p0n4.4rbbiocrustexp				0	0		Unk_293.2106p_0n_4.4_RB_BiocrustExp	False	False	False	True	1
unk294.1098p0n22rbbiocrustexp				0	0		Unk_294.1098p_0n_22_RB_BiocrustExp	False	False	False	True	1
unk295.2229p0n4.4rbbiocrustexp				0	0		Unk_295.2229p_0n_4.4_RB_BiocrustExp	False	False	False	True	1
unk296.0829p0n7.8rbbiocrustexp				0	0		Unk_296.0829p_0n_7.8_RB_BiocrustExp	False	False	False	True	1
unk298.1028p0n8rbbiocrustexp				0	0		Unk_298.1028p_0n_8_RB_BiocrustExp	False	False	False	True	1
unk298.1133p0n10.1rbbiocrustexp				0	0		Unk_298.1133p_0n_10.1_RB_BiocrustExp	False	False	False	True	1
unk298.1221p0n19.2rbbiocrustexp				0	0		Unk_298.1221p_0n_19.2_RB_BiocrustExp	False	False	False	True	1
unk298.1223p0n17.8rbbiocrustexp				0	0		Unk_298.1223p_0n_17.8_RB_BiocrustExp	False	False	False	True	1
unk298.1294p0n7.9rbbiocrustexp				0	0		Unk_298.1294p_0n_7.9_RB_BiocrustExp	False	False	False	True	1
unk298.1679p0n4.6rbbiocrustexp				0	0		Unk_298.1679p_0n_4.6_RB_BiocrustExp	False	False	False	True	1
unk300.103p0n20.1rbbiocrustexp				0	0		Unk_300.103p_0n_20.1_RB_BiocrustExp	False	False	False	True	1
unk300.1979p0n6rbbiocrustexp				0	0		Unk_300.1979p_0n_6_RB_BiocrustExp	False	False	False	True	1
unk302.1171p0n19.6rbbiocrustexp				0	0		Unk_302.1171p_0n_19.6_RB_BiocrustExp	False	False	False	True	1
unk302.1972p0n18rbbiocrustexp				0	0		Unk_302.1972p_0n_18_RB_BiocrustExp	False	False	False	True	1
unk302.2132p0n20.9rbbiocrustexp				0	0		Unk_302.2132p_0n_20.9_RB_BiocrustExp	False	False	False	True	1
unk303.1299p0n16.4rbbiocrustexp				0	0		Unk_303.1299p_0n_16.4_RB_BiocrustExp	False	False	False	True	1
unk303.1407p0n26.6rbbiocrustexp				0	0		Unk_303.1407p_0n_26.6_RB_BiocrustExp	False	False	False	True	1
unk304.2808p0n13.1rbbiocrustexp				0	0		Unk_304.2808p_0n_13.1_RB_BiocrustExp	False	False	False	True	1
unk304.2999p0n10.3rbbiocrustexp				0	0		Unk_304.2999p_0n_10.3_RB_BiocrustExp	False	False	False	True	1
unk306.2247p0n8.1rbbiocrustexp				0	0		Unk_306.2247p_0n_8.1_RB_BiocrustExp	False	False	False	True	1
unk309.2374p0n4rbbiocrustexp				0	0		Unk_309.2374p_0n_4_RB_BiocrustExp	False	False	False	True	1
unk310.1757p0n23.4rbbiocrustexp				0	0		Unk_310.1757p_0n_23.4_RB_BiocrustExp	False	False	False	True	1
unk312.1457p0n17.8rbbiocrustexp				0	0		Unk_312.1457p_0n_17.8_RB_BiocrustExp	False	False	False	True	1
unk314.1428p0n16.4rbbiocrustexp				0	0		Unk_314.1428p_0n_16.4_RB_BiocrustExp	False	False	False	True	1
unk314.1781p0n21.1rbbiocrustexp				0	0		Unk_314.1781p_0n_21.1_RB_BiocrustExp	False	False	False	True	1
unk316.1329p0n19.4rbbiocrustexp				0	0		Unk_316.1329p_0n_19.4_RB_BiocrustExp	False	False	False	True	1
unk316.2128p0n6.1rbbiocrustexp				0	0		Unk_316.2128p_0n_6.1_RB_BiocrustExp	False	False	False	True	1
unk321.1524p0n14.1rbbiocrustexp				0	0		Unk_321.1524p_0n_14.1_RB_BiocrustExp	False	False	False	True	1
unk325.2007p0n13.5rbbiocrustexp				0	0		Unk_325.2007p_0n_13.5_RB_BiocrustExp	False	False	False	True	1
