strain	mol_norm	n_curves	n_fit_ok	any_growth	median_mu	median_A	median_lag	median_auc	normalized	enigma_name	enigma_chebi	in_fb	in_csp	in_wom	n_datasets	is_fb_anchor
EB106-03-03-XG65	dmannopyranose	1	0	False				15.40490597222222	dmannopyranose	D-mannopyranose	CHEBI:4208	False	False	False	1	False
EB106-03-03-XG65	dmethionine	1	0	False				11.317593472222223	dmethionine	D-methionine	CHEBI:16867	False	False	False	1	False
EB106-03-03-XG65	dopaminehydrochloride	1	0	True	0.022910630466725576	0.28765578013187415	9.056036724030966	57.57240347222222	dopaminehydrochloride	Dopamine hydrochloride	CHEBI:4698	False	False	False	1	False
EB106-03-03-XG65	dproline	1	0	False				12.154028194444447	dproline	D-proline	CHEBI:16313	False	False	False	1	False
EB106-03-03-XG65	dribofuranose	1	0	False				14.083158749999999	dribofuranose	D-ribofuranose	CHEBI:47013	False	False	False	1	False
EB106-03-03-XG65	dserine	1	0	False				12.501686250000002	dserine	D-serine	CHEBI:16523	True	False	False	2	False
EB106-03-03-XG65	dtryptophan	1	0	False				12.038527916666668	dtryptophan	D-tryptophan	CHEBI:16296	False	False	False	1	False
EB106-03-03-XG65	dxylopyranose	1	0	False				16.002824444444443	dxylopyranose	D-xylopyranose	CHEBI:53455	False	False	False	1	False
EB106-03-03-XG65	ectoine	1	0	False				12.815301944444446	ectoine	ectoine	CHEBI:27592	False	False	False	1	False
EB106-03-03-XG65	ethanol	1	0	False				12.429219722222221	ethanol	ethanol	CHEBI:16236	True	True	False	3	False
EB106-03-03-XG65	ethylmalonicacid	1	0	False				11.719550694444445	ethylmalonicacid	ethylmalonic acid	CHEBI:741548	False	False	False	1	False
EB106-03-03-XG65	formate	1	0	False				11.889728055555555	formate	sodium formate	CHEBI:62965	True	True	False	3	False
EB106-03-03-XG65	gammaaminobutyricacid	2	0	False				11.948077986111114	gammaaminobutyricacid	gamma-aminobutyric acid	CHEBI:16865	False	False	False	1	False
EB106-03-03-XG65	gelatin	1	0	False				12.983457222222222	gelatin	gelatin	CHEBI:5291	True	True	False	3	False
EB106-03-03-XG65	gluconate	2	0	False				14.671254444444443	gluconate	sodium gluconate	CHEBI:84997	False	True	False	2	False
EB106-03-03-XG65	glucose	3	0	False				14.416370138888889	glucose	glucose	CHEBI:17234	False	True	True	3	False
EB106-03-03-XG65	glyasp	1	0	False				12.70936111111111	glyasp	Gly-Asp	CHEBI:73804	False	False	False	1	False
EB106-03-03-XG65	glycerol	1	0	False				14.912105	glycerol	glycerol	CHEBI:17754	True	True	False	3	False
EB106-03-03-XG65	glycerol2phosphate	1	0	False				12.718674583333332	glycerol2phosphate	glycerol 2-phosphate	CHEBI:17270	False	False	False	1	False
EB106-03-03-XG65	glycine	1	0	False				12.308162777777781	glycine	glycine	CHEBI:15428	True	True	True	4	False
EB106-03-03-XG65	glycinebetaine	1	0	False				12.264816666666668	glycinebetaine	glycine betaine	CHEBI:17750	False	False	True	2	False
EB106-03-03-XG65	glycolicacid	1	0	False				12.190664583333334	glycolicacid	glycolic acid	CHEBI:17497	True	True	False	3	False
EB106-03-03-XG65	glygln	1	0	False				12.754491805555556	glygln	Gly-Gln	CHEBI:73898	False	False	False	1	False
EB106-03-03-XG65	glyglu	1	0	False				12.113873194444446	glyglu	Gly-Glu	CHEBI:73801	True	False	False	2	False
EB106-03-03-XG65	histidine	1	0	False				12.885545833333335	histidine	histidine	CHEBI:27570	False	True	True	3	False
EB106-03-03-XG65	hydantoin	1	0	False				11.66014652777778	hydantoin	hydantoin	CHEBI:27612	True	False	False	2	False
EB106-03-03-XG65	indole3aceticacid	1	0	False				12.355331666666668	indole3aceticacid	indole-3-acetic acid	CHEBI:16411	False	False	False	1	False
EB106-03-03-XG65	inosine	1	0	False				13.142814166666668	inosine	inosine	CHEBI:17596	True	True	True	4	False
EB106-03-03-XG65	itaconicacid	1	0	False				12.514435277777778	itaconicacid	itaconic acid	CHEBI:30838	False	True	False	2	False
EB106-03-03-XG65	ketodtagatose	1	0	False				13.890400416666665	ketodtagatose	keto-D-tagatose	CHEBI:47693	False	False	False	1	False
EB106-03-03-XG65	lactate	1	0	False				13.477585694444443	lactate	sodium lactate	CHEBI:75228	False	True	True	3	False
EB106-03-03-XG65	lactulose	1	0	False				12.036816111111111	lactulose	lactulose	CHEBI:6359	True	True	False	3	False
EB106-03-03-XG65	lalanine	1	0	False				12.264435416666668	lalanine	L-alanine	CHEBI:16977	True	False	False	2	False
EB106-03-03-XG65	larabinose	1	1	True	0.0021409253904242725	0.03613874649394631	8.399819752121495	15.638869166666666	larabinose	L-arabinose	CHEBI:30849	True	False	False	2	False
EB106-03-03-XG65	larginine	1	0	False				14.041465555555556	larginine	L-arginine	CHEBI:16467	True	False	False	2	False
EB106-03-03-XG65	lascorbicacid	1	0	False				14.684138333333332	lascorbicacid	L-ascorbic acid	CHEBI:29073	False	False	False	1	False
EB106-03-03-XG65	lasparagineresidue	1	0	False				12.933737222222224	lasparagineresidue	L-asparagine residue	CHEBI:50347	False	False	False	1	False
EB106-03-03-XG65	lasparticacid	1	0	False				13.119357777777777	lasparticacid	L-aspartic acid	CHEBI:17053	True	False	False	2	False
EB106-03-03-XG65	lcitrulline	1	0	False				11.912827500000002	lcitrulline	L-citrulline	CHEBI:16349	True	False	False	2	False
EB106-03-03-XG65	lcysteicacid	1	0	False				12.83875625	lcysteicacid	L-cysteic acid	CHEBI:17285	False	False	False	1	False
EB106-03-03-XG65	lcysteinehydrochloride	1	0	False				12.584679722222223	lcysteinehydrochloride	L-cysteine hydrochloride hydrate	CHEBI:91248	False	False	False	1	False
EB106-03-03-XG65	leucrose	1	0	False				15.156401249999998	leucrose	leucrose	CHEBI:79285	False	False	False	1	False
EB106-03-03-XG65	lfucopyranose	1	0	False				14.019883749999998	lfucopyranose	L-fucopyranose	CHEBI:2181	False	False	False	1	False
EB106-03-03-XG65	lglutamicacid	1	0	False				13.1044425	lglutamicacid	L-glutamic acid	CHEBI:16015	False	False	False	1	False
EB106-03-03-XG65	lglutamine	1	0	False				13.195209861111113	lglutamine	L-glutamine	CHEBI:18050	True	False	False	2	False
EB106-03-03-XG65	lhistidineresidue	1	0	False				12.480395138888891	lhistidineresidue	L-histidine residue	CHEBI:29979	False	False	False	1	False
EB106-03-03-XG65	lisoleucine	1	0	False				12.207190694444446	lisoleucine	L-isoleucine	CHEBI:17191	True	False	False	2	False
EB106-03-03-XG65	llactate	1	0	False				13.237627361111109	llactate	sodium L-lactate	CHEBI:232798	True	False	False	2	False
EB106-03-03-XG65	lleucine	1	0	False				13.222364583333334	lleucine	L-leucine	CHEBI:15603	True	False	False	2	False
EB106-03-03-XG65	llysine	1	0	False				13.572063611111112	llysine	L-lysine	CHEBI:18019	True	False	False	2	False
EB106-03-03-XG65	lmethionine	1	0	False				12.91295638888889	lmethionine	L-methionine	CHEBI:16643	True	False	False	2	False
EB106-03-03-XG65	lornithine	1	0	False				12.165379861111113	lornithine	L-ornithine	CHEBI:15729	True	False	False	2	False
EB106-03-03-XG65	lphenylalanine	1	0	False				12.175574722222223	lphenylalanine	L-phenylalanine	CHEBI:17295	True	False	False	2	False
EB106-03-03-XG65	lproline	1	0	False				12.68182513888889	lproline	L-proline	CHEBI:17203	True	False	False	2	False
EB106-03-03-XG65	lserine	1	0	False				14.151996805555555	lserine	L-serine	CHEBI:17115	True	False	False	2	False
EB106-03-03-XG65	lsorbose	1	0	False				13.616636527777777	lsorbose	L-sorbose	CHEBI:17266	True	False	False	2	False
EB106-03-03-XG65	lthreonine	1	0	False				12.288273055555557	lthreonine	L-threonine	CHEBI:16857	True	False	False	2	False
EB106-03-03-XG65	ltryptophan	1	0	False				12.084805694444444	ltryptophan	L-tryptophan	CHEBI:16828	True	False	False	2	False
EB106-03-03-XG65	lvalineresidue	1	0	False				11.608388333333334	lvalineresidue	L-valine residue	CHEBI:30015	False	False	False	1	False
EB106-03-03-XG65	maleicacid	1	0	False				12.007346805555557	maleicacid	maleic acid	CHEBI:18300	False	False	True	2	False
EB106-03-03-XG65	malicacid	1	0	False				13.793575833333334	malicacid	malic acid	CHEBI:6650	False	True	False	2	False
EB106-03-03-XG65	maltitol	1	0	False				13.888615277777777	maltitol	maltitol	CHEBI:68428	True	True	False	3	False
EB106-03-03-XG65	maltose	1	1	True	0.0020220466414788414	0.03151769773456763	7.920660344616009e-12	16.71045263888889	maltose	maltose	CHEBI:17306	False	True	False	2	False
EB106-03-03-XG65	melibiose	1	1	True	0.0030995158119823288	0.029552521025977066	7.335424067951693	15.233835138888887	melibiose	melibiose	CHEBI:28053	True	True	False	3	False
EB106-03-03-XG65	methylalphadglucopyranoside	1	0	False				13.296181805555555	methylalphadglucopyranoside	methyl alpha-D-glucopyranoside	CHEBI:320061	False	False	False	1	False
EB106-03-03-XG65	myoinositol	1	0	True	0.0030478978509503696	0.023386574802503425	12.77759093803411	15.63019347222222	myoinositol	myo-inositol	CHEBI:17268	False	False	True	2	False
EB106-03-03-XG65	n2acetylglutamine	1	0	False				11.779858611111113	n2acetylglutamine	N(2)-acetylglutamine	CHEBI:73685	False	False	False	1	False
EB106-03-03-XG65	n2acetylllysine	1	0	False				11.656070000000001	n2acetylllysine	N(2)-acetyl-L-lysine	CHEBI:35704	False	False	False	1	False
EB106-03-03-XG65	nacetyldglucosamine	1	0	False				13.409006666666667	nacetyldglucosamine	N-acetyl-D-glucosamine	CHEBI:506227	True	True	False	3	False
EB106-03-03-XG65	nacetyllasparticacid	1	0	False				12.21917513888889	nacetyllasparticacid	N-acetyl-L-aspartic acid	CHEBI:21547	False	False	False	1	False
EB106-03-03-XG65	nacetyllglutamate2	1	0	False				11.496456388888891	nacetyllglutamate2	N-acetyl-L-glutamate(2-)	CHEBI:44337	False	False	False	1	False
EB106-03-03-XG65	nicotinamide	1	0	False				11.487657361111113	nicotinamide	nicotinamide	CHEBI:17154	False	False	True	2	False
EB106-03-03-XG65	nicotinicacid	1	0	False				11.746710694444445	nicotinicacid	nicotinic acid	CHEBI:15940	True	False	False	2	False
EB106-03-03-XG65	nitrate	2	0	False				12.209105347222224	nitrate	sodium nitrate	CHEBI:63005	True	False	False	2	False
EB106-03-03-XG65	nitrite	1	0	False				12.015200555555557	nitrite	sodium nitrite	CHEBI:78870	True	False	False	2	False
EB106-03-03-XG65	nndimethylglycine	1	0	False				11.587990555555557	nndimethylglycine	N,N-dimethylglycine	CHEBI:17724	False	False	False	1	False
EB106-03-03-XG65	octanoate	1	0	False				13.596864027777777	octanoate	sodium octanoate	CHEBI:132100	True	False	False	2	False
EB106-03-03-XG65	oxalate	1	0	False				13.309066388888887	oxalate	oxalate salt	CHEBI:64148	False	True	False	2	False
EB106-03-03-XG65	oxalicacid	1	0	False				12.809376388888888	oxalicacid	oxalic acid	CHEBI:16995	False	True	False	2	False
EB106-03-03-XG65	parabanicacid	1	0	False				11.727844861111112	parabanicacid	parabanic acid	CHEBI:74661	True	False	False	2	False
EB106-03-03-XG65	pimelicacid	1	0	False				12.68550611111111	pimelicacid	pimelic acid	CHEBI:30531	False	False	False	1	False
EB106-03-03-XG65	polysorbate20	1	0	False				13.868456805555553	polysorbate20	polysorbate 20	CHEBI:53424	False	False	False	1	False
EB106-03-03-XG65	propionate	1	0	False				14.506305833333332	propionate	sodium propionate	CHEBI:132106	True	True	False	3	False
EB106-03-03-XG65	pyridin2ol	1	0	False				12.536615972222224	pyridin2ol	pyridin-2-ol	CHEBI:16540	False	False	False	1	False
EB106-03-03-XG65	pyrrole2carboxylicacid	1	0	False				13.346155416666667	pyrrole2carboxylicacid	pyrrole-2-carboxylic acid	CHEBI:36751	False	False	False	1	False
EB106-03-03-XG65	pyruvate	1	0	False				13.461256805555555	pyruvate	sodium pyruvate	CHEBI:50144	True	True	False	3	False
EB106-03-03-XG65	raffinosepenta	1	0	True	0.007962521018755185	0.024610857094789492	9.504284581913804	15.611185694444444	raffinosepenta	Raffinose Pentahydrate	CHEBI:189430	False	False	False	1	False
EB106-03-03-XG65	rhamnose	1	1	True	0.0017999646526399835	1.0479400937200962	90.57444339532843	15.642187083333333	rhamnose	rhamnose	CHEBI:26546	False	True	False	2	False
EB106-03-03-XG65	ribothymidine	1	0	False				12.015836111111113	ribothymidine	ribothymidine	CHEBI:45996	False	False	False	1	False
EB106-03-03-XG65	rpantolactone	1	0	False				12.094476805555555	rpantolactone	(R)-pantolactone	CHEBI:16719	False	False	False	1	False
EB106-03-03-XG65	salicin	1	0	True	0.001467960325182246	0.02632048317228591	3.3795715876078827	15.439733333333331	salicin	salicin	CHEBI:17814	False	True	False	2	False
EB106-03-03-XG65	salicylate	1	0	False				13.229717638888886	salicylate	Sodium salicylate	CHEBI:9180	False	False	True	2	False
EB106-03-03-XG65	sarcosine	1	0	False				11.455531666666669	sarcosine	sarcosine	CHEBI:15611	False	True	True	3	False
EB106-03-03-XG65	shikimicacid	1	0	False				12.222684305555555	shikimicacid	shikimic acid	CHEBI:16119	False	False	False	1	False
EB106-03-03-XG65	smalicacid	1	0	False				14.612955416666665	smalicacid	(S)-malic acid	CHEBI:30797	False	False	False	1	False
EB106-03-03-XG65	snglycerol3phosphate2	1	0	False				11.720698472222221	snglycerol3phosphate2	sn-glycerol 3-phosphate(2-)	CHEBI:57597	False	False	False	1	False
EB106-03-03-XG65	spermidine3+	1	0	False				12.708467500000001	spermidine3+	spermidine(3+)	CHEBI:57834	False	False	False	1	False
EB106-03-03-XG65	stachyose	1	0	True	0.005175459464417108	0.03591726113562085	3.8115809681804502	16.41665875	stachyose	stachyose	CHEBI:17164	False	True	False	2	False
EB106-03-03-XG65	subericacid	1	0	False				13.109675	subericacid	suberic acid	CHEBI:9300	False	False	False	1	False
EB106-03-03-XG65	succinatehexa	1	0	False				14.02256361111111	succinatehexa	sodium succinate hexahydrate	CHEBI:63686	True	False	False	2	False
EB106-03-03-XG65	succinicacid	1	0	False				12.769320694444444	succinicacid	succinic acid	CHEBI:15741	True	True	False	3	False
EB106-03-03-XG65	sucrose	1	0	False				15.058682083333334	sucrose	sucrose	CHEBI:17992	True	True	False	3	False
EB106-03-03-XG65	taurine	1	0	False				12.172389305555559	taurine	taurine	CHEBI:15891	False	True	True	3	False
EB106-03-03-XG65	thymidine	1	0	False				12.942914583333334	thymidine	thymidine	CHEBI:17748	True	True	True	4	False
EB106-03-03-XG65	trehalosedi	1	0	False				15.149128055555554	trehalosedi	trehalose dihydrate	CHEBI:232797	False	False	False	1	False
EB106-03-03-XG65	trigonellinehcl	1	0	False				12.431950694444446	trigonellinehcl	Trigonelline HCl	CHEBI:229203	False	False	False	1	False
EB106-03-03-XG65	uracil	1	0	False				11.799618472222225	uracil	uracil	CHEBI:17568	True	False	True	3	False
EB106-03-03-XG65	urea	1	0	False				12.033556805555557	urea	urea	CHEBI:16199	True	False	False	2	False
EB106-03-03-XG65	uridine	1	0	False				13.641032916666667	uridine	uridine	CHEBI:16704	True	True	True	4	False
EB106-03-03-XG65	uridine5'monophosphate2	1	0	False				12.082894444444445	uridine5'monophosphate2	uridine 5'-monophosphate(2-)	CHEBI:57865	False	False	False	1	False
EB106-03-03-XG65	xylitol	1	0	False				12.186327222222223	xylitol	xylitol	CHEBI:17151	True	True	False	3	False
EB106-05-01-XG146	14butanediammonium	1	1	True	0.0009994244850788307	0.03976343047164403	8.289189338791241e-31	14.232799305555556	14butanediammonium	1,4-butanediammonium	CHEBI:326268	False	False	False	1	False
EB106-05-01-XG146	2'deoxycytidine	1	1	True	0.016405261215100015	1.3455001260702535	54.780128379825626	28.237271388888885	2'deoxycytidine	2'-deoxycytidine	CHEBI:15698	True	False	False	2	False
EB106-05-01-XG146	26diaminopimelicacid	1	0	False				14.135655416666665	26diaminopimelicacid	2,6-diaminopimelic acid	CHEBI:23673	False	False	False	1	False
EB106-05-01-XG146	2ammonio2deoxydglucopyranose	3	3	True	0.012873683239302493	0.9232249562598046	6.97154866060756	30.65087527777778	2ammonio2deoxydglucopyranose	2-ammonio-2-deoxy-D-glucopyranose	CHEBI:58723	False	False	False	1	False
EB106-05-01-XG146	2deoxydribose	1	1	True	0.017683190720377474	3.5408861350073795	94.32944444443807	16.989237222222222	2deoxydribose	2-deoxy-D-ribose	CHEBI:28816	True	True	False	3	False
EB106-05-01-XG146	2hydroxybutyricacid	1	0	False				11.145783055555555	2hydroxybutyricacid	2-hydroxybutyric acid	CHEBI:1148	False	False	False	1	False
EB106-05-01-XG146	2hydroxypropanoicacid	13	13	True	0.015925437556223127	0.24069996112879496	15.190358755091427	10.815750000000001	2hydroxypropanoicacid	2-hydroxypropanoic acid	CHEBI:78320	False	False	False	1	False
EB106-05-01-XG146	2oxoglutaricacid	3	3	True	0.00640792616314623	0.17650722763496726	44.52404161651421	11.52375013888889	2oxoglutaricacid	2-oxoglutaric acid	CHEBI:30915	False	False	False	1	False
EB106-05-01-XG146	31hindol3ylpropanoicacid	1	0	False				11.52718125	31hindol3ylpropanoicacid	3-(1H-indol-3-yl)propanoic acid	CHEBI:43580	False	False	False	1	False
EB106-05-01-XG146	34dimethoxybenzoicacid	1	0	False				11.932412500000002	34dimethoxybenzoicacid	3,4-dimethoxybenzoic acid	CHEBI:296881	False	False	False	1	False
EB106-05-01-XG146	3aminobutanoicacid	1	0	False				13.823951249999999	3aminobutanoicacid	3-aminobutanoic acid	CHEBI:37081	False	False	False	1	False
EB106-05-01-XG146	3methylglutaricacid	1	0	False				11.888564027777779	3methylglutaricacid	3-methylglutaric acid	CHEBI:68566	False	False	False	1	False
EB106-05-01-XG146	3omethyldglucopyranose	1	0	False				13.791850694444445	3omethyldglucopyranose	3-O-Methyl-D-glucopyranose	ME:0000488	False	False	False	1	False
