strain	mol_norm	n_curves	n_fit_ok	any_growth	median_mu	median_A	median_lag	median_auc	normalized	enigma_name	enigma_chebi	in_fb	in_csp	in_wom	n_datasets	is_fb_anchor
GW456-L13	dserine	1	1	True	0.06377169093721308	0.12856236787243744	7.034426781693772	24.113039444444446	dserine	D-serine	CHEBI:16523	True	False	False	2	True
GW456-L13	ethanol	3	0	False				13.14725	ethanol	ethanol	CHEBI:16236	True	True	False	3	True
GW456-L13	formate	1	0	False				10.332127222222223	formate	sodium formate	CHEBI:62965	True	True	False	3	True
GW456-L13	gelatin	1	0	True	0.0006548936460536031	0.024239140718748838	5.787932167287568e-12	12.559679722222224	gelatin	gelatin	CHEBI:5291	True	True	False	3	True
GW456-L13	glycerol	1	1	True	0.07005217120632128	0.3506207615305028	13.487261991611485	40.26132972222223	glycerol	glycerol	CHEBI:17754	True	True	False	3	True
GW456-L13	glycine	3	1	True	0.0011697498122496246	0.0565985634576411	18.23854510101877	13.55875	glycine	glycine	CHEBI:15428	True	True	True	4	True
GW456-L13	glycolicacid	1	0	False				10.017016250000001	glycolicacid	glycolic acid	CHEBI:17497	True	True	False	3	True
GW456-L13	glyglu	1	0	False				13.193175972222225	glyglu	Gly-Glu	CHEBI:73801	True	False	False	2	True
GW456-L13	hydantoin	1	0	True	0.0006954161680390833	0.012483040779465528	13.736765668376233	12.278194722222224	hydantoin	hydantoin	CHEBI:27612	True	False	False	2	True
GW456-L13	inosine	1	0	True	0.10813052626895146	0.00013413896142348833	1.5789618889920304e-05	11.794046805555556	inosine	inosine	CHEBI:17596	True	True	True	4	True
GW456-L13	lactulose	1	0	False				9.929188333333332	lactulose	lactulose	CHEBI:6359	True	True	False	3	True
GW456-L13	lalanine	3	3	True	0.012813054110636277	0.07709152519345566	24.272371538115777	15.934750000000001	lalanine	L-alanine	CHEBI:16977	True	False	False	2	True
GW456-L13	larabinose	1	1	True	0.016012206871416718	0.24271747027635648	59.46147437209343	17.598555833333336	larabinose	L-arabinose	CHEBI:30849	True	False	False	2	True
GW456-L13	larginine	3	2	True	0.02495662617255623	0.12804344376003077	15.36525777260622	19.816750000000003	larginine	L-arginine	CHEBI:16467	True	False	False	2	True
GW456-L13	lasparagine	2	2	True	0.06066507599006292	0.09887140953864143	8.43249679008511	18.337812500000002	lasparagine	L-asparagine	CHEBI:17196	True	False	False	2	True
GW456-L13	lasparticacid	3	3	True	0.035588800372353284	0.1975882494787381	7.46292897878093	25.152125	lasparticacid	L-aspartic acid	CHEBI:17053	True	False	False	2	True
GW456-L13	lcitrulline	3	0	False				12.2825	lcitrulline	L-citrulline	CHEBI:16349	True	False	False	2	True
GW456-L13	lglutamine	3	2	True	0.0904455267935668	0.17670558315311333	7.643075646690983	24.255375	lglutamine	L-glutamine	CHEBI:18050	True	False	False	2	True
GW456-L13	lisoleucine	3	3	True	0.025554098455992144	0.24748182341864725	13.408408109591262	24.927625000000003	lisoleucine	L-isoleucine	CHEBI:17191	True	False	False	2	True
GW456-L13	llactate	1	1	True	0.06168244788583205	0.35379426609505116	8.612840754786726	41.17020847222223	llactate	sodium L-lactate	CHEBI:232798	True	False	False	2	True
GW456-L13	lleucine	3	3	True	0.02136714589887595	0.2573515005422079	19.62876194873218	24.958125000000003	lleucine	L-leucine	CHEBI:15603	True	False	False	2	True
GW456-L13	llysine	3	3	True	0.02038941622117882	0.1338594619594998	12.133728953922843	20.9035	llysine	L-lysine	CHEBI:18019	True	False	False	2	True
GW456-L13	lmethionine	3	0	False				12.641874999999999	lmethionine	L-methionine	CHEBI:16643	True	False	False	2	True
GW456-L13	lornithine	1	0	True	0.0003393197260417921	0.01610674786473327	13.14399933633268	12.074512083333335	lornithine	L-ornithine	CHEBI:15729	True	False	False	2	True
GW456-L13	lphenylalanine	3	3	True	0.010809144777344924	0.3046967828252516	18.67197649625215	24.108125	lphenylalanine	L-phenylalanine	CHEBI:17295	True	False	False	2	True
GW456-L13	lproline	3	1	True	0.05434311078094335	0.33351707443038453	14.861426561122286	12.60625	lproline	L-proline	CHEBI:17203	True	False	False	2	True
GW456-L13	lserine	3	3	True	0.011015196199923402	0.06291410004201434	27.332013833203995	14.728875	lserine	L-serine	CHEBI:17115	True	False	False	2	True
GW456-L13	lsorbose	1	0	False				10.830418750000002	lsorbose	L-sorbose	CHEBI:17266	True	False	False	2	True
GW456-L13	lthreonine	3	0	False				13.145	lthreonine	L-threonine	CHEBI:16857	True	False	False	2	True
GW456-L13	ltryptophan	3	3	True	0.008488617127407675	0.3013575430426407	1.3072176630252443e-08	25.418125000000003	ltryptophan	L-tryptophan	CHEBI:16828	True	False	False	2	True
GW456-L13	ltyrosine	2	2	True	0.027264336156896572	9.084292474473951	72.24138888838125	27.7726875	ltyrosine	L-tyrosine	CHEBI:17895	True	False	False	2	True
GW456-L13	maltitol	1	0	False				10.06061152777778	maltitol	maltitol	CHEBI:68428	True	True	False	3	True
GW456-L13	manganeseiichloridetetra	2	2	True	0.08644667760576855	0.45269826227792376	8.600476227979934	24.546937500000006	manganeseiichloridetetra	manganese(II) chloride tetrahydrate	CHEBI:86368	True	False	False	2	True
GW456-L13	melibiose	1	0	False				10.270940833333333	melibiose	melibiose	CHEBI:28053	True	True	False	3	True
GW456-L13	methanol	2	0	False				11.9506875	methanol	methanol	CHEBI:17790	True	False	False	2	True
GW456-L13	nacetyldglucosamine	3	3	True	0.02239505474562283	0.35639913122733613	31.37454044920926	23.58	nacetyldglucosamine	N-acetyl-D-glucosamine	CHEBI:506227	True	True	False	3	True
GW456-L13	nicotinicacid	1	0	True	0.00022871896189566017	0.007530190618894414	26.834545835527837	11.458996666666668	nicotinicacid	nicotinic acid	CHEBI:15940	True	False	False	2	True
GW456-L13	nitrate	2	0	False				12.068895069444444	nitrate	sodium nitrate	CHEBI:63005	True	False	False	2	True
GW456-L13	nitrite	1	0	False				11.517658333333333	nitrite	sodium nitrite	CHEBI:78870	True	False	False	2	True
GW456-L13	octanoate	1	1	True	0.06203342803374623	0.5781612745084097	7.397474481454214	59.868854583333345	octanoate	sodium octanoate	CHEBI:132100	True	False	False	2	True
GW456-L13	octanoicacid	2	2	True	0.11127929009194243	0.2913000181068552	8.898102465168513	30.489375000000003	octanoicacid	octanoic acid	CHEBI:28837	True	False	False	2	True
GW456-L13	parabanicacid	1	0	False				11.535395277777777	parabanicacid	parabanic acid	CHEBI:74661	True	False	False	2	True
GW456-L13	propionate	1	1	True	0.017089361956272947	0.13031032887833083	21.25300160670137	19.6137625	propionate	sodium propionate	CHEBI:132106	True	True	False	3	True
GW456-L13	pyruvate	1	1	True	0.015562117548581536	0.1614067245070034	10.8810909373714	25.152812499999996	pyruvate	sodium pyruvate	CHEBI:50144	True	True	False	3	True
GW456-L13	succinatehexa	1	1	True	0.07584163028673123	0.26206601286340775	12.181225201061038	33.62550916666667	succinatehexa	sodium succinate hexahydrate	CHEBI:63686	True	False	False	2	True
GW456-L13	succinicacid	3	3	True	0.041695800008212214	0.09587994878154665	8.418845116709257	18.109375000000004	succinicacid	succinic acid	CHEBI:15741	True	True	False	3	True
GW456-L13	sucrose	3	0	False				11.518125000000001	sucrose	sucrose	CHEBI:17992	True	True	False	3	True
GW456-L13	thymidine	1	0	False				10.38636652777778	thymidine	thymidine	CHEBI:17748	True	True	True	4	True
GW456-L13	uracil	1	0	True	0.858485519591301	0.00011829506462127135	0.030413310144810128	11.09537375	uracil	uracil	CHEBI:17568	True	False	True	3	True
GW456-L13	urea	1	0	False				11.019226250000001	urea	urea	CHEBI:16199	True	False	False	2	True
GW456-L13	uridine	1	0	True	0.03080898722481795	0.0013988414621963932	20.07605134275957	11.377495416666665	uridine	uridine	CHEBI:16704	True	True	True	4	True
GW456-L13	xylitol	1	0	False				10.678724444444445	xylitol	xylitol	CHEBI:17151	True	True	False	3	True
GW460-11-11-14-LB5	2'deoxycytidine	1	0	False				8.501163194444445	2'deoxycytidine	2'-deoxycytidine	CHEBI:15698	True	False	False	2	True
GW460-11-11-14-LB5	2deoxydribose	1	0	True	0.012502201640496986	0.00017856033930957265	0.03066935524439013	9.561542638888891	2deoxydribose	2-deoxy-D-ribose	CHEBI:28816	True	True	False	3	True
GW460-11-11-14-LB5	acetate	4	0	True	1.2786208394023717	0.00015222350981808683	0.0914737580692304	7.604748472222224	acetate	sodium acetate	CHEBI:32954	True	True	False	3	True
GW460-11-11-14-LB5	adeninehydrochloride	2	0	False				5.104812500000001	adeninehydrochloride	adenine hydrochloride hydrate	ME:0000414	True	False	False	2	True
GW460-11-11-14-LB5	ammoniumchloride	2	0	False				8.597925208333333	ammoniumchloride	ammonium chloride	CHEBI:31206	True	False	False	2	True
GW460-11-11-14-LB5	benzoicacid	2	0	False				5.253187500000001	benzoicacid	benzoic acid	CHEBI:30746	True	False	False	2	True
GW460-11-11-14-LB5	betaalanine	1	0	False				8.380689444444444	betaalanine	beta-alanine	CHEBI:16958	True	True	False	3	True
GW460-11-11-14-LB5	betalactose	1	1	True	0.02805448735074791	0.4573476636393722	23.923572998918957	27.174325000000007	betalactose	beta-lactose	CHEBI:36218	True	False	False	2	True
GW460-11-11-14-LB5	butyrate	1	0	True	0.0039010744234698434	0.00010000001641139849	0.04174523077527163	10.312097361111112	butyrate	sodium butyrate	CHEBI:64103	True	True	False	3	True
GW460-11-11-14-LB5	cholinechloride	1	0	False				8.467251805555556	cholinechloride	choline chloride	CHEBI:133341	True	False	False	2	True
GW460-11-11-14-LB5	citricacid	3	0	False				5.1290000000000004	citricacid	citric acid	CHEBI:30769	True	True	False	3	True
GW460-11-11-14-LB5	cobaltchloridehexa	2	2	True	0.03912663623125875	0.5662274673032277	7.54831292796888	22.940062500000003	cobaltchloridehexa	cobalt chloride hexahydrate	CHEBI:53503	True	False	False	2	True
GW460-11-11-14-LB5	cytidine	1	0	False				8.654147083333335	cytidine	cytidine	CHEBI:17562	True	True	True	4	True
GW460-11-11-14-LB5	cytosine	1	0	True	0.00020370834027807355	0.0070453960422195835	17.17831478107093	8.430917916666665	cytosine	cytosine	CHEBI:16040	True	False	True	3	True
GW460-11-11-14-LB5	dalanine	1	0	False				8.51684472222222	dalanine	D-alanine	CHEBI:15570	True	False	False	2	True
GW460-11-11-14-LB5	darabinose	1	0	True	0.0031674444387491366	0.00010000002746573247	0.0004347200285777786	10.170604722222222	darabinose	D-arabinose	CHEBI:17108	True	False	False	2	True
GW460-11-11-14-LB5	dfructose	1	0	True	0.0009415331385400965	0.02788148757733442	54.803288493623434	10.332366666666665	dfructose	D-fructose	CHEBI:15824	True	False	False	2	True
GW460-11-11-14-LB5	dglucose6phosphate	1	0	True	0.008822815333632526	0.00011995826310541935	0.02884505490992024	9.777224861111112	dglucose6phosphate	D-glucose 6-phosphate	CHEBI:14314	True	False	False	2	True
GW460-11-11-14-LB5	dglucuronicacid	1	1	True	0.010709829673836126	0.2672147490352609	36.04280980494188	15.749269027777778	dglucuronicacid	D-glucuronic acid	CHEBI:4178	True	False	False	2	True
GW460-11-11-14-LB5	dmannitol	3	0	False				8.46575	dmannitol	D-mannitol	CHEBI:16899	True	False	False	2	True
GW460-11-11-14-LB5	dserine	1	0	False				8.420847083333333	dserine	D-serine	CHEBI:16523	True	False	False	2	True
GW460-11-11-14-LB5	ethanol	3	0	True	2.4934585471797828	0.00010012617623859845	0.14680093214116405	5.465375000000001	ethanol	ethanol	CHEBI:16236	True	True	False	3	True
GW460-11-11-14-LB5	formate	1	0	True	0.026437290064456033	0.00019578668798645468	0.10640976395890873	9.897685138888889	formate	sodium formate	CHEBI:62965	True	True	False	3	True
GW460-11-11-14-LB5	gelatin	1	1	True	0.016107793026491277	0.16941838261463749	9.874612656017812	17.796187361111112	gelatin	gelatin	CHEBI:5291	True	True	False	3	True
GW460-11-11-14-LB5	glycerol	1	0	True	0.0005546004210501451	0.0031571715858311677	25.927368395401047	10.15479611111111	glycerol	glycerol	CHEBI:17754	True	True	False	3	True
GW460-11-11-14-LB5	glycine	3	0	False				9.626864305555557	glycine	glycine	CHEBI:15428	True	True	True	4	True
GW460-11-11-14-LB5	glycolicacid	1	0	False				9.804248055555554	glycolicacid	glycolic acid	CHEBI:17497	True	True	False	3	True
GW460-11-11-14-LB5	glyglu	1	0	False				8.572428055555555	glyglu	Gly-Glu	CHEBI:73801	True	False	False	2	True
GW460-11-11-14-LB5	hydantoin	1	0	False				8.431684722222222	hydantoin	hydantoin	CHEBI:27612	True	False	False	2	True
GW460-11-11-14-LB5	inosine	1	0	True	0.0004979552513261126	0.004654655079562549	14.927075837114078	8.415364305555556	inosine	inosine	CHEBI:17596	True	True	True	4	True
GW460-11-11-14-LB5	lactulose	1	1	True	0.025948637154918786	0.3243217745830005	38.989278343995664	17.98716319444445	lactulose	lactulose	CHEBI:6359	True	True	False	3	True
GW460-11-11-14-LB5	lalanine	3	0	False				5.601625	lalanine	L-alanine	CHEBI:16977	True	False	False	2	True
GW460-11-11-14-LB5	larabinose	1	1	True	0.04573230099578254	0.3726657970456482	38.92104302309887	19.899756805555555	larabinose	L-arabinose	CHEBI:30849	True	False	False	2	True
GW460-11-11-14-LB5	larginine	3	0	False				5.623500000000001	larginine	L-arginine	CHEBI:16467	True	False	False	2	True
GW460-11-11-14-LB5	lasparagine	2	0	False				5.060812500000001	lasparagine	L-asparagine	CHEBI:17196	True	False	False	2	True
GW460-11-11-14-LB5	lasparticacid	3	0	False				5.002750000000001	lasparticacid	L-aspartic acid	CHEBI:17053	True	False	False	2	True
GW460-11-11-14-LB5	lcitrulline	3	0	False				5.7878750000000005	lcitrulline	L-citrulline	CHEBI:16349	True	False	False	2	True
GW460-11-11-14-LB5	lglutamine	3	0	False				5.493875000000001	lglutamine	L-glutamine	CHEBI:18050	True	False	False	2	True
GW460-11-11-14-LB5	lisoleucine	3	0	False				4.985750000000001	lisoleucine	L-isoleucine	CHEBI:17191	True	False	False	2	True
GW460-11-11-14-LB5	llactate	1	0	True	0.1456932850698453	0.00037838656703162237	0.05180083588460116	10.510443611111112	llactate	sodium L-lactate	CHEBI:232798	True	False	False	2	True
GW460-11-11-14-LB5	lleucine	3	0	False				6.573375000000001	lleucine	L-leucine	CHEBI:15603	True	False	False	2	True
GW460-11-11-14-LB5	llysine	3	0	False				5.437250000000001	llysine	L-lysine	CHEBI:18019	True	False	False	2	True
GW460-11-11-14-LB5	lmethionine	3	0	False				7.383625	lmethionine	L-methionine	CHEBI:16643	True	False	False	2	True
GW460-11-11-14-LB5	lornithine	1	0	False				9.220439861111112	lornithine	L-ornithine	CHEBI:15729	True	False	False	2	True
GW460-11-11-14-LB5	lphenylalanine	3	0	False				14.014875	lphenylalanine	L-phenylalanine	CHEBI:17295	True	False	False	2	True
GW460-11-11-14-LB5	lproline	3	0	False				5.698500000000001	lproline	L-proline	CHEBI:17203	True	False	False	2	True
GW460-11-11-14-LB5	lserine	3	0	True	0.010656195336397422	0.031150027603303466	2.1259433279665547	19.018625000000004	lserine	L-serine	CHEBI:17115	True	False	False	2	True
GW460-11-11-14-LB5	lsorbose	1	0	True	2.5214660802759816	0.00011069977700576163	0.005848756758603052	10.271561805555557	lsorbose	L-sorbose	CHEBI:17266	True	False	False	2	True
GW460-11-11-14-LB5	lthreonine	3	0	False				5.56325	lthreonine	L-threonine	CHEBI:16857	True	False	False	2	True
GW460-11-11-14-LB5	ltryptophan	3	0	True	0.0006815660547113837	0.004184593785203787	14.207072338988345	5.282125000000001	ltryptophan	L-tryptophan	CHEBI:16828	True	False	False	2	True
GW460-11-11-14-LB5	maltitol	1	0	True	0.0004842172752136234	0.018073439558645914	45.49430268850238	10.23956361111111	maltitol	maltitol	CHEBI:68428	True	True	False	3	True
GW460-11-11-14-LB5	manganeseiichloridetetra	2	2	True	0.04052433925088225	0.6272103208277926	10.26550185245458	23.82475	manganeseiichloridetetra	manganese(II) chloride tetrahydrate	CHEBI:86368	True	False	False	2	True
GW460-11-11-14-LB5	melibiose	1	1	True	0.04830493591716283	0.3852194349428012	23.498073191690757	26.114016944444447	melibiose	melibiose	CHEBI:28053	True	True	False	3	True
GW460-11-11-14-LB5	methanol	2	0	False				4.9481875	methanol	methanol	CHEBI:17790	True	False	False	2	True
GW460-11-11-14-LB5	nacetyldglucosamine	3	3	True	0.010870100672526533	0.29820114617759336	35.298272462403155	6.380375000000002	nacetyldglucosamine	N-acetyl-D-glucosamine	CHEBI:506227	True	True	False	3	True
GW460-11-11-14-LB5	nicotinicacid	1	0	True	0.0003145883225707405	0.004805049161810718	12.89036527326445	8.483950416666666	nicotinicacid	nicotinic acid	CHEBI:15940	True	False	False	2	True
GW460-11-11-14-LB5	nitrate	2	0	False				8.693730069444445	nitrate	sodium nitrate	CHEBI:63005	True	False	False	2	True
GW460-11-11-14-LB5	nitrite	1	0	False				8.443538888888888	nitrite	sodium nitrite	CHEBI:78870	True	False	False	2	True
GW460-11-11-14-LB5	octanoate	1	0	True	2.5456359202507963	0.0001087542204189202	0.0009197305784904172	10.113878055555556	octanoate	sodium octanoate	CHEBI:132100	True	False	False	2	True
GW460-11-11-14-LB5	parabanicacid	1	0	False				8.542341944444445	parabanicacid	parabanic acid	CHEBI:74661	True	False	False	2	True
GW460-11-11-14-LB5	propionate	1	0	True	0.011183979015393333	0.00016916852280732375	1.7634101123966005e-06	10.058555833333333	propionate	sodium propionate	CHEBI:132106	True	True	False	3	True
GW460-11-11-14-LB5	pyruvate	1	0	True	0.020760997276294654	0.00023875372952703787	0.000718457185474624	10.40120152777778	pyruvate	sodium pyruvate	CHEBI:50144	True	True	False	3	True
GW460-11-11-14-LB5	succinatehexa	1	0	True	0.009233356306482284	0.00019880097160291955	0.03933751306333863	10.34116138888889	succinatehexa	sodium succinate hexahydrate	CHEBI:63686	True	False	False	2	True
GW460-11-11-14-LB5	succinicacid	3	0	False				5.619500000000001	succinicacid	succinic acid	CHEBI:15741	True	True	False	3	True
GW460-11-11-14-LB5	sucrose	3	1	True	0.004752337934964572	0.3008981212279794	60.537220097546815	5.428750000000001	sucrose	sucrose	CHEBI:17992	True	True	False	3	True
GW460-11-11-14-LB5	thymidine	1	0	False				9.213684027777777	thymidine	thymidine	CHEBI:17748	True	True	True	4	True
GW460-11-11-14-LB5	uracil	1	0	True	0.0005888344268531478	0.004966714622478157	13.956782278172883	9.10800027777778	uracil	uracil	CHEBI:17568	True	False	True	3	True
GW460-11-11-14-LB5	urea	1	0	False				8.519266388888887	urea	urea	CHEBI:16199	True	False	False	2	True
GW460-11-11-14-LB5	uridine	1	0	False				8.783290277777779	uridine	uridine	CHEBI:16704	True	True	True	4	True
GW460-11-11-14-LB5	xylitol	1	0	True	0.014922150283989147	0.0002580755024171363	0.0016363242285485167	9.838283333333333	xylitol	xylitol	CHEBI:17151	True	True	False	3	True
