orgId	locusId	sysName	geneName	desc	set11TCH513 Stem-Norland	set11TCH514 Stem-Norland	set11TCH515 Stem-Norland	set11TCH516 Stem-Norland	set11TCH518 Stem-Norland	set11TCH527 Stem-Atlantic	set11TCH529 Stem-Atlantic	set11TCH530 Stem-Atlantic	set11TCH531 Stem-Atlantic	set11TCH534 Stem-Atlantic	set15TCH690 M9+sucrose	set15TCH691 M9+sucrose	set15TCH692 M9+sucrose	set15TCH693 M9+starch	set15TCH694 M9+starch	set15TCH695 M9+starch	set15TCH696 M9+polygalacturonate	set15TCH697 M9+polygalacturonate	set15TCH698 M9+polygalacturonate	set9TCH417 LB	set9TCH418 LB	set9TCH419 LB	set9TCH420 LB	setATCH110 LB	setATCH111 LB	setATCH112 LB	setATCH128 M9+glycerol	setATCH129 M9+glycerol	setATCH130 M9+glycerol	setATCH145 PDB	setATCH146 PDB	setATCH147 PDB	setATCH148 Atlantic	setATCH149 Atlantic	setATCH150 Atlantic	setATCH151 Atlantic	setATCH152 Atlantic	setATCH153 Atlantic	setATCH154 Norland	setATCH155 Norland	setATCH156 Norland	setATCH157 Norland	setATCH158 Norland	setATCH159 Norland	setATCH160 Upstate	setATCH161 Upstate	setATCH162 Upstate	setATCH163 Upstate	setATCH164 Upstate	setATCH165 Upstate	setATCH191 LB	setATCH192 LB	setATCH194 PDB	setATCH195 PDB	setATCH196 PDB	setATCH197 M9+glycerol	setATCH198 M9+glycerol	setATCH199 M9+glycerol
Dda3937	DDA3937_RS00245	DDA3937_RS00245		sugar ABC transporter permease	-0.469	-1.774	0.277	-1.169	-0.600	-1.110	0.385	-0.458	-0.663	1.536	0.166	0.467	-0.108	0.058	-0.548	0.555	-0.074	-0.762	0.817	-0.397	0.179	0.522	-0.643	0.985	-0.472	-0.391	-0.087	-0.125	0.078	0.382	-1.528	0.764	0.317	0.604	0.595	-1.543	0.851	0.691	1.906	-0.361	-0.976	0.859	-1.339	0.435	1.789	1.433	-0.467	-0.551	-0.955	0.816	0.174	-0.085	1.099	0.256	-0.744	0.850	0.255	-1.042
Dda3937	DDA3937_RS00250	DDA3937_RS00250		carbohydrate ABC transporter permease	0.121	-0.312	1.913	-0.432	0.281	0.109	-1.264	-0.145	-0.288	0.113	-0.219	-0.551	-0.391	-0.589	-1.756	-0.093	-0.098	0.430	-0.512	-0.047	-0.516	0.171	-0.364	-0.627	-0.908	0.210	-0.531	-0.573	-0.519	0.497	0.316	-1.532	1.106	-0.414	0.449	0.018	0.408	-0.815	-0.215	1.148	1.276	-0.765	0.640	0.737	-0.271	-0.797	0.134	-0.111	1.242	0.889	-0.490	0.235	-0.676	2.082	-0.169	-0.194	0.638	-1.631
Dda3937	DDA3937_RS00255	DDA3937_RS00255		extracellular solute-binding protein	0.570	0.493	-0.285	0.872	-0.244	-1.462	-0.710	-0.334	0.492	-0.681	-0.284	-0.195	-0.683	-0.301	-0.419	-0.651	-0.488	-0.139	-0.877	-0.964	-0.908	-0.526	-0.525	0.006	0.047	-0.440	-1.154	-1.011	-0.118	0.121	0.571	0.863	-0.000	0.148	0.819	0.037	1.701	-0.880	-0.629	-0.677	1.447	0.747	-1.538	-1.108	0.625	-0.430	0.951	1.103	-0.140	0.127	-0.402	-1.323	0.044	1.486	1.542	0.739	0.122	-0.324
Dda3937	DDA3937_RS00260	DDA3937_RS00260		CehA/McbA family metallohydrolase	2.235	-0.149	1.149	-0.077	0.310	0.563	-1.124	-0.953	-0.616	-0.473	0.427	0.889	1.281	0.865	0.702	0.630	0.225	0.648	0.330	-0.606	-0.834	-0.393	-0.412	-1.001	-1.043	-1.215	-1.886	-0.068	-0.498	0.164	0.464	1.031	0.006	-0.391	-0.019	-2.228	0.556	0.431	0.464	0.634	0.022	1.144	1.358	-0.200	0.526	-0.118	-1.837	-0.538	0.674	0.617	-1.009	0.004	0.837	1.360	-0.289	0.762	-0.045	-0.760
Dda3937	DDA3937_RS00265	DDA3937_RS00265		arsenic resistance protein	2.508	-1.041	0.061	0.295	-0.331	-0.765	-1.876	1.336	-0.663	1.728	-0.089	-0.746	-0.204	0.870	-0.573	0.498	0.685	0.291	2.074	0.759	1.571	0.914	-0.195	0.344	-0.159	-0.446	-1.017	-0.346	-1.397	-0.932	-0.494	0.342	-1.658	-1.359	-2.190	0.908	-0.587	-0.022	0.343	-0.658	0.466	0.165	-1.999	-2.006	-1.778	-0.365	1.556	0.118	-1.144	-1.973	-0.138	-0.342	-1.001	1.280	0.357	-1.426	0.026	1.493
Dda3937	DDA3937_RS00270	DDA3937_RS00270		hypothetical protein	0.135	0.118	-0.139	0.321	-0.849	-0.413	0.919	0.663	-1.121	1.087	0.417	-0.816	-0.384	-1.244	-0.995	-1.598	-0.554	-0.934	-1.274	1.044	-1.091	-0.338	0.646	-0.693	-0.623	0.033	0.738	0.378	0.320	-1.033	-1.439	0.180	-0.915	0.412	-0.928	-0.899	-0.257	0.669	0.207	-0.987	0.304	-0.528	0.235	0.829	-0.249	-1.717	0.469	-0.104	-0.466	-1.754	-0.507	2.834	-0.306	0.919	0.111	-0.686	0.902	-0.126
Dda3937	DDA3937_RS00275	DDA3937_RS00275		GNAT family N-acetyltransferase	-1.790	-1.190	-0.728	-1.657	-1.377	-0.027	0.496	0.469	-0.081	0.285	-0.613	0.550	-0.019	-1.600	-1.123	-0.363	-2.379	-1.287	-0.966	0.811	-0.606	1.232	0.053	1.999	1.804	-0.785	-0.435	-0.828	0.513	0.825	2.745	1.314	-2.600	-0.080	-0.301	-1.488	-1.972	0.610	-0.083	-0.662	-3.066	1.079	-0.590	-1.189	0.044	-0.966	-0.741	0.562	-0.236	-0.758	-0.746	-0.971	0.633	-0.097	-1.453	-1.924	0.100	-2.473
Dda3937	DDA3937_RS00280	DDA3937_RS00280		D-serine ammonia-lyase	1.185	-0.440	-0.421	0.889	-0.141	0.219	0.416	1.715	1.801	-1.758	-2.372	-0.849	-0.838	-1.243	-0.559	-1.560	-1.745	-1.541	-1.039	1.028	-0.834	-0.702	-0.865	0.359	0.998	-0.305	-1.193	-0.829	-0.121	-0.400	1.223	1.374	-1.746	-0.340	-1.307	0.023	0.505	-0.775	0.753	0.136	1.163	-1.302	-0.300	-0.229	-1.465	0.760	1.535	0.723	0.584	-1.117	0.949	0.731	0.397	1.235	0.322	-0.282	0.331	-1.539
Dda3937	DDA3937_RS00285	DDA3937_RS00285		hypothetical protein	-0.088	0.477	1.177	0.755	3.215	-0.054	-0.366	0.524	1.593	-2.214	-0.530	-0.372	-0.534	0.492	0.738	-0.429	-0.639	0.403	-0.234	-0.079	0.889	1.410	0.041	-0.041	-0.483	-0.155	-0.963	-0.562	-0.767	-0.261	-0.593	-0.472	-0.756	-0.077	0.598	-1.557	0.570	0.562	-0.577	0.694	0.600	-0.782	-0.041	-0.540	-3.133	-1.789	-0.283	-1.355	-0.116	-0.567	-2.557	-0.735	-0.758	-0.405	1.412	-1.150	-0.510	-0.065
Dda3937	DDA3937_RS00290	DDA3937_RS00290		DUF1471 domain-containing protein	-0.439	-0.986	-3.185	-0.089	-1.362	-0.107	0.660	-1.942	0.366	-0.303	-0.482	0.431	0.117	-0.530	0.742	-1.815	-0.297	0.634	0.384	-0.386	-0.817	-0.828	0.279	0.013	-0.261	0.254	-0.335	-0.053	-1.972	-0.285	-1.559	-1.225	0.485	-0.052	1.413	0.267	0.166	0.437	0.042	0.887	-1.486	2.295	-0.382	0.194	0.046	-0.462	-0.727	1.873	2.033	-0.331	-1.816	-0.926	0.061	-0.814	0.938	-0.339	-1.647	0.748
Dda3937	DDA3937_RS00295	DDA3937_RS00295		ROK family transcriptional regulator	0.648	0.206	0.740	-0.161	-0.542	-0.296	-0.538	0.214	-0.530	-1.756	0.521	0.038	-0.837	-1.319	-0.449	-1.365	-0.679	-1.030	0.241	0.329	-0.341	-0.102	0.168	0.379	-0.709	-0.678	0.074	0.195	0.542	1.246	-0.379	-1.150	0.724	0.364	-0.003	-0.316	1.846	1.044	0.261	0.569	-2.124	0.659	2.540	-0.395	-0.877	0.083	0.634	2.418	0.171	-0.784	-1.484	-0.967	-0.633	0.260	-0.102	-0.066	1.191	0.578
Dda3937	DDA3937_RS00300	DDA3937_RS00300		extracellular solute-binding protein	-0.189	-0.163	-0.350	0.459	0.138	-0.181	0.734	-1.221	-1.138	0.311	-0.738	0.090	-1.413	-1.049	0.679	-0.875	-1.210	-1.798	-2.756	-1.031	-1.265	-0.520	-1.114	-0.380	-0.670	-1.008	-1.183	0.128	-1.473	0.053	-0.922	2.142	-1.302	0.199	1.666	-0.155	-1.286	-0.524	-1.714	0.574	-0.126	0.271	-0.157	-2.083	-1.089	-0.373	-0.406	0.356	-0.249	-0.037	0.264	0.141	-0.947	-0.481	0.306	-1.921	1.195	0.213
Dda3937	DDA3937_RS00305	DDA3937_RS00305		sugar ABC transporter permease	-0.194	-0.418	-0.719	-1.582	1.386	0.564	0.898	-0.441	-0.545	1.119	-0.166	-0.598	0.182	-0.811	-0.799	0.427	-0.150	-0.135	-0.687	-0.600	1.188	0.193	0.847	-0.820	0.632	-0.090	-1.013	0.354	-0.121	-1.237	0.853	0.264	0.831	0.060	-1.604	-0.015	-0.901	-0.441	-0.928	0.525	0.749	0.828	0.764	-0.482	0.314	0.660	0.502	-0.195	0.004	-0.247	-0.896	0.174	-1.097	-1.434	-1.093	-0.477	-0.522	-0.157
Dda3937	DDA3937_RS00310	DDA3937_RS00310		carbohydrate ABC transporter permease	-0.637	-0.524	-0.837	0.124	-0.874	-0.477	-0.500	-0.658	-0.315	1.226	-0.986	0.275	0.540	-1.137	-1.821	0.040	-0.596	0.749	-0.168	-0.783	-0.562	-0.744	-0.627	-0.813	-0.779	0.346	-1.033	-2.122	-0.698	0.443	0.580	-0.223	0.953	0.422	-1.687	0.558	-0.337	1.733	0.053	0.073	1.577	0.195	-1.023	1.908	0.512	1.112	0.338	-1.542	0.565	0.662	0.163	0.256	-0.120	1.531	2.933	-1.893	0.412	-0.548
Dda3937	DDA3937_RS00315	DDA3937_RS00315		ABC transporter ATP-binding protein	0.560	-1.053	0.669	0.484	0.109	-0.343	-0.452	0.137	-1.602	-0.498	0.280	-0.681	0.541	-0.612	0.340	0.198	-0.729	-0.638	-0.328	1.745	1.930	1.230	1.943	-2.141	-0.643	-1.234	-1.649	-1.906	-1.965	1.654	0.010	0.352	0.275	-0.359	-1.428	0.570	0.832	0.875	0.914	-0.343	0.342	-1.508	0.768	-0.768	0.678	0.141	-0.644	0.861	0.520	-0.726	-0.127	0.103	0.582	0.276	0.718	-1.130	-0.655	-0.459
Dda3937	DDA3937_RS00320	DDA3937_RS00320		endonuclease/exonuclease/phosphatase family protein	-0.192	-0.856	-0.643	-0.628	0.657	-1.224	-0.169	-0.393	0.152	-0.404	0.192	-0.149	-0.184	0.045	0.456	0.311	-0.045	0.261	0.297	-0.695	-0.494	-0.728	-1.588	-0.941	-1.009	-0.332	-0.769	-0.120	0.175	-1.393	-0.161	0.112	1.479	-1.704	0.931	-1.166	-0.504	0.088	-0.122	0.264	1.764	-0.906	0.458	-0.731	-1.061	-1.330	1.587	-0.777	0.454	0.279	0.056	0.347	0.181	-0.375	3.703	0.224	-1.398	0.212
Dda3937	DDA3937_RS00325	DDA3937_RS00325		DUF1471 domain-containing protein	0.124	-0.218	-0.211	-1.534	-1.632	-0.928	-0.704	0.087	-0.278	0.608	-1.501	-1.237	-0.716	-1.512	-0.530	-0.434	0.213	-0.658	-1.541	0.665	1.529	0.772	1.050	-0.603	0.588	0.575	2.601	0.810	-0.864	0.637	-0.470	-1.628	-0.454	2.288	0.044	0.744	1.484	1.469	0.426	1.672	0.683	0.728	1.550	-0.885	0.951	2.139	1.192	-0.022	0.698	2.306	-0.143	-0.512	0.793	-1.219	-0.614	0.638	0.373	-0.323
Dda3937	DDA3937_RS00330	DDA3937_RS00330		hypothetical protein	-0.811	-0.841	-1.391	-0.528	0.668	0.843	2.217	1.245	-0.982	0.262	-0.847	-1.455	-0.433	-2.314	-1.780	-0.131	-1.230	-0.544	-1.967	0.631	-0.524	-0.240	0.662	-0.313	-0.003	-0.863	0.315	0.719	0.618	0.663	-1.538	1.840	-0.932	0.808	-1.171	-0.510	0.015	1.879	-0.039	-0.095	-1.320	0.042	0.588	-0.833	0.548	0.261	-0.359	1.012	-1.103	0.565	-0.776	-0.801	-0.592	0.698	-1.576	0.057	0.166	-0.805
Dda3937	DDA3937_RS00335	DDA3937_RS00335		AAA family ATPase	0.140	0.388	1.786	0.035	-0.008	-0.243	-0.205	0.275	-2.161	-1.439	-0.759	0.756	0.733	0.575	-0.444	0.830	-2.001	-0.386	-1.074	1.850	-0.961	-1.149	-0.212	0.031	0.361	-0.522	-1.811	0.044	-1.110	-1.069	-0.748	-1.247	0.115	-0.964	-3.583	-1.821	0.579	0.628	-1.189	0.349	-1.628	-1.351	0.647	-0.328	-0.724	-1.363	-2.341	-0.535	-1.724	-0.791	0.143	-0.672	0.184	-0.559	0.690	0.413	0.463	-1.289
Dda3937	DDA3937_RS00340	DDA3937_RS00340		NAD(P)/FAD-dependent oxidoreductase	0.521	-0.411	-1.099	-0.636	0.347	0.584	-0.508	-0.656	2.205	0.312	-0.589	-2.201	-0.531	-2.460	-2.577	-1.867	-1.557	-0.243	-1.674	0.484	1.228	1.027	0.334	-0.732	-2.049	-0.508	0.494	-0.864	0.714	-0.181	-2.275	-0.398	-0.513	-0.193	-1.637	-1.716	-0.560	-0.649	0.333	-1.791	-1.201	0.290	2.359	-0.090	0.726	-0.397	-1.778	0.430	-1.506	-1.984	-1.308	0.609	1.109	0.777	-1.614	0.093	-0.252	-0.787
Dda3937	DDA3937_RS00345	DDA3937_RS00345		inorganic phosphate transporter PitA	1.057	-0.165	-0.519	-3.666	-1.470	-2.338	0.849	-1.630	0.135	0.050	-1.950	-0.804	-1.206	0.488	-0.209	0.638	0.072	-0.127	1.654	-0.935	-1.028	-1.730	-2.445	-1.702	-1.666	-1.520	0.511	0.446	0.972	4.611	5.745	8.339	0.804	-2.894	-2.208	0.277	-4.750	-4.782	-3.454	-3.106	-3.457	-3.686	-4.439	-3.673	-3.774	-5.889	-4.594	-2.323	-4.001	-3.819	-1.135	-0.950	7.709	5.988	5.520	1.250	-0.691	-0.364
Dda3937	DDA3937_RS00350	DDA3937_RS00350		universal stress protein UspB	0.076	-0.949	0.840	-1.105	0.677	1.055	-0.015	0.570	-0.130	-1.108	0.938	0.862	0.836	-1.392	-1.480	-1.825	-7.846	-7.536	-6.689	1.474	3.313	1.569	1.220	0.485	0.178	0.477	0.992	2.338	1.777	-0.659	-1.954	-1.088	0.978	-1.150	-0.360	0.607	1.002	-0.743	-0.233	-0.347	1.833	1.027	0.285	1.011	-0.519	-0.751	-3.013	1.961	0.563	0.585	0.426	0.464	-0.043	2.048	0.045	1.015	1.710	1.149
Dda3937	DDA3937_RS00355	DDA3937_RS00355		universal stress protein UspA	-0.676	-0.973	-1.455	-0.619	-0.550	-0.533	-0.850	-0.078	-0.512	-0.828	-1.841	-2.306	-0.196	-0.651	-0.923	0.168	-4.233	-1.404	-4.364	-0.259	1.156	0.114	-0.194	-0.166	-0.177	0.840	0.146	-1.348	0.645	0.873	0.743	-1.740	0.467	-0.407	-0.866	-3.483	-0.121	0.010	-1.395	-2.552	0.544	-2.216	-2.551	-0.300	-0.908	-0.789	-3.435	-1.031	-1.512	-1.902	0.141	0.002	0.306	-0.703	-2.276	1.654	0.162	1.026
Dda3937	DDA3937_RS00360	DDA3937_RS00360		methyl-accepting chemotaxis protein	1.671	0.524	0.266	1.121	-0.646	1.364	1.263	0.605	1.337	0.494	-2.107	-0.008	-1.000	-0.819	-1.866	-0.038	-1.099	-0.234	-0.407	-0.808	-0.649	-0.274	-0.421	0.142	-0.479	0.008	-0.494	-1.805	0.244	0.527	1.982	0.398	-0.780	1.007	-0.459	-1.069	-0.449	-0.156	0.649	0.337	0.036	-1.277	-0.269	-2.486	-0.594	1.372	0.482	-0.349	0.913	-0.426	-1.345	-0.588	-0.574	0.785	-0.270	-1.079	0.631	-0.809
Dda3937	DDA3937_RS00365	DDA3937_RS00365		sugar-phosphatase	0.253	1.598	-1.364	-1.535	-0.053	-3.103	0.599	-0.647	-0.235	1.217	0.134	-0.086	-1.239	-1.975	-0.587	0.906	1.140	-0.877	0.366	0.671	-0.169	-0.459	0.687	-0.014	-0.587	0.014	-0.954	-0.065	-1.153	-0.869	0.261	-0.478	-1.399	0.142	-0.431	-0.251	-1.338	0.427	-0.961	0.201	0.593	0.845	0.626	-0.014	-1.881	-1.172	-1.312	-2.505	-1.443	-0.611	0.092	-1.958	-1.278	-1.284	-1.106	-2.535	-1.705	0.648
Dda3937	DDA3937_RS00370	DDA3937_RS00370		mannonate dehydratase	-0.235	0.772	2.684	-1.714	-0.551	-0.905	0.831	0.504	-0.516	-0.013	0.674	-0.338	-0.293	-0.145	0.362	-0.773	-0.867	1.131	-0.535	-0.140	-0.700	0.260	-1.136	0.613	-0.917	-1.493	-1.061	-0.437	-0.143	-0.828	-1.619	-1.566	-0.722	0.830	0.994	-0.752	0.243	1.156	-0.096	-0.712	-0.295	0.826	0.132	-1.360	0.600	0.208	-1.339	-1.091	1.174	1.881	-0.169	-0.411	0.034	0.352	-1.196	-0.011	-0.307	-0.315
Dda3937	DDA3937_RS00375	DDA3937_RS00375		FadR family transcriptional regulator	-0.234	-0.814	-0.213	-0.855	1.291	-3.691	-0.583	0.623	-0.234	-0.027	-1.197	-1.370	-0.596	-2.360	-0.318	-2.250	-1.216	-0.678	-0.988	0.376	-0.289	0.675	-0.950	-0.569	-1.089	-0.286	0.199	-2.223	-3.497	0.217	-2.980	0.891	-0.461	-0.874	0.451	-1.633	-0.049	-0.919	-1.933	-0.476	-0.143	-0.047	1.294	-2.948	0.799	-0.589	0.659	0.022	-0.148	0.899	0.128	0.001	-0.254	1.068	-0.115	-1.606	-1.807	-0.498
Dda3937	DDA3937_RS00385	DDA3937_RS00385		DUF1471 domain-containing protein	1.562	0.396	-0.373	0.722	-1.679	1.670	-0.581	1.230	0.075	-2.863	0.283	0.877	1.332	0.303	-0.920	0.361	-0.548	0.307	1.088	-0.971	-2.118	0.091	-2.001	-0.033	-1.411	0.327	0.471	-1.528	-0.574	-1.299	0.829	1.544	0.857	-1.152	0.862	1.089	-1.276	-0.249	1.647	0.915	-1.122	1.004	0.290	1.642	-0.880	0.794	-0.818	-1.422	-2.571	-1.168	0.873	0.733	-0.929	0.727	-0.003	-0.635	1.183	2.317
Dda3937	DDA3937_RS00390	DDA3937_RS00390		DUF3748 domain-containing protein	-0.391	1.553	1.940	-2.071	-2.300	0.637	-0.031	4.130	0.402	-0.392	1.765	-0.286	-1.393	0.680	0.459	1.259	1.536	1.924	0.838	-1.136	-0.646	-1.012	-1.115	-1.044	-0.084	-0.777	-0.742	-2.364	-0.198	-0.287	-0.341	2.092	-0.651	0.008	1.312	-0.847	-0.565	-2.527	-1.663	-0.653	-1.989	-1.411	-2.168	-0.286	-0.894	-0.492	-2.165	0.922	-3.313	1.506	-0.791	-1.504	-0.029	1.044	0.842	2.353	2.040	-1.373
Dda3937	DDA3937_RS00395	DDA3937_RS00395		FGGY-family carbohydrate kinase	2.024	-1.505	-0.272	0.060	-0.503	-0.405	-0.397	-0.219	-0.436	-1.221	-0.158	0.315	0.776	0.782	0.409	0.411	-0.578	0.736	0.308	-1.054	-0.960	-0.745	0.876	-0.404	-1.526	-1.686	0.614	0.545	-0.874	1.955	0.248	1.017	0.763	-0.356	-0.400	0.534	-1.210	-0.926	-0.468	-0.080	-1.009	-0.808	1.119	0.881	-0.435	-2.511	0.806	0.162	-0.537	0.378	-0.862	0.132	1.443	0.819	-0.649	-0.124	-0.638	-0.645
Dda3937	DDA3937_RS00400	DDA3937_RS00400		signal transduction protein	-0.661	-0.340	0.589	1.253	-1.858	0.823	0.230	-0.775	-0.539	-1.523	-0.513	-0.569	-0.486	0.339	-1.160	-0.712	-0.541	0.963	0.088	-0.291	-0.230	-0.020	-0.231	-0.469	0.703	0.245	1.431	-0.259	0.531	1.096	2.101	1.075	0.073	-0.163	0.268	-0.734	-0.272	-1.342	0.366	-0.736	-0.460	-1.113	-1.632	-0.387	2.296	0.181	1.476	0.597	1.215	0.679	0.412	-0.447	1.003	1.341	-0.259	-0.484	-1.782	-0.712
Dda3937	DDA3937_RS00405	DDA3937_RS00405		dihydrodipicolinate synthase family protein	-0.337	-0.822	-0.347	-1.080	-0.371	0.728	0.263	1.352	0.547	1.323	-1.336	-0.864	-0.860	0.187	-1.419	-2.014	-0.955	-0.536	0.200	0.369	0.595	1.044	0.965	-0.599	-0.678	-0.529	-0.093	-1.328	0.129	1.356	0.759	1.034	0.287	-0.217	1.276	1.455	1.959	-0.345	1.695	1.480	0.765	0.787	-0.959	0.313	-0.677	-0.846	-0.616	0.337	-0.149	-0.063	1.284	1.599	-0.670	-0.224	-0.239	-0.667	0.349	1.243
Dda3937	DDA3937_RS00410	DDA3937_RS00410		exo-alpha-sialidase	-0.569	-0.439	-1.487	1.224	-1.083	0.249	-2.119	-1.403	-1.784	-1.200	-0.136	-0.643	0.539	-1.580	-0.324	0.390	-0.834	-0.020	-0.394	-0.327	-0.215	0.399	-1.430	0.633	-0.447	1.004	-0.436	-0.853	-0.780	-1.894	1.297	2.208	0.215	0.302	-1.907	-0.147	-0.547	-0.443	-0.959	0.581	-1.216	0.573	1.706	-0.045	2.529	0.480	0.595	1.032	2.261	0.635	1.166	-1.057	-0.421	-0.378	-0.833	-0.193	0.212	0.581
Dda3937	DDA3937_RS00415	DDA3937_RS00415		MHS family MFS transporter	-0.420	-0.143	-0.135	0.815	-0.602	-1.410	-0.469	0.438	-0.089	-0.330	0.076	0.456	0.512	0.418	0.085	0.420	0.324	1.030	0.410	0.244	0.948	0.388	0.526	-0.053	0.090	0.292	0.351	0.998	0.830	0.004	0.083	0.855	0.041	-0.094	0.209	-0.494	-0.925	1.002	0.822	-0.614	-0.632	-0.143	1.740	2.171	0.441	0.030	0.050	-0.315	0.539	-0.071	0.002	0.411	-0.883	0.471	-1.101	-0.280	0.015	-0.356
Dda3937	DDA3937_RS00420	DDA3937_RS00420		LacI family DNA-binding transcriptional regulator	-6.283	-4.085	-3.947	-2.154	-6.044	-1.677	-3.996	-4.082	-3.648	-4.943	-1.752	-0.287	-1.962	-0.105	-1.645	-1.535	-2.308	-2.602	-2.254	-2.219	-2.735	-1.547	-2.571	1.779	2.699	1.381	4.086	2.613	3.173	0.108	0.845	2.490	-0.285	2.453	-1.524	-1.329	-0.309	-4.891	-0.489	-2.327	2.777	-4.719	2.441	-0.126	-5.232	-1.745	-1.681	-1.819	-2.127	-0.891	-1.916	-0.160	0.402	1.317	1.293	3.230	4.009	3.847
Dda3937	DDA3937_RS00425	DDA3937_RS00425		YceK/YidQ family lipoprotein	-2.852	-0.810	-0.537	0.600	-0.882	-1.528	-1.249	-1.815	0.408	-0.517	-0.027	-0.099	-0.614	-0.228	0.277	-0.515	-0.073	-1.865	0.327	0.668	0.591	0.160	-0.702	-0.625	-1.151	0.003	-1.148	0.253	0.706	0.703	0.283	0.797	1.219	1.233	1.508	1.024	0.863	-0.780	-0.333	1.054	1.102	1.844	1.687	0.960	1.449	0.782	0.441	1.947	2.504	-0.512	-0.903	-1.738	0.671	1.390	2.651	0.679	0.350	-0.680
Dda3937	DDA3937_RS00430	DDA3937_RS00430		heat shock chaperone IbpA	-1.798	-0.896	-1.381	2.532	0.115	0.228	2.796	0.927	0.938	0.302	-0.488	-0.405	0.179	-0.141	0.435	-0.142	-0.725	-1.888	-2.141	1.454	1.333	1.383	1.523	0.181	-2.109	0.173	-2.929	0.948	0.002	0.051	-0.538	0.516	-0.288	1.194	2.090	0.637	-1.461	-0.863	1.068	0.547	1.916	-0.405	0.478	-0.047	0.343	1.006	-0.220	-1.564	-0.843	-1.690	-0.067	-0.825	-0.852	-1.502	0.114	-1.601	-0.249	-0.457
Dda3937	DDA3937_RS00435	DDA3937_RS00435		heat shock chaperone IbpB	0.339	-2.200	-3.060	0.320	0.313	-1.758	-1.485	-0.934	-0.883	1.444	0.226	0.090	0.020	-0.646	-0.651	-0.144	0.580	-1.220	0.696	-0.914	0.017	-1.167	-1.114	1.187	-1.360	-0.431	-0.861	0.841	0.240	1.945	0.383	-0.809	-1.340	0.986	-1.536	1.556	-0.065	-1.216	0.464	0.336	0.356	0.546	2.100	0.408	0.193	-0.508	-0.159	-1.011	0.374	0.041	0.818	0.520	-0.849	-0.783	-0.650	0.195	0.420	0.021
Dda3937	DDA3937_RS00440	DDA3937_RS00440		anion permease	-0.121	-0.454	-0.368	2.324	-0.109	1.112	-1.397	-0.818	-1.400	-0.588	-1.507	0.786	-0.140	-0.064	0.990	0.611	-0.433	1.616	0.720	0.006	-0.009	-0.082	-0.171	-0.610	-1.359	-0.858	-1.195	-0.257	-0.115	-2.838	-0.400	-0.806	0.848	1.129	1.517	0.081	1.111	-0.605	2.109	-0.537	1.188	0.495	-1.574	-1.319	-0.726	0.116	-1.149	1.424	0.663	-0.327	-0.543	-1.044	-0.608	-0.968	-1.988	-0.124	-0.154	-0.869
Dda3937	DDA3937_RS00445	DDA3937_RS00445		two-component system sensor histidine kinase DcuS	-0.212	2.781	-0.407	0.918	1.087	-0.269	-2.057	0.387	-0.829	0.850	2.549	0.807	0.318	1.458	-1.595	1.135	2.062	0.530	-1.612	0.239	0.467	1.049	-0.988	-0.678	0.565	-0.508	1.301	0.830	0.870	0.140	0.200	1.456	-0.653	-1.586	-0.920	-0.557	-1.388	0.737	0.025	-3.541	-1.601	-2.846	-1.795	-1.282	-2.659	-2.136	-1.617	-0.797	-1.757	-1.074	0.010	-0.373	-1.152	2.848	0.188	1.277	1.656	-0.448
Dda3937	DDA3937_RS00450	DDA3937_RS00450		two-component system response regulator DcuR	2.704	5.249	0.752	0.226	0.805	-1.620	-3.820	-0.601	-0.018	0.175	-0.017	1.594	0.325	0.024	1.478	0.295	0.165	-0.240	0.043	-0.048	-1.841	-0.173	-0.327	-0.278	-1.401	-0.661	-0.959	-1.174	-1.093	-0.333	-0.122	1.768	-4.512	-2.600	-4.488	-3.801	-4.110	-5.299	-4.544	-2.986	-0.724	-4.638	-3.063	-0.124	-3.705	-1.481	-5.444	-2.474	-2.373	-4.602	-0.133	1.363	0.060	0.988	0.208	0.836	-0.057	-1.110
Dda3937	DDA3937_RS00455	DDA3937_RS00455		2-hydroxycarboxylate transporter family protein	-0.088	-0.029	-0.740	-1.020	-0.499	-0.690	0.983	1.762	1.598	1.514	0.288	-0.294	-0.408	0.276	0.025	-0.193	-1.425	0.113	0.075	-1.078	-0.787	-0.612	-0.319	0.620	-0.068	-0.113	-0.840	1.009	0.323	-0.261	0.211	-1.674	0.500	0.697	1.474	-0.020	0.720	0.515	-0.284	-0.853	-0.530	-0.373	-1.738	-1.769	-0.815	0.314	-1.800	0.649	-0.204	0.991	-0.322	-0.367	-0.392	-1.353	-0.760	-2.340	-1.855	-1.575
Dda3937	DDA3937_RS00460	DDA3937_RS00460		ABC transporter substrate-binding protein	-1.339	0.890	0.674	0.893	-0.632	0.009	-0.135	-0.282	-1.946	-0.038	-0.184	-0.480	0.232	-0.580	-0.524	-1.024	-0.174	-1.285	-0.529	0.535	-0.419	0.079	0.409	0.682	0.725	0.380	0.099	1.329	-0.043	-0.537	-2.842	-0.357	-0.103	1.350	-1.079	-1.045	-0.787	0.622	-0.653	-0.403	-0.341	-0.475	0.597	-0.488	0.034	-1.029	0.415	-0.539	-0.836	0.123	-0.385	-0.156	-1.590	-1.770	-0.614	-1.035	-0.275	-0.746
