orgId	locusId	sysName	geneName	desc	set1IT006 KB	set1IT008 KB with Dimethyl Sulfoxide 0.42 vol%	set1IT012 KB with Acriflavine 1.25 ug/ml	set1IT014 KB with Ampicillin 0.775 ug/ml	set1IT016 KB with Berberine 15.6 ug/ml	set1IT018 KB with Carbenicillin 3.1 ug/ml	set1IT020 KB with Chloramphenicol 1.55 ug/ml	set1IT022 KB with Erythromycin 6.25 ug/ml	set1IT030 KB with Nalidixic 0.775 ug/ml	set1IT034 KB with Nitrofurantoin 31.25 ug/ml	set1IT038 KB with Phloretin 125 ug/ml	set1IT046 KB with Trimethoprim 15.6 ug/ml	set3IT010 KB with Acridine orange 3.125 ug/ml	set3IT020 KB with Mitomycin C 0.05 ug/ml	set4IT014 KB	set4IT016 KB with Dimethyl Sulfoxide 1.25 vol%	set4IT018 KB with Rifampicin 0.1 mg/ml	set4IT020 KB with capsaicin 0.25 mg/ml	set4IT022 KB with capsaicin 0.125 mg/ml	set4IT026 KB with Flavone 0.125 mg/ml	set4IT028 KB with Rotenone 0.25 mg/ml	set4IT030 KB with Rotenone 0.125 mg/ml	set4IT032 KB with Nitrofurantoin 0.0625 mg/ml
SyringaeB728a_mexBdelta	Psyr_1978	Psyr_1978		Thioesterase superfamily	0.007	-0.069	0.141	0.031	-0.028	0.114	-0.049	0.166	-0.153	-0.388	-0.036	-0.485	-0.482	-0.641	0.388	0.018	0.502	0.205	0.372	-0.152	0.282	0.064	0.124
SyringaeB728a_mexBdelta	Psyr_1979	Psyr_1979		tRNA-U20a,U20b-dihydrouridine synthase	0.040	0.237	0.336	0.054	-0.014	-0.001	0.027	0.164	-0.094	0.061	0.134	0.215	0.394	0.492	0.322	0.306	0.319	0.338	0.390	0.271	0.394	0.435	0.211
SyringaeB728a_mexBdelta	Psyr_1980	Psyr_1980		Heat shock protein Hsp20	-0.071	0.391	0.209	0.359	0.673	0.856	0.381	-0.361	-0.125	0.201	0.259	-0.236	-0.082	1.206	-0.504	-0.728	-0.398	-0.091	-0.419	-0.146	-0.582	-0.711	-0.103
SyringaeB728a_mexBdelta	Psyr_1981	Psyr_1981		PAS:GGDEF	-0.011	0.047	-0.058	-0.270	-0.146	0.355	-0.233	-0.013	-0.188	0.076	-0.028	-0.119	0.327	-0.144	-0.099	-0.187	-0.086	-0.285	-0.011	-0.042	-0.182	-0.061	-0.163
SyringaeB728a_mexBdelta	Psyr_1982	Psyr_1982		transcriptional regulator, LysR family	-0.246	0.002	-0.195	0.033	0.200	0.337	0.066	0.198	0.084	0.062	-0.181	0.053	0.015	0.400	0.315	0.109	-0.114	0.151	0.008	0.106	0.020	0.021	0.326
SyringaeB728a_mexBdelta	Psyr_1983	Psyr_1983		3-isopropylmalate dehydratase, large subunit	-0.040	-0.206	0.321	-0.005	0.246	0.136	-0.148	-0.021	0.297	-0.402	-0.224	-0.270	-0.053	-1.027	0.058	0.282	0.284	0.153	0.369	0.236	-0.040	0.157	-0.073
SyringaeB728a_mexBdelta	Psyr_1984	Psyr_1984		3-isopropylmalate dehydratase, small subunit	0.294	0.296	0.188	0.360	0.373	1.140	0.332	0.334	0.023	0.107	0.256	0.293	0.951	0.907	0.169	0.153	-0.015	0.153	-0.088	0.114	0.062	0.282	0.563
SyringaeB728a_mexBdelta	Psyr_1985	Psyr_1985		3-isopropylmalate dehydrogenase	0.049	0.006	-0.049	-0.161	-0.108	0.649	-0.022	0.221	0.042	0.010	-0.035	-0.026	-0.014	0.128	-0.105	0.148	-0.057	0.016	0.015	-0.178	0.046	-0.002	0.247
SyringaeB728a_mexBdelta	Psyr_1987	Psyr_1987		2-keto-3-deoxygalactonate kinase	-0.205	0.014	-0.113	0.098	-0.440	-0.267	0.079	-0.229	0.093	0.095	0.091	0.144	-0.178	-0.005	-0.474	-0.331	-0.054	-0.383	-0.321	-0.114	-0.059	-0.136	-0.302
SyringaeB728a_mexBdelta	Psyr_1989	Psyr_1989		galactonate dehydratase	-0.970	0.006	-1.001	-0.128	-0.320	-0.445	-0.092	-0.496	-0.584	-0.528	-0.505	-0.648	-0.429	-0.849	-0.506	-0.283	-0.894	-0.361	-0.431	-0.863	-0.831	-0.465	-0.488
SyringaeB728a_mexBdelta	Psyr_1990	Psyr_1990		D-galactonate transporter	-0.053	-0.313	-0.129	0.115	-0.317	0.003	0.219	0.166	-0.026	-0.181	-0.201	-0.224	0.270	0.003	-0.155	-0.092	-0.134	-0.152	-0.087	-0.165	-0.133	0.121	0.015
SyringaeB728a_mexBdelta	Psyr_1991	Psyr_1991		transcriptional regulator, IclR family	-0.205	-0.300	-0.348	-0.090	-0.108	-0.104	-0.102	-0.288	-0.173	-0.291	-0.277	-0.064	-0.582	-0.087	-0.140	-0.044	-0.123	0.019	-0.007	-0.404	-0.132	-0.161	-0.216
SyringaeB728a_mexBdelta	Psyr_1992	Psyr_1992		Zinc-containing alcohol dehydrogenase superfamily	0.311	0.374	0.145	0.191	-0.885	-0.323	0.591	-0.204	0.865	0.597	-0.010	-0.191	-0.469	0.001	0.410	-0.184	0.183	-0.199	0.460	-0.069	0.224	-0.027	0.019
SyringaeB728a_mexBdelta	Psyr_1993	Psyr_1993		transcriptional regulator, AraC family	0.322	0.236	0.241	0.411	0.353	0.641	-0.100	-0.390	-0.237	0.224	0.084	0.346	0.087	0.694	0.047	0.121	0.313	0.116	-0.161	-0.183	-0.440	0.077	0.017
SyringaeB728a_mexBdelta	Psyr_1997	Psyr_1997		amino acid ABC transporter substrate-binding protein, PAAT family	-0.248	0.204	-0.261	0.087	-0.311	-0.032	-0.176	0.374	0.171	0.048	-0.051	-0.022	-1.472	0.110	0.162	-0.138	0.090	0.101	-0.130	0.173	0.126	-0.192	0.208
SyringaeB728a_mexBdelta	Psyr_1999	Psyr_1999		OmpA/MotB	0.183	-0.225	0.091	-0.231	-0.074	0.811	-0.290	-0.122	-0.448	-0.076	-0.585	-0.098	-0.615	0.111	-0.401	-0.460	0.110	-0.292	-0.085	-0.597	-0.322	0.275	-0.199
SyringaeB728a_mexBdelta	Psyr_2000	Psyr_2000		transcriptional regulator, GntR family	0.048	0.009	-0.212	0.097	0.115	-0.450	0.385	-0.117	0.134	-0.013	-0.011	0.009	-0.507	-0.239	0.013	-0.137	-0.100	-0.018	0.031	-0.028	-0.261	-0.371	-0.216
SyringaeB728a_mexBdelta	Psyr_2003	Psyr_2003		conserved hypothetical protein	-0.126	0.186	0.126	-0.030	-0.036	0.337	0.162	0.201	-0.134	0.104	-0.028	0.068	0.303	0.743	0.016	0.109	0.028	0.042	0.005	-0.053	-0.126	-0.013	0.277
SyringaeB728a_mexBdelta	Psyr_2014	Psyr_2014		conserved hypothetical protein	0.053	-0.086	-0.130	0.004	0.179	0.890	-0.036	0.234	0.370	0.038	0.236	0.067	0.086	0.555	0.016	0.446	0.181	0.416	0.300	0.132	0.203	0.603	0.140
SyringaeB728a_mexBdelta	Psyr_2015	Psyr_2015		Branched-chain amino acid transport system II carrier protein	0.173	0.111	0.501	0.135	0.616	0.429	0.362	0.321	0.217	0.100	0.167	0.201	0.106	0.581	0.205	0.057	0.171	0.143	-0.046	0.067	0.170	0.016	0.197
SyringaeB728a_mexBdelta	Psyr_2017	Psyr_2017		Heat shock protein Hsp90:ATP-binding region, ATPase-like protein	-0.087	-0.102	0.417	-0.311	0.268	0.548	0.172	0.156	0.024	0.043	-0.100	-0.307	-0.370	-1.116	0.067	-0.074	0.244	0.252	-0.022	0.130	-0.128	0.045	-0.116
SyringaeB728a_mexBdelta	Psyr_2018	Psyr_2018		Dienelactone hydrolase	-0.351	0.078	-0.385	-0.381	-0.314	-0.285	-0.031	-0.245	-0.219	-0.303	-0.353	-0.138	0.210	0.241	0.082	0.106	0.247	-0.191	0.168	-0.099	-0.114	0.043	0.103
SyringaeB728a_mexBdelta	Psyr_2021	Psyr_2021		Response regulator receiver:ATP-binding region, ATPase-like:Histidine kinase, HAMP region:Histidine kinase A, N-terminal	0.100	0.104	-0.382	-0.040	-0.210	-0.206	-0.051	0.478	0.149	0.037	-0.111	0.072	0.072	0.410	-0.006	0.231	0.120	-0.031	-0.272	-0.221	0.150	-0.206	0.018
SyringaeB728a_mexBdelta	Psyr_2022	Psyr_2022		Glycerol-3-phosphate dehydrogenase (NAD(P)+)	-0.518	-1.245	-0.289	-0.723	-0.471	-0.112	-0.383	0.568	-0.298	-0.259	0.083	0.355	0.184	0.778	-0.166	-0.024	-0.498	-0.414	-0.092	0.331	-1.120	-0.276	-0.169
SyringaeB728a_mexBdelta	Psyr_2023	Psyr_2023		conserved hypothetical protein	-0.707	-0.952	-1.259	-0.319	-0.736	-0.353	-0.605	-0.912	-1.921	-1.165	-0.766	-0.995	-0.732	0.474	-0.789	0.176	-1.571	-0.128	-0.923	-0.878	-0.033	-0.642	-1.505
SyringaeB728a_mexBdelta	Psyr_2024	Psyr_2024		Phosphohistidine phosphatase SixA	0.167	0.121	-0.273	0.008	-0.071	-0.429	0.089	0.175	-0.010	-0.189	0.077	-0.356	-0.139	-0.213	-0.028	0.106	0.029	-0.057	-0.053	-0.029	-0.027	0.237	0.005
SyringaeB728a_mexBdelta	Psyr_2025	Psyr_2025		Phenylacetic acid degradation-related protein	-0.339	0.072	-0.173	-0.124	-0.207	-0.289	0.142	-0.466	-0.006	0.138	-0.286	-0.011	-0.650	-0.205	-0.040	-0.268	-0.102	-0.798	-0.186	-0.401	-0.383	-0.337	-0.024
SyringaeB728a_mexBdelta	Psyr_2026	Psyr_2026		conserved hypothetical protein	-0.244	-0.441	0.099	-0.259	-0.047	-0.206	-0.581	-0.015	0.007	-0.323	0.040	-0.277	-0.309	0.076	-0.083	0.145	0.018	-0.330	-0.042	0.164	-0.231	-0.172	-0.080
SyringaeB728a_mexBdelta	Psyr_2027	Psyr_2027		epoxide hydrolase, Serine peptidase, MEROPS family S33	0.074	0.012	-0.215	0.185	0.240	0.383	0.127	-0.183	-0.015	0.178	-0.051	-0.056	0.235	0.153	0.334	-0.004	0.037	0.003	0.122	0.302	0.280	0.317	0.347
SyringaeB728a_mexBdelta	Psyr_2028	Psyr_2028		conserved hypothetical protein	0.280	0.171	0.357	0.076	-0.153	0.325	0.589	-0.102	0.542	0.618	0.499	0.467	-0.170	-0.441	-0.091	0.530	-0.139	0.047	-0.062	0.075	-0.100	0.424	0.206
SyringaeB728a_mexBdelta	Psyr_2029	Psyr_2029		Protein of unknown function UPF0118	0.396	0.585	-0.248	0.532	0.509	1.060	0.402	0.518	0.374	0.233	0.476	0.548	-0.122	0.812	0.061	0.191	-0.180	-0.049	-0.144	0.034	0.066	-0.132	-0.303
SyringaeB728a_mexBdelta	Psyr_2031	Psyr_2031		ATP-binding region, ATPase-like:Histidine kinase, HAMP region:Histidine kinase A, N-terminal	-0.225	-0.535	-0.235	0.116	-0.097	0.274	0.595	-0.078	0.397	0.413	-0.136	-0.716	0.332	0.224	0.541	0.193	0.267	0.334	0.799	0.316	0.265	0.325	0.636
SyringaeB728a_mexBdelta	Psyr_2032	Psyr_2032		two component transcriptional regulator, winged helix family	0.199	0.040	0.121	0.350	0.444	0.109	0.801	-0.054	0.498	0.427	0.327	0.448	0.883	0.164	0.186	-0.425	-0.087	-0.043	-0.136	-0.156	-0.074	-0.310	-0.357
SyringaeB728a_mexBdelta	Psyr_2033	Psyr_2033		conserved hypothetical protein	-0.033	-0.098	-0.172	-0.041	-0.075	-0.102	-0.114	0.074	-0.021	-0.146	-0.036	0.136	0.104	0.233	0.113	0.138	0.079	-0.069	0.027	0.004	0.028	0.042	0.035
SyringaeB728a_mexBdelta	Psyr_2034	Psyr_2034		Outer membrane autotransporter barrel	0.148	0.016	0.113	-0.045	0.057	0.118	-0.073	-0.061	0.101	0.089	0.135	-0.002	0.175	0.019	-0.009	-0.060	0.018	-0.117	-0.032	0.009	-0.023	0.036	0.027
SyringaeB728a_mexBdelta	Psyr_2035	Psyr_2035		conserved domain protein	-0.219	0.064	0.123	-0.025	-0.017	-0.291	0.283	0.092	0.266	-0.016	0.203	-0.037	0.173	-0.194	-0.094	-0.042	0.130	0.208	-0.055	0.225	-0.090	0.187	-0.019
SyringaeB728a_mexBdelta	Psyr_2036	Psyr_2036		Fimbrial protein	0.367	0.216	0.253	0.069	0.036	0.383	0.161	0.081	0.263	0.227	0.367	0.157	0.142	0.243	0.166	0.337	0.215	0.238	0.301	0.285	0.058	0.200	0.095
SyringaeB728a_mexBdelta	Psyr_2037	Psyr_2037		Fimbrial biogenesis outer membrane usher protein	0.124	0.045	0.059	0.066	0.243	0.129	0.010	0.159	-0.021	0.052	0.220	0.278	-0.091	-0.010	0.104	0.193	0.140	0.134	0.188	0.206	0.062	0.141	0.145
SyringaeB728a_mexBdelta	Psyr_2038	Psyr_2038		pili assembly chaperone:Bacterial pili assembly chaperone	0.281	-0.088	-0.591	-0.203	-0.395	-0.648	0.073	-2.075	-0.044	-0.353	-0.791	-0.033	-0.059	-0.343	0.293	0.287	-0.119	-0.232	-0.264	0.115	-0.014	-0.039	-0.025
SyringaeB728a_mexBdelta	Psyr_2039	Psyr_2039		Fimbrial protein	0.058	-0.009	0.116	-0.336	-0.114	0.114	0.071	-0.117	0.003	0.010	-0.106	0.268	-0.686	-0.841	0.146	-0.128	0.097	0.166	-0.021	-0.075	0.038	0.133	0.093
SyringaeB728a_mexBdelta	Psyr_2040	Psyr_2040		YD repeat protein	0.103	0.047	-0.075	-0.038	-0.036	0.032	0.066	0.060	-0.001	0.055	-0.002	0.055	0.052	0.047	0.095	0.121	0.074	0.092	0.112	0.130	0.087	0.129	0.170
SyringaeB728a_mexBdelta	Psyr_2041	Psyr_2041		hypothetical protein	0.203	0.020	0.019	0.044	0.145	0.200	-0.005	0.056	0.027	0.002	0.094	0.160	-0.037	-0.065	0.092	0.115	0.034	-0.125	0.079	-0.016	-0.054	0.066	0.068
SyringaeB728a_mexBdelta	Psyr_2042	Psyr_2042		hypothetical protein	-0.134	0.009	-0.083	-0.042	0.118	-0.195	0.051	0.094	0.099	-0.009	0.122	-0.034	-0.288	0.001	0.045	0.167	0.099	0.074	0.037	0.087	0.034	0.197	0.093
SyringaeB728a_mexBdelta	Psyr_2043	Psyr_2043		lipoprotein, putative	0.113	0.079	0.230	0.103	-0.089	0.102	-0.040	0.088	0.021	0.085	0.009	0.020	0.041	0.623	-0.064	-0.026	0.296	-0.045	-0.040	-0.008	-0.057	-0.094	0.100
SyringaeB728a_mexBdelta	Psyr_2044	Psyr_2044		YD repeat protein	-0.052	-0.062	-0.088	-0.000	0.015	-0.152	-0.005	-0.143	0.016	-0.024	-0.076	-0.066	-0.014	-0.393	-0.052	0.036	-0.042	0.040	-0.015	-0.046	-0.020	-0.014	-0.060
SyringaeB728a_mexBdelta	Psyr_2045	Psyr_2045		transcriptional regulator, LuxR family	-0.001	-0.825	-0.384	-0.211	-0.413	0.555	-0.693	0.010	-0.090	-0.652	-0.487	0.061	-0.973	-1.403	-0.269	-0.317	0.461	-0.778	-0.380	-1.665	0.052	0.096	-0.204
SyringaeB728a_mexBdelta	Psyr_2046	Psyr_2046		conserved hypothetical protein	-0.060	-0.219	0.073	-0.337	-0.225	-0.236	-0.085	-0.191	-0.285	-0.009	-0.070	-0.144	-0.079	-0.120	0.022	0.058	0.184	-0.372	-0.013	0.258	-0.335	-0.098	0.051
SyringaeB728a_mexBdelta	Psyr_2047	Psyr_2047		K+ transporting ATPase, A subunit	-0.028	-0.746	0.169	-0.050	0.433	-0.223	-0.643	-0.095	-0.142	-0.204	-0.200	0.094	0.357	0.109	0.126	-0.037	0.041	0.194	0.081	0.090	0.052	-0.270	0.052
SyringaeB728a_mexBdelta	Psyr_2048	Psyr_2048		Haloacid dehalogenase-like hydrolase:E1-E2 ATPase-associated region	0.171	-0.331	0.197	-0.231	-0.084	-0.107	0.363	0.330	-0.378	-0.019	-0.165	-0.187	-0.232	-0.142	0.180	0.551	0.463	0.111	-0.068	0.252	-0.194	-0.494	-0.183
SyringaeB728a_mexBdelta	Psyr_2049	Psyr_2049		K+ transporting ATPase, KdpC subunit	-0.023	-0.158	-0.077	-0.035	-0.383	-0.069	-0.037	0.213	-0.281	0.071	-0.185	0.135	-0.252	0.139	0.326	-0.085	-0.251	0.169	0.097	0.085	-0.249	0.257	0.512
SyringaeB728a_mexBdelta	Psyr_2050	Psyr_2050		ATP-binding region, ATPase-like:Histidine kinase A, N-terminal:Osmosensitive K+ channel His kinase sensor:UspA	0.248	0.158	0.175	0.247	-0.099	0.016	0.040	-0.053	0.155	0.153	0.016	0.212	0.115	0.226	0.201	-0.039	0.032	0.052	0.007	0.340	-0.153	0.001	0.160
SyringaeB728a_mexBdelta	Psyr_2051	Psyr_2051		Response regulator receiver:Transcriptional regulatory protein, C-terminal	0.265	0.199	-0.064	0.181	0.244	0.011	-0.470	-0.207	0.134	-0.254	0.489	-0.369	0.420	0.561	0.184	-0.311	0.151	0.459	0.396	-0.033	-0.019	0.558	0.074
SyringaeB728a_mexBdelta	Psyr_2052	Psyr_2052		lipoprotein, putative	0.102	-0.143	-0.210	-0.077	0.399	0.317	0.387	0.293	0.076	-0.245	-0.048	-0.117	0.534	0.801	0.143	0.309	0.077	-0.005	0.031	0.083	0.153	0.153	0.075
SyringaeB728a_mexBdelta	Psyr_2053	Psyr_2053		moxR protein, putative	0.328	0.243	0.402	0.255	0.249	0.653	0.419	0.168	0.191	0.400	0.165	0.023	0.257	-0.144	-0.023	-0.171	-0.059	0.060	-0.472	-0.070	0.125	0.147	-0.026
SyringaeB728a_mexBdelta	Psyr_2054	Psyr_2054		Protein of unknown function DUF58	0.350	-0.287	-0.158	-0.233	0.147	0.168	-0.063	-0.115	0.232	0.138	0.208	0.420	1.147	0.356	0.671	0.444	0.311	0.409	0.568	0.275	0.551	0.113	0.215
SyringaeB728a_mexBdelta	Psyr_2055	Psyr_2055		Transglutaminase-like protein	0.067	-0.139	-0.532	-0.074	-0.126	0.028	-0.110	-0.335	0.030	0.027	-0.119	0.161	-0.277	0.043	0.104	-0.042	-0.134	-0.036	-0.115	-0.032	-0.069	0.078	-0.195
SyringaeB728a_mexBdelta	Psyr_2056	Psyr_2056		CHAD	-0.166	-0.807	0.025	-0.255	0.355	-0.372	0.704	0.014	0.321	-0.044	0.044	0.195	0.294	-0.427	-0.256	-0.399	-0.508	-0.437	-0.877	-0.858	-0.625	-0.599	-0.077
SyringaeB728a_mexBdelta	Psyr_2057	Psyr_2057		acyl-CoA thioesterase II, putative	-0.288	0.199	-0.017	0.304	-0.015	-1.064	0.604	-0.272	-0.533	-0.605	0.109	-0.398	-0.206	-0.056	-0.509	0.093	0.207	-0.231	0.566	-0.131	0.275	-0.198	0.346
SyringaeB728a_mexBdelta	Psyr_2060	Psyr_2060		Sec-independent protein translocase TatD	0.046	0.069	-0.302	0.041	0.250	-0.185	-0.122	-0.164	0.176	0.030	0.069	0.179	-0.163	-0.383	0.386	0.348	0.096	-0.145	-0.287	0.338	0.040	0.196	0.110
SyringaeB728a_mexBdelta	Psyr_2061	Psyr_2061		SLT	0.054	-0.125	0.045	0.090	-0.039	-0.122	0.003	0.048	0.107	0.203	0.210	0.217	-0.096	-0.289	-0.059	0.181	0.092	0.276	0.182	0.125	-0.050	0.168	0.137
SyringaeB728a_mexBdelta	Psyr_2062	Psyr_2062		DoxD-like family protein	0.074	0.299	0.313	0.147	0.406	0.506	-0.063	0.511	-0.058	0.211	0.723	-0.078	0.293	0.387	-0.142	-0.151	-0.177	-0.343	-0.299	-0.214	-0.485	-0.399	-0.418
SyringaeB728a_mexBdelta	Psyr_2064	Psyr_2064		conserved hypothetical protein	-0.056	0.254	0.062	-0.263	0.434	0.471	0.076	0.380	-0.058	-0.265	-0.072	0.045	0.564	0.351	0.651	0.964	0.302	0.732	0.293	0.347	0.587	0.815	0.396
SyringaeB728a_mexBdelta	Psyr_2065	Psyr_2065		transcription elongation factor GreB	-0.158	-0.451	-0.324	-0.622	0.191	-0.314	0.107	-0.504	-0.389	-0.077	-0.135	-0.701	-0.036	-0.441	-0.520	-0.356	-0.175	-0.523	-0.376	-0.690	-0.611	-0.525	-0.740
SyringaeB728a_mexBdelta	Psyr_2066	Psyr_2066		Protein of unknown function DUF214:Fimbrial assembly	0.097	0.017	-0.152	-0.176	0.115	0.064	0.369	0.200	-0.079	0.033	0.243	0.148	0.309	0.516	0.182	0.060	-0.073	0.089	0.039	0.331	0.068	-0.105	0.060
SyringaeB728a_mexBdelta	Psyr_2067	Psyr_2067		ABC transporter	0.205	-0.478	0.376	-0.715	-0.459	0.180	-0.463	-0.444	-0.058	-0.437	-0.484	0.492	1.342	0.762	0.885	1.296	0.944	1.009	0.481	0.977	0.683	1.234	1.209
SyringaeB728a_mexBdelta	Psyr_2068	Psyr_2068		Arylesterase	0.277	-0.508	-0.421	0.252	-0.036	0.061	-0.026	-0.758	-0.092	-0.105	-0.409	-0.429	0.872	1.187	0.189	0.344	0.102	0.246	-0.194	0.178	0.100	0.376	0.020
SyringaeB728a_mexBdelta	Psyr_2069	Psyr_2069		conserved hypothetical protein	-0.069	-0.303	-0.070	-0.391	0.209	0.075	0.276	0.080	0.319	-0.964	-0.169	0.007	0.943	-1.445	0.479	1.406	1.079	0.158	-0.114	0.443	-0.028	0.929	0.773
SyringaeB728a_mexBdelta	Psyr_2070	Psyr_2070		ErfK/YbiS/YcfS/YnhG	-0.114	0.090	-0.423	-0.042	-0.240	-0.560	-0.190	-0.838	-0.077	-0.130	0.124	0.099	-0.153	-0.143	0.010	0.123	-0.409	0.060	-0.171	0.000	0.055	0.152	0.058
SyringaeB728a_mexBdelta	Psyr_2071	Psyr_2071		outer membrane lipoprotein OprI	-0.769	-2.131	-0.981	-0.343	-0.723	-0.869	-1.368	-1.832	-1.254	-0.844	-0.730	-1.999	0.463	-1.942	-0.195	0.219	-0.186	0.349	0.056	0.301	-0.003	-0.368	-0.094
SyringaeB728a_mexBdelta	Psyr_2072	Psyr_2072		conserved hypothetical protein	0.308	0.310	0.206	0.189	0.240	-0.005	-0.043	-0.145	-0.045	0.058	0.221	0.329	-0.037	0.154	0.059	0.231	-0.334	0.144	-0.091	0.025	-0.181	0.092	0.048
SyringaeB728a_mexBdelta	Psyr_2073	Psyr_2073		3-deoxy-D-arabinoheptulosonate-7-phosphate synthase	0.540	0.243	0.092	0.249	0.362	0.677	0.127	0.173	0.208	0.244	0.246	0.538	-0.138	0.009	0.224	0.194	-0.207	0.209	0.228	0.190	0.068	-0.069	-0.002
SyringaeB728a_mexBdelta	Psyr_2074	Psyr_2074		ketopantoate reductase	0.541	0.392	0.040	0.176	-0.034	-0.034	0.140	-0.137	0.074	0.160	-0.239	0.137	0.022	-0.258	0.301	0.492	0.219	0.217	0.485	0.614	0.188	0.512	0.272
SyringaeB728a_mexBdelta	Psyr_2075	Psyr_2075		5-nucleotidase	0.447	0.062	-0.388	0.656	0.261	0.670	0.266	0.024	0.029	0.272	0.267	-0.327	-0.719	-0.227	-0.105	-0.149	-0.442	-0.293	-0.107	-0.242	-0.179	-0.018	0.250
SyringaeB728a_mexBdelta	Psyr_2076	Psyr_2076		UspA	0.112	-0.321	0.067	0.498	0.154	-0.950	-0.023	0.447	-0.164	0.292	0.382	0.291	-0.031	-0.181	0.182	0.010	-0.055	0.115	-0.027	0.043	0.192	0.163	-0.076
SyringaeB728a_mexBdelta	Psyr_2077	Psyr_2077		regulatory protein, LysR:LysR, substrate-binding protein	0.132	-0.034	-0.169	-0.166	0.273	0.618	0.277	0.251	0.497	0.127	0.068	0.100	0.624	0.547	-0.285	0.001	0.008	-0.011	-0.659	-0.165	-0.401	-0.132	-0.070
SyringaeB728a_mexBdelta	Psyr_2079	Psyr_2079		phosphoserine phosphatase / phosphoserine:homoserine phosphotransferase	-0.121	0.028	-0.284	0.146	-0.194	-1.020	0.137	-0.596	-0.109	-0.356	-0.031	0.260	0.504	0.398	-0.008	0.098	0.175	0.118	0.115	0.253	0.238	0.131	-0.063
SyringaeB728a_mexBdelta	Psyr_2080	Psyr_2080		aminodeoxychorismate synthase, subunit I	-0.896	-0.669	-0.022	-0.630	-0.073	-0.490	0.070	0.002	-1.495	-1.729	-0.814	-2.957	-0.235	-0.194	-1.158	-0.877	-1.138	-1.291	-0.918	-0.606	-1.073	-1.054	-2.788
SyringaeB728a_mexBdelta	Psyr_2081	Psyr_2081		conserved hypothetical protein	0.170	0.219	-0.090	-0.120	-0.211	0.019	0.446	0.066	0.078	0.006	0.146	0.373	0.768	-0.064	-0.080	0.629	-0.078	-0.034	0.169	0.226	0.062	-0.156	0.366
SyringaeB728a_mexBdelta	Psyr_2082	Psyr_2082		membrane protein, putative	-0.189	0.033	-0.327	0.001	-0.360	0.089	0.120	-0.137	-0.328	-0.011	0.054	0.239	0.238	0.081	-0.241	0.087	-0.121	0.164	-0.181	-0.027	0.083	0.117	0.028
SyringaeB728a_mexBdelta	Psyr_2083	Psyr_2083		Protein of unknown function DUF785	0.008	-0.332	-0.111	-0.042	0.096	-0.589	0.284	0.195	-0.205	-0.181	-0.346	-0.104	-0.273	0.107	0.237	-0.069	0.341	0.015	0.264	0.016	0.108	0.221	0.081
SyringaeB728a_mexBdelta	Psyr_2084	Psyr_2084		transcriptional regulator, GntR family	-0.140	-0.317	-0.211	0.038	0.393	-0.595	-0.094	-0.408	-0.106	-0.714	0.124	0.254	-1.013	-1.379	-0.093	-0.006	0.040	-0.023	0.440	0.175	0.032	0.229	-0.395
SyringaeB728a_mexBdelta	Psyr_2085	Psyr_2085		methylisocitrate lyase	-0.539	-0.389	-0.020	-0.299	-0.210	-0.948	-0.159	-0.363	-0.636	-0.396	-0.214	-0.261	0.181	0.607	0.006	0.208	-0.080	-0.000	0.074	-0.103	0.054	0.017	0.161
SyringaeB728a_mexBdelta	Psyr_2086	Psyr_2086		2-methylcitrate synthase	0.209	0.092	-0.258	0.057	-0.204	0.419	0.268	-0.822	0.020	0.305	-0.409	-0.298	-0.423	-0.778	-0.103	-0.116	-0.245	0.051	0.013	0.061	-0.070	-0.275	-0.107
SyringaeB728a_mexBdelta	Psyr_2087	Psyr_2087		aconitase / 2-methylcitrate dehydratase (trans-methylaconitate-forming)	-0.375	-0.554	-0.454	-0.082	0.219	-0.698	0.119	-0.288	-0.302	-0.223	-0.341	-0.496	-1.241	-1.139	-0.275	-0.301	-0.153	-0.210	-0.347	0.041	-0.183	-0.336	-0.653
SyringaeB728a_mexBdelta	Psyr_2088	Psyr_2088		2-methylaconitate cis-trans isomerase	0.329	0.157	-0.150	-1.106	0.545	-0.999	-0.040	-0.317	0.389	-0.748	0.455	0.155	0.767	0.941	-0.297	-0.380	-0.216	0.033	-0.767	0.149	-0.479	0.063	-0.887
SyringaeB728a_mexBdelta	Psyr_2089	Psyr_2089		Protein of unknown function DUF299	0.167	0.224	0.064	-0.248	0.003	-0.186	0.097	-0.263	0.196	-0.008	0.106	-0.094	0.307	-0.687	0.007	0.045	0.184	0.237	0.048	0.094	0.233	0.106	0.031
SyringaeB728a_mexBdelta	Psyr_2090	Psyr_2090		phosphoenolpyruvate synthase	0.180	0.092	0.232	-0.049	0.259	-0.009	-0.041	-0.281	0.024	-0.120	0.037	0.201	0.038	0.022	0.108	0.147	-0.184	-0.035	-0.020	0.251	0.029	-0.004	0.021
SyringaeB728a_mexBdelta	Psyr_2091	Psyr_2091		esterase/lipase/thioesterase family protein	0.113	0.066	0.223	-0.112	0.278	-0.186	0.084	-0.760	0.215	-0.035	0.159	0.067	-0.035	-0.403	0.286	0.332	0.076	0.160	0.151	0.413	0.344	0.067	0.506
