rxn_id	old_deltag	old_deltagerr	new_deltag	new_deltagerr
rxn23726	-0.99	0.31	-58.48	89.39
rxn23727	-0.99	0.31	-58.48	89.39
rxn23728	-0.99	0.31	-66.39	90.63
rxn23729	-0.99	0.31	-66.39	90.63
rxn23730	-51.69	3.16	-242.16	15.87
rxn23731	-0.96	1.47	0.35	78.15
rxn23732	-0.59	0.75	0.0	3.62
rxn23733	-0.59	0.75	0.0	3.62
rxn23734	0.0	0.0	7.72	60.05
rxn23735	0.0	0.0	7.72	60.05
rxn23736	-0.96	1.47	11.01	63.65
rxn23737	-0.96	1.47	11.01	63.65
rxn23738	-0.96	1.47	11.01	63.65
rxn23739	-1.55	0.74	11.01	63.65
rxn23740	-1.55	0.74	11.01	63.65
rxn23741	-1.55	0.74	11.01	63.65
rxn23745	-125.69	0.47	-488.07	33.33
rxn23746	-125.69	0.47	-488.07	33.33
rxn23749	-3.65	1.11	13.18	73.27
rxn23750	-3.65	1.11	13.18	73.27
rxn23751	-1.36	6.79	2.52	62.8
rxn23752	-1.36	6.79	2.52	62.8
rxn23753	-10.63	1.23	-36.78	59.83
rxn23754	-3.0	0.48	2.69	103.24
rxn23755	10000000.0	10000000.0	-120.11	92.71
rxn23757	3.4	1.4	113.37	96.94
rxn23758	4.44	0.24	6.09	132.05
rxn23759	-5.81	0.35	-77.13	109.65
rxn23760	-5.81	0.35	-77.13	109.65
rxn23761	-7.19	0.32	-23.01	126.53
rxn23762	-105.98	0.91	-343.02	78.7
rxn23763	-5.8	0.35	-75.82	113.4
rxn23766	0.0	7.69	4.15	149.42
rxn23772	4.89	0.25	8.0	3.94
rxn23773	-9.06	0.27	-37.9	5.73
rxn23774	-10.93	5.66	-69.53	145.94
rxn23775	-39.48	5.64	-111.56	81.81
rxn23776	14.65	5.65	20.97	105.53
rxn23777	10000000.0	10000000.0	136.88	124.82
rxn23778	7.34	2.56	25.02	69.54
rxn23779	-5.96	0.32	-28.42	59.18
rxn23781	-189.98	12.77	-759.11	99.43
rxn23782	-119.88	1.45	-505.87	127.85
rxn23783	-14.4	6.86	-60.75	150.47
rxn23784	10000000.0	10000000.0	-17.67	78.49
rxn23785	10000000.0	10000000.0	-343.44	200.98
rxn23786	10000000.0	10000000.0	-193.74	93.33
rxn23787	-3.61	7.28	61.01	133.45
rxn23788	-0.0	0.0	35.06	98.38
rxn23789	0.18	0.36	5.82	51.13
rxn23790	10.55	0.84	37.77	88.93
rxn23791	5.29	1.76	-149.44	168.62
rxn23792	10.72	0.87	61.81	84.85
rxn23793	-15.26	3.57	99.44	240.2
rxn23794	-62.48	1.36	-510.99	213.01
rxn23795	-11.68	0.39	-78.69	144.25
rxn23796	-22.91	1.01	-70.97	137.92
rxn23797	-20.64	5.57	-8.55	188.52
rxn23798	-14.92	1.4	15.16	194.62
rxn23799	-14.92	1.4	15.13	194.62
rxn23800	-20.64	5.74	-9.34	182.1
rxn23801	-105.97	0.91	-259.58	117.16
rxn23802	-105.97	0.91	-259.58	117.16
rxn23803	4.21	0.8	-9.24	93.86
rxn23804	-22.91	1.01	-70.9	137.0
rxn23805	-20.64	8.36	-8.56	188.52
rxn23806	-20.64	8.36	-8.56	188.52
rxn23807	-34.19	0.26	-140.25	3.8
rxn23808	-13.9	0.47	-55.87	4.3
rxn23815	-18.65	2.03	-104.92	95.77
rxn23816	-0.89	0.73	-3.25	5.15
rxn23817	-5.96	1.28	-21.22	7.36
rxn23818	10000000.0	10000000.0	-600.56	195.23
rxn23820	-8.8	0.55	-21.46	75.3
rxn23821	-7.56	0.81	-33.72	70.98
rxn23822	-8.36	0.58	-10.23	53.65
rxn23823	-26.84	4.92	-23.3	61.12
rxn23824	-26.84	5.0	-21.43	61.12
rxn23826	0.37	0.56	-14.7	75.3
rxn23827	0.37	0.56	-14.7	75.3
rxn23828	-0.88	0.81	-2.45	70.98
rxn23829	-0.88	0.81	-2.45	70.98
rxn23830	-77.12	4.13	-273.16	189.09
rxn23831	-117.73	4.26	-482.83	351.57
rxn23832	-110.1	2.25	-285.2	175.95
rxn23833	-0.0	0.0	46.03	77.31
rxn23834	-2.14	0.18	24.5	65.07
rxn23835	-3.59	0.52	-50.48	81.29
rxn23836	-5.73	0.54	-72.0	88.25
rxn23837	-5.73	0.54	-25.97	86.52
rxn23838	-5.4	0.55	-75.54	88.8
rxn23839	-3.11	4.19	50.07	77.77
rxn23840	-17.63	1.07	-19.66	151.07
rxn23841	-49.25	0.53	-94.51	85.75
rxn23843	-55.17	1.05	-169.62	153.13
rxn23844	-0.07	0.57	-33.66	79.55
rxn23845	-39.17	2.52	-98.08	124.76
rxn23846	-158.48	2.98	-320.66	81.19
rxn23847	-58.45	0.54	-27.94	199.12
rxn23848	-97.22	0.8	-345.22	147.97
rxn23849	-5.14	1.86	-54.22	107.9
rxn23850	-9.33	0.11	-39.07	3.66
rxn23851	22.25	1.18	-26.92	73.16
rxn23853	-4.57	3.39	-124.6	108.72
rxn23854	-26.04	3.33	-202.83	106.19
rxn23855	-25.52	6.15	-123.97	84.85
rxn23861	-13.35	0.99	-78.29	98.84
rxn23862	-9.36	0.55	-820.3	77.07
rxn23863	3.87	2.37	-35.53	98.84
rxn23864	-9.13	0.55	-11.2	77.07
rxn23865	-3.97	0.52	-52.55	74.82
rxn23866	6.89	0.98	98.71	101.77
rxn23867	-10.34	2.37	55.95	101.77
rxn23868	-3.74	0.52	756.55	74.82
rxn23869	-0.75	6.88	8.25	163.16
rxn23870	-15.13	4.29	-106.65	179.25
rxn23871	-8.55	0.26	-33.04	5.73
rxn23873	-105.97	0.91	-263.01	113.66
rxn23874	-105.97	0.91	-263.01	113.66
rxn23875	-105.97	0.91	-262.92	113.66
rxn23876	-105.97	0.91	-262.92	113.66
rxn23877	-105.98	0.91	-288.16	109.57
rxn23878	-105.98	0.91	-288.16	109.57
rxn23879	-100.42	1.33	-291.79	156.1
rxn23880	9.83	0.39	56.72	124.97
rxn23881	-15.54	0.35	-70.33	144.86
rxn23882	13.66	1.6	-46.97	169.3
rxn23883	28.01	0.2	56.14	106.19
rxn23885	-4.36	9.87	-73.16	173.94
rxn23886	10000000.0	10000000.0	26.33	178.72
rxn23895	-13.16	0.99	-77.61	98.84
rxn23896	-9.12	0.55	-14.0	77.04
rxn23897	-3.98	0.52	-49.75	74.8
rxn23898	6.7	0.98	98.03	101.77
rxn23901	-4.5	9.73	-44.34	178.08
rxn23902	-19.78	1.92	-53.71	205.79
rxn23903	-19.78	1.92	-53.71	205.79
rxn23904	-0.56	9.81	-48.67	158.98
rxn23905	-0.56	9.81	-48.67	158.98
rxn23906	0.1	9.81	-50.75	117.79
rxn23907	0.1	9.81	-50.75	117.79
rxn23908	-16.98	11.54	48.69	160.03
rxn23909	-16.98	11.54	48.69	160.03
rxn23910	14.27	0.34	24.85	140.63
rxn23911	-95.25	0.85	-439.28	171.03
rxn23917	10000000.0	10000000.0	-54.27	255.45
rxn23918	1.63	1.66	24.39	285.79
rxn23919	21.0	10.87	-0.11	312.97
rxn23921	-13.19	1.1	-89.45	96.55
rxn23922	-13.81	1.21	-89.45	96.55
rxn23923	-13.81	1.21	-89.45	96.55
rxn23924	-2.73	0.45	-32.96	67.0
rxn23925	-2.73	0.45	-32.96	67.0
rxn23926	-2.41	0.52	-41.9	68.9
rxn23927	-2.41	0.52	-41.9	68.9
rxn23928	-13.16	0.99	-74.67	98.83
rxn23929	-9.12	0.55	-14.0	77.04
rxn23930	-3.98	0.52	-49.75	74.8
rxn23931	6.7	0.98	95.1	101.71
rxn23932	10000000.0	10000000.0	-301.56	185.87
rxn23951	-15.88	7.42	-98.45	232.16
rxn23952	-104.34	8.4	-334.33	124.82
rxn23953	-18.46	0.78	-101.11	124.88
rxn23954	-18.46	0.78	-80.37	119.68
rxn23955	-115.73	1.59	-503.34	202.21
rxn23956	-113.03	1.41	-440.2	178.19
rxn23957	-2.41	0.52	-41.9	68.9
rxn23960	-104.34	10.2	-334.29	124.82
rxn23961	-208.47	2.24	-878.74	103.5
rxn23962	-119.88	1.45	-505.86	127.85
rxn23963	7.08	1.27	55.48	119.35
rxn23964	7.08	1.27	55.48	119.35
rxn23965	7.08	1.27	55.48	119.35
rxn23966	9.12	1.25	33.28	110.46
rxn23967	7.08	1.27	65.84	113.55
rxn23968	7.08	1.27	65.84	113.55
rxn23969	7.08	1.27	65.84	113.55
rxn23970	7.08	1.27	50.02	106.73
rxn23971	9.12	1.25	43.64	104.25
rxn23972	-13.34	0.99	-929.41	98.84
rxn23973	-9.34	0.55	834.2	77.04
rxn23974	-3.76	0.52	-897.95	74.8
rxn23975	6.88	0.98	949.84	101.77
rxn23976	-3.74	0.42	-30.6	187.63
rxn23977	-3.78	0.6	-34.88	187.62
rxn23978	-3.74	0.42	-30.61	122.59
rxn23979	-3.78	0.6	-34.89	122.58
rxn23980	-5.97	0.42	-56.39	64.64
rxn23981	-4.08	5.59	-43.48	172.98
rxn23982	-4.08	5.59	-47.75	172.98
rxn23983	-4.08	5.59	-30.61	122.59
rxn23984	-4.08	5.59	-34.88	122.58
rxn23985	-1.7	5.59	-31.38	79.38
rxn23986	-3.74	0.42	-45.04	141.7
rxn23987	-3.78	0.6	-49.31	141.69
rxn23988	-3.74	0.42	-30.61	122.59
rxn23989	-3.78	0.6	-34.89	122.58
rxn23990	-3.74	0.42	-42.11	141.65
rxn23991	-3.78	0.6	-46.38	141.64
rxn23992	-3.74	0.42	-27.68	122.53
rxn23993	-3.78	0.6	-31.96	122.51
rxn23994	-3.74	0.42	-42.11	141.65
rxn23995	-3.78	0.6	-46.38	141.64
rxn23996	-3.74	0.42	-27.68	122.53
rxn23997	-3.78	0.6	-31.96	122.51
rxn23998	-3.74	0.42	-59.48	187.73
rxn23999	-3.78	0.6	-63.75	187.72
rxn24000	-3.74	0.42	-30.61	122.59
rxn24001	-3.78	0.6	-34.89	122.58
rxn24002	-5.97	0.42	-56.39	64.64
rxn24003	-3.74	0.42	5.14	127.36
rxn24004	-3.78	0.6	0.86	127.35
rxn24005	-1.7	6.37	-31.38	79.38
rxn24006	-1.7	6.37	-35.66	79.35
rxn24007	3.87	2.37	-35.49	98.84
rxn24008	-9.12	0.55	-14.0	77.04
rxn24009	-3.98	0.52	-49.75	74.8
rxn24010	-10.33	2.37	55.91	101.77
rxn24011	-52.22	0.86	-231.78	121.06
rxn24012	-97.2	0.8	-409.5	105.58
rxn24013	-97.2	0.8	-404.81	84.67
rxn24014	-97.2	0.8	-395.74	93.27
rxn24015	-97.2	0.8	-400.43	117.21
rxn24016	-1.11	4.75	15.08	149.54
rxn24017	12.5	4.83	17.74	118.01
rxn24019	62.85	4.12	62.78	189.21
rxn24020	9.58	4.84	38.31	93.28
rxn24021	-22.74	4.57	-33.46	279.48
rxn24022	-53.72	5.96	-76.8	217.33
rxn24023	10000000.0	10000000.0	-135.5	199.93
rxn24024	-40.99	5.86	-68.51	192.43
rxn24025	0.94	0.31	60.72	98.48
rxn24027	0.94	0.31	60.72	98.48
rxn24029	-38.04	0.8	-162.56	146.7
rxn24030	-3.83	0.39	36.59	101.99
rxn24036	-90.63	6.18	-238.7	101.79
rxn24037	-90.63	6.18	-238.7	101.79
rxn24038	-83.95	6.29	-249.85	129.38
rxn24039	-83.95	6.29	-249.85	129.38
rxn24040	-15.4	3.48	-265.86	149.4
rxn24041	-15.4	3.48	-265.86	149.4
rxn24042	0.0	0.0	0.0	106.21
rxn24043	0.0	0.0	0.0	106.21
rxn24044	-49.39	8.47	-246.79	134.98
rxn24045	-95.81	9.29	-406.26	135.84
rxn24046	-16.29	4.42	-90.71	165.28
rxn24047	-41.93	3.86	-119.16	165.59
rxn24048	-18.46	0.78	-101.09	124.88
rxn24049	-18.46	0.78	-101.09	124.88
rxn24050	-18.46	0.78	-101.09	124.88
rxn24051	-18.46	0.78	-101.09	124.88
rxn24052	-115.73	1.59	-479.29	196.53
rxn24053	-33.35	2.77	-125.54	186.46
rxn24054	-6.77	0.68	-62.87	142.24
rxn24055	-39.25	1.74	-46.95	184.02
rxn24056	4.46	0.81	39.31	135.92
rxn24057	0.28	0.38	-49.69	134.69
rxn24058	0.28	0.38	-46.75	134.7
rxn24059	-4.94	0.72	-15.92	52.46
rxn24060	10000000.0	10000000.0	-414.83	121.79
rxn24062	10000000.0	10000000.0	-345.72	111.02
rxn24063	10000000.0	10000000.0	-599.34	160.99
rxn24064	10000000.0	10000000.0	-414.71	175.96
rxn24065	54.52	2.24	198.74	174.97
rxn24066	-7.11	2.06	-29.76	254.6
rxn24067	-3.11	7.33	70.38	86.6
rxn24068	-3.11	7.33	70.38	86.6
rxn24069	-13.05	0.99	-77.39	98.84
rxn24070	-93.93	1.58	-426.95	68.23
rxn24071	-10.82	0.19	-90.37	141.56
rxn24072	-79.81	0.75	-261.3	102.03
rxn24073	-79.81	0.75	-262.26	107.71
rxn24074	-79.81	0.75	-302.34	106.96
rxn24075	4.89	0.24	27.09	119.73
rxn24076	-10.82	0.19	-90.41	141.56
rxn24078	-10.82	0.19	-90.37	141.56
rxn24079	4.89	0.24	27.09	119.73
rxn24081	-1.7	14.27	-34.5	80.47
rxn24082	-1.7	14.27	-34.5	80.47
rxn24083	-1.7	15.52	-33.62	53.55
rxn24084	-1.7	15.52	-33.62	53.55
rxn24085	-3.4	19.5	-80.1	132.8
rxn24086	-3.4	19.5	-80.1	132.8
rxn24087	-11.23	22.52	-48.4	124.1
rxn24088	-11.23	22.52	-48.4	124.1
rxn24089	-11.23	24.1	-53.95	111.03
rxn24090	-11.23	24.1	-53.95	111.03
rxn24091	-11.23	25.76	-54.2	134.91
rxn24092	-11.23	25.76	-54.2	134.91
rxn24093	-11.23	27.49	-26.64	143.86
rxn24094	-11.23	27.49	-26.64	143.86
rxn24095	-11.23	29.27	-72.84	138.65
rxn24096	-11.23	29.27	-72.84	138.65
rxn24097	-11.23	31.1	-172.41	144.39
rxn24098	-11.23	31.1	-172.41	144.39
rxn24102	-15.39	0.24	-93.35	63.4
rxn24104	-4.36	5.81	-36.59	223.56
rxn24105	-11.91	3.44	-128.2	242.79
rxn24108	-2.51	1.09	-13.53	55.46
rxn24109	-5.36	2.64	21.84	192.39
rxn24111	-10.46	4.93	15.96	174.38
rxn24112	-13.11	5.07	10.58	184.1
rxn24113	23.24	5.36	0.78	234.42
rxn24116	0.0	6.17	0.0	3.62
rxn24117	-62.7	0.4	-242.75	92.16
rxn24118	1.52	1.23	-13.82	3.65
rxn24119	-64.95	1.44	-31.82	117.15
rxn24120	-4.9	2.85	-30.01	50.28
rxn24121	-59.01	3.21	-215.64	73.13
rxn24123	-97.2	0.8	-411.22	140.07
rxn24124	-97.2	0.8	-390.28	92.78
rxn24125	43.54	2.33	119.1	147.55
rxn24130	-0.74	0.51	148.27	105.9
rxn24131	-0.78	0.68	144.0	105.88
rxn24132	-4.29	0.8	-17.65	5.42
rxn24133	-0.37	0.39	24.65	77.6
rxn24134	-16.57	1.1	-66.27	158.76
rxn24135	10000000.0	10000000.0	-407.3	270.36
rxn24136	10000000.0	10000000.0	-350.86	156.98
rxn24138	10000000.0	10000000.0	-298.93	228.32
rxn24140	-126.78	1.67	-286.04	161.45
rxn24141	-126.78	1.67	-286.04	161.45
rxn24142	10000000.0	10000000.0	-14.29	110.35
rxn24144	-9.17	2.84	-89.27	91.76
rxn24149	11.78	1.79	96.5	81.4
rxn24150	0.71	1.21	101.02	659.03
rxn24152	-9.54	1.46	-35.71	44.5
rxn24153	-5.49	1.77	-37.52	89.31
rxn24155	-82.17	2.13	-368.73	167.83
rxn24156	-20.04	1.5	-66.27	99.04
rxn24157	-20.04	1.5	-66.27	99.04
rxn24158	-6.52	1.89	-119.28	166.31
rxn24159	0.62	2.34	-25.97	206.78
rxn24160	-57.58	2.38	-308.58	217.74
rxn24161	31.09	2.52	10.49	217.81
rxn24162	-10.46	4.93	23.54	163.25
rxn24163	-13.11	5.07	9.4	181.7
rxn24164	23.24	5.36	-0.15	236.15
rxn24165	-4.08	0.85	-45.99	99.48
rxn24166	10000000.0	10000000.0	-463.9	100.37
rxn24167	10000000.0	10000000.0	-436.89	157.23
rxn24168	10000000.0	10000000.0	-467.45	84.77
rxn24169	10000000.0	10000000.0	-459.26	119.71
rxn24170	10000000.0	10000000.0	-472.66	122.06
rxn24171	10000000.0	10000000.0	-463.9	100.37
rxn24172	10000000.0	10000000.0	-407.31	100.28
rxn24173	10000000.0	10000000.0	-467.45	84.77
rxn24174	10000000.0	10000000.0	-459.26	119.71
rxn24175	10000000.0	10000000.0	-487.66	76.85
rxn24177	-1.53	0.62	-22.99	46.5
rxn24178	-2.96	0.62	70.29	98.07
rxn24185	-11.68	0.39	-18.56	133.05
rxn24194	-118.59	1.24	-415.52	60.39
rxn24195	-4.36	6.31	-72.69	189.44
rxn24196	10000000.0	10000000.0	4.64	72.65
rxn24197	-5.33	5.07	21.3	159.51
rxn24198	-5.33	4.99	154.25	184.4
rxn24199	-5.33	5.02	157.44	186.65
rxn24200	-4.36	5.17	-85.24	175.96
rxn24201	-4.36	5.04	-73.19	173.94
rxn24202	-0.91	0.51	-5.86	75.31
rxn24203	-90.63	6.18	-251.24	99.72
rxn24204	-6.67	1.32	12.13	118.01
rxn24205	0.75	0.93	26.98	173.72
rxn24207	-5.27	1.33	-82.26	6.85
rxn24212	1.48	0.38	5.15	4.1
rxn24213	1.48	0.38	5.15	4.1
rxn24215	10000000.0	10000000.0	-302.91	108.43
rxn24216	10000000.0	10000000.0	-115.91	205.59
rxn24217	-15.14	0.83	-76.46	121.05
rxn24223	10000000.0	10000000.0	-82.94	211.09
rxn24224	-10.53	1.46	-39.84	5.85
rxn24225	-3.83	0.39	-38.47	76.72
rxn24227	-3.83	0.39	-38.62	76.72
rxn24228	-3.88	0.56	-42.9	76.71
rxn24229	-4.36	6.39	-94.7	177.02
rxn24230	-1.7	5.81	-89.71	102.35
rxn24231	-13.17	0.99	-89.68	102.35
rxn24232	-5.97	0.42	-44.41	33.54
rxn24234	-5.97	0.42	-44.41	33.54
rxn24236	-13.17	0.99	-89.67	102.35
rxn24238	-5.97	0.42	-44.41	33.54
rxn24240	-19.78	1.92	-53.71	205.79
rxn24241	-19.78	1.92	-53.71	205.79
rxn24242	-16.98	11.54	47.48	170.39
rxn24243	-16.98	11.54	47.48	170.39
rxn24244	-2.63	0.42	59.04	86.09
rxn24245	-15.54	0.35	-16.48	122.24
rxn24248	-18.44	0.78	-141.9	124.88
rxn24249	-18.44	0.78	-141.74	124.88
rxn24251	-6.83	0.33	2.29	94.66
rxn24252	-6.83	0.33	14.23	80.58
rxn24253	-6.83	0.33	-36.68	53.99
rxn24254	-6.83	0.33	-46.27	86.8
rxn24255	-8.38	0.33	-79.56	136.68
rxn24258	-83.06	1.82	-401.34	123.65
rxn24259	-2.17	0.33	-1.97	50.4
rxn24260	-3.73	0.33	-23.72	53.99
rxn24261	-5.28	0.33	-14.93	50.4
rxn24262	0.68	7.06	29.37	232.73
rxn24263	-18.52	0.78	-100.47	145.7
rxn24264	-18.42	0.78	-97.73	124.88
rxn24265	-0.68	7.22	-32.11	232.73
rxn24266	0.67	0.33	-4.38	49.81
rxn24267	0.67	0.33	10.51	53.99
rxn24268	-0.88	0.33	-45.35	129.65
rxn24269	-2.43	0.33	-2.45	53.99
rxn24270	-3.99	0.33	-5.42	53.84
rxn24271	0.67	0.33	-41.18	140.08
rxn24272	-0.88	0.33	-14.18	50.51
rxn24273	-0.88	0.33	-8.55	49.8
rxn24274	-2.43	0.33	3.18	54.18
rxn24275	-3.99	0.33	-20.49	55.46
rxn24276	4.47	1.53	-56.57	73.62
rxn24277	13.07	1.31	39.51	77.25
rxn24278	0.0	0.0	0.0	3.62
rxn24279	0.67	0.33	-4.76	50.4
rxn24280	-0.88	0.33	-14.18	73.27
rxn24281	-0.88	0.33	-7.74	51.53
rxn24282	-2.43	0.33	0.25	53.83
rxn24283	-3.98	0.33	-8.93	53.99
rxn24284	-30.22	32.61	-5.25	323.48
rxn24285	0.95	0.42	-13.66	54.65
rxn24286	-1.07	0.42	-23.16	54.65
rxn24287	-30.08	3.91	149.49	249.2
rxn24288	-17.35	5.42	-48.63	214.92
rxn24289	-17.35	5.42	-48.63	214.92
rxn24290	-21.39	1.41	-90.61	185.55
rxn24291	-1.7	8.11	-65.35	81.21
rxn24292	-314.94	2.6	-1317.28	76.33
rxn24293	-10.45	1.56	-86.2	154.37
rxn24294	-5.64	1.15	-107.64	148.49
rxn24295	-5.09	1.56	-51.35	117.15
rxn24296	0.0	0.0	4.49	115.01
rxn24297	-5.02	0.89	-138.96	162.57
rxn24298	-105.98	0.91	-366.93	42.83
rxn24299	-107.71	7.24	-439.58	233.15
rxn24300	-107.71	7.24	-397.78	224.33
rxn24301	-106.27	0.91	-261.47	106.56
rxn24302	-105.88	0.91	-341.15	84.13
rxn24303	-106.11	0.91	-301.9	130.61
rxn24304	-2.94	0.9	-42.86	98.41
rxn24305	-2.74	0.9	12.97	149.47
rxn24306	-6.94	1.24	-13.59	68.57
rxn24308	3.15	1.25	4.83	4.42
rxn24310	-21.41	0.92	-73.61	123.53
rxn24311	-21.41	0.92	-73.61	123.53
rxn24312	-39.7	6.07	-20.59	181.53
rxn24313	-3.63	0.41	-1.67	87.07
rxn24314	-108.63	1.19	-372.75	170.23
rxn24315	6.25	13.27	202.51	183.65
rxn24316	3.92	2.53	-75.37	186.25
rxn24317	10.95	2.3	292.82	178.39
rxn24318	10000000.0	10000000.0	-486.04	76.85
rxn24319	10000000.0	10000000.0	-450.57	76.22
rxn24320	10000000.0	10000000.0	-495.87	118.38
rxn24321	10000000.0	10000000.0	-482.44	161.88
rxn24322	-5.95	1.33	-31.01	112.06
rxn24323	-1.83	1.07	22.69	246.58
rxn24324	-6.74	6.05	211.27	254.21
rxn24325	-6.74	6.0	34.57	255.05
rxn24327	-4.24	0.71	-53.85	33.26
rxn24328	-40.68	3.32	28.65	218.48
rxn24329	-4.36	5.59	-73.25	173.94
rxn24330	-1.06	6.75	-0.5	3.67
rxn24332	10000000.0	10000000.0	-471.4	159.41
rxn24333	10000000.0	10000000.0	-334.53	122.84
rxn24334	10000000.0	10000000.0	-489.62	178.23
rxn24336	-0.71	0.53	-6.42	97.01
rxn24337	-105.97	0.91	-259.66	117.16
rxn24338	-105.97	0.91	-251.59	117.16
rxn24339	-105.97	0.91	-251.67	117.16
rxn24340	-105.97	0.91	-259.57	117.16
rxn24341	-4.44	0.24	-25.45	63.37
rxn24342	-0.68	0.53	-7.52	97.01
rxn24344	-2.78	0.75	-25.41	85.46
rxn24345	-2.78	0.75	-25.41	85.46
rxn24346	3.67	0.39	12.56	3.73
rxn24348	-105.97	0.91	-251.66	166.76
rxn24349	-108.1	7.14	-454.5	224.83
rxn24350	-97.22	0.8	-381.81	144.57
rxn24351	-11.91	3.41	-90.19	237.98
rxn24352	4.89	0.24	20.58	75.17
rxn24353	4.89	0.24	20.58	75.17
rxn24354	-13.27	0.43	6.37	168.39
rxn24355	-13.27	0.43	-21.97	137.65
rxn24356	-13.27	0.43	37.08	292.41
rxn24357	10000000.0	10000000.0	47.0	509.74
rxn24358	10000000.0	10000000.0	-59.89	489.42
rxn24359	10000000.0	10000000.0	-59.89	489.42
rxn24360	10000000.0	10000000.0	-7.51	132.31
rxn24361	10000000.0	10000000.0	-7.51	132.31
rxn24362	10000000.0	10000000.0	70.38	391.37
rxn24363	10000000.0	10000000.0	70.38	391.37
rxn24366	10000000.0	10000000.0	-2492.01	497.08
rxn24367	10000000.0	10000000.0	-390.43	76.66
rxn24368	10000000.0	10000000.0	-432.18	76.81
rxn24375	10000000.0	10000000.0	-450.11	130.1
rxn24376	-2.6	0.56	-15.4	55.46
rxn24377	-2.6	0.56	-15.4	55.46
rxn24379	-4.36	5.7	-72.88	173.94
rxn24380	-1.87	0.46	-5.87	82.86
rxn24381	-14.49	0.33	-39.26	80.37
rxn24382	4.89	0.24	21.93	56.76
rxn24383	4.89	0.24	25.1	74.74
rxn24384	4.89	0.24	25.1	74.74
rxn24391	-0.18	0.36	-6.61	52.63
rxn24403	4.89	0.24	33.54	89.15
rxn24404	-3.02	0.72	-9.47	5.13
rxn24405	4.89	0.24	21.93	56.76
rxn24406	4.89	0.24	21.93	56.76
rxn24413	-5.97	0.42	-3.8	85.93
rxn24414	-14.68	1.18	-70.81	77.28
rxn24415	10000000.0	10000000.0	-48.15	51.91
rxn24416	10000000.0	10000000.0	-174.18	444.57
rxn24417	55.65	10.25	23.72	277.9
rxn24418	2.34	0.68	17.41	55.94
rxn24419	-0.8	1.14	-10.27	56.12
rxn24420	-83.95	6.39	-249.81	129.38
rxn24421	-15.4	3.68	-259.38	156.25
rxn24423	-4.36	5.91	-85.26	183.79
rxn24424	-4.36	5.91	-85.26	183.79
rxn24425	-13.05	0.99	-77.4	98.84
rxn24427	-5.97	0.42	-6.11	85.9
rxn24428	-3.83	0.39	16.8	100.27
rxn24432	64.25	0.74	270.04	91.4
rxn24433	-81.94	0.8	-328.38	104.68
rxn24434	-4.14	0.82	-18.68	7.09
rxn24435	-4.36	5.78	-73.21	217.15
rxn24436	-18.47	0.78	-100.59	124.88
rxn24437	-18.46	0.78	-76.95	119.77
rxn24438	-18.42	0.78	-97.99	124.88
rxn24440	-3.98	1.35	-22.17	24.28
rxn24454	-25.79	2.94	281.15	255.51
rxn24455	-67.41	3.65	-634.34	317.83
rxn24456	-67.41	3.64	-636.45	318.61
rxn24457	-18.53	0.78	-100.03	125.35
rxn24458	-18.51	0.78	-101.24	124.88
rxn24459	-18.51	0.78	-101.23	124.88
rxn24460	-18.52	0.78	-100.05	125.35
rxn24462	-4.36	6.21	-72.32	181.0
rxn24463	11.68	17.96	217.44	210.15
rxn24464	9.52	13.15	291.07	183.32
rxn24465	11.68	17.89	280.32	211.88
rxn24475	-1.91	0.53	-28.09	122.49
rxn24476	10000000.0	10000000.0	-26.92	122.49
rxn24477	-38.02	2.73	10.92	204.75
rxn24478	-18.75	0.66	-96.15	150.67
rxn24479	-54.4	3.35	-191.95	221.6
rxn24480	-30.75	1.47	-79.6	175.27
rxn24481	-37.94	1.71	-196.27	201.92
rxn24482	-2.67	0.8	21.73	137.1
rxn24483	-2.67	0.8	21.68	101.72
rxn24484	-2.67	0.8	22.74	114.73
rxn24485	-18.75	0.66	-67.35	151.71
rxn24486	-6.96	4.28	125.09	272.94
rxn24487	-3.61	5.41	3.99	45.76
rxn24488	-30.75	1.47	-94.04	175.32
rxn24489	-21.47	1.38	-142.15	201.9
rxn24493	-94.39	11.55	-379.39	129.73
rxn24494	-94.39	11.55	-380.71	118.32
rxn24495	-94.39	11.9	-394.76	118.66
rxn24496	-177.08	1.65	-646.32	211.33
rxn24497	-177.08	1.65	-639.0	257.49
rxn24498	-177.08	1.65	-643.38	211.35
rxn24499	-177.08	1.65	-564.19	416.15
rxn24500	-88.54	0.82	-241.1	369.21
rxn24501	-88.54	0.82	-323.03	111.24
rxn24502	10000000.0	10000000.0	-281.96	206.82
rxn24503	10000000.0	10000000.0	-235.51	287.16
rxn24504	10000000.0	10000000.0	-369.47	204.54
rxn24505	-88.54	0.82	-323.16	105.71
rxn24515	-3.59	4.48	34.54	231.3
rxn24516	3.51	0.61	18.6	103.12
rxn24520	2.22	0.33	152.21	425.31
rxn24521	2.22	0.33	152.21	425.31
rxn24522	-9.85	0.73	-40.32	5.15
rxn24523	-9.85	0.73	-40.32	5.15
rxn24542	-104.91	12.08	-332.7	180.05
rxn24543	-104.91	12.09	-335.94	180.05
rxn24546	-104.91	17.25	-329.76	180.06
rxn24547	-104.91	17.25	-333.0	180.06
rxn24548	-1.43	16.24	-110.3	214.34
rxn24549	-1.43	10.59	-107.37	214.33
rxn24556	10000000.0	10000000.0	163.42	300.69
