rxn_id	old_deltag	old_deltagerr	new_deltag	new_deltagerr
rxn00638	-2.77	0.85	3.87	36.08
rxn00639	-4.74	0.99	-38.18	3.79
rxn00640	-0.79	0.94	11.76	3.76
rxn00641	-2.88	0.88	2.81	3.76
rxn00642	-13.88	0.97	-18.72	73.77
rxn00643	0.4	0.71	1.73	5.12
rxn00644	-1.55	1.6	78.27	8.89
rxn00645	10000000.0	10000000.0	-216.66	113.22
rxn00646	-7.43	1.18	-28.49	84.4
rxn00647	-4.0	1.13	36.52	72.2
rxn00649	-11.8	1.28	-91.32	7.39
rxn00650	1.77	1.18	-1.99	71.75
rxn00651	-13.05	1.27	221.94	146.69
rxn00652	-2.14	1.05	-8.45	66.88
rxn00653	9.54	1.46	32.47	44.5
rxn00654	-13.78	1.7	-23.19	45.64
rxn00655	8.09	1.65	48.06	94.27
rxn00656	0.96	0.71	4.4	5.11
rxn00657	-0.89	0.73	-3.25	5.15
rxn00658	-3.38	1.36	-13.12	62.98
rxn00659	-8.32	1.4	-17.27	78.31
rxn00660	-0.11	1.4	-18.9	78.31
rxn00661	-3.17	1.88	-17.3	78.31
rxn00662	-14.89	1.97	-28.33	45.83
rxn00663	3.94	4.98	38.13	48.07
rxn00664	-73.51	1.49	-418.31	137.51
rxn00666	92.6	4.94	383.13	79.54
rxn00667	83.08	7.52	353.56	275.3
rxn00668	-14.14	0.81	-50.77	83.55
rxn00669	3.69	0.72	14.14	5.12
rxn00670	4.48	0.8	23.42	49.49
rxn00671	-6.89	1.05	-39.44	51.29
rxn00672	-4.15	1.45	-26.53	24.54
rxn00673	10.53	1.07	-5.42	83.63
rxn00674	1.42	0.71	4.15	5.11
rxn00675	-10.42	6.57	-75.89	80.21
rxn00676	6.98	0.69	13.6	65.67
rxn00677	2.55	0.72	10.45	5.13
rxn00678	-0.18	1.28	-12.01	24.3
rxn00679	9.57	0.81	26.79	82.76
rxn00680	9.2	0.85	34.8	54.21
rxn00681	382.79	2.1	1670.03	147.75
rxn00682	-5.02	5.04	7.28	79.33
rxn00684	5.18	0.58	30.6	3.87
rxn00685	-5.75	0.93	-8.13	5.84
rxn00686	5.18	0.57	27.36	3.87
rxn00687	-5.75	0.92	-11.38	5.84
rxn00688	-7.8	0.95	-35.05	5.67
rxn00690	-1.89	0.66	-6.35	4.35
rxn00691	-4.27	0.66	-19.83	4.36
rxn00692	2.48	0.6	4.77	3.93
rxn00693	-1.81	1.19	-53.31	73.18
rxn00695	-2.78	0.43	2.19	3.76
rxn00697	-5.65	0.43	-38.35	3.79
rxn00698	1.42	0.65	5.26	3.81
rxn00699	1.52	0.77	2.11	5.11
rxn00700	-0.4	0.77	2.81	3.76
rxn00701	0.0	4.9	-4.28	4.11
rxn00702	1.07	4.01	3.29	3.76
rxn00703	-6.25	0.68	-19.5	4.23
rxn00704	-2.72	0.31	-6.64	3.72
rxn00706	1.32	0.8	-26.43	3.64
rxn00707	-3.69	0.76	-16.66	3.65
rxn00708	-2.05	1.01	-10.44	3.65
rxn00709	-4.11	1.01	-15.74	3.65
rxn00710	-6.26	2.08	-48.22	133.73
rxn00711	3.32	1.06	38.37	4.01
rxn00712	-3.43	1.18	-15.55	3.65
rxn00713	-3.5	1.06	-14.99	3.65
rxn00714	-8.33	1.46	9.43	125.71
rxn00715	-4.97	1.07	-15.36	3.65
rxn00716	-4.97	0.94	-9.83	88.76
rxn00717	-7.27	0.59	-50.64	127.08
rxn00718	-31.11	1.35	-41.43	88.5
rxn00719	0.61	0.92	92.52	88.36
rxn00720	0.61	0.92	89.27	88.36
rxn00721	-20.0	4.54	316.24	140.76
rxn00722	-110.93	1.05	-173.37	142.08
rxn00723	-2.62	0.35	44.14	113.4
rxn00724	-107.59	1.89	-623.28	162.39
rxn00725	-14.2	5.04	-57.44	174.96
rxn00726	-21.94	1.79	-114.14	150.91
rxn00727	-24.76	1.8	-125.25	150.92
rxn00728	-12.1	0.51	-90.89	107.03
rxn00729	-7.42	1.34	-42.33	97.69
rxn00730	-3.96	0.81	6.3	115.9
rxn00731	-2.66	0.8	38.41	99.32
rxn00732	-35.36	1.3	-96.11	144.6
rxn00734	-54.26	1.22	-230.0	48.91
rxn00735	0.8	1.14	10.27	56.12
rxn00736	5.24	1.17	40.52	68.29
rxn00737	-5.92	1.01	-26.99	6.25
rxn00738	9.9	1.88	39.93	108.97
rxn00739	8.92	4.99	20.45	66.39
rxn00740	-14.01	1.14	-76.91	52.64
rxn00741	4.44	0.41	18.36	4.18
rxn00742	0.54	1.48	-13.5	97.49
rxn00743	-2.99	0.53	-16.09	3.72
rxn00744	-3.17	0.53	-10.09	3.73
rxn00745	-9.7	0.54	-36.0	3.77
rxn00746	6.69	0.44	19.33	5.1
rxn00747	-1.31	0.13	-7.89	3.68
rxn00748	-14.0	0.46	-68.47	58.99
rxn00749	-27.07	1.53	9.22	232.13
rxn00750	82.33	2.67	503.24	296.74
rxn00751	-3.99	0.12	-17.62	3.67
rxn00752	-27.58	1.05	-108.28	71.2
rxn00753	-2.31	0.24	-9.47	3.82
rxn00754	-4.99	0.25	-20.4	3.84
rxn00755	-14.03	5.21	31.17	105.77
rxn00756	-16.31	2.96	-113.46	105.78
rxn00758	-14.34	2.92	14.46	53.67
rxn00759	10.18	0.58	29.2	56.98
rxn00760	-10.18	0.58	-30.46	57.67
rxn00761	-104.4	1.64	-173.73	126.2
rxn00762	5.73	0.44	24.91	4.07
rxn00763	9.31	0.49	36.56	4.1
rxn00764	5.73	0.45	21.67	4.07
rxn00765	9.31	0.49	33.32	4.1
rxn00766	-6.09	0.58	-3.11	62.2
rxn00767	-0.88	0.51	-1.0	4.19
rxn00768	-8.29	0.52	-28.08	43.07
rxn00769	-9.24	0.51	-42.17	58.28
rxn00770	0.19	0.49	10.77	3.88
rxn00771	-2.17	0.33	-25.26	3.88
rxn00772	-6.42	0.49	-15.59	3.65
rxn00773	-0.25	0.79	-24.15	3.78
rxn00774	-7.7	0.44	-34.23	89.51
rxn00775	-5.49	0.8	-2.32	3.81
rxn00776	-8.05	0.6	-126.5	104.16
rxn00777	1.04	0.4	3.04	3.7
rxn00778	-3.38	0.48	3.18	3.89
rxn00779	-9.33	0.13	-42.31	3.66
rxn00780	-5.44	0.35	-13.86	3.67
rxn00781	1.25	0.1	4.55	3.66
rxn00782	1.25	0.13	1.31	3.66
rxn00783	3.32	0.71	13.98	5.1
rxn00784	0.15	0.59	20.76	4.07
rxn00785	1.6	0.57	14.42	4.27
rxn00786	5.12	0.13	24.34	3.67
rxn00787	4.8	0.55	12.23	55.56
rxn00789	17.21	5.64	253.29	130.13
rxn00790	12.98	0.65	66.11	89.52
rxn00791	13.69	0.86	113.15	106.52
rxn00792	-11.13	5.39	60.1	76.79
rxn00793	-21.55	7.38	-5.63	3.68
rxn00794	-2.84	0.54	-11.36	3.77
rxn00795	1.07	0.53	-20.09	173.96
rxn00796	3.42	2.87	-24.81	130.91
rxn00797	-2.99	0.53	-8.71	4.2
rxn00798	0.65	0.2	1.3	3.7
rxn00799	0.82	0.07	3.39	3.64
rxn00800	2.8	0.34	9.94	3.97
rxn00801	-10.11	0.84	-18.74	72.06
rxn00802	-2.64	1.18	10.97	5.12
rxn00803	-1.53	0.77	-5.2	5.3
rxn00804	8.78	0.39	37.0	4.11
rxn00805	-3.66	0.85	-21.18	63.64
rxn00806	0.07	0.38	-0.37	4.11
rxn00807	1.68	0.71	-11.11	67.07
rxn00808	-1.3	0.32	-8.96	3.73
rxn00809	27.91	0.52	118.87	20.35
rxn00810	-2.07	0.44	-15.28	3.98
rxn00811	27.91	0.52	115.63	20.35
rxn00812	-3.22	0.51	-4.95	3.77
rxn00813	-2.06	0.45	-18.52	3.98
rxn00814	-39.05	1.1	-156.48	21.02
rxn00815	-26.49	2.26	-107.37	52.22
rxn00816	97.86	0.39	-11.96	3.78
rxn00817	97.9	0.54	-10.75	4.18
rxn00818	-1.16	1.02	-2.56	7.73
rxn00819	-2.16	0.66	28.41	67.23
rxn00821	0.47	4.73	85.61	117.33
rxn00822	4.18	2.07	19.42	186.65
rxn00824	-0.13	0.71	-43.72	5.12
rxn00826	5.25	1.61	26.54	8.94
rxn00827	-12.96	3.97	4.12	118.12
rxn00829	-7.82	0.97	-96.95	119.42
rxn00830	-1.17	0.71	-4.93	5.12
rxn00831	-1.29	0.45	-10.33	3.65
rxn00832	4.15	1.31	-31.13	128.88
rxn00833	-2.51	0.57	-4.79	3.95
rxn00834	4.75	0.95	30.51	133.3
rxn00835	-4.87	0.46	-15.84	3.65
rxn00836	6.11	0.38	42.15	3.81
rxn00837	10.46	7.23	10.16	95.7
rxn00838	2.34	0.52	2.66	4.06
rxn00839	0.74	0.35	0.0	3.62
rxn00840	5.79	0.37	25.91	3.66
rxn00841	-4.75	0.36	-15.6	3.65
rxn00842	-3.55	0.23	-15.61	3.65
rxn00843	-90.39	1.25	-381.9	7.27
rxn00844	-90.39	1.25	-378.66	7.27
rxn00845	0.17	0.95	-6.34	69.5
rxn00846	-13.06	1.12	-75.24	115.77
rxn00847	-7.56	1.69	91.25	232.14
rxn00848	-0.43	0.54	-1.71	5.27
rxn00849	0.21	0.52	1.37	4.49
rxn00850	-1.52	0.88	-22.08	92.9
rxn00851	-6.08	1.02	-31.93	109.47
rxn00852	-22.19	1.11	-87.08	6.56
rxn00853	-12.69	1.11	-24.29	7.06
rxn00854	-10.46	4.97	23.08	158.58
rxn00855	-4.8	0.43	-15.66	53.15
rxn00856	0.82	0.47	9.51	4.05
rxn00857	-2.51	0.44	-14.21	53.15
rxn00858	-13.43	1.51	-26.19	8.51
rxn00859	-1.52	0.54	-6.41	116.26
rxn00860	6.74	5.11	-9.62	198.03
rxn00861	-7.01	0.53	-5.56	126.88
rxn00862	-3.56	0.39	-0.52	87.07
rxn00863	-6.36	0.47	-24.29	66.32
rxn00864	-9.6	1.46	-15.14	125.36
rxn00865	1.17	1.45	-21.02	125.36
rxn00866	-6.96	0.87	-23.47	105.41
rxn00867	1.12	0.25	5.75	3.84
rxn00868	13.11	0.64	62.31	6.16
rxn00869	-1.93	0.69	-2.51	5.76
rxn00870	-1.93	0.69	-5.75	5.76
rxn00871	5.21	0.43	13.26	42.17
rxn00872	9.5	0.95	2.89	7.09
rxn00873	-0.07	0.8	-5.63	3.68
rxn00874	7.4	0.46	16.99	31.78
rxn00875	-1.06	0.79	-0.67	3.69
rxn00876	7.94	0.59	35.74	64.29
rxn00877	-0.53	0.22	-10.02	63.11
rxn00878	-0.99	0.34	10.62	50.08
rxn00879	-0.61	0.4	81.93	82.35
rxn00880	-95.68	1.96	-367.24	87.6
rxn00881	-5.17	0.34	-36.79	50.08
rxn00882	-5.17	0.34	-34.22	54.91
rxn00883	-5.17	0.34	-34.46	55.93
rxn00884	-4.36	5.28	-8.33	163.26
rxn00885	-4.36	5.28	-17.14	158.71
rxn00886	-4.36	5.28	-10.9	164.4
rxn00887	-4.36	5.28	-4.2	165.62
rxn00888	-4.53	0.61	-5.15	5.97
rxn00889	-14.34	2.31	-48.8	75.8
rxn00890	-2.38	0.49	-9.0	5.65
rxn00891	-2.14	0.6	-4.26	72.15
rxn00892	-2.34	0.63	-15.6	3.65
rxn00893	-8.11	0.46	-41.31	99.94
rxn00894	-39.83	1.11	-175.25	100.07
rxn00895	-5.17	0.59	-25.61	72.15
rxn00896	-3.59	0.68	34.12	80.16
rxn00897	0.0	2.31	3.24	4.18
rxn00898	-8.44	0.34	-26.69	116.26
rxn00899	-5.64	0.81	-27.21	79.02
rxn00900	-0.07	1.22	25.18	121.77
rxn00901	9.23	0.84	48.49	60.75
rxn00902	5.96	0.32	32.59	83.93
rxn00903	0.51	0.84	14.37	60.75
rxn00904	0.44	0.85	13.22	60.75
rxn00905	4.5	1.22	55.89	117.47
rxn00906	2.04	0.27	6.9	3.94
rxn00907	2.04	0.28	3.65	3.94
rxn00908	4.36	0.98	29.93	5.72
rxn00909	-5.32	0.71	20.96	5.12
rxn00910	8.93	1.02	35.23	6.3
rxn00911	1.74	0.76	-1.58	4.5
rxn00912	2.48	1.24	-35.26	117.47
rxn00913	-1.34	0.82	-9.92	3.65
rxn00914	-4.82	0.82	-16.25	3.65
rxn00915	6.58	0.54	44.46	4.08
rxn00916	-18.42	5.84	-53.27	155.2
rxn00917	-23.14	5.89	-64.39	155.2
rxn00918	-10.32	1.49	3.64	3.81
rxn00919	-7.22	0.89	-38.18	3.79
rxn00920	-8.84	0.76	-41.89	3.87
rxn00921	-2.66	0.8	64.0	82.8
rxn00922	-4.36	4.98	-73.17	173.94
rxn00923	-13.21	1.07	-78.95	98.81
rxn00924	3.68	1.38	-8.16	98.03
rxn00925	-16.31	1.49	-33.09	116.06
rxn00926	-5.3	0.39	-18.31	3.99
rxn00927	-1.15	0.43	-10.76	3.92
rxn00928	5.6	0.37	-15.49	3.8
rxn00929	4.72	1.45	53.96	5.12
rxn00930	5.61	0.36	-18.73	3.8
rxn00931	4.72	1.45	50.71	5.12
rxn00932	-117.0	2.28	-449.86	84.16
rxn00933	-7.19	1.91	4.64	82.29
rxn00934	-1.53	0.87	-3.85	4.82
rxn00935	3.49	0.73	-29.67	5.17
rxn00936	5.01	1.07	41.45	102.52
rxn00937	-6.53	4.99	-22.64	77.55
rxn00938	-1.38	0.78	-60.32	99.21
rxn00939	-3.8	5.3	59.4	177.16
rxn00940	-5.54	1.2	-25.51	5.3
rxn00941	3.08	1.26	21.43	5.15
rxn00942	-6.8	0.83	-22.27	5.3
rxn00943	-5.8	1.53	-30.53	3.68
rxn00944	-3.34	0.46	-2.51	5.76
rxn00945	14.74	0.5	42.67	31.93
rxn00946	11.14	0.86	-13.51	32.12
rxn00947	-2.63	1.54	-5.63	3.68
rxn00948	1.74	0.94	-13.3	64.56
rxn00949	-1.14	1.36	4.4	66.0
rxn00950	0.85	0.65	21.19	92.68
rxn00952	-14.73	1.19	-79.67	80.4
rxn00953	-7.79	0.66	-50.42	92.68
rxn00955	11.5	0.72	34.79	5.12
rxn00956	-0.1	0.53	86.06	94.15
rxn00957	-8.29	0.26	-79.02	74.47
rxn00958	-8.29	0.27	-82.26	74.47
rxn00959	-105.97	0.91	-399.75	7.28
rxn00960	-105.96	0.91	-262.77	117.16
rxn00961	-108.62	1.19	-339.12	82.92
rxn00962	-105.96	0.91	-259.53	117.16
rxn00963	-108.62	1.2	-335.88	82.92
rxn00964	-2.89	0.35	39.67	109.65
rxn00965	-5.54	0.35	-75.84	109.65
rxn00966	26.91	1.75	41.15	127.96
rxn00967	-13.2	1.07	-81.72	98.83
rxn00968	-118.45	1.59	-671.06	146.95
rxn00969	4.6	0.98	59.51	56.16
rxn00970	9.87	0.48	35.49	56.03
rxn00971	-1.06	6.63	4.32	69.71
rxn00972	-1.54	5.1	0.62	69.71
rxn00973	1.82	0.08	7.6	3.64
rxn00974	1.99	0.28	8.31	3.88
rxn00975	-3.05	0.39	-15.6	3.65
rxn00976	-3.92	0.52	-15.22	3.65
rxn00977	-3.57	0.59	-10.75	4.18
rxn00978	-3.79	0.42	-15.6	3.65
rxn00979	-14.12	0.57	-58.72	7.17
rxn00980	-7.41	0.5	-24.23	40.92
rxn00981	-4.0	0.72	36.58	82.81
rxn00985	8.16	0.68	37.57	49.46
rxn00986	-11.13	4.35	80.04	80.2
rxn00987	0.41	0.71	1.77	5.12
rxn00988	0.19	0.35	1.15	3.76
rxn00989	-8.62	0.34	-37.32	3.76
rxn00990	-1.32	0.34	-7.45	3.77
rxn00991	-4.0	0.63	-16.99	75.76
rxn00992	2.6	0.18	10.59	3.73
rxn00993	16.92	0.92	21.23	78.42
rxn00994	0.25	0.82	6.78	3.71
rxn00995	-3.91	1.0	-14.7	6.14
rxn00996	77.66	5.31	-92.66	84.68
rxn00997	4.44	0.24	28.69	63.37
rxn00998	4.44	0.24	25.45	63.37
rxn00999	-117.42	1.16	-387.98	89.92
rxn01000	-20.31	2.54	9.41	184.64
rxn01001	0.83	1.13	1.66	4.05
rxn01002	-6.09	1.45	-46.51	6.26
rxn01003	-2.78	0.75	-20.89	68.0
rxn01004	4.95	1.33	0.0	3.62
rxn01005	-0.74	0.39	-8.48	3.66
rxn01007	-2.79	0.87	-5.3	65.02
rxn01008	-0.26	0.41	-1.09	4.18
rxn01009	-2.99	0.87	47.05	115.13
rxn01010	-0.6	0.28	0.17	78.36
rxn01011	7.45	0.1	30.65	3.65
rxn01012	-0.75	1.0	29.47	35.19
rxn01013	7.46	0.13	27.41	3.65
rxn01014	-4.93	0.87	-18.08	7.74
rxn01015	0.37	0.42	1.84	4.21
rxn01016	4.0	0.5	20.02	4.43
rxn01017	-0.65	1.16	-29.73	5.11
rxn01018	-5.07	0.71	-23.2	5.12
rxn01019	-6.69	0.71	-29.74	5.11
rxn01020	0.24	1.08	-28.63	5.11
rxn01021	-0.73	4.44	-10.76	3.92
rxn01022	2.69	0.71	-3.36	3.81
rxn01023	10000000.0	10000000.0	6.74	70.17
rxn01024	10000000.0	10000000.0	-173.2	127.04
rxn01025	-5.92	0.65	-42.48	136.21
rxn01026	-105.77	1.22	-452.62	68.19
rxn01027	1.01	0.76	53.08	104.57
rxn01028	1.01	0.76	49.84	104.57
rxn01029	-7.84	1.14	-31.87	5.5
rxn01030	10.22	4.94	481.09	151.87
rxn01031	13.43	1.51	26.2	8.51
rxn01032	-8.67	0.3	-78.91	74.47
rxn01033	-8.66	0.3	-82.15	74.47
rxn01034	-11.02	0.35	-186.93	103.97
rxn01035	-2.62	0.35	40.96	109.65
rxn01036	-16.17	4.49	-211.38	112.78
rxn01037	-0.27	0.55	-38.26	102.29
rxn01038	0.06	0.41	-40.37	102.27
rxn01039	8.39	0.99	35.44	56.03
rxn01040	-49.25	0.53	-130.73	42.67
rxn01041	-3.62	0.45	-6.49	55.29
rxn01042	-3.62	0.46	-9.73	55.29
rxn01043	1.17	0.54	13.1	3.84
rxn01044	3.48	0.52	3.3	3.69
rxn01045	9.23	0.84	51.74	60.75
rxn01046	-2.7	1.11	-23.29	84.22
rxn01047	-82.32	0.78	-339.77	48.56
rxn01048	-4.45	0.68	-24.39	4.31
rxn01049	-2.81	0.3	18.98	33.17
rxn01050	-35.35	1.1	-135.66	6.38
rxn01051	-2.93	1.07	-11.96	3.78
rxn01052	0.0	0.0	2.87	3.74
rxn01053	-10.65	0.48	-28.65	20.28
rxn01054	-0.66	0.13	-2.93	3.68
rxn01055	-16.31	1.05	-111.73	103.59
rxn01056	3.55	0.75	16.7	60.15
rxn01057	0.75	0.52	3.1	4.47
rxn01058	4.52	1.9	-5.2	205.79
rxn01060	10000000.0	10000000.0	-355.91	181.81
rxn01061	-96.63	0.76	-379.42	118.76
rxn01062	4.52	1.9	-8.44	205.79
rxn01063	13.27	0.43	-40.69	120.18
rxn01064	-32.0	1.07	-82.66	124.33
rxn01065	-3.04	0.42	-2.29	52.44
rxn01067	-97.2	0.8	-392.28	116.04
rxn01068	6.62	0.66	11.17	61.24
rxn01069	-6.81	0.68	-34.59	39.49
rxn01070	2.6	0.65	-3.65	58.43
rxn01071	-5.41	0.78	-17.73	49.31
rxn01072	-24.42	1.36	-93.69	55.84
rxn01073	-14.34	0.96	14.73	71.72
rxn01074	-1.07	0.42	-8.29	3.66
rxn01075	-0.02	0.21	-0.15	4.18
rxn01076	-1.26	0.5	-9.26	4.9
rxn01079	3.77	0.45	22.82	47.19
rxn01080	0.13	0.71	0.52	5.09
rxn01081	-5.85	0.66	-37.16	93.81
rxn01082	-5.22	0.64	-24.18	92.17
rxn01083	-3.58	1.33	11.59	92.04
rxn01084	10000000.0	10000000.0	-39.21	301.24
rxn01093	-11.13	4.62	178.1	116.43
rxn01094	-14.11	1.64	187.79	162.19
rxn01095	-75.64	1.39	-628.84	164.82
rxn01096	-60.57	1.36	-557.77	156.45
rxn01097	-7.65	0.5	24.46	122.38
rxn01098	-9.93	0.51	14.47	122.38
rxn01099	-3.47	0.14	-9.08	3.66
rxn01100	4.42	0.11	17.44	3.66
rxn01101	8.09	0.14	34.47	3.68
rxn01102	-2.69	0.15	-17.09	3.67
rxn01103	-10.58	0.13	-43.61	3.68
rxn01104	-1.9	0.57	-6.48	3.69
rxn01105	5.02	0.34	18.18	3.66
rxn01106	-1.0	0.09	-3.88	3.65
rxn01107	-6.8	0.8	-20.52	3.98
rxn01108	-1.43	0.41	-36.28	33.18
rxn01109	-1.42	0.41	-39.53	33.18
rxn01110	-33.15	1.09	-170.23	33.58
rxn01111	-5.49	0.55	-16.57	3.73
rxn01112	5.63	0.42	13.66	12.52
rxn01113	5.64	0.42	10.42	12.52
rxn01114	-6.03	0.43	-13.85	3.67
rxn01115	2.54	0.77	12.22	5.31
rxn01116	-0.8	0.28	-3.69	3.83
rxn01117	0.63	0.42	3.96	4.19
rxn01118	10000000.0	10000000.0	-435.39	164.01
rxn01119	0.91	1.09	-111.11	866.93
rxn01121	-7.77	1.09	-44.39	4.53
rxn01122	-8.27	0.89	-58.45	33.05
rxn01123	-4.96	0.94	-17.08	3.67
rxn01124	2.7	0.9	24.23	46.95
rxn01125	3.15	0.9	14.34	4.5
rxn01126	-5.81	0.93	-33.0	56.37
rxn01127	0.07	0.35	0.3	3.63
rxn01128	-3.56	0.59	-17.04	3.65
rxn01129	-4.84	0.92	-15.74	3.65
rxn01130	-1.62	0.08	-5.5	3.64
rxn01131	10000000.0	10000000.0	92.25	123.62
rxn01132	2.42	0.49	-0.09	65.63
rxn01133	-0.94	0.88	6.56	43.97
rxn01134	-0.69	0.44	-3.76	4.2
rxn01135	-4.96	0.89	-27.71	5.72
rxn01136	-2.2	0.94	-17.21	5.73
rxn01137	-5.49	0.18	-24.02	3.73
rxn01138	1.97	0.32	-3.36	3.81
rxn01139	-4.12	0.71	-33.6	5.13
rxn01140	-7.69	1.9	-3.0	104.53
rxn01141	-16.38	1.81	-55.43	111.05
rxn01142	-11.34	1.48	-31.65	77.33
rxn01143	-3.74	0.72	-15.64	3.65
rxn01144	-3.32	0.72	-15.93	3.65
rxn01145	-2.42	0.72	-10.54	3.65
rxn01146	1.11	0.89	-4.39	5.72
rxn01147	-0.95	0.77	-0.05	3.62
rxn01148	-5.39	0.58	-13.29	4.3
rxn01149	-6.62	0.61	-1.45	64.21
rxn01150	-6.62	0.61	-4.69	64.21
rxn01151	5.63	0.54	15.12	47.23
rxn01152	1.27	0.18	4.52	3.73
rxn01153	-4.38	0.94	-11.11	3.77
rxn01154	-0.22	0.7	-0.34	5.76
rxn01156	-1.74	0.69	15.91	64.49
rxn01157	-2.0	0.32	-8.01	3.97
rxn01158	10.92	1.31	38.57	80.45
rxn01159	-7.0	1.03	-58.7	71.51
rxn01160	-0.9	1.3	2.57	58.73
rxn01161	2.45	0.94	30.67	71.52
rxn01162	-11.67	1.68	28.81	73.66
rxn01163	10000000.0	10000000.0	-308.42	251.47
rxn01164	-69.98	3.1	-142.92	107.28
rxn01165	-69.98	3.1	-165.83	163.22
rxn01166	-69.98	3.1	-142.92	107.28
rxn01167	-69.98	3.1	-158.55	163.4
rxn01168	-2.51	0.49	-5.63	3.68
rxn01169	-2.96	0.46	-15.6	3.65
rxn01170	-16.31	2.37	-85.73	111.73
rxn01171	0.4	0.31	34.57	33.17
rxn01172	-6.69	1.09	-26.21	42.22
rxn01173	-6.68	1.09	-29.45	42.22
rxn01174	5.59	0.71	23.19	5.1
rxn01175	10000000.0	10000000.0	110.54	121.56
rxn01176	0.42	1.07	4.83	31.25
rxn01177	74.39	5.31	-89.68	99.89
rxn01179	-0.61	18.03	263.37	253.85
rxn01180	-40.66	3.32	-18.22	219.38
rxn01181	2.9	0.34	-12.24	71.94
rxn01182	-2.67	0.35	-23.97	64.98
rxn01183	-6.3	0.45	-26.54	91.55
rxn01184	-12.38	2.0	-81.88	4.03
rxn01185	-20.02	4.44	324.9	141.92
rxn01186	-7.96	0.54	-26.21	53.15
rxn01187	-14.32	0.38	-62.82	4.03
rxn01188	-26.77	1.4	17.38	158.57
rxn01189	-105.96	0.91	-292.35	103.3
rxn01190	-108.62	1.19	-306.15	86.88
rxn01191	-108.62	1.2	-302.91	86.88
rxn01192	-75.63	1.39	-599.46	157.55
rxn01193	-61.57	1.37	-513.18	159.16
rxn01194	-16.11	1.89	103.02	187.47
rxn01195	-2.28	0.8	40.28	109.67
rxn01196	-2.27	0.8	23.7	110.8
rxn01197	-83.04	6.34	-335.43	209.09
rxn01198	-49.25	0.53	-35.59	89.63
rxn01199	-5.42	0.49	-13.85	3.67
rxn01200	0.35	0.57	7.78	4.27
rxn01201	-0.1	0.41	11.24	3.94
rxn01202	2.18	0.45	27.56	39.3
rxn01203	-2.18	0.45	-13.65	63.52
rxn01204	1.55	0.36	6.3	4.05
rxn01205	-11.99	1.04	8.32	101.61
rxn01206	10000000.0	10000000.0	-177.55	102.07
rxn01207	-5.9	1.0	-23.95	53.7
rxn01208	4.05	1.05	19.37	83.05
rxn01209	19.23	1.8	131.02	81.4
rxn01210	-7.31	0.92	-17.6	68.56
rxn01211	-1.3	0.22	-8.34	3.79
rxn01212	-22.2	1.44	-149.5	113.5
rxn01213	-17.84	0.67	-77.5	159.76
rxn01214	-17.84	0.67	-91.87	160.71
rxn01216	-8.68	0.57	-37.13	3.73
rxn01217	-5.85	0.61	-13.77	3.87
rxn01218	-3.78	0.56	-9.75	3.65
rxn01219	-0.57	0.71	0.3	3.63
rxn01220	-2.38	0.57	-16.43	3.65
rxn01221	-5.59	0.72	-26.47	3.64
rxn01222	-9.31	0.58	-35.4	3.68
rxn01223	-1.0	0.77	4.74	101.4
rxn01224	-11.22	0.71	-62.89	98.46
rxn01225	-8.88	3.73	-136.33	182.9
rxn01226	-0.45	0.66	-3.14	4.26
rxn01228	-2.53	0.67	-12.9	4.33
rxn01229	-16.55	8.5	14.09	104.79
rxn01230	10000000.0	10000000.0	111.47	165.67
rxn01231	-4.67	0.75	-25.26	77.74
rxn01232	9.54	1.03	46.58	113.93
rxn01233	0.05	0.47	14.12	80.16
rxn01235	43.42	1.35	143.45	83.41
rxn01236	7.41	0.82	17.62	42.17
rxn01237	16.82	0.79	52.41	39.57
rxn01238	-16.17	3.95	-96.41	76.79
rxn01239	5.14	0.58	20.5	4.66
rxn01240	-26.58	1.17	-110.21	6.93
rxn01241	1.08	0.23	4.5	3.8
rxn01242	-7.54	0.79	-37.79	95.18
rxn01243	-9.68	2.26	-24.4	116.55
rxn01244	-9.68	2.23	-30.85	120.34
rxn01245	-6.3	1.01	-27.3	108.57
rxn01246	-139.01	2.21	-587.27	10.1
rxn01247	-9.13	1.52	-33.04	5.73
rxn01248	-2.65	1.79	46.18	152.98
rxn01249	6.33	0.5	26.27	4.43
rxn01250	-21.62	2.52	-129.23	124.29
rxn01251	-22.86	1.25	-95.63	7.3
rxn01252	-25.4	1.14	-104.43	6.8
rxn01253	0.08	0.71	-0.19	5.12
rxn01254	-0.55	0.74	-1.8	5.2
rxn01255	-10.37	0.91	-93.68	116.11
rxn01256	-11.44	1.1	-97.72	191.47
rxn01257	-3.79	0.74	-15.56	5.23
rxn01258	0.23	0.41	1.0	4.18
rxn01259	-2.04	0.21	-8.43	3.77
rxn01261	6.51	0.83	177.34	129.46
rxn01262	-3.8	5.25	80.47	177.16
rxn01263	-1.02	0.8	6.79	57.04
rxn01264	2.58	0.84	49.21	98.92
rxn01265	0.18	0.71	3.6	5.12
rxn01266	-75.34	1.36	-180.05	98.29
rxn01267	5.16	1.04	51.84	114.71
rxn01268	-3.01	2.69	69.06	184.64
rxn01269	-3.01	2.69	65.82	184.64
rxn01270	-2.95	0.47	-46.59	197.68
rxn01273	-8.41	0.61	-19.72	47.65
rxn01274	-6.76	0.73	-58.44	59.06
rxn01275	-2.46	0.78	-17.09	3.67
rxn01276	4.93	0.79	18.87	3.98
