species_id,nutrient_group,nutrient_core,nutrient_noncore,metal_core,metal_noncore,odds_ratio,fisher_p
s__Bradyrhizobium_betae--RS_GCF_008932115.1,Phz_genes,4,0,4,0,,1.0
s__Mycobacterium_malmoense--RS_GCF_019645855.1,Phz_genes,2,0,3,0,,1.0
s__Myxococcus_llanfairpwllgwyngyllgogerychwyrndrobwllllantysiliogogogochensis--RS_GCF_006636215.1,Phz_genes,2,0,1,4,inf,0.14285714285714288
s__Mycobacterium_sp009729205--RS_GCF_009729205.1,Phz_genes,2,0,3,0,,1.0
s__Campylobacter_D_sp900539255--GB_GCA_900539255.1,Phz_genes,0,2,2,0,0.0,0.3333333333333333
s__Limnohabitans_sp903896615--GB_GCA_903896615.1,Phz_genes,1,1,3,1,0.333,1.0
s__Coprocola_sp910575055--GB_GCA_910575055.1,Phz_genes,1,1,1,1,1.0,1.0
s__Pseudomonas_E_sp014207255--RS_GCF_014207255.1,Phz_genes,2,0,3,1,inf,1.0
s__Stenotrophomonas_hibiscicola--RS_GCF_000382065.1,Phz_genes,2,1,2,4,4.0,0.5238095238095238
s__JABJKH01_sp018660465--GB_GCA_018660465.1,Phz_genes,2,0,1,1,inf,1.0
s__Nocardia_nova--RS_GCF_001613005.1,Phz_genes,4,0,3,2,inf,0.4444444444444444
s__Pseudomonas_E_syringae_F--RS_GCF_000452705.1,Phz_genes,2,0,4,0,,1.0
s__Burkholderia_puraquae--RS_GCF_002099195.1,Phz_genes,0,3,2,3,0.0,0.4642857142857143
s__Streptomyces_marincola--RS_GCF_020410765.1,Phz_genes,4,0,3,0,,1.0
s__Streptomyces_griseofuscus--RS_GCF_014673495.1,Phz_genes,2,1,4,2,1.0,1.0
s__Pannonibacter_phragmitetus--RS_GCF_000382365.1,Phz_genes,2,0,2,0,,1.0
s__Halomonas_sp001651035--RS_GCF_001651035.1,Phz_genes,2,1,2,0,0.0,1.0
s__Enterocloster_pacaense--GB_GCA_000155435.1,Phz_genes,1,2,3,3,0.5,1.0
s__UBA3857_sp900313585--GB_GCA_902787375.1,Phz_genes,0,2,2,3,0.0,1.0
s__BOG-234_sp903851195--GB_GCA_903851195.1,Phz_genes,2,0,2,0,,1.0
s__Bacillus_A_tropicus--RS_GCF_001884035.1,Phz_genes,2,6,3,5,0.556,1.0
s__Streptomyces_albulus_C--GB_GCA_001418405.1,Phz_genes,4,1,6,0,0.0,0.4545454545454546
s__Gemmatimonas_sp002483225--GB_GCA_002483225.1,Phz_genes,1,1,2,1,0.5,1.0
s__Telluria_aurea_B--RS_GCF_014200505.1,Phz_genes,2,0,2,0,,1.0
s__Micromonospora_tulbaghiae--RS_GCF_900091605.1,Phz_genes,2,0,3,0,,1.0
s__Neorhizobium_sp003491345--RS_GCF_003491345.1,Phz_genes,2,1,0,3,inf,0.4000000000000001
s__Streptomyces_brasiliscabiei--RS_GCF_018927715.1,Phz_genes,2,0,7,2,inf,1.0
s__Buttiauxella_noackiae--RS_GCF_001654865.1,Phz_genes,3,0,2,2,inf,0.42857142857142855
s__Clostridium_L_simiarum--RS_GCF_018919175.1,Phz_genes,0,2,3,0,0.0,0.10000000000000002
s__Arenimonas_composti--RS_GCF_000426365.1,Phz_genes,2,0,2,0,,1.0
s__Streptomyces_goshikiensis--RS_GCF_014650555.1,Phz_genes,1,2,8,7,0.438,1.0
s__Streptomyces_prasinopilosus--RS_GCF_001419695.1,Phz_genes,1,1,2,0,0.0,1.0
s__Rhizobium_tropici_C--RS_GCF_003287875.1,Phz_genes,2,0,2,0,,1.0
s__Chromobacterium_sinusclupearum--RS_GCF_002902845.1,Phz_genes,2,0,2,0,,1.0
s__Bradyrhizobium_sp018130145--RS_GCF_018130145.1,Phz_genes,3,2,3,1,0.5,1.0
s__Nitratireductor_D_alexandrii--RS_GCF_004000215.1,Phz_genes,2,0,3,0,,1.0
s__Rhizobium_sp900468625--GB_GCA_900468625.1,Phz_genes,4,0,2,1,inf,0.42857142857142855
s__FeB-14_sp016719395--GB_GCA_016719395.1,Phz_genes,1,1,0,7,inf,0.2222222222222222
s__Halomonas_E_taeanensis--RS_GCF_900100755.1,Phz_genes,2,0,0,5,inf,0.04761904761904761
s__Aeromonas_veronii--RS_GCF_000820225.1,Phz_genes,0,3,2,4,0.0,0.5000000000000001
s__Lysinibacillus_sphaericus--RS_GCF_002982115.1,Phz_genes,1,2,2,0,0.0,0.4000000000000001
s__Bacillus_sonorensis--RS_GCF_001592005.1,Phz_genes,1,1,3,0,0.0,0.4000000000000001
s__Arenimonas_maotaiensis--RS_GCF_014638745.1,Phz_genes,2,0,2,1,inf,1.0
s__VFBF01_sp006515885--GB_GCA_009773335.1,Phz_genes,2,0,1,1,inf,1.0
s__Nevskia_ramosa--RS_GCF_000420645.1,Phz_genes,0,2,1,1,0.0,1.0
s__Kibdelosporangium_phytohabitans--RS_GCF_001302585.1,Phz_genes,2,0,5,0,,1.0
s__Streptomyces_lincolnensis--RS_GCF_001685355.1,Phz_genes,2,0,4,0,,1.0
s__Streptomyces_californicus--RS_GCF_000717645.1,Phz_genes,2,1,2,7,7.0,0.2363636363636364
s__Rossellomorea_marisflavi_A--RS_GCF_009806575.1,Phz_genes,1,1,2,0,0.0,1.0
s__Pseudomonas_E_sp012935755--RS_GCF_012935755.1,Phz_genes,7,0,3,0,,1.0
s__Centipeda_timonae--RS_GCF_014250475.1,Phz_genes,0,2,2,0,0.0,0.3333333333333333
s__Pseudomonas_E_edaphica--RS_GCF_005863185.1,Phz_genes,1,1,3,0,0.0,0.4000000000000001
s__Flavobacterium_sp001027725--RS_GCF_020911925.1,Phz_genes,3,0,3,0,,1.0
s__Halomonas_campaniensis--RS_GCF_014193375.1,Phz_genes,1,1,2,0,0.0,1.0
s__Nesterenkonia_sandarakina--RS_GCF_013410215.1,Phz_genes,1,1,1,1,1.0,1.0
s__Rhizobium_sp900469475--GB_GCA_900469475.1,Phz_genes,2,1,2,2,2.0,1.0
s__Rufibacter_sp017916365--RS_GCF_017916365.1,Phz_genes,2,0,3,0,,1.0
s__Crossiella_sp023094165--RS_GCF_023094165.1,Phz_genes,3,0,3,0,,1.0
s__Ruegeria_sp013112245--RS_GCF_013112245.1,Phz_genes,1,2,1,2,1.0,1.0
s__Neorhizobium_sp900471605--GB_GCA_900471605.1,Phz_genes,2,0,5,0,,1.0
s__40CM-4-68-19_sp005879805--GB_GCA_005879805.1,Phz_genes,0,2,0,2,,1.0
s__Alteromonas_sp009811495--RS_GCF_016756315.1,Phz_genes,2,0,0,3,inf,0.10000000000000002
s__Enterococcus_D_innesii--GB_GCA_018982785.1,Phz_genes,0,3,1,6,0.0,1.0
s__UBA11889_sp002313255--GB_GCA_002313255.1,Phz_genes,0,2,1,1,0.0,1.0
s__Phenylobacterium_sp001824475--GB_GCA_001824475.1,Phz_genes,1,1,1,5,5.0,0.46428571428571425
s__Variovorax_sp001899795--RS_GCF_022009635.1,Phz_genes,3,1,6,1,0.5,1.0
s__Profundibacter_sp002732995--GB_GCA_002732995.1,Phz_genes,1,1,1,1,1.0,1.0
s__Streptomyces_spectabilis--RS_GCF_008704795.1,Phz_genes,4,0,5,7,inf,0.08846153846153845
s__Flavobacterium_salmonis--RS_GCF_903819435.1,Phz_genes,2,1,3,0,0.0,1.0
s__Pseudosulfitobacter_pseudonitzschiae--RS_GCF_900129395.1,Phz_genes,2,0,2,2,inf,0.4666666666666667
s__Streptomyces_typhae--RS_GCF_009755605.1,Phz_genes,2,0,5,1,inf,1.0
s__Sulfotelmatobacter_sp003134655--GB_GCA_003134655.1,Phz_genes,2,0,2,1,inf,1.0
s__Fen-1301_sp003141435--GB_GCA_003141435.1,Phz_genes,0,2,2,0,0.0,0.3333333333333333
s__QQVD01_sp003388555--GB_GCA_003388555.1,Phz_genes,2,0,3,0,,1.0
s__Flavonifractor_plautii--RS_GCF_000239295.1,Phz_genes,1,1,3,7,2.333,1.0
s__CAIMFV01_sp903874895--GB_GCA_903874895.1,Phz_genes,0,2,2,3,0.0,1.0
s__Lawsonibacter_pullicola--RS_GCF_002160305.1,Phz_genes,1,3,0,7,inf,0.3636363636363637
s__Xanthomonas_A_sontii--RS_GCF_008119715.1,Phz_genes,2,2,1,2,2.0,1.0
s__Stenotrophomonas_maltophilia--RS_GCF_900186865.1,Phz_genes,2,4,2,22,5.5,0.16912972085385877
s__Pseudomonas_E_sp002304225--RS_GCF_002304225.1,Phz_genes,0,2,0,3,,1.0
s__Pseudoxanthomonas_A_japonensis--RS_GCF_010093445.1,Phz_genes,2,0,3,5,inf,0.44444444444444453
s__Mycobacterium_smegmatis--RS_GCF_001457595.1,Phz_genes,3,2,3,2,1.0,1.0
s__JAIBJL01_sp020029545--GB_GCA_020029545.1,Phz_genes,2,1,0,4,inf,0.14285714285714288
s__Nocardioides_allogilvus--RS_GCF_003047285.1,Phz_genes,1,1,1,6,6.0,0.4166666666666667
s__NCEH01_sp002257205--GB_GCA_002257205.1,Phz_genes,2,2,3,5,1.667,1.0
s__Streptomyces_flaveus--RS_GCF_014647675.1,Phz_genes,2,4,5,4,0.4,0.6083916083916086
s__Pectobacterium_aquaticum--RS_GCF_003382565.3,Phz_genes,1,1,2,0,0.0,1.0
s__Geothrix_sp022808815--RS_GCF_022808815.1,Phz_genes,0,2,1,1,0.0,1.0
s__Legionella_shakespearei--RS_GCF_000373765.1,Phz_genes,2,0,2,0,,1.0
s__Streptomyces_sp004353505--RS_GCF_004353505.1,Phz_genes,2,0,3,0,,1.0
s__Duganella_margarita--RS_GCF_009857535.1,Phz_genes,2,1,4,0,0.0,0.42857142857142855
s__Streptococcus_salivarius--RS_GCF_000785515.1,Phz_genes,0,3,3,8,0.0,1.0
s__Stenotrophomonas_sp003086775--RS_GCF_003086775.1,Phz_genes,2,0,2,1,inf,1.0
s__Lacrimispora_sp015057715--GB_GCA_015057715.1,Phz_genes,1,1,2,5,2.5,1.0
s__Udaeobacter_sp003219415--GB_GCA_003219415.1,Phz_genes,0,2,0,3,,1.0
s__Aliivibrio_fischeri--RS_GCF_023983475.1,Phz_genes,0,2,1,1,0.0,1.0
s__Sorangium_cellulosum_D--RS_GCF_000418325.1,Phz_genes,2,1,3,0,0.0,1.0
s__Bradyrhizobium_yuanmingense--RS_GCF_900094575.1,Phz_genes,3,2,3,5,2.5,0.5920745920745922
s__Streptomyces_decoyicus--RS_GCF_019880305.1,Phz_genes,2,2,6,3,0.5,1.0
s__Acinetobacter_lactucae--RS_GCF_001605885.1,Phz_genes,2,1,4,4,2.0,1.0
s__Nocardia_jiangxiensis--RS_GCF_000308615.1,Phz_genes,1,1,2,0,0.0,1.0
s__Actinomadura_B_viridilutea--GB_GCA_003001795.1,Phz_genes,2,0,3,0,,1.0
s__Fibrella_algicola--RS_GCF_011742925.1,Phz_genes,2,0,2,2,inf,0.4666666666666667
s__Streptomyces_tsukubensis--RS_GCF_003932715.1,Phz_genes,3,0,3,0,,1.0
s__Streptomyces_sp006088715--RS_GCF_006088715.1,Phz_genes,4,2,7,3,0.857,1.0
s__Saccharopolyspora_pogona--RS_GCF_014697215.1,Phz_genes,3,2,4,1,0.375,1.0
s__Saccharospirillum_mangrovi--RS_GCF_003367315.1,Phz_genes,2,0,2,0,,1.0
s__Thermobifida_halotolerans--RS_GCF_003574835.2,Phz_genes,2,2,2,0,0.0,0.4666666666666667
s__Chelativorans_multitrophicus--RS_GCF_011317445.1,Phz_genes,2,0,3,0,,1.0
s__Bacillus_A_proteolyticus--RS_GCF_001884065.1,Phz_genes,1,2,2,3,0.75,1.0
s__Mesorhizobium_sp020164955--RS_GCF_020164955.1,Phz_genes,2,0,3,2,inf,1.0
s__Streptomyces_monashensis--RS_GCF_001866665.1,Phz_genes,2,0,2,2,inf,0.4666666666666667
s__Geobacillus_proteiniphilus--RS_GCF_001908025.1,Phz_genes,1,1,3,3,1.0,1.0
s__Agrobacterium_sp900473205--GB_GCA_900473205.1,Phz_genes,2,0,3,0,,1.0
s__Palsa-465_sp003165655--GB_GCA_003165655.1,Phz_genes,1,3,1,4,1.333,1.0
s__Proteus_sp001722135--GB_GCA_001722135.1,Phz_genes,2,0,2,0,,1.0
s__UBA2922_sp900313925--GB_GCA_900313925.1,Phz_genes,1,1,3,0,0.0,0.4000000000000001
s__CAIUPE01_sp903877935--GB_GCA_903877935.1,Phz_genes,1,2,1,4,2.0,1.0
s__CAITYE01_sp903896535--GB_GCA_903896535.1,Phz_genes,1,4,2,1,0.125,0.46428571428571436
s__Pusillimonas_A_sp002384935--GB_GCA_002384935.1,Phz_genes,3,0,1,7,inf,0.02424242424242424
s__UBA9554_sp003512825--GB_GCA_003512825.1,Phz_genes,0,2,0,2,,1.0
s__Runella_defluvii--RS_GCF_014195535.1,Phz_genes,2,1,2,4,4.0,0.5238095238095238
s__Vibrio_casei--RS_GCF_002218025.2,Phz_genes,2,0,2,0,,1.0
s__Streptomyces_sp002224125--RS_GCF_002224125.1,Phz_genes,4,0,4,1,inf,1.0
s__UBA868_sp018672825--GB_GCA_018672825.1,Phz_genes,0,5,0,4,,1.0
s__Rhodanobacter_thiooxydans--RS_GCF_000264375.1,Phz_genes,2,0,2,4,inf,0.4285714285714286
s__Xanthomonas_vasicola--RS_GCF_000772705.2,Phz_genes,1,1,2,0,0.0,1.0
s__Enterococcus_wangshanyuanii--RS_GCF_002197645.1,Phz_genes,2,0,2,0,,1.0
s__Saccharibacillus_kuerlensis--RS_GCF_000378145.1,Phz_genes,2,0,3,0,,1.0
s__Lentzea_flava--RS_GCF_014648475.1,Phz_genes,2,0,4,0,,1.0
s__Streptomyces_nojiriensis--RS_GCF_017639205.1,Phz_genes,2,0,6,0,,1.0
s__Xanthomonas_hortorum_C--RS_GCF_024339125.1,Phz_genes,3,0,1,1,inf,0.4000000000000001
s__Paenibacillus_sp000758585--RS_GCF_000758585.1,Phz_genes,2,0,4,0,,1.0
s__Xanthomonas_cucurbitae--RS_GCF_002939885.1,Phz_genes,2,0,0,2,inf,0.3333333333333333
s__Streptomyces_sp002846625--RS_GCF_012273535.1,Phz_genes,0,8,12,12,0.0,0.013529277544850402
s__Stenotrophomonas_sp014621775--RS_GCF_014621775.1,Phz_genes,2,0,2,0,,1.0
s__Amycolatopsis_sp003947415--RS_GCF_003947415.1,Phz_genes,2,0,2,0,,1.0
s__Streptomyces_spiroverticillatus--GB_GCA_014650415.1,Phz_genes,7,0,6,0,,1.0
s__Caecibacter_massiliensis--GB_GCA_900095875.1,Phz_genes,1,1,2,2,1.0,1.0
s__RUG11894_sp902773665--GB_GCA_902773665.1,Phz_genes,0,4,0,3,,1.0
s__Chryseobacterium_flavum--RS_GCF_003385595.1,Phz_genes,2,0,2,1,inf,1.0
s__Acetobacterium_wieringae--RS_GCF_001766835.1,Phz_genes,0,2,2,2,0.0,0.4666666666666667
s__Pyramidobacter_sp017940445--GB_GCA_017940445.1,Phz_genes,2,1,1,8,16.0,0.1272727272727273
s__Burkholderia_cenocepacia--RS_GCF_900446215.1,Phz_genes,2,2,3,22,7.333,0.1265209885899541
s__Allorhizobium_sp001724035--RS_GCF_016806065.1,Phz_genes,2,0,1,2,inf,0.4000000000000001
s__Pseudonocardia_autotrophica--RS_GCF_003945385.1,Phz_genes,2,0,5,0,,1.0
s__Methylogaea_oryzae--RS_GCF_019669985.1,Phz_genes,0,2,1,2,0.0,1.0
s__Nocardia_coubleae--RS_GCF_001612805.1,Phz_genes,2,0,2,0,,1.0
s__Nocardia_yamanashiensis--RS_GCF_001613325.1,Phz_genes,2,1,3,0,0.0,1.0
s__Bradyrhizobium_sp018736105--RS_GCF_018736105.1,Phz_genes,2,0,2,1,inf,1.0
s__Flavobacterium_sediminilitoris--RS_GCF_023008245.1,Phz_genes,0,2,2,0,0.0,0.3333333333333333
s__Pseudoxanthomonas_daejeonensis--RS_GCF_010093205.1,Phz_genes,2,0,2,0,,1.0
s__Pseudomonas_E_costantinii--RS_GCF_001870435.1,Phz_genes,2,0,4,0,,1.0
s__Xenorhabdus_mauleonii--RS_GCF_900113945.1,Phz_genes,3,0,2,0,,1.0
s__Frankia_sp016786325--RS_GCF_016786325.1,Phz_genes,2,0,7,0,,1.0
s__Lysobacter_sp018612875--RS_GCF_018612875.1,Phz_genes,1,2,1,1,0.5,1.0
s__Streptomyces_sp003671715--RS_GCF_003671715.1,Phz_genes,2,0,4,2,inf,1.0
s__Clostridium_S_guangxiense--RS_GCF_021043395.1,Phz_genes,2,0,2,2,inf,0.4666666666666667
s__Bradyrhizobium_sp024199945--RS_GCF_024199945.1,Phz_genes,6,0,4,0,,1.0
s__Thalassobius_gelatinovorus--RS_GCF_001458355.1,Phz_genes,2,0,2,0,,1.0
s__Novosphingobium_sp903834285--GB_GCA_903834285.1,Phz_genes,1,1,2,1,0.5,1.0
s__Pseudomonas_E_fluorescens--RS_GCF_900215245.1,Phz_genes,2,0,4,2,inf,1.0
s__Stenotrophomonas_acidaminiphila_A--RS_GCF_002951995.1,Phz_genes,2,1,2,8,8.0,0.20279720279720279
s__Lysinibacillus_fusiformis_D--RS_GCF_002845985.1,Phz_genes,2,0,2,1,inf,1.0
s__Pseudomonas_E_lundensis--RS_GCF_001042985.1,Phz_genes,0,3,2,6,0.0,1.0
s__Moorena_producens--RS_GCF_000211815.1,Phz_genes,1,1,4,3,0.75,1.0
s__JACKOB01_sp024234575--GB_GCA_024234575.1,Phz_genes,2,0,3,0,,1.0
s__Paraburkholderia_phymatum--RS_GCF_000020045.1,Phz_genes,2,0,3,0,,1.0
s__Actinocatenispora_sera--RS_GCF_018324685.1,Phz_genes,3,0,3,0,,1.0
s__Nocardia_elegans--RS_GCF_001612845.1,Phz_genes,4,0,3,0,,1.0
s__Weissella_sagaensis--RS_GCF_005405285.1,Phz_genes,0,2,2,3,0.0,1.0
s__Methylobacterium_frigidaeris--RS_GCF_022179185.1,Phz_genes,1,3,3,4,0.444,1.0
s__Pseudoduganella_flava--RS_GCF_007830495.1,Phz_genes,2,0,4,0,,1.0
s__Enterobacter_chuandaensis--RS_GCF_003594915.1,Phz_genes,1,1,2,1,0.5,1.0
s__Pseudomonas_E_mohnii--RS_GCF_900105115.1,Phz_genes,1,1,3,7,2.333,1.0
s__Maribacter_stanieri--RS_GCF_900112245.1,Phz_genes,2,0,2,1,inf,1.0
s__Pseudomonas_E_sp003052515--RS_GCF_003052515.2,Phz_genes,2,0,3,0,,1.0
s__Microbacterium_sp000411455--RS_GCF_000411455.1,Phz_genes,0,3,2,3,0.0,0.4642857142857143
s__Rhodopila_sp903932145--GB_GCA_903932145.1,Phz_genes,3,0,1,2,inf,0.4000000000000001
s__Planococcus_glaciei--RS_GCF_900099655.1,Phz_genes,1,1,3,3,1.0,1.0
s__Pacificispira_sp017792345--GB_GCA_017792345.1,Phz_genes,3,0,1,1,inf,0.4000000000000001
s__Pseudemcibacter_sp002390425--GB_GCA_002390425.1,Phz_genes,1,1,1,1,1.0,1.0
s__ZC4RG30_sp016720075--GB_GCA_016720075.1,Phz_genes,2,0,1,4,inf,0.14285714285714288
s__Bosea_sp001898115--GB_GCA_001898115.1,Phz_genes,3,0,5,0,,1.0
s__Tahibacter_sp001725155--GB_GCA_001725155.1,Phz_genes,2,0,6,0,,1.0
s__CAITKP01_sp018824305--GB_GCA_018824305.1,Phz_genes,2,0,4,0,,1.0
s__Ga0077555_sp001464755--GB_GCA_001464755.1,Phz_genes,2,0,4,1,inf,1.0
s__Actinoplanes_sp900119315--RS_GCF_900119315.1,Phz_genes,4,0,4,0,,1.0
s__WH-5701_sp000153045--RS_GCF_000153045.1,Phz_genes,0,2,1,1,0.0,1.0
s__Variovorax_sp003019815--RS_GCF_003019815.1,Phz_genes,3,0,4,2,inf,0.5
s__Streptomyces_roseifaciens--RS_GCF_001445655.1,Phz_genes,1,5,3,4,0.267,0.5594405594405595
s__Microbispora_sp014161445--RS_GCF_014161445.1,Phz_genes,2,0,3,1,inf,1.0
s__Streptomyces_flavotricini--RS_GCF_020639365.1,Phz_genes,3,1,5,1,0.6,1.0
s__Aquitalea_sp003693445--RS_GCF_003693445.1,Phz_genes,2,0,2,0,,1.0
s__Agrobacterium_bohemicum--RS_GCF_002896715.1,Phz_genes,2,0,3,0,,1.0
s__Fen-1298_sp003142475--GB_GCA_003142475.1,Phz_genes,2,0,0,4,inf,0.06666666666666667
s__Mesorhizobium_sp004017275--GB_GCA_004017275.1,Phz_genes,2,0,3,4,inf,0.4444444444444444
s__Pseudomonas_E_frederiksbergensis_J--RS_GCF_001952935.1,Phz_genes,1,1,4,0,0.0,0.3333333333333333
s__Salmonella_enterica--RS_GCF_000006945.2,Phz_genes,0,8,1,57,0.0,1.0
s__Citrobacter_freundii--RS_GCF_011064845.1,Phz_genes,2,11,1,11,2.0,1.0
s__CAG-238_sp900551415--GB_GCA_900551415.1,Phz_genes,1,1,0,7,inf,0.2222222222222222
s__UMGS1696_sp902778205--GB_GCA_902778205.1,Phz_genes,0,2,1,3,0.0,1.0
s__Dysosmobacter_sp017469475--GB_GCA_017469475.1,Phz_genes,0,2,0,3,,1.0
s__UBA4615_sp903831925--GB_GCA_903831925.1,Phz_genes,4,0,1,1,inf,0.3333333333333333
s__Enterobacter_huaxiensis--RS_GCF_003594935.2,Phz_genes,3,0,1,1,inf,0.4000000000000001
s__Pseudomonas_E_rhodesiae--RS_GCF_007858255.1,Phz_genes,2,2,3,7,2.333,0.5804195804195804
s__Vescimonas_sp002438575--GB_GCA_002438575.1,Phz_genes,1,2,1,4,2.0,1.0
s__N075bin58_sp004356825--GB_GCA_004356825.1,Phz_genes,0,2,0,2,,1.0
s__LFER01_sp001510135--GB_GCA_001510135.1,Phz_genes,1,1,1,2,2.0,1.0
s__Flectobacillus_sp009905545--RS_GCF_009905545.1,Phz_genes,2,0,3,0,,1.0
s__Hymenobacter_negativus_A--RS_GCF_016056375.1,Phz_genes,2,0,2,1,inf,1.0
s__Streptomyces_chrestomyceticus--RS_GCF_003865135.1,Phz_genes,2,0,6,0,,1.0
s__Ralstonia_pickettii--RS_GCF_016466415.2,Phz_genes,2,1,4,8,4.0,0.5252747252747252
s__Pseudomonas_E_migulae--RS_GCF_002091715.1,Phz_genes,2,0,4,1,inf,1.0
s__Mycobacterium_agri--RS_GCF_002553505.1,Phz_genes,3,0,2,0,,1.0
s__Variovorax_sp900106655--RS_GCF_024734665.1,Phz_genes,3,3,4,0,0.0,0.19999999999999998
s__Enterovibrio_nigricans--RS_GCF_900167155.1,Phz_genes,0,2,2,0,0.0,0.3333333333333333
s__Roseococcus_suduntuyensis--RS_GCF_014196305.1,Phz_genes,3,0,2,0,,1.0
s__Cohnella_thailandensis--RS_GCF_014212135.1,Phz_genes,2,0,4,0,,1.0
s__Telluria_sp018119395--RS_GCF_018119395.1,Phz_genes,2,0,3,0,,1.0
s__Actinoplanes_caeruleus--RS_GCF_003751945.1,Phz_genes,4,0,5,0,,1.0
s__Aeromonas_dhakensis--RS_GCF_000820305.1,Phz_genes,2,3,2,5,1.667,1.0
s__CAIKVZ01_sp903830985--GB_GCA_903830985.1,Phz_genes,0,3,3,2,0.0,0.19642857142857142
s__UBA9662_sp012963885--GB_GCA_012963885.1,Phz_genes,1,1,1,2,2.0,1.0
s__Sphingomonas_sp005503355--RS_GCF_005503355.1,Phz_genes,2,0,5,3,inf,1.0
s__Afipia_birgiae--RS_GCF_000308295.2,Phz_genes,2,1,2,5,5.0,0.5
s__Alicyclobacillus_H_macrosporangiidus_B--RS_GCF_000702485.1,Phz_genes,1,2,1,5,2.5,1.0
s__Serratia_A_sp000633355--RS_GCF_000633355.1,Phz_genes,2,0,3,0,,1.0
s__Flavobacterium_sp903469665--RS_GCF_903469665.1,Phz_genes,3,0,3,0,,1.0
s__Mixta_alhagi--RS_GCF_002101395.1,Phz_genes,1,1,3,0,0.0,0.4000000000000001
s__Bradyrhizobium_altum--RS_GCF_020889705.1,Phz_genes,3,0,2,1,inf,1.0
s__Pseudomonas_E_mandelii_B--RS_GCF_002251635.1,Phz_genes,2,0,3,1,inf,1.0
s__Streptomyces_benahoarensis--RS_GCF_007280575.1,Phz_genes,2,0,4,0,,1.0
s__Ruegeria_arenilitoris_A--RS_GCF_013035425.1,Phz_genes,1,1,1,2,2.0,1.0
s__Ensifer_A_sp900467685--GB_GCA_900467685.1,Phz_genes,2,0,3,0,,1.0
s__Vescimonas_sp900555735--GB_GCA_900555735.1,Phz_genes,1,2,1,2,1.0,1.0
s__CAG-103_sp900317855--GB_GCA_900317855.1,Phz_genes,0,2,6,16,0.0,1.0
s__CAILUG01_sp903837345--GB_GCA_903837345.1,Phz_genes,1,1,2,3,1.5,1.0
s__Antarctobacter_heliothermus_B--RS_GCF_002237555.1,Phz_genes,2,0,2,3,inf,0.4285714285714286
s__Stenotrophomonas_nematodicola--RS_GCF_009467805.1,Phz_genes,2,0,1,4,inf,0.14285714285714288
s__SZUA-584_sp023391105--GB_GCA_023391105.1,Phz_genes,0,2,2,5,0.0,1.0
s__Sedimentibacter_sp023425285--GB_GCA_023425285.1,Phz_genes,0,2,2,0,0.0,0.3333333333333333
s__Ruminococcus_sp017961625--GB_GCA_017961625.1,Phz_genes,0,2,0,2,,1.0
s__Enterobacter_bugandensis--RS_GCF_900324475.1,Phz_genes,2,1,2,3,3.0,1.0
s__Streptomyces_speibonae--GB_GCA_000715605.1,Phz_genes,3,0,5,0,,1.0
s__Deinococcus_metallilatus--RS_GCF_004758605.1,Phz_genes,2,0,7,0,,1.0
s__Streptomyces_fildesensis--RS_GCF_016107395.1,Phz_genes,4,4,5,4,0.8,1.0
s__Bradyrhizobium_sp011602485--RS_GCF_011602485.1,Phz_genes,2,2,4,0,0.0,0.42857142857142855
s__Bacillus_I_endophytica--RS_GCF_900115845.1,Phz_genes,1,6,3,6,0.333,0.5846153846153845
s__Litoribacter_ruber--RS_GCF_018500185.1,Phz_genes,2,0,2,0,,1.0
s__Acinetobacter_nosocomialis--RS_GCF_000368085.1,Phz_genes,2,1,3,23,15.333,0.06841817186644773
s__Bacillus_licheniformis--RS_GCF_000011645.1,Phz_genes,1,3,3,7,0.778,1.0
s__Enterocloster_citroniae--RS_GCF_000233455.1,Phz_genes,1,1,1,1,1.0,1.0
s__GCA-002717915_sp002717915--GB_GCA_002717915.1,Phz_genes,0,2,0,3,,1.0
s__Mixta_calida--RS_GCF_002953215.1,Phz_genes,1,1,3,1,0.333,1.0
s__Desulfovibrio_sp002369295--GB_GCA_002369295.1,Phz_genes,0,2,0,7,,1.0
s__UBA3871_sp002392265--GB_GCA_002392265.1,Phz_genes,1,1,0,4,inf,0.3333333333333333
s__Bacillus_A_cereus--RS_GCF_000007825.1,Phz_genes,2,3,4,9,1.5,1.0
s__JCVI-SCAAA005_sp002683655--GB_GCA_002683655.1,Phz_genes,0,2,1,1,0.0,1.0
s__JABHVE01_sp018658465--GB_GCA_018658465.1,Phz_genes,0,2,1,3,0.0,1.0
s__Mycobacterium_hippocampi_A--RS_GCF_013390125.1,Phz_genes,2,0,4,1,inf,1.0
s__Bacillus_A_toyonensis--RS_GCF_000496285.1,Phz_genes,1,2,3,11,1.833,1.0
s__Nocardiopsis_kunsanensis--RS_GCF_000340965.1,Phz_genes,2,1,3,0,0.0,1.0
s__Paenibacillus_sp001955535--RS_GCF_001955535.1,Phz_genes,0,2,4,4,0.0,0.4666666666666668
s__Roseomonas_B_alkaliterrae--RS_GCF_014199195.1,Phz_genes,3,0,1,4,inf,0.14285714285714288
s__Bradyrhizobium_sp023073715--RS_GCF_023073715.1,Phz_genes,3,0,4,0,,1.0
s__Bradyrhizobium_sp018130065--RS_GCF_018130065.1,Phz_genes,3,0,3,2,inf,0.4642857142857143
s__Bradyrhizobium_nanningense--RS_GCF_004114535.1,Phz_genes,3,0,4,0,,1.0
