sdt_sample_name	sdt_community_name	genus	phylum	read_count
GW057-10-1-8-13	GW057-10-1-8-13 10 micron filter	Terrimicrobium	Verrucomicrobiota	23.0
GW089-62-1-7-13	GW089-62-1-7-13 0.2 micron filter	Ferrovibrio	Proteobacteria	377.0
GW345-51-11-27-12	GW345-51-11-27-12 10 micron filter	Burkholderia-Caballeronia-Paraburkholderia	Proteobacteria	16.0
GW314-97-2-19-13	GW314-97-2-19-13 10 micron filter	Pelolinea	Chloroflexi	5.0
GW715-65-2-12-13	GW715-65-2-12-13 10 micron filter	Dadabacteriales	Dadabacteria	5.0
FW511-61-11-26-12	FW511-61-11-26-12 10 micron filter	Ellin6067	Proteobacteria	51.0
GW056-87-1-8-13	GW056-87-1-8-13 10 micron filter	AKIW659	Acidobacteriota	10.0
FW603-55-12-3-12	FW603-55-12-3-12 10 micron filter	Marinicaulis	Proteobacteria	5.0
GW641-30-1-23-13	GW641-30-1-23-13 10 micron filter	SAR324_clade(Marine_group_B)	SAR324_clade(Marine_group_B)	18.0
GW228-12-2-4-13	GW228-12-2-4-13 0.2 micron filter	Methylobacter	Proteobacteria	7.0
GW631-98-12-11-12	GW631-98-12-11-12 10 micron filter	Candidatus_Nitrosotalea	Crenarchaeota	8.0
GW125-85-2-20-13	GW125-85-2-20-13 10 micron filter	Sumerlaea	Sumerlaeota	14.0
GW706-96-12-17-12	GW706-96-12-17-12 10 micron filter	Rhodopseudomonas	Proteobacteria	381.0
GW246-1-11-26-12	GW246-1-11-26-12 10 micron filter	SHA-26	Chloroflexi	2.0
GW223-39-1-8-13	GW223-39-1-8-13 0.2 micron filter	Iamia	Actinobacteriota	5.0
GW754-40-1-7-13	GW754-40-1-7-13 0.2 micron filter	Subgroup_13	Acidobacteriota	14.0
GW753-79-1-7-13	GW753-79-1-7-13 0.2 micron filter	Methyloversatilis	Proteobacteria	21.0
GW122-78-11-14-12	GW122-78-11-14-12 10 micron filter	Ellin517	Verrucomicrobiota	5.0
GW385-80-2-18-13	GW385-80-2-18-13 0.2 micron filter	Rhodococcus	Actinobacteriota	52.0
FW109-2-7-25-12	FW109-2-7-25-12 0.2 micron filter	UTCFX1	Chloroflexi	35.0
GW346-47-11-27-12	GW346-47-11-27-12 10 micron filter	Pseudolabrys	Proteobacteria	8.0
FW021-7-26-12	FW021-7-26-12 10 micron filter	MND1	Proteobacteria	2.0
GW346-47-11-27-12	GW346-47-11-27-12 0.2 micron filter	Pedomicrobium	Proteobacteria	6.0
FW602-2-26-2-11-28-12	FW602-2-26-2-11-28-12 10 micron filter	Thiobacillus	Proteobacteria	36.0
GW764-23-1-11-13	GW764-23-1-11-13 10 micron filter	Denitratisoma	Proteobacteria	16.0
GW228-12-2-4-13	GW228-12-2-4-13 10 micron filter	Incertae_Sedis	Desulfobacterota	8.0
FW301-7-25-12	FW301-7-25-12 0.2 micron filter	Trichlorobacter	Desulfobacterota	88.0
GW754-40-1-7-13	GW754-40-1-7-13 10 micron filter	Marininema	Firmicutes	4.0
FW511-61-11-26-12	FW511-61-11-26-12 0.2 micron filter	Candidatus_Nitrotoga	Proteobacteria	1102.0
GW537-24-11-26-12	GW537-24-11-26-12 0.2 micron filter	Sphingopyxis	Proteobacteria	10.0
GW928-54-2-11-13	GW928-54-2-11-13 10 micron filter	PLTA13	Proteobacteria	83.0
FW104-7-26-12	FW104-7-26-12 10 micron filter	Sterolibacterium	Proteobacteria	25.0
FW233-17-2-99-11-28-12	FW233-17-2-99-11-28-12 0.2 micron filter	Methylovirgula	Proteobacteria	10.0
GW271-66-2-18-13	GW271-66-2-18-13 0.2 micron filter	Pseudomonas	Proteobacteria	22.0
GW246-1-11-26-12	GW246-1-11-26-12 0.2 micron filter	uncultured	Bdellovibrionota	3.0
GW122-78-11-14-12	GW122-78-11-14-12 10 micron filter	HdN1	Proteobacteria	49.0
GW314-97-2-19-13	GW314-97-2-19-13 10 micron filter	Margulisbacteria	Margulisbacteria	15.0
GW705-9-2-21-13	GW705-9-2-21-13 10 micron filter	Methylocystis	Proteobacteria	44.0
GW350-74-2-12-13	GW350-74-2-12-13 10 micron filter	C86	Planctomycetota	3.0
GW101-11-13-12	GW101-11-13-12 0.2 micron filter	GW2011-GWA2-46-7	Patescibacteria	7.0
GW383-12-17-12	GW383-12-17-12 0.2 micron filter	Acetothermiia	Acetothermia	2.0
FW303-11-10-23-12	FW303-11-10-23-12 10 micron filter	JG30-KF-CM66	Chloroflexi	4.0
FW603-55-12-3-12	FW603-55-12-3-12 0.2 micron filter	Ketobacter	Proteobacteria	53.0
FW301-81-2-20-13	FW301-81-2-20-13 10 micron filter	Terrimicrobium	Verrucomicrobiota	11.0
DP16D-67-11-27-12	DP16D-67-11-27-12 0.2 micron filter	Z195MB87	Planctomycetota	2.0
GW086-25-12-3-12	GW086-25-12-3-12 10 micron filter	uncultured	Armatimonadota	4.0
GW123-93-11-14-12	GW123-93-11-14-12 10 micron filter	Acetobacterium	Firmicutes	58.0
FW510-26-11-26-12	FW510-26-11-26-12 10 micron filter	SBR1031	Chloroflexi	4.0
GW246-1-11-26-12	GW246-1-11-26-12 0.2 micron filter	BIrii41	Myxococcota	7.0
GW056-87-1-8-13	GW056-87-1-8-13 0.2 micron filter	A0839	Proteobacteria	9.0
FW300-59-10-19-12	FW300-59-10-19-12 0.2 micron filter	Gracilibacteria	Patescibacteria	5.0
GW122-78-11-14-12	GW122-78-11-14-12 10 micron filter	Conexibacter	Actinobacteriota	21.0
GW765-77-1-11-13	GW765-77-1-11-13 10 micron filter	Subgroup_12	Acidobacteriota	9.0
GW654-0-1-7-13	GW654-0-1-7-13 0.2 micron filter	Candidatus_Ryanbacteria	Patescibacteria	3.0
GW714-34-2-12-13	GW714-34-2-12-13 10 micron filter	Candidatus_Protochlamydia	Verrucomicrobiota	5.0
GW621-21-12-17-12	GW621-21-12-17-12 10 micron filter	Candidatus_Methylomirabilis	Methylomirabilota	56.0
GW066-71-2-20-13	GW066-71-2-20-13 10 micron filter	Rickettsiella	Proteobacteria	9.0
FW109-1-7-25-12	FW109-1-7-25-12 10 micron filter	Hyphomicrobium	Proteobacteria	323.0
GW753-79-1-7-13	GW753-79-1-7-13 0.2 micron filter	Candidatus_Paracaedibacter	Proteobacteria	10.0
GW151-12-12-12	GW151-12-12-12 10 micron filter	Zixibacteria	Zixibacteria	27.0
GW761-29-1-28-13	GW761-29-1-28-13 10 micron filter	Ellin517	Verrucomicrobiota	7.0
GW101-11-13-12	GW101-11-13-12 10 micron filter	Brevundimonas	Proteobacteria	20.0
GW754-40-1-7-13	GW754-40-1-7-13 10 micron filter	Devosia	Proteobacteria	17.0
GW246-1-11-26-12	GW246-1-11-26-12 10 micron filter	uncultured	Nitrospirota	4.0
GW750-28-12-12-12	GW750-28-12-12-12 10 micron filter	ADurb.Bin063-1	Verrucomicrobiota	10.0
GW101-7-26-12	GW101-7-26-12 10 micron filter	FW22	Chloroflexi	18.0
GW531-83-11-28-12	GW531-83-11-28-12 10 micron filter	Terrimonas	Bacteroidota	15.0
GW383-12-17-12	GW383-12-17-12 0.2 micron filter	Ramlibacter	Proteobacteria	49.0
GW737-12-12-12	GW737-12-12-12 0.2 micron filter	Nitrosopumilaceae	Crenarchaeota	7.0
GW773-35-2-4-13	GW773-35-2-4-13 10 micron filter	DEV114	Verrucomicrobiota	11.0
GW779-8-2-18-13	GW779-8-2-18-13 10 micron filter	Sphingopyxis	Proteobacteria	37.0
GW750-28-12-12-12	GW750-28-12-12-12 10 micron filter	Thermoanaerobaculum	Acidobacteriota	29.0
GW190-22-12-11-12	GW190-22-12-11-12 10 micron filter	ADurb.Bin118	Verrucomicrobiota	5.0
FW303-11-10-23-12	FW303-11-10-23-12 0.2 micron filter	mle1-7	Proteobacteria	25.0
GW101-7-26-12	GW101-7-26-12 0.2 micron filter	Brevundimonas	Proteobacteria	13.0
GW271-66-2-18-13	GW271-66-2-18-13 10 micron filter	uncultured	Spirochaetota	3.0
GW737-12-12-12	GW737-12-12-12 0.2 micron filter	Bryobacter	Acidobacteriota	13.0
FW104-67-11-14-12	FW104-67-11-14-12 10 micron filter	Turneriella	Spirochaetota	35.0
GW066-71-2-20-13	GW066-71-2-20-13 10 micron filter	Subgroup_10	Acidobacteriota	60.0
GW754-40-1-7-13	GW754-40-1-7-13 0.2 micron filter	Candidatus_Wolfebacteria	Patescibacteria	3.0
GW779-8-2-18-13	GW779-8-2-18-13 0.2 micron filter	KD4-96	Chloroflexi	12.0
FW410-28-46-11-13-12	FW410-28-46-11-13-12 10 micron filter	Sinomonas	Actinobacteriota	12.0
GW247-7-11-14-12	GW247-7-11-14-12 0.2 micron filter	Solimonas	Proteobacteria	2.0
GW636-32-1-28-13	GW636-32-1-28-13 0.2 micron filter	Ruminiclostridium	Firmicutes	4.0
FW603-55-12-3-12	FW603-55-12-3-12 0.2 micron filter	Marine_Benthic_Group_D_and_DHVEG-1	Thermoplasmatota	9.0
GW621-21-12-17-12	GW621-21-12-17-12 10 micron filter	Puia	Bacteroidota	34.0
GW066-71-2-20-13	GW066-71-2-20-13 0.2 micron filter	TRA3-20	Proteobacteria	151.0
FW603-55-12-3-12	FW603-55-12-3-12 0.2 micron filter	uncultured	Armatimonadota	5.0
GW246-1-11-26-12	GW246-1-11-26-12 0.2 micron filter	Micropepsis	Proteobacteria	20.0
GW115-2-11-26-12	GW115-2-11-26-12 0.2 micron filter	GIF9	Chloroflexi	45.0
FW303-11-10-23-12	FW303-11-10-23-12 10 micron filter	Bacteroidetes_BD2-2	Bacteroidota	5.0
TPB16-7-26-12	TPB16-7-26-12 10 micron filter	TPD-58	Acidobacteriota	4.0
FW301-81-2-20-13	FW301-81-2-20-13 10 micron filter	Methyloferula	Proteobacteria	9.0
GW800-12-12-12	GW800-12-12-12 0.2 micron filter	Bradyrhizobium	Proteobacteria	64.0
GW086-25-12-3-12	GW086-25-12-3-12 10 micron filter	Chryseolinea	Bacteroidota	5.0
GW162-37-2-19-13	GW162-37-2-19-13 0.2 micron filter	WPS-2	WPS-2	47.0
GW737-12-12-12	GW737-12-12-12 0.2 micron filter	Candidatus_Amesbacteria	Patescibacteria	8.0
GW715-65-2-12-13	GW715-65-2-12-13 10 micron filter	PLTA13	Proteobacteria	43.0
GW246-1-11-26-12	GW246-1-11-26-12 10 micron filter	Schekmanbacteria	Schekmanbacteria	3.0
GW704-5-12-17-12	GW704-5-12-17-12 10 micron filter	SAR324_clade(Marine_group_B)	SAR324_clade(Marine_group_B)	21.0
FW410-28-46-11-13-12	FW410-28-46-11-13-12 10 micron filter	Methylocystis	Proteobacteria	38.0
GW220-50-12-12-12	GW220-50-12-12-12 10 micron filter	SC-I-84	Proteobacteria	8.0
GW737-12-12-12	GW737-12-12-12 10 micron filter	Micrarchaeales	Micrarchaeota	10.0
TPB16-7-26-12	TPB16-7-26-12 10 micron filter	OLB14	Chloroflexi	3.0
DP16D-67-11-27-12	DP16D-67-11-27-12 0.2 micron filter	Pedomicrobium	Proteobacteria	35.0
GW223-39-1-8-13	GW223-39-1-8-13 0.2 micron filter	Methyloversatilis	Proteobacteria	20.0
GW271-66-2-18-13	GW271-66-2-18-13 0.2 micron filter	Sh765B-TzT-35	Methylomirabilota	9.0
DP16D-67-11-27-12	DP16D-67-11-27-12 0.2 micron filter	Candidatus_Buchananbacteria	Patescibacteria	9.0
GW929-2-11-13	GW929-2-11-13 10 micron filter	Pseudoxanthobacter	Proteobacteria	28.0
FW303-11-10-23-12	FW303-11-10-23-12 10 micron filter	Sphingobium	Proteobacteria	11.0
GW383-12-17-12	GW383-12-17-12 10 micron filter	Rokubacteriales	Methylomirabilota	11.0
FW126-7-25-12	FW126-7-25-12 10 micron filter	GWA2-50-13	Planctomycetota	14.0
FW301-7-25-12	FW301-7-25-12 10 micron filter	Alkanibacter	Proteobacteria	4.0
GW921-86-1-28-13	GW921-86-1-28-13 10 micron filter	Caulobacter	Proteobacteria	243.0
GW105-12-11-12	GW105-12-11-12 0.2 micron filter	Candidatus_Lloydbacteria	Patescibacteria	2.0
GW363-94-1-22-13	GW363-94-1-22-13 0.2 micron filter	Vermiphilaceae	Dependentiae	13.0
GW057-10-1-8-13	GW057-10-1-8-13 10 micron filter	IMCC26134	Verrucomicrobiota	20.0
FW303-11-10-23-12	FW303-11-10-23-12 0.2 micron filter	Sulfuritalea	Proteobacteria	9.0
TPB16-81-11-28-12	TPB16-81-11-28-12 10 micron filter	Sericytochromatia	Cyanobacteria	15.0
PTMW02-4-12-11-12	PTMW02-4-12-11-12 10 micron filter	DEV008	Verrucomicrobiota	209.0
DP16D-67-11-27-12	DP16D-67-11-27-12 10 micron filter	uncultured	Armatimonadota	5.0
GW773-35-2-4-13	GW773-35-2-4-13 0.2 micron filter	Kapabacteriales	Bacteroidota	2.0
FW603-55-12-3-12	FW603-55-12-3-12 10 micron filter	Hyphomicrobium	Proteobacteria	46.0
GW804-13-2-11-13	GW804-13-2-11-13 10 micron filter	A0839	Proteobacteria	9.0
GW754-40-1-7-13	GW754-40-1-7-13 0.2 micron filter	Candidatus_Brocadia	Planctomycetota	3.0
GW641-30-1-23-13	GW641-30-1-23-13 0.2 micron filter	IMCC26256	Actinobacteriota	5.0
GW057-10-1-8-13	GW057-10-1-8-13 10 micron filter	Ferribacterium	Proteobacteria	71.0
GW641-30-1-23-13	GW641-30-1-23-13 10 micron filter	Mycobacterium	Actinobacteriota	42.0
GW537-24-11-26-12	GW537-24-11-26-12 0.2 micron filter	PAUC26f	Acidobacteriota	7.0
GW803-31-1-23-13	GW803-31-1-23-13 10 micron filter	Candidatus_Captivus	Proteobacteria	12.0
FW109-35-61-11-14-12	FW109-35-61-11-14-12 0.2 micron filter	WPS-2	WPS-2	32.0
GW773-35-2-4-13	GW773-35-2-4-13 10 micron filter	Flavitalea	Bacteroidota	4.0
GW925-68-1-28-13	GW925-68-1-28-13 10 micron filter	Hydrogenedensaceae	Hydrogenedentes	36.0
GW101-7-26-12	GW101-7-26-12 10 micron filter	BMS9AB35	Nitrospirota	58.0
GW533-48-11-28-12	GW533-48-11-28-12 10 micron filter	Undibacterium	Proteobacteria	86.0
GW800-12-12-12	GW800-12-12-12 0.2 micron filter	Stenotrophomonas	Proteobacteria	66.0
GW921-86-1-28-13	GW921-86-1-28-13 0.2 micron filter	Cupriavidus	Proteobacteria	107.0
GW631-98-12-11-12	GW631-98-12-11-12 10 micron filter	Anaerolinea	Chloroflexi	4.0
GW127-16-11-26-12	GW127-16-11-26-12 10 micron filter	MSB-3C8	Bacteroidota	7.0
GW764-23-1-11-13	GW764-23-1-11-13 10 micron filter	Lysobacter	Proteobacteria	10.0
TPB16-7-26-12	TPB16-7-26-12 10 micron filter	Hydrocarboniphaga	Proteobacteria	4.0
GW151-12-12-12	GW151-12-12-12 0.2 micron filter	Chitinivorax	Proteobacteria	295.0
GW636-32-1-28-13	GW636-32-1-28-13 10 micron filter	Terrimonas	Bacteroidota	86.0
GW122-78-11-14-12	GW122-78-11-14-12 10 micron filter	pLW-20	Proteobacteria	21.0
GW101-11-13-12	GW101-11-13-12 10 micron filter	Candidatus_Captivus	Proteobacteria	15.0
GW220-50-12-12-12	GW220-50-12-12-12 10 micron filter	Hyphomicrobium	Proteobacteria	70.0
FW511-61-11-26-12	FW511-61-11-26-12 0.2 micron filter	AD3	Chloroflexi	23.0
GW755-69-1-8-13	GW755-69-1-8-13 10 micron filter	Pir4_lineage	Planctomycetota	2.0
GW151-12-12-12	GW151-12-12-12 10 micron filter	Rhodococcus	Actinobacteriota	46.0
TPB16-81-11-28-12	TPB16-81-11-28-12 10 micron filter	Margulisbacteria	Margulisbacteria	8.0
FW301-7-25-12	FW301-7-25-12 10 micron filter	mle1-7	Proteobacteria	103.0
GW385-80-2-18-13	GW385-80-2-18-13 10 micron filter	bacteriap25	Myxococcota	10.0
FW109-2-7-25-12	FW109-2-7-25-12 0.2 micron filter	Castellaniella	Proteobacteria	20.0
GW115-2-11-26-12	GW115-2-11-26-12 10 micron filter	Dysgonomonas	Bacteroidota	8.0
GW803-31-1-23-13	GW803-31-1-23-13 0.2 micron filter	Massilia	Proteobacteria	20.0
FW303-11-10-23-12	FW303-11-10-23-12 10 micron filter	Azoarcus	Proteobacteria	36.0
FW106-11-13-12	FW106-11-13-12 0.2 micron filter	Aquabacterium	Proteobacteria	179.0
GW921-86-1-28-13	GW921-86-1-28-13 10 micron filter	Candidatus_Kuenenia	Planctomycetota	29.0
FW106-11-13-12	FW106-11-13-12 10 micron filter	4-29-1	Nitrospirota	74.0
GW246-1-11-26-12	GW246-1-11-26-12 0.2 micron filter	Brochothrix	Firmicutes	4.0
GW350-74-2-12-13	GW350-74-2-12-13 10 micron filter	Acetothermiia	Acetothermia	4.0
GW162-37-2-19-13	GW162-37-2-19-13 10 micron filter	Bacillus	Firmicutes	14.0
GW271-66-2-18-13	GW271-66-2-18-13 0.2 micron filter	Massilia	Proteobacteria	106.0
FW303-11-10-23-12	FW303-11-10-23-12 0.2 micron filter	NKB15	NKB15	5.0
GW098-57-1-22-13	GW098-57-1-22-13 10 micron filter	A21b	Proteobacteria	6.0
FW301-7-25-12	FW301-7-25-12 0.2 micron filter	Geothrix	Acidobacteriota	183.0
FW603-55-12-3-12	FW603-55-12-3-12 10 micron filter	PAUC34f	PAUC34f	570.0
GW526-15-11-27-12	GW526-15-11-27-12 10 micron filter	Peptoniphilus	Firmicutes	4.0
GW271-66-2-18-13	GW271-66-2-18-13 0.2 micron filter	Candidatus_Berkiella	Proteobacteria	14.0
FW106-11-13-12	FW106-11-13-12 10 micron filter	S-BQ2-57_soil_group	Verrucomicrobiota	2.0
GW755-69-1-8-13	GW755-69-1-8-13 0.2 micron filter	Candidatus_Captivus	Proteobacteria	3.0
GW531-83-11-28-12	GW531-83-11-28-12 0.2 micron filter	DEV114	Verrucomicrobiota	303.0
GW127-16-11-26-12	GW127-16-11-26-12 0.2 micron filter	Sericytochromatia	Cyanobacteria	36.0
FW233-17-2-99-11-28-12	FW233-17-2-99-11-28-12 10 micron filter	Candidatus_Woesebacteria	Patescibacteria	5.0
GW694-33-12-3-12	GW694-33-12-3-12 10 micron filter	Desulfobulbus	Desulfobacterota	4.0
GW199-42-1-28-13	GW199-42-1-28-13 0.2 micron filter	Limnobacter	Proteobacteria	30.0
GW101-11-13-12	GW101-11-13-12 0.2 micron filter	Candidatus_Nitrotoga	Proteobacteria	304.0
FW602-2-26-2-11-28-12	FW602-2-26-2-11-28-12 0.2 micron filter	Eel-36e1D6	Myxococcota	2.0
GW089-62-1-7-13	GW089-62-1-7-13 10 micron filter	DEV114	Verrucomicrobiota	572.0
GW246-1-11-26-12	GW246-1-11-26-12 10 micron filter	Neochlamydia	Verrucomicrobiota	2.0
GW685-6-1-8-13	GW685-6-1-8-13 0.2 micron filter	Paenarthrobacter	Actinobacteriota	14.0
GW125-85-2-20-13	GW125-85-2-20-13 10 micron filter	S0134_terrestrial_group	Gemmatimonadota	36.0
GW928-54-2-11-13	GW928-54-2-11-13 0.2 micron filter	Pseudonocardia	Actinobacteriota	17.0
FW511-7-26-12	FW511-7-26-12 10 micron filter	Subgroup_17	Acidobacteriota	4.0
GW754-40-1-7-13	GW754-40-1-7-13 10 micron filter	Shewanella	Proteobacteria	4.0
FW303-11-10-23-12	FW303-11-10-23-12 10 micron filter	Desulfobulbus	Desulfobacterota	7.0
GW115-2-11-26-12	GW115-2-11-26-12 0.2 micron filter	Desulfomonile	Desulfobacterota	61.0
GW761-29-1-28-13	GW761-29-1-28-13 0.2 micron filter	Bradyrhizobium	Proteobacteria	353.0
GW122-78-11-14-12	GW122-78-11-14-12 10 micron filter	Caulobacter	Proteobacteria	62.0
GW804-13-2-11-13	GW804-13-2-11-13 10 micron filter	SR-FBR-L83	Bacteroidota	11.0
GW363-94-1-22-13	GW363-94-1-22-13 10 micron filter	SAR202_clade	Chloroflexi	4.0
GW101-7-26-12	GW101-7-26-12 10 micron filter	Poribacteria	Poribacteria	44.0
FW109-1-7-25-12	FW109-1-7-25-12 10 micron filter	Bradyrhizobium	Proteobacteria	74.0
GW246-1-11-26-12	GW246-1-11-26-12 0.2 micron filter	Nitrospira	Nitrospirota	9.0
GW056-87-1-8-13	GW056-87-1-8-13 10 micron filter	MidBa8	Myxococcota	6.0
GW283-43-1-29-13	GW283-43-1-29-13 0.2 micron filter	Hydrogenophaga	Proteobacteria	38.0
GW755-69-1-8-13	GW755-69-1-8-13 10 micron filter	SWB02	Proteobacteria	12.0
FW021-7-26-12	FW021-7-26-12 10 micron filter	Sulfuricurvum	Campilobacterota	9.0
GW271-66-2-18-13	GW271-66-2-18-13 10 micron filter	Candidatus_Wolfebacteria	Patescibacteria	2.0
GW737-12-12-12	GW737-12-12-12 10 micron filter	Firestonebacteria	Firestonebacteria	96.0
GW765-77-1-11-13	GW765-77-1-11-13 0.2 micron filter	Mycobacterium	Actinobacteriota	104.0
GW223-39-1-8-13	GW223-39-1-8-13 0.2 micron filter	Flavobacterium	Bacteroidota	36.0
GW929-2-11-13	GW929-2-11-13 10 micron filter	MVP-88	Elusimicrobiota	30.0
GW228-12-2-4-13	GW228-12-2-4-13 10 micron filter	Lysobacter	Proteobacteria	16.0
GW533-48-11-28-12	GW533-48-11-28-12 0.2 micron filter	uncultured	Chloroflexi	3.0
TPB16-7-26-12	TPB16-7-26-12 10 micron filter	Stenotrophobacter	Acidobacteriota	18.0
FW301-7-25-12	FW301-7-25-12 0.2 micron filter	053A03-B-DI-P58	Bdellovibrionota	5.0
GW283-43-1-29-13	GW283-43-1-29-13 0.2 micron filter	Candidatus_Methanoperedens	Halobacterota	9.0
GW658-63-1-23-13	GW658-63-1-23-13 10 micron filter	Pedosphaeraceae	Verrucomicrobiota	32.0
GW086-25-12-3-12	GW086-25-12-3-12 0.2 micron filter	AB1	Proteobacteria	2.0
FW303-11-2-20-13	FW303-11-2-20-13 0.2 micron filter	Rhodococcus	Actinobacteriota	54.0
GW641-30-1-23-13	GW641-30-1-23-13 10 micron filter	uncultured	Nitrospirota	2.0
GW736-14-12-3-12	GW736-14-12-3-12 10 micron filter	Nitrosarchaeum	Crenarchaeota	3.0
FW104-67-11-14-12	FW104-67-11-14-12 0.2 micron filter	Gracilibacteria	Patescibacteria	79.0
TPB16-81-11-28-12	TPB16-81-11-28-12 10 micron filter	PRD18C08	Verrucomicrobiota	26.0
FW303-11-10-23-12	FW303-11-10-23-12 0.2 micron filter	uncultured	Thermoplasmatota	3.0
GW621-21-12-17-12	GW621-21-12-17-12 10 micron filter	Rhodoplanes	Proteobacteria	30.0
FW126-7-25-12	FW126-7-25-12 0.2 micron filter	Streptococcus	Firmicutes	4.0
FW602-2-26-2-11-28-12	FW602-2-26-2-11-28-12 0.2 micron filter	KD3-93	Bacteroidota	121.0
GW921-86-1-28-13	GW921-86-1-28-13 0.2 micron filter	Nitrosopumilaceae	Crenarchaeota	21.0
GW639-90-1-23-13	GW639-90-1-23-13 0.2 micron filter	BIrii41	Myxococcota	26.0
FW300-59-10-19-12	FW300-59-10-19-12 0.2 micron filter	Acinetobacter	Proteobacteria	5.0
GW056-87-1-8-13	GW056-87-1-8-13 0.2 micron filter	PAUC34f	PAUC34f	15.0
GW60-1A-60-2-4-13	GW60-1A-60-2-4-13 10 micron filter	Marine_Group_II	Thermoplasmatota	5.0
FW301-7-25-12	FW301-7-25-12 10 micron filter	uncultured	Campilobacterota	18.0
GW056-87-1-8-13	GW056-87-1-8-13 0.2 micron filter	Subgroup_17	Acidobacteriota	6.0
FW106-11-13-12	FW106-11-13-12 0.2 micron filter	SM23-31	Calditrichota	11.0
GW101-11-13-12	GW101-11-13-12 10 micron filter	RBG-16-58-14	Chloroflexi	11.0
PTMW02-4-12-11-12	PTMW02-4-12-11-12 0.2 micron filter	Cupriavidus	Proteobacteria	1376.0
FW510-26-11-26-12	FW510-26-11-26-12 10 micron filter	Micropepsis	Proteobacteria	291.0
FW301-7-25-12	FW301-7-25-12 10 micron filter	Azospira	Proteobacteria	76.0
GW085-58-12-3-12	GW085-58-12-3-12 10 micron filter	37-13	Bacteroidota	9.0
GW199-42-1-28-13	GW199-42-1-28-13 10 micron filter	Anaeromyxobacter	Myxococcota	10.0
GW057-10-1-8-13	GW057-10-1-8-13 10 micron filter	Ferriphaselus	Proteobacteria	102.0
TPB16-7-26-12	TPB16-7-26-12 0.2 micron filter	Desulforegula	Desulfobacterota	4.0
GW066-71-2-20-13	GW066-71-2-20-13 10 micron filter	Reyranella	Proteobacteria	30.0
GW753-79-1-7-13	GW753-79-1-7-13 10 micron filter	Longilinea	Chloroflexi	10.0
GW122-78-11-14-12	GW122-78-11-14-12 0.2 micron filter	Magnetovibrio	Proteobacteria	5.0
GW190-22-12-11-12	GW190-22-12-11-12 10 micron filter	A21b	Proteobacteria	19.0
GW803-31-1-23-13	GW803-31-1-23-13 0.2 micron filter	Hydrogenophaga	Proteobacteria	29.0
GW736-14-12-3-12	GW736-14-12-3-12 0.2 micron filter	uncultured	Actinobacteriota	26.0
GW737-12-12-12	GW737-12-12-12 10 micron filter	Sediminibacterium	Bacteroidota	26.0
FW301-81-10-19-12	FW301-81-10-19-12 0.2 micron filter	Sediminibacterium	Bacteroidota	23.0
GW084-56-11-28-12	GW084-56-11-28-12 10 micron filter	GAL15	GAL15	11.0
FW109-2-7-25-12	FW109-2-7-25-12 10 micron filter	Bryobacter	Acidobacteriota	56.0
FW602-2-26-2-11-28-12	FW602-2-26-2-11-28-12 10 micron filter	RBG-13-54-9	Chloroflexi	19.0
GW764-23-1-11-13	GW764-23-1-11-13 10 micron filter	GIF3	Chloroflexi	5.0
FW301-81-10-19-12	FW301-81-10-19-12 0.2 micron filter	Derxia	Proteobacteria	37.0
GW122-78-11-14-12	GW122-78-11-14-12 10 micron filter	MSB-5E12	Chloroflexi	6.0
GW779-8-2-18-13	GW779-8-2-18-13 10 micron filter	cvE6	Verrucomicrobiota	54.0
GW715-65-2-12-13	GW715-65-2-12-13 10 micron filter	Candidatus_Ovatusbacter	Proteobacteria	21.0
GW057-10-1-8-13	GW057-10-1-8-13 10 micron filter	Cupriavidus	Proteobacteria	29.0
GW384-12-17-12	GW384-12-17-12 0.2 micron filter	Caulobacter	Proteobacteria	195.0
GW066-71-2-20-13	GW066-71-2-20-13 0.2 micron filter	Pedosphaeraceae	Verrucomicrobiota	6.0
GW246-1-11-26-12	GW246-1-11-26-12 0.2 micron filter	Cryobacterium	Actinobacteriota	21.0
GW246-1-11-26-12	GW246-1-11-26-12 10 micron filter	Bdellovibrio	Bdellovibrionota	3.0
FW511-61-11-26-12	FW511-61-11-26-12 0.2 micron filter	Lacunisphaera	Verrucomicrobiota	34.0
GW198-41-2-11-13	GW198-41-2-11-13 10 micron filter	Babeliaceae	Dependentiae	8.0
FW511-7-26-12	FW511-7-26-12 10 micron filter	Lacunisphaera	Verrucomicrobiota	7.0
GW631-98-12-11-12	GW631-98-12-11-12 0.2 micron filter	Subgroup_12	Acidobacteriota	44.0
GW345-51-11-27-12	GW345-51-11-27-12 10 micron filter	Ramlibacter	Proteobacteria	58.0
FW126-7-25-12	FW126-7-25-12 0.2 micron filter	BSV26	Bacteroidota	273.0
GW190-22-12-11-12	GW190-22-12-11-12 10 micron filter	Margulisbacteria	Margulisbacteria	5.0
GW084-56-11-28-12	GW084-56-11-28-12 10 micron filter	Amphiplicatus	Proteobacteria	14.0
GW089-62-1-7-13	GW089-62-1-7-13 10 micron filter	Candidatus_Yanofskybacteria	Patescibacteria	36.0
GW537-24-11-26-12	GW537-24-11-26-12 10 micron filter	HDB-SIOI1093	Nitrospirota	70.0
GW101-11-13-12	GW101-11-13-12 0.2 micron filter	Cephaloticoccus	Verrucomicrobiota	11.0
