sdt_sample_name	sdt_community_name	genus	phylum	read_count
FW021-7-26-12	FW021-7-26-12 0.2 micron filter	Acidibacter	Proteobacteria	13.0
GW737-12-12-12	GW737-12-12-12 0.2 micron filter	WOR-1	WOR-1	15.0
GW636-32-1-28-13	GW636-32-1-28-13 10 micron filter	Parvibaculum	Proteobacteria	36.0
GW101-11-13-12	GW101-11-13-12 10 micron filter	P2-11E	Chloroflexi	4.0
GW533-48-11-28-12	GW533-48-11-28-12 0.2 micron filter	Spirochaeta_2	Spirochaetota	3.0
GW526-15-11-27-12	GW526-15-11-27-12 0.2 micron filter	Ferritrophicum	Proteobacteria	12.0
FW300-59-10-19-12	FW300-59-10-19-12 0.2 micron filter	Candidatus_Berkiella	Proteobacteria	7.0
GW123-93-11-14-12	GW123-93-11-14-12 0.2 micron filter	OLB14	Chloroflexi	43.0
GW271-66-2-18-13	GW271-66-2-18-13 0.2 micron filter	SB-5	Bacteroidota	2.0
GW537-24-11-26-12	GW537-24-11-26-12 0.2 micron filter	Zixibacteria	Zixibacteria	31.0
GW384-12-17-12	GW384-12-17-12 10 micron filter	OM27_clade	Bdellovibrionota	2.0
GW190-22-12-11-12	GW190-22-12-11-12 10 micron filter	OLB14	Chloroflexi	8.0
GW753-79-1-7-13	GW753-79-1-7-13 0.2 micron filter	Brevundimonas	Proteobacteria	665.0
GW764-23-1-11-13	GW764-23-1-11-13 0.2 micron filter	AncK6	AncK6	71.0
GW190-22-12-11-12	GW190-22-12-11-12 10 micron filter	KD4-96	Chloroflexi	16.0
GW223-39-1-8-13	GW223-39-1-8-13 10 micron filter	S15-21	Bacteroidota	7.0
GW101-11-13-12	GW101-11-13-12 0.2 micron filter	Zixibacteria	Zixibacteria	13.0
FW021-7-26-12	FW021-7-26-12 0.2 micron filter	Leeia	Proteobacteria	9.0
FW233-17-2-99-11-28-12	FW233-17-2-99-11-28-12 10 micron filter	WCHB1-41	Verrucomicrobiota	165.0
GW641-30-1-23-13	GW641-30-1-23-13 10 micron filter	SJA-15	Chloroflexi	4.0
GW345-51-11-27-12	GW345-51-11-27-12 10 micron filter	37-13	Bacteroidota	2.0
GW101-11-13-12	GW101-11-13-12 10 micron filter	Neochlamydia	Verrucomicrobiota	6.0
GW122-78-11-14-12	GW122-78-11-14-12 10 micron filter	SG8-4	Planctomycetota	12.0
GW105-12-11-12	GW105-12-11-12 10 micron filter	27F-1492R	Myxococcota	19.0
GW715-65-2-12-13	GW715-65-2-12-13 0.2 micron filter	0319-6G20	Bdellovibrionota	134.0
GW631-98-12-11-12	GW631-98-12-11-12 10 micron filter	Unknown_Family	Proteobacteria	14.0
GW115-2-11-26-12	GW115-2-11-26-12 10 micron filter	LCP-89	LCP-89	65.0
GW085-58-12-3-12	GW085-58-12-3-12 10 micron filter	AKYH767	Bacteroidota	63.0
GW314-97-2-19-13	GW314-97-2-19-13 10 micron filter	uncultured	Myxococcota	145.0
GW384-12-17-12	GW384-12-17-12 10 micron filter	Nitrospira	Nitrospirota	12.0
GW654-0-1-7-13	GW654-0-1-7-13 10 micron filter	SWB02	Proteobacteria	687.0
FW602-2-26-2-11-28-12	FW602-2-26-2-11-28-12 10 micron filter	Sphingobium	Proteobacteria	77.0
FW109-40-92-11-14-12	FW109-40-92-11-14-12 10 micron filter	Nocardioides	Actinobacteriota	5.0
GW803-31-1-23-13	GW803-31-1-23-13 0.2 micron filter	Pseudoxanthomonas	Proteobacteria	481.0
FW301-81-10-19-12	FW301-81-10-19-12 10 micron filter	Candidatus_Lloydbacteria	Patescibacteria	12.0
GW107-91-12-11-12	GW107-91-12-11-12 10 micron filter	SCGC_AAA011-D5	Nanoarchaeota	84.0
GW283-43-1-29-13	GW283-43-1-29-13 0.2 micron filter	Blfdi19	Myxococcota	45.0
GW346-47-11-27-12	GW346-47-11-27-12 0.2 micron filter	Ferritrophicum	Proteobacteria	9.0
GW773-35-2-4-13	GW773-35-2-4-13 10 micron filter	Sh765B-AG-111	Chloroflexi	27.0
GW803-31-1-23-13	GW803-31-1-23-13 10 micron filter	Abditibacterium	Abditibacteriota	9.0
GW283-43-1-29-13	GW283-43-1-29-13 0.2 micron filter	NKB15	NKB15	137.0
GW654-0-1-7-13	GW654-0-1-7-13 0.2 micron filter	uncultured	Bacteroidota	19.0
FW106-11-13-12	FW106-11-13-12 0.2 micron filter	Sh765B-TzT-35	Methylomirabilota	30.0
GW220-50-12-12-12	GW220-50-12-12-12 10 micron filter	PB19	Desulfobacterota	17.0
TPB16-81-11-28-12	TPB16-81-11-28-12 10 micron filter	Planctopirus	Planctomycetota	5.0
GW641-30-1-23-13	GW641-30-1-23-13 10 micron filter	Cupriavidus	Proteobacteria	58.0
FW233-17-2-99-11-28-12	FW233-17-2-99-11-28-12 0.2 micron filter	Candidatus_Colwellbacteria	Patescibacteria	44.0
FW602-2-26-2-11-28-12	FW602-2-26-2-11-28-12 0.2 micron filter	PeM15	Actinobacteriota	3.0
GW533-48-11-28-12	GW533-48-11-28-12 0.2 micron filter	Pseudomonas	Proteobacteria	226.0
GW283-43-1-29-13	GW283-43-1-29-13 10 micron filter	MD2902-B12	Gemmatimonadota	9.0
GW639-90-1-23-13	GW639-90-1-23-13 0.2 micron filter	Micrarchaeales	Micrarchaeota	11.0
GW704-5-12-17-12	GW704-5-12-17-12 10 micron filter	Sulfurihydrogenibium	Aquificota	324.0
FW109-35-61-11-14-12	FW109-35-61-11-14-12 10 micron filter	Pseudomonas	Proteobacteria	1356.0
GW750-28-12-12-12	GW750-28-12-12-12 0.2 micron filter	P9X2b3D02	Nitrospinota	5.0
GW658-63-1-23-13	GW658-63-1-23-13 10 micron filter	Oxobacter	Firmicutes	22.0
GW056-87-1-8-13	GW056-87-1-8-13 10 micron filter	Aquabacterium	Proteobacteria	415.0
FW303-11-2-20-13	FW303-11-2-20-13 0.2 micron filter	UBA12409	Dependentiae	21.0
FW106-11-13-12	FW106-11-13-12 0.2 micron filter	OM190	Planctomycetota	87.0
GW714-34-2-12-13	GW714-34-2-12-13 10 micron filter	cr616	Proteobacteria	232.0
GW753-79-1-7-13	GW753-79-1-7-13 10 micron filter	Vogesella	Proteobacteria	15.0
GW084-56-11-28-12	GW084-56-11-28-12 0.2 micron filter	SAR324_clade(Marine_group_B)	SAR324_clade(Marine_group_B)	29.0
GW779-8-2-18-13	GW779-8-2-18-13 10 micron filter	Babeliales	Dependentiae	18.0
TPB16-81-11-28-12	TPB16-81-11-28-12 10 micron filter	Actinomadura	Actinobacteriota	8.0
FW301-81-2-20-13	FW301-81-2-20-13 0.2 micron filter	vadinHA49	Planctomycetota	423.0
GW804-13-2-11-13	GW804-13-2-11-13 0.2 micron filter	Neochlamydia	Verrucomicrobiota	14.0
FW301-81-10-19-12	FW301-81-10-19-12 10 micron filter	Paenibacillus	Firmicutes	3.0
GW350-74-2-12-13	GW350-74-2-12-13 0.2 micron filter	Entotheonellaceae	Entotheonellaeota	5.0
GW736-14-12-3-12	GW736-14-12-3-12 10 micron filter	SJA-28	Bacteroidota	199.0
FW301-81-2-20-13	FW301-81-2-20-13 0.2 micron filter	Pseudomonas	Proteobacteria	18.0
FW301-81-10-19-12	FW301-81-10-19-12 0.2 micron filter	uncultured	Gemmatimonadota	87.0
FW233-17-2-99-11-28-12	FW233-17-2-99-11-28-12 10 micron filter	Acetothermiia	Acetothermia	229.0
FW301-7-25-12	FW301-7-25-12 10 micron filter	JGI_0001001-H03	Acidobacteriota	25.0
FW300-59-10-19-12	FW300-59-10-19-12 10 micron filter	Sulfurifustis	Proteobacteria	44.0
GW694-33-12-3-12	GW694-33-12-3-12 0.2 micron filter	FW22	Chloroflexi	4.0
GW704-5-12-17-12	GW704-5-12-17-12 0.2 micron filter	Sphingopyxis	Proteobacteria	198.0
GW350-74-2-12-13	GW350-74-2-12-13 0.2 micron filter	Desulfobacca	Desulfobacterota	5.0
FW300-59-10-19-12	FW300-59-10-19-12 10 micron filter	Dechloromonas	Proteobacteria	355.0
GW085-58-12-3-12	GW085-58-12-3-12 10 micron filter	Devosia	Proteobacteria	263.0
GW122-78-11-14-12	GW122-78-11-14-12 0.2 micron filter	PRD18C08	Verrucomicrobiota	13.0
GW151-12-12-12	GW151-12-12-12 10 micron filter	Novosphingobium	Proteobacteria	204.0
GW246-1-11-26-12	GW246-1-11-26-12 0.2 micron filter	Acidocella	Proteobacteria	71.0
GW636-32-1-28-13	GW636-32-1-28-13 0.2 micron filter	Iamia	Actinobacteriota	2.0
FW301-7-25-12	FW301-7-25-12 0.2 micron filter	WCHB1-32	Bacteroidota	42.0
FW303-11-10-23-12	FW303-11-10-23-12 10 micron filter	Undibacterium	Proteobacteria	207.0
GW804-13-2-11-13	GW804-13-2-11-13 10 micron filter	Candidatus_Koribacter	Acidobacteriota	51.0
GW383-12-17-12	GW383-12-17-12 10 micron filter	MND1	Proteobacteria	1136.0
FW303-11-2-20-13	FW303-11-2-20-13 0.2 micron filter	TRA3-20	Proteobacteria	59.0
GW750-28-12-12-12	GW750-28-12-12-12 0.2 micron filter	Aquicella	Proteobacteria	32.0
GW383-12-17-12	GW383-12-17-12 0.2 micron filter	MND1	Proteobacteria	355.0
GW086-25-12-3-12	GW086-25-12-3-12 0.2 micron filter	Iamia	Actinobacteriota	5.0
FW301-81-2-20-13	FW301-81-2-20-13 0.2 micron filter	Candidatus_Wolfebacteria	Patescibacteria	4.0
GW715-65-2-12-13	GW715-65-2-12-13 0.2 micron filter	uncultured	Nitrospirota	5.0
GW383-12-17-12	GW383-12-17-12 10 micron filter	Cupriavidus	Proteobacteria	26.0
GW085-58-12-3-12	GW085-58-12-3-12 10 micron filter	Ferribacterium	Proteobacteria	146.0
FW603-55-12-3-12	FW603-55-12-3-12 0.2 micron filter	Candidatus_Paceibacter	Patescibacteria	16.0
GW706-96-12-17-12	GW706-96-12-17-12 10 micron filter	uncultured	Fibrobacterota	76.0
GW056-87-1-8-13	GW056-87-1-8-13 0.2 micron filter	Variovorax	Proteobacteria	213.0
GW755-69-1-8-13	GW755-69-1-8-13 10 micron filter	PAUC26f	Acidobacteriota	7.0
GW921-86-1-28-13	GW921-86-1-28-13 10 micron filter	Cellvibrio	Proteobacteria	9.0
GW162-37-2-19-13	GW162-37-2-19-13 0.2 micron filter	TC1	Firmicutes	25.0
FW109-2-7-25-12	FW109-2-7-25-12 10 micron filter	4-29-1	Nitrospirota	38.0
FW602-2-26-2-11-28-12	FW602-2-26-2-11-28-12 10 micron filter	Candidatus_Kuenenbacteria	Patescibacteria	16.0
FW303-11-10-23-12	FW303-11-10-23-12 0.2 micron filter	Vicinamibacteraceae	Acidobacteriota	91.0
FW303-11-10-23-12	FW303-11-10-23-12 0.2 micron filter	Niastella	Bacteroidota	4.0
FW511-7-26-12	FW511-7-26-12 0.2 micron filter	Tolumonas	Proteobacteria	5.0
GW385-80-2-18-13	GW385-80-2-18-13 10 micron filter	Fimbriimonadales	Armatimonadota	24.0
GW085-58-12-3-12	GW085-58-12-3-12 10 micron filter	Dechloromonas	Proteobacteria	370.0
GW753-79-1-7-13	GW753-79-1-7-13 0.2 micron filter	Candidatus_Magasanikbacteria	Patescibacteria	8.0
GW066-71-2-20-13	GW066-71-2-20-13 0.2 micron filter	Bosea	Proteobacteria	9.0
FW109-2-7-25-12	FW109-2-7-25-12 0.2 micron filter	Obscuribacteraceae	Cyanobacteria	54.0
GW085-58-12-3-12	GW085-58-12-3-12 10 micron filter	Phenylobacterium	Proteobacteria	307.0
GW621-21-12-17-12	GW621-21-12-17-12 10 micron filter	Terriglobus	Acidobacteriota	134.0
GW162-37-2-19-13	GW162-37-2-19-13 0.2 micron filter	FS118-23B-02	Actinobacteriota	34.0
FW233-17-2-99-11-28-12	FW233-17-2-99-11-28-12 10 micron filter	Lenti-02	Verrucomicrobiota	9.0
GW537-24-11-26-12	GW537-24-11-26-12 0.2 micron filter	LD1-PA32	Verrucomicrobiota	49.0
FW301-7-25-12	FW301-7-25-12 10 micron filter	Candidatus_Paracaedibacter	Proteobacteria	44.0
GW764-23-1-11-13	GW764-23-1-11-13 10 micron filter	MM2	Proteobacteria	49.0
GW804-13-2-11-13	GW804-13-2-11-13 0.2 micron filter	Asinibacterium	Bacteroidota	25.0
GW763-23-1-22-13	GW763-23-1-22-13 0.2 micron filter	Candidatus_Peregrinibacteria	Patescibacteria	7.0
GW220-50-12-12-12	GW220-50-12-12-12 0.2 micron filter	Gemmatimonas	Gemmatimonadota	34.0
GW706-96-12-17-12	GW706-96-12-17-12 0.2 micron filter	uncultured	Myxococcota	6.0
GW283-43-1-29-13	GW283-43-1-29-13 10 micron filter	Denitratisoma	Proteobacteria	33.0
GW764-23-1-11-13	GW764-23-1-11-13 10 micron filter	Ellin6067	Proteobacteria	4.0
GW314-97-2-19-13	GW314-97-2-19-13 10 micron filter	TK10	Chloroflexi	12.0
DP16D-67-11-27-12	DP16D-67-11-27-12 10 micron filter	KD3-93	Bacteroidota	7.0
GW101-11-13-12	GW101-11-13-12 10 micron filter	Endomicrobium	Elusimicrobiota	4.0
GW363-94-1-22-13	GW363-94-1-22-13 0.2 micron filter	Chitinophaga	Bacteroidota	13.0
FW109-2-7-25-12	FW109-2-7-25-12 0.2 micron filter	RCP2-54	RCP2-54	27.0
GW056-87-1-8-13	GW056-87-1-8-13 10 micron filter	uncultured	Armatimonadota	46.0
GW220-50-12-12-12	GW220-50-12-12-12 10 micron filter	Nannocystis	Myxococcota	192.0
TPB16-81-11-28-12	TPB16-81-11-28-12 0.2 micron filter	SCGC_AAA011-D5	Nanoarchaeota	4.0
GW736-14-12-3-12	GW736-14-12-3-12 10 micron filter	MB-A2-108	Actinobacteriota	5.0
FW104-7-26-12	FW104-7-26-12 10 micron filter	Candidatus_Wolfebacteria	Patescibacteria	71.0
GW658-63-1-23-13	GW658-63-1-23-13 0.2 micron filter	Desulfitobacterium	Firmicutes	36.0
GW122-78-11-14-12	GW122-78-11-14-12 10 micron filter	Hydrogenedensaceae	Hydrogenedentes	33.0
GW384-12-17-12	GW384-12-17-12 10 micron filter	Sva0485	Sva0485	80.0
GW190-22-12-11-12	GW190-22-12-11-12 10 micron filter	Telmatospirillum	Proteobacteria	2.0
FW109-2-7-25-12	FW109-2-7-25-12 10 micron filter	Marine_Group_II	Thermoplasmatota	38.0
FW511-61-11-26-12	FW511-61-11-26-12 10 micron filter	Sphingomonas	Proteobacteria	252.0
GW084-56-11-28-12	GW084-56-11-28-12 0.2 micron filter	MVP-88	Elusimicrobiota	2.0
FW511-61-11-26-12	FW511-61-11-26-12 10 micron filter	DG-56	Armatimonadota	18.0
FW106-11-13-12	FW106-11-13-12 0.2 micron filter	Ignavibacterium	Bacteroidota	13.0
FW303-11-10-23-12	FW303-11-10-23-12 0.2 micron filter	Phaselicystis	Myxococcota	4.0
FW511-7-26-12	FW511-7-26-12 0.2 micron filter	WD260	Proteobacteria	29.0
GW921-86-1-28-13	GW921-86-1-28-13 0.2 micron filter	KD3-93	Bacteroidota	65.0
GW928-54-2-11-13	GW928-54-2-11-13 0.2 micron filter	Caulobacter	Proteobacteria	66.0
GW101-7-26-12	GW101-7-26-12 10 micron filter	eub62A3	Proteobacteria	14.0
GW621-21-12-17-12	GW621-21-12-17-12 10 micron filter	IMCC26256	Actinobacteriota	33.0
GW115-2-11-26-12	GW115-2-11-26-12 10 micron filter	Chitinimonas	Proteobacteria	47.0
DP16D-67-11-27-12	DP16D-67-11-27-12 10 micron filter	eub62A3	Proteobacteria	67.0
GW101-7-26-12	GW101-7-26-12 10 micron filter	Dongia	Proteobacteria	24.0
GW190-22-12-11-12	GW190-22-12-11-12 10 micron filter	Methylobacterium-Methylorubrum	Proteobacteria	1044.0
GW098-57-1-22-13	GW098-57-1-22-13 0.2 micron filter	Desulfobacca	Desulfobacterota	247.0
FW602-2-26-2-11-28-12	FW602-2-26-2-11-28-12 10 micron filter	mle1-27	Myxococcota	12.0
GW314-97-2-19-13	GW314-97-2-19-13 10 micron filter	Opitutus	Verrucomicrobiota	4.0
GW190-22-12-11-12	GW190-22-12-11-12 10 micron filter	Aquabacterium	Proteobacteria	364.0
GW537-24-11-26-12	GW537-24-11-26-12 10 micron filter	SHA-26	Chloroflexi	23.0
FW233-17-2-99-11-28-12	FW233-17-2-99-11-28-12 10 micron filter	Emticicia	Bacteroidota	5.0
GW057-10-1-8-13	GW057-10-1-8-13 10 micron filter	Peredibacter	Bdellovibrionota	38.0
GW105-12-11-12	GW105-12-11-12 0.2 micron filter	JG30-KF-CM66	Chloroflexi	61.0
FW215-84-11-27-12	FW215-84-11-27-12 0.2 micron filter	Lentimicrobiaceae	Bacteroidota	5.0
GW363-94-1-22-13	GW363-94-1-22-13 10 micron filter	Blastopirellula	Planctomycetota	31.0
GW385-80-2-18-13	GW385-80-2-18-13 0.2 micron filter	Brevundimonas	Proteobacteria	183.0
GW105-12-11-12	GW105-12-11-12 0.2 micron filter	uncultured	Acidobacteriota	2148.0
GW122-78-11-14-12	GW122-78-11-14-12 10 micron filter	Unknown_Family	Proteobacteria	10.0
GW750-28-12-12-12	GW750-28-12-12-12 0.2 micron filter	PAUC34f	PAUC34f	112.0
GW346-47-11-27-12	GW346-47-11-27-12 10 micron filter	Defluviicoccus	Proteobacteria	175.0
GW750-28-12-12-12	GW750-28-12-12-12 0.2 micron filter	cvE6	Verrucomicrobiota	25.0
GW683-53-2-18-13	GW683-53-2-18-13 10 micron filter	Peredibacter	Bdellovibrionota	3.0
GW056-87-1-8-13	GW056-87-1-8-13 10 micron filter	CCM11a	Planctomycetota	201.0
GW804-13-2-11-13	GW804-13-2-11-13 10 micron filter	Psychrobacter	Proteobacteria	5.0
GW223-39-1-8-13	GW223-39-1-8-13 10 micron filter	Subgroup_15	Acidobacteriota	11.0
GW363-94-1-22-13	GW363-94-1-22-13 0.2 micron filter	Sphingobium	Proteobacteria	22.0
GW105-12-11-12	GW105-12-11-12 10 micron filter	Desulfurivibrio	Desulfobacterota	34.0
GW621-21-12-17-12	GW621-21-12-17-12 10 micron filter	Crenothrix	Proteobacteria	234.0
GW101-7-26-12	GW101-7-26-12 10 micron filter	Berkelbacteria	Patescibacteria	8.0
GW350-74-2-12-13	GW350-74-2-12-13 10 micron filter	Hydrogenophaga	Proteobacteria	72.0
GW636-32-1-28-13	GW636-32-1-28-13 10 micron filter	Ferritrophicum	Proteobacteria	676.0
GW228-12-2-4-13	GW228-12-2-4-13 10 micron filter	Hyphomicrobium	Proteobacteria	14.0
GW122-78-11-14-12	GW122-78-11-14-12 10 micron filter	Candidatus_Raymondbacteria	Fibrobacterota	2.0
FW300-59-10-19-12	FW300-59-10-19-12 10 micron filter	Gracilibacteria	Patescibacteria	13.0
FW104-7-26-12	FW104-7-26-12 10 micron filter	Candidatus_Brennerbacteria	Patescibacteria	161.0
GW098-57-1-22-13	GW098-57-1-22-13 10 micron filter	mle1-27	Myxococcota	7.0
GW247-7-11-14-12	GW247-7-11-14-12 10 micron filter	Sphingobium	Proteobacteria	26.0
FW126-7-25-12	FW126-7-25-12 0.2 micron filter	S085	Chloroflexi	70.0
FW233-17-2-99-11-28-12	FW233-17-2-99-11-28-12 0.2 micron filter	Candidatus_Kaiserbacteria	Patescibacteria	4.0
GW736-14-12-3-12	GW736-14-12-3-12 0.2 micron filter	Aeromonas	Proteobacteria	29.0
GW736-14-12-3-12	GW736-14-12-3-12 10 micron filter	Candidatus_Komeilibacteria	Patescibacteria	4.0
GW715-65-2-12-13	GW715-65-2-12-13 0.2 micron filter	P3OB-42	Myxococcota	15.0
FW301-81-2-20-13	FW301-81-2-20-13 0.2 micron filter	Lineage_IIb	Elusimicrobiota	71.0
GW085-58-12-3-12	GW085-58-12-3-12 0.2 micron filter	Acidibacter	Proteobacteria	6.0
FW104-67-11-14-12	FW104-67-11-14-12 10 micron filter	Phenylobacterium	Proteobacteria	44.0
GW621-21-12-17-12	GW621-21-12-17-12 0.2 micron filter	Candidatus_Brennerbacteria	Patescibacteria	41.0
TPB16-81-11-28-12	TPB16-81-11-28-12 10 micron filter	Luteimonas	Proteobacteria	166.0
GW363-94-1-22-13	GW363-94-1-22-13 0.2 micron filter	Rhodanobacter	Proteobacteria	239.0
FW510-26-11-26-12	FW510-26-11-26-12 10 micron filter	WPS-2	WPS-2	2838.0
GW773-35-2-4-13	GW773-35-2-4-13 0.2 micron filter	SBR1031	Chloroflexi	4.0
GW345-51-11-27-12	GW345-51-11-27-12 10 micron filter	Cavicella	Proteobacteria	2.0
FW602-2-26-2-11-28-12	FW602-2-26-2-11-28-12 10 micron filter	Phenylobacterium	Proteobacteria	780.0
GW151-12-12-12	GW151-12-12-12 0.2 micron filter	Caedibacter	Proteobacteria	18.0
FW303-11-10-23-12	FW303-11-10-23-12 0.2 micron filter	A4b	Chloroflexi	31.0
GW737-12-12-12	GW737-12-12-12 10 micron filter	GW2011_GWC1_47_15	Nanoarchaeota	67.0
GW765-77-1-11-13	GW765-77-1-11-13 10 micron filter	OM27_clade	Bdellovibrionota	18.0
GW764-23-1-11-13	GW764-23-1-11-13 0.2 micron filter	JdFR-54	Chloroflexi	3.0
GW694-33-12-3-12	GW694-33-12-3-12 0.2 micron filter	Luteimonas	Proteobacteria	7.0
GW706-96-12-17-12	GW706-96-12-17-12 10 micron filter	Sericytochromatia	Cyanobacteria	85.0
GW764-23-1-11-13	GW764-23-1-11-13 10 micron filter	KD3-93	Bacteroidota	11.0
GW127-16-11-26-12	GW127-16-11-26-12 0.2 micron filter	Aquicella	Proteobacteria	8.0
GW761-29-1-28-13	GW761-29-1-28-13 10 micron filter	A0839	Proteobacteria	31.0
GW384-12-17-12	GW384-12-17-12 10 micron filter	Caulobacter	Proteobacteria	85.0
FW300-59-10-19-12	FW300-59-10-19-12 0.2 micron filter	MVP-15	Spirochaetota	24.0
FW301-81-10-19-12	FW301-81-10-19-12 0.2 micron filter	Paludibaculum	Acidobacteriota	4.0
FW602-2-26-2-11-28-12	FW602-2-26-2-11-28-12 10 micron filter	GOUTA6	Proteobacteria	2299.0
GW714-34-2-12-13	GW714-34-2-12-13 10 micron filter	Sphingomonas	Proteobacteria	553.0
FW301-81-2-20-13	FW301-81-2-20-13 10 micron filter	Chthonomonadales	Armatimonadota	3.0
GW800-12-12-12	GW800-12-12-12 10 micron filter	Gallionella	Proteobacteria	21.0
FW109-40-92-11-14-12	FW109-40-92-11-14-12 0.2 micron filter	Cupriavidus	Proteobacteria	469.0
FW233-17-2-99-11-28-12	FW233-17-2-99-11-28-12 0.2 micron filter	GWC2-45-44	Planctomycetota	3.0
GW706-96-12-17-12	GW706-96-12-17-12 10 micron filter	eub62A3	Proteobacteria	10.0
GW190-22-12-11-12	GW190-22-12-11-12 0.2 micron filter	Leptospirillum	Nitrospirota	1040.0
FW109-2-7-25-12	FW109-2-7-25-12 10 micron filter	Sterolibacterium	Proteobacteria	39.0
GW101-7-26-12	GW101-7-26-12 0.2 micron filter	Leptospirillum	Nitrospirota	74.0
FW301-81-2-20-13	FW301-81-2-20-13 10 micron filter	Candidatus_Colwellbacteria	Patescibacteria	4.0
GW706-96-12-17-12	GW706-96-12-17-12 0.2 micron filter	uncultured	Nitrospirota	17.0
GW122-78-11-14-12	GW122-78-11-14-12 10 micron filter	Thermoanaerobaculum	Acidobacteriota	115.0
GW705-9-2-21-13	GW705-9-2-21-13 0.2 micron filter	Babeliaceae	Dependentiae	11.0
GW056-87-1-8-13	GW056-87-1-8-13 0.2 micron filter	PLTA13	Proteobacteria	37.0
GW220-50-12-12-12	GW220-50-12-12-12 0.2 micron filter	Anaerosporobacter	Firmicutes	8.0
GW750-28-12-12-12	GW750-28-12-12-12 0.2 micron filter	Candidatus_Kerfeldbacteria	Patescibacteria	27.0
GW800-12-12-12	GW800-12-12-12 0.2 micron filter	Reyranella	Proteobacteria	184.0
GW928-54-2-11-13	GW928-54-2-11-13 0.2 micron filter	Vicinamibacteraceae	Acidobacteriota	153.0
GW706-96-12-17-12	GW706-96-12-17-12 0.2 micron filter	Terrabacter	Actinobacteriota	11.0
GW773-35-2-4-13	GW773-35-2-4-13 0.2 micron filter	Cupriavidus	Proteobacteria	38.0
GW151-12-12-12	GW151-12-12-12 0.2 micron filter	Candidatus_Woesebacteria	Patescibacteria	6.0
FW301-7-25-12	FW301-7-25-12 10 micron filter	Halomonas	Proteobacteria	12.0
GW125-85-2-20-13	GW125-85-2-20-13 0.2 micron filter	Sediminibacterium	Bacteroidota	17.0
GW526-15-11-27-12	GW526-15-11-27-12 10 micron filter	BIrii41	Myxococcota	57.0
GW056-87-1-8-13	GW056-87-1-8-13 10 micron filter	Pir4_lineage	Planctomycetota	2.0
GW101-7-26-12	GW101-7-26-12 10 micron filter	DTB120	DTB120	1032.0
GW800-12-12-12	GW800-12-12-12 0.2 micron filter	IS-44	Proteobacteria	32.0
GW383-12-17-12	GW383-12-17-12 0.2 micron filter	Candidatus_Obscuribacter	Cyanobacteria	72.0
FW510-26-11-26-12	FW510-26-11-26-12 10 micron filter	Parcubacteria	Patescibacteria	10.0
FW301-7-25-12	FW301-7-25-12 10 micron filter	Desulfatirhabdium	Desulfobacterota	97.0
GW089-62-1-7-13	GW089-62-1-7-13 10 micron filter	RCP2-54	RCP2-54	154.0
GW537-24-11-26-12	GW537-24-11-26-12 10 micron filter	Sva0485	Sva0485	287.0
GW283-43-1-29-13	GW283-43-1-29-13 10 micron filter	Aquabacterium	Proteobacteria	409.0
GW636-32-1-28-13	GW636-32-1-28-13 10 micron filter	Pseudorhodobacter	Proteobacteria	47.0
GW346-47-11-27-12	GW346-47-11-27-12 0.2 micron filter	Brevundimonas	Proteobacteria	18.0
GW773-35-2-4-13	GW773-35-2-4-13 10 micron filter	ER-E4-17	Chloroflexi	8.0
GW345-51-11-27-12	GW345-51-11-27-12 10 micron filter	Pla3_lineage	Planctomycetota	6.0
FW603-55-12-3-12	FW603-55-12-3-12 0.2 micron filter	Pseudomonas	Proteobacteria	38.0
FW301-81-10-19-12	FW301-81-10-19-12 10 micron filter	CCM11a	Planctomycetota	48.0
FW109-40-92-11-14-12	FW109-40-92-11-14-12 10 micron filter	Duganella	Proteobacteria	7.0
FW303-11-2-20-13	FW303-11-2-20-13 0.2 micron filter	Candidatus_Staskawiczbacteria	Patescibacteria	2.0
FW104-7-26-12	FW104-7-26-12 0.2 micron filter	0319-6G20	Bdellovibrionota	4.0
GW056-87-1-8-13	GW056-87-1-8-13 10 micron filter	Candidatus_Jorgensenbacteria	Patescibacteria	13.0
GW314-97-2-19-13	GW314-97-2-19-13 0.2 micron filter	SCGC_AAA011-D5	Nanoarchaeota	72.0
GW223-39-1-8-13	GW223-39-1-8-13 10 micron filter	ADurb.Bin118	Verrucomicrobiota	211.0
GW760-18-1-29-13	GW760-18-1-29-13 10 micron filter	Candidatus_Colwellbacteria	Patescibacteria	18.0
GW190-22-12-11-12	GW190-22-12-11-12 0.2 micron filter	Eoetvoesia	Proteobacteria	5.0
GW148-12-17-12	GW148-12-17-12 10 micron filter	Pedosphaeraceae	Verrucomicrobiota	83.0
GW737-12-12-12	GW737-12-12-12 0.2 micron filter	Acidibacter	Proteobacteria	14.0
GW631-98-12-11-12	GW631-98-12-11-12 10 micron filter	DTB120	DTB120	215.0
FW301-7-25-12	FW301-7-25-12 10 micron filter	A0839	Proteobacteria	88.0
GW089-62-1-7-13	GW089-62-1-7-13 0.2 micron filter	env.OPS_17	Bacteroidota	10.0
GW115-2-11-26-12	GW115-2-11-26-12 10 micron filter	Bryobacter	Acidobacteriota	27.0
GW658-63-1-23-13	GW658-63-1-23-13 0.2 micron filter	Gracilibacter	Firmicutes	30.0
GW773-35-2-4-13	GW773-35-2-4-13 0.2 micron filter	Bosea	Proteobacteria	317.0
